dataset,fold_id,score,top20_error_enrichment
Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,magnitude,1.4081632653061222
Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,disagreement,1.4081632653061222
Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,safeconf,1.4081632653061222
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,rank_stack_lodo,1.4081632653061222
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,magnitude,1.0561224489795917
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,disagreement,1.0561224489795917
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,safeconf,1.760204081632653
Liang,Liang_context_holdout_1_DM2_1,rank_stack_lodo,1.0408163265306123
Liang,Liang_context_holdout_1_DM2_1,magnitude,0.69387755102040816
Liang,Liang_context_holdout_1_DM2_1,disagreement,0.69387755102040816
Liang,Liang_context_holdout_1_DM2_1,safeconf,1.0408163265306123
Liang,Liang_context_holdout_2_DM2_2,rank_stack_lodo,0.69387755102040816
Liang,Liang_context_holdout_2_DM2_2,magnitude,0.69387755102040816
Liang,Liang_context_holdout_2_DM2_2,disagreement,0.69387755102040816
Liang,Liang_context_holdout_2_DM2_2,safeconf,1.0408163265306123
Liang,Liang_context_holdout_3_DM2_3,rank_stack_lodo,2.0816326530612246
Liang,Liang_context_holdout_3_DM2_3,magnitude,1.3877551020408163
Liang,Liang_context_holdout_3_DM2_3,disagreement,1.3877551020408163
Liang,Liang_context_holdout_3_DM2_3,safeconf,2.0816326530612246
Liang,Liang_context_holdout_4_DM2_4,rank_stack_lodo,1.7346938775510206
Liang,Liang_context_holdout_4_DM2_4,magnitude,2.4285714285714288
Liang,Liang_context_holdout_4_DM2_4,disagreement,1.7346938775510206
Liang,Liang_context_holdout_4_DM2_4,safeconf,0.34693877551020408
Liang,Liang_context_holdout_5_DM2_5,rank_stack_lodo,0.69387755102040816
Liang,Liang_context_holdout_5_DM2_5,magnitude,0.34693877551020408
Liang,Liang_context_holdout_5_DM2_5,disagreement,0.69387755102040816
Liang,Liang_context_holdout_5_DM2_5,safeconf,0.69387755102040816
Liang,Liang_context_holdout_6_DM2_6,rank_stack_lodo,0.69387755102040816
Liang,Liang_context_holdout_6_DM2_6,magnitude,0.34693877551020408
Liang,Liang_context_holdout_6_DM2_6,disagreement,0.69387755102040816
Liang,Liang_context_holdout_6_DM2_6,safeconf,0.69387755102040816
Liang,Liang_context_holdout_7_EM2_1,rank_stack_lodo,0.34693877551020408
Liang,Liang_context_holdout_7_EM2_1,magnitude,1.0408163265306123
Liang,Liang_context_holdout_7_EM2_1,disagreement,1.0408163265306123
Liang,Liang_context_holdout_7_EM2_1,safeconf,0.34693877551020408
Liang,Liang_context_holdout_8_EM2_2,rank_stack_lodo,1.7346938775510206
Liang,Liang_context_holdout_8_EM2_2,magnitude,0.69387755102040816
Liang,Liang_context_holdout_8_EM2_2,disagreement,0.69387755102040816
Liang,Liang_context_holdout_8_EM2_2,safeconf,1.7346938775510206
Liang,Liang_context_holdout_9_EM2_3,rank_stack_lodo,1.0408163265306123
Liang,Liang_context_holdout_9_EM2_3,magnitude,1.0408163265306123
Liang,Liang_context_holdout_9_EM2_3,disagreement,1.0408163265306123
Liang,Liang_context_holdout_9_EM2_3,safeconf,1.0408163265306123
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,rank_stack_lodo,1.5147928994082842
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,magnitude,1.3254437869822484
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,disagreement,1.5147928994082842
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,safeconf,1.5147928994082842
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,rank_stack_lodo,1.7041420118343196
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,magnitude,1.7041420118343196
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,disagreement,1.7041420118343196
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,safeconf,1.7041420118343196
Replogle_two_cellline,Replogle_cellline_holdout_1_K562,rank_stack_lodo,0.94674556213017758
Replogle_two_cellline,Replogle_cellline_holdout_1_K562,magnitude,1.5147928994082842
Replogle_two_cellline,Replogle_cellline_holdout_1_K562,disagreement,0.75739644970414211
Replogle_two_cellline,Replogle_cellline_holdout_1_K562,safeconf,0.18934911242603553
Replogle_two_cellline,Replogle_cellline_holdout_2_RPE1,rank_stack_lodo,2.2721893491124261
Replogle_two_cellline,Replogle_cellline_holdout_2_RPE1,magnitude,1.8934911242603552
Replogle_two_cellline,Replogle_cellline_holdout_2_RPE1,disagreement,2.2721893491124261
Replogle_two_cellline,Replogle_cellline_holdout_2_RPE1,safeconf,2.2721893491124261
Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,rank_stack_lodo,0.42148760330578511
Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,magnitude,0.84297520661157022
Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,disagreement,0
Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,safeconf,2.5289256198347103
Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,rank_stack_lodo,0.84297520661157022
Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,magnitude,1.6859504132231404
Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,disagreement,1.6859504132231404
Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,safeconf,1.2644628099173552
Santinha,Santinha_context_holdout_3_Neurons_L_2_3,rank_stack_lodo,1.6859504132231404
Santinha,Santinha_context_holdout_3_Neurons_L_2_3,magnitude,1.2644628099173552
Santinha,Santinha_context_holdout_3_Neurons_L_2_3,disagreement,1.6859504132231404
Santinha,Santinha_context_holdout_3_Neurons_L_2_3,safeconf,1.6859504132231404
Santinha,Santinha_context_holdout_4_Neurons_L_5,rank_stack_lodo,1.2644628099173552
Santinha,Santinha_context_holdout_4_Neurons_L_5,magnitude,2.1074380165289255
Santinha,Santinha_context_holdout_4_Neurons_L_5,disagreement,1.2644628099173552
Santinha,Santinha_context_holdout_4_Neurons_L_5,safeconf,0.42148760330578511
Santinha,Santinha_context_holdout_5_Neurons_L_6,rank_stack_lodo,0
Santinha,Santinha_context_holdout_5_Neurons_L_6,magnitude,0.42148760330578511
Santinha,Santinha_context_holdout_5_Neurons_L_6,disagreement,0
Santinha,Santinha_context_holdout_5_Neurons_L_6,safeconf,0.84297520661157022
Shifrut,Shifrut_context_holdout_1_D1_nostim,rank_stack_lodo,0.53086419753086411
Shifrut,Shifrut_context_holdout_1_D1_nostim,magnitude,0.53086419753086411
Shifrut,Shifrut_context_holdout_1_D1_nostim,disagreement,1.5925925925925923
Shifrut,Shifrut_context_holdout_1_D1_nostim,safeconf,1.5925925925925923
Shifrut,Shifrut_context_holdout_2_D1_stim,rank_stack_lodo,2.6543209876543208
Shifrut,Shifrut_context_holdout_2_D1_stim,magnitude,3.1851851851851847
Shifrut,Shifrut_context_holdout_2_D1_stim,disagreement,2.1234567901234565
Shifrut,Shifrut_context_holdout_2_D1_stim,safeconf,2.1234567901234565
Shifrut,Shifrut_context_holdout_3_D2_nostim,rank_stack_lodo,2.1234567901234565
Shifrut,Shifrut_context_holdout_3_D2_nostim,magnitude,2.1234567901234565
Shifrut,Shifrut_context_holdout_3_D2_nostim,disagreement,0.53086419753086411
Shifrut,Shifrut_context_holdout_3_D2_nostim,safeconf,1.5925925925925923
Shifrut,Shifrut_context_holdout_4_D2_stim,rank_stack_lodo,0.53086419753086411
Shifrut,Shifrut_context_holdout_4_D2_stim,magnitude,0.53086419753086411
Shifrut,Shifrut_context_holdout_4_D2_stim,disagreement,1.0617283950617282
Shifrut,Shifrut_context_holdout_4_D2_stim,safeconf,0.53086419753086411
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,rank_stack_lodo,1.4704163623082542
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,magnitude,1.4704163623082542
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,disagreement,0.80204528853177504
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,safeconf,1.4704163623082542
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,rank_stack_lodo,1.3367421475529584
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,magnitude,1.3367421475529584
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,disagreement,1.4704163623082542
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,safeconf,1.4704163623082542
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,rank_stack_lodo,1.7377647918188459
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,magnitude,1.3367421475529584
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,disagreement,0.53469685902118336
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,safeconf,1.2030679327976626
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,rank_stack_lodo,0.6683710737764792
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,magnitude,0.53469685902118336
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,disagreement,0.80204528853177504
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,safeconf,0.80204528853177504
