heldout_study,fold_id,method,n_tasks,spearman,utility_20,capture_20,remaining_error_80
Replogle_two_cellline,Replogle_cellline_holdout_1_K562,adaptive_nested,128,0.18430430596565103,0.10817501012936527,0.2169065636985091,0.0866675581176278
Replogle_two_cellline,Replogle_cellline_holdout_2_RPE1,adaptive_nested,128,0.21132265512493106,0.36037525005683535,0.2911366360362819,0.12177145916283859
Replogle_two_cellline,Replogle_cellline_holdout_1_K562,magnitude_percentile,128,0.18430430596565103,0.10817501012936527,0.2169065636985091,0.0866675581176278
Replogle_two_cellline,Replogle_cellline_holdout_2_RPE1,magnitude_percentile,128,0.24432910639077093,0.2758014093078389,0.2704818266701636,0.12531962712172218
Replogle_two_cellline,Replogle_cellline_holdout_1_K562,fixed_80m_20s,128,0.18430430596565103,0.10817501012936527,0.2169065636985091,0.0866675581176278
Replogle_two_cellline,Replogle_cellline_holdout_2_RPE1,fixed_80m_20s,128,0.2702483855911341,0.21805164329352494,0.2563780518220556,0.12774243147340278
Replogle_two_cellline,Replogle_cellline_holdout_1_K562,safeconf_percentile,128,0.15825584232738402,-0.19902367194059098,0.1777692601754298,0.09099901381680163
Replogle_two_cellline,Replogle_cellline_holdout_2_RPE1,safeconf_percentile,128,0.18695418343377695,0.3583865880294101,0.29065096062286405,0.12185489047947584
Replogle_two_cellline,Replogle_cellline_holdout_1_K562,disagreement_percentile,128,-0.2602430873466398,-0.19080018780807376,0.17881693717828315,0.09088306391437093
Replogle_two_cellline,Replogle_cellline_holdout_2_RPE1,disagreement_percentile,128,0.18739699688701703,0.3583865880294099,0.290650960622864,0.12185489047947586
Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,adaptive_nested,51,0.03226390337707523,-0.021632537408741107,0.2135220310379498,0.053041696983729826
Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,adaptive_nested,51,-0.06651884707475539,0.09408748420816386,0.22503881164036027,0.05865062576454546
Santinha,Santinha_context_holdout_3_Neurons_L_2_3,adaptive_nested,51,0.22783836396013157,0.21114950937211283,0.23830488362463614,0.04563357689014592
Santinha,Santinha_context_holdout_4_Neurons_L_5,adaptive_nested,51,-0.01986470282641505,0.039341738337385815,0.2190682329972542,0.045890926871759566
Santinha,Santinha_context_holdout_5_Neurons_L_6,adaptive_nested,51,-0.018823529411764704,-0.16852841322474818,0.19970961865825254,0.05942639280397853
Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,magnitude_percentile,51,-0.24832579185520362,-0.025344558674787677,0.21315065907909775,0.053066743074894576
Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,magnitude_percentile,51,-0.19719457013574657,-0.04736803915761102,0.21097776998604534,0.05971479375684521
Santinha,Santinha_context_holdout_3_Neurons_L_2_3,magnitude_percentile,51,0.12199095022624433,-0.09380709812462072,0.20563753657530917,0.04759069577055359
Santinha,Santinha_context_holdout_4_Neurons_L_5,magnitude_percentile,51,0.12660633484162895,0.2575936912523917,0.23782996228927392,0.04478840654500636
Santinha,Santinha_context_holdout_5_Neurons_L_6,magnitude_percentile,51,-0.2495927601809955,-0.2215282075132381,0.19468518712562433,0.05979948718176433
Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,fixed_80m_20s,51,-0.200457023965874,-0.15227781812634153,0.20045152568856994,0.053923198833147154
Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,fixed_80m_20s,51,-0.19019390500180888,0.01789878114978166,0.21746545924094918,0.05922379234892768
Santinha,Santinha_context_holdout_3_Neurons_L_2_3,fixed_80m_20s,51,0.16068600405609276,0.0005611400302026683,0.21574638455713288,0.046985069081170935
Santinha,Santinha_context_holdout_4_Neurons_L_5,fixed_80m_20s,51,0.14950564496235838,0.22246965672668906,0.23481057291560167,0.044965838918485504
Santinha,Santinha_context_holdout_5_Neurons_L_6,fixed_80m_20s,51,-0.2276923076923077,-0.25832388525320615,0.19119692144491635,0.06005851196999039
Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,safeconf_percentile,51,0.1549902585804543,0.5506060749814123,0.27077207331490444,0.04918063600732697
Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,safeconf_percentile,51,-0.05780309974713359,0.1430097214379377,0.2299018074367942,0.058282584434430684
Santinha,Santinha_context_holdout_3_Neurons_L_2_3,safeconf_percentile,51,0.24208144796380088,0.2111495093721134,0.2383048836246362,0.04563357689014591
Santinha,Santinha_context_holdout_4_Neurons_L_5,safeconf_percentile,51,-0.09020622061892905,-0.18944523124580506,0.19940087547063917,0.047046665828926956
Santinha,Santinha_context_holdout_5_Neurons_L_6,safeconf_percentile,51,0.07390292987617261,0.16378238340391008,0.23121300216433605,0.05708707636767685
Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,disagreement_percentile,51,-0.2048868778280543,-0.1866080862145176,0.19701692820270988,0.05415483517427251
Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,disagreement_percentile,51,-0.031040723981900453,0.07783697028659971,0.2234234688971555,0.05877287816135738
Santinha,Santinha_context_holdout_3_Neurons_L_2_3,disagreement_percentile,51,0.15665158371040722,0.19113908333183013,0.23616134085168672,0.045761997726572155
Santinha,Santinha_context_holdout_4_Neurons_L_5,disagreement_percentile,51,-0.061538461538461535,-0.025858484482120702,0.2134633854163699,0.04622029194733961
Santinha,Santinha_context_holdout_5_Neurons_L_6,disagreement_percentile,51,-0.4932126696832579,-0.30301661230967514,0.1869600078848493,0.06037312838344135
Shifrut,Shifrut_context_holdout_1_D1_nostim,adaptive_nested,43,0.15708783727715803,0.11941257293515131,0.21556907801985303,0.0666260388041805
Shifrut,Shifrut_context_holdout_2_D1_stim,adaptive_nested,43,0.46622616874515094,0.5389326813083188,0.22441715887389865,0.09641066327125455
Shifrut,Shifrut_context_holdout_3_D2_nostim,adaptive_nested,43,0.15253917409543324,0.24128011121902454,0.22123062112404732,0.06330674027941034
Shifrut,Shifrut_context_holdout_4_D2_stim,adaptive_nested,43,-0.020462868591621605,-0.17819772333429243,0.19808493181744802,0.06747737178447497
Shifrut,Shifrut_context_holdout_1_D1_nostim,magnitude_percentile,43,0.009513742071881607,0.10690846702225136,0.21491286457185244,0.06668177462670513
Shifrut,Shifrut_context_holdout_2_D1_stim,magnitude_percentile,43,0.573542736333434,0.7315941608315271,0.229820516743774,0.09573898606476781
Shifrut,Shifrut_context_holdout_3_D2_nostim,magnitude_percentile,43,0.15448504983388703,0.09887659051179329,0.2141905411409605,0.0638790336015731
Shifrut,Shifrut_context_holdout_4_D2_stim,magnitude_percentile,43,0.09725158562367865,0.01613048687069376,0.21031772588756711,0.06644803984374577
Shifrut,Shifrut_context_holdout_1_D1_nostim,fixed_80m_20s,43,0.009062417561358959,0.03676753653188657,0.2112318799285947,0.06699442092710874
Shifrut,Shifrut_context_holdout_2_D1_stim,fixed_80m_20s,43,0.5721297244233096,0.6383198772365621,0.22720455876625248,0.09606416892123275
Shifrut,Shifrut_context_holdout_3_D2_nostim,fixed_80m_20s,43,0.15297493204469947,0.19383205158362685,0.21888490570060476,0.0634974252255694
Shifrut,Shifrut_context_holdout_4_D2_stim,fixed_80m_20s,43,0.07242108525434894,0.01613048687069376,0.21031772588756711,0.06644803984374577
Shifrut,Shifrut_context_holdout_1_D1_nostim,safeconf_percentile,43,0.1451223195409242,0.1881319530603216,0.21917545993076443,0.06631972892474264
Shifrut,Shifrut_context_holdout_2_D1_stim,safeconf_percentile,43,0.4125641800060405,0.42509432702480726,0.22122446374338411,0.09680753880644417
Shifrut,Shifrut_context_holdout_3_D2_nostim,safeconf_percentile,43,0.17834491090305044,0.16057903765985737,0.2172409584404571,0.06363106291736133
Shifrut,Shifrut_context_holdout_4_D2_stim,safeconf_percentile,43,-0.0453035336756267,-0.13464851206062417,0.20082631729547482,0.0672466971227248
Shifrut,Shifrut_context_holdout_1_D1_nostim,disagreement_percentile,43,0.15508909694956208,0.26551372110078636,0.22323644255294692,0.06597480730298194
Shifrut,Shifrut_context_holdout_2_D1_stim,disagreement_percentile,43,0.25732407127755963,0.41670679214434325,0.22098922807137866,0.09683678033418372
Shifrut,Shifrut_context_holdout_3_D2_nostim,disagreement_percentile,43,-0.15901540320144972,-0.31676143676894736,0.1936424188646533,0.06554940569819216
Shifrut,Shifrut_context_holdout_4_D2_stim,disagreement_percentile,43,-0.0480217456961643,-0.021991417846832957,0.2079179846998194,0.06664996674939572
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,adaptive_nested,183,0.1391366071828269,0.2529836178629501,0.21607498754624535,0.09651141659912556
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,adaptive_nested,183,0.07221441684284761,0.1035214393643842,0.20874255545760456,0.09647924305673496
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,adaptive_nested,183,0.5012226171909955,0.39704101335293346,0.2226250294976752,0.0974742919902114
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,adaptive_nested,183,-0.1543103085380829,0.0014613967245248021,0.20231192239129223,0.09748510590412669
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,magnitude_percentile,183,0.11335403726708078,0.22506685585213942,0.21454231377037675,0.09670010877623877
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,magnitude_percentile,183,0.06412475621313826,0.12449945551447429,0.21007124527503668,0.0963172338538804
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,magnitude_percentile,183,0.1335756189640723,0.2018080462316447,0.21257464986462069,0.09873449932404388
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,magnitude_percentile,183,-0.04410094538391047,-0.16166307522808518,0.1882329963321048,0.09920568520877251
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,fixed_80m_20s,183,0.1303087385525251,0.2401678535868823,0.21537138209887877,0.09659803962731502
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,fixed_80m_20s,183,0.06997517565944279,0.21511294760817853,0.21581045452177736,0.09561744320080165
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,fixed_80m_20s,183,0.24011995571249384,0.3265217268346732,0.21899477375034362,0.09792948622998206
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,fixed_80m_20s,183,-0.07403527391553837,-0.12127851473879409,0.19171850181301564,0.09877972313102076
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,safeconf_percentile,183,0.1276542416955817,0.19367127688399338,0.21281864751767685,0.09691231462392753
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,safeconf_percentile,183,0.07437946942579873,0.13394455296175714,0.21066947175713446,0.096244291174393
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,safeconf_percentile,183,0.4943938812434893,0.32295105313463723,0.2188109593732931,0.09795253453606406
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,safeconf_percentile,183,-0.15956192773726632,-0.012569117074247065,0.2011009786010637,0.09763309480724312
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,disagreement_percentile,183,-0.15539307449499895,0.19045165527305566,0.212641885269627,0.09693407636732075
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,disagreement_percentile,183,0.06577937386918144,0.15980658973199496,0.21230750200121562,0.09604456361524896
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,disagreement_percentile,183,0.0004699505768643332,0.03838919748418654,0.2041620262522965,0.09978935002223598
Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,disagreement_percentile,183,0.017670141690098926,-0.07478555349597886,0.1957312103648044,0.09828933179998045
