method,baseline,budget,metric,delta,ci95_lower,ci95_upper,positive_studies,n_studies
tree_direct_M,magnitude,0.1,remaining_relative_error,0.0016450223291650523,-0.001640020767665229,0.007135221664092778,1,4
tree_direct_MD,magnitude,0.1,utility,-0.04974039187961743,-0.1136033310538794,0.0005104095468329017,2,4
tree_direct_MD,magnitude,0.1,capture,-0.0023288232606840376,-0.004749841640681152,9.219511931307656e-05,1,4
tree_direct_MD,magnitude,0.1,spearman,-0.01963592022325405,-0.04767047807998012,0.00037747912735767997,1,4
tree_direct_MD,magnitude,0.1,remaining_relative_error,0.0034493367153345944,-0.0002055411918846506,0.007868361041510286,3,4
tree_direct_MDH,magnitude,0.1,utility,-0.03848539151980318,-0.11570158971759971,0.003835847871325501,1,4
tree_direct_MDH,magnitude,0.1,capture,-0.0014316283826530177,-0.0049071881526234346,0.0006611296129485009,2,4
tree_direct_MDH,magnitude,0.1,spearman,-0.011883513225412978,-0.07426468350651423,0.03879664485598068,2,4
tree_direct_MDH,magnitude,0.1,remaining_relative_error,0.0025806178052484863,-0.0009928707688885152,0.009200810513025598,1,4
tree_direct_MDH_condition,magnitude,0.1,utility,-0.023838094734273882,-0.0867936884846494,0.011633096400056442,3,4
tree_direct_MDH_condition,magnitude,0.1,capture,-0.00044970730082640603,-0.002127324073610992,0.000852927980992034,2,4
tree_direct_MDH_condition,magnitude,0.1,spearman,0.0021388838377972563,-0.043027976065889414,0.04788569198228833,2,4
tree_direct_MDH_condition,magnitude,0.1,remaining_relative_error,0.0006634852728341911,-0.0012371853008691647,0.0033644116423146575,2,4
tree_residual_M,magnitude,0.1,utility,0.002282863222468727,-0.0034124878015192803,0.005325305961174309,3,4
tree_residual_M,magnitude,0.1,capture,0.00018172775412201442,-0.00015230083758688284,0.0005157563458309117,2,4
tree_residual_M,magnitude,0.1,spearman,0.004655297016106126,-0.000561630028999921,0.011225349868769247,2,4
tree_residual_M,magnitude,0.1,remaining_relative_error,-0.0002699134225972455,-0.0006584867653863791,0.00012876228449190674,1,4
tree_residual_MD,magnitude,0.1,utility,0.008912945899254197,-0.0036476324762916637,0.018761830180826278,3,4
tree_residual_MD,magnitude,0.1,capture,0.00041644376938691774,2.8665378974335187e-05,0.0010007329885749622,4,4
tree_residual_MD,magnitude,0.1,spearman,0.00897718532963536,0.0035388456811741714,0.013856739490668069,4,4
tree_residual_MD,magnitude,0.1,remaining_relative_error,-0.0006936316199501191,-0.0013094321375947404,-0.00025580555295262597,0,4
tree_residual_MDH,magnitude,0.1,utility,-0.001819797475172101,-0.017604401817947632,0.01396480686760343,2,4
tree_residual_MDH,magnitude,0.1,capture,0.00015772507535689179,-0.000435726089326155,0.0008626111804722544,2,4
tree_residual_MDH,magnitude,0.1,spearman,0.005218966191508939,0.0009659471785006257,0.009471985204517253,3,4
tree_residual_MDH,magnitude,0.1,remaining_relative_error,-0.00022177593959221698,-0.0011174833348069069,0.0005289553945525549,2,4
tree_residual_MDH_condition,magnitude,0.1,utility,0.0004382562095080686,-0.012870777460016872,0.013747289879033009,2,4
tree_residual_MDH_condition,magnitude,0.1,capture,0.0003070731937582366,-0.00024264092433209927,0.0009787473370596184,3,4
tree_residual_MDH_condition,magnitude,0.1,spearman,0.008539967542126152,0.00468926373567799,0.012880126982805544,4,4
tree_residual_MDH_condition,magnitude,0.1,remaining_relative_error,-0.00039994098581958015,-0.0012109250870130928,0.0004191215582580732,1,4
ridge_M,tree_direct_M,0.1,utility,0.042958592855636475,0.0024212788928706097,0.11167664953299529,3,4
ridge_M,tree_direct_M,0.1,capture,0.001298799614329424,-0.0003555937324462022,0.00427769953151759,2,4
ridge_M,tree_direct_M,0.1,spearman,0.01791191650909084,-0.011282523425666824,0.05358988090081028,3,4
ridge_M,tree_direct_M,0.1,remaining_relative_error,-0.0016450223291650523,-0.007135221664092778,0.001640020767665229,3,4
ridge_MD,tree_direct_M,0.1,utility,0.048092119393946746,0.009932626779692338,0.11281798132716983,4,4
ridge_MD,tree_direct_M,0.1,capture,0.0015370057817300012,-3.0239923107328037e-05,0.0041984724488697,3,4
ridge_MD,tree_direct_M,0.1,spearman,0.019301550338526312,-0.009788124124103278,0.05235945896212754,3,4
ridge_MD,tree_direct_M,0.1,remaining_relative_error,-0.001908540582117979,-0.00690033563596712,0.0013897362647422862,2,4
ridge_MDH,tree_direct_M,0.1,utility,0.04887491347855188,0.012954261736267222,0.11252072490295925,4,4
ridge_MDH,tree_direct_M,0.1,capture,0.001583398274851315,2.4819889414551266e-06,0.004200675402400239,3,4
ridge_MDH,tree_direct_M,0.1,spearman,0.020373650587759924,-0.009426194519655116,0.05389637191443446,3,4
ridge_MDH,tree_direct_M,0.1,remaining_relative_error,-0.001960698154359841,-0.006961076951301631,0.0014407058319701183,2,4
ridge_MDH_condition,tree_direct_M,0.1,utility,0.05560196104163002,0.015609275077976131,0.11416849104217301,4,4
ridge_MDH_condition,tree_direct_M,0.1,capture,0.0019183694295408227,0.00035584341805006137,0.004478918087502809,4,4
ridge_MDH_condition,tree_direct_M,0.1,spearman,0.0272579364655798,0.004291522972896519,0.056138740335650764,3,4
ridge_MDH_condition,tree_direct_M,0.1,remaining_relative_error,-0.002586676670364302,-0.007358562526596002,4.269198321049661e-05,1,4
tree_direct_M,tree_direct_M,0.1,utility,0.0,0.0,0.0,0,4
tree_direct_M,tree_direct_M,0.1,capture,0.0,0.0,0.0,0,4
tree_direct_M,tree_direct_M,0.1,spearman,0.0,0.0,0.0,0,4
tree_direct_M,tree_direct_M,0.1,remaining_relative_error,0.0,0.0,0.0,0,4
tree_direct_MD,tree_direct_M,0.1,utility,-0.006781799023980954,-0.021361665069837103,0.003744646970703716,1,4
tree_direct_MD,tree_direct_M,0.1,capture,-0.0010300236463546136,-0.002600836275057236,8.238098929724824e-05,1,4
tree_direct_MD,tree_direct_M,0.1,spearman,-0.0017240037141632095,-0.014085005369675808,0.006237155331177274,3,4
tree_direct_MD,tree_direct_M,0.1,remaining_relative_error,0.001804314386169542,-1.985406808813206e-05,0.004576208879211924,3,4
tree_direct_MDH,tree_direct_M,0.1,utility,0.004473201335833295,-0.007823434049061051,0.01676983672072764,2,4
tree_direct_MDH,tree_direct_M,0.1,capture,-0.00013282876832359375,-0.0006393796255412393,0.0004432273943668699,1,4
tree_direct_MDH,tree_direct_M,0.1,spearman,0.006028403283677861,-0.01756857930408824,0.024407898128698147,3,4
tree_direct_MDH,tree_direct_M,0.1,remaining_relative_error,0.000935595476083434,-0.00028569416392282276,0.0021568851160896907,3,4
tree_direct_MDH_condition,tree_direct_M,0.1,utility,0.019120498121362593,0.0064383510119436355,0.029067734731490782,3,4
tree_direct_MDH_condition,tree_direct_M,0.1,capture,0.0008490923135030179,-0.00027426630146517444,0.0022514185913735524,3,4
tree_direct_MDH_condition,tree_direct_M,0.1,spearman,0.020050800346888095,0.00599087299877285,0.034758161954435804,4,4
tree_direct_MDH_condition,tree_direct_M,0.1,remaining_relative_error,-0.0009815370563308612,-0.0035556599152812007,0.001306618984058816,2,4
tree_residual_M,tree_direct_M,0.1,utility,0.0452414560781052,0.006687289737466448,0.11652356557614658,4,4
tree_residual_M,tree_direct_M,0.1,capture,0.0014805273684514383,5.646765148604321e-05,0.004224951840483562,4,4
tree_residual_M,tree_direct_M,0.1,spearman,0.022567213525196965,-0.008125713515153524,0.06469926713309221,3,4
tree_residual_M,tree_direct_M,0.1,remaining_relative_error,-0.0019149357517622978,-0.007054583722272023,0.0014081293234391168,2,4
tree_residual_MD,tree_direct_M,0.1,utility,0.05187153875489067,0.008516231316299,0.12479292190394911,4,4
tree_residual_MD,tree_direct_M,0.1,capture,0.0017152433837163417,1.0785316828298974e-05,0.004401321272252748,3,4
tree_residual_MD,tree_direct_M,0.1,spearman,0.026889101838726198,-0.0023776330444668647,0.06330045723025801,3,4
tree_residual_MD,tree_direct_M,0.1,remaining_relative_error,-0.0023386539491151714,-0.007326616607139347,0.0009284687299407901,2,4
tree_residual_MDH,tree_direct_M,0.1,utility,0.041138795380464374,0.002562311756378055,0.10190979371944806,3,4
tree_residual_MDH,tree_direct_M,0.1,capture,0.0014565246896863157,-0.0002439810437689094,0.003951979779410406,2,4
tree_residual_MDH,tree_direct_M,0.1,spearman,0.023130882700599778,-0.003321803098647713,0.053401684390319074,3,4
tree_residual_MDH,tree_direct_M,0.1,remaining_relative_error,-0.0018667982687572693,-0.00660932093750255,0.0014212994960353387,2,4
tree_residual_MDH_condition,tree_direct_M,0.1,utility,0.043396849065144544,0.008678403048953343,0.10082058775515833,4,4
tree_residual_MDH_condition,tree_direct_M,0.1,capture,0.0016058728080876605,3.160570303489818e-05,0.004136101740652445,3,4
tree_residual_MDH_condition,tree_direct_M,0.1,spearman,0.02645188405121699,-0.0002411141409431744,0.05852537825237189,3,4
tree_residual_MDH_condition,tree_direct_M,0.1,remaining_relative_error,-0.0020449633149846325,-0.006629692699162609,0.0010353700782980146,2,4
ridge_M,tree_direct_MD,0.1,utility,0.04974039187961743,-0.0005104095468329017,0.1136033310538794,2,4
ridge_M,tree_direct_MD,0.1,capture,0.0023288232606840376,-9.219511931307656e-05,0.004749841640681152,3,4
ridge_M,tree_direct_MD,0.1,spearman,0.01963592022325405,-0.00037747912735767997,0.04767047807998012,3,4
ridge_M,tree_direct_MD,0.1,remaining_relative_error,-0.0034493367153345944,-0.007868361041510286,0.0002055411918846506,1,4
ridge_MD,tree_direct_MD,0.1,utility,0.0548739184179277,0.011425162467181754,0.11557317631212562,4,4
ridge_MD,tree_direct_MD,0.1,capture,0.002567029428084615,0.0005171293507132552,0.0046169295054559745,4,4
ridge_MD,tree_direct_MD,0.1,spearman,0.02102555405268952,-0.00010296136459958527,0.046440056141297384,3,4
ridge_MD,tree_direct_MD,0.1,remaining_relative_error,-0.003712854968287521,-0.007633475013384627,-0.000569615092176845,0,4
ridge_MDH,tree_direct_MD,0.1,utility,0.05565671250253283,0.01374274954408028,0.11591866368596242,4,4
ridge_MDH,tree_direct_MD,0.1,capture,0.0026134219212059287,0.0006337620845237174,0.00459308175788814,4,4
ridge_MDH,tree_direct_MD,0.1,spearman,0.022097654301923134,0.0012935968121512709,0.0479769690936043,3,4
ridge_MDH,tree_direct_MD,0.1,remaining_relative_error,-0.0037650125405293833,-0.007694216328719139,-0.0007163160607957519,0,4
ridge_MDH_condition,tree_direct_MD,0.1,utility,0.06238376006561097,0.01267758663827262,0.11770548763725444,4,4
ridge_MDH_condition,tree_direct_MD,0.1,capture,0.0029483930758954363,0.000619242031183187,0.005277544120607686,4,4
ridge_MDH_condition,tree_direct_MD,0.1,spearman,0.02898194017974301,0.01317521471588716,0.05245484243665004,4,4
ridge_MDH_condition,tree_direct_MD,0.1,remaining_relative_error,-0.004390991056533844,-0.00809170190401351,-0.0007237516917290576,0,4
tree_direct_M,tree_direct_MD,0.1,utility,0.006781799023980954,-0.003744646970703716,0.021361665069837103,3,4
tree_direct_M,tree_direct_MD,0.1,capture,0.0010300236463546136,-8.238098929724824e-05,0.002600836275057236,3,4
tree_direct_M,tree_direct_MD,0.1,spearman,0.0017240037141632095,-0.006237155331177274,0.014085005369675808,1,4
tree_direct_M,tree_direct_MD,0.1,remaining_relative_error,-0.001804314386169542,-0.004576208879211924,1.985406808813206e-05,1,4
tree_direct_MD,tree_direct_MD,0.1,utility,0.0,0.0,0.0,0,4
tree_direct_MD,tree_direct_MD,0.1,capture,0.0,0.0,0.0,0,4
tree_direct_MD,tree_direct_MD,0.1,spearman,0.0,0.0,0.0,0,4
tree_direct_MD,tree_direct_MD,0.1,remaining_relative_error,0.0,0.0,0.0,0,4
tree_direct_MDH,tree_direct_MD,0.1,utility,0.011255000359814249,-0.005095055076251576,0.035545878910276565,2,4
tree_direct_MDH,tree_direct_MD,0.1,capture,0.0008971948780310199,-0.00029508270723904717,0.00250647273757109,3,4
tree_direct_MDH,tree_direct_MD,0.1,spearman,0.00775240699784107,-0.02445774936129727,0.039462670734752826,3,4
tree_direct_MDH,tree_direct_MD,0.1,remaining_relative_error,-0.0008687189100861081,-0.0032983193208030726,0.0013324494715153123,1,4
tree_direct_MDH_condition,tree_direct_MD,0.1,utility,0.025902297145343547,0.006241573071530893,0.04709623268611607,4,4
tree_direct_MDH_condition,tree_direct_MD,0.1,capture,0.0018791159598576315,0.0003883112746545653,0.0033699206450606978,4,4
tree_direct_MDH_condition,tree_direct_MD,0.1,spearman,0.021774804061051305,0.0016932521403533185,0.04819115259807986,3,4
tree_direct_MDH_condition,tree_direct_MD,0.1,remaining_relative_error,-0.0027858514425004033,-0.005050297106322987,-0.0005214057786778192,0,4
tree_residual_M,tree_direct_MD,0.1,utility,0.052023255102086156,0.0048148964143414075,0.11853910256163055,4,4
tree_residual_M,tree_direct_MD,0.1,capture,0.002510551014806052,0.0004235612265178351,0.004597540803094269,3,4
tree_residual_M,tree_direct_MD,0.1,spearman,0.024291217239360174,0.0015594492443501695,0.059532017741503906,4,4
tree_residual_M,tree_direct_MD,0.1,remaining_relative_error,-0.00371925013793184,-0.007787723099689531,-0.0004529455735017285,1,4
tree_residual_MD,tree_direct_MD,0.1,utility,0.05865333777887163,0.014338885005780982,0.13108551341035113,4,4
tree_residual_MD,tree_direct_MD,0.1,capture,0.0027452670300709553,0.0007120270404864237,0.004778507019655487,4,4
tree_residual_MD,tree_direct_MD,0.1,spearman,0.028613105552889408,0.006917055929627047,0.060383979244507065,4,4
tree_residual_MD,tree_direct_MD,0.1,remaining_relative_error,-0.0041429683352847135,-0.008116075923549904,-0.0007956224907667564,0,4
tree_residual_MDH,tree_direct_MD,0.1,utility,0.04792059440444533,0.012333915359836724,0.10856025511482781,4,4
tree_residual_MDH,tree_direct_MD,0.1,capture,0.0024865483360409293,0.000658981120726862,0.004314115551354997,4,4
tree_residual_MDH,tree_direct_MD,0.1,spearman,0.024854886414762987,0.00636335966085598,0.04860249427775425,4,4
tree_residual_MDH,tree_direct_MD,0.1,remaining_relative_error,-0.0036711126549268114,-0.007387690345298986,-0.0007669660818523383,0,4
tree_residual_MDH_condition,tree_direct_MD,0.1,utility,0.0501786480891255,0.013236880332200107,0.10648109105844274,4,4
tree_residual_MDH_condition,tree_direct_MD,0.1,capture,0.002635896454442274,0.0006058323562106172,0.004665960552673931,4,4
tree_residual_MDH_condition,tree_direct_MD,0.1,spearman,0.0281758877653802,0.009444048618560519,0.05480525164494611,4,4
tree_residual_MDH_condition,tree_direct_MD,0.1,remaining_relative_error,-0.0038492777011541746,-0.007436123717847687,-0.0006801437379105879,0,4
ridge_M,tree_direct_MDH,0.1,utility,0.03848539151980318,-0.003835847871325501,0.11570158971759971,3,4
ridge_M,tree_direct_MDH,0.1,capture,0.0014316283826530177,-0.0006611296129485009,0.0049071881526234346,2,4
ridge_M,tree_direct_MDH,0.1,spearman,0.011883513225412978,-0.03879664485598068,0.07426468350651423,2,4
ridge_M,tree_direct_MDH,0.1,remaining_relative_error,-0.0025806178052484863,-0.009200810513025598,0.0009928707688885152,3,4
ridge_MD,tree_direct_MDH,0.1,utility,0.04361891805811345,0.003321752026856542,0.11579146317672512,3,4
ridge_MD,tree_direct_MDH,0.1,capture,0.001669834550053595,2.9759805037707365e-05,0.004807649694433994,3,4
ridge_MD,tree_direct_MDH,0.1,spearman,0.013273147054848451,-0.037137087143598625,0.0730342615678315,2,4
ridge_MD,tree_direct_MDH,0.1,remaining_relative_error,-0.002844136058201413,-0.00896592448489994,0.00036284452150198154,3,4
ridge_MDH,tree_direct_MDH,0.1,utility,0.04440171214271858,0.003007059829936612,0.11613695055056192,3,4
ridge_MDH,tree_direct_MDH,0.1,capture,0.0017162270431749088,0.00010744342854683564,0.004836421638240024,4,4
ridge_MDH,tree_direct_MDH,0.1,spearman,0.014345247304082064,-0.03694031594996897,0.07457117452013841,3,4
ridge_MDH,tree_direct_MDH,0.1,remaining_relative_error,-0.002896293630443275,-0.009025416189635399,0.00041256447813076136,1,4
ridge_MDH_condition,tree_direct_MDH,0.1,utility,0.05112875970579672,0.007936464799774556,0.12155632825084864,4,4
ridge_MDH_condition,tree_direct_MDH,0.1,capture,0.0020511981978644164,0.00013904742742217036,0.005061688171886347,3,4
ridge_MDH_condition,tree_direct_MDH,0.1,spearman,0.02122953318190194,-0.02171739731861421,0.07681354294135471,3,4
ridge_MDH_condition,tree_direct_MDH,0.1,remaining_relative_error,-0.003522272146447736,-0.009424151375528822,-8.346481075849344e-05,1,4
tree_direct_M,tree_direct_MDH,0.1,utility,-0.004473201335833295,-0.01676983672072764,0.007823434049061051,2,4
tree_direct_M,tree_direct_MDH,0.1,capture,0.00013282876832359375,-0.0004432273943668699,0.0006393796255412393,3,4
tree_direct_M,tree_direct_MDH,0.1,spearman,-0.006028403283677861,-0.024407898128698147,0.01756857930408824,1,4
tree_direct_M,tree_direct_MDH,0.1,remaining_relative_error,-0.000935595476083434,-0.0021568851160896907,0.00028569416392282276,1,4
tree_direct_MD,tree_direct_MDH,0.1,utility,-0.011255000359814249,-0.035545878910276565,0.005095055076251576,2,4
tree_direct_MD,tree_direct_MDH,0.1,capture,-0.0008971948780310199,-0.00250647273757109,0.00029508270723904717,1,4
tree_direct_MD,tree_direct_MDH,0.1,spearman,-0.00775240699784107,-0.039462670734752826,0.02445774936129727,1,4
tree_direct_MD,tree_direct_MDH,0.1,remaining_relative_error,0.0008687189100861081,-0.0013324494715153123,0.0032983193208030726,3,4
tree_direct_MDH,tree_direct_MDH,0.1,utility,0.0,0.0,0.0,0,4
tree_direct_MDH,tree_direct_MDH,0.1,capture,0.0,0.0,0.0,0,4
tree_direct_MDH,tree_direct_MDH,0.1,spearman,0.0,0.0,0.0,0,4
tree_direct_MDH,tree_direct_MDH,0.1,remaining_relative_error,0.0,0.0,0.0,0,4
tree_direct_MDH_condition,tree_direct_MDH,0.1,utility,0.014647296785529298,0.006559949575107832,0.02821992629197788,4,4
tree_direct_MDH_condition,tree_direct_MDH,0.1,capture,0.0009819210818266116,-0.00023163882458893115,0.0028578061531496363,3,4
tree_direct_MDH_condition,tree_direct_MDH,0.1,spearman,0.014022397063210235,-0.0007746448629656899,0.03289330185435399,3,4
tree_direct_MDH_condition,tree_direct_MDH,0.1,remaining_relative_error,-0.0019171325324142952,-0.005857812958810188,0.00046066264846689187,1,4
tree_residual_M,tree_direct_MDH,0.1,utility,0.04076825474227191,-0.004256323800025066,0.11865727288255536,2,4
tree_residual_M,tree_direct_MDH,0.1,capture,0.001613356136775032,-0.00027697991042809067,0.004831794768909936,3,4
tree_residual_M,tree_direct_MDH,0.1,spearman,0.016538810241519104,-0.03537851001094431,0.08537406973879616,2,4
tree_residual_M,tree_direct_MDH,0.1,remaining_relative_error,-0.0028505312278457318,-0.008983346771360284,0.00046099290715795327,2,4
tree_residual_MD,tree_direct_MDH,0.1,utility,0.04739833741905738,-0.0037660495271364183,0.13130380027495064,3,4
tree_residual_MD,tree_direct_MDH,0.1,capture,0.0018480721520399354,0.00017326870574970593,0.005040700897793987,4,4
tree_residual_MD,tree_direct_MDH,0.1,spearman,0.020860698555048338,-0.025673296365124984,0.08397525983596196,2,4
tree_residual_MD,tree_direct_MDH,0.1,remaining_relative_error,-0.0032742494251986054,-0.009478766546319517,-1.5523938985406716e-05,1,4
tree_residual_MDH,tree_direct_MDH,0.1,utility,0.03666559404463108,-0.012554533669881539,0.10877854197942731,3,4
tree_residual_MDH,tree_direct_MDH,0.1,capture,0.0015893534580099095,-4.1646969972497505e-05,0.004608225776478472,3,4
tree_residual_MDH,tree_direct_MDH,0.1,spearman,0.017102479416921917,-0.02895693074375054,0.07407648699602302,3,4
tree_residual_MDH,tree_direct_MDH,0.1,remaining_relative_error,-0.0028023937448407032,-0.00867490978643537,0.00039440775279503404,2,4
tree_residual_MDH_condition,tree_direct_MDH,0.1,utility,0.03892364772931125,-0.0034836915708855373,0.10669937792304224,3,4
tree_residual_MDH_condition,tree_direct_MDH,0.1,capture,0.0017387015764112543,9.87429308812876e-05,0.00472133035400283,3,4
tree_residual_MDH_condition,tree_direct_MDH,0.1,spearman,0.02042348076753913,-0.0248781796877307,0.07920018085807584,3,4
tree_residual_MDH_condition,tree_direct_MDH,0.1,remaining_relative_error,-0.0029805587910680664,-0.008803103042866772,0.0001169265161452826,1,4
ridge_M,ridge_MDH_condition,0.1,utility,-0.012643368185993542,-0.020639951789500066,-0.004102156583375038,0,4
ridge_M,ridge_MDH_condition,0.1,capture,-0.0006195698152113988,-0.0009460537391527135,-0.0002012185559852192,0,4
ridge_M,ridge_MDH_condition,0.1,spearman,-0.009346019956488961,-0.01707924753736647,-0.0025488594348404836,0,4
ridge_M,ridge_MDH_condition,0.1,remaining_relative_error,0.0009416543411992495,0.00024130557930363006,0.0016543645606804103,3,4
ridge_MD,ridge_MDH_condition,0.1,utility,-0.007509841647683271,-0.01911103454641197,0.002971879990745871,1,4
ridge_MD,ridge_MDH_condition,0.1,capture,-0.0003813636478108215,-0.0008771077742253108,1.3465488693041594e-05,1,4
ridge_MD,ridge_MDH_condition,0.1,spearman,-0.007956386127053489,-0.015683502426806023,-0.0018331251571071794,0,4
ridge_MD,ridge_MDH_condition,0.1,remaining_relative_error,0.0006781360882463228,-1.0603838777933916e-05,0.0015783216843601455,3,4
ridge_MDH,ridge_MDH_condition,0.1,utility,-0.0067270475630781396,-0.020317775937577928,0.004585419187968037,1,4
ridge_MDH,ridge_MDH_condition,0.1,capture,-0.0003349711546895076,-0.0009214981838295971,0.00011947684281864851,1,4
ridge_MDH,ridge_MDH_condition,0.1,spearman,-0.006884285877819876,-0.015275839487893073,-0.0010854828353908108,0,4
ridge_MDH,ridge_MDH_condition,0.1,remaining_relative_error,0.0006259785160044606,-0.0001112851488348221,0.0016222567985187952,3,4
ridge_MDH_condition,ridge_MDH_condition,0.1,utility,0.0,0.0,0.0,0,4
ridge_MDH_condition,ridge_MDH_condition,0.1,capture,0.0,0.0,0.0,0,4
ridge_MDH_condition,ridge_MDH_condition,0.1,spearman,0.0,0.0,0.0,0,4
ridge_MDH_condition,ridge_MDH_condition,0.1,remaining_relative_error,0.0,0.0,0.0,0,4
tree_direct_M,ridge_MDH_condition,0.1,utility,-0.05560196104163002,-0.11416849104217301,-0.015609275077976131,0,4
tree_direct_M,ridge_MDH_condition,0.1,capture,-0.0019183694295408227,-0.004478918087502809,-0.00035584341805006137,0,4
tree_direct_M,ridge_MDH_condition,0.1,spearman,-0.0272579364655798,-0.056138740335650764,-0.004291522972896519,1,4
tree_direct_M,ridge_MDH_condition,0.1,remaining_relative_error,0.002586676670364302,-4.269198321049661e-05,0.007358562526596002,3,4
tree_direct_MD,ridge_MDH_condition,0.1,utility,-0.06238376006561097,-0.11770548763725444,-0.01267758663827262,0,4
tree_direct_MD,ridge_MDH_condition,0.1,capture,-0.0029483930758954363,-0.005277544120607686,-0.000619242031183187,0,4
tree_direct_MD,ridge_MDH_condition,0.1,spearman,-0.02898194017974301,-0.05245484243665004,-0.01317521471588716,0,4
tree_direct_MD,ridge_MDH_condition,0.1,remaining_relative_error,0.004390991056533844,0.0007237516917290576,0.00809170190401351,4,4
tree_direct_MDH,ridge_MDH_condition,0.1,utility,-0.05112875970579672,-0.12155632825084864,-0.007936464799774556,0,4
tree_direct_MDH,ridge_MDH_condition,0.1,capture,-0.0020511981978644164,-0.005061688171886347,-0.00013904742742217036,1,4
tree_direct_MDH,ridge_MDH_condition,0.1,spearman,-0.02122953318190194,-0.07681354294135471,0.02171739731861421,1,4
tree_direct_MDH,ridge_MDH_condition,0.1,remaining_relative_error,0.003522272146447736,8.346481075849344e-05,0.009424151375528822,3,4
tree_direct_MDH_condition,ridge_MDH_condition,0.1,utility,-0.036481462920267424,-0.09284305857809018,-0.0017200237559519271,1,4
tree_direct_MDH_condition,ridge_MDH_condition,0.1,capture,-0.0010692771160378048,-0.002376629577984346,8.022655818355068e-05,1,4
tree_direct_MDH_condition,ridge_MDH_condition,0.1,spearman,-0.007207136118691705,-0.045453323848909696,0.030682932793101657,1,4
tree_direct_MDH_condition,ridge_MDH_condition,0.1,remaining_relative_error,0.0016051396140334406,-0.00025141077006279877,0.0038029026113148012,3,4
tree_residual_M,ridge_MDH_condition,0.1,utility,-0.010360504963524815,-0.024052439591019346,0.0008336149243761137,1,4
tree_residual_M,ridge_MDH_condition,0.1,capture,-0.00043784206108938434,-0.0009098278734477189,-0.00012828976253489305,0,4
tree_residual_M,ridge_MDH_condition,0.1,spearman,-0.0046907229403828354,-0.013661112692330099,0.008560526797441445,1,4
tree_residual_M,ridge_MDH_condition,0.1,remaining_relative_error,0.000671740918602004,0.00020471705875577118,0.0014294657087964013,4,4
tree_residual_MD,ridge_MDH_condition,0.1,utility,-0.0037304222867393447,-0.02301919752051202,0.013778147162470833,2,4
tree_residual_MD,ridge_MDH_condition,0.1,capture,-0.00020312604582448102,-0.0007568015692093338,0.00030430423133338824,2,4
tree_residual_MD,ridge_MDH_condition,0.1,spearman,-0.0003688346268536022,-0.006669156017363384,0.007929136807857028,1,4
tree_residual_MD,ridge_MDH_condition,0.1,remaining_relative_error,0.0002480227212491304,-0.0003897313042320327,0.0009153665288741952,2,4
tree_residual_MDH,ridge_MDH_condition,0.1,utility,-0.014463165661165643,-0.03664265129684036,0.004056816316232836,1,4
tree_residual_MDH,ridge_MDH_condition,0.1,capture,-0.00046184473985450697,-0.0011912223017673113,0.00024102424133980865,1,4
tree_residual_MDH,ridge_MDH_condition,0.1,spearman,-0.004127053764980022,-0.007846723052080208,-0.0006407814584158122,1,4
tree_residual_MDH,ridge_MDH_condition,0.1,remaining_relative_error,0.0007198784016070325,-0.00024441877959904823,0.0017328218353797331,3,4
