method,baseline,budget,metric,delta,ci95_lower,ci95_upper,positive_studies,n_studies
tree_residual_MD,ridge_MDH_condition,0.3,spearman,-0.0003688346268536022,-0.006669156017363384,0.007929136807857028,1,4
tree_residual_MD,ridge_MDH_condition,0.3,remaining_relative_error,-0.0010484866186619146,-0.0033056540676230928,0.0003377185371016278,2,4
tree_residual_MDH,ridge_MDH_condition,0.3,utility,0.0025973415931763513,-0.004699878192511588,0.00946807489774057,3,4
tree_residual_MDH,ridge_MDH_condition,0.3,capture,0.00022407224557791094,-0.00032673993995846473,0.0007748844311142866,2,4
tree_residual_MDH,ridge_MDH_condition,0.3,spearman,-0.004127053764980022,-0.007846723052080208,-0.0006407814584158122,1,4
tree_residual_MDH,ridge_MDH_condition,0.3,remaining_relative_error,-0.0005717050250846623,-0.0020876579662204298,0.0006866755515878564,2,4
tree_residual_MDH_condition,ridge_MDH_condition,0.3,utility,0.0043585163429766954,0.0015833649420614049,0.00743965134504021,4,4
tree_residual_MDH_condition,ridge_MDH_condition,0.3,capture,0.0004038269265900507,-5.290999864626666e-07,0.0008161885585626916,3,4
tree_residual_MDH_condition,ridge_MDH_condition,0.3,spearman,-0.0008060524143628095,-0.004532637113839694,0.0029205322851140747,2,4
tree_residual_MDH_condition,ridge_MDH_condition,0.3,remaining_relative_error,-0.0008977860639854118,-0.0021273404317109224,7.215621633852032e-05,1,4
