suite,outcome,scope,method,metric,comparator,delta,ci95_lower,ci95_upper,n_bootstrap,seed,invalid_draws,inference
exphormer,family_rms_error,K562,disagreement_only,utility_20,magnitude_percentile,-0.4693941753096867,-0.5579608134428885,-0.35358497594466265,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,disagreement_only,error_capture_20,magnitude_percentile,-0.05416969582991199,-0.06427792782141742,-0.040476105642179114,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,disagreement_only,retained_mean_error_80,magnitude_percentile,0.0036314223160643228,0.002711984406280741,0.004325159286697721,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,disagreement_only,normalized_aurc,magnitude_percentile,0.08105613314305171,0.06342743345662771,0.09807655992793196,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,source_effect_magnitude,spearman,magnitude_percentile,0.006002484103738048,-0.006514558616450461,0.019636938341317748,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,source_effect_magnitude,utility_20,magnitude_percentile,-0.015448991133774181,-0.03704102966921832,0.015198858731513644,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,source_effect_magnitude,error_capture_20,magnitude_percentile,-0.0017828665002999067,-0.004223887213470533,0.0017505525644771667,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,source_effect_magnitude,retained_mean_error_80,magnitude_percentile,0.00011951961510143355,-0.00011417492048251925,0.0002876288456261046,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,source_effect_magnitude,normalized_aurc,magnitude_percentile,0.0005966464680869921,-0.010512805311792653,0.013139102275559627,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_D,spearman,magnitude_percentile,-0.00019680504835140056,-0.007017431758279532,0.006966560061521805,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_D,utility_20,magnitude_percentile,-0.025184740305846498,-0.04641214224317976,0.00951850257214311,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_D,error_capture_20,magnitude_percentile,-0.002906405306420723,-0.005271034766188866,0.0010850941834470592,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_D,retained_mean_error_80,magnitude_percentile,0.00019483929026302416,-7.279707164789262e-05,0.00035293839660329346,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_D,normalized_aurc,magnitude_percentile,-0.00024349935795442423,-0.005911824158011894,0.0045950252518398155,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,drop_D,spearman,magnitude_percentile,0.011590694414755354,0.0016784140046061657,0.021730734310914414,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,drop_D,utility_20,magnitude_percentile,0.0018960448322360435,-0.024551798984097574,0.03082582389338945,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,drop_D,error_capture_20,magnitude_percentile,0.0002188100689028416,-0.002912744673006014,0.003536650042352345,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,drop_D,retained_mean_error_80,magnitude_percentile,-1.4668566160835894e-05,-0.00023482431718982992,0.00019399176608541276,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,drop_D,normalized_aurc,magnitude_percentile,-0.0013115775716278089,-0.010399931560593401,0.007363242484250518,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_G,spearman,magnitude_percentile,0.009109904194088192,-0.0007240992593099321,0.01972864268239556,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_G,utility_20,magnitude_percentile,-0.019405983204253352,-0.04503545373831622,0.013450234696012744,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_G,error_capture_20,magnitude_percentile,-0.002239516940663433,-0.005195943626882927,0.0015223283003404538,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_G,retained_mean_error_80,magnitude_percentile,0.00015013249882489532,-0.0001016568598202804,0.0003432664960587583,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_G,normalized_aurc,magnitude_percentile,-0.00046484684747671867,-0.010529862674378929,0.010646266856549893,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,drop_G,spearman,magnitude_percentile,0.013487831640743075,0.004528094922656714,0.023057203625819325,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,drop_G,utility_20,magnitude_percentile,0.003917597587051458,-0.02385913730352436,0.030990125292404386,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,drop_G,error_capture_20,magnitude_percentile,0.0004521041820226279,-0.0027641975406503287,0.00354841006599509,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,drop_G,retained_mean_error_80,magnitude_percentile,-3.0308112139637577e-05,-0.00023526657889677438,0.00018598121366987164,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,drop_G,normalized_aurc,magnitude_percentile,-0.0027941943570641836,-0.011392571360283595,0.005341237324282166,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_H,spearman,magnitude_percentile,0.003024104505918279,-0.0035984489203540666,0.010573070695951155,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_H,utility_20,magnitude_percentile,0.007906674474407516,-0.026479189504518906,0.03830602685612503,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_H,error_capture_20,magnitude_percentile,0.000912457320166371,-0.003029985502919577,0.004365404438836405,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_H,retained_mean_error_80,magnitude_percentile,-6.116921692365246e-05,-0.00029586456453981665,0.0001982275722167454,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_H,normalized_aurc,magnitude_percentile,-0.0006501623247917587,-0.006931791126064082,0.005406194063487926,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,drop_H,spearman,magnitude_percentile,0.010455647009095625,0.0005212900075312778,0.020337371343198664,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,drop_H,utility_20,magnitude_percentile,-0.019371696853209608,-0.04037368353828394,0.012032431731517827,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,drop_H,error_capture_20,magnitude_percentile,-0.002235560178298568,-0.004631170879990404,0.001428012885782281,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,drop_H,retained_mean_error_80,magnitude_percentile,0.0001498672458097039,-9.498514627570963e-05,0.00031264520122055954,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,drop_H,normalized_aurc,magnitude_percentile,-0.0013532718917788067,-0.010377266615800004,0.007100191614650705,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_N,spearman,magnitude_percentile,0.0036467612111200642,-0.0058791002968416935,0.013455594009091907,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_N,utility_20,magnitude_percentile,-0.013112211104951976,-0.03666444089507304,0.017058828612344874,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_N,error_capture_20,magnitude_percentile,-0.0015131940798887022,-0.004242502853413511,0.001940326966417549,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_N,retained_mean_error_80,magnitude_percentile,0.00010144134402190891,-0.00012811616396826933,0.0002841122042981937,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_N,normalized_aurc,magnitude_percentile,0.0015628153561048075,-0.007862586753354755,0.010629203793231744,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,drop_N,spearman,magnitude_percentile,0.016075546774985683,0.006963306718315199,0.025669291718733986,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,drop_N,utility_20,magnitude_percentile,0.002857614585865531,-0.023790171256343272,0.029873968254058973,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,drop_N,error_capture_20,magnitude_percentile,0.0003297785125120356,-0.0027896881709516624,0.0034169709245375044,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,drop_N,retained_mean_error_80,magnitude_percentile,-2.2107656898334715e-05,-0.00022847588591560982,0.0001870850210868616,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,drop_N,normalized_aurc,magnitude_percentile,-0.004034567219777796,-0.01217281906689634,0.003782376865911851,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_C,spearman,magnitude_percentile,-0.006431601690990663,-0.015449674903160118,0.0026926821480427092,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_C,utility_20,magnitude_percentile,-0.015354859227274531,-0.03974294258666257,0.008198160543629686,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_C,error_capture_20,magnitude_percentile,-0.0017720033558231152,-0.00454556295953829,0.0009508579925283046,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_C,retained_mean_error_80,magnitude_percentile,0.0001187913727756923,-6.290983965331395e-05,0.00030288035231737346,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_C,normalized_aurc,magnitude_percentile,0.0029396749217842633,-0.004988971154748426,0.010585226531669725,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,drop_C,spearman,magnitude_percentile,0.017105981039872376,0.008282408267329084,0.027107590500419335,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,drop_C,utility_20,magnitude_percentile,0.011553720062207784,-0.023161606075193943,0.03766076742664191,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,drop_C,error_capture_20,magnitude_percentile,0.0013333388746479824,-0.002617426157322493,0.004384191668267057,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,drop_C,retained_mean_error_80,magnitude_percentile,-8.938422987413153e-05,-0.00029402948535730536,0.00017649594396108924,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,drop_C,normalized_aurc,magnitude_percentile,-0.004068952632824252,-0.01232880673164965,0.0035362540050328443,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_source_GHNC,spearman,magnitude_percentile,0.011590694414755354,0.0016784140046061657,0.021730734310914414,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_source_GHNC,utility_20,magnitude_percentile,0.0018960448322360435,-0.024551798984097574,0.03082582389338945,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_source_GHNC,error_capture_20,magnitude_percentile,0.0002188100689028416,-0.002912744673006014,0.003536650042352345,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_source_GHNC,retained_mean_error_80,magnitude_percentile,-1.4668566160835894e-05,-0.00023482431718982992,0.00019399176608541276,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_source_GHNC,normalized_aurc,magnitude_percentile,-0.0013115775716278089,-0.010399931560593401,0.007363242484250518,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_prediction_DG,spearman,magnitude_percentile,0.015203025610926013,0.006181428174030806,0.025029806699406527,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_prediction_DG,utility_20,magnitude_percentile,-0.007090013035569109,-0.04153151089537945,0.018548199996895373,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_prediction_DG,error_capture_20,magnitude_percentile,-0.0008182117924950827,-0.004685848834202577,0.0021179665751041277,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_prediction_DG,retained_mean_error_80,magnitude_percentile,5.4851195248777074e-05,-0.000142519483927242,0.0003118756967325256,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,m_plus_prediction_DG,normalized_aurc,magnitude_percentile,-0.0038750799276187076,-0.012738909550059022,0.004686794880858311,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,weight_0.00,spearman,magnitude_percentile,0.0,0.0,0.0,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,weight_0.00,utility_20,magnitude_percentile,0.0,0.0,0.0,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,weight_0.00,error_capture_20,magnitude_percentile,0.0,0.0,0.0,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,weight_0.00,retained_mean_error_80,magnitude_percentile,0.0,0.0,0.0,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,weight_0.00,normalized_aurc,magnitude_percentile,0.0,0.0,0.0,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,weight_0.05,spearman,magnitude_percentile,0.006288390211243944,0.00397178923448282,0.0088372733969931,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,weight_0.05,utility_20,magnitude_percentile,0.0022801994077789045,-0.009455472110441907,0.01955023495973369,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,weight_0.05,error_capture_20,magnitude_percentile,0.00026314282291517443,-0.0011076620494511746,0.002211505996980766,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,weight_0.05,retained_mean_error_80,magnitude_percentile,-1.764054061604431e-05,-0.00014664481281823782,7.406410424888157e-05,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,weight_0.05,normalized_aurc,magnitude_percentile,-0.0015042209902523807,-0.005906990424435088,0.002362828905144992,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,weight_0.10,spearman,magnitude_percentile,0.011215225040887677,0.006541217045576092,0.01631690435452911,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,weight_0.10,utility_20,magnitude_percentile,-0.007016809909602517,-0.021575083968485696,0.021798958263909717,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,weight_0.10,error_capture_20,magnitude_percentile,-0.0008097639009873037,-0.00244423823667613,0.0024599667208836575,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,weight_0.10,retained_mean_error_80,magnitude_percentile,5.4284866395075404e-05,-0.0001624089863493952,0.00016532991374919968,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,weight_0.10,normalized_aurc,magnitude_percentile,-0.0025080837316008298,-0.00910269968222307,0.003750862682463333,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,weight_0.20,spearman,magnitude_percentile,0.015133234473835189,0.0058895614282947735,0.025102201902985385,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,weight_0.20,utility_20,magnitude_percentile,-0.0009981319101494135,-0.026012676195301784,0.02861584277194489,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,weight_0.20,error_capture_20,magnitude_percentile,-0.00011518784172226404,-0.002990857102134438,0.003279157304330851,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,weight_0.20,retained_mean_error_80,magnitude_percentile,7.721950300090819e-06,-0.00021884694513452148,0.00020113735463419408,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,weight_0.20,normalized_aurc,magnitude_percentile,-0.0029776806387097343,-0.011949636663085248,0.005266661718088608,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,weight_0.35,spearman,magnitude_percentile,-0.0021000006445591746,-0.019800328817087563,0.01617689200640663,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,weight_0.35,utility_20,magnitude_percentile,-0.017476284542901288,-0.0524098161121184,0.017634718898233027,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,weight_0.35,error_capture_20,magnitude_percentile,-0.002016823104593002,-0.005965517887976885,0.002059603763013527,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,weight_0.35,retained_mean_error_80,magnitude_percentile,0.00013520357309314973,-0.00013996435166839828,0.0003957446304033341,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,weight_0.35,normalized_aurc,magnitude_percentile,0.0014801203693007858,-0.00941580899615425,0.011967879939436203,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,weight_0.50,spearman,magnitude_percentile,-0.05808627976754599,-0.08756090061651813,-0.028689400817892462,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,weight_0.50,utility_20,magnitude_percentile,-0.057840536788827945,-0.12063976069473656,-0.019770228650382627,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,weight_0.50,error_capture_20,magnitude_percentile,-0.006674996089209018,-0.0139385997701217,-0.0022287380007804053,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,weight_0.50,retained_mean_error_80,magnitude_percentile,0.0004474776789241408,0.0001473456657937508,0.0009319297934488713,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,K562,weight_0.50,normalized_aurc,magnitude_percentile,0.014349782431615998,0.001492185350336353,0.026981644136264468,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,magnitude_raw,spearman,magnitude_percentile,0.0,0.0,0.0,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,magnitude_raw,utility_20,magnitude_percentile,0.0,0.0,0.0,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,magnitude_raw,error_capture_20,magnitude_percentile,0.0,0.0,0.0,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,magnitude_raw,retained_mean_error_80,magnitude_percentile,0.0,0.0,0.0,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,magnitude_raw,normalized_aurc,magnitude_percentile,0.0,0.0,0.0,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,magnitude_percentile,spearman,magnitude_percentile,0.0,0.0,0.0,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,magnitude_percentile,utility_20,magnitude_percentile,0.0,0.0,0.0,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,magnitude_percentile,error_capture_20,magnitude_percentile,0.0,0.0,0.0,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,magnitude_percentile,retained_mean_error_80,magnitude_percentile,0.0,0.0,0.0,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,magnitude_percentile,normalized_aurc,magnitude_percentile,0.0,0.0,0.0,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,safeconf_original,spearman,magnitude_percentile,-0.20474776805061978,-0.29671612339302905,-0.1094938671403553,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,safeconf_original,utility_20,magnitude_percentile,-0.1709160466186081,-0.29757570626560836,-0.024605246011163213,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,safeconf_original,error_capture_20,magnitude_percentile,-0.016167431453695147,-0.02813655702794481,-0.0023088957040870734,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,safeconf_original,retained_mean_error_80,magnitude_percentile,0.001604471303104274,0.0002312276902249444,0.002774992509762426,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,safeconf_original,normalized_aurc,magnitude_percentile,0.058228787255104164,0.028524883873363896,0.08889670920802172,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,safeconf_m_4to1,spearman,magnitude_percentile,0.015675935172320132,-0.001414010529098872,0.03337845265711643,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,safeconf_m_4to1,utility_20,magnitude_percentile,0.008007462892726913,-0.028885376656916387,0.07982073963452224,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,safeconf_m_4to1,error_capture_20,magnitude_percentile,0.0007574485251525265,-0.0027500083683204544,0.007517058267334213,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,safeconf_m_4to1,retained_mean_error_80,magnitude_percentile,-7.516991339451273e-05,-0.0007542593895917511,0.0002720239207540434,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,safeconf_m_4to1,normalized_aurc,magnitude_percentile,-0.00434349740540263,-0.013364541314055475,0.003985819332387995,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,disagreement_only,spearman,magnitude_percentile,-0.22786136243924238,-0.30913978392975444,-0.1457307796672695,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,disagreement_only,utility_20,magnitude_percentile,-0.06570095015449895,-0.19151643118971365,0.06302034667892827,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,disagreement_only,error_capture_20,magnitude_percentile,-0.006214838390427968,-0.0179814009034181,0.005955733919668869,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,disagreement_only,retained_mean_error_80,magnitude_percentile,0.0006167664838680059,-0.0006102150359416795,0.0017681148830269275,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,disagreement_only,normalized_aurc,magnitude_percentile,0.081389333141763,0.052405850012431025,0.11125770680534211,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,source_effect_magnitude,spearman,magnitude_percentile,0.027132770150885777,0.0031136448684377068,0.05283058635296946,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,source_effect_magnitude,utility_20,magnitude_percentile,0.021317461694983275,-0.018032547069684005,0.08825182847213414,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,source_effect_magnitude,error_capture_20,magnitude_percentile,0.002016478894398266,-0.0016913669063221865,0.008217813962295643,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,source_effect_magnitude,retained_mean_error_80,magnitude_percentile,-0.000200117286944676,-0.0008202400707195998,0.0001672014290860966,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,source_effect_magnitude,normalized_aurc,magnitude_percentile,-0.008452950363570189,-0.01962658328669578,0.002049823302075728,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,m_plus_D,spearman,magnitude_percentile,-0.006001715911878036,-0.020059643663215672,0.008464353464911272,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,m_plus_D,utility_20,magnitude_percentile,-0.010912484306635939,-0.045651091123140905,0.04540384448242121,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,m_plus_D,error_capture_20,magnitude_percentile,-0.0010322427034060166,-0.004298429025080635,0.004238363091908207,2000,20260921,0,exploratory_paired_condition_cluster
exphormer,family_rms_error,RPE1,m_plus_D,retained_mean_error_80,magnitude_percentile,0.00010244074949056214,-0.0004257766094550676,0.00042703145819482954,2000,20260921,0,exploratory_paired_condition_cluster
