dataset,replicate,formula,delta_spearman_vs_magnitude
Replogle_two_cellline,667,one_sided_025,0.008273010037698286
Replogle_two_cellline,667,setting_adaptive_lodo,0.02407716750484931
Replogle_two_cellline,668,one_sided_025,0.015293733746615162
Replogle_two_cellline,668,setting_adaptive_lodo,0.025122740398988208
Replogle_two_cellline,669,one_sided_025,0.005662368911688365
Replogle_two_cellline,669,setting_adaptive_lodo,0.036448115399301456
Replogle_two_cellline,670,one_sided_025,-0.0008966791104291494
Replogle_two_cellline,670,setting_adaptive_lodo,0.006831603295512995
Replogle_two_cellline,671,one_sided_025,0.006844032212342976
Replogle_two_cellline,671,setting_adaptive_lodo,0.007153149447474416
Replogle_two_cellline,672,one_sided_025,0.008007891642083043
Replogle_two_cellline,672,setting_adaptive_lodo,0.025524178808916775
Replogle_two_cellline,673,one_sided_025,0.005684752678639049
Replogle_two_cellline,673,setting_adaptive_lodo,0.025108220927464064
Replogle_two_cellline,674,one_sided_025,0.01461599669476854
Replogle_two_cellline,674,setting_adaptive_lodo,0.009921020020322413
Replogle_two_cellline,675,one_sided_025,0.010512413097368029
Replogle_two_cellline,675,setting_adaptive_lodo,0.03185053183988415
Replogle_two_cellline,676,one_sided_025,-0.002950237564024405
Replogle_two_cellline,676,setting_adaptive_lodo,-0.0009567032592434077
Replogle_two_cellline,677,one_sided_025,0.013637886485581799
Replogle_two_cellline,677,setting_adaptive_lodo,0.05237480521911282
Replogle_two_cellline,678,one_sided_025,-0.0031051788509568468
Replogle_two_cellline,678,setting_adaptive_lodo,-0.011021530544758074
Replogle_two_cellline,679,one_sided_025,0.007739701154625245
Replogle_two_cellline,679,setting_adaptive_lodo,0.04919660622069488
Replogle_two_cellline,680,one_sided_025,0.003160460888924299
Replogle_two_cellline,680,setting_adaptive_lodo,0.030690205008970406
Replogle_two_cellline,681,one_sided_025,0.0039479677784257095
Replogle_two_cellline,681,setting_adaptive_lodo,0.014071494701546505
Replogle_two_cellline,682,one_sided_025,0.0086088660530622
Replogle_two_cellline,682,setting_adaptive_lodo,0.038300758351699715
Replogle_two_cellline,683,one_sided_025,-0.0022521014755166324
Replogle_two_cellline,683,setting_adaptive_lodo,0.01626340595402684
Replogle_two_cellline,684,one_sided_025,0.012049875218906825
Replogle_two_cellline,684,setting_adaptive_lodo,0.02159707958115939
Replogle_two_cellline,685,one_sided_025,0.009339924243630726
Replogle_two_cellline,685,setting_adaptive_lodo,0.04142688128004757
Replogle_two_cellline,686,one_sided_025,0.0018993323166630327
Replogle_two_cellline,686,setting_adaptive_lodo,0.02548392265971705
Replogle_two_cellline,687,one_sided_025,0.007095145776242429
Replogle_two_cellline,687,setting_adaptive_lodo,0.0421567569520967
Replogle_two_cellline,688,one_sided_025,-0.0035112817514612593
Replogle_two_cellline,688,setting_adaptive_lodo,-0.00018803908587622375
Replogle_two_cellline,689,one_sided_025,0.006669065632279869
Replogle_two_cellline,689,setting_adaptive_lodo,0.047979218599356444
Replogle_two_cellline,690,one_sided_025,0.009213817335305574
Replogle_two_cellline,690,setting_adaptive_lodo,0.04447715480226794
Replogle_two_cellline,691,one_sided_025,-0.00040207612972872897
Replogle_two_cellline,691,setting_adaptive_lodo,0.004579500065599901
Replogle_two_cellline,692,one_sided_025,-0.0008313458658676942
Replogle_two_cellline,692,setting_adaptive_lodo,-0.018050610021376257
Replogle_two_cellline,693,one_sided_025,0.014029634198706897
Replogle_two_cellline,693,setting_adaptive_lodo,0.03900928400810466
Replogle_two_cellline,694,one_sided_025,0.013658980264397047
Replogle_two_cellline,694,setting_adaptive_lodo,0.03864185575021667
Replogle_two_cellline,695,one_sided_025,0.01949834623332286
Replogle_two_cellline,695,setting_adaptive_lodo,0.04984955694380505
Replogle_two_cellline,696,one_sided_025,0.010745696546827527
Replogle_two_cellline,696,setting_adaptive_lodo,0.04100029714198933
Replogle_two_cellline,697,one_sided_025,0.008385955541515569
Replogle_two_cellline,697,setting_adaptive_lodo,0.011899425275584713
Replogle_two_cellline,698,one_sided_025,0.02079510668041404
Replogle_two_cellline,698,setting_adaptive_lodo,0.051702585483075686
Replogle_two_cellline,699,one_sided_025,0.007857690412138602
Replogle_two_cellline,699,setting_adaptive_lodo,0.004863777801857649
Replogle_two_cellline,700,one_sided_025,0.003370017350636023
Replogle_two_cellline,700,setting_adaptive_lodo,0.02184344184708026
Replogle_two_cellline,701,one_sided_025,0.005367841705353482
Replogle_two_cellline,701,setting_adaptive_lodo,0.03625501402918607
Replogle_two_cellline,702,one_sided_025,-0.0029539003880840187
Replogle_two_cellline,702,setting_adaptive_lodo,-0.02031503563454637
Replogle_two_cellline,703,one_sided_025,0.008245591004536257
Replogle_two_cellline,703,setting_adaptive_lodo,0.02380204338853692
Replogle_two_cellline,704,one_sided_025,0.026129782511142313
Replogle_two_cellline,704,setting_adaptive_lodo,0.06061383580127075
Replogle_two_cellline,705,one_sided_025,-0.005134203740323029
Replogle_two_cellline,705,setting_adaptive_lodo,-0.019742565924634498
Replogle_two_cellline,706,one_sided_025,0.0036810907804617488
Replogle_two_cellline,706,setting_adaptive_lodo,0.01131070727169603
Replogle_two_cellline,707,one_sided_025,0.011787159637393407
Replogle_two_cellline,707,setting_adaptive_lodo,0.032926478398174586
Replogle_two_cellline,708,one_sided_025,0.01676478995326547
Replogle_two_cellline,708,setting_adaptive_lodo,0.03372257785407928
Replogle_two_cellline,709,one_sided_025,0.007531192034310075
Replogle_two_cellline,709,setting_adaptive_lodo,0.04519458936130638
Replogle_two_cellline,710,one_sided_025,0.012923023504899989
Replogle_two_cellline,710,setting_adaptive_lodo,0.002709658309004881
Replogle_two_cellline,711,one_sided_025,0.003657154126738199
Replogle_two_cellline,711,setting_adaptive_lodo,0.014225845108861851
Replogle_two_cellline,712,one_sided_025,0.0186757363418997
Replogle_two_cellline,712,setting_adaptive_lodo,0.06562134276932743
Replogle_two_cellline,713,one_sided_025,0.01600595274503594
Replogle_two_cellline,713,setting_adaptive_lodo,0.01963234825517826
Replogle_two_cellline,714,one_sided_025,-0.0018529254617995483
Replogle_two_cellline,714,setting_adaptive_lodo,0.049674047948016664
Replogle_two_cellline,715,one_sided_025,0.015525428617365125
Replogle_two_cellline,715,setting_adaptive_lodo,0.016685822013312673
Replogle_two_cellline,716,one_sided_025,0.009422669606109269
Replogle_two_cellline,716,setting_adaptive_lodo,0.02858912184612608
Replogle_two_cellline,717,one_sided_025,-0.007974469095920977
Replogle_two_cellline,717,setting_adaptive_lodo,-0.02347756694373343
Replogle_two_cellline,718,one_sided_025,0.0010053662411894926
Replogle_two_cellline,718,setting_adaptive_lodo,-0.01446735451211062
Replogle_two_cellline,719,one_sided_025,0.018243011099321638
Replogle_two_cellline,719,setting_adaptive_lodo,0.04927130891330622
Replogle_two_cellline,720,one_sided_025,-0.0018693186770523118
Replogle_two_cellline,720,setting_adaptive_lodo,-0.01603874142599937
Replogle_two_cellline,721,one_sided_025,-0.010554153945841166
Replogle_two_cellline,721,setting_adaptive_lodo,-0.01676320603987011
Replogle_two_cellline,722,one_sided_025,-0.003271971906155191
Replogle_two_cellline,722,setting_adaptive_lodo,-0.018201922537117166
Replogle_two_cellline,723,one_sided_025,0.017079560938944693
Replogle_two_cellline,723,setting_adaptive_lodo,0.016275226046974567
Replogle_two_cellline,724,one_sided_025,0.014644729718365196
Replogle_two_cellline,724,setting_adaptive_lodo,0.05635825622362381
Replogle_two_cellline,725,one_sided_025,0.017843172929362217
Replogle_two_cellline,725,setting_adaptive_lodo,0.053274315103359116
Replogle_two_cellline,726,one_sided_025,0.010103403283556633
Replogle_two_cellline,726,setting_adaptive_lodo,0.04800043988428798
Replogle_two_cellline,727,one_sided_025,0.0073130605711585195
Replogle_two_cellline,727,setting_adaptive_lodo,0.04244885527627859
Replogle_two_cellline,728,one_sided_025,0.0069839933047917135
Replogle_two_cellline,728,setting_adaptive_lodo,0.0019452271314068792
Replogle_two_cellline,729,one_sided_025,-0.005060864884075672
Replogle_two_cellline,729,setting_adaptive_lodo,-0.008192002470733262
Replogle_two_cellline,730,one_sided_025,0.010818751416866612
Replogle_two_cellline,730,setting_adaptive_lodo,0.04428007780037163
Replogle_two_cellline,731,one_sided_025,0.0012896187233232964
Replogle_two_cellline,731,setting_adaptive_lodo,0.06881771598389314
Replogle_two_cellline,732,one_sided_025,0.00450677102280217
Replogle_two_cellline,732,setting_adaptive_lodo,-0.0036480657654500426
Replogle_two_cellline,733,one_sided_025,0.00696052333782099
Replogle_two_cellline,733,setting_adaptive_lodo,0.023795418306418792
Replogle_two_cellline,734,one_sided_025,0.01707287628915863
Replogle_two_cellline,734,setting_adaptive_lodo,0.03371868023979402
Replogle_two_cellline,735,one_sided_025,-0.0001691636954394421
Replogle_two_cellline,735,setting_adaptive_lodo,0.029078971659731168
Replogle_two_cellline,736,one_sided_025,0.01897072323370247
Replogle_two_cellline,736,setting_adaptive_lodo,0.06756873945380398
Replogle_two_cellline,737,one_sided_025,-0.007368221716230194
Replogle_two_cellline,737,setting_adaptive_lodo,-0.009989206150852609
Replogle_two_cellline,738,one_sided_025,0.0072987358327186724
Replogle_two_cellline,738,setting_adaptive_lodo,0.030022440579815846
Replogle_two_cellline,739,one_sided_025,0.0022806839140668833
Replogle_two_cellline,739,setting_adaptive_lodo,0.015471581766539622
Replogle_two_cellline,740,one_sided_025,0.017437153076150347
Replogle_two_cellline,740,setting_adaptive_lodo,0.04104473762281924
Replogle_two_cellline,741,one_sided_025,0.013657955821062995
Replogle_two_cellline,741,setting_adaptive_lodo,0.045370468301125344
Replogle_two_cellline,742,one_sided_025,-0.00330176876775079
Replogle_two_cellline,742,setting_adaptive_lodo,-0.0052539922926001514
Replogle_two_cellline,743,one_sided_025,0.015512082699612989
Replogle_two_cellline,743,setting_adaptive_lodo,0.02115661105001429
Replogle_two_cellline,744,one_sided_025,0.0009793473621205195
Replogle_two_cellline,744,setting_adaptive_lodo,0.011768155462406171
Replogle_two_cellline,745,one_sided_025,0.019606775179515062
Replogle_two_cellline,745,setting_adaptive_lodo,0.021495856608667818
Replogle_two_cellline,746,one_sided_025,0.0007494507496015879
Replogle_two_cellline,746,setting_adaptive_lodo,-0.011018821118838756
Replogle_two_cellline,747,one_sided_025,0.0005777402409729571
Replogle_two_cellline,747,setting_adaptive_lodo,0.030083388084155033
Replogle_two_cellline,748,one_sided_025,0.002584856363435639
Replogle_two_cellline,748,setting_adaptive_lodo,-0.02722896525105989
Replogle_two_cellline,749,one_sided_025,0.004428850011462981
Replogle_two_cellline,749,setting_adaptive_lodo,0.017656053632457314
Replogle_two_cellline,750,one_sided_025,0.014333932565890689
Replogle_two_cellline,750,setting_adaptive_lodo,0.028684983508704964
Replogle_two_cellline,751,one_sided_025,0.008081842685247309
Replogle_two_cellline,751,setting_adaptive_lodo,0.04773306497390428
Replogle_two_cellline,752,one_sided_025,-0.011576631959277828
Replogle_two_cellline,752,setting_adaptive_lodo,-0.013241769631693767
Replogle_two_cellline,753,one_sided_025,0.00571437189725732
Replogle_two_cellline,753,setting_adaptive_lodo,0.015864843648193405
Replogle_two_cellline,754,one_sided_025,0.014997184091649352
Replogle_two_cellline,754,setting_adaptive_lodo,0.041166956104185276
Replogle_two_cellline,755,one_sided_025,-0.005562190025242414
Replogle_two_cellline,755,setting_adaptive_lodo,0.02477561224383798
Replogle_two_cellline,756,one_sided_025,0.012545018008887743
Replogle_two_cellline,756,setting_adaptive_lodo,0.049418524362725536
Replogle_two_cellline,757,one_sided_025,0.01234236125721011
Replogle_two_cellline,757,setting_adaptive_lodo,0.07099462419803554
Replogle_two_cellline,758,one_sided_025,0.0026526370199561056
Replogle_two_cellline,758,setting_adaptive_lodo,0.00925262825465989
Replogle_two_cellline,759,one_sided_025,0.008050551461282057
Replogle_two_cellline,759,setting_adaptive_lodo,-0.01673187475224397
Replogle_two_cellline,760,one_sided_025,0.01018967998580253
Replogle_two_cellline,760,setting_adaptive_lodo,0.019553280573320564
Replogle_two_cellline,761,one_sided_025,0.012170721969459175
Replogle_two_cellline,761,setting_adaptive_lodo,0.04811405747881009
Replogle_two_cellline,762,one_sided_025,-0.0013209838179851774
Replogle_two_cellline,762,setting_adaptive_lodo,-0.028200712728586153
Replogle_two_cellline,763,one_sided_025,0.004619981117752192
Replogle_two_cellline,763,setting_adaptive_lodo,-0.022567509730227198
Replogle_two_cellline,764,one_sided_025,-0.005637298664440016
Replogle_two_cellline,764,setting_adaptive_lodo,0.024632793026888256
Replogle_two_cellline,765,one_sided_025,0.003301986734498885
Replogle_two_cellline,765,setting_adaptive_lodo,0.03447184983180887
Replogle_two_cellline,766,one_sided_025,0.01837175846602529
Replogle_two_cellline,766,setting_adaptive_lodo,-0.024962909917028375
Replogle_two_cellline,767,one_sided_025,-0.0004744849970610143
Replogle_two_cellline,767,setting_adaptive_lodo,0.004345227226012771
Replogle_two_cellline,768,one_sided_025,0.00111591617010659
Replogle_two_cellline,768,setting_adaptive_lodo,0.0032256514255732394
Replogle_two_cellline,769,one_sided_025,0.010889846594018093
Replogle_two_cellline,769,setting_adaptive_lodo,0.03737351129381386
Replogle_two_cellline,770,one_sided_025,0.008664735599920953
Replogle_two_cellline,770,setting_adaptive_lodo,0.02567394590569319
Replogle_two_cellline,771,one_sided_025,-0.0009581126226620995
Replogle_two_cellline,771,setting_adaptive_lodo,0.011646299148958428
Replogle_two_cellline,772,one_sided_025,0.004313111444401163
Replogle_two_cellline,772,setting_adaptive_lodo,0.0044952511317067345
Replogle_two_cellline,773,one_sided_025,-0.003986001593940414
Replogle_two_cellline,773,setting_adaptive_lodo,-0.00751166352959487
Replogle_two_cellline,774,one_sided_025,0.006786646326414542
Replogle_two_cellline,774,setting_adaptive_lodo,0.04670727452952669
Replogle_two_cellline,775,one_sided_025,-0.006810748373845432
Replogle_two_cellline,775,setting_adaptive_lodo,0.00538259928689655
Replogle_two_cellline,776,one_sided_025,0.008667253216760706
Replogle_two_cellline,776,setting_adaptive_lodo,0.062079676426957525
Replogle_two_cellline,777,one_sided_025,0.004594616029507004
Replogle_two_cellline,777,setting_adaptive_lodo,0.021359232365351255
Replogle_two_cellline,778,one_sided_025,-0.0028349035728577054
Replogle_two_cellline,778,setting_adaptive_lodo,0.03284491039313203
Replogle_two_cellline,779,one_sided_025,0.007843698773428776
Replogle_two_cellline,779,setting_adaptive_lodo,0.005426762356043946
Replogle_two_cellline,780,one_sided_025,-0.0021082271919151685
Replogle_two_cellline,780,setting_adaptive_lodo,0.006291943573512676
Replogle_two_cellline,781,one_sided_025,0.01588066467771332
Replogle_two_cellline,781,setting_adaptive_lodo,0.033839780362892535
Replogle_two_cellline,782,one_sided_025,-0.0005867967370512539
Replogle_two_cellline,782,setting_adaptive_lodo,0.022098917420472958
Replogle_two_cellline,783,one_sided_025,0.01408589310573144
Replogle_two_cellline,783,setting_adaptive_lodo,0.042949842366406976
Replogle_two_cellline,784,one_sided_025,0.0074153872330897375
Replogle_two_cellline,784,setting_adaptive_lodo,0.019910383812299093
Replogle_two_cellline,785,one_sided_025,0.00017638303818501289
Replogle_two_cellline,785,setting_adaptive_lodo,-0.0035811340513972056
Replogle_two_cellline,786,one_sided_025,0.013411346395528934
Replogle_two_cellline,786,setting_adaptive_lodo,0.05032039123428034
Replogle_two_cellline,787,one_sided_025,0.011443040932699211
Replogle_two_cellline,787,setting_adaptive_lodo,0.04026599095326372
Replogle_two_cellline,788,one_sided_025,0.002810513453580188
Replogle_two_cellline,788,setting_adaptive_lodo,-0.017404825531924545
Replogle_two_cellline,789,one_sided_025,0.014972378957288479
Replogle_two_cellline,789,setting_adaptive_lodo,0.018063152155524287
Replogle_two_cellline,790,one_sided_025,-0.009235674476099354
Replogle_two_cellline,790,setting_adaptive_lodo,-0.025776070458416123
Replogle_two_cellline,791,one_sided_025,0.009903592497023911
Replogle_two_cellline,791,setting_adaptive_lodo,0.04107931391394945
Replogle_two_cellline,792,one_sided_025,-0.0021218356412910366
Replogle_two_cellline,792,setting_adaptive_lodo,0.011371128372491213
Replogle_two_cellline,793,one_sided_025,0.01010549671581773
Replogle_two_cellline,793,setting_adaptive_lodo,0.027241006305931875
Replogle_two_cellline,794,one_sided_025,0.015248411383469274
Replogle_two_cellline,794,setting_adaptive_lodo,0.013904587024185178
Replogle_two_cellline,795,one_sided_025,0.024297635727911063
Replogle_two_cellline,795,setting_adaptive_lodo,0.06653046870301262
Replogle_two_cellline,796,one_sided_025,0.017229748580818827
Replogle_two_cellline,796,setting_adaptive_lodo,0.05835924047533181
Replogle_two_cellline,797,one_sided_025,0.010397475536965711
Replogle_two_cellline,797,setting_adaptive_lodo,0.0523774110226857
Replogle_two_cellline,798,one_sided_025,0.01750769813636871
Replogle_two_cellline,798,setting_adaptive_lodo,0.058088986401154785
Replogle_two_cellline,799,one_sided_025,0.018078194465249192
Replogle_two_cellline,799,setting_adaptive_lodo,0.04070776101091236
Replogle_two_cellline,800,one_sided_025,0.0069479968099072364
Replogle_two_cellline,800,setting_adaptive_lodo,0.026664808455223732
Replogle_two_cellline,801,one_sided_025,0.010444330921475786
Replogle_two_cellline,801,setting_adaptive_lodo,0.010610810107420487
Replogle_two_cellline,802,one_sided_025,0.01012021072196087
Replogle_two_cellline,802,setting_adaptive_lodo,0.018840621342856467
Replogle_two_cellline,803,one_sided_025,0.01327372986195191
Replogle_two_cellline,803,setting_adaptive_lodo,-0.032469781180970214
Replogle_two_cellline,804,one_sided_025,0.008452838737767865
Replogle_two_cellline,804,setting_adaptive_lodo,0.0376852442471205
Replogle_two_cellline,805,one_sided_025,0.009503381953601231
Replogle_two_cellline,805,setting_adaptive_lodo,0.03710545110997909
Replogle_two_cellline,806,one_sided_025,0.011336840243119983
Replogle_two_cellline,806,setting_adaptive_lodo,-0.006423795157641576
Replogle_two_cellline,807,one_sided_025,0.011665285720175944
Replogle_two_cellline,807,setting_adaptive_lodo,0.05877512748883637
Replogle_two_cellline,808,one_sided_025,0.007167264737685475
Replogle_two_cellline,808,setting_adaptive_lodo,-0.001581191895289491
Replogle_two_cellline,809,one_sided_025,0.0016486921081529382
Replogle_two_cellline,809,setting_adaptive_lodo,-0.0024920371893717153
Replogle_two_cellline,810,one_sided_025,0.004339914497678288
Replogle_two_cellline,810,setting_adaptive_lodo,0.02775118120176656
Replogle_two_cellline,811,one_sided_025,-0.00011204138138609654
Replogle_two_cellline,811,setting_adaptive_lodo,-0.006430928437726413
Replogle_two_cellline,812,one_sided_025,0.0010575136154917786
Replogle_two_cellline,812,setting_adaptive_lodo,0.025486520350121722
Replogle_two_cellline,813,one_sided_025,0.009858951589012677
Replogle_two_cellline,813,setting_adaptive_lodo,0.050679353174990394
Replogle_two_cellline,814,one_sided_025,0.0028401972099492134
Replogle_two_cellline,814,setting_adaptive_lodo,0.03280673969450559
Replogle_two_cellline,815,one_sided_025,0.009591907364781549
Replogle_two_cellline,815,setting_adaptive_lodo,0.05611981291069851
Replogle_two_cellline,816,one_sided_025,0.014753808967755688
Replogle_two_cellline,816,setting_adaptive_lodo,0.05124443033650963
Replogle_two_cellline,817,one_sided_025,-0.0022753135877018327
Replogle_two_cellline,817,setting_adaptive_lodo,-0.007722235478839018
Replogle_two_cellline,818,one_sided_025,-0.004626546601158743
Replogle_two_cellline,818,setting_adaptive_lodo,0.014780358815600969
Replogle_two_cellline,819,one_sided_025,0.007295933381113395
Replogle_two_cellline,819,setting_adaptive_lodo,0.015674970382997866
Replogle_two_cellline,820,one_sided_025,0.008788552224202134
Replogle_two_cellline,820,setting_adaptive_lodo,0.04936208868083425
Replogle_two_cellline,821,one_sided_025,0.012409565883430007
Replogle_two_cellline,821,setting_adaptive_lodo,0.05643961081471188
Replogle_two_cellline,822,one_sided_025,0.013953969934427338
Replogle_two_cellline,822,setting_adaptive_lodo,0.02585745816181878
Replogle_two_cellline,823,one_sided_025,0.007667038068013499
Replogle_two_cellline,823,setting_adaptive_lodo,0.026858340260440566
Replogle_two_cellline,824,one_sided_025,0.024213791000074036
Replogle_two_cellline,824,setting_adaptive_lodo,0.049645323667986574
Replogle_two_cellline,825,one_sided_025,0.008906178585138064
Replogle_two_cellline,825,setting_adaptive_lodo,0.04559297083304839
Replogle_two_cellline,826,one_sided_025,0.00733680672560183
Replogle_two_cellline,826,setting_adaptive_lodo,0.028278107878144054
Replogle_two_cellline,827,one_sided_025,0.011982855147238736
Replogle_two_cellline,827,setting_adaptive_lodo,0.010454256016145441
Replogle_two_cellline,828,one_sided_025,0.003922882508842762
Replogle_two_cellline,828,setting_adaptive_lodo,-0.016393125404091935
Replogle_two_cellline,829,one_sided_025,0.007658732655029615
Replogle_two_cellline,829,setting_adaptive_lodo,0.035377862282001266
Replogle_two_cellline,830,one_sided_025,0.0017502519454554721
Replogle_two_cellline,830,setting_adaptive_lodo,0.016181077341002215
Replogle_two_cellline,831,one_sided_025,0.0025541839858815862
Replogle_two_cellline,831,setting_adaptive_lodo,-0.006648202420162508
Replogle_two_cellline,832,one_sided_025,0.019292844309003604
Replogle_two_cellline,832,setting_adaptive_lodo,0.08417376229796009
Replogle_two_cellline,833,one_sided_025,0.012641073993491625
Replogle_two_cellline,833,setting_adaptive_lodo,0.022630146496173842
Replogle_two_cellline,834,one_sided_025,0.01339629215339111
Replogle_two_cellline,834,setting_adaptive_lodo,0.03854636171072079
Replogle_two_cellline,835,one_sided_025,0.008008896788436026
Replogle_two_cellline,835,setting_adaptive_lodo,0.015697979042068183
Replogle_two_cellline,836,one_sided_025,-0.01230198784066816
Replogle_two_cellline,836,setting_adaptive_lodo,-0.034457612385664416
Replogle_two_cellline,837,one_sided_025,0.004613054999010824
Replogle_two_cellline,837,setting_adaptive_lodo,0.03740026279417302
Replogle_two_cellline,838,one_sided_025,0.0019096740709951265
Replogle_two_cellline,838,setting_adaptive_lodo,0.048087255490776415
Replogle_two_cellline,839,one_sided_025,0.010206099675153013
Replogle_two_cellline,839,setting_adaptive_lodo,0.0315211341371352
Replogle_two_cellline,840,one_sided_025,0.015498750622926993
Replogle_two_cellline,840,setting_adaptive_lodo,0.038599665404701555
Replogle_two_cellline,841,one_sided_025,0.018483848618718213
Replogle_two_cellline,841,setting_adaptive_lodo,0.019442243454655728
Replogle_two_cellline,842,one_sided_025,0.010250087537535646
Replogle_two_cellline,842,setting_adaptive_lodo,0.007631061078512746
Replogle_two_cellline,843,one_sided_025,0.004347530249273812
Replogle_two_cellline,843,setting_adaptive_lodo,0.011182656474793384
Replogle_two_cellline,844,one_sided_025,0.018082659454061067
Replogle_two_cellline,844,setting_adaptive_lodo,0.02245091271784183
Replogle_two_cellline,845,one_sided_025,0.008417628879364009
Replogle_two_cellline,845,setting_adaptive_lodo,0.018390604364281055
Replogle_two_cellline,846,one_sided_025,0.003708077815976707
Replogle_two_cellline,846,setting_adaptive_lodo,0.02135712170861792
Replogle_two_cellline,847,one_sided_025,0.0083499380758284
Replogle_two_cellline,847,setting_adaptive_lodo,0.05314841532455494
Replogle_two_cellline,848,one_sided_025,0.008430100926174994
Replogle_two_cellline,848,setting_adaptive_lodo,0.040190924781472404
Replogle_two_cellline,849,one_sided_025,0.022912280406024527
Replogle_two_cellline,849,setting_adaptive_lodo,0.058802336265389055
Replogle_two_cellline,850,one_sided_025,0.008372258280223865
Replogle_two_cellline,850,setting_adaptive_lodo,0.03904823878774283
Replogle_two_cellline,851,one_sided_025,0.0015237548191475991
Replogle_two_cellline,851,setting_adaptive_lodo,-0.0018345647760341088
Replogle_two_cellline,852,one_sided_025,0.0076321805461523895
Replogle_two_cellline,852,setting_adaptive_lodo,0.03226875625271908
Replogle_two_cellline,853,one_sided_025,0.003391588644940491
Replogle_two_cellline,853,setting_adaptive_lodo,-0.001170145110221843
Replogle_two_cellline,854,one_sided_025,0.008129659837941033
Replogle_two_cellline,854,setting_adaptive_lodo,0.03899495842632
Replogle_two_cellline,855,one_sided_025,0.00991293894448153
Replogle_two_cellline,855,setting_adaptive_lodo,0.0016965976038158526
Replogle_two_cellline,856,one_sided_025,0.010314384356820416
Replogle_two_cellline,856,setting_adaptive_lodo,-0.01790219108782984
Replogle_two_cellline,857,one_sided_025,0.004066833161071592
Replogle_two_cellline,857,setting_adaptive_lodo,0.054249834377562145
Replogle_two_cellline,858,one_sided_025,0.01000996473635471
Replogle_two_cellline,858,setting_adaptive_lodo,0.039288966447024426
Replogle_two_cellline,859,one_sided_025,0.0004700365971221365
Replogle_two_cellline,859,setting_adaptive_lodo,-0.003398780322913353
Replogle_two_cellline,860,one_sided_025,0.007465795166819111
Replogle_two_cellline,860,setting_adaptive_lodo,0.037234809530575896
Replogle_two_cellline,861,one_sided_025,0.006769353895521191
Replogle_two_cellline,861,setting_adaptive_lodo,0.007204185147686448
Replogle_two_cellline,862,one_sided_025,0.005506927713722021
Replogle_two_cellline,862,setting_adaptive_lodo,0.025065813795236314
Replogle_two_cellline,863,one_sided_025,0.01014836510359754
Replogle_two_cellline,863,setting_adaptive_lodo,0.013027770873137057
Replogle_two_cellline,864,one_sided_025,0.011528717962996815
Replogle_two_cellline,864,setting_adaptive_lodo,0.04683438781242577
Replogle_two_cellline,865,one_sided_025,0.00563724936993458
Replogle_two_cellline,865,setting_adaptive_lodo,0.026296317066185057
Replogle_two_cellline,866,one_sided_025,0.011047564456673847
Replogle_two_cellline,866,setting_adaptive_lodo,0.007918036131507988
Replogle_two_cellline,867,one_sided_025,-0.0016738673109932822
Replogle_two_cellline,867,setting_adaptive_lodo,0.001913846215208459
Replogle_two_cellline,868,one_sided_025,0.009230644608312466
Replogle_two_cellline,868,setting_adaptive_lodo,0.015979267814249687
Replogle_two_cellline,869,one_sided_025,0.011237130792649541
Replogle_two_cellline,869,setting_adaptive_lodo,0.04190532960402338
Replogle_two_cellline,870,one_sided_025,0.005374823920896166
Replogle_two_cellline,870,setting_adaptive_lodo,0.033857198480896245
Replogle_two_cellline,871,one_sided_025,0.016800332851752864
Replogle_two_cellline,871,setting_adaptive_lodo,0.060317772524278
Replogle_two_cellline,872,one_sided_025,0.01595423832918033
Replogle_two_cellline,872,setting_adaptive_lodo,0.01257297175452668
Replogle_two_cellline,873,one_sided_025,0.016658293174259264
Replogle_two_cellline,873,setting_adaptive_lodo,0.017090109457298636
Replogle_two_cellline,874,one_sided_025,-0.008040434914876993
Replogle_two_cellline,874,setting_adaptive_lodo,-0.025070260788248616
Replogle_two_cellline,875,one_sided_025,0.009260305794005969
Replogle_two_cellline,875,setting_adaptive_lodo,0.0183334021895617
Replogle_two_cellline,876,one_sided_025,-0.011142559279808284
Replogle_two_cellline,876,setting_adaptive_lodo,0.006310604444300649
Replogle_two_cellline,877,one_sided_025,-0.0006779597077342658
Replogle_two_cellline,877,setting_adaptive_lodo,-0.008815576653989604
Replogle_two_cellline,878,one_sided_025,0.01329193896216102
Replogle_two_cellline,878,setting_adaptive_lodo,0.023892850296029444
Replogle_two_cellline,879,one_sided_025,0.023780123431027783
Replogle_two_cellline,879,setting_adaptive_lodo,0.037027428012226554
Replogle_two_cellline,880,one_sided_025,0.010808548655457606
Replogle_two_cellline,880,setting_adaptive_lodo,0.009727151641903187
Replogle_two_cellline,881,one_sided_025,0.021221853408704083
Replogle_two_cellline,881,setting_adaptive_lodo,0.06662261604999664
Replogle_two_cellline,882,one_sided_025,-0.003428652046790631
Replogle_two_cellline,882,setting_adaptive_lodo,0.00824482618050526
Replogle_two_cellline,883,one_sided_025,0.0043714107610038355
Replogle_two_cellline,883,setting_adaptive_lodo,0.015767922931299777
Replogle_two_cellline,884,one_sided_025,0.015789798507657687
Replogle_two_cellline,884,setting_adaptive_lodo,0.05207450382589393
Replogle_two_cellline,885,one_sided_025,0.010001881701390436
Replogle_two_cellline,885,setting_adaptive_lodo,0.043035681598381614
Replogle_two_cellline,886,one_sided_025,0.010769868531428695
