fold_id,task_id,setting,context,perturbation,risk_model_disagreement,baseline_predicted_magnitude,context_novelty_scaled,perturbation_novelty,risk_disagreement_z,predicted_magnitude_z,directional_risk_frozen,target_directional_truth_used_for_score
E237_cellline_holdout_1_HepG2,HepG2::CDK1,context_unseen,HepG2,CDK1,0.0772813969204636,0.0417479462921619,1.0,0.5,0.0316453230585296,-0.5586198335316259,0.34395020351478645,False
E237_cellline_holdout_1_HepG2,HepG2::DDX6,context_unseen,HepG2,DDX6,0.1292277304502171,0.0816593617200851,1.0,0.5,1.669295794034643,1.6421441961170742,0.4211968994266462,False
E237_cellline_holdout_1_HepG2,HepG2::RRP9,context_unseen,HepG2,RRP9,0.0984153778496348,0.0653034821152687,1.0,0.5,0.6979112839166469,0.74026108519234,0.3848453449659932,False
E237_cellline_holdout_1_HepG2,HepG2::MRPL36,context_unseen,HepG2,MRPL36,0.0595112736737443,0.036708727478981,1.0,0.5,-0.528572284746747,-0.8364884929783316,0.3286699104182553,False
E237_cellline_holdout_1_HepG2,HepG2::UQCRC1,context_unseen,HepG2,UQCRC1,0.052791827644157,0.0341460779309272,1.0,0.5,-0.7404082933218133,-0.977796108493426,0.3220417096026674,False
E237_cellline_holdout_1_HepG2,HepG2::RPS8,context_unseen,HepG2,RPS8,0.050485746668093,0.034535963088274,1.0,1.0,-0.813109374224804,-0.9562973663219748,0.3872735381795685,False
E237_cellline_holdout_1_HepG2,HepG2::RPS14,context_unseen,HepG2,RPS14,0.136168557791019,0.0869104266166687,1.0,0.5,1.888111028744476,1.9316943064764,0.4314125231991743,False
E237_cellline_holdout_1_HepG2,HepG2::MON1A,context_unseen,HepG2,MON1A,0.0456962035264041,0.023861140012741,1.0,0.5,-0.9641036224955646,-1.5449201048445609,0.3052369249525907,False
E237_cellline_holdout_1_HepG2,HepG2::CDCA5,context_unseen,HepG2,CDCA5,0.056155468039575,0.0379001200199127,1.0,0.5,-0.6343667904196817,-0.7707936580254263,0.32855695390474854,False
E237_cellline_holdout_1_HepG2,HepG2::SRPRB,context_unseen,HepG2,SRPRB,0.0769628578718978,0.0377481244504451,1.0,0.5,0.0216031201259707,-0.779174878745454,0.3386181790143409,False
E237_cellline_holdout_1_HepG2,HepG2::TMEM214,context_unseen,HepG2,TMEM214,0.0621986879304309,0.046413529664278,1.0,1.0,-0.4438493616043472,-0.3013538871203021,0.40841517348761214,False
E237_cellline_holdout_1_HepG2,HepG2::EIF2B5,context_and_perturbation_unseen,HepG2,EIF2B5,0.0621395893313939,0.0418801233172416,1.0,1.0,-0.4457124930704306,-0.5513314314736543,0.402520697059277,False
E237_cellline_holdout_1_HepG2,HepG2::EXOSC8,context_unseen,HepG2,EXOSC8,0.2510266439365574,0.1482240557670593,1.0,0.5,5.0,5.0,0.552068496826971,False
E237_cellline_holdout_1_HepG2,HepG2::MRPS16,context_unseen,HepG2,MRPS16,0.0757430420198714,0.0344110056757926,1.0,0.5,-0.0168525680590465,-0.9631876701530546,0.33369924039475396,False
E237_cellline_holdout_1_HepG2,HepG2::POLR2D,context_unseen,HepG2,POLR2D,0.1103696576237616,0.0753424242138862,1.0,1.0,1.074779689673636,1.2938205726092256,0.4695914107180568,False
E237_cellline_holdout_1_HepG2,HepG2::XPO5,context_and_perturbation_unseen,HepG2,XPO5,0.0875991358937454,0.0565621554851532,1.0,1.0,0.3569204472273125,0.2582536942565299,0.43406772947109606,False
E237_cellline_holdout_1_HepG2,HepG2::EMC3,context_unseen,HepG2,EMC3,0.0471551227958721,0.0315142683684825,1.0,0.5,-0.9181100043436295,-1.1229172913884204,0.3158578120415324,False
E237_cellline_holdout_1_HepG2,HepG2::TRAPPC11,context_and_perturbation_unseen,HepG2,TRAPPC11,0.0494897141267005,0.0319635681807994,1.0,1.0,-0.844510111287115,-1.0981423528182606,0.3834543260914352,False
E237_cellline_holdout_1_HepG2,HepG2::BRCA2,context_unseen,HepG2,BRCA2,0.0638131637547291,0.0445811748504638,1.0,0.5,-0.3929516963720731,-0.402392162023841,0.34097611541763984,False
