dataset_name,predictor_name,validation_mode,feature_set,score_name,magnitude_bin,n,mag_min,mag_max,within_bin_rho_risk_vs_error
SantinhaPlatt2023,Control1NNPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,1,68,10.574068069458008,15.209639549255371,0.6870067280935074
SantinhaPlatt2023,Control1NNPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,2,68,15.241752624511719,28.41949462890625,0.6472171328581982
SantinhaPlatt2023,Control1NNPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,3,68,28.551830291748047,102.54573822021484,0.21289306684299003
SantinhaPlatt2023,Control1NNPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0,69,4.23787260055542,10.491215705871582,0.5115046998093222
SantinhaPlatt2023,Control1NNPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,1,68,10.574068069458008,15.209639549255371,0.3466302750998794
SantinhaPlatt2023,Control1NNPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,2,68,15.241752624511719,28.41949462890625,0.4306191788142914
SantinhaPlatt2023,Control1NNPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,3,68,28.551830291748047,102.54573822021484,0.08829508043891623
SantinhaPlatt2023,Control1NNPredictor,lopo,full,lopo_full,0,69,4.23787260055542,10.491215705871582,0.8200078558391812
SantinhaPlatt2023,Control1NNPredictor,lopo,full,lopo_full,1,68,10.574068069458008,15.209639549255371,0.7042734717752573
SantinhaPlatt2023,Control1NNPredictor,lopo,full,lopo_full,2,68,15.241752624511719,28.41949462890625,0.7095739812774299
SantinhaPlatt2023,Control1NNPredictor,lopo,full,lopo_full,3,68,28.551830291748047,102.54573822021484,0.20035310405691825
SantinhaPlatt2023,Control1NNPredictor,lopo,no_disagreement,lopo_no_disagreement,0,69,4.23787260055542,10.491215705871582,0.8002228781652109
SantinhaPlatt2023,Control1NNPredictor,lopo,no_disagreement,lopo_no_disagreement,1,68,10.574068069458008,15.209639549255371,0.677558810929361
SantinhaPlatt2023,Control1NNPredictor,lopo,no_disagreement,lopo_no_disagreement,2,68,15.241752624511719,28.41949462890625,0.71703695272889
SantinhaPlatt2023,Control1NNPredictor,lopo,no_disagreement,lopo_no_disagreement,3,68,28.551830291748047,102.54573822021484,0.18975998480841014
SantinhaPlatt2023,Control1NNPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0,69,4.23787260055542,10.491215705871582,0.3775770254530187
SantinhaPlatt2023,Control1NNPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,1,68,10.574068069458008,15.209639549255371,0.24058787041225374
SantinhaPlatt2023,Control1NNPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,2,68,15.241752624511719,28.41949462890625,0.4987402660528095
SantinhaPlatt2023,Control1NNPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,3,68,28.551830291748047,102.54573822021484,0.06336784847756202
SantinhaPlatt2023,PertMeanPredictor,baseline,none,frozen_v0_2,0,69,4.23787260055542,10.491215705871582,0.3055900621118013
SantinhaPlatt2023,PertMeanPredictor,baseline,none,frozen_v0_2,1,68,10.574068069458008,15.209639549255371,0.16085811352444937
SantinhaPlatt2023,PertMeanPredictor,baseline,none,frozen_v0_2,2,68,15.241752624511719,28.41949462890625,0.3199221284879948
SantinhaPlatt2023,PertMeanPredictor,baseline,none,frozen_v0_2,3,68,28.551830291748047,102.54573822021484,-0.04233309157537122
SantinhaPlatt2023,PertMeanPredictor,baseline,none,predicted_magnitude,0,69,4.23787260055542,10.491215705871582,0.7702947245620374
SantinhaPlatt2023,PertMeanPredictor,baseline,none,predicted_magnitude,1,68,10.574068069458008,15.209639549255371,0.689262203548417
SantinhaPlatt2023,PertMeanPredictor,baseline,none,predicted_magnitude,2,68,15.241752624511719,28.41949462890625,0.2584038047769209
SantinhaPlatt2023,PertMeanPredictor,baseline,none,predicted_magnitude,3,68,28.551830291748047,102.54573822021484,0.031094313833421018
SantinhaPlatt2023,PertMeanPredictor,baseline,none,random,0,69,4.23787260055542,10.491215705871582,-0.009353306540007308
SantinhaPlatt2023,PertMeanPredictor,baseline,none,random,1,68,10.574068069458008,15.209639549255371,0.14291712791541014
SantinhaPlatt2023,PertMeanPredictor,baseline,none,random,2,68,15.241752624511719,28.41949462890625,0.009504905141810129
SantinhaPlatt2023,PertMeanPredictor,baseline,none,random,3,68,28.551830291748047,102.54573822021484,-0.08554414627629117
SantinhaPlatt2023,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,0,69,4.23787260055542,10.491215705871582,0.5406284252831568
SantinhaPlatt2023,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,1,68,10.574068069458008,15.209639549255371,0.31984578386838186
SantinhaPlatt2023,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,2,68,15.241752624511719,28.41949462890625,0.2534641371149368
SantinhaPlatt2023,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,3,68,28.551830291748047,102.54573822021484,-0.04821162728556705
SantinhaPlatt2023,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0,69,4.23787260055542,10.491215705871582,0.5891852393131166
SantinhaPlatt2023,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,1,68,10.574068069458008,15.209639549255371,0.3617624323792663
SantinhaPlatt2023,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,2,68,15.241752624511719,28.41949462890625,0.21918540290873
SantinhaPlatt2023,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,3,68,28.551830291748047,102.54573822021484,-0.0755048287971905
SantinhaPlatt2023,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0,69,4.23787260055542,10.491215705871582,0.5173913043478261
SantinhaPlatt2023,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,1,68,10.574068069458008,15.209639549255371,0.30327900141237546
SantinhaPlatt2023,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,2,68,15.241752624511719,28.41949462890625,0.2673206855746841
SantinhaPlatt2023,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,3,68,28.551830291748047,102.54573822021484,-0.0650837882200252
SantinhaPlatt2023,PertMeanPredictor,lopo,full,lopo_full,0,69,4.23787260055542,10.491215705871582,0.584508586043113
SantinhaPlatt2023,PertMeanPredictor,lopo,full,lopo_full,1,68,10.574068069458008,15.209639549255371,0.3629804939496889
SantinhaPlatt2023,PertMeanPredictor,lopo,full,lopo_full,2,68,15.241752624511719,28.41949462890625,0.41168836126274
SantinhaPlatt2023,PertMeanPredictor,lopo,full,lopo_full,3,68,28.551830291748047,102.54573822021484,0.035576592739626677
SantinhaPlatt2023,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,0,69,4.23787260055542,10.491215705871582,0.5907928388746804
SantinhaPlatt2023,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,1,68,10.574068069458008,15.209639549255371,0.382222985693109
SantinhaPlatt2023,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,2,68,15.241752624511719,28.41949462890625,0.44031759361758976
SantinhaPlatt2023,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,3,68,28.551830291748047,102.54573822021484,0.02901095545291445
SantinhaPlatt2023,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0,69,4.23787260055542,10.491215705871582,0.5500548045305079
SantinhaPlatt2023,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,1,68,10.574068069458008,15.209639549255371,0.33336196285408176
SantinhaPlatt2023,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,2,68,15.241752624511719,28.41949462890625,0.48879642707180204
SantinhaPlatt2023,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,3,68,28.551830291748047,102.54573822021484,0.035729281978852535
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,baseline,none,frozen_v0_2,0,141,0.8161059021949768,1.5655605792999268,0.6124573769811
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,baseline,none,frozen_v0_2,1,141,1.5927435159683228,2.6368396282196045,0.6670583815939918
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,baseline,none,frozen_v0_2,2,141,2.6480398178100586,3.5360066890716553,0.5480719937414775
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,baseline,none,frozen_v0_2,3,141,3.5597081184387207,23.079835891723633,0.5717196842068842
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,baseline,none,predicted_magnitude,0,141,0.8161059021949768,1.5655605792999268,0.9594831064606567
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,baseline,none,predicted_magnitude,1,141,1.5927435159683228,2.6368396282196045,0.9032497666832916
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,baseline,none,predicted_magnitude,2,141,2.6480398178100586,3.5360066890716553,0.7529994242582785
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,baseline,none,predicted_magnitude,3,141,3.5597081184387207,23.079835891723633,0.7406750563934458
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,baseline,none,random,0,141,0.8161059021949768,1.5655605792999268,0.05104703356648915
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,baseline,none,random,1,141,1.5927435159683228,2.6368396282196045,-0.02225497215782852
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,baseline,none,random,2,141,2.6480398178100586,3.5360066890716553,0.12721020507114295
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,baseline,none,random,3,141,3.5597081184387207,23.079835891723633,-0.06695592425827558
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lodo_lopo,full,lodo_lopo_full,0,141,0.8161059021949768,1.5655605792999268,0.7648782576139962
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lodo_lopo,full,lodo_lopo_full,1,141,1.5927435159683228,2.6368396282196045,0.7387916253721855
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lodo_lopo,full,lodo_lopo_full,2,141,2.6480398178100586,3.5360066890716553,0.5760059078217317
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lodo_lopo,full,lodo_lopo_full,3,141,3.5597081184387207,23.079835891723633,0.674064370351758
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0,141,0.8161059021949768,1.5655605792999268,0.816774906137756
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,1,141,1.5927435159683228,2.6368396282196045,0.7038553252351453
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,2,141,2.6480398178100586,3.5360066890716553,0.530157670096981
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,3,141,3.5597081184387207,23.079835891723633,0.6763651036544349
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0,141,0.8161059021949768,1.5655605792999268,0.3393065972506063
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,1,141,1.5927435159683228,2.6368396282196045,0.2519560819541619
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,2,141,2.6480398178100586,3.5360066890716553,0.13601554923484951
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,3,141,3.5597081184387207,23.079835891723633,0.3126521956702369
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lopo,full,lopo_full,0,141,0.8161059021949768,1.5655605792999268,0.8646193989241348
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lopo,full,lopo_full,1,141,1.5927435159683228,2.6368396282196045,0.7631366866167518
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lopo,full,lopo_full,2,141,2.6480398178100586,3.5360066890716553,0.6011027916568059
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lopo,full,lopo_full,3,141,3.5597081184387207,23.079835891723633,0.6947594304703641
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lopo,no_disagreement,lopo_no_disagreement,0,141,0.8161059021949768,1.5655605792999268,0.8568070997101723
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lopo,no_disagreement,lopo_no_disagreement,1,141,1.5927435159683228,2.6368396282196045,0.7363037596448161
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lopo,no_disagreement,lopo_no_disagreement,2,141,2.6480398178100586,3.5360066890716553,0.5553013097870341
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lopo,no_disagreement,lopo_no_disagreement,3,141,3.5597081184387207,23.079835891723633,0.6734682519863648
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0,141,0.8161059021949768,1.5655605792999268,0.44563055999263745
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,1,141,1.5927435159683228,2.6368396282196045,0.3401862355584402
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,2,141,2.6480398178100586,3.5360066890716553,0.27845489548301916
SrivatsanTrapnell2020_sciplex3,Control1NNPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,3,141,3.5597081184387207,23.079835891723633,0.3619733844884971
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,baseline,none,frozen_v0_2,0,141,0.8161059021949768,1.5655605792999268,0.8186266535382506
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,baseline,none,frozen_v0_2,1,141,1.5927435159683228,2.6368396282196045,0.6612347729686217
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,baseline,none,frozen_v0_2,2,141,2.6480398178100586,3.5360066890716553,0.5308280864210481
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,baseline,none,frozen_v0_2,3,141,3.5597081184387207,23.079835891723633,0.5449149413309609
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,baseline,none,predicted_magnitude,0,141,0.8161059021949768,1.5655605792999268,0.9495663863004967
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,baseline,none,predicted_magnitude,1,141,1.5927435159683228,2.6368396282196045,0.8716163860455758
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,baseline,none,predicted_magnitude,2,141,2.6480398178100586,3.5360066890716553,0.693370292879408
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,baseline,none,predicted_magnitude,3,141,3.5597081184387207,23.079835891723633,0.72734054338572
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,baseline,none,random,0,141,0.8161059021949768,1.5655605792999268,0.004122607988355666
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,baseline,none,random,1,141,1.5927435159683228,2.6368396282196045,-0.03935964587458367
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,baseline,none,random,2,141,2.6480398178100586,3.5360066890716553,0.11230801009040431
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,baseline,none,random,3,141,3.5597081184387207,23.079835891723633,-0.07965923016526448
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,0,141,0.8161059021949768,1.5655605792999268,0.646804102098841
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,1,141,1.5927435159683228,2.6368396282196045,0.7358324575070851
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,2,141,2.6480398178100586,3.5360066890716553,0.598009112149125
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lodo_lopo,full,lodo_lopo_full,3,141,3.5597081184387207,23.079835891723633,0.6262808314679041
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,0,141,0.8161059021949768,1.5655605792999268,0.71870300869484
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,1,141,1.5927435159683228,2.6368396282196045,0.7337390325311077
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,2,141,2.6480398178100586,3.5360066890716553,0.5764340106306234
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lodo_lopo,no_disagreement,lodo_lopo_no_disagreement,3,141,3.5597081184387207,23.079835891723633,0.6321779539718486
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,0,141,0.8161059021949768,1.5655605792999268,0.13575389084869552
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,1,141,1.5927435159683228,2.6368396282196045,0.2554440852683142
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,2,141,2.6480398178100586,3.5360066890716553,0.2160624707528684
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lodo_lopo,pre_model_task_only,lodo_lopo_pre_model_task_only,3,141,3.5597081184387207,23.079835891723633,0.3585390776681704
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lopo,full,lopo_full,0,141,0.8161059021949768,1.5655605792999268,0.7994066514138168
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lopo,full,lopo_full,1,141,1.5927435159683228,2.6368396282196045,0.7820761724161016
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lopo,full,lopo_full,2,141,2.6480398178100586,3.5360066890716553,0.6272306760363799
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lopo,full,lopo_full,3,141,3.5597081184387207,23.079835891723633,0.670561692897704
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,0,141,0.8161059021949768,1.5655605792999268,0.7979091503609891
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,1,141,1.5927435159683228,2.6368396282196045,0.75691278270809
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,2,141,2.6480398178100586,3.5360066890716553,0.5978849626002908
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lopo,no_disagreement,lopo_no_disagreement,3,141,3.5597081184387207,23.079835891723633,0.6634794241986406
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,0,141,0.8161059021949768,1.5655605792999268,0.3647189900372438
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,1,141,1.5927435159683228,2.6368396282196045,0.33597164148732905
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,2,141,2.6480398178100586,3.5360066890716553,0.32752359176289947
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,lopo,pre_model_task_only,lopo_pre_model_task_only,3,141,3.5597081184387207,23.079835891723633,0.4140914135353943
