schema_version,record_id,task_id,task_key,dataset_name,dataset_group,fold_id,split,context,perturbation,predictor_name,run_type,gene_panel_id,gene_order_hash,effect_definition,normalization_id,error_normalization,predicted_effect_key,true_effect_key,true_error_rmse,true_error_cosine,gears_uncertainty_logvar_mean,gears_uncertainty_confidence,n_cells,adapter_remediation_version,source_records_csv,source_predicted_npz,source_true_npz,gene_panel_source_h5ad,predicted_effect_l2,predicted_effect_abs_mean,predicted_effect_nonzero_frac,true_effect_l2_diagnostic,true_effect_abs_mean_diagnostic,rmse_over_true_effect_rms_diagnostic,log1p_n_cells,low_support_risk
safeconf_prediction_record_v1,GEARS::norman::seed2::single::SLC38A2+ctrl,SLC38A2+ctrl,norman::SLC38A2+ctrl,norman,gears_crispr_group,2,test,GEARS_single_heldout,SLC38A2+ctrl,GEARS,formal,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::norman::seed2::single::SLC38A2+ctrl::pred,GEARS::norman::seed2::single::SLC38A2+ctrl::true,0.0387614965438842,1.2355213710476762,,,332,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_2/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_2/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_2/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/norman_local_atlas/perturb_processed.h5ad,1.9512346982955933,0.015312462113797665,0.9791044776119403,1.5288352966308594,0.01087539829313755,1.797246585683326,5.808142489980444,-5.808142489980444
safeconf_prediction_record_v1,GEARS::norman::seed3::single::AHR+ctrl,AHR+ctrl,norman::AHR+ctrl,norman,gears_crispr_group,3,test,GEARS_single_heldout,AHR+ctrl,GEARS,formal,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::norman::seed3::single::AHR+ctrl::pred,GEARS::norman::seed3::single::AHR+ctrl::true,0.0415237620472908,0.4254673522988837,,,558,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_3/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_3/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_3/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/norman_local_atlas/perturb_processed.h5ad,3.0632214546203613,0.025373579934239388,0.9785074626865672,3.3020663261413574,0.02060128189623356,0.8914127490285837,6.326149473155099,-6.326149473155099
safeconf_prediction_record_v1,GEARS::norman::seed3::single::ATL1+ctrl,ATL1+ctrl,norman::ATL1+ctrl,norman,gears_crispr_group,3,test,GEARS_single_heldout,ATL1+ctrl,GEARS,formal,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::norman::seed3::single::ATL1+ctrl::pred,GEARS::norman::seed3::single::ATL1+ctrl::true,0.051996923983097,0.3572105232505639,,,379,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_3/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_3/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_3/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/norman_local_atlas/perturb_processed.h5ad,2.883371591567993,0.024115759879350662,0.9785074626865672,4.804206371307373,0.027934303507208824,0.7672271566628532,5.940171252720432,-5.940171252720432
safeconf_prediction_record_v1,GEARS::norman::seed3::single::CDKN1A+ctrl,CDKN1A+ctrl,norman::CDKN1A+ctrl,norman,gears_crispr_group,3,test,GEARS_single_heldout,CDKN1A+ctrl,GEARS,formal,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::norman::seed3::single::CDKN1A+ctrl::pred,GEARS::norman::seed3::single::CDKN1A+ctrl::true,0.0437543280422687,0.378654435302072,,,360,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_3/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_3/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_3/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/norman_local_atlas/perturb_processed.h5ad,3.1893529891967773,0.02670113556087017,0.9787064676616916,3.818859577178955,0.02272985130548477,0.8121855934358153,5.8888779583328805,-5.8888779583328805
safeconf_prediction_record_v1,GEARS::norman::seed3::single::CLDN6+ctrl,CLDN6+ctrl,norman::CLDN6+ctrl,norman,gears_crispr_group,3,test,GEARS_single_heldout,CLDN6+ctrl,GEARS,formal,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::norman::seed3::single::CLDN6+ctrl::pred,GEARS::norman::seed3::single::CLDN6+ctrl::true,0.0523627363145351,0.3687945284406114,,,670,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_3/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_3/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_3/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/norman_local_atlas/perturb_processed.h5ad,2.700002908706665,0.022052079439163208,0.9791044776119403,4.768942832946777,0.02570314332842827,0.77833791280589,6.508769136971682,-6.508769136971682
safeconf_prediction_record_v1,GEARS::norman::seed3::single::CNNM4+ctrl,CNNM4+ctrl,norman::CNNM4+ctrl,norman,gears_crispr_group,3,test,GEARS_single_heldout,CNNM4+ctrl,GEARS,formal,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::norman::seed3::single::CNNM4+ctrl::pred,GEARS::norman::seed3::single::CNNM4+ctrl::true,0.0414338745176792,0.5897229458587367,,,470,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_3/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_3/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_3/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/norman_local_atlas/perturb_processed.h5ad,2.643848419189453,0.021478071808815002,0.9791044776119403,2.7620322704315186,0.013573095202445984,1.063395258777048,6.154858094016418,-6.154858094016418
safeconf_prediction_record_v1,GEARS::norman::seed3::single::CSRNP1+ctrl,CSRNP1+ctrl,norman::CSRNP1+ctrl,norman,gears_crispr_group,3,test,GEARS_single_heldout,CSRNP1+ctrl,GEARS,formal,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::norman::seed3::single::CSRNP1+ctrl::pred,GEARS::norman::seed3::single::CSRNP1+ctrl::true,0.0668360739946365,1.4103017649172755,,,478,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_3/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_3/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_3/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/norman_local_atlas/perturb_processed.h5ad,3.8225646018981934,0.03343456983566284,0.9789054726368159,1.6401572227478027,0.011199599131941795,2.888639168143041,6.171700597410915,-6.171700597410915
safeconf_prediction_record_v1,GEARS::norman::seed3::single::HOXB9+ctrl,HOXB9+ctrl,norman::HOXB9+ctrl,norman,gears_crispr_group,3,test,GEARS_single_heldout,HOXB9+ctrl,GEARS,formal,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::norman::seed3::single::HOXB9+ctrl::pred,GEARS::norman::seed3::single::HOXB9+ctrl::true,0.0427171699702739,0.3989484836669573,,,701,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_3/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_3/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_3/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/norman_local_atlas/perturb_processed.h5ad,3.483503818511963,0.03002309612929821,0.9787064676616916,3.284755229949951,0.021165454760193825,0.9218651542823061,6.553933404025811,-6.553933404025811
safeconf_prediction_record_v1,GEARS::norman::seed3::single::MAP2K3+ctrl,MAP2K3+ctrl,norman::MAP2K3+ctrl,norman,gears_crispr_group,3,test,GEARS_single_heldout,MAP2K3+ctrl,GEARS,formal,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::norman::seed3::single::MAP2K3+ctrl::pred,GEARS::norman::seed3::single::MAP2K3+ctrl::true,0.0402420759201049,1.2571929742033918,,,579,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_3/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_3/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_3/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/norman_local_atlas/perturb_processed.h5ad,1.2442140579223633,0.009231227450072765,0.9787064676616916,2.266875743865967,0.014120031148195267,1.2584053554375352,6.363028103540465,-6.363028103540465
safeconf_prediction_record_v1,GEARS::norman::seed3::single::PTPN12+ctrl,PTPN12+ctrl,norman::PTPN12+ctrl,norman,gears_crispr_group,3,test,GEARS_single_heldout,PTPN12+ctrl,GEARS,formal,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::norman::seed3::single::PTPN12+ctrl::pred,GEARS::norman::seed3::single::PTPN12+ctrl::true,0.0406532660126686,0.4972531573644517,,,445,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_3/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_3/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_3/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/norman_local_atlas/perturb_processed.h5ad,2.8707096576690674,0.02442057430744171,0.9789054726368159,2.908411979675293,0.017088286578655243,0.9908489287165683,6.100318952020064,-6.100318952020064
safeconf_prediction_record_v1,GEARS::norman::seed3::single::PTPN9+ctrl,PTPN9+ctrl,norman::PTPN9+ctrl,norman,gears_crispr_group,3,test,GEARS_single_heldout,PTPN9+ctrl,GEARS,formal,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,mean_diff,gears_mean_expression_minus_ctrl_v1,raw_rmse,GEARS::norman::seed3::single::PTPN9+ctrl::pred,GEARS::norman::seed3::single::PTPN9+ctrl::true,0.035488836467266,0.4478910262761899,,,445,e25_gears_strict_remediation_v1,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_3/tables/PREDICTION_RECORDS.csv,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_3/arrays/gears_predicted_effects.npz,$SAFECONF_RUNTIME/outputs/gears_prediction_records_formal/norman/seed_3/arrays/gears_true_effects.npz,$YYF_DATA/gears_formal_baselines_v2/norman_local_atlas/perturb_processed.h5ad,2.8140087127685547,0.02345181815326214,0.9785074626865672,2.4613425731658936,0.015769867226481438,1.0220863897272716,6.100318952020064,-6.100318952020064
