manifest_id,evidence_role,gate,observed,required,passed
E81_r1_p50,formal_manifest,pseudo_test_effect_count,77,77,True
E81_r1_p50,formal_manifest,test_task_join_one_to_one,77,77,True
E81_r1_p50,formal_manifest,distance_rows_per_task,231,231,True
E81_r1_p50,formal_manifest,validation_or_test_conditions_in_primary_reference,0,0,True
E81_r1_p50,formal_manifest,all_explicit_train_conditions_preserved,24,24,True
E81_r1_p50,formal_manifest,reference_provenance_only_train,True,True,True
E81_r1_p50,formal_manifest,outcome_columns_absent_from_preoutcome_distance_stage,True,True,True
E81_r1_p50,formal_manifest,frozen_model_seed,20268401,20268401,True
E81_r1_p50,formal_manifest,frozen_train_task_set_sha256,8b589d3a967a8b05969092be948cabba5d1001e252d07d44ba3c66855c5d9248,8b589d3a967a8b05969092be948cabba5d1001e252d07d44ba3c66855c5d9248,True
E81_r1_p50,formal_manifest,frozen_validation_task_set_sha256,df15f1e1c58d0be0d49990b60358de3f89a8caeae9528d8075021b9a5e2f379f,df15f1e1c58d0be0d49990b60358de3f89a8caeae9528d8075021b9a5e2f379f,True
E81_r1_p50,formal_manifest,frozen_primary_reference_condition_sha256,7a2e1b938240f3e1ce5823f252d35d90c177ceae48d56436580a83600ba71619,7a2e1b938240f3e1ce5823f252d35d90c177ceae48d56436580a83600ba71619,True
E81_r2_p25,formal_manifest,strict_state_file_sha256,830a317f6cff5fc7496d894f2c6dbfc37c2041f6d3eea1e3cb015ef974b5a2bb,830a317f6cff5fc7496d894f2c6dbfc37c2041f6d3eea1e3cb015ef974b5a2bb,True
E81_r2_p25,formal_manifest,strict_load_missing_keys,0,0,True
E81_r2_p25,formal_manifest,strict_load_unexpected_keys,0,0,True
E81_r2_p25,formal_manifest,module_eval_mode,True,True,True
E81_r2_p25,formal_manifest,parameter_hash_unchanged_after_all_inference,1a9e12ec342c7022df580e0b685a4906d66a6942e5b34d76f09fb3641bf00c70,1a9e12ec342c7022df580e0b685a4906d66a6942e5b34d76f09fb3641bf00c70,True
E81_r2_p25,formal_manifest,pseudo_test_effect_max_abs_difference,4.76837158203125e-07,<= 1e-05,True
E81_r2_p25,formal_manifest,pseudo_test_effect_count,92,92,True
E81_r2_p25,formal_manifest,test_task_join_one_to_one,92,92,True
E81_r2_p25,formal_manifest,distance_rows_per_task,276,276,True
E81_r2_p25,formal_manifest,validation_or_test_conditions_in_primary_reference,0,0,True
E81_r2_p25,formal_manifest,all_explicit_train_conditions_preserved,10,10,True
E81_r2_p25,formal_manifest,reference_provenance_only_train,True,True,True
E81_r2_p25,formal_manifest,outcome_columns_absent_from_preoutcome_distance_stage,True,True,True
E81_r2_p25,formal_manifest,frozen_model_seed,20268402,20268402,True
E81_r2_p25,formal_manifest,frozen_train_task_set_sha256,cfbfab4d2fabfe76fdb29de9dd654bf5b172cd51614734bd4211f23b8a8a5742,cfbfab4d2fabfe76fdb29de9dd654bf5b172cd51614734bd4211f23b8a8a5742,True
E81_r2_p25,formal_manifest,frozen_validation_task_set_sha256,13237baf4fb44a0b9449fb1970f4a5ab7ea6110caa1983bb06c9872d96af5e92,13237baf4fb44a0b9449fb1970f4a5ab7ea6110caa1983bb06c9872d96af5e92,True
E81_r2_p25,formal_manifest,frozen_primary_reference_condition_sha256,7c615fbc1bb64f836c864210a8964087c6a2d72372d8f4c38de9e2236c2ad851,7c615fbc1bb64f836c864210a8964087c6a2d72372d8f4c38de9e2236c2ad851,True
E81_r2_p50,formal_manifest,strict_state_file_sha256,5b1c5e33ae174e234696069c7e1bd50e93d78361b52bf30dde42a54d6040ce62,5b1c5e33ae174e234696069c7e1bd50e93d78361b52bf30dde42a54d6040ce62,True
E81_r2_p50,formal_manifest,strict_load_missing_keys,0,0,True
E81_r2_p50,formal_manifest,strict_load_unexpected_keys,0,0,True
E81_r2_p50,formal_manifest,module_eval_mode,True,True,True
E81_r2_p50,formal_manifest,parameter_hash_unchanged_after_all_inference,240bf7b0b33b3a3f48f76c96fb680b3d320517703fb08a4c48976279d39c9434,240bf7b0b33b3a3f48f76c96fb680b3d320517703fb08a4c48976279d39c9434,True
E81_r2_p50,formal_manifest,pseudo_test_effect_max_abs_difference,9.5367431640625e-07,<= 1e-05,True
E81_r2_p50,formal_manifest,pseudo_test_effect_count,78,78,True
E81_r2_p50,formal_manifest,test_task_join_one_to_one,78,78,True
E81_r2_p50,formal_manifest,distance_rows_per_task,234,234,True
E81_r2_p50,formal_manifest,validation_or_test_conditions_in_primary_reference,0,0,True
E81_r2_p50,formal_manifest,all_explicit_train_conditions_preserved,23,23,True
E81_r2_p50,formal_manifest,reference_provenance_only_train,True,True,True
E81_r2_p50,formal_manifest,outcome_columns_absent_from_preoutcome_distance_stage,True,True,True
E81_r2_p50,formal_manifest,frozen_model_seed,20268403,20268403,True
E81_r2_p50,formal_manifest,frozen_train_task_set_sha256,655c92550bd8b0d954b8b5d2b2f36b2f291eb485e69821cdca5db1b06fe280f4,655c92550bd8b0d954b8b5d2b2f36b2f291eb485e69821cdca5db1b06fe280f4,True
E81_r2_p50,formal_manifest,frozen_validation_task_set_sha256,a0729c26a5cef44de03aed4812e93ab2807441911986f1ccd45605e6a5a75e27,a0729c26a5cef44de03aed4812e93ab2807441911986f1ccd45605e6a5a75e27,True
E81_r2_p50,formal_manifest,frozen_primary_reference_condition_sha256,56c915c4a5606abca62bba29495601fb17572dbc74c891046348b4eb92fa5c7b,56c915c4a5606abca62bba29495601fb17572dbc74c891046348b4eb92fa5c7b,True
E81_r2_p75,formal_manifest,strict_state_file_sha256,d33e6b3c8c9258c8c355cce6f8a9ef979b3317db86f5ade23d5673052aaafaea,d33e6b3c8c9258c8c355cce6f8a9ef979b3317db86f5ade23d5673052aaafaea,True
E81_r2_p75,formal_manifest,strict_load_missing_keys,0,0,True
E81_r2_p75,formal_manifest,strict_load_unexpected_keys,0,0,True
E81_r2_p75,formal_manifest,module_eval_mode,True,True,True
E81_r2_p75,formal_manifest,parameter_hash_unchanged_after_all_inference,f3c31157df1862a963388c1f1702f63ee9ebe4ece9efe8faccb398ac4d888bcd,f3c31157df1862a963388c1f1702f63ee9ebe4ece9efe8faccb398ac4d888bcd,True
E81_r2_p75,formal_manifest,pseudo_test_effect_max_abs_difference,4.76837158203125e-07,<= 1e-05,True
E81_r2_p75,formal_manifest,pseudo_test_effect_count,61,61,True
E81_r2_p75,formal_manifest,test_task_join_one_to_one,61,61,True
E81_r2_p75,formal_manifest,distance_rows_per_task,183,183,True
E81_r2_p75,formal_manifest,validation_or_test_conditions_in_primary_reference,0,0,True
E81_r2_p75,formal_manifest,all_explicit_train_conditions_preserved,37,37,True
E81_r2_p75,formal_manifest,reference_provenance_only_train,True,True,True
E81_r2_p75,formal_manifest,outcome_columns_absent_from_preoutcome_distance_stage,True,True,True
E81_r2_p75,formal_manifest,frozen_model_seed,20268404,20268404,True
E81_r2_p75,formal_manifest,frozen_train_task_set_sha256,8a87204a6ab060356ae24b370b2c8e9a30e952b886517706267b6b6ab9314c14,8a87204a6ab060356ae24b370b2c8e9a30e952b886517706267b6b6ab9314c14,True
E81_r2_p75,formal_manifest,frozen_validation_task_set_sha256,f3763d0c202dc39d80548f35a481f1112b0640936077c4a5a69f420174beaf25,f3763d0c202dc39d80548f35a481f1112b0640936077c4a5a69f420174beaf25,True
E81_r2_p75,formal_manifest,frozen_primary_reference_condition_sha256,5238b60c92e6ced301575abc0b90817e1a2f3dc97c062c0d5a5a3622ef0f2ebb,5238b60c92e6ced301575abc0b90817e1a2f3dc97c062c0d5a5a3622ef0f2ebb,True
E81_r3_p25,formal_manifest,strict_state_file_sha256,fd6aa4b87fc5fc84535dacc70ad7e362f598947691cc76e759ec094931be0f18,fd6aa4b87fc5fc84535dacc70ad7e362f598947691cc76e759ec094931be0f18,True
E81_r3_p25,formal_manifest,strict_load_missing_keys,0,0,True
E81_r3_p25,formal_manifest,strict_load_unexpected_keys,0,0,True
E81_r3_p25,formal_manifest,module_eval_mode,True,True,True
E81_r3_p25,formal_manifest,parameter_hash_unchanged_after_all_inference,1fe8568120d3573b2e72940da1e9ec2fee7dc42faffbe73432f257d0e9270775,1fe8568120d3573b2e72940da1e9ec2fee7dc42faffbe73432f257d0e9270775,True
E81_r3_p25,formal_manifest,pseudo_test_effect_max_abs_difference,4.76837158203125e-07,<= 1e-05,True
E81_r3_p25,formal_manifest,pseudo_test_effect_count,91,91,True
E81_r3_p25,formal_manifest,test_task_join_one_to_one,91,91,True
E81_r3_p25,formal_manifest,distance_rows_per_task,273,273,True
E81_r3_p25,formal_manifest,validation_or_test_conditions_in_primary_reference,0,0,True
E81_r3_p25,formal_manifest,all_explicit_train_conditions_preserved,11,11,True
E81_r3_p25,formal_manifest,reference_provenance_only_train,True,True,True
E81_r3_p25,formal_manifest,outcome_columns_absent_from_preoutcome_distance_stage,True,True,True
E81_r3_p25,formal_manifest,frozen_model_seed,20268405,20268405,True
E81_r3_p25,formal_manifest,frozen_train_task_set_sha256,9de5bd8e32edea21d104a722075b9149c3a3413bdd0efc18676f2894dddfb062,9de5bd8e32edea21d104a722075b9149c3a3413bdd0efc18676f2894dddfb062,True
E81_r3_p25,formal_manifest,frozen_validation_task_set_sha256,0b8e18e0d0808d719185ab7abbfe88d62bea332b143a183d66750493eddcd4e5,0b8e18e0d0808d719185ab7abbfe88d62bea332b143a183d66750493eddcd4e5,True
E81_r3_p25,formal_manifest,frozen_primary_reference_condition_sha256,bd84a1d6c04d0fc6a7e9b3a1471e5c1af0a55edebaf07774dae2641931c55e6e,bd84a1d6c04d0fc6a7e9b3a1471e5c1af0a55edebaf07774dae2641931c55e6e,True
E81_r3_p50,formal_manifest,strict_state_file_sha256,0710eee8153d534f72208e83f0db23a58b7ebe12a570f7e10fc008643f98b2e0,0710eee8153d534f72208e83f0db23a58b7ebe12a570f7e10fc008643f98b2e0,True
E81_r3_p50,formal_manifest,strict_load_missing_keys,0,0,True
E81_r3_p50,formal_manifest,strict_load_unexpected_keys,0,0,True
E81_r3_p50,formal_manifest,module_eval_mode,True,True,True
E81_r3_p50,formal_manifest,parameter_hash_unchanged_after_all_inference,1156be1625198e41ab0844092d445971a19546e166f832b21aa8bbe2e060aed0,1156be1625198e41ab0844092d445971a19546e166f832b21aa8bbe2e060aed0,True
E81_r3_p50,formal_manifest,pseudo_test_effect_max_abs_difference,9.5367431640625e-07,<= 1e-05,True
E81_r3_p50,formal_manifest,pseudo_test_effect_count,79,79,True
E81_r3_p50,formal_manifest,test_task_join_one_to_one,79,79,True
E81_r3_p50,formal_manifest,distance_rows_per_task,237,237,True
E81_r3_p50,formal_manifest,validation_or_test_conditions_in_primary_reference,0,0,True
E81_r3_p50,formal_manifest,all_explicit_train_conditions_preserved,22,22,True
E81_r3_p50,formal_manifest,reference_provenance_only_train,True,True,True
E81_r3_p50,formal_manifest,outcome_columns_absent_from_preoutcome_distance_stage,True,True,True
E81_r3_p50,formal_manifest,frozen_model_seed,20268406,20268406,True
E81_r3_p50,formal_manifest,frozen_train_task_set_sha256,248baa283efdf846f2ba2f62f6886737fdbeed055a12d30a36227b0be7c1484e,248baa283efdf846f2ba2f62f6886737fdbeed055a12d30a36227b0be7c1484e,True
E81_r3_p50,formal_manifest,frozen_validation_task_set_sha256,20e80b2c335d32fc91659aa4bb5b6f5ecfd0ffd045f18a85ebab92930e8912c7,20e80b2c335d32fc91659aa4bb5b6f5ecfd0ffd045f18a85ebab92930e8912c7,True
E81_r3_p50,formal_manifest,frozen_primary_reference_condition_sha256,dfcce1110a3761b25536e3f0e6c8aedd31302f2e8aeb5d6cdbf7a9a3c65bd9c1,dfcce1110a3761b25536e3f0e6c8aedd31302f2e8aeb5d6cdbf7a9a3c65bd9c1,True
E81_r3_p75,formal_manifest,strict_state_file_sha256,f45131b07e593da1dfd19fd36fc87c1e92f9c834bb265ac70525438241208f7b,f45131b07e593da1dfd19fd36fc87c1e92f9c834bb265ac70525438241208f7b,True
E81_r3_p75,formal_manifest,strict_load_missing_keys,0,0,True
E81_r3_p75,formal_manifest,strict_load_unexpected_keys,0,0,True
E81_r3_p75,formal_manifest,module_eval_mode,True,True,True
E81_r3_p75,formal_manifest,parameter_hash_unchanged_after_all_inference,6f0a66543c6ef83abe7254b90b0fb8f8da207cc1d988d609dc40f07823a7ebe9,6f0a66543c6ef83abe7254b90b0fb8f8da207cc1d988d609dc40f07823a7ebe9,True
E81_r3_p75,formal_manifest,pseudo_test_effect_max_abs_difference,7.152557373046875e-07,<= 1e-05,True
E81_r3_p75,formal_manifest,pseudo_test_effect_count,60,60,True
E81_r3_p75,formal_manifest,test_task_join_one_to_one,60,60,True
E81_r3_p75,formal_manifest,distance_rows_per_task,180,180,True
E81_r3_p75,formal_manifest,validation_or_test_conditions_in_primary_reference,0,0,True
E81_r3_p75,formal_manifest,all_explicit_train_conditions_preserved,37,37,True
E81_r3_p75,formal_manifest,reference_provenance_only_train,True,True,True
E81_r3_p75,formal_manifest,outcome_columns_absent_from_preoutcome_distance_stage,True,True,True
E81_r3_p75,formal_manifest,frozen_model_seed,20268407,20268407,True
E81_r3_p75,formal_manifest,frozen_train_task_set_sha256,af18f803a8c1f734abf13f1c3ecda4bf831251f092e050fe45bf4a927eb4da7f,af18f803a8c1f734abf13f1c3ecda4bf831251f092e050fe45bf4a927eb4da7f,True
E81_r3_p75,formal_manifest,frozen_validation_task_set_sha256,ea14218d7e52e9cada17305bd95ce32d2646493901b4ef5acd598e0343cf3d76,ea14218d7e52e9cada17305bd95ce32d2646493901b4ef5acd598e0343cf3d76,True
E81_r3_p75,formal_manifest,frozen_primary_reference_condition_sha256,434345dee6a3eeca53cf351a642c69fb1b020a4a2041583d4768d950a6ea9419,434345dee6a3eeca53cf351a642c69fb1b020a4a2041583d4768d950a6ea9419,True
