artifact_scope,artifact_role,path,bytes,expected_sha256,observed_sha256,hash_locked,hash_match
input,E81_r2_p50::predict_status,/home/yyf/proj/docs/实验结果/E84_cpa_rdkit_cartesian_formal_20260712/manifests/E81_r2_p50/PREDICT_STATUS.json,924,,f77ca428600dc295c9bafd69f08638009e017590822147dd376478efa6482de8,False,
input,E81_r2_p50::run_status,/home/yyf/proj/docs/实验结果/E84_cpa_rdkit_cartesian_formal_20260712/manifests/E81_r2_p50/RUN_STATUS.json,337,,ee909975c04422bfc8ef32f3ca57970dc30f3c1bfd575b0d83044bc5900c40d6,False,
input,E81_r2_p75::cpa_state,/home/yyf/proj/docs/实验结果/E84_cpa_rdkit_cartesian_formal_20260712/manifests/E81_r2_p75/raw_cpa/cpa_rdkit_state.pt,2085470,d33e6b3c8c9258c8c355cce6f8a9ef979b3317db86f5ade23d5673052aaafaea,d33e6b3c8c9258c8c355cce6f8a9ef979b3317db86f5ade23d5673052aaafaea,True,True
input,E81_r2_p75::prediction_manifest,/home/yyf/proj/docs/实验结果/E84_cpa_rdkit_cartesian_formal_20260712/manifests/E81_r2_p75/tables/E83_PREDICTION_MANIFEST.csv,11672,,6b54213b664c3d61aea9277ce51f94718fb5e54763f17f80bfdb81704129743e,False,
input,E81_r2_p75::prediction_array,/home/yyf/proj/docs/实验结果/E84_cpa_rdkit_cartesian_formal_20260712/manifests/E81_r2_p75/arrays/E83_CPA_PREDICTED_EFFECTS.npz,247221,,f6e5b8d66a5e32c672f2030eb4aa9ce90af9490542a892a0bd43931f894bf4cd,False,
input,E81_r2_p75::task_scores,/home/yyf/proj/docs/实验结果/E84_cpa_rdkit_cartesian_formal_20260712/manifests/E81_r2_p75/tables/E83_TASK_SCORES.csv,22914,,039db6f0d15b3068db0098e0a3ef37f0188e0ab7cbaf809972d644acbbc68cd1,False,
input,E81_r2_p75::predict_status,/home/yyf/proj/docs/实验结果/E84_cpa_rdkit_cartesian_formal_20260712/manifests/E81_r2_p75/PREDICT_STATUS.json,924,,fad39212398c2ca8fd68bb8149074b7e4c4fe03b010f61e7b5c927cbd020775b,False,
input,E81_r2_p75::run_status,/home/yyf/proj/docs/实验结果/E84_cpa_rdkit_cartesian_formal_20260712/manifests/E81_r2_p75/RUN_STATUS.json,337,,31e6f37c407600ce088011247b74b40399e37534bb52dbda96617a50b3802af3,False,
input,E81_r3_p25::cpa_state,/home/yyf/proj/docs/实验结果/E84_cpa_rdkit_cartesian_formal_20260712/manifests/E81_r3_p25/raw_cpa/cpa_rdkit_state.pt,2085470,fd6aa4b87fc5fc84535dacc70ad7e362f598947691cc76e759ec094931be0f18,fd6aa4b87fc5fc84535dacc70ad7e362f598947691cc76e759ec094931be0f18,True,True
input,E81_r3_p25::prediction_manifest,/home/yyf/proj/docs/实验结果/E84_cpa_rdkit_cartesian_formal_20260712/manifests/E81_r3_p25/tables/E83_PREDICTION_MANIFEST.csv,17109,,be3cfa91b26e4ca758a7b41e28c5be49c7642269aebc3ac5a838d3d137773e02,False,
input,E81_r3_p25::prediction_array,/home/yyf/proj/docs/实验结果/E84_cpa_rdkit_cartesian_formal_20260712/manifests/E81_r3_p25/arrays/E83_CPA_PREDICTED_EFFECTS.npz,368966,,b5cf107ecb40cf7d91644ea160613c92e8fea1f69f0c43ad2671d29a2bf34930,False,
input,E81_r3_p25::task_scores,/home/yyf/proj/docs/实验结果/E84_cpa_rdkit_cartesian_formal_20260712/manifests/E81_r3_p25/tables/E83_TASK_SCORES.csv,33746,,cf972d5feb5e88662961af0f4e1ec19666cae0b99a9d347a9a51b91b1f844cd5,False,
input,E81_r3_p25::predict_status,/home/yyf/proj/docs/实验结果/E84_cpa_rdkit_cartesian_formal_20260712/manifests/E81_r3_p25/PREDICT_STATUS.json,923,,1370da6f730fdfd5729186b5264916bbda96ef0bbcdc3e1248c685667477491b,False,
input,E81_r3_p25::run_status,/home/yyf/proj/docs/实验结果/E84_cpa_rdkit_cartesian_formal_20260712/manifests/E81_r3_p25/RUN_STATUS.json,337,,9fdb65b7ff5b41bd886cb64b71d1a8faa9145e451bdf6da6a96f20ec5ca9e809,False,
input,E81_r3_p50::cpa_state,/home/yyf/proj/docs/实验结果/E84_cpa_rdkit_cartesian_formal_20260712/manifests/E81_r3_p50/raw_cpa/cpa_rdkit_state.pt,2085470,0710eee8153d534f72208e83f0db23a58b7ebe12a570f7e10fc008643f98b2e0,0710eee8153d534f72208e83f0db23a58b7ebe12a570f7e10fc008643f98b2e0,True,True
input,E81_r3_p50::prediction_manifest,/home/yyf/proj/docs/实验结果/E84_cpa_rdkit_cartesian_formal_20260712/manifests/E81_r3_p50/tables/E83_PREDICTION_MANIFEST.csv,14923,,35baab1ceaa1b79e539d3b28653876d5a7784a7ee7fcb54cb5ba726c2da591ff,False,
input,E81_r3_p50::prediction_array,/home/yyf/proj/docs/实验结果/E84_cpa_rdkit_cartesian_formal_20260712/manifests/E81_r3_p50/arrays/E83_CPA_PREDICTED_EFFECTS.npz,320033,,39bdcdd5caaa1f70e7b0cb4a290261df5aade6ae49046fa66aa0c105163566dc,False,
input,E81_r3_p50::task_scores,/home/yyf/proj/docs/实验结果/E84_cpa_rdkit_cartesian_formal_20260712/manifests/E81_r3_p50/tables/E83_TASK_SCORES.csv,29415,,74521a7872798ca884354a24cfe4fd687395d679c775c10c4e7fd548c0d9f83e,False,
input,E81_r3_p50::predict_status,/home/yyf/proj/docs/实验结果/E84_cpa_rdkit_cartesian_formal_20260712/manifests/E81_r3_p50/PREDICT_STATUS.json,924,,33ce2913f5fbad6eca2ab4c8aca68cd6541146fad96700b43290bced17e1a3ef,False,
input,E81_r3_p50::run_status,/home/yyf/proj/docs/实验结果/E84_cpa_rdkit_cartesian_formal_20260712/manifests/E81_r3_p50/RUN_STATUS.json,337,,f93de8bc0007d5e127f76bb70b10cf6e4f941d2b59511fa597846c49915fe3c4,False,
input,E81_r3_p75::cpa_state,/home/yyf/proj/docs/实验结果/E84_cpa_rdkit_cartesian_formal_20260712/manifests/E81_r3_p75/raw_cpa/cpa_rdkit_state.pt,2085470,f45131b07e593da1dfd19fd36fc87c1e92f9c834bb265ac70525438241208f7b,f45131b07e593da1dfd19fd36fc87c1e92f9c834bb265ac70525438241208f7b,True,True
input,E81_r3_p75::prediction_manifest,/home/yyf/proj/docs/实验结果/E84_cpa_rdkit_cartesian_formal_20260712/manifests/E81_r3_p75/tables/E83_PREDICTION_MANIFEST.csv,11391,,05421ce0da3be3b0b6c188be4f242f38885df09eaebfb1c12133cb5ee65b1b5a,False,
input,E81_r3_p75::prediction_array,/home/yyf/proj/docs/实验结果/E84_cpa_rdkit_cartesian_formal_20260712/manifests/E81_r3_p75/arrays/E83_CPA_PREDICTED_EFFECTS.npz,242674,,3e0327ae76caaa20495b12c669ed3e64172dc358d25f88965c1be102c37bb848,False,
input,E81_r3_p75::task_scores,/home/yyf/proj/docs/实验结果/E84_cpa_rdkit_cartesian_formal_20260712/manifests/E81_r3_p75/tables/E83_TASK_SCORES.csv,22487,,dc7063ad5c81b8bee0b14635941fc115d32281e8574e99b7eda076b0a4ec55e1,False,
input,E81_r3_p75::predict_status,/home/yyf/proj/docs/实验结果/E84_cpa_rdkit_cartesian_formal_20260712/manifests/E81_r3_p75/PREDICT_STATUS.json,924,,ea287f1a6f20083d0ec1328bb7c1c1269d6948dafb79e39f904ebd8668a9ba40,False,
input,E81_r3_p75::run_status,/home/yyf/proj/docs/实验结果/E84_cpa_rdkit_cartesian_formal_20260712/manifests/E81_r3_p75/RUN_STATUS.json,337,,d519d289cb8ce72c55c50421af24ba7a307b31ec3fe7ed3d92f0a7bf67f63191,False,
input,frozen_artifact_set_aggregate,E84/E94 required artifact set (path + SHA-256),21965476,871d2a85df9d8f5685b9fd22bab8939c08e37e7448f9715cd731bb4b9a222592,871d2a85df9d8f5685b9fd22bab8939c08e37e7448f9715cd731bb4b9a222592,True,True
output,generated_e196_artifact,docs/实验结果/E196_cpa_native_support_distance_20260730/E196_STATUS.json,1606,,bb95fdba86082ad46c61c270fa338d07b4fb18b6cae490cffcb6c79cef659ec6,False,
output,generated_e196_artifact,docs/实验结果/E196_cpa_native_support_distance_20260730/figures/E196_cpa_native_support_distance.pdf,30684,,618897efb30bd045750670b9d6b67084efe1e05439a462cb4028a9ee413b2358,False,
output,generated_e196_artifact,docs/实验结果/E196_cpa_native_support_distance_20260730/figures/E196_cpa_native_support_distance.png,384639,,f2e5cc95f60539c8f480862cb601d6564036032b07918c14b82e4d8d7819d0b5,False,
output,generated_e196_artifact,docs/实验结果/E196_cpa_native_support_distance_20260730/reports/E196_INTERPRETATION.md,1351,,448961c172e33c363b72a12b384906a9dd699b143e5273802890611680696ea5,False,
output,generated_e196_artifact,docs/实验结果/E196_cpa_native_support_distance_20260730/reports/E196_REPORT.md,3390,,a1e531f390ec2a70134b45dcc3737fc11df7cf57dd64855ad7e349381982b0d9,False,
output,generated_e196_artifact,docs/实验结果/E196_cpa_native_support_distance_20260730/reports/RUN_RECORD.md,1503,,f8166edb06d79da2e35bb6f9de1d1b90087df3f80b16a2b8d2267e7abf1c18d6,False,
output,generated_e196_artifact,docs/实验结果/E196_cpa_native_support_distance_20260730/tables/E196_ASSOCIATION.csv,104573,,1912d8456b6fe3c8585cf81b005a1d583dc3b22dea3b3015ee8bd31fe4017451,False,
output,generated_e196_artifact,docs/实验结果/E196_cpa_native_support_distance_20260730/tables/E196_DYNAMIC_RANGE_AUDIT.csv,17595,,8c17e5adb903ddaca372b056cd107304a915aceef0ab9f9c268f7651f97192c0,False,
output,generated_e196_artifact,docs/实验结果/E196_cpa_native_support_distance_20260730/tables/E196_INVARIANT_AUDIT.csv,16882,,d69deaed4fbd0071d9d33c6d50cdc5d5772417bd5cbf98b817cbe47eb61eb100,False,
output,generated_e196_artifact,docs/实验结果/E196_cpa_native_support_distance_20260730/tables/E196_PAIRED_DELTAS.csv,179805,,59291ea0b4feef720610dafc94d53bcb170257d4b5ac9ce0c85b42103ad05097,False,
output,generated_e196_artifact,docs/实验结果/E196_cpa_native_support_distance_20260730/tables/E196_PREOUTCOME_PROVENANCE.json,549,,0138824096ff7acf850580d623e488bf268c8e9b2ce4616cf0f287e715bd16d9,False,
output,generated_e196_artifact,docs/实验结果/E196_cpa_native_support_distance_20260730/tables/E196_PREOUTCOME_REFERENCE_CONDITIONS.csv,133250,,e94baf408a490b9e982a77cbafb4b160336b2ae20f6a1a5dd34597339f4e0bad,False,
output,generated_e196_artifact,docs/实验结果/E196_cpa_native_support_distance_20260730/tables/E196_PREOUTCOME_TASK_DISTANCES.csv,1034343,,30d155ff9c60b4b5fc2635b0c8dba983833f6d43fa3d906f838680f4fd2b7c2e,False,
output,generated_e196_artifact,docs/实验结果/E196_cpa_native_support_distance_20260730/tables/E196_QUADRANT_SUMMARY.csv,231075,,39c6f48401ec71920b39baa261f8eec17795831f70146e040252b6107631a904,False,
output,generated_e196_artifact,docs/实验结果/E196_cpa_native_support_distance_20260730/tables/E196_REFERENCE_CONDITIONS.csv,133250,,e94baf408a490b9e982a77cbafb4b160336b2ae20f6a1a5dd34597339f4e0bad,False,
output,generated_e196_artifact,docs/实验结果/E196_cpa_native_support_distance_20260730/tables/E196_RISK_COVERAGE.csv,1187363,,f0a725d5d4ef3013760b51ce55ce5f53a87d04b5fcb156de16cd69194b45b21a,False,
output,generated_e196_artifact,docs/实验结果/E196_cpa_native_support_distance_20260730/tables/E196_ROUTING_METRICS.csv,462750,,c2c612296ce348e4b69ad68522c46a99b90c3fecae268bd9315a210cbd28675c,False,
output,generated_e196_artifact,docs/实验结果/E196_cpa_native_support_distance_20260730/tables/E196_RUNTIME_ENVIRONMENT.csv,1105,,5f9dbd6dd36d91d8bd870b7fe9d366a4df601afd2ce59342fd4634c62bd67e12,False,
output,generated_e196_artifact,docs/实验结果/E196_cpa_native_support_distance_20260730/tables/E196_TASK_DISTANCES.csv,1161706,,9063d59378890beeef26009eeb055216f1c82720a5e18360d7c631aab6fa97dd,False,
