dataset_name,task_gene,task_group,n_records,seed_ids,is_repeat_ge2,is_repeat_ge3,gene_panel_id,gene_order_hash,normalization_id,true_max_abs_diff_across_records,seed_rmse_mean,seed_rmse_std,seed_rmse_min,seed_rmse_max,seed_pairwise_pred_rmse_mean,seed_disagreement_rmse,true_l2_mean,pred_l2_mean
norman,CBL,norman::CBL,1,1,False,False,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,gears_mean_expression_minus_ctrl_v1,0.0,0.07142484188079834,0.0,0.07142484188079834,0.07142484188079834,,,2.6696548461914062,4.1397175788879395
norman,CDKN1A,norman::CDKN1A,1,3,False,False,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,gears_mean_expression_minus_ctrl_v1,0.0,0.04375432804226875,0.0,0.04375432804226875,0.04375432804226875,,,3.818859577178955,3.1893529891967773
norman,CDKN1C,norman::CDKN1C,1,1,False,False,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,gears_mean_expression_minus_ctrl_v1,0.0,0.06935375183820724,0.0,0.06935375183820724,0.06935375183820724,,,4.062132835388184,3.610428810119629
norman,CEBPE,norman::CEBPE,1,2,False,False,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,gears_mean_expression_minus_ctrl_v1,0.0,0.06737635284662247,0.0,0.06737635284662247,0.06737635284662247,,,6.429186820983887,3.238741397857666
norman,CELF2,norman::CELF2,1,1,False,False,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,gears_mean_expression_minus_ctrl_v1,0.0,0.0490056611597538,0.0,0.0490056611597538,0.0490056611597538,,,2.481374502182007,4.196183681488037
norman,CLDN6,norman::CLDN6,1,3,False,False,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,gears_mean_expression_minus_ctrl_v1,0.0,0.05236273631453514,0.0,0.05236273631453514,0.05236273631453514,,,4.768942832946777,2.700002908706665
norman,CNNM4,norman::CNNM4,1,3,False,False,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,gears_mean_expression_minus_ctrl_v1,0.0,0.041433874517679214,0.0,0.041433874517679214,0.041433874517679214,,,2.7620322704315186,2.643848419189453
norman,COL1A1,norman::COL1A1,1,2,False,False,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,gears_mean_expression_minus_ctrl_v1,0.0,0.07023101300001144,0.0,0.07023101300001144,0.07023101300001144,,,5.088325500488281,1.909579873085022
norman,CSRNP1,norman::CSRNP1,1,3,False,False,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,gears_mean_expression_minus_ctrl_v1,0.0,0.06683607399463654,0.0,0.06683607399463654,0.06683607399463654,,,1.6401572227478027,3.8225646018981934
norman,FOXL2,norman::FOXL2,1,2,False,False,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,gears_mean_expression_minus_ctrl_v1,0.0,0.0411100909113884,0.0,0.0411100909113884,0.0411100909113884,,,3.3973042964935303,2.1578469276428223
norman,HES7,norman::HES7,1,1,False,False,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,gears_mean_expression_minus_ctrl_v1,0.0,0.08813434839248657,0.0,0.08813434839248657,0.08813434839248657,,,7.368902206420898,5.079013347625732
norman,HOXA13,norman::HOXA13,1,2,False,False,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,gears_mean_expression_minus_ctrl_v1,0.0,0.07748879492282867,0.0,0.07748879492282867,0.07748879492282867,,,6.412664890289307,2.207099676132202
norman,HOXB9,norman::HOXB9,1,3,False,False,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,gears_mean_expression_minus_ctrl_v1,0.0,0.04271716997027397,0.0,0.04271716997027397,0.04271716997027397,,,3.284755229949951,3.483503818511963
norman,IER5L,norman::IER5L,1,2,False,False,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,gears_mean_expression_minus_ctrl_v1,0.0,0.046357955783605576,0.0,0.046357955783605576,0.046357955783605576,,,3.998727321624756,1.9034725427627563
norman,KIF18B,norman::KIF18B,1,2,False,False,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,gears_mean_expression_minus_ctrl_v1,0.0,0.030096378177404404,0.0,0.030096378177404404,0.030096378177404404,,,1.9078786373138428,1.618381142616272
norman,MAP2K3,norman::MAP2K3,1,3,False,False,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,gears_mean_expression_minus_ctrl_v1,0.0,0.04024207592010498,0.0,0.04024207592010498,0.04024207592010498,,,2.266875743865967,1.2442140579223633
norman,NCL,norman::NCL,1,1,False,False,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,gears_mean_expression_minus_ctrl_v1,0.0,0.0630299299955368,0.0,0.0630299299955368,0.0630299299955368,,,1.8213461637496948,4.307242393493652
norman,PTPN12,norman::PTPN12,3,"1,2,3",True,True,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,gears_mean_expression_minus_ctrl_v1,0.0,0.04626269514362017,0.012281349187525754,0.03483195975422859,0.06330285966396332,0.033306095749139786,0.01986754685640335,2.908411979675293,2.722533941268921
norman,PTPN9,norman::PTPN9,1,3,False,False,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,gears_mean_expression_minus_ctrl_v1,0.0,0.03548883646726608,0.0,0.03548883646726608,0.03548883646726608,,,2.4613425731658936,2.8140087127685547
norman,RHOXF2,norman::RHOXF2,2,"1,2",True,False,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,gears_mean_expression_minus_ctrl_v1,0.0,0.07530179619789124,0.013825684785842896,0.06147611141204834,0.08912748098373413,0.0625772550702095,0.03128862753510475,4.750614643096924,3.4128103256225586
norman,SAMD1,norman::SAMD1,1,1,False,False,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,gears_mean_expression_minus_ctrl_v1,0.0,0.06549052149057388,0.0,0.06549052149057388,0.06549052149057388,,,3.623664379119873,4.022205829620361
norman,SLC38A2,norman::SLC38A2,1,2,False,False,gears::norman::single::n_genes_5025,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,gears_mean_expression_minus_ctrl_v1,0.0,0.03876149654388428,0.0,0.03876149654388428,0.03876149654388428,,,1.5288352966308594,1.9512346982955933
