level,dataset_name,dataset_family,predictor_name,score_name,score_type,n,raw_spearman,normalized_rmse_spearman,magnitude_l2_baseline_rho,magnitude_abs_mean_baseline_rho,magnitude_l2_vs_normalized_rmse_rho,partial_rho_control_magnitude,partial_rho_control_l2_normalized_rmse,within_perturbation_n_strata,within_perturbation_mean_rho,within_perturbation_weighted_rho,within_context_n_strata,within_context_mean_rho,within_context_weighted_rho,rho_minus_magnitude_l2
dataset_predictor_score,CuiHacohen2023,gene_main,ContextSimBaseline,protocol_v0_2_family_confidence,confidence,1253,0.4202213386986143,0.08677514762832651,0.7301720897895864,0.7204576177087552,-0.4764652944585928,0.2894908381737697,0.286375979757903,86,0.37165857398415536,0.3724950229339694,15,0.17806687678416705,0.17665583340279817,-0.3099507510909721
dataset_predictor_score,CuiHacohen2023,gene_main,V0StrongBaseline,protocol_v0_2_family_confidence,confidence,1253,0.47023642943561256,0.1319215831650156,0.7423327386789552,0.7037274321685127,-0.47128314915932357,0.3678580210269278,0.337498977592438,86,0.3901226680296448,0.3907501118195451,15,0.3144379181921605,0.3168600862607821,-0.27209630924334266
dataset_predictor_score,CuiHacohen2023,gene_main,ContextSimBaseline,protocol_v0_2_with_stability_confidence,confidence,1253,0.3442767884310637,0.24015779131780537,0.7301720897895864,0.7204576177087552,-0.4764652944585928,0.3325937542518891,0.3673180477824802,86,0.3494409660107335,0.3504650377555405,15,0.03709249844704019,0.038406782375971164,-0.3858953013585227
dataset_predictor_score,CuiHacohen2023,gene_main,V0StrongBaseline,protocol_v0_2_with_stability_confidence,confidence,1253,0.3770077179734929,0.26747470927532613,0.7423327386789552,0.7037274321685127,-0.47128314915932357,0.3856594088498214,0.39657670826296615,86,0.37138704318936877,0.3721698692369083,15,0.1558184060694326,0.1600791999490249,-0.3653250207054623
dataset_predictor_score,CuiHacohen2023,gene_main,ContextSimBaseline,random_score,confidence,2506,0.01889253034565492,0.020284545456619445,0.7301720897895863,0.7204576177087549,-0.47646529445859276,0.013912101937849022,0.03004180683351185,86,0.05713966266291848,0.05772716907992248,15,-0.0012057340279583207,-0.0022495728875578575,-0.7112795594439313
dataset_predictor_score,CuiHacohen2023,gene_main,V0StrongBaseline,random_score,confidence,2506,-0.006815286463350882,-0.005990776759193866,0.7423327386789551,0.7037274321685127,-0.4712831491593235,-0.014691795433872818,-0.004612398642659058,86,0.006372987477638644,0.008352043008866628,15,-0.025753511974797805,-0.02981052063627053,-0.7491480251423059
dataset_predictor_score,CuiHacohen2023,gene_main,ContextSimBaseline,simple_combined_confidence,confidence,1253,0.4473495538188972,0.11795152813064291,0.7301720897895864,0.7204576177087552,-0.4764652944585928,0.3304092514300066,0.32444769204841845,86,0.41491502683363146,0.41616406339071943,15,0.16424187048303007,0.16454752199179942,-0.2828225359706892
dataset_predictor_score,CuiHacohen2023,gene_main,V0StrongBaseline,simple_combined_confidence,confidence,1253,0.5207644307711663,0.17066560928824706,0.7423327386789552,0.7037274321685127,-0.47128314915932357,0.43689442134101897,0.39118454171554795,86,0.3792614362381805,0.37915069766626036,15,0.38461310806001275,0.39068751482551484,-0.22156830790778892
dataset_predictor_score,CuiHacohen2023,gene_main,ContextSimBaseline,support_count_score,confidence,1253,0.023458310534867032,0.0481154408776715,0.7301720897895864,0.7204576177087552,-0.4764652944585928,0.04972318128108946,0.04692950813636524,86,0.04374984892326227,0.04434702648741526,15,0.02650845714262589,0.024835703847519812,-0.7067137792547193
dataset_predictor_score,CuiHacohen2023,gene_main,V0StrongBaseline,support_count_score,confidence,1253,0.04881783098569034,0.07951792088864776,0.7423327386789552,0.7037274321685127,-0.47128314915932357,0.08881862079452908,0.0824738600832785,86,0.09247021104503128,0.09228803921640717,15,0.05475749686345458,0.05375203117269435,-0.6935149076932648
dataset_predictor_score,Frangieh,gene_main,ContextSimBaseline,context_similarity_score,confidence,633,0.20208420004723013,-0.39800612993326673,0.7926979925303024,0.7921591560787568,-0.38728339862072303,-0.2710929880649725,-0.27428912418966006,211,0.3972413776664329,0.39724137766643286,0,,,-0.5906137924830722
dataset_predictor_score,Frangieh,gene_main,V0StrongBaseline,context_similarity_score,confidence,633,0.24868505768570162,-0.39653896145134515,0.8434842781316608,0.8425972729748433,-0.3435115298369269,-0.2575309049862709,-0.29049023266582225,211,0.4555868237918137,0.4555868237918137,0,,,-0.5947992204459592
dataset_predictor_score,Frangieh,gene_main,ContextSimBaseline,historical_residual_risk,risk,1266,0.09186505904875894,-0.20414118374690157,0.7926979925303025,0.792159156078757,-0.3872833986207231,-0.026053249910646142,-0.16593707161625668,211,-0.48899011628549666,-0.48899011628549666,3,0.1867998623961438,0.18679986239614385,-0.7008329334815435
dataset_predictor_score,Frangieh,gene_main,V0StrongBaseline,historical_residual_risk,risk,1266,0.10217266750917324,-0.17864033772962298,0.8434842781316609,0.8425972729748433,-0.34351152983692695,-0.023152861169330564,-0.14187902790353626,211,-0.46262908393245844,-0.4626290839324584,3,0.2156961959442039,0.21569619594420392,-0.7413116106224877
dataset_predictor_score,Frangieh,gene_main,ContextSimBaseline,learned_risk_score,risk,633,0.9119101316246507,0.20155253699324296,0.7926979925303024,0.7921591560787568,-0.38728339862072303,0.8375271784645165,0.6811725719693581,211,0.5495473112412528,0.5495473112412528,3,0.8953793799705404,0.8953793799705403,0.11921213909434836
dataset_predictor_score,Frangieh,gene_main,V0StrongBaseline,learned_risk_score,risk,633,0.8064448289704109,0.203058830815504,0.8434842781316608,0.8425972729748433,-0.3435115298369269,0.7025802516312731,0.5419186966750162,211,0.5023696682464455,0.5023696682464455,3,0.8012966540072827,0.8012966540072827,-0.037039449161249904
dataset_predictor_score,Frangieh,gene_main,ContextSimBaseline,model_disagreement_risk,risk,1266,0.9051565995507936,0.4277959445299109,0.7926979925303025,0.792159156078757,-0.3872833986207231,0.9215947634579373,0.8321192876973527,211,0.6406944714666977,0.6406944714666977,3,0.9359627495816353,0.9359627495816352,0.11245860702049115
dataset_predictor_score,Frangieh,gene_main,V0StrongBaseline,model_disagreement_risk,risk,1266,0.8660210598907321,0.46192657633609535,0.8434842781316609,0.8425972729748433,-0.34351152983692695,0.8964348734669545,0.8297154276299358,211,0.5355450236966824,0.5355450236966824,3,0.9119939704398257,0.9119939704398257,0.022536781759071145
dataset_predictor_score,Frangieh,gene_main,ContextSimBaseline,ood_distance_risk,risk,633,-0.3186838655550626,-0.6533631326737999,0.7926979925303024,0.7921591560787568,-0.38728339862072303,-0.5874940969582544,-0.6888213198510673,211,-0.34220744723194335,-0.34220744723194335,3,-0.39100489683559037,-0.39100489683559037,-1.111381858085365
dataset_predictor_score,Frangieh,gene_main,V0StrongBaseline,ood_distance_risk,risk,633,-0.25842276769947414,-0.6457732943489074,0.8434842781316608,0.8425972729748433,-0.3435115298369269,-0.5590838900209951,-0.6704209220667762,211,-0.2951087639451712,-0.2951087639451712,3,-0.34812500821199804,-0.34812500821199815,-1.101907045831135
dataset_predictor_score,Frangieh,gene_main,ContextSimBaseline,prediction_magnitude_risk,risk,633,-0.15869078607615372,-0.3893063126012819,0.7926979925303024,0.7921591560787568,-0.38728339862072303,-0.5263560871399706,-0.34640338138291293,211,-0.168914768489941,-0.16891476848994097,3,-0.23675860042666808,-0.23675860042666805,-0.9513887786064561
dataset_predictor_score,Frangieh,gene_main,V0StrongBaseline,prediction_magnitude_risk,risk,633,-0.4835483442412699,-0.4593253159068771,0.8434842781316608,0.8425972729748433,-0.3435115298369269,-0.7215004186540944,-0.5355417241158849,211,-0.08056872037914692,-0.08056872037914692,3,-0.5879604672057502,-0.5879604672057502,-1.3270326223729307
dataset_predictor_score,Frangieh,gene_main,ContextSimBaseline,protocol_v0_2_family_confidence,confidence,633,0.6222815378115581,0.35340924510316185,0.7926979925303024,0.7921591560787568,-0.38728339862072303,0.5433298204375797,0.6034542356571614,211,0.7365809681850337,0.7365809681850336,3,0.6467814667671594,0.6467814667671594,-0.17041645471874423
dataset_predictor_score,Frangieh,gene_main,V0StrongBaseline,protocol_v0_2_family_confidence,confidence,633,0.599638479634933,0.36139347431422686,0.8434842781316608,0.8425972729748433,-0.3435115298369269,0.5290007541552297,0.5812030168665905,211,0.7488151658767772,0.7488151658767772,3,0.606603134860311,0.6066031348603109,-0.24384579849672783
dataset_predictor_score,Frangieh,gene_main,ContextSimBaseline,protocol_v0_2_with_stability_confidence,confidence,633,0.21844722606982314,-0.09313241887460676,0.7926979925303024,0.7921591560787568,-0.38728339862072303,-0.05313691861174979,0.032696570336149165,211,0.3703821568464975,0.37038215684649745,3,0.18706114297637147,0.18706114297637147,-0.5742507664604792
dataset_predictor_score,Frangieh,gene_main,V0StrongBaseline,protocol_v0_2_with_stability_confidence,confidence,633,0.24036552863671637,-0.08289964010716731,0.8434842781316608,0.8425972729748433,-0.3435115298369269,-0.04863103331425682,0.028141353954354867,211,0.4146919431279621,0.4146919431279621,3,0.17660351809506777,0.17660351809506777,-0.6031187494949445
dataset_predictor_score,Frangieh,gene_main,ContextSimBaseline,random_score,confidence,1266,0.009537769494812854,-0.003599543382538432,0.7926979925303025,0.792159156078757,-0.3872833986207231,0.006748559837961423,-0.0010300569020671858,211,0.11357394130397042,0.1135739413039704,3,0.005344847408694319,0.005344847408694318,-0.7831602230354896
dataset_predictor_score,Frangieh,gene_main,V0StrongBaseline,random_score,confidence,1266,-0.049425178266840744,-0.003133378361729673,0.8434842781316609,0.8425972729748433,-0.34351152983692695,-0.03664378183706124,-0.016249097539765958,211,-0.018957345971563976,-0.018957345971563982,3,-0.049584190288831265,-0.049584190288831265,-0.8929094563985017
dataset_predictor_score,Frangieh,gene_main,ContextSimBaseline,simple_combined_confidence,confidence,633,0.625613083776108,0.29271737918836466,0.7926979925303024,0.7921591560787568,-0.38728339862072303,0.550025267643323,0.5310944098065985,211,0.3513002637582093,0.3513002637582092,3,0.6577628458161411,0.6577628458161411,-0.16708490875419435
dataset_predictor_score,Frangieh,gene_main,V0StrongBaseline,simple_combined_confidence,confidence,633,0.5998967084671236,0.32133999662760143,0.8434842781316608,0.8425972729748433,-0.3435115298369269,0.5304422341523475,0.5342018691899781,211,0.2985781990521327,0.2985781990521327,3,0.6438475917953698,0.6438475917953698,-0.2435875696645372
dataset_predictor_score,Frangieh,gene_main,ContextSimBaseline,support_count_score,confidence,633,0.42290543536160025,0.7117076043892817,0.7926979925303024,0.7921591560787568,-0.38728339862072303,0.6891686529478357,0.7734283765390668,149,0.8114995269187867,0.8114995269187867,3,0.4476782241278589,0.44767822412785896,-0.36979255716870213
dataset_predictor_score,Frangieh,gene_main,V0StrongBaseline,support_count_score,confidence,633,0.36177572628562576,0.707383384158621,0.8434842781316608,0.8425972729748433,-0.3435115298369269,0.6680003893373507,0.7545056121491299,149,0.7730293872706734,0.7730293872706735,3,0.39601522956789315,0.39601522956789315,-0.48170855184603506
dataset_predictor_score,LaraAstiasoHuntly2023_exvivo,gene_main,ContextSimBaseline,context_similarity_score,confidence,331,0.5395549249442642,0.11963411473589403,0.6663765746865518,0.6957836288852196,-0.19816547155388928,0.2582786093607577,0.29018191314253267,43,0.570378804374042,0.5696687054320827,0,,,-0.1268216497422876
dataset_predictor_score,LaraAstiasoHuntly2023_exvivo,gene_main,V0StrongBaseline,context_similarity_score,confidence,331,0.3101943931261503,-0.264825879662276,0.3815974692508016,0.40353603372567454,-0.456619887956109,0.12091730496841167,-0.004489077839583576,43,0.30471856077970194,0.29534741605842435,0,,,-0.0714030761246513
dataset_predictor_score,LaraAstiasoHuntly2023_exvivo,gene_main,ContextSimBaseline,historical_residual_risk,risk,662,-0.026344611347954704,0.10149388715518964,0.6663765746865518,0.6957836288852195,-0.19816547155388925,0.1461712586715592,0.0644544943749437,43,-0.16668185681953995,-0.1596001846716399,8,0.2403680406356019,0.24208088267141398,-0.6927211860345065
dataset_predictor_score,LaraAstiasoHuntly2023_exvivo,gene_main,V0StrongBaseline,historical_residual_risk,risk,662,0.4987679789984303,0.8001582746707809,0.38159746925080157,0.4035360337256745,-0.456619887956109,0.6348806364205759,0.8132499197263852,43,0.25870779037751235,0.2685522774498277,8,0.8189754022507703,0.819208403123976,0.11717050974762871
dataset_predictor_score,LaraAstiasoHuntly2023_exvivo,gene_main,ContextSimBaseline,learned_risk_score,risk,331,0.5868192021668066,0.305608608124618,0.6663765746865518,0.6957836288852196,-0.19816547155388928,0.43586106569656047,0.447922267789899,43,0.44092597736454664,0.44003010509012874,8,0.24972510559258707,0.2484431111605333,-0.07955737251974515
dataset_predictor_score,LaraAstiasoHuntly2023_exvivo,gene_main,V0StrongBaseline,learned_risk_score,risk,331,0.852111485851956,0.4810028442031104,0.3815974692508016,0.40353603372567454,-0.456619887956109,0.8394423563608349,0.7147409507302185,43,0.7207074693719935,0.7241966276425379,8,0.6881005433271914,0.6870138360523514,0.47051401660115433
dataset_predictor_score,LaraAstiasoHuntly2023_exvivo,gene_main,ContextSimBaseline,model_disagreement_risk,risk,662,0.00868522152328071,0.08190554031561567,0.6663765746865518,0.6957836288852195,-0.19816547155388925,0.11266755092282855,0.061258695049743024,43,-0.022425249169435217,-0.02583081570996979,8,0.15218015059530718,0.1528932243264149,-0.6576913531632711
dataset_predictor_score,LaraAstiasoHuntly2023_exvivo,gene_main,V0StrongBaseline,model_disagreement_risk,risk,662,0.618331717421733,0.7885454479273866,0.38159746925080157,0.4035360337256745,-0.456619887956109,0.7198351323424207,0.8340077041690471,43,0.40808416389811736,0.40896273917421955,8,0.7807725863033055,0.7809426795618192,0.23673424817093142
dataset_predictor_score,LaraAstiasoHuntly2023_exvivo,gene_main,ContextSimBaseline,ood_distance_risk,risk,331,0.23302184293339248,0.1523949133529449,0.6663765746865518,0.6957836288852196,-0.19816547155388928,0.1519210867232184,0.19567459398514053,43,0.40764119601328913,0.4039706517047907,8,-0.0959829817104349,-0.09640167248130876,-0.4333547317531593
dataset_predictor_score,LaraAstiasoHuntly2023_exvivo,gene_main,V0StrongBaseline,ood_distance_risk,risk,331,0.5074453264858391,0.26008444654751944,0.3815974692508016,0.40353603372567454,-0.456619887956109,0.4817172821268609,0.392635561397307,43,0.6557585825027686,0.6521435764638183,8,0.2515289636117621,0.25414386332620703,0.12584785723503744
dataset_predictor_score,LaraAstiasoHuntly2023_exvivo,gene_main,ContextSimBaseline,prediction_magnitude_risk,risk,331,-0.025936870249468075,0.12011396313074325,0.6663765746865518,0.6957836288852196,-0.19816547155388928,0.10426271334578052,0.0924771800495875,43,0.08626799557032117,0.07916846496906921,8,0.006321727026566283,0.00531532716112173,-0.6923134449360199
dataset_predictor_score,LaraAstiasoHuntly2023_exvivo,gene_main,V0StrongBaseline,prediction_magnitude_risk,risk,331,0.2586274788800906,0.5399234951340656,0.3815974692508016,0.40353603372567454,-0.456619887956109,0.4431926281836442,0.4619563233348206,43,0.06135105204872648,0.06665228024744642,8,0.5629882267435631,0.559950555653422,-0.12296999037071105
dataset_predictor_score,LaraAstiasoHuntly2023_exvivo,gene_main,ContextSimBaseline,protocol_v0_2_family_confidence,confidence,331,0.5719284719211921,0.2718315172251765,0.6663765746865518,0.6957836288852196,-0.19816547155388928,0.4063216028625249,0.4137820131749347,43,0.5668327796234773,0.564213782189613,8,0.1522354660915577,0.15537873981061434,-0.09444810276535964
dataset_predictor_score,LaraAstiasoHuntly2023_exvivo,gene_main,V0StrongBaseline,protocol_v0_2_family_confidence,confidence,331,0.6514766564196915,0.09379688487539835,0.3815974692508016,0.40353603372567454,-0.456619887956109,0.5808149133505216,0.3790069908532175,43,0.5524916943521596,0.545446698316789,8,0.4639098570152098,0.465542564487891,0.2698791871688899
dataset_predictor_score,LaraAstiasoHuntly2023_exvivo,gene_main,ContextSimBaseline,protocol_v0_2_with_stability_confidence,confidence,331,0.5570580040568757,0.35198227681392974,0.6663765746865518,0.6957836288852196,-0.19816547155388928,0.45748856015724326,0.4621050243656802,43,0.5270764119601328,0.52358653431161,8,0.18766288852901086,0.1914879772232647,-0.10931857062967609
dataset_predictor_score,LaraAstiasoHuntly2023_exvivo,gene_main,V0StrongBaseline,protocol_v0_2_with_stability_confidence,confidence,331,0.717928015274501,0.2667706806352022,0.3815974692508016,0.40353603372567454,-0.456619887956109,0.6735502138679671,0.5179175154188053,43,0.6397563676633445,0.6341101999712273,8,0.5406172000456564,0.5424538517349642,0.3363305460236994
dataset_predictor_score,LaraAstiasoHuntly2023_exvivo,gene_main,ContextSimBaseline,random_score,confidence,662,0.009740141560474251,-0.012700072467844463,0.6663765746865518,0.6957836288852195,-0.19816547155388925,-0.016423325639664813,-0.006292159075680043,43,-0.029512735326688824,-0.02499640339519494,8,-0.0010902241990100453,0.0017940109131934481,-0.6566364331260776
dataset_predictor_score,LaraAstiasoHuntly2023_exvivo,gene_main,V0StrongBaseline,random_score,confidence,662,-0.01853621572254412,-0.0620149369794476,0.38159746925080157,0.4035360337256745,-0.456619887956109,-0.03674588703030802,-0.0490311773144011,43,-0.0710409745293466,-0.07277370162566539,8,-0.022898677122189678,-0.02536953561904437,-0.40013368497334567
dataset_predictor_score,LaraAstiasoHuntly2023_exvivo,gene_main,ContextSimBaseline,simple_combined_confidence,confidence,331,0.6210262638028081,0.3413837718354881,0.6663765746865518,0.6957836288852196,-0.19816547155388928,0.4909643518642082,0.4860001798323891,43,0.5884828349944631,0.5869515177672279,8,0.2328037267498264,0.23602949815082086,-0.04535031088374364
dataset_predictor_score,LaraAstiasoHuntly2023_exvivo,gene_main,V0StrongBaseline,simple_combined_confidence,confidence,331,0.8616486269163445,0.40693738976780514,0.3815974692508016,0.40353603372567454,-0.456619887956109,0.8386758077630434,0.6998934546513443,43,0.6611849390919158,0.6638253488706661,8,0.7681095198335548,0.7698655602242495,0.48005115766554285
dataset_predictor_score,LaraAstiasoHuntly2023_exvivo,gene_main,ContextSimBaseline,support_count_score,confidence,331,0.1567607447722584,0.13200222842298343,0.6663765746865518,0.6957836288852196,-0.19816547155388928,0.1458867866608092,0.14971146349122286,42,0.10450080276570468,0.09881747989995844,8,0.17723873791197586,0.18020461105551802,-0.5096158299142933
dataset_predictor_score,LaraAstiasoHuntly2023_exvivo,gene_main,V0StrongBaseline,support_count_score,confidence,331,0.08499434246661017,-0.05044517671918542,0.3815974692508016,0.40353603372567454,-0.456619887956109,0.062210773927880575,-0.019573987038130156,42,0.1411255897532216,0.14316502261065947,8,0.07983795350654439,0.07951508652268978,-0.29660312678419143
dataset_predictor_score,LaraAstiasoHuntly2023_invivo,gene_main,ContextSimBaseline,context_similarity_score,confidence,390,-0.12163295789590915,0.461950619900653,0.6973960479582462,0.5459189835283408,-0.38410458370484407,0.2592133354101004,0.3597264126672866,37,-0.09700707028937967,-0.07188254326988851,0,,,-0.8190290058541553
dataset_predictor_score,LaraAstiasoHuntly2023_invivo,gene_main,V0StrongBaseline,context_similarity_score,confidence,390,-0.33963174338482777,0.23037756723315225,0.6368731499271477,0.5604644141189417,-0.5856328393399642,-0.10604243921434492,-0.01843513419785987,37,-0.4289171530474914,-0.4078169414330051,0,,,-0.9765048933119755
dataset_predictor_score,LaraAstiasoHuntly2023_invivo,gene_main,ContextSimBaseline,historical_residual_risk,risk,780,0.060711476250280436,-0.005276892195559224,0.6973960479582461,0.5459189835283407,-0.3841045837048441,0.06465099250876663,0.0028674940937303463,37,-0.24042065329700915,-0.22709862883728038,15,0.3168866739586838,0.32897190730372894,-0.6366845717079657
dataset_predictor_score,LaraAstiasoHuntly2023_invivo,gene_main,V0StrongBaseline,historical_residual_risk,risk,780,0.48526672060130716,0.5160836577332477,0.6368731499271477,0.5604644141189418,-0.5856328393399644,0.6125137725473222,0.6517304438822652,39,0.08988419738762694,0.13767533518953884,15,0.7919763479577893,0.758715889933311,-0.15160642932584056
dataset_predictor_score,LaraAstiasoHuntly2023_invivo,gene_main,ContextSimBaseline,learned_risk_score,risk,390,0.6721644702391653,0.03236788917014989,0.6973960479582462,0.5459189835283408,-0.38410458370484407,0.40099862831271754,0.40298692598785,37,0.5871759993508333,0.5882906457927398,15,0.20882113914711536,0.25465297438071505,-0.02523157771908091
dataset_predictor_score,LaraAstiasoHuntly2023_invivo,gene_main,V0StrongBaseline,learned_risk_score,risk,390,0.8090286745944668,0.11515769411105706,0.6368731499271477,0.5604644141189417,-0.5856328393399642,0.7258371845208698,0.6055813066905767,37,0.6337849528531404,0.6491129417001452,15,0.7187849008070891,0.7051114732574474,0.1721555246673191
dataset_predictor_score,LaraAstiasoHuntly2023_invivo,gene_main,ContextSimBaseline,model_disagreement_risk,risk,780,0.31904385342581726,-0.0807626813912194,0.6973960479582461,0.5459189835283407,-0.3841045837048441,0.1304387657457609,0.053223803103423985,37,0.13261040761040763,0.1609288164339978,15,0.2515197729818654,0.26450106695922787,-0.3783521945324288
dataset_predictor_score,LaraAstiasoHuntly2023_invivo,gene_main,V0StrongBaseline,model_disagreement_risk,risk,780,0.6921130822182112,0.2802137474226048,0.6368731499271477,0.5604644141189418,-0.5856328393399644,0.6615908699260026,0.619764832653978,39,0.2890404467327545,0.3827710323864171,15,0.764797166303694,0.7354004371591345,0.0552399322910635
dataset_predictor_score,LaraAstiasoHuntly2023_invivo,gene_main,ContextSimBaseline,ood_distance_risk,risk,390,-0.215268113861885,0.122872703861402,0.6973960479582462,0.5459189835283408,-0.38410458370484407,-0.0424115770061372,0.02297497043190186,37,-0.13275440775440778,-0.16064473091675166,15,-0.029826078573224512,-0.04514898034161451,-0.9126641618201312
dataset_predictor_score,LaraAstiasoHuntly2023_invivo,gene_main,V0StrongBaseline,ood_distance_risk,risk,390,-0.006493847377745365,0.38072965634225076,0.6368731499271477,0.5604644141189417,-0.5856328393399642,0.21982303277636245,0.28744662944810356,37,-0.02344637344637343,-0.056516411050089796,15,0.1486149689836242,0.11744946087177895,-0.6433669973048931
dataset_predictor_score,LaraAstiasoHuntly2023_invivo,gene_main,ContextSimBaseline,prediction_magnitude_risk,risk,390,0.30826141702161897,0.04475536655808528,0.6973960479582462,0.5459189835283408,-0.38410458370484407,0.19111082819222125,0.15840257378506087,37,0.3304967554967555,0.3363083160362954,15,-0.06720209732363587,-0.008725853720057831,-0.3891346309366272
dataset_predictor_score,LaraAstiasoHuntly2023_invivo,gene_main,V0StrongBaseline,prediction_magnitude_risk,risk,390,0.4809386801207918,0.33926556943933783,0.6368731499271477,0.5604644141189417,-0.5856328393399642,0.5456458435561573,0.4915558452780172,37,0.19023701523701522,0.19292518793814134,15,0.5432698733166503,0.5926317278335129,-0.15593446980635595
dataset_predictor_score,LaraAstiasoHuntly2023_invivo,gene_main,ContextSimBaseline,protocol_v0_2_family_confidence,confidence,390,0.45280603704025363,0.24772802329656746,0.6973960479582462,0.5459189835283408,-0.38410458370484407,0.4226703577855634,0.3720440841190986,37,0.30583268083268084,0.33786492005403923,15,0.3067642457131948,0.3653336759141499,-0.24459001091799254
dataset_predictor_score,LaraAstiasoHuntly2023_invivo,gene_main,V0StrongBaseline,protocol_v0_2_family_confidence,confidence,390,0.46307521366397497,0.14598861976030794,0.6368731499271477,0.5604644141189417,-0.5856328393399642,0.4248126640289337,0.352652481722141,37,0.15814905814905816,0.15966675811235395,15,0.5561590006654112,0.5951835873777123,-0.17379793626317275
dataset_predictor_score,LaraAstiasoHuntly2023_invivo,gene_main,ContextSimBaseline,protocol_v0_2_with_stability_confidence,confidence,390,0.24817097853482992,0.2489064055951412,0.6973960479582462,0.5459189835283408,-0.38410458370484407,0.29937541013104496,0.2901308289956707,37,0.09949397449397446,0.14839911815300416,15,0.14673198718465388,0.20257200244282603,-0.4492250694234162
dataset_predictor_score,LaraAstiasoHuntly2023_invivo,gene_main,V0StrongBaseline,protocol_v0_2_with_stability_confidence,confidence,390,0.3645199710512434,0.2998303230638749,0.6368731499271477,0.5604644141189417,-0.5856328393399642,0.43320449762339225,0.40546049621229985,37,-0.006566406566406592,0.023058979017528222,15,0.4860391947986351,0.5220726071826485,-0.2723531788759043
