history_fraction,budget,method,baseline,metric,delta,ci95_lower,ci95_upper,positive_studies,n_studies
0.1,0.1,MDH_condition,MD,remaining_relative_error,0.00017063126984603882,4.4857379764395855e-05,0.00038429353763924645,4,4
0.1,0.1,M,MDH,utility,0.0055599383067998775,-0.004719911182507516,0.013358301486111154,3,4
0.1,0.1,M,MDH,capture,0.0002237043051287954,-0.0003888085070582678,0.0006937061758954532,3,4
0.1,0.1,M,MDH,spearman,0.00036238241201998894,-0.004250852258798288,0.004975617082838266,2,4
0.1,0.1,M,MDH,remaining_relative_error,-0.00044518770488163883,-0.0011268412485669344,0.0004129212067725818,1,4
0.1,0.1,MD,MDH,utility,0.0006296930605092024,-0.004618211280028359,0.009089473172877116,1,4
0.1,0.1,MD,MDH,capture,4.800279271618968e-05,-0.0001679660890953616,0.00029203338070815654,2,4
0.1,0.1,MD,MDH,spearman,-0.00036212302821550524,-0.004470552288952767,0.0037463062325217567,2,4
0.1,0.1,MD,MDH,remaining_relative_error,-7.914090257016282e-05,-0.0005618565938166342,0.0001971080763535915,3,4
0.1,0.1,MDH,MDH,utility,0.0,0.0,0.0,0,4
0.1,0.1,MDH,MDH,capture,0.0,0.0,0.0,0,4
0.1,0.1,MDH,MDH,spearman,0.0,0.0,0.0,0,4
0.1,0.1,MDH,MDH,remaining_relative_error,0.0,0.0,0.0,0,4
0.1,0.1,MDH_condition,MDH,utility,-0.001652247386680336,-0.004647023277946666,0.004068208565323694,1,4
0.1,0.1,MDH_condition,MDH,capture,-0.00010968957596805412,-0.0002309931204113186,6.517184021730127e-05,1,4
0.1,0.1,MDH_condition,MDH,spearman,0.0013537803311051491,-0.00253139706782346,0.005503958124144684,2,4
0.1,0.1,MDH_condition,MDH,remaining_relative_error,9.1490367275876e-05,-0.00017708994713461212,0.00026179060603948034,3,4
0.1,0.2,M,magnitude,utility,0.0,0.0,0.0,0,4
0.1,0.2,M,magnitude,capture,0.0,0.0,0.0,0,4
0.1,0.2,M,magnitude,spearman,0.0,0.0,0.0,0,4
0.1,0.2,M,magnitude,remaining_relative_error,0.0,0.0,0.0,0,4
0.1,0.2,MD,magnitude,utility,-0.0011426724814562333,-0.0070602880495285875,0.005422245307923984,2,4
0.1,0.2,MD,magnitude,capture,-7.11233481405088e-05,-0.00043667996021966304,0.00033086034528914676,2,4
0.1,0.2,MD,magnitude,spearman,-0.0007245054402354942,-0.0027192136567136954,0.001270202776242707,2,4
0.1,0.2,MD,magnitude,remaining_relative_error,0.00022520285527563577,-0.0004056184254773443,0.0009163231129702964,2,4
0.1,0.2,MDH,magnitude,utility,-0.0027267040349004887,-0.00938150996960363,0.0054534006466012835,1,4
0.1,0.2,MDH,magnitude,capture,-0.00018072601363243457,-0.0005990704776417388,0.00031409603023070665,1,4
0.1,0.2,MDH,magnitude,spearman,-0.00036238241201998894,-0.004975617082838266,0.004250852258798288,2,4
0.1,0.2,MDH,magnitude,remaining_relative_error,0.000394403892461731,-0.00033315465263145105,0.0010231823804606466,3,4
0.1,0.2,MDH_condition,magnitude,utility,-0.0026816143500280054,-0.009405186486859785,0.0026171452434994025,1,4
0.1,0.2,MDH_condition,magnitude,capture,-0.00023238756216152623,-0.0006240476079010793,7.985457677828212e-05,1,4
0.1,0.2,MDH_condition,magnitude,spearman,0.0009913979190851602,-0.0016433714543833688,0.003626167292553689,2,4
0.1,0.2,MDH_condition,magnitude,remaining_relative_error,0.0004077974093982528,-0.00010743851641742408,0.0010287812977081146,3,4
0.1,0.2,M,M,utility,0.0,0.0,0.0,0,4
0.1,0.2,M,M,capture,0.0,0.0,0.0,0,4
0.1,0.2,M,M,spearman,0.0,0.0,0.0,0,4
0.1,0.2,M,M,remaining_relative_error,0.0,0.0,0.0,0,4
0.1,0.2,MD,M,utility,-0.0011426724814562333,-0.0070602880495285875,0.005422245307923984,2,4
0.1,0.2,MD,M,capture,-7.11233481405088e-05,-0.00043667996021966304,0.00033086034528914676,2,4
0.1,0.2,MD,M,spearman,-0.0007245054402354942,-0.0027192136567136954,0.001270202776242707,2,4
0.1,0.2,MD,M,remaining_relative_error,0.00022520285527563577,-0.0004056184254773443,0.0009163231129702964,2,4
0.1,0.2,MDH,M,utility,-0.0027267040349004887,-0.00938150996960363,0.0054534006466012835,1,4
0.1,0.2,MDH,M,capture,-0.00018072601363243457,-0.0005990704776417388,0.00031409603023070665,1,4
0.1,0.2,MDH,M,spearman,-0.00036238241201998894,-0.004975617082838266,0.004250852258798288,2,4
0.1,0.2,MDH,M,remaining_relative_error,0.000394403892461731,-0.00033315465263145105,0.0010231823804606466,3,4
0.1,0.2,MDH_condition,M,utility,-0.0026816143500280054,-0.009405186486859785,0.0026171452434994025,1,4
0.1,0.2,MDH_condition,M,capture,-0.00023238756216152623,-0.0006240476079010793,7.985457677828212e-05,1,4
0.1,0.2,MDH_condition,M,spearman,0.0009913979190851602,-0.0016433714543833688,0.003626167292553689,2,4
0.1,0.2,MDH_condition,M,remaining_relative_error,0.0004077974093982528,-0.00010743851641742408,0.0010287812977081146,3,4
0.1,0.2,M,MD,utility,0.0011426724814562333,-0.005422245307923984,0.0070602880495285875,2,4
0.1,0.2,M,MD,capture,7.11233481405088e-05,-0.00033086034528914676,0.00043667996021966304,2,4
0.1,0.2,M,MD,spearman,0.0007245054402354942,-0.001270202776242707,0.0027192136567136954,2,4
0.1,0.2,M,MD,remaining_relative_error,-0.00022520285527563577,-0.0009163231129702964,0.0004056184254773443,2,4
0.1,0.2,MD,MD,utility,0.0,0.0,0.0,0,4
0.1,0.2,MD,MD,capture,0.0,0.0,0.0,0,4
0.1,0.2,MD,MD,spearman,0.0,0.0,0.0,0,4
0.1,0.2,MD,MD,remaining_relative_error,0.0,0.0,0.0,0,4
0.1,0.2,MDH,MD,utility,-0.0015840315534442553,-0.007327291987038555,0.001520979716449558,3,4
0.1,0.2,MDH,MD,capture,-0.00010960266549192577,-0.00026164454343961807,4.069200686113161e-05,2,4
0.1,0.2,MDH,MD,spearman,0.00036212302821550524,-0.0037463062325217567,0.004470552288952767,2,4
0.1,0.2,MDH,MD,remaining_relative_error,0.00016920103718609525,-3.699376806193255e-05,0.0005212818252920415,2,4
0.1,0.2,MDH_condition,MD,utility,-0.001538941868571772,-0.003721674745936876,0.0017321898889330195,1,4
0.1,0.2,MDH_condition,MD,capture,-0.00016126421402101743,-0.0002991574714526074,6.938111886396758e-05,1,4
0.1,0.2,MDH_condition,MD,spearman,0.0017159033593206544,0.0010758422023303266,0.002355964516310982,4,4
0.1,0.2,MDH_condition,MD,remaining_relative_error,0.00018259455412261705,-0.00011736464859007922,0.0004415927814819809,3,4
0.1,0.2,M,MDH,utility,0.0027267040349004887,-0.0054534006466012835,0.00938150996960363,3,4
0.1,0.2,M,MDH,capture,0.00018072601363243457,-0.00031409603023070665,0.0005990704776417388,3,4
0.1,0.2,M,MDH,spearman,0.00036238241201998894,-0.004250852258798288,0.004975617082838266,2,4
0.1,0.2,M,MDH,remaining_relative_error,-0.000394403892461731,-0.0010231823804606466,0.00033315465263145105,1,4
0.1,0.2,MD,MDH,utility,0.0015840315534442553,-0.001520979716449558,0.007327291987038555,1,4
0.1,0.2,MD,MDH,capture,0.00010960266549192577,-4.069200686113161e-05,0.00026164454343961807,2,4
0.1,0.2,MD,MDH,spearman,-0.00036212302821550524,-0.004470552288952767,0.0037463062325217567,2,4
0.1,0.2,MD,MDH,remaining_relative_error,-0.00016920103718609525,-0.0005212818252920415,3.699376806193255e-05,2,4
0.1,0.2,MDH,MDH,utility,0.0,0.0,0.0,0,4
0.1,0.2,MDH,MDH,capture,0.0,0.0,0.0,0,4
0.1,0.2,MDH,MDH,spearman,0.0,0.0,0.0,0,4
0.1,0.2,MDH,MDH,remaining_relative_error,0.0,0.0,0.0,0,4
0.1,0.2,MDH_condition,MDH,utility,4.508968487248327e-05,-0.004879366218526138,0.0050169062186225105,2,4
0.1,0.2,MDH_condition,MDH,capture,-5.166154852909166e-05,-0.00023588883679237505,0.00010588132146444051,2,4
0.1,0.2,MDH_condition,MDH,spearman,0.0013537803311051491,-0.00253139706782346,0.005503958124144684,2,4
0.1,0.2,MDH_condition,MDH,remaining_relative_error,1.3393516936521799e-05,-0.000226035918282963,0.0002606175518450604,2,4
0.1,0.3,M,magnitude,utility,0.0,0.0,0.0,0,4
0.1,0.3,M,magnitude,capture,0.0,0.0,0.0,0,4
0.1,0.3,M,magnitude,spearman,0.0,0.0,0.0,0,4
0.1,0.3,M,magnitude,remaining_relative_error,0.0,0.0,0.0,0,4
0.1,0.3,MD,magnitude,utility,-0.001394316731829763,-0.004966434676189582,0.0005745284597259287,3,4
0.1,0.3,MD,magnitude,capture,-9.044181545188323e-05,-0.00038300775095975736,9.933111650349546e-05,3,4
0.1,0.3,MD,magnitude,spearman,-0.0007245054402354942,-0.0027192136567136954,0.001270202776242707,2,4
0.1,0.3,MD,magnitude,remaining_relative_error,0.00029837427618925605,-0.00014467370072088204,0.0010607782790835185,1,4
0.1,0.3,MDH,magnitude,utility,0.00031595799315266987,-0.003378773805533593,0.00227249246171303,3,4
0.1,0.3,MDH,magnitude,capture,-8.484861883149841e-05,-0.00028576125432638877,0.00011606401666339194,2,4
0.1,0.3,MDH,magnitude,spearman,-0.00036238241201998894,-0.004975617082838266,0.004250852258798288,2,4
0.1,0.3,MDH,magnitude,remaining_relative_error,0.0003180902238101302,-0.00013761755181879165,0.000773797999439052,3,4
0.1,0.3,MDH_condition,magnitude,utility,0.003013571467043903,-1.5293179515998845e-05,0.007674485491168871,3,4
0.1,0.3,MDH_condition,magnitude,capture,7.254604058615222e-05,-0.00016925466107958753,0.00031434674225189196,2,4
0.1,0.3,MDH_condition,magnitude,spearman,0.0009913979190851602,-0.0016433714543833688,0.003626167292553689,2,4
0.1,0.3,MDH_condition,magnitude,remaining_relative_error,-3.787050150205751e-05,-0.0005110555700457708,0.00043531456704165583,2,4
0.1,0.3,M,M,utility,0.0,0.0,0.0,0,4
0.1,0.3,M,M,capture,0.0,0.0,0.0,0,4
0.1,0.3,M,M,spearman,0.0,0.0,0.0,0,4
0.1,0.3,M,M,remaining_relative_error,0.0,0.0,0.0,0,4
0.1,0.3,MD,M,utility,-0.001394316731829763,-0.004966434676189582,0.0005745284597259287,3,4
0.1,0.3,MD,M,capture,-9.044181545188323e-05,-0.00038300775095975736,9.933111650349546e-05,3,4
0.1,0.3,MD,M,spearman,-0.0007245054402354942,-0.0027192136567136954,0.001270202776242707,2,4
0.1,0.3,MD,M,remaining_relative_error,0.00029837427618925605,-0.00014467370072088204,0.0010607782790835185,1,4
0.1,0.3,MDH,M,utility,0.00031595799315266987,-0.003378773805533593,0.00227249246171303,3,4
0.1,0.3,MDH,M,capture,-8.484861883149841e-05,-0.00028576125432638877,0.00011606401666339194,2,4
0.1,0.3,MDH,M,spearman,-0.00036238241201998894,-0.004975617082838266,0.004250852258798288,2,4
0.1,0.3,MDH,M,remaining_relative_error,0.0003180902238101302,-0.00013761755181879165,0.000773797999439052,3,4
0.1,0.3,MDH_condition,M,utility,0.003013571467043903,-1.5293179515998845e-05,0.007674485491168871,3,4
0.1,0.3,MDH_condition,M,capture,7.254604058615222e-05,-0.00016925466107958753,0.00031434674225189196,2,4
0.1,0.3,MDH_condition,M,spearman,0.0009913979190851602,-0.0016433714543833688,0.003626167292553689,2,4
0.1,0.3,MDH_condition,M,remaining_relative_error,-3.787050150205751e-05,-0.0005110555700457708,0.00043531456704165583,2,4
0.1,0.3,M,MD,utility,0.001394316731829763,-0.0005745284597259287,0.004966434676189582,1,4
0.1,0.3,M,MD,capture,9.044181545188323e-05,-9.933111650349546e-05,0.00038300775095975736,1,4
0.1,0.3,M,MD,spearman,0.0007245054402354942,-0.001270202776242707,0.0027192136567136954,2,4
0.1,0.3,M,MD,remaining_relative_error,-0.00029837427618925605,-0.0010607782790835185,0.00014467370072088204,3,4
0.1,0.3,MD,MD,utility,0.0,0.0,0.0,0,4
0.1,0.3,MD,MD,capture,0.0,0.0,0.0,0,4
0.1,0.3,MD,MD,spearman,0.0,0.0,0.0,0,4
0.1,0.3,MD,MD,remaining_relative_error,0.0,0.0,0.0,0,4
0.1,0.3,MDH,MD,utility,0.001710274724982433,-0.003912613923058736,0.007269617101844289,3,4
0.1,0.3,MDH,MD,capture,5.5931966203848216e-06,-0.0002545549108632361,0.00022159356775672268,3,4
0.1,0.3,MDH,MD,spearman,0.00036212302821550524,-0.0037463062325217567,0.004470552288952767,2,4
0.1,0.3,MDH,MD,remaining_relative_error,1.971594762087414e-05,-0.0005087901096687275,0.00060774393986468,2,4
0.1,0.3,MDH_condition,MD,utility,0.004407888198873666,0.00047667636446901973,0.008339100033278313,3,4
0.1,0.3,MDH_condition,MD,capture,0.00016298785603803545,-2.5275196104346254e-05,0.00031121029888095397,3,4
0.1,0.3,MDH_condition,MD,spearman,0.0017159033593206544,0.0010758422023303266,0.002355964516310982,4,4
0.1,0.3,MDH_condition,MD,remaining_relative_error,-0.00033624477769131356,-0.0006746563116653004,4.914671000480486e-05,1,4
0.1,0.3,M,MDH,utility,-0.00031595799315266987,-0.00227249246171303,0.003378773805533593,1,4
0.1,0.3,M,MDH,capture,8.484861883149841e-05,-0.00011606401666339194,0.00028576125432638877,2,4
0.1,0.3,M,MDH,spearman,0.00036238241201998894,-0.004250852258798288,0.004975617082838266,2,4
0.1,0.3,M,MDH,remaining_relative_error,-0.0003180902238101302,-0.000773797999439052,0.00013761755181879165,1,4
0.1,0.3,MD,MDH,utility,-0.001710274724982433,-0.007269617101844289,0.003912613923058736,1,4
0.1,0.3,MD,MDH,capture,-5.5931966203848216e-06,-0.00022159356775672268,0.0002545549108632361,1,4
0.1,0.3,MD,MDH,spearman,-0.00036212302821550524,-0.004470552288952767,0.0037463062325217567,2,4
0.1,0.3,MD,MDH,remaining_relative_error,-1.971594762087414e-05,-0.00060774393986468,0.0005087901096687275,2,4
0.1,0.3,MDH,MDH,utility,0.0,0.0,0.0,0,4
0.1,0.3,MDH,MDH,capture,0.0,0.0,0.0,0,4
0.1,0.3,MDH,MDH,spearman,0.0,0.0,0.0,0,4
0.1,0.3,MDH,MDH,remaining_relative_error,0.0,0.0,0.0,0,4
0.1,0.3,MDH_condition,MDH,utility,0.0026976134738912333,-0.001392360279867083,0.00678758722764955,2,4
0.1,0.3,MDH_condition,MDH,capture,0.00015739465941765063,3.486518736350863e-05,0.0002799241314717926,3,4
0.1,0.3,MDH_condition,MDH,spearman,0.0013537803311051491,-0.00253139706782346,0.005503958124144684,2,4
0.1,0.3,MDH_condition,MDH,remaining_relative_error,-0.0003559607253121877,-0.0006085074762589016,-0.00010341397436547384,0,4
0.25,0.1,M,magnitude,utility,0.0,0.0,0.0,0,4
0.25,0.1,M,magnitude,capture,0.0,0.0,0.0,0,4
0.25,0.1,M,magnitude,spearman,0.0,0.0,0.0,0,4
0.25,0.1,M,magnitude,remaining_relative_error,0.0,0.0,0.0,0,4
0.25,0.1,MD,magnitude,utility,0.000796340693546338,-0.0033803992725896653,0.006373829948474283,1,4
0.25,0.1,MD,magnitude,capture,-1.6360971288341408e-05,-0.0004201481693004022,0.0003967456401858041,2,4
0.25,0.1,MD,magnitude,spearman,0.001282931955236953,-0.00029103188478187686,0.0033161835599616885,3,4
0.25,0.1,MD,magnitude,remaining_relative_error,6.530663656723057e-05,-0.000475855940324732,0.0006309463804165527,2,4
0.25,0.1,MDH,magnitude,utility,0.0009402260989270286,-0.006408170885623524,0.008451340592537278,2,4
0.25,0.1,MDH,magnitude,capture,1.7539664294137502e-05,-0.0004480848883024746,0.0005116128937437611,2,4
0.25,0.1,MDH,magnitude,spearman,6.541482665296111e-05,-0.004442788903566308,0.003935050288596899,2,4
0.25,0.1,MDH,magnitude,remaining_relative_error,0.00010065849043988662,-0.0006048682684628437,0.000886727731080228,2,4
0.25,0.1,MDH_condition,magnitude,utility,0.009514529145823375,0.004742835391654515,0.014286222899992235,4,4
0.25,0.1,MDH_condition,magnitude,capture,0.0003669821615926508,7.493812528847066e-06,0.0007264705106564545,3,4
0.25,0.1,MDH_condition,magnitude,spearman,0.009632201441518787,0.007768053498295319,0.011496349384742255,4,4
0.25,0.1,MDH_condition,magnitude,remaining_relative_error,-0.0006208244292634779,-0.0010130368570115955,-0.00022861200151536032,0,4
0.25,0.1,M,M,utility,0.0,0.0,0.0,0,4
0.25,0.1,M,M,capture,0.0,0.0,0.0,0,4
0.25,0.1,M,M,spearman,0.0,0.0,0.0,0,4
0.25,0.1,M,M,remaining_relative_error,0.0,0.0,0.0,0,4
0.25,0.1,MD,M,utility,0.000796340693546338,-0.0033803992725896653,0.006373829948474283,1,4
0.25,0.1,MD,M,capture,-1.6360971288341408e-05,-0.0004201481693004022,0.0003967456401858041,2,4
0.25,0.1,MD,M,spearman,0.001282931955236953,-0.00029103188478187686,0.0033161835599616885,3,4
0.25,0.1,MD,M,remaining_relative_error,6.530663656723057e-05,-0.000475855940324732,0.0006309463804165527,2,4
0.25,0.1,MDH,M,utility,0.0009402260989270286,-0.006408170885623524,0.008451340592537278,2,4
0.25,0.1,MDH,M,capture,1.7539664294137502e-05,-0.0004480848883024746,0.0005116128937437611,2,4
0.25,0.1,MDH,M,spearman,6.541482665296111e-05,-0.004442788903566308,0.003935050288596899,2,4
0.25,0.1,MDH,M,remaining_relative_error,0.00010065849043988662,-0.0006048682684628437,0.000886727731080228,2,4
0.25,0.1,MDH_condition,M,utility,0.009514529145823375,0.004742835391654515,0.014286222899992235,4,4
0.25,0.1,MDH_condition,M,capture,0.0003669821615926508,7.493812528847066e-06,0.0007264705106564545,3,4
0.25,0.1,MDH_condition,M,spearman,0.009632201441518787,0.007768053498295319,0.011496349384742255,4,4
0.25,0.1,MDH_condition,M,remaining_relative_error,-0.0006208244292634779,-0.0010130368570115955,-0.00022861200151536032,0,4
0.25,0.1,M,MD,utility,-0.000796340693546338,-0.006373829948474283,0.0033803992725896653,3,4
0.25,0.1,M,MD,capture,1.6360971288341408e-05,-0.0003967456401858041,0.0004201481693004022,2,4
0.25,0.1,M,MD,spearman,-0.001282931955236953,-0.0033161835599616885,0.00029103188478187686,1,4
0.25,0.1,M,MD,remaining_relative_error,-6.530663656723057e-05,-0.0006309463804165527,0.000475855940324732,2,4
0.25,0.1,MD,MD,utility,0.0,0.0,0.0,0,4
0.25,0.1,MD,MD,capture,0.0,0.0,0.0,0,4
0.25,0.1,MD,MD,spearman,0.0,0.0,0.0,0,4
0.25,0.1,MD,MD,remaining_relative_error,0.0,0.0,0.0,0,4
0.25,0.1,MDH,MD,utility,0.00014388540538069067,-0.0035572972091684335,0.003845068019929815,2,4
0.25,0.1,MDH,MD,capture,3.390063558247891e-05,-7.435534742006311e-05,0.00014215661858502093,2,4
0.25,0.1,MDH,MD,spearman,-0.001217517128583992,-0.005482843401475104,0.0013668193125427053,3,4
0.25,0.1,MDH,MD,remaining_relative_error,3.535185387265605e-05,-0.00017747501062914672,0.00025578135066367524,2,4
0.25,0.1,MDH_condition,MD,utility,0.008718188452277037,0.0027403848526861285,0.014695992051867945,4,4
0.25,0.1,MDH_condition,MD,capture,0.0003833431328809922,0.00016841739377906895,0.0006354386337810297,4,4
0.25,0.1,MDH_condition,MD,spearman,0.008349269486281834,0.004431497674139209,0.011389166062857413,4,4
0.25,0.1,MDH_condition,MD,remaining_relative_error,-0.0006861310658307085,-0.0011635171805499112,-0.00020874495111150582,0,4
0.25,0.1,M,MDH,utility,-0.0009402260989270286,-0.008451340592537278,0.006408170885623524,2,4
0.25,0.1,M,MDH,capture,-1.7539664294137502e-05,-0.0005116128937437611,0.0004480848883024746,2,4
0.25,0.1,M,MDH,spearman,-6.541482665296111e-05,-0.003935050288596899,0.004442788903566308,2,4
0.25,0.1,M,MDH,remaining_relative_error,-0.00010065849043988662,-0.000886727731080228,0.0006048682684628437,2,4
0.25,0.1,MD,MDH,utility,-0.00014388540538069067,-0.003845068019929815,0.0035572972091684335,2,4
0.25,0.1,MD,MDH,capture,-3.390063558247891e-05,-0.00014215661858502093,7.435534742006311e-05,2,4
0.25,0.1,MD,MDH,spearman,0.001217517128583992,-0.0013668193125427053,0.005482843401475104,1,4
0.25,0.1,MD,MDH,remaining_relative_error,-3.535185387265605e-05,-0.00025578135066367524,0.00017747501062914672,2,4
0.25,0.1,MDH,MDH,utility,0.0,0.0,0.0,0,4
0.25,0.1,MDH,MDH,capture,0.0,0.0,0.0,0,4
0.25,0.1,MDH,MDH,spearman,0.0,0.0,0.0,0,4
0.25,0.1,MDH,MDH,remaining_relative_error,0.0,0.0,0.0,0,4
0.25,0.1,MDH_condition,MDH,utility,0.008574303046896346,-0.0011046831672436863,0.01825328926103638,2,4
0.25,0.1,MDH_condition,MDH,capture,0.0003494424972985133,2.6260775194048014e-05,0.0006726242194029786,4,4
0.25,0.1,MDH_condition,MDH,spearman,0.009566786614865826,0.0040110322455835234,0.015125426909856965,4,4
0.25,0.1,MDH_condition,MDH,remaining_relative_error,-0.0007214829197033645,-0.00141169589892437,-3.126994048235909e-05,0,4
0.25,0.2,M,magnitude,utility,0.0,0.0,0.0,0,4
0.25,0.2,M,magnitude,capture,0.0,0.0,0.0,0,4
0.25,0.2,M,magnitude,spearman,0.0,0.0,0.0,0,4
0.25,0.2,M,magnitude,remaining_relative_error,0.0,0.0,0.0,0,4
0.25,0.2,MD,magnitude,utility,0.002931551211931338,-0.001273728107651001,0.007138904356617015,3,4
0.25,0.2,MD,magnitude,capture,3.3696183712225714e-05,-0.00031598765746158886,0.0003257796562938231,3,4
0.25,0.2,MD,magnitude,spearman,0.001282931955236953,-0.00029103188478187686,0.0033161835599616885,3,4
0.25,0.2,MD,magnitude,remaining_relative_error,-2.9542528768994325e-05,-0.0004282733587505916,0.00048722322504046733,1,4
0.25,0.2,MDH,magnitude,utility,0.002603470831247817,-0.003983527295074146,0.0089823814069451,3,4
0.25,0.2,MDH,magnitude,capture,4.681674891354737e-05,-0.00033869313775469756,0.00035838089953590946,3,4
0.25,0.2,MDH,magnitude,spearman,6.541482665296111e-05,-0.004442788903566308,0.003935050288596899,2,4
0.25,0.2,MDH,magnitude,remaining_relative_error,2.2081669030310502e-05,-0.00046948586553766103,0.0007230635725485879,1,4
0.25,0.2,MDH_condition,magnitude,utility,0.010708565482388376,0.006865948123403992,0.015930343303354057,4,4
0.25,0.2,MDH_condition,magnitude,capture,0.0003076412681404239,-4.093656248499444e-05,0.0006562190987658423,2,4
0.25,0.2,MDH_condition,magnitude,spearman,0.009632201441518787,0.007768053498295319,0.011496349384742255,4,4
0.25,0.2,MDH_condition,magnitude,remaining_relative_error,-0.0005630746113808871,-0.0010621393369219245,-0.00013125261208488115,1,4
0.25,0.2,M,M,utility,0.0,0.0,0.0,0,4
0.25,0.2,M,M,capture,0.0,0.0,0.0,0,4
0.25,0.2,M,M,spearman,0.0,0.0,0.0,0,4
0.25,0.2,M,M,remaining_relative_error,0.0,0.0,0.0,0,4
