dataset,method,history_fraction,budget,utility,capture,spearman,remaining_relative_error
Frangieh,M,0.5,0.3,0.5462386506648685,0.3860479340433792,0.5170162842367677,0.9545476845399447
Frangieh,M,1.0,0.1,0.5340460269961582,0.18276443930317698,0.5170162842367677,0.9757778566739626
Frangieh,M,1.0,0.2,0.5530099218094037,0.2676224245003971,0.5170162842367677,0.9641871208960177
Frangieh,M,1.0,0.3,0.5462386506648685,0.3860479340433792,0.5170162842367677,0.9545476845399447
Frangieh,MD,0.1,0.1,0.5398306815329053,0.18328949769047095,0.5192686765111083,0.9751212807173724
Frangieh,MD,0.1,0.2,0.5614472902418985,0.26813577847562947,0.5192686765111083,0.9635356322271618
Frangieh,MD,0.1,0.3,0.5467374603644324,0.3861802731926905,0.5192686765111083,0.9543561487029883
Frangieh,MD,0.25,0.1,0.5429438387740292,0.1833172931552888,0.521258449416522,0.9751027919750072
Frangieh,MD,0.25,0.2,0.5624216737332577,0.26803989233829156,0.521258449416522,0.9636426281127254
Frangieh,MD,0.25,0.3,0.5469732592890134,0.3862890981889158,0.521258449416522,0.9541919648690437
Frangieh,MD,0.5,0.1,0.5512095771854517,0.18369835718497388,0.5238737138769233,0.97463729007964
Frangieh,MD,0.5,0.2,0.5692869117395282,0.2682853907326369,0.5238737138769233,0.9633274472820826
Frangieh,MD,0.5,0.3,0.5497471676805994,0.38640236296308167,0.5238737138769233,0.9540184569014477
Frangieh,MD,1.0,0.1,0.5589300688923805,0.18442238283227014,0.526072030184024,0.9737362760834742
Frangieh,MD,1.0,0.2,0.5733454449602402,0.2688551160740815,0.526072030184024,0.9626137563822298
Frangieh,MD,1.0,0.3,0.5505614178758836,0.38641409153675477,0.526072030184024,0.954007767348304
Frangieh,MDH,0.1,0.1,0.5437377596671368,0.18344267472470185,0.5232687300765342,0.97494141443408
Frangieh,MDH,0.1,0.2,0.5631437837774125,0.26815965168847444,0.5232687300765342,0.9635090032935278
Frangieh,MDH,0.1,0.3,0.5483541859160305,0.38626308217903776,0.5232687300765342,0.9542292604538397
Frangieh,MDH,0.25,0.1,0.5463170668410883,0.1834958530320435,0.5224778536042564,0.9748953988720083
Frangieh,MDH,0.25,0.2,0.5632950703721756,0.26808336066261435,0.5224778536042564,0.963587678103676
Frangieh,MDH,0.25,0.3,0.5479663882230662,0.38633021839561466,0.5224778536042564,0.9541309963267177
Frangieh,MDH,0.5,0.1,0.5521190685029975,0.18379749645813556,0.524199572708073,0.9745215850742152
Frangieh,MDH,0.5,0.2,0.5695476047492565,0.2683177274815813,0.524199572708073,0.9632881409027569
Frangieh,MDH,0.5,0.3,0.5485028039211979,0.3863436567724359,0.524199572708073,0.9541168420059273
Frangieh,MDH,1.0,0.1,0.5600057483679216,0.18454986876877866,0.5281623985357633,0.9735873059816389
Frangieh,MDH,1.0,0.2,0.5757596761824348,0.26895223404689117,0.5281623985357633,0.9624918861237907
Frangieh,MDH,1.0,0.3,0.5517175673377839,0.38650564553011957,0.5281623985357633,0.95386037200431
Frangieh,MDH_condition,0.1,0.1,0.5392152154700955,0.18320435549160352,0.5219824372173886,0.9752220839719554
Frangieh,MDH_condition,0.1,0.2,0.5572337575537254,0.26781622011823547,0.5219824372173886,0.963927290521386
Frangieh,MDH_condition,0.1,0.3,0.5481534217562029,0.3863383064648093,0.5219824372173886,0.9541036301246274
Frangieh,MDH_condition,0.25,0.1,0.5459935569261858,0.18350391513491673,0.5237653005087999,0.9748794527103557
Frangieh,MDH_condition,0.25,0.2,0.563258818576873,0.2681161622293538,0.5237653005087999,0.96354092714266
Frangieh,MDH_condition,0.25,0.3,0.5481756041011274,0.38642931622357296,0.5237653005087999,0.9539657606136505
Frangieh,MDH_condition,0.5,0.1,0.5440133930328691,0.18356931352711786,0.5251792138303872,0.974812634356748
Frangieh,MDH_condition,0.5,0.2,0.5615812295870515,0.26801344248123604,0.5251792138303872,0.9636707673303017
Frangieh,MDH_condition,0.5,0.3,0.5513613864224794,0.38655180874394646,0.5251792138303872,0.9537623567863421
Frangieh,MDH_condition,1.0,0.1,0.5573902999364115,0.1845178560888008,0.5300852455308177,0.9736250317272114
Frangieh,MDH_condition,1.0,0.2,0.5758428363800554,0.2689584550600853,0.5300852455308177,0.9624839232269021
Frangieh,MDH_condition,1.0,0.3,0.5516972205491323,0.3865049049721783,0.5300852455308177,0.9538615239833297
Frangieh,magnitude,0.1,0.1,0.5340460269961582,0.18276443930317698,0.5170162842367677,0.9757778566739626
Frangieh,magnitude,0.1,0.2,0.5530099218094037,0.2676224245003971,0.5170162842367677,0.9641871208960177
Frangieh,magnitude,0.1,0.3,0.5462386506648685,0.3860479340433792,0.5170162842367677,0.9545476845399447
Frangieh,magnitude,0.25,0.1,0.5340460269961582,0.18276443930317698,0.5170162842367677,0.9757778566739626
Frangieh,magnitude,0.25,0.2,0.5530099218094037,0.2676224245003971,0.5170162842367677,0.9641871208960177
Frangieh,magnitude,0.25,0.3,0.5462386506648685,0.3860479340433792,0.5170162842367677,0.9545476845399447
Frangieh,magnitude,0.5,0.1,0.5340460269961582,0.18276443930317698,0.5170162842367677,0.9757778566739626
Frangieh,magnitude,0.5,0.2,0.5530099218094037,0.2676224245003971,0.5170162842367677,0.9641871208960177
Frangieh,magnitude,0.5,0.3,0.5462386506648685,0.3860479340433792,0.5170162842367677,0.9545476845399447
Frangieh,magnitude,1.0,0.1,0.5340460269961582,0.18276443930317698,0.5170162842367677,0.9757778566739626
Frangieh,magnitude,1.0,0.2,0.5530099218094037,0.2676224245003971,0.5170162842367677,0.9641871208960177
Frangieh,magnitude,1.0,0.3,0.5462386506648685,0.3860479340433792,0.5170162842367677,0.9545476845399447
Lara_exvivo,M,0.1,0.1,0.25200952382737174,0.41305666115972933,0.17178452962381532,0.9753712781098228
Lara_exvivo,M,0.1,0.2,0.23439497209411955,0.4393987952380299,0.17178452962381532,0.9727776642700354
Lara_exvivo,M,0.1,0.3,0.2267327247497052,0.5495749419511801,0.17178452962381532,0.9577620008080855
Lara_exvivo,M,0.25,0.1,0.25200952382737174,0.41305666115972933,0.17178452962381532,0.9753712781098228
Lara_exvivo,M,0.25,0.2,0.23439497209411955,0.4393987952380299,0.17178452962381532,0.9727776642700354
Lara_exvivo,M,0.25,0.3,0.2267327247497052,0.5495749419511801,0.17178452962381532,0.9577620008080855
Lara_exvivo,M,0.5,0.1,0.25200952382737174,0.41305666115972933,0.17178452962381532,0.9753712781098228
Lara_exvivo,M,0.5,0.2,0.23439497209411955,0.4393987952380299,0.17178452962381532,0.9727776642700354
Lara_exvivo,M,0.5,0.3,0.2267327247497052,0.5495749419511801,0.17178452962381532,0.9577620008080855
Lara_exvivo,M,1.0,0.1,0.25200952382737174,0.41305666115972933,0.17178452962381532,0.9753712781098228
Lara_exvivo,M,1.0,0.2,0.23439497209411955,0.4393987952380299,0.17178452962381532,0.9727776642700354
Lara_exvivo,M,1.0,0.3,0.2267327247497052,0.5495749419511801,0.17178452962381532,0.9577620008080855
Lara_exvivo,MD,0.1,0.1,0.24079288345086017,0.41262094775901265,0.1690378946450375,0.9759712722323814
Lara_exvivo,MD,0.1,0.2,0.23077184802833087,0.4391821746934893,0.1690378946450375,0.9731096565746937
Lara_exvivo,MD,0.1,0.3,0.22738297196959323,0.5495993373093011,0.1690378946450375,0.9577241246005104
Lara_exvivo,MD,0.25,0.1,0.25081140828765597,0.4129850821641371,0.17102680388394675,0.9754930484453901
Lara_exvivo,MD,0.25,0.2,0.23471533374902556,0.43944951034952173,0.17102680388394675,0.9726980491849099
Lara_exvivo,MD,0.25,0.3,0.2251308493687017,0.5494893224207921,0.17102680388394675,0.9579406129717623
Lara_exvivo,MD,0.5,0.1,0.2517521942325866,0.4130184651862835,0.17171146336027288,0.9754177543040331
Lara_exvivo,MD,0.5,0.2,0.23439497209411955,0.4393987952380299,0.17171146336027288,0.9727776642700354
Lara_exvivo,MD,0.5,0.3,0.22737351154016483,0.5496331049798688,0.17171146336027288,0.9576527440806024
Lara_exvivo,MD,1.0,0.1,0.25458857256868694,0.41289782951491044,0.1743069909587767,0.9755912502340097
Lara_exvivo,MD,1.0,0.2,0.23865336323045222,0.43945899600586263,0.1743069909587767,0.9726536760617551
Lara_exvivo,MD,1.0,0.3,0.22534779883742342,0.5494226870687208,0.1743069909587767,0.9581420508165184
Lara_exvivo,MDH,0.1,0.1,0.24612222787668536,0.41280370290297247,0.16731448897222706,0.9757569223629666
Lara_exvivo,MDH,0.1,0.2,0.23211731392571605,0.4392396854943666,0.16731448897222706,0.9730622979722038
Lara_exvivo,MDH,0.1,0.3,0.22152251459193978,0.5492323277660344,0.16731448897222706,0.9585767459367128
Lara_exvivo,MDH,0.25,0.1,0.2490017666627307,0.41290887154810485,0.17114002267573697,0.9755991784418343
Lara_exvivo,MDH,0.25,0.2,0.23471533374902556,0.43944951034952173,0.17114002267573697,0.9726980491849099
Lara_exvivo,MDH,0.25,0.3,0.22536761122705448,0.5494945445567282,0.17114002267573697,0.9579391239267101
Lara_exvivo,MDH,0.5,0.1,0.25009071035794295,0.4129497828159218,0.17186520534139582,0.9755242820621451
Lara_exvivo,MDH,0.5,0.2,0.23498160807047483,0.43945593183605053,0.17186520534139582,0.9726853666886174
Lara_exvivo,MDH,0.5,0.3,0.22756325677206127,0.5496212690639747,0.17186520534139582,0.9576767136026546
Lara_exvivo,MDH,1.0,0.1,0.2545145742592512,0.41288607638279906,0.18173698688877263,0.9756074405021063
Lara_exvivo,MDH,1.0,0.2,0.2387305935493084,0.43945466947202677,0.18173698688877263,0.9726602471168472
Lara_exvivo,MDH,1.0,0.3,0.23690759701927294,0.5500671243534356,0.18173698688877263,0.9567391130833608
Lara_exvivo,MDH_condition,0.1,0.1,0.24135072551783326,0.41258003589524817,0.1700250293137198,0.9759998340371702
Lara_exvivo,MDH_condition,0.1,0.2,0.23408429473963985,0.43936470877374806,0.1700250293137198,0.9728226176118322
Lara_exvivo,MDH_condition,0.1,0.3,0.2269203633067608,0.5494708348635725,0.1700250293137198,0.9579809766914367
Lara_exvivo,MDH_condition,0.25,0.1,0.26863443969732864,0.4137701263493025,0.18346274129309845,0.9742436083594065
Lara_exvivo,MDH_condition,0.25,0.2,0.2528321254074767,0.44021749570660484,0.18346274129309845,0.9714766351597776
Lara_exvivo,MDH_condition,0.25,0.3,0.2325924175067791,0.5499622802854022,0.18346274129309845,0.9569749141403547
Lara_exvivo,MDH_condition,0.5,0.1,0.27620700420113486,0.4141120661195824,0.19183588314243077,0.9734632465122532
Lara_exvivo,MDH_condition,0.5,0.2,0.2598857142157451,0.44059772782815004,0.19183588314243077,0.9706420799538112
Lara_exvivo,MDH_condition,0.5,0.3,0.24007556614116396,0.5501631536242597,0.19183588314243077,0.9565055365471432
Lara_exvivo,MDH_condition,1.0,0.1,0.27883409607598053,0.4144170611275177,0.2030265168033025,0.9732001512084241
Lara_exvivo,MDH_condition,1.0,0.2,0.26459019820663404,0.4410585476619089,0.2030265168033025,0.9701368808715691
Lara_exvivo,MDH_condition,1.0,0.3,0.24768227953254426,0.5506040221891786,0.2030265168033025,0.9553739452344202
Lara_exvivo,magnitude,0.1,0.1,0.25200952382737174,0.41305666115972933,0.17178452962381532,0.9753712781098228
Lara_exvivo,magnitude,0.1,0.2,0.23439497209411955,0.4393987952380299,0.17178452962381532,0.9727776642700354
Lara_exvivo,magnitude,0.1,0.3,0.2267327247497052,0.5495749419511801,0.17178452962381532,0.9577620008080855
Lara_exvivo,magnitude,0.25,0.1,0.25200952382737174,0.41305666115972933,0.17178452962381532,0.9753712781098228
Lara_exvivo,magnitude,0.25,0.2,0.23439497209411955,0.4393987952380299,0.17178452962381532,0.9727776642700354
Lara_exvivo,magnitude,0.25,0.3,0.2267327247497052,0.5495749419511801,0.17178452962381532,0.9577620008080855
Lara_exvivo,magnitude,0.5,0.1,0.25200952382737174,0.41305666115972933,0.17178452962381532,0.9753712781098228
Lara_exvivo,magnitude,0.5,0.2,0.23439497209411955,0.4393987952380299,0.17178452962381532,0.9727776642700354
Lara_exvivo,magnitude,0.5,0.3,0.2267327247497052,0.5495749419511801,0.17178452962381532,0.9577620008080855
Lara_exvivo,magnitude,1.0,0.1,0.25200952382737174,0.41305666115972933,0.17178452962381532,0.9753712781098228
Lara_exvivo,magnitude,1.0,0.2,0.23439497209411955,0.4393987952380299,0.17178452962381532,0.9727776642700354
Lara_exvivo,magnitude,1.0,0.3,0.2267327247497052,0.5495749419511801,0.17178452962381532,0.9577620008080855
Santinha,M,0.1,0.1,0.48780566557249727,0.5125865145658455,0.3518627800770658,0.957655973283254
Santinha,M,0.1,0.2,0.4771520015355453,0.5212814166608503,0.3518627800770658,0.9562209848979683
Santinha,M,0.1,0.3,0.3986524781912663,0.6016469979036055,0.3518627800770658,0.9545065776714206
Santinha,M,0.25,0.1,0.48780566557249727,0.5125865145658455,0.3518627800770658,0.957655973283254
Santinha,M,0.25,0.2,0.4771520015355453,0.5212814166608503,0.3518627800770658,0.9562209848979683
Santinha,M,0.25,0.3,0.3986524781912663,0.6016469979036055,0.3518627800770658,0.9545065776714206
Santinha,M,0.5,0.1,0.48780566557249727,0.5125865145658455,0.3518627800770658,0.957655973283254
Santinha,M,0.5,0.2,0.4771520015355453,0.5212814166608503,0.3518627800770658,0.9562209848979683
Santinha,M,0.5,0.3,0.3986524781912663,0.6016469979036055,0.3518627800770658,0.9545065776714206
Santinha,M,1.0,0.1,0.48780566557249727,0.5125865145658455,0.3518627800770658,0.957655973283254
Santinha,M,1.0,0.2,0.4771520015355453,0.5212814166608503,0.3518627800770658,0.9562209848979683
Santinha,M,1.0,0.3,0.3986524781912663,0.6016469979036055,0.3518627800770658,0.9545065776714206
Santinha,MD,0.1,0.1,0.47594365014977186,0.5118333989136048,0.34917098774241623,0.9591281979868271
Santinha,MD,0.1,0.2,0.4677238925827537,0.5206986701520379,0.34917098774241623,0.9574434772312588
Santinha,MD,0.1,0.3,0.3918642953898256,0.6011281891162855,0.34917098774241623,0.9559335741127236
Santinha,MD,0.25,0.1,0.48330203375930286,0.5120195775980811,0.352971829757544,0.9585106055892586
Santinha,MD,0.25,0.2,0.4742841836653373,0.5208161404531958,0.352971829757544,0.9569424624713783
Santinha,MD,0.25,0.3,0.39906460223621315,0.6013686334004217,0.352971829757544,0.9551699357395587
Santinha,MD,0.5,0.1,0.4847259572924942,0.512358886268841,0.3500148502291359,0.958105736645355
Santinha,MD,0.5,0.2,0.47304722226223533,0.521023332542683,0.3500148502291359,0.9567319138394622
Santinha,MD,0.5,0.3,0.39694375524601194,0.6015046912466115,0.3500148502291359,0.9548789185185901
Santinha,MD,1.0,0.1,0.48780566557249727,0.5125865145658455,0.35169271204985486,0.957655973283254
Santinha,MD,1.0,0.2,0.4771520015355453,0.5212814166608503,0.35169271204985486,0.9562209848979683
Santinha,MD,1.0,0.3,0.3986524781912663,0.6016469979036055,0.35169271204985486,0.9545065776714206
Santinha,MDH,0.1,0.1,0.47761011228959166,0.5117458924169038,0.3541120387548959,0.959029880196962
Santinha,MDH,0.1,0.2,0.46856401821792404,0.5205356926052157,0.3541120387548959,0.957490350171193
Santinha,MDH,0.1,0.3,0.4010182096750853,0.6014180895800985,0.3541120387548959,0.9552394285416713
Santinha,MDH,0.25,0.1,0.4779970809658913,0.5119470775192733,0.3452549038263324,0.9589008330295633
Santinha,MDH,0.25,0.2,0.4692807603917404,0.5207662225243683,0.3452549038263324,0.9572834197662712
Santinha,MDH,0.25,0.3,0.3895317086537513,0.6010743995813547,0.3452549038263324,0.9559507572873258
Santinha,MDH,0.5,0.1,0.4848834433517613,0.512379873144067,0.3511842760414189,0.9580839805355134
Santinha,MDH,0.5,0.2,0.4729027720639035,0.5210173101374257,0.3511842760414189,0.9567564593533061
Santinha,MDH,0.5,0.3,0.4012717244952294,0.6018097877580897,0.3511842760414189,0.9540502886965904
Santinha,MDH,1.0,0.1,0.48780566557249727,0.5125865145658455,0.35263201084629653,0.957655973283254
Santinha,MDH,1.0,0.2,0.4771520015355453,0.5212814166608503,0.35263201084629653,0.9562209848979683
Santinha,MDH,1.0,0.3,0.3986524781912663,0.6016469979036055,0.35263201084629653,0.9545065776714206
Santinha,MDH_condition,0.1,0.1,0.4733633764793183,0.5116076688976564,0.3503355374783946,0.9591893509415672
Santinha,MDH_condition,0.1,0.2,0.46471531200455884,0.5204607153384094,0.3503355374783946,0.9575777088476468
Santinha,MDH_condition,0.1,0.3,0.39843425327517873,0.6014125956690539,0.3503355374783946,0.9551582309221527
Santinha,MDH_condition,0.25,0.1,0.4948709864533661,0.5124310711568816,0.36317726717726717,0.9574330113141424
Santinha,MDH_condition,0.25,0.2,0.48556191480889016,0.5212132089089839,0.36317726717726717,0.9558755148810542
Santinha,MDH_condition,0.25,0.3,0.4062472936110089,0.6016494151487541,0.36317726717726717,0.954210592680952
Santinha,MDH_condition,0.5,0.1,0.48780566557249727,0.5125865145658455,0.3523756005898863,0.957655973283254
Santinha,MDH_condition,0.5,0.2,0.4771520015355453,0.5212814166608503,0.3523756005898863,0.9562209848979683
Santinha,MDH_condition,0.5,0.3,0.39903391350933587,0.6016780992994117,0.3523756005898863,0.9544252355593118
Santinha,MDH_condition,1.0,0.1,0.48780566557249727,0.5125865145658455,0.3518627800770658,0.957655973283254
Santinha,MDH_condition,1.0,0.2,0.4771520015355453,0.5212814166608503,0.3518627800770658,0.9562209848979683
Santinha,MDH_condition,1.0,0.3,0.3986524781912663,0.6016469979036055,0.3518627800770658,0.9545065776714206
Santinha,magnitude,0.1,0.1,0.48780566557249727,0.5125865145658455,0.3518627800770658,0.957655973283254
Santinha,magnitude,0.1,0.2,0.4771520015355453,0.5212814166608503,0.3518627800770658,0.9562209848979683
Santinha,magnitude,0.1,0.3,0.3986524781912663,0.6016469979036055,0.3518627800770658,0.9545065776714206
Santinha,magnitude,0.25,0.1,0.48780566557249727,0.5125865145658455,0.3518627800770658,0.957655973283254
Santinha,magnitude,0.25,0.2,0.4771520015355453,0.5212814166608503,0.3518627800770658,0.9562209848979683
Santinha,magnitude,0.25,0.3,0.3986524781912663,0.6016469979036055,0.3518627800770658,0.9545065776714206
Santinha,magnitude,0.5,0.1,0.48780566557249727,0.5125865145658455,0.3518627800770658,0.957655973283254
Santinha,magnitude,0.5,0.2,0.4771520015355453,0.5212814166608503,0.3518627800770658,0.9562209848979683
Santinha,magnitude,0.5,0.3,0.3986524781912663,0.6016469979036055,0.3518627800770658,0.9545065776714206
Santinha,magnitude,1.0,0.1,0.48780566557249727,0.5125865145658455,0.3518627800770658,0.957655973283254
Santinha,magnitude,1.0,0.2,0.4771520015355453,0.5212814166608503,0.3518627800770658,0.9562209848979683
Santinha,magnitude,1.0,0.3,0.3986524781912663,0.6016469979036055,0.3518627800770658,0.9545065776714206
