task_id,perturbation,guide_id,n_guide_cells,scgpt_rmse,gears_rmse,pair_mean_rmse,pair_max_rmse,model_disagreement_rmse,pair_lower_bound,base__constant,base__predicted_magnitude,base__magnitude_plus_pair_lower,base__extra_trees_vector
E180::DHX15::DHX15_2,DHX15,DHX15_2,88,0.14341012129170791,0.14040380926452237,0.14190696527811514,0.14341012129170791,0.024522125278976105,0.012261062639488052,0,0.013188420793085799,0.013188420793085799,0.096717765174241604
E180::DHX15::DHX15_3,DHX15,DHX15_3,29,0.17953472248606667,0.17945634206958905,0.17949553227782786,0.17953472248606667,0.024522125278976105,0.012261062639488052,0,0.013188420793085799,0.013188420793085799,0.096717765174241604
E180::DIS3::DIS3_1,DIS3,DIS3_1,142,0.093212096066281475,0.092681609371839876,0.092946852719060669,0.093212096066281475,0.031255237003707685,0.015627618501853843,0,0.016305233046167999,0.016305233046167999,0.1173906867447993
E180::DIS3::DIS3_2,DIS3,DIS3_2,193,0.081916390918622364,0.07998692510820439,0.080951658013413377,0.081916390918622364,0.031255237003707685,0.015627618501853843,0,0.016305233046167999,0.016305233046167999,0.1173906867447993
E180::DIS3::DIS3_3,DIS3,DIS3_3,246,0.074892873856746464,0.075892714540544942,0.075392794198645696,0.075892714540544942,0.031255237003707685,0.015627618501853843,0,0.016305233046167999,0.016305233046167999,0.1173906867447993
E180::ERCC2::ERCC2_2,ERCC2,ERCC2_2,199,0.087994405066052245,0.085625629381564858,0.086810017223808544,0.087994405066052245,0.024914489404299443,0.012457244702149721,0,0.013356490560568399,0.013356490560568399,0.098896765333005898
E180::ERCC2::ERCC2_3,ERCC2,ERCC2_3,267,0.087458130015399593,0.083858912390723267,0.08565852120306143,0.087458130015399593,0.024911259261668102,0.012455629630834051,0,0.0133544773756888,0.0133544773756888,0.098965808532330696
E180::ETF1::ETF1_1,ETF1,ETF1_1,212,0.089267939325682139,0.086327965236369889,0.08779795228102602,0.089267939325682139,0.02863372833610028,0.01431686416805014,0,0.0150848784400883,0.0150848784400883,0.11189385903603299
E180::ETF1::ETF1_3,ETF1,ETF1_3,158,0.075074492471821894,0.076853862183663496,0.075964177327742688,0.076853862183663496,0.02863372833610028,0.01431686416805014,0,0.0150848784400883,0.0150848784400883,0.11189385903603299
E180::EXOSC2::EXOSC2_1,EXOSC2,EXOSC2_1,124,0.10612834627899138,0.10397958205612058,0.10505396416755598,0.10612834627899138,0.023430442950703893,0.011715221475351947,0,0.0120517193989935,0.0120517193989935,0.081125289374391299
E180::EXOSC2::EXOSC2_2,EXOSC2,EXOSC2_2,99,0.12677699321448627,0.12465428153916046,0.12571563737682337,0.12677699321448627,0.023430442950703893,0.011715221475351947,0,0.0120517193989935,0.0120517193989935,0.081125289374391299
E180::EXOSC2::EXOSC2_3,EXOSC2,EXOSC2_3,28,0.21789160709886626,0.21572645271501356,0.2168090299069399,0.21789160709886626,0.023430442950703893,0.011715221475351947,0,0.0120517193989935,0.0120517193989935,0.081125289374391299
E180::FOXK1::FOXK1_1,FOXK1,FOXK1_1,256,0.066611728537453174,0.063497843042638918,0.065054785790046046,0.066611728537453174,0.022647389982445212,0.011323694991222606,0,0.012170541726366601,0.012170541726366601,0.084094628358569901
E180::FOXK1::FOXK1_2,FOXK1,FOXK1_2,155,0.082967535856807439,0.080381094399033112,0.081674315127920283,0.082967535856807439,0.022647389982445212,0.011323694991222606,0,0.012170541726366601,0.012170541726366601,0.084094628358569901
E180::FOXK1::FOXK1_3,FOXK1,FOXK1_3,567,0.052646177228667788,0.049734258404550473,0.051190217816609131,0.052646177228667788,0.022647389982445212,0.011323694991222606,0,0.012170541726366601,0.012170541726366601,0.084094628358569901
E180::IGF2BP1::IGF2BP1_1,IGF2BP1,IGF2BP1_1,199,0.088106638864240805,0.08996925669826461,0.089037947781252708,0.08996925669826461,0.025737110405688348,0.012868555202844174,0,0.0140660742583915,0.0140660742583915,0.095528031688607004
E180::IGF2BP1::IGF2BP1_3,IGF2BP1,IGF2BP1_3,396,0.065867187777343961,0.067986136074862966,0.06692666192610347,0.067986136074862966,0.025737110405688348,0.012868555202844174,0,0.0140660742583915,0.0140660742583915,0.095528031688607004
E180::LRPPRC::LRPPRC_1,LRPPRC,LRPPRC_1,92,0.26766491320684105,0.26380307390152252,0.26573399355418181,0.26766491320684105,0.030331495350341704,0.015165747675170852,0,0.015175552576519801,0.015175552576519801,0.1079027645336334
E180::LRPPRC::LRPPRC_2,LRPPRC,LRPPRC_2,292,0.24048744630435179,0.23487899680812252,0.23768322155623717,0.24048744630435179,0.030331495350341704,0.015165747675170852,0,0.015175552576519801,0.015175552576519801,0.1079027645336334
E180::LRPPRC::LRPPRC_3,LRPPRC,LRPPRC_3,120,0.26674295841605494,0.26179398486382216,0.26426847163993855,0.26674295841605494,0.030331495350341704,0.015165747675170852,0,0.015175552576519801,0.015175552576519801,0.1079027645336334
E180::LSM6::LSM6_1,LSM6,LSM6_1,24,0.22668457046598742,0.22721104926457375,0.22694780986528057,0.22721104926457375,0.023694675420350093,0.011847337710175047,0,0.0118612000519449,0.0118612000519449,0.084154042890048394
E180::LSM6::LSM6_3,LSM6,LSM6_3,54,0.12478197262837602,0.12187355105221138,0.1233277618402937,0.12478197262837602,0.023694675420350093,0.011847337710175047,0,0.0118612000519449,0.0118612000519449,0.084154042890048394
E180::MED21::MED21_2,MED21,MED21_2,38,0.15054644682940316,0.14854641980669395,0.14954643331804857,0.15054644682940316,0.023257059223160192,0.011628529611580096,0,0.012442894121982099,0.012442894121982099,0.077147750507467194
E180::MED21::MED21_3,MED21,MED21_3,93,0.093942838745839669,0.09188181123021294,0.092912324988026304,0.093942838745839669,0.023257059223160192,0.011628529611580096,0,0.012442894121982099,0.012442894121982099,0.077147750507467194
E180::NDUFS2::NDUFS2_1,NDUFS2,NDUFS2_1,259,0.091042725881261347,0.084820651806931144,0.087931688844096245,0.091042725881261347,0.02286239314036477,0.011431196570182385,0,0.0119860835713324,0.0119860835713324,0.084943627772900904
E180::NDUFS2::NDUFS2_2,NDUFS2,NDUFS2_2,181,0.1003597545428323,0.096739601748325618,0.098549678145578967,0.1003597545428323,0.02286239314036477,0.011431196570182385,0,0.0119860835713324,0.0119860835713324,0.084943627772900904
E180::NDUFS2::NDUFS2_3,NDUFS2,NDUFS2_3,328,0.082477287317301862,0.077165274746290424,0.079821281031796143,0.082477287317301862,0.022862911839278906,0.011431455919639453,0,0.0119860274987871,0.0119860274987871,0.084943627772900904
E180::PDHA1::PDHA1_1,PDHA1,PDHA1_1,314,0.058530753729298376,0.055761181613894581,0.057145967671596479,0.058530753729298376,0.023003459761620826,0.011501729880810413,0,0.012156980852773299,0.012156980852773299,0.092351327880151601
E180::PDHA1::PDHA1_2,PDHA1,PDHA1_2,472,0.049054654885717357,0.048325843147832073,0.048690249016774712,0.049054654885717357,0.023003459761620826,0.011501729880810413,0,0.012156980852773299,0.012156980852773299,0.092351327880151601
E180::PDHA1::PDHA1_3,PDHA1,PDHA1_3,398,0.051812593635161976,0.049598468924009244,0.05070553127958561,0.051812593635161976,0.023003459761620826,0.011501729880810413,0,0.012156980852773299,0.012156980852773299,0.092351327880151601
E180::PRPF38B::PRPF38B_1,PRPF38B,PRPF38B_1,68,0.12866912113655898,0.12674115046154649,0.12770513579905274,0.12866912113655898,0.025069324047607974,0.012534662023803987,0,0.013126929831796299,0.013126929831796299,0.094090165638627807
E180::PRPF38B::PRPF38B_2,PRPF38B,PRPF38B_2,125,0.1082950771652044,0.10690489697485653,0.10759998707003046,0.1082950771652044,0.025069324047607974,0.012534662023803987,0,0.013126929831796299,0.013126929831796299,0.094090165638627807
E180::PRPF38B::PRPF38B_3,PRPF38B,PRPF38B_3,178,0.09951780708487952,0.096451506360057324,0.097984656722468422,0.09951780708487952,0.025069324047607974,0.012534662023803987,0,0.013126929831796299,0.013126929831796299,0.094090165638627807
E180::SCO1::SCO1_1,SCO1,SCO1_1,266,0.064055911232989884,0.060685996132641376,0.06237095368281563,0.064055911232989884,0.022282481425651455,0.011141240712825727,0,0.0119281892639246,0.0119281892639246,0.10182560830928131
E180::SCO1::SCO1_2,SCO1,SCO1_2,188,0.08336464204560437,0.080710432805544907,0.082037537425574639,0.08336464204560437,0.022282481425651455,0.011141240712825727,0,0.0119281892639246,0.0119281892639246,0.10182560830928131
E180::SCO1::SCO1_3,SCO1,SCO1_3,142,0.087814574457369815,0.086137003750495378,0.086975789103932596,0.087814574457369815,0.022282574189785798,0.011141287094892899,0,0.011927901922276199,0.011927901922276199,0.10182560830928131
E180::SCO2::SCO2_1,SCO2,SCO2_1,116,0.097807190773269798,0.095281518457933992,0.096544354615601902,0.097807190773269798,0.023552240131347043,0.011776120065673521,0,0.012523134872505001,0.012523134872505001,0.088275355612290302
E180::SCO2::SCO2_2,SCO2,SCO2_2,212,0.082108745197028765,0.078260027213677807,0.080184386205353286,0.082108745197028765,0.023552240131347043,0.011776120065673521,0,0.012523134872505001,0.012523134872505001,0.088275355612290302
E180::SCO2::SCO2_3,SCO2,SCO2_3,245,0.064245033617194525,0.064463832778898139,0.064354433198046332,0.064463832778898139,0.023552240131347043,0.011776120065673521,0,0.012523134872505001,0.012523134872505001,0.088275355612290302
E180::SDHB::SDHB_2,SDHB,SDHB_2,248,0.062460033911601355,0.061171883445926695,0.061815958678764021,0.062460033911601355,0.021732405208221988,0.010866202604110994,0,0.011613581606081599,0.011613581606081599,0.092478672023791397
E180::SDHB::SDHB_3,SDHB,SDHB_3,167,0.079610574420697397,0.078452583102700604,0.079031578761699001,0.079610574420697397,0.021732405208221988,0.010866202604110994,0,0.011613581606081599,0.011613581606081599,0.092478672023791397
E180::SLC28A1::SLC28A1_1,SLC28A1,SLC28A1_1,128,0.093226225524020698,0.091730102601921049,0.09247816406297088,0.093226225524020698,0.023544675773215427,0.011772337886607713,0,0.012929391479598901,0.012929391479598901,0.081162689527596005
E180::SLC28A1::SLC28A1_3,SLC28A1,SLC28A1_3,202,0.066744172106164526,0.067608017599221845,0.067176094852693186,0.067608017599221845,0.023544675773215427,0.011772337886607713,0,0.012929391479598901,0.012929391479598901,0.081162689527596005
E180::SLC29A1::SLC29A1_1,SLC29A1,SLC29A1_1,285,0.11672949260975884,0.11541026090548485,0.11606987675762184,0.11672949260975884,0.024380114022452246,0.012190057011226123,0,0.012531245250730899,0.012531245250730899,0.091533854034966
E180::SLC29A1::SLC29A1_2,SLC29A1,SLC29A1_2,285,0.057524131129486081,0.0568522219790022,0.057188176554244144,0.057524131129486081,0.024380114022452246,0.012190057011226123,0,0.012531245250730899,0.012531245250730899,0.091533854034966
E180::SLC29A1::SLC29A1_3,SLC29A1,SLC29A1_3,394,0.050469166923680704,0.0489852985022333,0.049727232712957002,0.050469166923680704,0.024382741785106413,0.012191370892553207,0,0.0125320412292701,0.0125320412292701,0.091533854034966
E180::SLC2A1::SLC2A1_1,SLC2A1,SLC2A1_1,252,0.062529432305017979,0.063816080496316013,0.063172756400666996,0.063816080496316013,0.022999952150585236,0.011499976075292618,0,0.0118590908674263,0.0118590908674263,0.080082451119769194
E180::SLC2A1::SLC2A1_2,SLC2A1,SLC2A1_2,229,0.06446445410644408,0.062404090509692305,0.063434272308068196,0.06446445410644408,0.022999952150585236,0.011499976075292618,0,0.0118590908674263,0.0118590908674263,0.080082451119769194
E180::SLC2A1::SLC2A1_3,SLC2A1,SLC2A1_3,199,0.074133491179095776,0.075203685967872899,0.074668588573484337,0.075203685967872899,0.022999952150585236,0.011499976075292618,0,0.0118590908674263,0.0118590908674263,0.080082451119769194
E180::SMARCD1::SMARCD1_1,SMARCD1,SMARCD1_1,326,0.059241756839118753,0.059344278100974097,0.059293017470046422,0.059344278100974097,0.023889107983349183,0.011944553991674592,0,0.0125499318725396,0.0125499318725396,0.089967458919243501
E180::SMARCD1::SMARCD1_2,SMARCD1,SMARCD1_2,605,0.043168318596868017,0.042904731567650949,0.043036525082259483,0.043168318596868017,0.023889107983349183,0.011944553991674592,0,0.0125499318725396,0.0125499318725396,0.089967458919243501
E180::SMARCD1::SMARCD1_3,SMARCD1,SMARCD1_3,1227,0.035926962947088845,0.03637418852863742,0.036150575737863136,0.03637418852863742,0.023889107983349183,0.011944553991674592,0,0.0125499318725396,0.0125499318725396,0.089967458919243501
E180::SMG5::SMG5_1,SMG5,SMG5_1,148,0.10527783908359016,0.10562639595627846,0.1054521175199343,0.10562639595627846,0.029617835053345625,0.014808917526672813,0,0.0153244748547109,0.0153244748547109,0.1176846003439089
E180::SMG5::SMG5_2,SMG5,SMG5_2,66,0.15410568949950251,0.15032667830386542,0.15221618390168395,0.15410568949950251,0.029617835053345625,0.014808917526672813,0,0.0153244748547109,0.0153244748547109,0.1176846003439089
E180::STAG2::STAG2_1,STAG2,STAG2_1,444,0.066545154058381614,0.066547102650587067,0.066546128354484341,0.066547102650587067,0.02398889850015631,0.011994449250078155,0,0.0126734128061934,0.0126734128061934,0.0919522612769645
E180::STAG2::STAG2_2,STAG2,STAG2_2,280,0.070061729375363743,0.071425252810466716,0.070743491092915223,0.071425252810466716,0.02398889850015631,0.011994449250078155,0,0.0126734128061934,0.0126734128061934,0.0919522612769645
E180::STAG2::STAG2_3,STAG2,STAG2_3,350,0.068873456178046383,0.066235215669235542,0.067554335923640962,0.068873456178046383,0.02398889850015631,0.011994449250078155,0,0.0126734128061934,0.0126734128061934,0.0919522612769645
E180::TIAL1::TIAL1_1,TIAL1,TIAL1_1,246,0.064957027395754208,0.068153257855466332,0.06655514262561027,0.068153257855466332,0.026735424135621553,0.013367712067810776,0,0.013896284135127701,0.013896284135127701,0.0970792081207206
E180::TIAL1::TIAL1_2,TIAL1,TIAL1_2,221,0.071518988997085836,0.071171372652204759,0.071345180824645305,0.071518988997085836,0.026735820923943051,0.013367910461971525,0,0.013896565404088001,0.013896565404088001,0.0970792081207206
E180::TIAL1::TIAL1_3,TIAL1,TIAL1_3,193,0.076777907506279233,0.07678341639494804,0.076780661950613643,0.07678341639494804,0.026735424135621553,0.013367712067810776,0,0.013896284135127701,0.013896284135127701,0.0970792081207206
E180::UPF2::UPF2_1,UPF2,UPF2_1,58,0.16696103768802417,0.16346977308682697,0.16521540538742557,0.16696103768802417,0.025152907992508106,0.012576453996254053,0,0.0134088885746997,0.0134088885746997,0.097891204579372407
E180::UPF2::UPF2_2,UPF2,UPF2_2,179,0.090365413635137143,0.08638564001785369,0.08837552682649541,0.090365413635137143,0.025152907992508106,0.012576453996254053,0,0.0134088885746997,0.0134088885746997,0.097891204579372407
E180::UPF2::UPF2_3,UPF2,UPF2_3,100,0.11142166373884696,0.10949216368622909,0.11045691371253802,0.11142166373884696,0.025152907992508106,0.012576453996254053,0,0.0134088885746997,0.0134088885746997,0.097891204579372407
