experiment,stratum,outcome,predictor,budget,n_tasks,n_selected,high_error_capture,random_expected_capture,selected_mean_error,overall_mean_error,error_lift,oracle_mean_error,oracle_normalized_utility,selected_mean_bound_to_error_ratio
E189,support_3::unseen_context_row,family_worst_error,diameter_half_lower_bound,0.2,1440,288,0.2847222222222222,0.2,0.1315951025561811,0.12043257298023093,1.0926869641636112,0.19846435289709596,0.14305106954939015,0.2995983188273594
E189,support_3::unseen_context_row,family_worst_error,predicted_magnitude,0.2,1440,288,0.3020833333333333,0.2,0.13552733740590103,0.12043257298023093,1.125337888680232,0.19846435289709596,0.1934438050977698,
E189,support_3::unseen_context_row,family_worst_error,diameter_half_lower_bound,0.3,1440,432,0.3680555555555556,0.3,0.12558489965473615,0.12043257298023093,1.0427818367324178,0.17792600110721934,0.08961592380828368,0.2949179108949214
E189,support_3::unseen_context_row,family_worst_error,predicted_magnitude,0.3,1440,432,0.35185185185185186,0.3,0.12630801576253786,0.12043257298023093,1.0487861600637844,0.17792600110721934,0.10219329362878782,
E189,support_3::unseen_perturbation_column,family_rms_error,diversity_lower_bound,0.1,960,96,0.14583333333333334,0.1,0.1313640218666343,0.11821946537307923,1.1111877511209616,0.2669299144462954,0.08839026830645548,0.2704238765014964
E189,support_3::unseen_perturbation_column,family_rms_error,predicted_magnitude,0.1,960,96,0.052083333333333336,0.1,0.10450723205498923,0.11821946537307923,0.8840103592516116,0.2669299144462954,-0.09220759807765033,
E189,support_3::unseen_perturbation_column,family_rms_error,diversity_lower_bound,0.2,960,192,0.28125,0.2,0.13309439440951532,0.11821946537307923,1.1258247022983356,0.21458375212130668,0.15436142930523689,0.25524550602628104
E189,support_3::unseen_perturbation_column,family_rms_error,predicted_magnitude,0.2,960,192,0.13541666666666666,0.2,0.10470605586803262,0.11821946537307923,0.8856921788438077,0.21458375212130668,-0.14023254839579016,
E189,support_3::unseen_perturbation_column,family_rms_error,diversity_lower_bound,0.3,960,288,0.3958333333333333,0.3,0.1286849794642429,0.11821946537307923,1.0885261497177001,0.1871541381748476,0.15181785400300324,0.2547236294057013
E189,support_3::unseen_perturbation_column,family_rms_error,predicted_magnitude,0.3,960,288,0.2465277777777778,0.3,0.10934540572125154,0.11821946537307923,0.9249357149110532,0.1871541381748476,-0.12873143936355996,
E189,support_3::unseen_perturbation_column,family_worst_error,diameter_half_lower_bound,0.1,960,96,0.125,0.1,0.13456969313230305,0.12422680400213751,1.0832581117516922,0.2719432462785151,0.07001853666915415,0.26715621794475525
E189,support_3::unseen_perturbation_column,family_worst_error,predicted_magnitude,0.1,960,96,0.0625,0.1,0.11289998116265014,0.12422680400213751,0.90882142601614,0.2719432462785151,-0.07667949934980746,
E189,support_3::unseen_perturbation_column,family_worst_error,diameter_half_lower_bound,0.2,960,192,0.24479166666666666,0.2,0.1361844247467284,0.12422680400213751,1.096256366253978,0.21977383740631254,0.12514905296963819,0.25476512609870067
E189,support_3::unseen_perturbation_column,family_worst_error,predicted_magnitude,0.2,960,192,0.140625,0.2,0.1124705143667732,0.12422680400213751,0.9053643074069424,0.21977383740631254,-0.12304191157493961,
E189,support_3::unseen_perturbation_column,family_worst_error,diameter_half_lower_bound,0.3,960,288,0.375,0.3,0.1366247069625638,0.12422680400213751,1.0998005467500633,0.19257770564041143,0.18138609240355544,0.24790229155438354
E189,support_3::unseen_perturbation_column,family_worst_error,predicted_magnitude,0.3,960,288,0.2569444444444444,0.3,0.11693947538655752,0.12422680400213751,0.941338516481076,0.19257770564041143,-0.10661642262081523,
E189,support_5::double_unseen,family_rms_error,diversity_lower_bound,0.1,480,48,0.0625,0.1,0.10196803215047008,0.11520650238693238,0.8850892097045044,0.26335917428367156,-0.08935694555471377,0.32431326414807854
E189,support_5::double_unseen,family_rms_error,predicted_magnitude,0.1,480,48,0.125,0.1,0.11029208107598015,0.11520650238693238,0.9573425005608914,0.26335917428367156,-0.03317133095228632,
E189,support_5::double_unseen,family_rms_error,diversity_lower_bound,0.2,480,96,0.07291666666666667,0.2,0.0923335688200898,0.11520650238693238,0.8014614358309258,0.21168887817529491,-0.23706851515571248,0.33219261542542533
E189,support_5::double_unseen,family_rms_error,predicted_magnitude,0.2,480,96,0.14583333333333334,0.2,0.10685757877778257,0.11520650238693238,0.9275307952574662,0.21168887817529491,-0.08653314702224439,
E189,support_5::double_unseen,family_rms_error,diversity_lower_bound,0.3,480,144,0.18055555555555555,0.3,0.0963160268571055,0.11520650238693238,0.8360294329014403,0.1837960101900436,-0.2754134872064209,0.3133561987784452
E189,support_5::double_unseen,family_rms_error,predicted_magnitude,0.3,480,144,0.3055555555555556,0.3,0.11552858337670109,0.11520650238693238,1.0027956841245556,0.1837960101900436,0.004695776367039394,
E189,support_5::double_unseen,family_worst_error,diameter_half_lower_bound,0.1,480,48,0.0625,0.1,0.11629094087664814,0.12117719990155211,0.9596767458822806,0.2675079314096713,-0.03339188545389632,0.3045175830983778
E189,support_5::double_unseen,family_worst_error,predicted_magnitude,0.1,480,48,0.125,0.1,0.11906839680594099,0.12117719990155211,0.982597360746705,0.2675079314096713,-0.014411211328456427,
E189,support_5::double_unseen,family_worst_error,diameter_half_lower_bound,0.2,480,96,0.09375,0.2,0.10694155828439715,0.12117719990155211,0.8825221111832885,0.21614321453750449,-0.14990248534411604,0.311601164130572
E189,support_5::double_unseen,family_worst_error,predicted_magnitude,0.2,480,96,0.15625,0.2,0.11434834328539738,0.12117719990155211,0.9436456971963151,0.21614321453750449,-0.07190842579140364,
E189,support_5::double_unseen,family_worst_error,diameter_half_lower_bound,0.3,480,144,0.1527777777777778,0.3,0.1014393660599877,0.12117719990155211,0.8371159437782024,0.18840733568884835,-0.29358610704002264,0.3176019402866132
E189,support_5::double_unseen,family_worst_error,predicted_magnitude,0.3,480,144,0.2986111111111111,0.3,0.12239568330603046,0.12117719990155211,1.0100553850515466,0.18840733568884835,0.0181240657959312,
E189,support_5::random_missing_pair,family_rms_error,diversity_lower_bound,0.1,480,48,0.20833333333333334,0.1,0.15631730491594506,0.11596592109309635,1.3479589817637458,0.26943515556057807,0.2629281625262728,0.309471532186226
E189,support_5::random_missing_pair,family_rms_error,predicted_magnitude,0.1,480,48,0.20833333333333334,0.1,0.14786291078494504,0.11596592109309635,1.2750548556954253,0.26943515556057807,0.20783963510684791,
E189,support_5::random_missing_pair,family_rms_error,diversity_lower_bound,0.2,480,96,0.3541666666666667,0.2,0.14820134563596454,0.11596592109309635,1.2779732548926155,0.2150933812025492,0.3251916724919113,0.2862150248537361
E189,support_5::random_missing_pair,family_rms_error,predicted_magnitude,0.2,480,96,0.34375,0.2,0.14130813529659259,0.11596592109309635,1.2185315648306,0.2150933812025492,0.2556528148256226,
E189,support_5::random_missing_pair,family_rms_error,diversity_lower_bound,0.3,480,144,0.4791666666666667,0.3,0.1427380784907423,0.11596592109309635,1.2308622838959173,0.18712397021953567,0.3762351234513897,0.27516958599463454
E189,support_5::random_missing_pair,family_rms_error,predicted_magnitude,0.3,480,144,0.3888888888888889,0.3,0.12817651924935758,0.11596592109309635,1.1052947110768747,0.18712397021953567,0.1715982704158241,
E189,support_5::random_missing_pair,family_worst_error,diameter_half_lower_bound,0.1,480,48,0.1875,0.1,0.16656630003272177,0.12247763752535044,1.359973162433394,0.2759090325814617,0.28735098505262047,0.3157665307749888
E189,support_5::random_missing_pair,family_worst_error,predicted_magnitude,0.1,480,48,0.20833333333333334,0.1,0.15757955413023605,0.12247763752535044,1.2865985768023995,0.2759090325814617,0.2287792312130677,
E189,support_5::random_missing_pair,family_worst_error,diameter_half_lower_bound,0.2,480,96,0.3958333333333333,0.2,0.15812950467613227,0.12247763752535044,1.2910887887056328,0.22096644958994316,0.36198900568929565,0.28852222759063295
E189,support_5::random_missing_pair,family_worst_error,predicted_magnitude,0.2,480,96,0.3645833333333333,0.2,0.15023457374240431,0.12247763752535044,1.2266286056612477,0.22096644958994316,0.2818283177062773,
E189,support_5::random_missing_pair,family_worst_error,diameter_half_lower_bound,0.3,480,144,0.4444444444444444,0.3,0.14587924806809058,0.12247763752535044,1.191068435149204,0.1932328301687565,0.3307405388701322,0.2842453483214498
E189,support_5::random_missing_pair,family_worst_error,predicted_magnitude,0.3,480,144,0.4097222222222222,0.3,0.13620217657247885,0.12247763752535044,1.112057509635485,0.1932328301687565,0.19397218118389856,
E189,support_5::unseen_context_row,family_rms_error,diversity_lower_bound,0.1,1440,144,0.2013888888888889,0.1,0.13439117415423768,0.11369853772382156,1.181995624962912,0.22737631448841109,0.18202886280286446,0.3288396860421956
E189,support_5::unseen_context_row,family_rms_error,predicted_magnitude,0.1,1440,144,0.18055555555555555,0.1,0.1304010142612494,0.11369853772382156,1.1469014190666096,0.22737631448841109,0.14692824765579537,
E189,support_5::unseen_context_row,family_rms_error,diversity_lower_bound,0.2,1440,288,0.2534722222222222,0.2,0.12285002532910551,0.11369853772382156,1.0804890527925108,0.19210487756162462,0.11671871973893141,0.3150497909491572
E189,support_5::unseen_context_row,family_rms_error,predicted_magnitude,0.2,1440,288,0.2881944444444444,0.2,0.12486854030213809,0.11369853772382156,1.0982422712018418,0.19210487756162462,0.142463002372303,
E189,support_5::unseen_context_row,family_rms_error,diversity_lower_bound,0.3,1440,432,0.3148148148148148,0.3,0.11635684124448648,0.11369853772382156,1.023380278883815,0.1716832422082984,0.04584490934806045,0.3102224177053075
E189,support_5::unseen_context_row,family_rms_error,predicted_magnitude,0.3,1440,432,0.36342592592592593,0.3,0.12136607622498394,0.11369853772382156,1.0674374416299632,0.1716832422082984,0.13223381181868513,
E189,support_5::unseen_context_row,family_worst_error,diameter_half_lower_bound,0.1,1440,144,0.19444444444444445,0.1,0.14582841064990135,0.12123041340846406,1.202902857045936,0.23488669307460952,0.21642444494656668,0.32822308287319185
E189,support_5::unseen_context_row,family_worst_error,predicted_magnitude,0.1,1440,144,0.2013888888888889,0.1,0.14289009245811785,0.12123041340846406,1.178665389654949,0.23488669307460952,0.1905717758251197,
E189,support_5::unseen_context_row,family_worst_error,diameter_half_lower_bound,0.2,1440,288,0.3020833333333333,0.2,0.13806048768717788,0.12123041340846406,1.1388271623062762,0.1989767268475422,0.21647424211183763,0.3013897376974614
E189,support_5::unseen_context_row,family_worst_error,predicted_magnitude,0.2,1440,288,0.3020833333333333,0.2,0.13555103223066953,0.12123041340846406,1.1181272786223595,0.1989767268475422,0.18419675723180204,
E189,support_5::unseen_context_row,family_worst_error,diameter_half_lower_bound,0.3,1440,432,0.35648148148148145,0.3,0.12731791588641164,0.12123041340846406,1.0502143175692789,0.1785529608197585,0.10619734734168741,0.3027549223863487
E189,support_5::unseen_context_row,family_worst_error,predicted_magnitude,0.3,1440,432,0.38425925925925924,0.3,0.13112487131271888,0.12123041340846406,1.0816169608439528,0.1785529608197585,0.17261022670994006,
E189,support_5::unseen_perturbation_column,family_rms_error,diversity_lower_bound,0.1,960,96,0.11458333333333333,0.1,0.12562559653617406,0.11827859137103768,1.0621161030070858,0.267348675199776,0.049285577470910336,0.27143295091291636
E189,support_5::unseen_perturbation_column,family_rms_error,predicted_magnitude,0.1,960,96,0.03125,0.1,0.10124497163714956,0.11827859137103768,0.8559872962939339,0.267348675199776,-0.11426584929983322,
E189,support_5::unseen_perturbation_column,family_rms_error,diversity_lower_bound,0.2,960,192,0.328125,0.2,0.13427677086212808,0.11827859137103768,1.1352584546843683,0.21500764578889478,0.16539166631341523,0.24434531449617136
E189,support_5::unseen_perturbation_column,family_rms_error,predicted_magnitude,0.2,960,192,0.11979166666666667,0.2,0.10392132290714585,0.11827859137103768,0.8786148169548845,0.21500764578889478,-0.1484276730533337,
E189,support_5::unseen_perturbation_column,family_rms_error,diversity_lower_bound,0.3,960,288,0.4548611111111111,0.3,0.13793410593563454,0.11827859137103768,1.1661798161168313,0.18766983065342735,0.2832564278699243,0.23420625274842286
E189,support_5::unseen_perturbation_column,family_rms_error,predicted_magnitude,0.3,960,288,0.2465277777777778,0.3,0.1050533409946096,0.11827859137103768,0.8881855945093164,0.18766983065342735,-0.1905896264888358,
E189,support_5::unseen_perturbation_column,family_worst_error,diameter_half_lower_bound,0.1,960,96,0.11458333333333333,0.1,0.13851635798885722,0.12391815627985524,1.117805188095549,0.27168997130286504,0.0987888096706999,0.2593488789283311
E189,support_5::unseen_perturbation_column,family_worst_error,predicted_magnitude,0.1,960,96,0.041666666666666664,0.1,0.10940095889709651,0.12391815627985524,0.8828485040563929,0.27168997130286504,-0.09824063797618122,
E189,support_5::unseen_perturbation_column,family_worst_error,diameter_half_lower_bound,0.2,960,192,0.296875,0.2,0.13657859537045167,0.12391815627985524,1.1021677490262545,0.21956818104618692,0.13236210990561958,0.25760650568351257
E189,support_5::unseen_perturbation_column,family_worst_error,predicted_magnitude,0.2,960,192,0.11979166666666667,0.2,0.11083676163206946,0.12391815627985524,0.8944352059415497,0.21956818104618692,-0.13676310779576886,
E189,support_5::unseen_perturbation_column,family_worst_error,diameter_half_lower_bound,0.3,960,288,0.3958333333333333,0.3,0.13848786942165325,0.12391815627985524,1.1175752898460978,0.19265790165211916,0.21195471503269211,0.2504117112292908
E189,support_5::unseen_perturbation_column,family_worst_error,predicted_magnitude,0.3,960,288,0.2465277777777778,0.3,0.11154678284749478,0.12391815627985524,0.9001649652983773,0.19265790165211916,-0.17997409454112168,
E190,adamson_to_replogle,family_rms_error,diversity_lower_bound,0.1,692,70,0.5285714285714286,0.10115606936416185,0.32503807285994885,0.2491853670464006,1.3044027292317841,0.35814392482302626,0.6961610667521202,0.3868898214938016
E190,adamson_to_replogle,family_rms_error,predicted_magnitude,0.1,692,70,0.5142857142857142,0.10115606936416185,0.3233273599015992,0.2491853670464006,1.297537506852851,0.35814392482302626,0.6804604830324208,
E190,adamson_to_replogle,family_rms_error,source_effect_magnitude,0.1,692,70,0.5142857142857142,0.10115606936416185,0.32371022866443355,0.2491853670464006,1.2990739885787745,0.35814392482302626,0.6839743764855559,
E190,adamson_to_replogle,family_rms_error,diversity_lower_bound,0.2,692,139,0.4748201438848921,0.20086705202312138,0.2865336621436277,0.2491853670464006,1.1498815742670496,0.3334868039439784,0.44303272247427383,0.4165922964172923
E190,adamson_to_replogle,family_rms_error,predicted_magnitude,0.2,692,139,0.4748201438848921,0.20086705202312138,0.2863765941460109,0.2491853670464006,1.149251248339494,0.3334868039439784,0.4411695514134103,
E190,adamson_to_replogle,family_rms_error,source_effect_magnitude,0.2,692,139,0.48201438848920863,0.20086705202312138,0.2890310817024662,0.2491853670464006,1.1599039106042128,0.3334868039439784,0.4726575978114852,
E190,adamson_to_replogle,family_rms_error,diversity_lower_bound,0.3,692,208,0.5144230769230769,0.30057803468208094,0.279175606122247,0.2491853670464006,1.1203531308090895,0.316689255781623,0.444274243125167,0.4004298288668133
E190,adamson_to_replogle,family_rms_error,predicted_magnitude,0.3,692,208,0.5048076923076923,0.30057803468208094,0.2781652931133906,0.2491853670464006,1.1162986671749215,0.316689255781623,0.42930750524108363,
E190,adamson_to_replogle,family_rms_error,source_effect_magnitude,0.3,692,208,0.47115384615384615,0.30057803468208094,0.2725494393623522,0.2491853670464006,1.093761815121355,0.316689255781623,0.34611446471765456,
E190,adamson_to_replogle,family_worst_error,diameter_half_lower_bound,0.1,692,70,0.6428571428571429,0.10115606936416185,0.37312120155550815,0.26849406895955136,1.3896813549789022,0.40237025661128906,0.7815216016468239,0.38087606226630966
E190,adamson_to_replogle,family_worst_error,predicted_magnitude,0.1,692,70,0.6285714285714286,0.10115606936416185,0.37126422392806563,0.26849406895955136,1.3827650844086117,0.40237025661128906,0.7676507433559289,
E190,adamson_to_replogle,family_worst_error,source_effect_magnitude,0.1,692,70,0.6285714285714286,0.10115606936416185,0.3717290363888547,0.26849406895955136,1.3844962677550083,0.40237025661128906,0.7711227010576093,
E190,adamson_to_replogle,family_worst_error,diameter_half_lower_bound,0.2,692,139,0.5251798561151079,0.20086705202312138,0.32415830897343445,0.26849406895955136,1.2073201848725712,0.3710714290158777,0.5426561960974357,0.4100182310689059
E190,adamson_to_replogle,family_worst_error,predicted_magnitude,0.2,692,139,0.5323741007194245,0.20086705202312138,0.3242835199184429,0.26849406895955136,1.2077865301646429,0.3710714290158777,0.5438768450295167,
E190,adamson_to_replogle,family_worst_error,source_effect_magnitude,0.2,692,139,0.539568345323741,0.20086705202312138,0.3259237870064627,0.26849406895955136,1.2138956673026662,0.3710714290158777,0.5598673821920943,
E190,adamson_to_replogle,family_worst_error,diameter_half_lower_bound,0.3,692,208,0.5721153846153846,0.30057803468208094,0.3134029985363807,0.26849406895955136,1.1672622779000563,0.3494985636332454,0.5544004657733319,0.39211150417903495
E190,adamson_to_replogle,family_worst_error,predicted_magnitude,0.3,692,208,0.5625,0.30057803468208094,0.3120056850388248,0.26849406895955136,1.1620580158358302,0.3494985636332454,0.5371506390423014,
E190,adamson_to_replogle,family_worst_error,source_effect_magnitude,0.3,692,208,0.5192307692307693,0.30057803468208094,0.30502693587174395,0.26849406895955136,1.1360658246707724,0.3494985636332454,0.45099802250919463,
