dataset,fold_id,task_id,perturbation,predictor,model_rmse,no_change_rmse
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,GMP::Rcor1,Rcor1,GEARS_context_mean_trainonly_graphs,0.0873014124295671,0.07336285137710198
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,GMP::Smarcd1,Smarcd1,scGPT_context_mean_finetuned,0.1027386156233424,0.09903860221478372
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,GMP::Smarcd1,Smarcd1,GEARS_context_mean_trainonly_graphs,0.1028714274225489,0.09903860221478372
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,GMP (late)::Ehmt2,Ehmt2,scGPT_context_mean_finetuned,0.087164041950965,0.08731687446465652
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,GMP (late)::Ehmt2,Ehmt2,GEARS_context_mean_trainonly_graphs,0.0829107231191987,0.08731687446465652
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,GMP (late)::Ezh2,Ezh2,scGPT_context_mean_finetuned,0.2324823895066745,0.2250049597765364
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,GMP (late)::Ezh2,Ezh2,GEARS_context_mean_trainonly_graphs,0.2415109957660322,0.2250049597765364
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,GMP (late)::Gltscr1,Gltscr1,scGPT_context_mean_finetuned,0.0843280309610118,0.08740073131254252
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,GMP (late)::Gltscr1,Gltscr1,GEARS_context_mean_trainonly_graphs,0.0980373194004605,0.08740073131254252
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,GMP (late)::Kdm6a,Kdm6a,scGPT_context_mean_finetuned,0.1745563052540854,0.17433636188824028
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,GMP (late)::Kdm6a,Kdm6a,GEARS_context_mean_trainonly_graphs,0.206620889895985,0.17433636188824028
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,GMP (late)::Mbd2,Mbd2,scGPT_context_mean_finetuned,0.0925322234133871,0.08690308910384895
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,GMP (late)::Mbd2,Mbd2,GEARS_context_mean_trainonly_graphs,0.119997183873149,0.08690308910384895
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,GMP (late)::Rcor1,Rcor1,scGPT_context_mean_finetuned,0.1028221853547734,0.09932387810927182
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,GMP (late)::Rcor1,Rcor1,GEARS_context_mean_trainonly_graphs,0.1064919000841043,0.09932387810927182
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,GMP (late)::Smarcd1,Smarcd1,scGPT_context_mean_finetuned,0.1296389202613048,0.12606831447652006
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,GMP (late)::Smarcd1,Smarcd1,GEARS_context_mean_trainonly_graphs,0.1278767673184202,0.12606831447652006
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,HSC::Ehmt2,Ehmt2,scGPT_context_mean_finetuned,0.0638726254812088,0.05745912793938625
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,HSC::Ehmt2,Ehmt2,GEARS_context_mean_trainonly_graphs,0.059998276128422,0.05745912793938625
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,HSC::Ezh2,Ezh2,scGPT_context_mean_finetuned,0.1374229968645137,0.14091003472688635
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,HSC::Ezh2,Ezh2,GEARS_context_mean_trainonly_graphs,0.1461055472186669,0.14091003472688635
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,HSC::Gltscr1,Gltscr1,scGPT_context_mean_finetuned,0.0549744223219696,0.049914613298094546
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,HSC::Gltscr1,Gltscr1,GEARS_context_mean_trainonly_graphs,0.0630066229030066,0.049914613298094546
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,HSC::Kdm6a,Kdm6a,scGPT_context_mean_finetuned,0.1239867144016556,0.12219738898468586
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,HSC::Kdm6a,Kdm6a,GEARS_context_mean_trainonly_graphs,0.1425769313681975,0.12219738898468586
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,HSC::Mbd2,Mbd2,scGPT_context_mean_finetuned,0.0745719311289105,0.06832712006259246
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,HSC::Mbd2,Mbd2,GEARS_context_mean_trainonly_graphs,0.0881118425707328,0.06832712006259246
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,HSC::Rcor1,Rcor1,scGPT_context_mean_finetuned,0.0811520357262584,0.07368281149727202
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,HSC::Rcor1,Rcor1,GEARS_context_mean_trainonly_graphs,0.0810318461323404,0.07368281149727202
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,HSC::Smarcd1,Smarcd1,scGPT_context_mean_finetuned,0.0977198060638658,0.09191300126994653
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,HSC::Smarcd1,Smarcd1,GEARS_context_mean_trainonly_graphs,0.0907325132324131,0.09191300126994653
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,MkP::Ehmt2,Ehmt2,scGPT_context_mean_finetuned,0.0947803637145627,0.09346006351897708
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,MkP::Ehmt2,Ehmt2,GEARS_context_mean_trainonly_graphs,0.0925267058821865,0.09346006351897708
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,MkP::Ezh2,Ezh2,scGPT_context_mean_finetuned,0.1307485559698826,0.13165212796546352
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,MkP::Ezh2,Ezh2,GEARS_context_mean_trainonly_graphs,0.1381227936289813,0.13165212796546352
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,MkP::Gltscr1,Gltscr1,scGPT_context_mean_finetuned,0.0746623543233175,0.06892278976204846
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,MkP::Gltscr1,Gltscr1,GEARS_context_mean_trainonly_graphs,0.0716793469566111,0.06892278976204846
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,MkP::Kdm6a,Kdm6a,scGPT_context_mean_finetuned,0.1217872021351355,0.1235229331140698
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,MkP::Kdm6a,Kdm6a,GEARS_context_mean_trainonly_graphs,0.1377766453127158,0.1235229331140698
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,MkP::Mbd2,Mbd2,scGPT_context_mean_finetuned,0.081143707442199,0.07532176550762706
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,MkP::Mbd2,Mbd2,GEARS_context_mean_trainonly_graphs,0.0961922908571211,0.07532176550762706
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,MkP::Rcor1,Rcor1,scGPT_context_mean_finetuned,0.0887980760084825,0.0842727610672181
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,MkP::Rcor1,Rcor1,GEARS_context_mean_trainonly_graphs,0.0921588713058182,0.0842727610672181
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,MkP::Smarcd1,Smarcd1,scGPT_context_mean_finetuned,0.0877845410722035,0.08400989253226347
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,MkP::Smarcd1,Smarcd1,GEARS_context_mean_trainonly_graphs,0.08844779469422,0.08400989253226347
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,GMP::Men1,Men1,scGPT_context_mean_finetuned,0.0975417481963795,0.09282950192612296
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,GMP::Men1,Men1,GEARS_context_mean_trainonly_graphs,0.0830329432928908,0.09282950192612296
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,GMP::Setdb1,Setdb1,scGPT_context_mean_finetuned,0.0886234167613119,0.08127457521263656
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,GMP::Setdb1,Setdb1,GEARS_context_mean_trainonly_graphs,0.0768813777972094,0.08127457521263656
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,GMP::Smc2,Smc2,scGPT_context_mean_finetuned,0.0766610320996659,0.07498193373276045
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,GMP::Smc2,Smc2,GEARS_context_mean_trainonly_graphs,0.0698826271736072,0.07498193373276045
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,GMP (late)::Ash1l,Ash1l,scGPT_context_mean_finetuned,0.2788550698486108,0.26926006547084513
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,GMP (late)::Ash1l,Ash1l,GEARS_context_mean_trainonly_graphs,0.2657156381595084,0.26926006547084513
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,GMP (late)::Crebbp,Crebbp,scGPT_context_mean_finetuned,0.179823180485729,0.17930415623517268
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,GMP (late)::Crebbp,Crebbp,GEARS_context_mean_trainonly_graphs,0.1630215805764909,0.17930415623517268
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,HSC::Cebpa,Cebpa,scGPT_context_mean_finetuned,0.1190598469946635,0.1203420369784919
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,HSC::Cebpa,Cebpa,GEARS_context_mean_trainonly_graphs,0.0893115369502074,0.1203420369784919
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,HSC::Crebbp,Crebbp,scGPT_context_mean_finetuned,0.1248423062965621,0.12732268967633364
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,HSC::Crebbp,Crebbp,GEARS_context_mean_trainonly_graphs,0.0902766986402541,0.12732268967633364
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,HSC::Phf10,Phf10,scGPT_context_mean_finetuned,0.0623279331483786,0.05518426006639114
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,HSC::Phf10,Phf10,GEARS_context_mean_trainonly_graphs,0.0566900169610381,0.05518426006639114
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,MkP::Ehmt1,Ehmt1,scGPT_context_mean_finetuned,0.0995896369468259,0.09755287694400344
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,MkP::Ehmt1,Ehmt1,GEARS_context_mean_trainonly_graphs,0.0910804128594564,0.09755287694400344
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,MkP::Spi1,Spi1,scGPT_context_mean_finetuned,0.1258857364220392,0.12778285095277256
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,MkP::Spi1,Spi1,GEARS_context_mean_trainonly_graphs,0.0832763768380977,0.12778285095277256
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,GMP::Carm1,Carm1,scGPT_context_mean_finetuned,0.0754539991790352,0.07622253256094609
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,GMP::Carm1,Carm1,GEARS_context_mean_trainonly_graphs,0.1051913095465799,0.07622253256094609
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,GMP::Cebpa,Cebpa,scGPT_context_mean_finetuned,0.1457087315603759,0.14601435742091268
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,GMP::Cebpa,Cebpa,GEARS_context_mean_trainonly_graphs,0.1457259438842872,0.14601435742091268
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,GMP::Crebbp,Crebbp,scGPT_context_mean_finetuned,0.1605336868095032,0.16040908534893264
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,GMP::Crebbp,Crebbp,GEARS_context_mean_trainonly_graphs,0.1554164736459667,0.16040908534893264
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,GMP::Kmt2a,Kmt2a,scGPT_context_mean_finetuned,0.1121162174516978,0.11142225716940744
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,GMP::Kmt2a,Kmt2a,GEARS_context_mean_trainonly_graphs,0.1102206988850692,0.11142225716940744
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,GMP::Rbbp4,Rbbp4,scGPT_context_mean_finetuned,0.1204802327382945,0.11914761980848833
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,GMP::Rbbp4,Rbbp4,GEARS_context_mean_trainonly_graphs,0.1317449770473383,0.11914761980848833
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,GMP::Setdb2,Setdb2,scGPT_context_mean_finetuned,0.061809841322572,0.061713485294121406
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,GMP::Setdb2,Setdb2,GEARS_context_mean_trainonly_graphs,0.0485282800058552,0.061713485294121406
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,GMP::Spi1,Spi1,scGPT_context_mean_finetuned,0.1992714912364497,0.19900037424555383
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,GMP::Spi1,Spi1,GEARS_context_mean_trainonly_graphs,0.2164096020214441,0.19900037424555383
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,GMP::Ash1l,Ash1l,scGPT_context_mean_finetuned,0.1577733922962688,0.15719132001709474
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,GMP::Ash1l,Ash1l,GEARS_context_mean_trainonly_graphs,0.1312783975849863,0.15719132001709474
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,GMP::Brd9,Brd9,scGPT_context_mean_finetuned,0.0904800016471842,0.09049498016914932
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,GMP::Brd9,Brd9,GEARS_context_mean_trainonly_graphs,0.0823955621756665,0.09049498016914932
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,GMP::Cbx3,Cbx3,scGPT_context_mean_finetuned,0.0840074022468773,0.082828751928719
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,GMP::Cbx3,Cbx3,GEARS_context_mean_trainonly_graphs,0.0591361186699877,0.082828751928719
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,GMP::Chd4,Chd4,scGPT_context_mean_finetuned,0.0647534065743678,0.06432740800371746
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,GMP::Chd4,Chd4,GEARS_context_mean_trainonly_graphs,0.0615597558436718,0.06432740800371746
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,GMP::Ehmt1,Ehmt1,scGPT_context_mean_finetuned,0.0794015333856752,0.07860363287732436
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,GMP::Ehmt1,Ehmt1,GEARS_context_mean_trainonly_graphs,0.0709512024525577,0.07860363287732436
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,GMP::Ehmt2,Ehmt2,scGPT_context_mean_finetuned,0.0577559335263586,0.05734980299040441
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,GMP::Ehmt2,Ehmt2,GEARS_context_mean_trainonly_graphs,0.0416726759553361,0.05734980299040441
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,GMP::Ezh2,Ezh2,scGPT_context_mean_finetuned,0.1475192445823149,0.1476161077342792
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,GMP::Ezh2,Ezh2,GEARS_context_mean_trainonly_graphs,0.0983588118798227,0.1476161077342792
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,GMP::Gltscr1,Gltscr1,scGPT_context_mean_finetuned,0.0583845205000262,0.05960701780314165
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,GMP::Gltscr1,Gltscr1,GEARS_context_mean_trainonly_graphs,0.0532016498267179,0.05960701780314165
