dataset_group,dataset_name,predictor_name,score_name,n,raw_spearman,normalized_rmse_spearman,partial_rho_control_magnitude,within_perturbation_weighted_rho,within_context_weighted_rho,raw_spearman_ci_low,raw_spearman_ci_high,partial_rho_ci_low,partial_rho_ci_high,status
santinha_chemical_group,SantinhaPlatt2023,ContextSimBaseline,protocol_v0_2_family_confidence,283,0.26802443107634605,0.20718499403306537,0.31097915858822894,0.07955807443439952,0.4355725754649568,0.15640485200675214,0.3822022329263876,0.1737879361284471,0.4133783652273698,ok
santinha_chemical_group,SantinhaPlatt2023,ContextSimBaseline,safeconf_linear_ranker_risk,283,0.11053388975307372,-0.09819287123386888,0.010002482744145773,0.1196717299190797,0.07219652294155962,0.003707936752886206,0.20689185483576775,-0.10392360282532044,0.13495748600986296,ok
santinha_chemical_group,SantinhaPlatt2023,V0StrongBaseline,lodo_error_ranker_risk,283,0.14802217906811405,0.052557903420487814,0.14431967677748553,-0.06223687591082151,0.2880784794944389,0.020048089750611994,0.2709100997974517,0.014205787803182691,0.2729348557292128,ok
santinha_chemical_group,SantinhaPlatt2023,V0StrongBaseline,model_disagreement_risk,283,0.11218631237087966,0.06446407185311705,0.11883246838732062,-0.0879912196166613,0.3132468403393695,0.0060777765847102976,0.22862495903472363,0.01597268299859233,0.23970266216306715,ok
santinha_chemical_group,SantinhaPlatt2023,V0StrongBaseline,protocol_v0_2_family_confidence,283,0.15325121165304736,0.09697407057184093,0.14404434783052714,-0.033189543083536034,0.3299692528902841,0.04407471491510307,0.25207795944242123,0.03061324632906498,0.25529989885681525,ok
santinha_chemical_group,SantinhaPlatt2023,V0StrongBaseline,safeconf_linear_ranker_risk,283,-0.14987012519444157,-0.16664795932954313,-0.2556170366152829,-0.10950851268872472,-0.17273928271267283,-0.28131076999939225,-0.03854832521512771,-0.3768114047536669,-0.12173851948146024,ok
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,ContextSimBaseline,lodo_error_ranker_risk,564,-0.057907863496801444,-0.36514252853955087,-0.3197218117884549,0.03689974101890846,-0.16954360330245963,-0.1448639589862689,0.029778848330443124,-0.4010422037078341,-0.22763919363369994,ok
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,ContextSimBaseline,model_disagreement_risk,564,0.5302005927144742,0.5074603365179612,0.7376652133342196,-0.09736089136858174,0.7127349542868942,0.4665803052198108,0.5897960226477722,0.7022294228929411,0.7699087938896507,ok
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,ContextSimBaseline,protocol_v0_2_family_confidence,564,0.46687004842653956,0.40376650492141886,0.6539194568791431,0.17424643749573246,0.5640227292292372,0.3936783718837194,0.5362625437931253,0.6054368289097026,0.7081998535082202,ok
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,ContextSimBaseline,safeconf_linear_ranker_risk,564,0.251350029914688,-0.2759087426377708,-0.019324672656326865,0.3980325905261819,0.11110509108005977,0.17302032681748541,0.3370572680814324,-0.11009944552604793,0.0792090905851303,ok
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,V0StrongBaseline,lodo_error_ranker_risk,564,-0.0782836310235898,-0.4201839262146952,-0.43429835043997467,0.2930237088729782,-0.30400289191417695,-0.14818761741544365,0.0029088231083315816,-0.49766015035026545,-0.3760572736062363,ok
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,V0StrongBaseline,model_disagreement_risk,564,0.43365266565287436,0.493383583721309,0.6796101393488505,-0.32978723404255317,0.6717945291161811,0.3578572082787507,0.5027260734663948,0.631097753816648,0.7176378995015391,ok
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,V0StrongBaseline,protocol_v0_2_family_confidence,564,0.3953793410439074,0.380022226733416,0.6256061294890393,-0.04521276595744681,0.5263252947858704,0.31213840634836043,0.4561003571811809,0.5804736216099528,0.6686624240399339,ok
srivatsan_sciplex_group,SrivatsanTrapnell2020_sciplex3,V0StrongBaseline,safeconf_linear_ranker_risk,564,0.1355114372696769,-0.28424219581130084,-0.14963747959016682,0.3271276595744681,-0.04341887195454154,0.05545378596742378,0.21276737880745208,-0.23043012116451678,-0.05808666180696596,ok
