task_id,technical_group,perturbation,ensemble_rmse,pair_mean_rmse,pair_max_rmse,model_disagreement_rmse,pair_lower_bound_rmse,predicted_magnitude,ensemble_base_prediction,pair_mean_base_prediction,calibration_or_evaluation_truth_used_for_score_selection
E177::G5::CASP7,5,CASP7,0.2677043347853173,0.26845663590997815,0.27508371356126493,0.042297642678022301,0.021148821339011151,0.0200825780630111,0.0200825780630111,0.021148821339011151,False
E177::G6::CASP7,6,CASP7,0.18214817894944718,0.18335885338874647,0.18548171410844042,0.042285531759262002,0.021142765879631001,0.0200665183365345,0.0200665183365345,0.021142765879631001,False
E177::G7::CASP7,7,CASP7,0.3818966198793341,0.38242505766295454,0.38927652855917427,0.0424659438431262,0.0212329719215631,0.020162403583526601,0.020162403583526601,0.0212329719215631,False
E177::G8::CASP7,8,CASP7,0.23282155671743618,0.23377607254314403,0.23623712608326855,0.042493838816881097,0.021246919408440548,0.020153898745775198,0.020153898745775198,0.021246919408440548,False
E177::G1::COG5,1,COG5,0.24980973089812858,0.25035958211734155,0.25102037646612413,0.033193692564964197,0.016596846282482099,0.028502285480499202,0.028502285480499202,0.028502285480499202,False
E177::G2::COG5,2,COG5,0.20059100908530464,0.20127749309701359,0.20166784535802124,0.033228222280740703,0.016614111140370352,0.028466910123825,0.028466910123825,0.028466910123825,False
E177::G3::COG5,3,COG5,0.27286348902951885,0.27336736235573122,0.27440585898530151,0.033245127648115103,0.016622563824057551,0.028562629595398899,0.028562629595398899,0.028562629595398899,False
E177::G4::COG5,4,COG5,0.2145005243716426,0.21514520833463735,0.21619917346861917,0.033352453261613797,0.016676226630806899,0.0287491790950298,0.0287491790950298,0.0287491790950298,False
E177::G5::COG5,5,COG5,0.19595809171050382,0.19665892991399841,0.19679798872093293,0.033177122473716701,0.016588561236858351,0.028338715434074398,0.028338715434074398,0.028338715434074398,False
E177::G6::COG5,6,COG5,0.16667976183499927,0.16750094602486992,0.16845082211124973,0.033185910433530801,0.0165929552167654,0.0283186454325914,0.0283186454325914,0.0283186454325914,False
E177::G7::COG5,7,COG5,0.27797027332402807,0.27846639512287585,0.27872063285313459,0.033234015107154798,0.016617007553577399,0.028444742783903999,0.028444742783903999,0.028444742783903999,False
E177::G8::COG5,8,COG5,0.33967538563899075,0.34007107192144514,0.34288542249283854,0.033279839903116198,0.016639919951558099,0.0284346025437116,0.0284346025437116,0.0284346025437116,False
E177::G1::CTSB,1,CTSB,0.19237122522914962,0.19320063618315314,0.19904022395185511,0.037624370306730201,0.0188121851533651,0.026303587481379499,0.026303587481379499,0.026303587481379499,False
E177::G2::CTSB,2,CTSB,0.23979871356925447,0.24047268742907496,0.24592531311497121,0.037599015980958897,0.018799507990479448,0.026298524811863799,0.026298524811863799,0.026298524811863799,False
E177::G3::CTSB,3,CTSB,0.16855839950795745,0.16958408399232283,0.17229375595588539,0.0376387983560562,0.0188193991780281,0.026401333510875698,0.026401333510875698,0.026401333510875698,False
E177::G4::CTSB,4,CTSB,0.1753199907241737,0.17633570267377141,0.17648022999162169,0.037799566984176601,0.018899783492088301,0.026577869430184298,0.026577869430184298,0.026577869430184298,False
E177::G5::CTSB,5,CTSB,0.2746141601025886,0.27518909508311951,0.28107616000134772,0.037457101047038997,0.018728550523519499,0.026194913312792702,0.026194913312792702,0.026194913312792702,False
E177::G6::CTSB,6,CTSB,0.24423671391511115,0.2449449744686058,0.24725517327687274,0.037512939423322601,0.018756469711661301,0.026154521852731701,0.026154521852731701,0.026154521852731701,False
E177::G7::CTSB,7,CTSB,0.17725122480572786,0.17821586187377664,0.18143983638754912,0.037592060863971703,0.018796030431985852,0.026271924376487701,0.026271924376487701,0.026271924376487701,False
E177::G8::CTSB,8,CTSB,0.18227408620780122,0.18324149030175851,0.18427346358942215,0.037665165960788699,0.01883258298039435,0.026259271427988999,0.026259271427988999,0.026259271427988999,False
E177::G1::EIF3F,1,EIF3F,0.28951157726333815,0.29003770668297801,0.29334298769802258,0.0355439335107803,0.01777196675539015,0.02942830696702,0.02942830696702,0.02942830696702,False
E177::G2::EIF3F,2,EIF3F,0.32019436609610336,0.32068592067812579,0.32146058618749501,0.035531830042600597,0.017765915021300299,0.029404673725366499,0.029404673725366499,0.029404673725366499,False
E177::G3::EIF3F,3,EIF3F,0.16656678778322348,0.16750258713656363,0.16920003864198147,0.035524822771549197,0.017762411385774599,0.029509322717785801,0.029509322717785801,0.029509322717785801,False
E177::G4::EIF3F,4,EIF3F,0.2027771651466676,0.20354272556050312,0.20609132192275439,0.035640299320220899,0.017820149660110449,0.029686491936445202,0.029686491936445202,0.029686491936445202,False
E177::G5::EIF3F,5,EIF3F,0.50151398514922663,0.50182799502364372,0.50235852263741987,0.035515669733285897,0.017757834866642948,0.0292705073952674,0.0292705073952674,0.0292705073952674,False
E177::G6::EIF3F,6,EIF3F,0.42364977910324264,0.42401935726349771,0.42548435383478916,0.0355204902589321,0.01776024512946605,0.0292574018239974,0.0292574018239974,0.0292574018239974,False
E177::G7::EIF3F,7,EIF3F,0.27589168353699672,0.27642852523590566,0.28071499989546345,0.035489849746227202,0.017744924873113601,0.029396332800388301,0.029396332800388301,0.029396332800388301,False
E177::G8::EIF3F,8,EIF3F,0.19335209046769306,0.19414976794529507,0.19687434981045243,0.0355822928249835,0.01779114641249175,0.029370967298746099,0.029370967298746099,0.029370967298746099,False
E177::G1::EIF4B,1,EIF4B,0.25124448799627047,0.25226340930625707,0.25404975514503347,0.045441210269927902,0.022720605134963951,0.022936215624213201,0.022936215624213201,0.022936215624213201,False
E177::G2::EIF4B,2,EIF4B,0.18566700091869731,0.18697979020166999,0.19240462229433616,0.045547142624855,0.0227735713124275,0.0228778682649135,0.0228778682649135,0.0228778682649135,False
E177::G3::EIF4B,3,EIF4B,0.30236059537504351,0.30322256538213294,0.30419769766233923,0.045735999941825797,0.022867999970912899,0.022917136549949601,0.022917136549949601,0.022917136549949601,False
E177::G4::EIF4B,4,EIF4B,0.21683765364427948,0.21802451943383155,0.22146358611182768,0.0459543354809284,0.0229771677404642,0.0230839382857084,0.0230839382857084,0.0230839382857084,False
E177::G5::EIF4B,5,EIF4B,0.22484805753402806,0.22594296000696676,0.23074400762024222,0.045458648353815002,0.022729324176907501,0.022748222574591598,0.022748222574591598,0.022748222574591598,False
E177::G6::EIF4B,6,EIF4B,0.22035042920051956,0.22130341382349544,0.23101454527799556,0.0453958325088024,0.0226979162544012,0.022764736786484701,0.022764736786484701,0.022764736786484701,False
E177::G7::EIF4B,7,EIF4B,0.49537905953006089,0.49578914285284009,0.50650090294739825,0.045659754425287198,0.022829877212643599,0.022793669253587698,0.022793669253587698,0.022829877212643599,False
E177::G8::EIF4B,8,EIF4B,0.43745701484260896,0.43789986920501078,0.44938491733381697,0.045587804168462698,0.022793902084231349,0.022839384153485201,0.022839384153485201,0.022839384153485201,False
E177::G1::EIF4H,1,EIF4H,0.23083373931645548,0.23164253095682139,0.23678850891126102,0.040026392787694903,0.020013196393847452,0.026852922514081001,0.026852922514081001,0.026852922514081001,False
E177::G2::EIF4H,2,EIF4H,0.20832443142017096,0.20928170322255177,0.20995192533889059,0.040010586380958502,0.020005293190479251,0.0268293768167495,0.0268293768167495,0.0268293768167495,False
E177::G3::EIF4H,3,EIF4H,0.23464323569654474,0.23545797645335603,0.23952658272294766,0.039978202432394,0.019989101216197,0.026948725804686501,0.026948725804686501,0.026948725804686501,False
E177::G4::EIF4H,4,EIF4H,0.16552184124402597,0.16667176836081257,0.17130107124262553,0.040171079337596803,0.020085539668798402,0.027113191783428098,0.027113191783428098,0.027113191783428098,False
E177::G5::EIF4H,5,EIF4H,0.2158321069430881,0.21674540808980641,0.21813488506725764,0.039849929511546998,0.019924964755773499,0.026737464591860698,0.026737464591860698,0.026737464591860698,False
E177::G6::EIF4H,6,EIF4H,0.24577868071082987,0.24655315513391657,0.25063808281059119,0.039899129420518799,0.019949564710259399,0.026706106960773399,0.026706106960773399,0.026706106960773399,False
E177::G7::EIF4H,7,EIF4H,0.21492497014409656,0.21581970086724239,0.21936002509544733,0.039896585047244998,0.019948292523622499,0.026847720146179099,0.026847720146179099,0.026847720146179099,False
E177::G8::EIF4H,8,EIF4H,0.24519868921804513,0.24600175259320647,0.24841629638928828,0.040014751255512203,0.020007375627756101,0.026807812973856902,0.026807812973856902,0.026807812973856902,False
E177::G1::EXOC2,1,EXOC2,0.2102141901625707,0.21130783909974343,0.22541302079855535,0.051379110664129202,0.025689555332064601,0.017295140773057899,0.017295140773057899,0.025689555332064601,False
E177::G2::EXOC2,2,EXOC2,0.16800372417636664,0.16992578746996306,0.17276738709418157,0.051287293434142997,0.025643646717071499,0.017328698188066399,0.017328698188066399,0.025643646717071499,False
E177::G3::EXOC2,3,EXOC2,0.21012982330398641,0.21139382068884627,0.22271335181843244,0.051417373120784697,0.025708686560392349,0.0174008384346961,0.0174008384346961,0.025708686560392349,False
E177::G4::EXOC2,4,EXOC2,0.15304217227418407,0.15518994991052959,0.15784357933776211,0.051732227206230101,0.025866113603115051,0.017519049346446901,0.017519049346446901,0.025866113603115051,False
E177::G5::EXOC2,5,EXOC2,0.20888986328072287,0.21039126439736625,0.2150413696444767,0.051034599542617701,0.02551729977130885,0.017273088917136099,0.017273088917136099,0.02551729977130885,False
E177::G6::EXOC2,6,EXOC2,0.18351802632162501,0.18525665149595702,0.18847266091616868,0.051049139350652598,0.025524569675326299,0.017249302938580499,0.017249302938580499,0.025524569675326299,False
E177::G7::EXOC2,7,EXOC2,0.20011123020284377,0.20161869285698986,0.20874922204666929,0.051242068409919697,0.025621034204959849,0.017325345426797801,0.017325345426797801,0.025621034204959849,False
E177::G8::EXOC2,8,EXOC2,0.28602004067883474,0.28696085816466199,0.29782872578367803,0.051271084696054403,0.025635542348027202,0.017308736220002102,0.017308736220002102,0.025635542348027202,False
E177::G1::EXOC8,1,EXOC8,0.097500074701671421,0.099499167288264467,0.1046963053230381,0.041028283536434097,0.020514141768217049,0.022915650159120501,0.022915650159120501,0.022915650159120501,False
E177::G2::EXOC8,2,EXOC8,0.10138018775268756,0.10270981705106894,0.11490242153822211,0.040988955646753297,0.020494477823376649,0.022890549153089499,0.022890549153089499,0.022890549153089499,False
E177::G3::EXOC8,3,EXOC8,0.10881329662870853,0.11057262894482273,0.11655664349098023,0.0410746224224567,0.02053731121122835,0.0229765884578228,0.0229765884578228,0.0229765884578228,False
E177::G4::EXOC8,4,EXOC8,0.23959657971288367,0.24019898040001825,0.25191900615168999,0.041298341006040497,0.020649170503020248,0.0231505688279867,0.0231505688279867,0.0231505688279867,False
E177::G5::EXOC8,5,EXOC8,0.10500765725287102,0.10696356820762895,0.10854098563341374,0.0408453233540058,0.0204226616770029,0.022773984819650601,0.022773984819650601,0.022773984819650601,False
E177::G6::EXOC8,6,EXOC8,0.087564515208180718,0.08991816617118939,0.089946439318484242,0.040877036750316599,0.0204385183751583,0.022738626226782702,0.022738626226782702,0.022738626226782702,False
E177::G7::EXOC8,7,EXOC8,0.090808694167238996,0.092856727213071241,0.099511972306003782,0.0410095192492008,0.0205047596246004,0.022853594273328701,0.022853594273328701,0.022853594273328701,False
E177::G8::EXOC8,8,EXOC8,0.15266827450589152,0.15362390594446929,0.16496658444694765,0.0410540513694286,0.0205270256847143,0.0228388644754886,0.0228388644754886,0.0228388644754886,False
E177::G1::F2RL1,1,F2RL1,0.19058913393728144,0.19137739009216664,0.19335845860505463,0.034929189831018399,0.0174645949155092,0.028481552377343101,0.028481552377343101,0.028481552377343101,False
E177::G2::F2RL1,2,F2RL1,0.15624691491141532,0.1572205346026137,0.15792849108753818,0.034968517720699303,0.017484258860349652,0.028458883985876999,0.028458883985876999,0.028458883985876999,False
E177::G3::F2RL1,3,F2RL1,0.16834711955978532,0.16925414998468824,0.17005781361467201,0.035034868866205202,0.017517434433102601,0.028543151915073301,0.028543151915073301,0.028543151915073301,False
E177::G4::F2RL1,4,F2RL1,0.12743067783725048,0.12863622360342986,0.12885997038219657,0.035142593085765797,0.017571296542882898,0.028732381761074,0.028732381761074,0.028732381761074,False
E177::G5::F2RL1,5,F2RL1,0.15970703743752068,0.16065555046893354,0.16199384988253501,0.034966219216585097,0.017483109608292548,0.028314767405390701,0.028314767405390701,0.028314767405390701,False
E177::G6::F2RL1,6,F2RL1,0.26708055076410536,0.26764358970663482,0.26974150562241195,0.034955501556396401,0.017477750778198201,0.028302187100052799,0.028302187100052799,0.028302187100052799,False
E177::G7::F2RL1,7,F2RL1,0.30611898436081802,0.30661919306291452,0.30674476697293918,0.035015009343624101,0.017507504671812051,0.028420247137546501,0.028420247137546501,0.028420247137546501,False
E177::G8::F2RL1,8,F2RL1,0.22817715351775436,0.22884870151529291,0.22885986686988438,0.035037975758314098,0.017518987879157049,0.028422903269529301,0.028422903269529301,0.028422903269529301,False
E177::G1::HDAC2,1,HDAC2,0.19749630236844729,0.19813528504880845,0.19897513245091206,0.031843811273574801,0.015921905636787401,0.0290443487465381,0.0290443487465381,0.0290443487465381,False
E177::G2::HDAC2,2,HDAC2,0.2523037050710798,0.25280498931286433,0.25301790750418129,0.031827557832002598,0.015913778916001299,0.029019888490438399,0.029019888490438399,0.029019888490438399,False
E177::G3::HDAC2,3,HDAC2,0.23273204407825146,0.2332734454364353,0.23432823730337643,0.031837627291679299,0.01591881364583965,0.029120881110429701,0.029120881110429701,0.029120881110429701,False
E177::G4::HDAC2,4,HDAC2,0.32202847584911842,0.32237517442918995,0.32802607206710427,0.031959131360054002,0.015979565680027001,0.029301036149263299,0.029301036149263299,0.029301036149263299,False
E177::G5::HDAC2,5,HDAC2,0.3257082978118524,0.32609627477089043,0.32628382638793518,0.031806938350200598,0.015903469175100299,0.028888016939163201,0.028888016939163201,0.028888016939163201,False
E177::G6::HDAC2,6,HDAC2,0.23212414834434128,0.23266819292687335,0.23292621056140639,0.031807821244001298,0.015903910622000649,0.0288725495338439,0.0288725495338439,0.0288725495338439,False
E177::G7::HDAC2,7,HDAC2,0.22961015824006967,0.23015618636002871,0.23156048297519122,0.031813040375709499,0.015906520187854749,0.029007991775870299,0.029007991775870299,0.029007991775870299,False
E177::G8::HDAC2,8,HDAC2,0.35079844619181466,0.35115659153880563,0.3528793268473629,0.0318979509174823,0.01594897545874115,0.028986318036913799,0.028986318036913799,0.028986318036913799,False
E177::G1::IFITM2,1,IFITM2,0.19516798609950492,0.19631956791125915,0.20744826185576565,0.047944877296686103,0.023972438648343052,0.019175505265593501,0.019175505265593501,0.023972438648343052,False
E177::G2::IFITM2,2,IFITM2,0.20958488430167019,0.21079317859167057,0.2188191912764417,0.047847982496023102,0.023923991248011551,0.019196011126041398,0.019196011126041398,0.023923991248011551,False
E177::G3::IFITM2,3,IFITM2,0.29455451102895081,0.29530677616798945,0.30679633363147835,0.047989249229431097,0.023994624614715548,0.019261317327618498,0.019261317327618498,0.023994624614715548,False
E177::G4::IFITM2,4,IFITM2,0.19999358454650776,0.2012279299219033,0.21058151969512498,0.048279833048582001,0.024139916524291,0.019402658566832501,0.019402658566832501,0.024139916524291,False
E177::G5::IFITM2,5,IFITM2,0.3064316344959862,0.30698980781858931,0.32197341740108887,0.047619491815567003,0.023809745907783501,0.019120596349239301,0.019120596349239301,0.023809745907783501,False
E177::G6::IFITM2,6,IFITM2,0.24451523560440031,0.24556178060056175,0.25295056426425472,0.047643754631280802,0.023821877315640401,0.019093494862318001,0.019093494862318001,0.023821877315640401,False
E177::G7::IFITM2,7,IFITM2,0.21092546961036476,0.21215817273620743,0.21927657078943077,0.047841742634773199,0.023920871317386599,0.019168443977832701,0.019168443977832701,0.023920871317386599,False
E177::G8::IFITM2,8,IFITM2,0.18802454984550188,0.18929002088899879,0.19905867711378061,0.047870963811874299,0.02393548190593715,0.019153779372572802,0.019153779372572802,0.02393548190593715,False
E177::G1::IFNAR2,1,IFNAR2,0.26501564183502796,0.26554148762992891,0.26807968856706976,0.033789563924074097,0.016894781962037048,0.033349037170410101,0.033349037170410101,0.033349037170410101,False
E177::G2::IFNAR2,2,IFNAR2,0.25952029961453504,0.2599700168632173,0.26728489699738356,0.033889889717102002,0.016944944858551001,0.0332990027964115,0.0332990027964115,0.0332990027964115,False
E177::G3::IFNAR2,3,IFNAR2,0.27012571463855556,0.27062483444292912,0.27476365717841988,0.033883869647979702,0.016941934823989851,0.033391837030649102,0.033391837030649102,0.033391837030649102,False
E177::G4::IFNAR2,4,IFNAR2,0.35238548026151401,0.35278550245806906,0.35484941791306862,0.033843394368886899,0.01692169718444345,0.033589750528335502,0.033589750528335502,0.033589750528335502,False
E177::G5::IFNAR2,5,IFNAR2,0.22724709190651923,0.2278316438857203,0.2325731375196681,0.033970512449741301,0.016985256224870651,0.033158063888549798,0.033158063888549798,0.033158063888549798,False
E177::G6::IFNAR2,6,IFNAR2,0.37962534478214066,0.38000385438673745,0.38122168015788765,0.034000590443611103,0.017000295221805552,0.033136881887912702,0.033136881887912702,0.033136881887912702,False
E177::G7::IFNAR2,7,IFNAR2,0.33216947886703718,0.33259945843728911,0.33442736790916716,0.034010488539934103,0.017005244269967051,0.0332497358322143,0.0332497358322143,0.0332497358322143,False
E177::G8::IFNAR2,8,IFNAR2,0.25401497901929032,0.25452829379194597,0.25983877507987757,0.034014351665973601,0.0170071758329868,0.033256866037845598,0.033256866037845598,0.033256866037845598,False
E177::G1::ISG15,1,ISG15,0.3241754021567213,0.32465655713766761,0.32772400509389116,0.035866305232048,0.017933152616024,0.038696907460689503,0.038696907460689503,0.038696907460689503,False
E177::G2::ISG15,2,ISG15,0.3109905237200431,0.31141181449399302,0.31933452957903674,0.0360544957220554,0.0180272478610277,0.038749743252992602,0.038749743252992602,0.038749743252992602,False
E177::G3::ISG15,3,ISG15,0.24780382688489003,0.24842476658871138,0.2524321985588166,0.036010418087243999,0.018005209043622,0.038833040744066197,0.038833040744066197,0.038833040744066197,False
E177::G4::ISG15,4,ISG15,0.25290167818717973,0.25353595893752301,0.25426219850860504,0.035874839872121797,0.017937419936060899,0.039026916027069002,0.039026916027069002,0.039026916027069002,False
E177::G5::ISG15,5,ISG15,0.27997862385818745,0.28054386076322735,0.28404429688751098,0.036281183362007099,0.01814059168100355,0.038591746240854201,0.038591746240854201,0.038591746240854201,False
E177::G6::ISG15,6,ISG15,0.34303195014033872,0.34350863280171823,0.34474783448790652,0.036265552043914698,0.018132776021957349,0.038584243506193099,0.038584243506193099,0.038584243506193099,False
E177::G7::ISG15,7,ISG15,0.22266443189562132,0.2233531026212846,0.22784196458084191,0.036183368414640399,0.018091684207320199,0.038702595978975199,0.038702595978975199,0.038702595978975199,False
E177::G8::ISG15,8,ISG15,0.22224780783432974,0.22297810423549985,0.22446312294006404,0.036185752600431401,0.0180928763002157,0.038706347346305799,0.038706347346305799,0.038706347346305799,False
E177::G1::KEAP1,1,KEAP1,0.27410245319715149,0.27470720920136593,0.2757625414694268,0.036497104912996202,0.018248552456498101,0.025379024446010499,0.025379024446010499,0.025379024446010499,False
E177::G2::KEAP1,2,KEAP1,0.52339373819188717,0.52369772879031973,0.52741714967473163,0.036449421197175903,0.018224710598587952,0.025367006659507699,0.025367006659507699,0.025367006659507699,False
E177::G3::KEAP1,3,KEAP1,0.28805351661034279,0.28860179800069974,0.2926000598844985,0.036450266838073703,0.018225133419036851,0.025476008653640698,0.025476008653640698,0.025476008653640698,False
E177::G4::KEAP1,4,KEAP1,0.22619045345388999,0.22691328424695284,0.22987626747694834,0.0366767831146717,0.01833839155733585,0.025639774277806199,0.025639774277806199,0.025639774277806199,False
E177::G5::KEAP1,5,KEAP1,0.23125584269434848,0.23196615501624818,0.23223205693486595,0.0362823940813541,0.01814119704067705,0.025262877345085099,0.025262877345085099,0.025262877345085099,False
E177::G6::KEAP1,6,KEAP1,0.59745268045528921,0.5977095249777411,0.60244186651070442,0.036296881735324797,0.018148440867662399,0.025239706039428701,0.025239706039428701,0.025239706039428701,False
E177::G7::KEAP1,7,KEAP1,0.24212006466701885,0.24279114132005375,0.24495389355259226,0.036336764693260103,0.018168382346630051,0.025376969948410901,0.025376969948410901,0.025376969948410901,False
E177::G8::KEAP1,8,KEAP1,0.29057602459968218,0.29114537863072787,0.29218799012704455,0.0364577807486057,0.01822889037430285,0.0253453534096479,0.0253453534096479,0.0253453534096479,False
E177::G1::KPNA2,1,KPNA2,0.19578447941609434,0.1964700530824576,0.20262297238493696,0.035030148923397002,0.017515074461698501,0.038384616374969399,0.038384616374969399,0.038384616374969399,False
E177::G2::KPNA2,2,KPNA2,0.27027019354538889,0.27080890030031723,0.27484193214655506,0.0350855104625225,0.01754275523126125,0.038370314985513597,0.038370314985513597,0.038370314985513597,False
E177::G3::KPNA2,3,KPNA2,0.14252668148003458,0.14358546818897605,0.14558191055327957,0.035038124769926002,0.017519062384963001,0.038460120558738702,0.038460120558738702,0.038460120558738702,False
E177::G4::KPNA2,4,KPNA2,0.15643084250591754,0.15740202861074576,0.15740963279728445,0.034916482865810297,0.017458241432905149,0.0386500693857669,0.0386500693857669,0.0386500693857669,False
E177::G5::KPNA2,5,KPNA2,0.4912161897159833,0.49148165643141473,0.49859111628123082,0.035294078290462397,0.017647039145231198,0.038217272609472198,0.038217272609472198,0.038217272609472198,False
E177::G6::KPNA2,6,KPNA2,0.18491365995949674,0.18571141974619793,0.18967995302768795,0.0352941378951072,0.0176470689475536,0.0382056422531604,0.0382056422531604,0.0382056422531604,False
E177::G7::KPNA2,7,KPNA2,0.23672020901148527,0.23732938247263749,0.24189386130825283,0.035191643983125603,0.017595821991562802,0.038332227617502199,0.038332227617502199,0.038332227617502199,False
E177::G8::KPNA2,8,KPNA2,0.18059916385530364,0.1814410269966138,0.18374565151835992,0.035219289362430503,0.017609644681215252,0.0383235961198806,0.0383235961198806,0.0383235961198806,False
E177::G1::LDLR,1,LDLR,0.11667076240638473,0.11876019123680366,0.13488183099808709,0.054838802665472003,0.027419401332736001,0.016033750027418098,0.016033750027418098,0.027419401332736001,False
E177::G2::LDLR,2,LDLR,0.12843538407930516,0.13058220709346596,0.14454966924519191,0.054814413189888,0.027407206594944,0.015994260087609201,0.015994260087609201,0.027407206594944,False
E177::G3::LDLR,3,LDLR,0.11633123630945127,0.11891060985436407,0.13111536979765254,0.054981186985969502,0.027490593492984751,0.016048202291130999,0.016048202291130999,0.027490593492984751,False
E177::G4::LDLR,4,LDLR,0.118298941889858,0.12062156000985208,0.13510232168352604,0.055303290486335699,0.027651645243167849,0.016157016158103901,0.016157016158103901,0.027651645243167849,False
E177::G5::LDLR,5,LDLR,0.13776612277650235,0.13937930575204394,0.15665631012611386,0.054610665887594202,0.027305332943797101,0.0159289799630641,0.0159289799630641,0.027305332943797101,False
E177::G6::LDLR,6,LDLR,0.14155905039778757,0.14318465212270148,0.15997228614764636,0.0545785501599311,0.02728927507996555,0.015926547348499201,0.015926547348499201,0.02728927507996555,False
E177::G7::LDLR,7,LDLR,0.099514907061420702,0.10256303149596109,0.11417820203856256,0.054804045706987298,0.027402022853493649,0.015980361029505698,0.015980361029505698,0.027402022853493649,False
E177::G8::LDLR,8,LDLR,0.087653580889878582,0.091227283405541926,0.10180619588025838,0.054815340787172297,0.027407670393586148,0.015975201502442301,0.015975201502442301,0.027407670393586148,False
E177::G1::NFKBIA,1,NFKBIA,0.31658969837015194,0.31704949419718254,0.31840393189127358,0.034244950860738699,0.017122475430369349,0.0277714468538761,0.0277714468538761,0.0277714468538761,False
E177::G2::NFKBIA,2,NFKBIA,0.33865090200526599,0.3390781856055427,0.34128106950196713,0.034318231046199701,0.017159115523099851,0.027762709185480999,0.027762709185480999,0.027762709185480999,False
E177::G3::NFKBIA,3,NFKBIA,0.31864147222643757,0.31910302610722974,0.31911044437416386,0.034313462674617698,0.017156731337308849,0.027866212651133499,0.027866212651133499,0.027866212651133499,False
