dataset,fold_id,setting,method,n_tasks,status,spearman,utility_20,capture_20,remaining_relative_error_80
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,perturbation_unseen_column,magnitude,28,EVALUATED,0.33388067870826493,0.6853010091535786,0.28761672528805093,0.9066696223606624
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,random_missing_pair,magnitude,10,EVALUATED,0.29696969696969694,-0.2913176283508838,0.16402477723912826,1.0449690284510897
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,context_and_perturbation_unseen,fixed_80m_20s,7,EVALUATED,-0.16216874328520064,0.10110318045401594,0.29694506581113217,0.984276907864415
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,context_unseen_row,fixed_80m_20s,24,EVALUATED,0.5330434782608695,0.6340321517537387,0.2693593098476299,0.9229145559819412
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,perturbation_unseen_column,fixed_80m_20s,28,EVALUATED,0.17134254984597627,0.3689420550106993,0.25906647603592914,0.9430063032269994
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,random_missing_pair,fixed_80m_20s,10,EVALUATED,0.7696969696969697,-0.11099060244906464,0.17978696684262488,1.025266291446719
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,context_and_perturbation_unseen,fixed_80m_20s,7,EVALUATED,-0.1785714285714286,0.38664905134236816,0.33340186332975286,0.9332373913383459
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,context_unseen_row,fixed_80m_20s,24,EVALUATED,0.7591304347826088,0.9732757226497165,0.3238123550704455,0.8541317620162794
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,perturbation_unseen_column,fixed_80m_20s,28,EVALUATED,-0.07881773399014778,0.2164848377251726,0.23903786067079605,0.9684972682371685
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,random_missing_pair,fixed_80m_20s,10,EVALUATED,0.6121212121212121,-0.14947986285130319,0.18521491037922813,1.0184813620259647
