draw,n_fold_endpoint_evaluations,n_fold_endpoint_evaluations_below_10,n_unique_dataset_fold_evaluations,n_unique_dataset_fold_evaluations_below_10,any_fold_endpoint_below_10,any_unique_dataset_fold_below_10
2838,128,0,32,0,False,False
2839,128,0,32,0,False,False
2840,128,0,32,0,False,False
2841,128,0,32,0,False,False
2842,128,0,32,0,False,False
2843,128,0,32,0,False,False
2844,128,0,32,0,False,False
2845,128,0,32,0,False,False
2846,128,4,32,1,True,True
2847,128,0,32,0,False,False
2848,128,0,32,0,False,False
2849,128,0,32,0,False,False
2850,128,0,32,0,False,False
2851,128,0,32,0,False,False
2852,128,4,32,1,True,True
2853,128,0,32,0,False,False
2854,128,0,32,0,False,False
2855,128,0,32,0,False,False
2856,128,0,32,0,False,False
2857,128,0,32,0,False,False
2858,128,0,32,0,False,False
2859,128,0,32,0,False,False
2860,128,0,32,0,False,False
2861,128,0,32,0,False,False
2862,128,0,32,0,False,False
2863,128,0,32,0,False,False
2864,128,4,32,1,True,True
2865,128,0,32,0,False,False
2866,128,0,32,0,False,False
2867,128,0,32,0,False,False
2868,128,0,32,0,False,False
2869,128,0,32,0,False,False
2870,128,0,32,0,False,False
2871,128,0,32,0,False,False
2872,128,0,32,0,False,False
2873,128,0,32,0,False,False
2874,128,0,32,0,False,False
2875,128,0,32,0,False,False
2876,128,0,32,0,False,False
2877,128,0,32,0,False,False
2878,128,0,32,0,False,False
2879,128,4,32,1,True,True
2880,128,0,32,0,False,False
2881,128,0,32,0,False,False
2882,128,0,32,0,False,False
2883,128,0,32,0,False,False
2884,128,0,32,0,False,False
2885,128,0,32,0,False,False
2886,128,4,32,1,True,True
2887,128,0,32,0,False,False
2888,128,0,32,0,False,False
2889,128,0,32,0,False,False
2890,128,0,32,0,False,False
2891,128,0,32,0,False,False
2892,128,0,32,0,False,False
2893,128,0,32,0,False,False
2894,128,0,32,0,False,False
2895,128,0,32,0,False,False
2896,128,0,32,0,False,False
2897,128,0,32,0,False,False
2898,128,0,32,0,False,False
2899,128,0,32,0,False,False
2900,128,0,32,0,False,False
2901,128,0,32,0,False,False
2902,128,0,32,0,False,False
2903,128,0,32,0,False,False
2904,128,0,32,0,False,False
2905,128,0,32,0,False,False
2906,128,0,32,0,False,False
2907,128,0,32,0,False,False
2908,128,0,32,0,False,False
2909,128,0,32,0,False,False
2910,128,4,32,1,True,True
2911,128,0,32,0,False,False
2912,128,0,32,0,False,False
2913,128,0,32,0,False,False
2914,128,0,32,0,False,False
2915,128,0,32,0,False,False
2916,128,0,32,0,False,False
2917,128,0,32,0,False,False
2918,128,0,32,0,False,False
2919,128,0,32,0,False,False
2920,128,0,32,0,False,False
2921,128,0,32,0,False,False
2922,128,0,32,0,False,False
2923,128,0,32,0,False,False
2924,128,0,32,0,False,False
2925,128,0,32,0,False,False
2926,128,4,32,1,True,True
2927,128,0,32,0,False,False
2928,128,0,32,0,False,False
2929,128,4,32,1,True,True
2930,128,0,32,0,False,False
2931,128,0,32,0,False,False
2932,128,0,32,0,False,False
2933,128,0,32,0,False,False
2934,128,0,32,0,False,False
2935,128,0,32,0,False,False
2936,128,0,32,0,False,False
2937,128,0,32,0,False,False
2938,128,4,32,1,True,True
2939,128,8,32,2,True,True
2940,128,0,32,0,False,False
2941,128,0,32,0,False,False
2942,128,0,32,0,False,False
2943,128,0,32,0,False,False
2944,128,0,32,0,False,False
2945,128,0,32,0,False,False
2946,128,0,32,0,False,False
2947,128,0,32,0,False,False
2948,128,0,32,0,False,False
2949,128,0,32,0,False,False
2950,128,0,32,0,False,False
2951,128,0,32,0,False,False
2952,128,0,32,0,False,False
2953,128,0,32,0,False,False
2954,128,0,32,0,False,False
2955,128,4,32,1,True,True
2956,128,0,32,0,False,False
2957,128,0,32,0,False,False
2958,128,0,32,0,False,False
2959,128,0,32,0,False,False
2960,128,0,32,0,False,False
2961,128,0,32,0,False,False
2962,128,4,32,1,True,True
2963,128,0,32,0,False,False
2964,128,0,32,0,False,False
2965,128,0,32,0,False,False
2966,128,0,32,0,False,False
2967,128,4,32,1,True,True
2968,128,0,32,0,False,False
2969,128,0,32,0,False,False
2970,128,0,32,0,False,False
2971,128,0,32,0,False,False
2972,128,0,32,0,False,False
2973,128,0,32,0,False,False
2974,128,0,32,0,False,False
2975,128,0,32,0,False,False
2976,128,0,32,0,False,False
2977,128,0,32,0,False,False
2978,128,0,32,0,False,False
2979,128,0,32,0,False,False
2980,128,4,32,1,True,True
2981,128,0,32,0,False,False
2982,128,0,32,0,False,False
2983,128,0,32,0,False,False
2984,128,0,32,0,False,False
2985,128,0,32,0,False,False
2986,128,0,32,0,False,False
2987,128,0,32,0,False,False
2988,128,0,32,0,False,False
2989,128,0,32,0,False,False
2990,128,4,32,1,True,True
2991,128,0,32,0,False,False
2992,128,0,32,0,False,False
2993,128,0,32,0,False,False
2994,128,0,32,0,False,False
2995,128,0,32,0,False,False
2996,128,4,32,1,True,True
2997,128,0,32,0,False,False
2998,128,0,32,0,False,False
2999,128,0,32,0,False,False
