e172_global_target_rank,panel_id,panel_target_rank,ensembl_core,perturbed_gene_name,n_identity_complete_guides,eligible_guide_ids,expression_axis_id_unique,expression_axis_gene_name,target_name_matches_expression_axis,expression_axis_name_unique,scgpt_token,in_scgpt_vocabulary,eligible_target,target_selection_sha256,column_unseen_sha256,e172_selection_sha256,e172_column_unseen_sha256,target_stratum,perturbation_support_contexts_pretruth,excluded_all_e168_and_e170_targets,selection_used_expression_abundance_effect_error_or_e171_validation
11,Q01,11,ENSG00000196839,ADA,2,ADA-1+ADA-2,True,ADA,True,True,ADA,True,True,702e5fc82e5d1245ddff6aa7d89b50c19e47709b32480a5957102722af522f6a,dddcc6166816cbb28bcd55bb1046eba99adb39a1206d61566dfdcdbb295ae569,0072b3bbe72b98874cf3d8b9ede4ee3a068fc23b273feb2d3b4d733185fc22b4,165b5d90b895657de9e1888ef2fbbed68d818f4905384c19e201f073d1fb2781,COLUMN_UNSEEN,0,True,False
12,Q01,12,ENSG00000173198,CYSLTR1,2,CYSLTR1-1+CYSLTR1-2,True,CYSLTR1,True,True,CYSLTR1,True,True,79e39266d0d0f2fe777a142e003785bbdab0206c13b461e2265de677c329094a,b6207c6091b3d1c04f5483844c3ca044a49d0c040ffc4d85fd585c7713668549,0092ade9df142ce8afc0d317a3d64a0a998f005c2c4010840dcea7f9d10aedd6,8a437d5603260d1bc727e75a7c0bb368b5bfb11aa9fc4a0aa812a021f817cfe0,DONOR_UNSEEN_ONLY,6,True,False
13,Q01,13,ENSG00000150347,ARID5B,2,ARID5B-1+ARID5B-2,True,ARID5B,True,True,ARID5B,True,True,12dd1f5928cb91e828017c8047601725df8e83112808bc921bfa51d2ce4fa662,b670c37011d96f05406d969feba7628f949ef37e669804ac9b39913a27fce8ec,00a6ce8eb974d0f413470ac99f7564f5cedd240efce3072a516550e5b9b8373c,b961770ee60ba915740ee10099120441715ee1159a817de7a02fb048b2583880,DONOR_UNSEEN_ONLY,6,True,False
14,Q01,14,ENSG00000157593,SLC35B2,2,SLC35B2-1+SLC35B2-2,True,SLC35B2,True,True,SLC35B2,True,True,bc964d52171a7d913768de078fd663ec1317c3ccb3bb331894bce288d174d5ad,a97cc931189ae20f5e5da69089193f4ab315dc6ebabe3b8672674978e3304ca4,00b792410eee03d6250c5205cca7ec26e4aea3f826657836220da8b28654b1c2,25f70aa4bd7ac08cb2fc547ae09559a8968877184e02a63daa5e3f4709dd15d9,COLUMN_UNSEEN,0,True,False
15,Q01,15,ENSG00000249471,ZNF324B,2,ZNF324B-1+ZNF324B-2,True,ZNF324B,True,True,ZNF324B,True,True,1778d40e1fcecd220890bf1ebca1e1206fd793060fd3902151c909ff1b4ca598,41994935b2c3ee2006c3fbe2f4adef37ba892739e23fa275ba500e38e23e9a89,00b79a9dc23ce2d294945fc61d55f41c366532365c52aef661e619434ad404cb,20fa09948b3516552035481b4fab4c7f3f14302a3cefdae1f3d5de84df2b0f4b,COLUMN_UNSEEN,0,True,False
16,Q01,16,ENSG00000148180,GSN,2,GSN-1+GSN-2,True,GSN,True,True,GSN,True,True,6ed7222eeb925bc13f0e0a9f0f05219e945a97741076f7fe1777b99eeca16412,0589f681080ed35a0137193375d2ac2e0bb674d9659359197ca83682bf51f847,00ca9795e75a80e6e468a730ec721ad09712bcb652ec66f53b2d1d1f5ab2d9cf,8a47f4fb5b9bb0924ad9fdce2509d504cd426907d5720712734f31db746f11e5,DONOR_UNSEEN_ONLY,6,True,False
17,Q01,17,ENSG00000082996,RNF13,2,RNF13-1+RNF13-2,True,RNF13,True,True,RNF13,True,True,b81b829d512bbc129fa8b7e0588dce3424bc31a979e332fc9139693c8fbf708d,873b24492e0bc729e04427fcf304b9c1a968992b1c188f68d26c7a08477cd54e,00cc82b4c55af910693bf2bb8705495ffd123e3f43138e16518c78986537f7cc,72b8d9a983a35d23c60f5ffcf7580e8ce87a199abc9bf748e499e8321b0dd75f,DONOR_UNSEEN_ONLY,6,True,False
18,Q01,18,ENSG00000187554,TLR5,2,TLR5-1+TLR5-2,True,TLR5,True,True,TLR5,True,True,1df340884e0dedf3da25bfaea465d1d6d1bd30071a3ca30f27a2e06491feaecc,4f98aa270aac3ec7c02e7c040a1985357fdb7af5647e072ba2e3e5c8f5de4da0,00e1cbfcb98b7ca1296f32571f7208ac1cbd160f622a039ab56a40f119a08367,ec3c03c9df8b17b7a45d8033d627968369892e74e4407e91fa7ae85189c0c660,DONOR_UNSEEN_ONLY,6,True,False
19,Q01,19,ENSG00000072110,ACTN1,2,ACTN1-1+ACTN1-2,True,ACTN1,True,True,ACTN1,True,True,cb71c57202eb0c307a53fd2bc12237cb0207f7f61bde851eba62814925a67333,1fb53d4b53c1b3ca8d83d90a65a7aa215f80f6b40843cd7833d6743bbe5f721a,010d672a7a1ecbffbdb614b8149095a5610087da84453196f47b5b84b9113e43,00f439b6b380718011066c864dd18d1be6dbd3f0690e1a2fdcc5b5f523be9a99,COLUMN_UNSEEN,0,True,False
20,Q01,20,ENSG00000162931,TRIM17,2,TRIM17-1+TRIM17-2,True,TRIM17,True,True,TRIM17,True,True,3f537645161b81feb3e3ec3db842d1d08d61ff2e1fb4feebe2159e1a6068993d,2c476d1c28442fd27e5676e3cc8a015a76be1adcc6ddd28c5c8fda0513d16aff,01261fb6069b9716cd0a414a600b26b64de18593df1b46a43c1b7e8a671694d0,049507c0a01ea734377426593528d58c17b053003f727c27aa4db72665c653fd,COLUMN_UNSEEN,0,True,False
21,Q01,21,ENSG00000130202,NECTIN2,2,NECTIN2-1+NECTIN2-2,True,NECTIN2,True,True,NECTIN2,True,True,4ffc6ca3b3500083a93bd8288e37b71733f7c2b900f8370c5c3cd4a186c71bcb,a6a4e026028c45ae593b4973fb46b5f46ac994e36d6b0e556505988359c8d1e5,0126378ecfee02a88cf21a08606dfb45d895319d2a0cdf3877d35c9bcec0c700,f4f5880ad9422806f89cfd72c3dcf2ff0ec77e34777dd5e92fd09cd74cbed250,DONOR_UNSEEN_ONLY,6,True,False
22,Q01,22,ENSG00000211460,TSN,2,TSN-1+TSN-2,True,TSN,True,True,TSN,True,True,6583372eb4c5a4ef7068c94001e2e6fcbf8410c2868b4366d79e267660d2df2c,81e98157beed64ad362d55368fb97910343e7d901403e0d969c3451faeef23fa,012ca20b470c1aed3e4c6a267022a6f06a7ef171aec798b5d50157368f769a81,6e7a398e33792c38463d895074dd81c273edd970526e4b92e5a419f7845033ac,DONOR_UNSEEN_ONLY,6,True,False
23,Q01,23,ENSG00000174851,YIF1A,2,YIF1A-1+YIF1A-2,True,YIF1A,True,True,YIF1A,True,True,73f830161f3a36c0b53b15e3cf2bf27e386f745e3a2a81ed89566e2b7e6ae454,8164e20b6fcfa48b10939c6131ef1dcffa94ed3a443f29352cd51213aa180b44,01550aab7fb40ad41069c8c473dbcd04045b35b8403c05bfdbe9f1c596f24282,119021b475af0a6004c44c78da944edff9c4a096097baef962aa6f7ab29022a8,COLUMN_UNSEEN,0,True,False
24,Q01,24,ENSG00000069702,TGFBR3,2,TGFBR3-1+TGFBR3-2,True,TGFBR3,True,True,TGFBR3,True,True,f0859d1243432c1993f68aca01d620ca534c0fecce20c6b0b7ebd54adcb17862,db724a1a4b36d140f2e634baff36ba7f874a4749c76112e2df26da5050194318,0155a1b5ffc19fb05f7f1ce564b59377dccb8ae79be47f0790d8509609bd7926,ecf7f62000a73df3b5c1f540db4a2b251fb83b2360e45627ec486329908e18be,DONOR_UNSEEN_ONLY,6,True,False
25,Q01,25,ENSG00000158571,PFKFB1,2,PFKFB1-1+PFKFB1-2,True,PFKFB1,True,True,PFKFB1,True,True,56e11ceefe89651867efc776669a31b913925dbd75aeae06035cb232e9ded37b,f26b1445420fa49ff0583b0634c527a4e0f3484e4b0159a81a7379c204cff69b,01607c8f89fdab7c955b7b215302a41a9d9f922948b0735bb1a3c843be8623dd,d36a3d8993efb0afea19866dc846308a482939694b424f5dbf976d714b3ad590,DONOR_UNSEEN_ONLY,6,True,False
26,Q01,26,ENSG00000103197,TSC2,2,TSC2-1+TSC2-2,True,TSC2,True,True,TSC2,True,True,64658a416b7ae1809ef5ab282d3a564fd23acf8b9872276523acb840e64ed22f,4eb589a22fad76ec1e4a5e8a3484394db6e8eeb34eb1e47641161f29646f1d1e,01632400a3bdac7cf9d59c2054ff15a552514d476c1e58dc51f69c45e76b5a5b,484295fe1a23643d5bf90f5cba775b0ee5f467dd4324220b3ec0804b2db200fb,DONOR_UNSEEN_ONLY,6,True,False
27,Q01,27,ENSG00000171033,PKIA,2,PKIA-1+PKIA-2,True,PKIA,True,True,PKIA,True,True,bc59f8351111bdb62b57ffd358032f80a0240f008906d5c682877ab08e53c407,b2921019f45553fa91671aab8a844ccf857bab24948be161cbcf322f544f329d,016c028aa77ecebe36489c89917923f649bde213815db3d73753a7ca1802fa7e,697fb8b5ff6805dc1da442a2398c3beadfa806d868ace16f275ff9189acac9d8,DONOR_UNSEEN_ONLY,6,True,False
28,Q01,28,ENSG00000213949,ITGA1,2,ITGA1-1+ITGA1-2,True,ITGA1,True,True,ITGA1,True,True,a547d1cb5358d30abd0033a78d9bb2ab1150d5e763ae6fea532038d762417b54,d877796623b9d2d74990a1b8fac8bc4aa4c8cd0efcb15f5b02888f07361cc23b,0199e257adf56831910e92e96f58d800d7db4eb2dbd38a0d73c7084604810e5b,29041ae6474f16e0b23dbab0daa1fd2f5277942732aedfdd2856477f64e924cc,COLUMN_UNSEEN,0,True,False
29,Q01,29,ENSG00000014216,CAPN1,2,CAPN1-1+CAPN1-2,True,CAPN1,True,True,CAPN1,True,True,0cc62c6f55998a2e5b5fd6a4523d31044cccbfc2186c2963a684832fa0f4dec3,b96885d0a3da5f05854a61f8e2e4cee57369ba1693ef8a94c05870b64622e4a9,01b19f9dd53555d5fc887af683d79049a68cc05fb8974e36453877f76341aad7,ab886ff4a22374d9969db16ed26c4390989f822a4aed24c9dfd593c441eaf5cb,DONOR_UNSEEN_ONLY,6,True,False
30,Q01,30,ENSG00000184898,RBM43,2,RBM43-1+RBM43-3,True,RBM43,True,True,RBM43,True,True,2f88adb5165a7ada85dd6e5e0cca8e5cef5d0a3845867f8cbb0ce2d64236f3ee,724422043101fc4bb14a5a9c20e40751cc20d6b0b18c8cbbaaad05f73fe62fd1,01b4b20300f1fd5e1577c86b113d0badcee8435381014b26f3e5dd10c3f4de4f,b08cfadeb5e885ba844362cc207fe28c1bb1338ddb5de37dfce85bcc7cfc3d69,DONOR_UNSEEN_ONLY,6,True,False
31,Q01,31,ENSG00000081985,IL12RB2,2,IL12RB2-1+IL12RB2-2,True,IL12RB2,True,True,IL12RB2,True,True,b32cb1507f935830ec8efc1c9cdb9d8ec5b957e86970975f0e3a8cb83ac9bae4,8951245caca3d70b36ccc64cf091234f2c3832d37f19c75d06375cc4da5fe7cc,01bc4889f224f7594f8463739cbbf432baaf3bb51c36245d14428bf07f331631,68c6a385c0fb130fa9808f8842510f39f422ffd69b278971418729ea03f0ea4c,DONOR_UNSEEN_ONLY,6,True,False
32,Q01,32,ENSG00000179456,ZBTB18,2,ZBTB18-1+ZBTB18-2,True,ZBTB18,True,True,ZBTB18,True,True,4174bfb5da83e89ab07e195c80ad8556052d6b73475f5bae6ec9513654281745,49fd6b886003acfb0b3b8eea9f1be00bfabf0fccf9c6d2073d9ada49cf99f7d0,01bd74c61e45a51afa6a040b6038d5798395879c690e561112cc117f14dc1e86,ea84a69e4b02cf24ed1254f4ff4055a9ad48cc6d98cdc9c09caf44b0c5458983,DONOR_UNSEEN_ONLY,6,True,False
33,Q01,33,ENSG00000138757,G3BP2,2,G3BP2-1+G3BP2-2,True,G3BP2,True,True,G3BP2,True,True,c94feb0bfa944a36fbde78de1b42989fa3155ab89e5f335e69c79a9f22b53691,e3956c4de4e0ab4b21ddd40190360a512c2920123dc751cf93720b9003a5a361,01c8ec12f14d74511e62d6e2de69b1f85082a6f82e3f3eca06e15458bf64f922,924899cccdba3137f5e64285bcbca1638db6d7fa7bc5dd2415f11fcf7e78d7d7,DONOR_UNSEEN_ONLY,6,True,False
34,Q01,34,ENSG00000266173,STRADA,2,STRADA-1+STRADA-2,True,STRADA,True,True,STRADA,True,True,246989e76fd9bd025138f70ac90f6ad421468f7f8c4ee38b1d9d03195a93f7b9,8f282c4706c640645d57a4390abd8236ac7557b55f78ef88904e159b5ea83612,01cb413478a1b1fb21fde21330928d16394c798a79d46bae5aa95d588e0edaf4,725c649c005597383cd836467d01912359e37fea88e4676646f506b9d42b8022,DONOR_UNSEEN_ONLY,6,True,False
35,Q01,35,ENSG00000198833,UBE2J1,2,UBE2J1-1+UBE2J1-2,True,UBE2J1,True,True,UBE2J1,True,True,a21d8b3e197acaa6e0196e3e303d3863f1ccdd3e5d319ffbe64af76e91510d53,beda4a56e14ef78baaef31090884cf669a9f8bc0f291272bbcbe1fae8d828dbd,01f2d0a12357e36ecdbc3c82c104c3150cd469f767663531aba15d865c13e874,5619ca123919d88956e8525aa1b72c2963cc88b049b0353bd9b606a6f8c970a1,DONOR_UNSEEN_ONLY,6,True,False
36,Q01,36,ENSG00000206053,JPT2,2,JPT2-1+JPT2-2,True,JPT2,True,True,JPT2,True,True,ebaeab7597eff6bcbdb9c94e821eb8cf9c701ea2cae0ba8b7531a67580ce86d4,3c0f116c96d6f58284ebd2daf9874a31e468e563741483ecb8a4cf44d430f0e9,01f309817d48f380a5ae35ebda51f554312824c6b7d1d039f272f71fc5687695,77aaa3663bd54b025b040046487f04d1f43249af724120cf595472d58d2adb6d,DONOR_UNSEEN_ONLY,6,True,False
37,Q01,37,ENSG00000182544,MFSD5,2,MFSD5-1+MFSD5-2,True,MFSD5,True,True,MFSD5,True,True,108c3894141def2539974c4fa59ea5df0f115ce2451657146225b9bf872d3018,e1dd4c3d3359a643aceed050c6459f54d8e1eb227b7fbeab98641ee50c634108,021da6e75b8daaec3a7547eaf71ee676344058ff2acc750821523d6cb4fe13ec,6149ef2bacfce83c2261a5dd59309774ba6177be5f8946f91b20db41368340e6,DONOR_UNSEEN_ONLY,6,True,False
38,Q01,38,ENSG00000163191,S100A11,2,S100A11-1+S100A11-2,True,S100A11,True,True,S100A11,True,True,5d1b222d94c79a190f0fc71cf8538bb292746d122a03c85181fa0e29112e8d06,adeadd252b3520a76110a69315538e670bec7784db94f309d373fe97eef1edb3,02256572f8b6006a79eda3b737e82ba2812fd9b2ed454837a4c7538506662b5e,6c1d4ac6e2abd7c1a6c7da391fd8fd2281f035362a8084069713838f78fd84a6,DONOR_UNSEEN_ONLY,6,True,False
39,Q01,39,ENSG00000198429,ZNF69,2,ZNF69-1+ZNF69-2,True,ZNF69,True,True,ZNF69,True,True,9b6b2986f1c288902f0efa21a198fb7d2440e5e21d8ffe0df24d87322ff36254,8cad0b9197da407fbc66a82a40c2aaa5d94c9ab7520171f99c6c5e8e8b69f6dc,0226750f5b12d9de59c4eb973824b717120953ea47326845174fa8ecee56d0a0,3e8c0e23ebbdc19124010ac2b4117cb606116b07ca03e82ae4f3a8e0bd2a3a6f,DONOR_UNSEEN_ONLY,6,True,False
40,Q01,40,ENSG00000102837,OLFM4,2,OLFM4-1+OLFM4-2,True,OLFM4,True,True,OLFM4,True,True,39ca29efe4bd227699272f034df84320622c6e464410eb8262a7cce73e438538,70c90bb3494999752e989b5f3354112cc0c1593d74859b5524a64ece6aafb518,02442356cca5c10ebf2241934d5cb0f3ab67c14ab13c96ae0ffa5244c0d40eae,3ae6d93105468e09183d6ef1150b6a1e5b24521739d8e90a1124c2e99cdfc7f7,DONOR_UNSEEN_ONLY,6,True,False
41,Q01,41,ENSG00000011600,TYROBP,2,TYROBP-1+TYROBP-2,True,TYROBP,True,True,TYROBP,True,True,be31acd97e3c7582fe4a472cccbf8a9ddef3953ea6a61de976b8dde9311d4655,71df6d0f3da7311ae3b7eddd0e62f242285cccdd28ee4fbce588697a6547463c,024d91703a50c5cbc3631dda09b296a7494c5e44ebee07717f8269158e708dd6,14b5c6bdbc1acac0428c4865081e3ea53135899d149dbec9bbb0e27c54f913f3,COLUMN_UNSEEN,0,True,False
42,Q01,42,ENSG00000162129,CLPB,2,CLPB-1+CLPB-2,True,CLPB,True,True,CLPB,True,True,6ea0366636cd1d849f345ed8014edd546433901d598d91d1643ad3d90679d60e,db48f968700583619dd965a85b75cd677fb762b6a1135daf9005d93c94ecac5d,027645cacb345e164c8c4eb8cc4c96f5a03233095916408066f2be47efcd22f5,27672b8e31d896725f9fd4dfc8fc9a8bc9309ea8c8aff9fb2e7a6c2bb95efe9b,COLUMN_UNSEEN,0,True,False
43,Q01,43,ENSG00000172663,TMEM134,2,TMEM134-1+TMEM134-2,True,TMEM134,True,True,TMEM134,True,True,ad317ff92bc441c8bf498d52df7026f304fa8ef67a5857f8b63a82111f2b12a1,27e4050ff2b7275f7e943b0a032a855ccf34a168070de7e9fa227ae5a6723df4,0278ec53d48dd5ac0d6425bf8eb29f4996636cc9008f798a20b85fd217eaaf60,4a2229b1f5489ef056386017f0ba68f80322b825b61d5f575c9d1ab428a4b3ae,DONOR_UNSEEN_ONLY,6,True,False
44,Q01,44,ENSG00000111450,STX2,2,STX2-1+STX2-2,True,STX2,True,True,STX2,True,True,5712406736600ade00b8739bbedddd517499304442ddf91ef1d0fac9d2399a19,9c4de5c19742875dad5c677d196014ba4ce60dcfde2f0f86893b028486bd2927,028a008d4d5e120c6a341c4912abc6005caef63aa608102ff9339c7888dcf2b0,3a5da75ee433ab0786f2b9e3f01a52dfcae5b789831e9d2a56d88eff6bb5bd98,DONOR_UNSEEN_ONLY,6,True,False
45,Q01,45,ENSG00000214022,REPIN1,2,REPIN1-1+REPIN1-2,True,REPIN1,True,True,REPIN1,True,True,f10326bfa509e3fa4a95965ea4536ec9ab8b3e6f168fdaaa121d83a643234cde,abab8ebdbaa8009d0228da920162a9e42eb46721b8c31c5823e67e059b9b6d04,028eb1ea737cc4223288864b6fa425ad86d538d357c0856fcb87f9f2067f12f9,0797e059882d6ff196717e5278d28e4011afaa478129fe4c4d99e953c8f05466,COLUMN_UNSEEN,0,True,False
46,Q01,46,ENSG00000197361,FBXL22,2,FBXL22-1+FBXL22-2,True,FBXL22,True,True,FBXL22,True,True,1d67ce8d7c8b792fa6a9d49e0312f46897c241f682ec03ecfe203b40acd7f219,c7edf49130ecd7a48049fc127ebc4c0f985dc9c8b2f39a1a3cdf7d52259a3e0e,029a47a76549f9570db1ce28d8057a0642dc5021ba7698696e9481b4a857be29,de6a7908d0a108d9966b928468736e7caffb0062091b3143dd36584366aad25a,DONOR_UNSEEN_ONLY,6,True,False
47,Q01,47,ENSG00000148672,GLUD1,2,GLUD1-1+GLUD1-2,True,GLUD1,True,True,GLUD1,True,True,1bf4a12a0705a5f2ad16e607c0c3e08b73ee25308deb4e318627d2ee6e4797c5,40d7e5f1993bd80536fb6cd6e29dffc3398cc868de67d997afee5170611a522e,02ace305fa5b186e19f2cc699c6c7e05c62af35a4f53c6f9fc00dcf2aa46def8,e270a8ce120124d4f395e9bf3e4dbcbf305ae2b8de0c8b373dad75b68ff25f42,DONOR_UNSEEN_ONLY,6,True,False
48,Q01,48,ENSG00000171659,GPR34,2,GPR34-1+GPR34-2,True,GPR34,True,True,GPR34,True,True,319b6e63e4b252aaae68e808438c25d07bbf8d6c591485ae91fb549dded65e9f,fff72084a4865ab8a135ac0c8857b664c8f32942eff462e10f6ddcf6a592a5f7,02b516e5765711cd27fa7d440ad125a073c11cc1e0a324bd8a982b6039941ffb,592e6eb7bd17bb13aa9708022657a61e355c7dbfd1540ab6aede1aa9226d97aa,DONOR_UNSEEN_ONLY,6,True,False
49,Q01,49,ENSG00000070269,TMEM260,2,TMEM260-1+TMEM260-2,True,TMEM260,True,True,TMEM260,True,True,a8a7bd9deb916816ac8ee68d2716801e4081bcdc5a1fafce8f7e21cac155562a,976a4a67f52702940dca0bd93a700b6afec9c031297be8ce7cb4b9c79dfdb24c,02b71d6075eb0b3730cc850b6438cc5f7baa131388385d5e203f06ebcce091a5,70ecf0bed8c8941e60979c9e8f87840920ed48641292c9bfe2058deb1a04188e,DONOR_UNSEEN_ONLY,6,True,False
50,Q01,50,ENSG00000175329,ISX,2,ISX-1+ISX-2,True,ISX,True,True,ISX,True,True,cf96c6c46180db538976b1b747f08333a5dd8763047ec96c2f4977881e914d52,f5ef5fcb7495b5731380ff5bdce6a3afce1c0eb934c247d11ce052c31ee243f6,02b73546ef15babc3a95475d537d6798dd81deec01fe07303eba46b99860803c,59d5df53db0e7f9953d22bf87a3406d2bc5f8037e7a26f4cd975039867d42989,DONOR_UNSEEN_ONLY,6,True,False
51,Q01,51,ENSG00000131779,PEX11B,2,PEX11B-1+PEX11B-2,True,PEX11B,True,True,PEX11B,True,True,a3d8a95bb72b5c834efbdb9505b681da8d0b49d38a0a92cfc1a153d674e181b4,9721d755af6ac4eb7b980f5bb7ab2c0ab2c617c7d752f57d40c6fcb0393af36a,02bf3669325668916c703b64e925f30ae4d469c00f54b4d361fd34ff733fa651,d64023779e6751cd3d7391b52673baa29df7be3bd0a06c54032a17e3142a93e1,DONOR_UNSEEN_ONLY,6,True,False
52,Q01,52,ENSG00000263528,IKBKE,2,IKBKE-1+IKBKE-2,True,IKBKE,True,True,IKBKE,True,True,1475caa5a2b286fe2948a3da6956b1eddce88e1a5d9c761fc657088a0787f37a,d68d646b62ea74e13dbb0a499f3658cf86a666e9c648398a50b0d4bb7cc141f1,02c7c27469d4ec1a978b0e23bf753d32629b760ac70ad13b78d10de9f686035f,8aa36cf66c748955587cccf91eaebd330aa42bd622fb2aa965a8a4e6d3de9f1b,DONOR_UNSEEN_ONLY,6,True,False
53,Q01,53,ENSG00000005187,ACSM3,2,ACSM3-1+ACSM3-2,True,ACSM3,True,True,ACSM3,True,True,90f04ab557d9a2be0978048db11574e8a581ede1f3c344a81fc7320ad628e884,da2dbc3bccd2b3274a938bf7bd039eebab99836cfa748ce2605e941c497608b1,02d4201612af521460beae618dfc74a1729587ea8326a6de7d8daaf7d0020f8c,3093372f56bd2fb4a9b34364a793024244cb21458b1e8a545fee4399f2227347,DONOR_UNSEEN_ONLY,6,True,False
