stratum,culture_condition,score,endpoint,n_tasks,spearman,analysis_role
column_unseen_40_descriptive,Stim48hr,predicted_magnitude,error_centered_cosine_mean,40,0.1981238273921201,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Stim48hr,predicted_magnitude,direction_error_rank_target,40,0.1981238273921201,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Stim48hr,SafeConf_absolute_head,error_centered_pearson_mean,40,0.16003752345215763,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Stim48hr,SafeConf_absolute_head,error_centered_cosine_mean,40,0.16003752345215763,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Stim48hr,SafeConf_absolute_head,direction_error_rank_target,40,0.16003752345215763,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Stim48hr,model_disagreement,error_centered_pearson_mean,40,0.16003752345215763,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Stim48hr,model_disagreement,error_centered_cosine_mean,40,0.16003752345215763,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Stim48hr,model_disagreement,direction_error_rank_target,40,0.16003752345215763,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Stim8hr,directional_risk_frozen,error_centered_pearson_mean,40,0.10956848030018763,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Stim8hr,directional_risk_frozen,error_centered_cosine_mean,40,0.11238273921200752,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Stim8hr,directional_risk_frozen,direction_error_rank_target,40,0.11266944991052422,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Stim8hr,predicted_magnitude,error_centered_pearson_mean,40,0.12326454033771109,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Stim8hr,predicted_magnitude,error_centered_cosine_mean,40,0.12439024390243905,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Stim8hr,predicted_magnitude,direction_error_rank_target,40,0.1265537784590318,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Stim8hr,SafeConf_absolute_head,error_centered_pearson_mean,40,0.10469043151969983,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Stim8hr,SafeConf_absolute_head,error_centered_cosine_mean,40,0.10825515947467168,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Stim8hr,SafeConf_absolute_head,direction_error_rank_target,40,0.10535203351333781,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Stim8hr,model_disagreement,error_centered_pearson_mean,40,0.10469043151969983,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Stim8hr,model_disagreement,error_centered_cosine_mean,40,0.10825515947467168,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Stim8hr,model_disagreement,direction_error_rank_target,40,0.10535203351333781,secondary_post_unseal_frozen_model_no_refit
