manifest_id,quadrant,score_name,n_tasks,top20_error_enrichment,reject20_remaining_error_reduction,normalized_aurc_50_100,random_expected_top20_enrichment,random_expected_reject20_reduction,random_expected_normalized_aurc
E81_r2_p75,new_context_new_perturbation,predicted_magnitude,8,1.1674002995441004,0.05580009984803336,0.9529788441318197,1.0,0.0,1.0
E81_r2_p75,new_context_seen_perturbation,model_disagreement,26,1.1404616072685885,0.042138482180576475,0.9600692680499634,1.0,0.0,1.0
E81_r2_p75,new_context_seen_perturbation,predicted_magnitude,26,1.137371464941576,0.041211439482472634,0.958550099896649,1.0,0.0,1.0
E81_r2_p75,seen_context_new_perturbation,model_disagreement,16,1.0533857454135604,0.017795248471186853,0.9610681019307625,1.0,0.0,1.0
E81_r2_p75,seen_context_new_perturbation,predicted_magnitude,16,1.1629878248387782,0.05432927494625939,0.9446770636155281,1.0,0.0,1.0
E81_r2_p75,seen_context_seen_perturbation_pair_holdout,model_disagreement,11,1.1088869461548323,0.04083260480806228,0.9629243252316744,1.0,0.0,1.0
E81_r2_p75,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,11,1.1520800308564567,0.05703001157117149,0.9573486728238327,1.0,0.0,1.0
E81_r3_p25,new_context_new_perturbation,model_disagreement,25,1.1042188736055272,0.02605471840138185,0.9627313584685954,1.0,0.0,1.0
E81_r3_p25,new_context_new_perturbation,predicted_magnitude,25,1.0965441521254424,0.024136038031360663,0.9628284031723994,1.0,0.0,1.0
E81_r3_p25,new_context_seen_perturbation,model_disagreement,8,1.2109419782286384,0.07031399274287953,0.9511696097665507,1.0,0.0,1.0
E81_r3_p25,new_context_seen_perturbation,predicted_magnitude,8,1.2109419782286384,0.07031399274287953,0.9471658523014814,1.0,0.0,1.0
E81_r3_p25,seen_context_new_perturbation,model_disagreement,54,1.060816788182881,0.015557783023527616,0.9825325353809338,1.0,0.0,1.0
E81_r3_p25,seen_context_new_perturbation,predicted_magnitude,54,1.1380179461228925,0.035306916450042136,0.9666626021533302,1.0,0.0,1.0
E81_r3_p25,seen_context_seen_perturbation_pair_holdout,model_disagreement,4,1.0096885561310356,0.0032295187103452694,0.9972868112952955,1.0,0.0,1.0
E81_r3_p25,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,4,1.0096885561310356,0.0032295187103452694,0.995287572198251,1.0,0.0,1.0
E81_r3_p50,new_context_new_perturbation,model_disagreement,19,1.2226877648000818,0.059383403946688285,0.9470726816035625,1.0,0.0,1.0
E81_r3_p50,new_context_new_perturbation,predicted_magnitude,19,1.208409862054756,0.05557596321460134,0.9470832140404537,1.0,0.0,1.0
E81_r3_p50,new_context_seen_perturbation,model_disagreement,14,1.237756506446961,0.06484268357644374,0.9293894598163726,1.0,0.0,1.0
E81_r3_p50,new_context_seen_perturbation,predicted_magnitude,14,1.237756506446961,0.06484268357644374,0.9293894598163726,1.0,0.0,1.0
E81_r3_p50,seen_context_new_perturbation,model_disagreement,40,1.1404497201322379,0.03511243003305964,0.9572169990109978,1.0,0.0,1.0
E81_r3_p50,seen_context_new_perturbation,predicted_magnitude,40,1.1404497201322379,0.03511243003305964,0.9594417841997218,1.0,0.0,1.0
E81_r3_p50,seen_context_seen_perturbation_pair_holdout,model_disagreement,6,1.095567146455539,0.047783573227769494,0.9746823599050323,1.0,0.0,1.0
E81_r3_p50,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,6,1.095567146455539,0.047783573227769494,0.9746823599050323,1.0,0.0,1.0
E81_r3_p75,new_context_new_perturbation,model_disagreement,8,1.4830565100031645,0.1610188366677212,0.872346341822966,1.0,0.0,1.0
E81_r3_p75,new_context_new_perturbation,predicted_magnitude,8,1.4830565100031645,0.1610188366677212,0.872346341822966,1.0,0.0,1.0
E81_r3_p75,new_context_seen_perturbation,model_disagreement,25,1.3322642931295978,0.08306607328239934,0.8902108744452305,1.0,0.0,1.0
E81_r3_p75,new_context_seen_perturbation,predicted_magnitude,25,1.4681922468974224,0.11704806172435567,0.8775990973692575,1.0,0.0,1.0
E81_r3_p75,seen_context_new_perturbation,model_disagreement,16,1.127693107853028,0.042564369284342596,0.9616721334623308,1.0,0.0,1.0
E81_r3_p75,seen_context_new_perturbation,predicted_magnitude,16,1.1085887735377302,0.036196257845910074,0.963131675348371,1.0,0.0,1.0
E81_r3_p75,seen_context_seen_perturbation_pair_holdout,model_disagreement,11,1.1795112572480153,0.06731672146800582,0.9420586865537987,1.0,0.0,1.0
E81_r3_p75,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,11,1.1795112572480153,0.06731672146800582,0.9445679078686899,1.0,0.0,1.0
