task_id,perturbation,guide_id,target_split,n_guide_cells,centroid_rmse,family_rms_error,family_diversity_lower,family_lower_violation,worst_member_error,worst_member_lower,worst_member_lower_violation,family_radius,family_diameter,hilbert_identity_residual,scGPT_seed3407_rmse,scGPT_seed3408_rmse,scGPT_seed3409_rmse,scGPT_seed3410_rmse,scGPT_seed3411_rmse,GEARS_seed3407_rmse,GEARS_seed3408_rmse,GEARS_seed3409_rmse,GEARS_seed3410_rmse,GEARS_seed3411_rmse,centroid_covered,family_rms_upper,worst_member_upper,family_upper_covered,worst_member_upper_covered,family_lower_tightness,worst_member_lower_tightness
E182::EIF4G2::EIF4G2_1,EIF4G2,EIF4G2_1,prospective_evaluation,13,0.14039587608793411,0.15858426631290481,0.073742575894145096,False,0.22479819012027574,0.1093114779843464,False,0.1789307015867013,0.21862295596869291,2.0816681711721685e-17,0.14768797041090626,0.16062741212725093,0.22479819012027574,0.16046634739149271,0.14133198630815816,0.14827731098813629,0.14894370492221617,0.15268058913157734,0.14671772165179164,0.13642048040824956,True,0.2036088678817117,0.36871637960421816,True,True,0.46500562513965032,0.48626493801333776
E182::EIF4G2::EIF4G2_2,EIF4G2,EIF4G2_2,prospective_evaluation,21,0.13172497842454778,0.15096170852388807,0.073742575894145096,False,0.24093816719608846,0.1093114779843464,False,0.1789307015867013,0.21862295596869291,1.3877787807814457e-17,0.13370093921469439,0.1281678708186221,0.24093816719608846,0.12523767907205632,0.15946987552815897,0.13252360490644347,0.13475801832928821,0.1358576967749823,0.12999558525119331,0.15279632507384333,True,0.2036088678817117,0.36871637960421816,True,True,0.48848530276454921,0.45369099987957834
E182::FXR2::FXR2_1,FXR2,FXR2_1,prospective_evaluation,40,0.094851187562979569,0.12098207737013968,0.075099369256252199,False,0.22663687169453342,0.1096854425958452,False,0.1805537503223944,0.2193708851916904,1.3877787807814457e-17,0.10170608287489373,0.10233778939649429,0.22663687169453342,0.10370192430796454,0.11884599147288812,0.10331225955861538,0.097604898112395422,0.10154159197075101,0.09645570680824396,0.097427984805832063,True,0.20410418624627841,0.37033942833991129,True,True,0.62074789000761477,0.48396998147627918
E182::FXR2::FXR2_2,FXR2,FXR2_2,prospective_evaluation,18,0.12672675496956556,0.14730779235262212,0.075099369256252199,False,0.24258776464576592,0.1096854425958452,False,0.1805537503223944,0.2193708851916904,5.2041704279304213e-18,0.13110333225692131,0.13109403179897197,0.24258776464576592,0.13229703106408991,0.14549770796894843,0.13109380815154981,0.12510623297959864,0.13245292457561675,0.12813910280303498,0.13527990983739002,True,0.20410418624627841,0.37033942833991129,True,True,0.50981260432225473,0.45214746405702383
E182::HNRNPC::HNRNPC_1,HNRNPC,HNRNPC_1,prospective_evaluation,31,0.093457946009172663,0.11812868283322503,0.072249553878617395,False,0.21706204242097935,0.1093335814749235,False,0.18036853944755121,0.21866716294984709,3.4694469519536142e-18,0.099794953740065903,0.10659121887018448,0.21706204242097935,0.10733631506446763,0.10915446772505596,0.09696296521687002,0.095304294682268975,0.096305022171436466,0.098389876969668041,0.10115074560727319,True,0.20307289729608877,0.37015421746506805,True,True,0.61161736629722574,0.50369737728200914
E182::HNRNPC::HNRNPC_2,HNRNPC,HNRNPC_2,prospective_evaluation,5,0.19909748231563712,0.21180133498182838,0.072249553878617395,False,0.26291143680304607,0.1093335814749235,False,0.18036853944755121,0.21866716294984709,5.2041704279304213e-18,0.20617612195182383,0.21596612857312542,0.26291143680304607,0.21485497318573638,0.2024302825407796,0.205238647810843,0.20207325499172643,0.20042140792762542,0.20517464821919923,0.19484124483056939,False,0.20307289729608877,0.37015421746506805,False,True,0.34111944518582044,0.415857076452814
E182::HNRNPM::HNRNPM_1,HNRNPM,HNRNPM_1,prospective_evaluation,21,0.13394597744453826,0.15304986614862715,0.074045503945478902,False,0.25356937227281073,0.10996650815264131,False,0.1804997177652824,0.2199330163052827,-8.6736173798840355e-19,0.13945359771616569,0.13294202140519193,0.25356937227281073,0.13305559747846898,0.16281299779126904,0.13940362870645781,0.12888344780697092,0.13049353718117856,0.13793287511299157,0.12850712582092419,True,0.20371877732577454,0.37028539578279929,True,True,0.48379986084779131,0.43367425319147107
E182::HNRNPM::HNRNPM_2,HNRNPM,HNRNPM_2,prospective_evaluation,23,0.1141291222873317,0.13604482058724854,0.074045503945478902,False,0.24226826193578957,0.10996650815264131,False,0.1804997177652824,0.2199330163052827,-8.6736173798840355e-19,0.12036025647669277,0.11610304530432836,0.24226826193578957,0.11750654712109719,0.14143314851543942,0.1158271703322676,0.11246055115223851,0.11267864703732099,0.11548988706186696,0.1118601282719701,True,0.20371877732577454,0.37028539578279929,True,True,0.54427286261877117,0.453903896754692
E182::ILF3::ILF3_1,ILF3,ILF3_1,prospective_evaluation,26,0.10367522768275625,0.12637478576254565,0.072263639829847806,False,0.22196007742058374,0.10928492780905739,False,0.1798811736887253,0.2185698556181149,-2.6020852139652106e-18,0.10838191925560617,0.11490477175321903,0.22196007742058374,0.11608556259856258,0.11599688164702454,0.11092520235570712,0.10707740470137489,0.10683112274195836,0.10613157909304448,0.11005423856248243,True,0.20307790924181426,0.36966685170624214,True,True,0.57182007782493072,0.49236299193560618
E182::ILF3::ILF3_2,ILF3,ILF3_2,prospective_evaluation,16,0.14531703463994639,0.1622931736026052,0.072263639829847806,False,0.26136052560275652,0.10928492780905739,False,0.1798811736887253,0.2185698556181149,4.3368086899420177e-18,0.14769499931325822,0.14509413307369531,0.26136052560275652,0.14806360618611059,0.16196932078618162,0.14256548880421863,0.14120431434738134,0.14765329452013223,0.1447953546308296,0.14500909597595818,True,0.20307790924181426,0.36966685170624214,True,True,0.44526604678268367,0.41813861353783865
E182::KHSRP::KHSRP_1,KHSRP,KHSRP_1,prospective_evaluation,15,0.1443683695913717,0.16201195913411404,0.073523117208147096,False,0.24395215354824704,0.1092806898184133,False,0.17736530842243051,0.2185613796368267,4.3368086899420177e-18,0.14747059660775119,0.14796693178417958,0.24395215354824704,0.14680815552985785,0.16232168184341653,0.14695352899619332,0.14514057215858198,0.14633965523215986,0.14487642562289382,0.16235068323292529,True,0.203529487653685,0.36715098643994737,True,True,0.45381290122715212,0.44795952086891733
E182::KHSRP::KHSRP_2,KHSRP,KHSRP_2,prospective_evaluation,11,0.147055367410861,0.16441085684451093,0.073523117208147096,False,0.2404711373056124,0.1092806898184133,False,0.17736530842243051,0.2185613796368267,1.1275702593849246e-17,0.1545871562361914,0.1623825233872733,0.2404711373056124,0.16298518768138959,0.15545295599484993,0.14915980318421057,0.15026719629236318,0.1488792788670274,0.14569594126551108,0.15253406424727878,True,0.203529487653685,0.36715098643994737,True,True,0.44719137543137111,0.45444410103791183
E182::MSI1::MSI1_1,MSI1,MSI1_1,prospective_evaluation,53,0.088542446424709417,0.11405719904484837,0.071897703962530105,False,0.22860171344512772,0.10939430584414531,False,0.1802453456621608,0.21878861168829061,5.2041704279304213e-18,0.094616103272602808,0.088702850415381673,0.22860171344512772,0.08922218958041829,0.12183636828899715,0.081528719817270584,0.08240238274511999,0.091870539996891668,0.089097845863386496,0.091601821127634431,True,0.20294798204380401,0.37003102367967766,True,True,0.63036533041863707,0.4785366837173935
E182::MSI1::MSI1_2,MSI1,MSI1_2,prospective_evaluation,44,0.08641915335608856,0.11241685772990977,0.071897703962530105,False,0.21981298500713886,0.10939430584414531,False,0.1802453456621608,0.21878861168829061,3.4694469519536142e-18,0.093360005530590012,0.096127070740178205,0.21981298500713886,0.09724983787902397,0.10931868215850143,0.087962536103366629,0.085212602590615763,0.084710042948799177,0.086793404264169829,0.094792717255276743,True,0.20294798204380401,0.37003102367967766,True,True,0.63956336633487765,0.49766989807536854
E182::MTPAP::MTPAP_1,MTPAP,MTPAP_1,prospective_evaluation,23,0.11139765458884704,0.13296777532129755,0.072601596580233504,False,0.22159352770408147,0.10924505915391471,False,0.17852798366288661,0.21849011830782941,2.0816681711721685e-17,0.11971546189223622,0.12773049792856175,0.22159352770408147,0.12776899138884226,0.12487344151449961,0.11044432906627365,0.11245073822950385,0.11760944140478961,0.11444077074212787,0.11560124860227704,True,0.20319841388792276,0.36831366168040347,True,True,0.54600895897372248,0.49299751795910668
E182::MTPAP::MTPAP_2,MTPAP,MTPAP_2,prospective_evaluation,18,0.1144161715123424,0.13550664976133361,0.072601596580233504,False,0.23206464178106309,0.10924505915391471,False,0.17852798366288661,0.21849011830782941,1.0408340855860843e-17,0.11994945405552886,0.12215466442924706,0.23206464178106309,0.12283812126546723,0.13308321110429958,0.11591523592457162,0.11170343095224831,0.1161004230402134,0.11641483596063944,0.12128818565185873,True,0.20319841388792276,0.36831366168040347,True,True,0.53577884707581436,0.47075271060457308
E182::PCBP1::PCBP1_1,PCBP1,PCBP1_1,prospective_evaluation,15,0.13796764223970892,0.15569935105006946,0.072161053292121802,False,0.25558347668877163,0.1093265003728853,False,0.1820620519532419,0.21865300074577071,9.540979117872439e-18,0.14208626797235557,0.14075367975072711,0.25558347668877163,0.14352449459117977,0.15538247328801685,0.13454240170188231,0.13704066101500639,0.13855530365822349,0.13587386883325514,0.13347578478769442,True,0.20304142728221014,0.37184772997075877,True,True,0.46346405945466274,0.42775261448538027
E182::PCBP1::PCBP1_2,PCBP1,PCBP1_2,prospective_evaluation,16,0.13246247328502586,0.15084271424571569,0.072161053292121802,False,0.23008937214391009,0.1093265003728853,False,0.1820620519532419,0.21865300074577071,6.0715321659188248e-18,0.13427916156839606,0.14365045506292021,0.23008937214391009,0.14485083237405819,0.13381934043685773,0.13891767068507613,0.13772975368536897,0.14514360117913511,0.13750037479581981,0.13710498510200378,True,0.20304142728221014,0.37184772997075877,True,True,0.4783860702385323,0.47514797990976615
E182::SERBP1::SERBP1_1,SERBP1,SERBP1_1,prospective_evaluation,59,0.074462872761122914,0.10353649183841819,0.071938068658865498,False,0.21856344492900462,0.1103915461815218,False,0.18052901687075351,0.22078309236304369,1.0408340855860843e-17,0.08178886256581433,0.082755449965142294,0.21856344492900462,0.084417269712078358,0.10220989656017805,0.078843598397028369,0.070204271604785082,0.074614753570170597,0.072623612653659186,0.079564739166612566,True,0.20296228542006575,0.3703146948882704,True,True,0.69480882905646413,0.50507781032358823
E182::SERBP1::SERBP1_2,SERBP1,SERBP1_2,prospective_evaluation,33,0.096998363269457016,0.12076327338773658,0.071938068658865498,False,0.22545331111667696,0.1103915461815218,False,0.18052901687075351,0.22078309236304369,1.3877787807814457e-17,0.10288153723288621,0.10351840468894434,0.22545331111667696,0.10397391499031229,0.12097406095943564,0.10225152946004268,0.097218381443234692,0.096557073752531086,0.097202154124190476,0.097898932773387848,True,0.20296228542006575,0.3703146948882704,True,True,0.59569492148405734,0.48964260331662102
E182::SLTM::SLTM_1,SLTM,SLTM_1,prospective_evaluation,8,0.26987798388550055,0.27945075266900887,0.072516184270637704,False,0.37014700956674046,0.10926773469375969,False,0.18255164402590399,0.21853546938751939,-5.2041704279304213e-18,0.27440624219055015,0.25916725589878675,0.37014700956674046,0.25891805281598612,0.30407834565399966,0.26618195216363066,0.25564147619009076,0.26176557890027796,0.26061061905229488,0.26325892817244706,False,0.20316791223453981,0.37233732204342085,False,True,0.25949539794773208,0.29520091171790985
E182::SLTM::SLTM_2,SLTM,SLTM_2,prospective_evaluation,99,0.061075068113049552,0.094809076180430774,0.072516184270637704,False,0.20857873766778653,0.10926773469375969,False,0.18255164402590399,0.21853546938751939,1.7347234759768071e-18,0.068737260510102302,0.073682249090347929,0.20857873766778653,0.074774013044097462,0.088088046457709832,0.065683071145651514,0.069371971115688991,0.066335895664731567,0.066988571849168566,0.069737519759779307,True,0.20316791223453981,0.37233732204342085,True,True,0.76486542419875969,0.52386804098793482
E182::SRSF7::SRSF7_1,SRSF7,SRSF7_1,prospective_evaluation,45,0.081474950982400374,0.11059027814301528,0.074779957088546997,False,0.21151565345623882,0.1095999440738798,False,0.17820322797560861,0.2191998881477597,9.540979117872439e-18,0.090116142636338437,0.097808960672256903,0.21151565345623882,0.098456872786449129,0.10036562657842107,0.079501747928381911,0.089748659038643264,0.081872645358229051,0.084417066610282795,0.10910534760371347,True,0.20398687595709072,0.3679889059931255,True,True,0.67618924867737107,0.51816469506147111
E182::SRSF7::SRSF7_2,SRSF7,SRSF7_2,prospective_evaluation,14,0.15899125449929075,0.17569934828969394,0.074779957088546997,False,0.26948481783433115,0.1095999440738798,False,0.17820322797560861,0.2191998881477597,5.2041704279304213e-18,0.15940395131571633,0.15632857309155443,0.26948481783433115,0.15923167896836027,0.17349580838103881,0.15555666167422011,0.15477201953943726,0.16045768776120573,0.15545431901418164,0.1808640632985779,True,0.20398687595709072,0.3679889059931255,True,True,0.42561317282321071,0.40670173909855512
E182::TBRG4::TBRG4_1,TBRG4,TBRG4_1,prospective_evaluation,34,0.093671057467917193,0.11946261758752574,0.074142093264929904,False,0.21152052170748351,0.1093552266223952,False,0.17883695643229039,0.21871045324479041,5.2041704279304213e-18,0.10091052823741843,0.10582075263170626,0.21152052170748351,0.10331199652291655,0.11665984906140928,0.11112101696620118,0.10064096456622521,0.099697059945410699,0.10234577359564127,0.097045031840267887,True,0.20375390443933619,0.36862263444980725,True,True,0.62063007459725883,0.51699582498961971
E182::TBRG4::TBRG4_2,TBRG4,TBRG4_2,prospective_evaluation,19,0.13067033448174181,0.15023909713278982,0.074142093264929904,False,0.23624702286280788,0.1093552266223952,False,0.17883695643229039,0.21871045324479041,5.2041704279304213e-18,0.13639148538880114,0.1373581720105253,0.23624702286280788,0.13590115264524102,0.15166604445106902,0.13864685569124788,0.13279943393438329,0.13355386360508475,0.13523969623783944,0.13408407831704744,True,0.20375390443933619,0.36862263444980725,True,True,0.49349400176040009,0.46288509923741722
E182::U2AF2::U2AF2_1,U2AF2,U2AF2_1,prospective_evaluation,17,0.1292929183299257,0.14794438757497894,0.071908852616814303,False,0.22589844619597088,0.109342938806981,False,0.17948413181113729,0.21868587761396199,2.2551405187698492e-17,0.13522825900566179,0.14572420243112935,0.22589844619597088,0.14616585166617507,0.1335076556487603,0.1348064920240257,0.14082860793329141,0.13302121347303711,0.12884633983080862,0.12974137740788982,True,0.20295193190811292,0.36926980982865415,True,True,0.48605326498357732,0.4840358163071386
E182::U2AF2::U2AF2_2,U2AF2,U2AF2_2,prospective_evaluation,29,0.097557648294286009,0.12119561801227939,0.071908852616814303,False,0.22112845664085123,0.109342938806981,False,0.17948413181113729,0.21868587761396199,1.3877787807814457e-17,0.10449754159284075,0.11243418297562684,0.22112845664085123,0.11461070538362587,0.1093246429686527,0.096629851012984602,0.10493733447562326,0.10263488959110856,0.095375574255722684,0.096735297945942822,True,0.20295193190811292,0.36926980982865415,True,True,0.59332881663698922,0.49447701335234212
E182::XRN2::XRN2_1,XRN2,XRN2_1,prospective_evaluation,28,0.10109642548263512,0.12388100194089618,0.071596196802025197,False,0.21334388980666727,0.1093313060739953,False,0.17938464526878181,0.2186626121479906,6.0715321659188248e-18,0.10739113455372412,0.11886082263794394,0.21334388980666727,0.11977857689553111,0.10749755602664478,0.11235548086181875,0.11130102060447558,0.10426985525146645,0.10300875551241832,0.099455268505853137,True,0.2028413640682859,0.36917032328629867,True,True,0.57794331398920917,0.51246513866917676
E182::XRN2::XRN2_2,XRN2,XRN2_2,prospective_evaluation,59,0.076963233435091219,0.1051268031848874,0.071612187839010397,False,0.21721332942130664,0.1093313060739953,False,0.1794120062599534,0.2186626121479906,0,0.085129479179618633,0.086141583345730979,0.21721332942130664,0.086604551928325613,0.10596625848029738,0.081402155169514975,0.082149344554927894,0.072853157388481471,0.072311863039222643,0.07763250793327077,True,0.20284700891967397,0.36919768427747024,True,True,0.68119818799269904,0.50333608147010378
