input_batch,pair_group,directional_pair,source_dataset,target_dataset,n_tasks,score_name,spearman_vs_error,top20_error_enrichment,deployable
E55,hard_chemical_cross_dataset,McFarland_cellline -> KaggleCrossPatient_celltype,McFarland_cellline,KaggleCrossPatient_celltype,38,risk_without_predicted_magnitude,-0.2094745746691245,0.7074859606673278,True
E55,hard_chemical_cross_dataset,McFarland_cellline -> crossPatient_patient,McFarland_cellline,crossPatient_patient,10,risk_cross_dataset,0.4540219081634881,1.2027476747983403,True
E55,hard_chemical_cross_dataset,McFarland_cellline -> crossPatient_patient,McFarland_cellline,crossPatient_patient,10,risk_disagreement,,1.0224476412333967,True
E55,hard_chemical_cross_dataset,McFarland_cellline -> crossPatient_patient,McFarland_cellline,crossPatient_patient,10,risk_low_context_similarity,0.4540219081634881,1.2027476747983403,True
E55,hard_chemical_cross_dataset,McFarland_cellline -> crossPatient_patient,McFarland_cellline,crossPatient_patient,10,risk_low_source_support,,1.0224476412333967,True
E55,hard_chemical_cross_dataset,McFarland_cellline -> crossPatient_patient,McFarland_cellline,crossPatient_patient,10,risk_predicted_magnitude,,1.0224476412333967,True
E55,hard_chemical_cross_dataset,McFarland_cellline -> crossPatient_patient,McFarland_cellline,crossPatient_patient,10,risk_without_predicted_magnitude,0.4540219081634881,1.2027476747983403,True
E55,hard_chemical_cross_dataset,McFarland_cellline -> sciplex3_cellline,McFarland_cellline,sciplex3_cellline,27,risk_cross_dataset,-0.05823804648455101,0.9467206209321347,True
E55,hard_chemical_cross_dataset,McFarland_cellline -> sciplex3_cellline,McFarland_cellline,sciplex3_cellline,27,risk_disagreement,0.050435627722400206,0.9467206209321347,True
E55,hard_chemical_cross_dataset,McFarland_cellline -> sciplex3_cellline,McFarland_cellline,sciplex3_cellline,27,risk_low_context_similarity,-0.05823804648455101,0.9467206209321347,True
E55,hard_chemical_cross_dataset,McFarland_cellline -> sciplex3_cellline,McFarland_cellline,sciplex3_cellline,27,risk_low_source_support,,0.9583218123469195,True
E55,hard_chemical_cross_dataset,McFarland_cellline -> sciplex3_cellline,McFarland_cellline,sciplex3_cellline,27,risk_predicted_magnitude,0.050435627722400206,0.9467206209321347,True
E55,hard_chemical_cross_dataset,McFarland_cellline -> sciplex3_cellline,McFarland_cellline,sciplex3_cellline,27,risk_without_predicted_magnitude,-0.05823804648455101,0.9467206209321347,True
E55,hard_chemical_cross_dataset,crossPatient_patient -> KaggleCrossCell_celltype,crossPatient_patient,KaggleCrossCell_celltype,24,risk_cross_dataset,0.09786392066870875,0.7426032081450177,True
E55,hard_chemical_cross_dataset,crossPatient_patient -> KaggleCrossCell_celltype,crossPatient_patient,KaggleCrossCell_celltype,24,risk_disagreement,-0.03705398374899089,0.7426032081450177,True
E55,hard_chemical_cross_dataset,crossPatient_patient -> KaggleCrossCell_celltype,crossPatient_patient,KaggleCrossCell_celltype,24,risk_low_context_similarity,0.1527408855296669,1.071642575452505,True
E55,hard_chemical_cross_dataset,crossPatient_patient -> KaggleCrossCell_celltype,crossPatient_patient,KaggleCrossCell_celltype,24,risk_low_source_support,,0.8785868594433875,True
E55,hard_chemical_cross_dataset,crossPatient_patient -> KaggleCrossCell_celltype,crossPatient_patient,KaggleCrossCell_celltype,24,risk_predicted_magnitude,-0.03705398374899089,0.7426032081450177,True
E55,hard_chemical_cross_dataset,crossPatient_patient -> KaggleCrossCell_celltype,crossPatient_patient,KaggleCrossCell_celltype,24,risk_without_predicted_magnitude,0.10243700107378859,1.071642575452505,True
E55,hard_chemical_cross_dataset,crossPatient_patient -> KaggleCrossPatient_celltype,crossPatient_patient,KaggleCrossPatient_celltype,38,risk_cross_dataset,0.10679751042407784,0.831435641608129,True
E55,hard_chemical_cross_dataset,crossPatient_patient -> KaggleCrossPatient_celltype,crossPatient_patient,KaggleCrossPatient_celltype,38,risk_disagreement,0.18529229431693678,0.831435641608129,True
E55,hard_chemical_cross_dataset,crossPatient_patient -> KaggleCrossPatient_celltype,crossPatient_patient,KaggleCrossPatient_celltype,38,risk_low_context_similarity,-0.06514759499278994,1.1570011538543403,True
E55,hard_chemical_cross_dataset,crossPatient_patient -> KaggleCrossPatient_celltype,crossPatient_patient,KaggleCrossPatient_celltype,38,risk_low_source_support,,0.9293853830007498,True
E55,hard_chemical_cross_dataset,crossPatient_patient -> KaggleCrossPatient_celltype,crossPatient_patient,KaggleCrossPatient_celltype,38,risk_predicted_magnitude,0.18529229431693678,0.831435641608129,True
E55,hard_chemical_cross_dataset,crossPatient_patient -> KaggleCrossPatient_celltype,crossPatient_patient,KaggleCrossPatient_celltype,38,risk_without_predicted_magnitude,0.05490216125033407,1.1570011538543403,True
E55,hard_chemical_cross_dataset,crossPatient_patient -> McFarland_cellline,crossPatient_patient,McFarland_cellline,42,risk_cross_dataset,0.251501681895674,1.280508107010522,True
E55,hard_chemical_cross_dataset,crossPatient_patient -> McFarland_cellline,crossPatient_patient,McFarland_cellline,42,risk_disagreement,0.21810544311908917,1.280508107010522,True
E55,hard_chemical_cross_dataset,crossPatient_patient -> McFarland_cellline,crossPatient_patient,McFarland_cellline,42,risk_low_context_similarity,0.21218111420612182,1.1973995099888184,True
E55,hard_chemical_cross_dataset,crossPatient_patient -> McFarland_cellline,crossPatient_patient,McFarland_cellline,42,risk_low_source_support,,1.2274722164940144,True
E55,hard_chemical_cross_dataset,crossPatient_patient -> McFarland_cellline,crossPatient_patient,McFarland_cellline,42,risk_predicted_magnitude,0.21810544311908917,1.280508107010522,True
E55,hard_chemical_cross_dataset,crossPatient_patient -> McFarland_cellline,crossPatient_patient,McFarland_cellline,42,risk_without_predicted_magnitude,0.251501681895674,1.280508107010522,True
E55,hard_chemical_cross_dataset,crossPatient_patient -> sciplex3_cellline,crossPatient_patient,sciplex3_cellline,27,risk_cross_dataset,-0.4484329579310428,0.8585508972919174,True
E55,hard_chemical_cross_dataset,crossPatient_patient -> sciplex3_cellline,crossPatient_patient,sciplex3_cellline,27,risk_disagreement,,1.040823471606911,True
E55,hard_chemical_cross_dataset,crossPatient_patient -> sciplex3_cellline,crossPatient_patient,sciplex3_cellline,27,risk_low_context_similarity,-0.4484329579310428,0.8585508972919174,True
E55,hard_chemical_cross_dataset,crossPatient_patient -> sciplex3_cellline,crossPatient_patient,sciplex3_cellline,27,risk_low_source_support,,1.040823471606911,True
E55,hard_chemical_cross_dataset,crossPatient_patient -> sciplex3_cellline,crossPatient_patient,sciplex3_cellline,27,risk_predicted_magnitude,,1.040823471606911,True
E55,hard_chemical_cross_dataset,crossPatient_patient -> sciplex3_cellline,crossPatient_patient,sciplex3_cellline,27,risk_without_predicted_magnitude,-0.4484329579310428,0.8585508972919174,True
E55,hard_chemical_cross_dataset,sciplex3_cellline -> KaggleCrossCell_celltype,sciplex3_cellline,KaggleCrossCell_celltype,24,risk_cross_dataset,0.22499555592992848,1.2988146331706523,True
E55,hard_chemical_cross_dataset,sciplex3_cellline -> KaggleCrossCell_celltype,sciplex3_cellline,KaggleCrossCell_celltype,24,risk_disagreement,-0.3038426667417252,0.5574336562066615,True
E55,hard_chemical_cross_dataset,sciplex3_cellline -> KaggleCrossCell_celltype,sciplex3_cellline,KaggleCrossCell_celltype,24,risk_low_context_similarity,0.22499555592992848,1.2988146331706523,True
E55,hard_chemical_cross_dataset,sciplex3_cellline -> KaggleCrossCell_celltype,sciplex3_cellline,KaggleCrossCell_celltype,24,risk_low_source_support,,0.8677847253046085,True
E55,hard_chemical_cross_dataset,sciplex3_cellline -> KaggleCrossCell_celltype,sciplex3_cellline,KaggleCrossCell_celltype,24,risk_predicted_magnitude,0.3038426667417252,0.8677847253046085,True
E55,hard_chemical_cross_dataset,sciplex3_cellline -> KaggleCrossCell_celltype,sciplex3_cellline,KaggleCrossCell_celltype,24,risk_without_predicted_magnitude,-0.22499555592992848,0.5574336562066615,True
E55,hard_chemical_cross_dataset,sciplex3_cellline -> KaggleCrossPatient_celltype,sciplex3_cellline,KaggleCrossPatient_celltype,38,risk_cross_dataset,0.09944752534796822,0.8602534663038198,True
E55,hard_chemical_cross_dataset,sciplex3_cellline -> KaggleCrossPatient_celltype,sciplex3_cellline,KaggleCrossPatient_celltype,38,risk_disagreement,-0.202330029747047,0.6498115601008482,True
E55,hard_chemical_cross_dataset,sciplex3_cellline -> KaggleCrossPatient_celltype,sciplex3_cellline,KaggleCrossPatient_celltype,38,risk_low_context_similarity,0.09944752534796822,0.8602534663038198,True
E55,hard_chemical_cross_dataset,sciplex3_cellline -> KaggleCrossPatient_celltype,sciplex3_cellline,KaggleCrossPatient_celltype,38,risk_low_source_support,,0.8436527063652273,True
E55,hard_chemical_cross_dataset,sciplex3_cellline -> KaggleCrossPatient_celltype,sciplex3_cellline,KaggleCrossPatient_celltype,38,risk_predicted_magnitude,0.202330029747047,0.8436527063652273,True
E55,hard_chemical_cross_dataset,sciplex3_cellline -> KaggleCrossPatient_celltype,sciplex3_cellline,KaggleCrossPatient_celltype,38,risk_without_predicted_magnitude,-0.13842471893339808,0.6574588150622787,True
E55,hard_chemical_cross_dataset,sciplex3_cellline -> McFarland_cellline,sciplex3_cellline,McFarland_cellline,42,risk_cross_dataset,0.0003332251499114595,1.0250697890737523,True
E55,hard_chemical_cross_dataset,sciplex3_cellline -> McFarland_cellline,sciplex3_cellline,McFarland_cellline,42,risk_disagreement,-0.055344022822403874,0.9945553036607683,True
E55,hard_chemical_cross_dataset,sciplex3_cellline -> McFarland_cellline,sciplex3_cellline,McFarland_cellline,42,risk_low_context_similarity,0.0003332251499114595,1.0250697890737523,True
E55,hard_chemical_cross_dataset,sciplex3_cellline -> McFarland_cellline,sciplex3_cellline,McFarland_cellline,42,risk_low_source_support,,1.193804150499254,True
E55,hard_chemical_cross_dataset,sciplex3_cellline -> McFarland_cellline,sciplex3_cellline,McFarland_cellline,42,risk_predicted_magnitude,0.055344022822403874,1.193804150499254,True
E55,hard_chemical_cross_dataset,sciplex3_cellline -> McFarland_cellline,sciplex3_cellline,McFarland_cellline,42,risk_without_predicted_magnitude,-0.04248620661371108,1.0250697890737523,True
E55,hard_chemical_cross_dataset,sciplex3_cellline -> crossPatient_patient,sciplex3_cellline,crossPatient_patient,10,risk_cross_dataset,-0.7853351924990065,0.6758175795593896,True
E55,hard_chemical_cross_dataset,sciplex3_cellline -> crossPatient_patient,sciplex3_cellline,crossPatient_patient,10,risk_disagreement,,1.1873840991951836,True
E55,hard_chemical_cross_dataset,sciplex3_cellline -> crossPatient_patient,sciplex3_cellline,crossPatient_patient,10,risk_low_context_similarity,-0.7853351924990065,0.6758175795593896,True
E55,hard_chemical_cross_dataset,sciplex3_cellline -> crossPatient_patient,sciplex3_cellline,crossPatient_patient,10,risk_low_source_support,,1.1873840991951836,True
E55,hard_chemical_cross_dataset,sciplex3_cellline -> crossPatient_patient,sciplex3_cellline,crossPatient_patient,10,risk_predicted_magnitude,,1.1873840991951836,True
E55,hard_chemical_cross_dataset,sciplex3_cellline -> crossPatient_patient,sciplex3_cellline,crossPatient_patient,10,risk_without_predicted_magnitude,-0.7853351924990065,0.6758175795593896,True
E55,same_system_cross_file,KaggleCrossCell_celltype -> KaggleCrossPatient_celltype,KaggleCrossCell_celltype,KaggleCrossPatient_celltype,38,risk_cross_dataset,-0.16292811029653134,0.9099872141554579,True
E55,same_system_cross_file,KaggleCrossCell_celltype -> KaggleCrossPatient_celltype,KaggleCrossCell_celltype,KaggleCrossPatient_celltype,38,risk_disagreement,-0.07337961476122248,0.8776429991826848,True
E55,same_system_cross_file,KaggleCrossCell_celltype -> KaggleCrossPatient_celltype,KaggleCrossCell_celltype,KaggleCrossPatient_celltype,38,risk_low_context_similarity,0.03173857191956433,1.134418674290212,True
E55,same_system_cross_file,KaggleCrossCell_celltype -> KaggleCrossPatient_celltype,KaggleCrossCell_celltype,KaggleCrossPatient_celltype,38,risk_low_source_support,-0.2626646884488967,0.7714375629940132,True
E55,same_system_cross_file,KaggleCrossCell_celltype -> KaggleCrossPatient_celltype,KaggleCrossCell_celltype,KaggleCrossPatient_celltype,38,risk_predicted_magnitude,-0.44587165023074654,0.7777853726555171,True
E55,same_system_cross_file,KaggleCrossCell_celltype -> KaggleCrossPatient_celltype,KaggleCrossCell_celltype,KaggleCrossPatient_celltype,38,risk_without_predicted_magnitude,-0.041251778093883355,1.0135479971750057,True
E55,same_system_cross_file,KaggleCrossCell_celltype -> KaggleCrossPatient_donor,KaggleCrossCell_celltype,KaggleCrossPatient_donor,30,risk_cross_dataset,0.8607341490545051,1.6100006199911965,True
E55,same_system_cross_file,KaggleCrossCell_celltype -> KaggleCrossPatient_donor,KaggleCrossCell_celltype,KaggleCrossPatient_donor,30,risk_disagreement,0.41695644553311895,1.4400273447829557,True
E55,same_system_cross_file,KaggleCrossCell_celltype -> KaggleCrossPatient_donor,KaggleCrossCell_celltype,KaggleCrossPatient_donor,30,risk_low_context_similarity,0.4480832991047493,1.274676844439658,True
E55,same_system_cross_file,KaggleCrossCell_celltype -> KaggleCrossPatient_donor,KaggleCrossCell_celltype,KaggleCrossPatient_donor,30,risk_low_source_support,0.6603332828912095,1.2211625820959542,True
E55,same_system_cross_file,KaggleCrossCell_celltype -> KaggleCrossPatient_donor,KaggleCrossCell_celltype,KaggleCrossPatient_donor,30,risk_predicted_magnitude,0.8278894432174447,1.4290377332927737,True
E55,same_system_cross_file,KaggleCrossCell_celltype -> KaggleCrossPatient_donor,KaggleCrossCell_celltype,KaggleCrossPatient_donor,30,risk_without_predicted_magnitude,0.7704115684093437,1.6100006199911965,True
E55,same_system_cross_file,KaggleCrossPatient_celltype -> KaggleCrossCell_celltype,KaggleCrossPatient_celltype,KaggleCrossCell_celltype,24,risk_cross_dataset,0.577391304347826,1.2790477775304296,True
E55,same_system_cross_file,KaggleCrossPatient_celltype -> KaggleCrossCell_celltype,KaggleCrossPatient_celltype,KaggleCrossCell_celltype,24,risk_disagreement,0.7686956521739129,1.275767746462779,True
E55,same_system_cross_file,KaggleCrossPatient_celltype -> KaggleCrossCell_celltype,KaggleCrossPatient_celltype,KaggleCrossCell_celltype,24,risk_low_context_similarity,0.058992737225530036,1.0197330825020825,True
E55,same_system_cross_file,KaggleCrossPatient_celltype -> KaggleCrossCell_celltype,KaggleCrossPatient_celltype,KaggleCrossCell_celltype,24,risk_low_source_support,0.044816286209855394,1.0749007457557653,True
E55,same_system_cross_file,KaggleCrossPatient_celltype -> KaggleCrossCell_celltype,KaggleCrossPatient_celltype,KaggleCrossCell_celltype,24,risk_predicted_magnitude,0.5426086956521738,1.2790477775304296,True
E55,same_system_cross_file,KaggleCrossPatient_celltype -> KaggleCrossCell_celltype,KaggleCrossPatient_celltype,KaggleCrossCell_celltype,24,risk_without_predicted_magnitude,0.6834782608695652,1.2360751592003842,True
E55,same_system_cross_file,KaggleCrossPatient_donor -> KaggleCrossCell_celltype,KaggleCrossPatient_donor,KaggleCrossCell_celltype,24,risk_cross_dataset,0.5878260869565216,1.356130333404261,True
E55,same_system_cross_file,KaggleCrossPatient_donor -> KaggleCrossCell_celltype,KaggleCrossPatient_donor,KaggleCrossCell_celltype,24,risk_disagreement,0.2770039046912595,0.8871282355839198,True
E55,same_system_cross_file,KaggleCrossPatient_donor -> KaggleCrossCell_celltype,KaggleCrossPatient_donor,KaggleCrossCell_celltype,24,risk_low_context_similarity,0.10243700107378859,1.132670792507787,True
E55,same_system_cross_file,KaggleCrossPatient_donor -> KaggleCrossCell_celltype,KaggleCrossPatient_donor,KaggleCrossCell_celltype,24,risk_low_source_support,,1.0793555619787298,True
E55,same_system_cross_file,KaggleCrossPatient_donor -> KaggleCrossCell_celltype,KaggleCrossPatient_donor,KaggleCrossCell_celltype,24,risk_predicted_magnitude,0.9041825568224133,1.4708433685502018,True
E55,same_system_cross_file,KaggleCrossPatient_donor -> KaggleCrossCell_celltype,KaggleCrossPatient_donor,KaggleCrossCell_celltype,24,risk_without_predicted_magnitude,0.18,0.9232039282646423,True
E55,same_system_cross_file,kangCrossCell_celltype -> kangCrossPatient_celltype,kangCrossCell_celltype,kangCrossPatient_celltype,8,risk_cross_dataset,0.9523809523809524,1.3080012705326187,True
E55,same_system_cross_file,kangCrossCell_celltype -> kangCrossPatient_celltype,kangCrossCell_celltype,kangCrossPatient_celltype,8,risk_disagreement,0.6428571428571429,1.3080012705326187,True
E55,same_system_cross_file,kangCrossCell_celltype -> kangCrossPatient_celltype,kangCrossCell_celltype,kangCrossPatient_celltype,8,risk_low_context_similarity,0.2142857142857143,0.9217626165540236,True
E55,same_system_cross_file,kangCrossCell_celltype -> kangCrossPatient_celltype,kangCrossCell_celltype,kangCrossPatient_celltype,8,risk_low_source_support,,0.9217626165540236,True
E55,same_system_cross_file,kangCrossCell_celltype -> kangCrossPatient_celltype,kangCrossCell_celltype,kangCrossPatient_celltype,8,risk_predicted_magnitude,0.5714285714285715,1.3080012705326187,True
E55,same_system_cross_file,kangCrossCell_celltype -> kangCrossPatient_celltype,kangCrossCell_celltype,kangCrossPatient_celltype,8,risk_without_predicted_magnitude,0.9047619047619048,1.226754954273398,True
E55,same_system_cross_file,kangCrossPatient_celltype -> kangCrossCell_celltype,kangCrossPatient_celltype,kangCrossCell_celltype,8,risk_cross_dataset,0.8333333333333335,1.3390105998873423,True
E55,same_system_cross_file,kangCrossPatient_celltype -> kangCrossCell_celltype,kangCrossPatient_celltype,kangCrossCell_celltype,8,risk_disagreement,0.7142857142857144,1.3390105998873423,True
E55,same_system_cross_file,kangCrossPatient_celltype -> kangCrossCell_celltype,kangCrossPatient_celltype,kangCrossCell_celltype,8,risk_low_context_similarity,0.09523809523809526,0.9131426293959747,True
E55,same_system_cross_file,kangCrossPatient_celltype -> kangCrossCell_celltype,kangCrossPatient_celltype,kangCrossCell_celltype,8,risk_low_source_support,,0.9131426293959747,True
E55,same_system_cross_file,kangCrossPatient_celltype -> kangCrossCell_celltype,kangCrossPatient_celltype,kangCrossCell_celltype,8,risk_predicted_magnitude,0.4285714285714286,1.3390105998873423,True
E55,same_system_cross_file,kangCrossPatient_celltype -> kangCrossCell_celltype,kangCrossPatient_celltype,kangCrossCell_celltype,8,risk_without_predicted_magnitude,0.8095238095238096,1.267029967097415,True
E57,dixit_timecourse,Dixit_13d_target -> Dixit_7d_target,Dixit_13d_target,Dixit_7d_target,10,risk_cross_dataset,0.5878787878787878,1.2655787254401203,True
E57,dixit_timecourse,Dixit_13d_target -> Dixit_7d_target,Dixit_13d_target,Dixit_7d_target,10,risk_disagreement,,1.166307330743764,True
E57,dixit_timecourse,Dixit_13d_target -> Dixit_7d_target,Dixit_13d_target,Dixit_7d_target,10,risk_low_context_similarity,,1.166307330743764,True
