input_batch,pair_group,directional_pair,source_dataset,target_dataset,n_tasks,rho_full,rho_predicted_magnitude,rho_without_predicted_magnitude,delta_full_minus_predicted_magnitude,bootstrap_delta_full_minus_predicted_magnitude_ci95_low,bootstrap_delta_full_minus_predicted_magnitude_ci95_high,delta_full_minus_without_magnitude,bootstrap_delta_full_minus_without_magnitude_ci95_low,bootstrap_delta_full_minus_without_magnitude_ci95_high,verdict
E55,hard_chemical_cross_dataset,sciplex3_cellline -> crossPatient_patient,sciplex3_cellline,crossPatient_patient,10,-0.7853351924990065,,-0.7853351924990065,,,,0.0,0.0,0.0,任务数不足 30：只作探索性比较
E55,same_system_cross_file,KaggleCrossCell_celltype -> KaggleCrossPatient_celltype,KaggleCrossCell_celltype,KaggleCrossPatient_celltype,38,-0.16292811029653134,-0.44587165023074654,-0.041251778093883355,0.28294353993421517,-0.02415414629732858,0.5978193768087213,-0.12167633220264798,-0.2705587556400074,-0.012531053771499722,总分与预测幅度差异不明确
E55,same_system_cross_file,KaggleCrossCell_celltype -> KaggleCrossPatient_donor,KaggleCrossCell_celltype,KaggleCrossPatient_donor,30,0.8607341490545051,0.8278894432174447,0.7704115684093437,0.03284470583706034,-0.1028529156905136,0.17083649566282186,0.09032258064516141,0.00718685720308985,0.22049512285368794,总分与预测幅度差异不明确
E55,same_system_cross_file,KaggleCrossPatient_celltype -> KaggleCrossCell_celltype,KaggleCrossPatient_celltype,KaggleCrossCell_celltype,24,0.577391304347826,0.5426086956521738,0.6834782608695652,0.034782608695652195,-0.1345762401113246,0.22058113535097454,-0.10608695652173916,-0.4298497427999766,0.1408692464783034,任务数不足 30：只作探索性比较
E55,same_system_cross_file,KaggleCrossPatient_donor -> KaggleCrossCell_celltype,KaggleCrossPatient_donor,KaggleCrossCell_celltype,24,0.5878260869565216,0.9041825568224133,0.18,-0.3163564698658917,-0.7102251904898356,-0.04098525824048689,0.4078260869565216,0.18100743343257927,0.6769443226654975,任务数不足 30：只作探索性比较
E55,same_system_cross_file,kangCrossCell_celltype -> kangCrossPatient_celltype,kangCrossCell_celltype,kangCrossPatient_celltype,8,0.9523809523809524,0.5714285714285715,0.9047619047619048,0.38095238095238093,0.0,1.2662284972411535,0.04761904761904767,-0.2432432432432432,0.3846153846153846,任务数不足 30：只作探索性比较
E55,same_system_cross_file,kangCrossPatient_celltype -> kangCrossCell_celltype,kangCrossPatient_celltype,kangCrossCell_celltype,8,0.8333333333333335,0.4285714285714286,0.8095238095238096,0.4047619047619049,0.0,1.2328767123287672,0.023809523809523836,-0.3797468354430379,0.3950617283950617,任务数不足 30：只作探索性比较
E57,dixit_timecourse,Dixit_13d_target -> Dixit_7d_target,Dixit_13d_target,Dixit_7d_target,10,0.5878787878787878,0.5878787878787878,,0.0,0.0,0.0,,,,任务数不足 30：只作探索性比较
E57,dixit_timecourse,Dixit_7d_target -> Dixit_13d_target,Dixit_7d_target,Dixit_13d_target,10,-0.12727272727272726,-0.12727272727272726,,0.0,0.0,0.0,,,,任务数不足 30：只作探索性比较
E57,hard_genetic_cross_study,Adamson_global -> Replogle_exp7_global,Adamson_global,Replogle_exp7_global,104,0.11987830968463391,0.34809725229315186,-0.14835850679913828,-0.22821894260851794,-0.5232148976609963,0.0,0.2682368164837722,0.002001634419884815,0.5869302444387698,总分与预测幅度差异不明确
E57,hard_genetic_cross_study,Adamson_global -> TianInhibition_batch,Adamson_global,TianInhibition_batch,705,-0.05675287654025341,0.1852017321297302,-0.12133622537938078,-0.2419546086699836,-0.32396807568988456,-0.1471907689419426,0.06458334883912736,0.02490924066586667,0.10905695187895835,预测幅度优于总分：组合项未带来增益
E57,hard_genetic_cross_study,Replogle_exp7_global -> Adamson_global,Replogle_exp7_global,Adamson_global,76,0.0801619296629538,0.18002814108842796,-0.17126976771553504,-0.09986621142547417,-0.39655512946560106,0.15278259430646177,0.2514316973784888,0.00048156193958132364,0.5473015532120853,总分与预测幅度差异不明确
E57,hard_genetic_cross_study,TianInhibition_batch -> Adamson_global,TianInhibition_batch,Adamson_global,76,0.2967112736021604,0.2967112736021604,0.10326075160603819,0.0,0.0,0.0,0.19345052199612217,-0.03381148560353955,0.5547622303025176,总分与预测幅度差异不明确
E57,lara_bone_marrow_cross_condition,Lara_exvivo_celltype -> Lara_invivo_celltype,Lara_exvivo_celltype,Lara_invivo_celltype,249,-0.059028371550719,0.08351895749610704,-0.10860785075787019,-0.14254732904682604,-0.24692007110260233,-0.03606112527506293,0.04957947920715119,-0.0037573928189150833,0.10192719023596103,预测幅度优于总分：组合项未带来增益
E57,lara_bone_marrow_cross_condition,Lara_exvivo_celltype -> Lara_leukemia_celltype,Lara_exvivo_celltype,Lara_leukemia_celltype,147,0.15913724530525863,-0.08425519760916586,0.2137889520737906,0.2433924429144245,0.04418351697874625,0.45502198185447346,-0.054651706768531955,-0.15944742028725425,0.043892740344175146,总分优于预测幅度：组合特征有额外贡献
E57,lara_bone_marrow_cross_condition,Lara_invivo_celltype -> Lara_exvivo_celltype,Lara_invivo_celltype,Lara_exvivo_celltype,288,0.38355831315512967,0.7701436657053854,-0.007753215311356452,-0.3865853525502557,-0.4755161731587339,-0.2983659773110249,0.39131152846648615,0.3275981199005703,0.45468917497453915,预测幅度优于总分：组合项未带来增益
E57,lara_bone_marrow_cross_condition,Lara_invivo_celltype -> Lara_leukemia_celltype,Lara_invivo_celltype,Lara_leukemia_celltype,147,0.20475731668895716,0.472104803781885,0.0031909845185110076,-0.2673474870929279,-0.3947333171075492,-0.14406122251174516,0.20156633217044614,0.12713861995745374,0.2762028121041279,预测幅度优于总分：组合项未带来增益
E57,lara_bone_marrow_cross_condition,Lara_leukemia_celltype -> Lara_exvivo_celltype,Lara_leukemia_celltype,Lara_exvivo_celltype,288,0.5472076204943958,0.8855801771823547,0.28316621763594324,-0.33837255668795896,-0.4179900898451346,-0.25998702335646845,0.2640414028584525,0.2160174150750246,0.31842667088989923,预测幅度优于总分：组合项未带来增益
E57,lara_bone_marrow_cross_condition,Lara_leukemia_celltype -> Lara_invivo_celltype,Lara_leukemia_celltype,Lara_invivo_celltype,249,0.5378725223474543,0.9017868132086536,0.304565302303922,-0.3639142908611993,-0.46134173238795395,-0.28121091634692097,0.23330722004353233,0.18399385424511228,0.28527647479816276,预测幅度优于总分：组合项未带来增益
E57,replogle_small_cross_experiment,Replogle_exp6_global -> Replogle_exp7_global,Replogle_exp6_global,Replogle_exp7_global,104,0.09162285705924897,0.37221478633211785,-0.2588615227317351,-0.2805919292728689,-0.544842626677403,0.0,0.3504843797909841,0.004642267412531269,0.6662136263662892,总分与预测幅度差异不明确
E57,replogle_small_cross_experiment,Replogle_exp6_global -> Replogle_exp8_global,Replogle_exp6_global,Replogle_exp8_global,61,0.14577444754821098,0.3537817425008373,-0.35306801940355187,-0.20800729495262635,-0.5883679283441495,0.0,0.4988424669517628,0.0,0.8899626733967206,总分与预测幅度差异不明确
E57,replogle_small_cross_experiment,Replogle_exp7_global -> Replogle_exp6_global,Replogle_exp7_global,Replogle_exp6_global,69,0.07098397816214003,0.24586395579538875,-0.2410140062932527,-0.17487997763324872,-0.540324563587738,0.15703321555388947,0.31199798445539273,-0.0009945838550090879,0.6205252174851813,总分与预测幅度差异不明确
E57,replogle_small_cross_experiment,Replogle_exp7_global -> Replogle_exp8_global,Replogle_exp7_global,Replogle_exp8_global,61,0.1282811317860035,0.1477350695106856,-0.11070728765335507,-0.019453937724682097,-0.3823669807800167,0.361047047697703,0.23898841943935856,0.0005032224218624965,0.5441733613391277,总分与预测幅度差异不明确
E57,replogle_small_cross_experiment,Replogle_exp8_global -> Replogle_exp6_global,Replogle_exp8_global,Replogle_exp6_global,69,-0.12340443359155216,0.2384854009877797,-0.23907235203705737,-0.3618898345793319,-0.6975577200167535,0.0,0.11566791844550521,0.0,0.35602391278225415,总分与预测幅度差异不明确
E57,replogle_small_cross_experiment,Replogle_exp8_global -> Replogle_exp7_global,Replogle_exp8_global,Replogle_exp7_global,104,-0.2003416197561968,0.3705780445867317,-0.2937219657765941,-0.5709196643429285,-0.836258590961711,-0.27457739598519826,0.0933803460203973,0.00017800983606516206,0.27478183242796594,预测幅度优于总分：组合项未带来增益
E57,sciplex_series_cross_dataset,SciPlex2_cellline -> SciPlex4_cellline,SciPlex2_cellline,SciPlex4_cellline,14,-0.655612168542959,,-0.655612168542959,,,,0.0,0.0,0.0,任务数不足 30：只作探索性比较
E57,sciplex_series_cross_dataset,SciPlex2_cellline -> sciplex3_small_cellline,SciPlex2_cellline,sciplex3_small_cellline,27,-0.3494282789073061,,-0.3494282789073061,,,,0.0,0.0,0.0,任务数不足 30：只作探索性比较
E57,sciplex_series_cross_dataset,SciPlex4_cellline -> SciPlex2_cellline,SciPlex4_cellline,SciPlex2_cellline,4,,,,,,,,,,任务数不足 30：只作探索性比较
E57,sciplex_series_cross_dataset,SciPlex4_cellline -> sciplex3_small_cellline,SciPlex4_cellline,sciplex3_small_cellline,27,-0.30283784171966527,,-0.30283784171966527,,,,0.0,0.0,0.0,任务数不足 30：只作探索性比较
E57,sciplex_series_cross_dataset,sciplex3_small_cellline -> SciPlex2_cellline,sciplex3_small_cellline,SciPlex2_cellline,4,,,,,,,,,,任务数不足 30：只作探索性比较
E57,sciplex_series_cross_dataset,sciplex3_small_cellline -> SciPlex4_cellline,sciplex3_small_cellline,SciPlex4_cellline,14,-0.12403473458920847,-0.12403473458920847,0.12403473458920847,0.0,0.0,0.0,-0.24806946917841693,-1.3820745788095283,0.9014162705771659,任务数不足 30：只作探索性比较
E57,tian_crispra_crispri,TianActivation_batch -> TianInhibition_batch,TianActivation_batch,TianInhibition_batch,705,0.025109656633986455,0.22514859042320742,-0.04810882703038909,-0.20003893378922097,-0.28714626062700593,-0.10792835639707134,0.07321848366437554,0.04228139337657615,0.11023500230109182,预测幅度优于总分：组合项未带来增益
E57,tian_crispra_crispri,TianInhibition_batch -> TianActivation_batch,TianInhibition_batch,TianActivation_batch,184,0.10769267923125256,0.31969590797968456,-0.04390634320288523,-0.212003228748432,-0.35595479947661046,-0.059111588200048915,0.15159902243413778,0.06773915318287158,0.2481640535532789,预测幅度优于总分：组合项未带来增益
