perturbation,guide_id,n_guide_cells,target_split,cell_count_quartile,selection_hash,task_id,target_cluster_id,truth_access_phase,primary_task_unit,selection_used_expression_matrix_or_truth_effect,effect_asset_key,pretruth_x_access,family_diversity_lower,family_radius,family_diameter,worst_member_lower,two_architecture_mean_lower,registered_family_centroid_magnitude,scgpt_seed_spread,gears_seed_spread,constant_centroid_base,calibration_or_evaluation_truth_present,registered_family_size,learned_or_adaptive_upper_fitted
SF3B1,SF3B1_1,15,conformal_calibration,Q1_low,a8517962f5da00ed212814b1cce80548de75f2ed0e174241eb27de89f22d18c9,E182::SF3B1::SF3B1_1,SF3B1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.072301601691847683,0.1789017781434866,0.21863752483878715,0.10931876241939358,0.032799223780835704,0.035155989582003055,0.083674393594264984,0.036084085702896118,0,False,10,False
SF3B1,SF3B1_2,6,conformal_calibration,Q1_low,a8517962f5da00ed212814b1cce80548de75f2ed0e174241eb27de89f22d18c9,E182::SF3B1::SF3B1_2,SF3B1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.072298771124109859,0.17888509567541722,0.21863752483878715,0.10931876241939358,0.032837511230843254,0.035241257175379487,0.083674393594264984,0.036003008484840393,0,False,10,False
SF3B4,SF3B4_1,16,supervised_train,Q3,239c340dba4a7c76344050f81da30c0d352536523ee0763824024d78cc3b3437,E182::SF3B4::SF3B4_1,SF3B4,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::SF3B4::SF3B4_1,SEEN_TARGET_EFFECT_AVAILABLE,0.075036745087364826,0.18078207795357987,0.21854584879170474,0.10927292439585237,0.039615426642615151,0.041638519169815633,0.083680093288421631,0.033464968204498291,0,False,10,False
SF3B4,SF3B4_2,27,supervised_train,Q3,239c340dba4a7c76344050f81da30c0d352536523ee0763824024d78cc3b3437,E182::SF3B4::SF3B4_2,SF3B4,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::SF3B4::SF3B4_2,SEEN_TARGET_EFFECT_AVAILABLE,0.075036745087364826,0.18078207795357987,0.21854584879170474,0.10927292439585237,0.039615426642615151,0.041638519169815633,0.083680093288421631,0.033464968204498291,0,False,10,False
SLTM,SLTM_1,8,prospective_evaluation,Q4_high,f22c0679dbb4470f1a3f3b0da8254690c092a1cca0d6491613a4725211e6318f,E182::SLTM::SLTM_1,SLTM,F4_EVALUATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.072516184270637704,0.18255164402590404,0.21853546938751942,0.10926773469375971,0.037136497436496274,0.032754972153997905,0.083645053207874298,0.027612693607807159,0,False,10,False
SLTM,SLTM_2,99,prospective_evaluation,Q4_high,f22c0679dbb4470f1a3f3b0da8254690c092a1cca0d6491613a4725211e6318f,E182::SLTM::SLTM_2,SLTM,F4_EVALUATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.072516184270637704,0.18255164402590404,0.21853546938751942,0.10926773469375971,0.037136497436496274,0.032754972153997905,0.083645053207874298,0.027612693607807159,0,False,10,False
SMNDC1,SMNDC1_1,18,supervised_train,Q2,34461385fa43f2f3b16084de17e5ae2a673432bd5c75ae491c7ce0e1e98e21bc,E182::SMNDC1::SMNDC1_1,SMNDC1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::SMNDC1::SMNDC1_1,SEEN_TARGET_EFFECT_AVAILABLE,0.073199825502565943,0.18007795081667072,0.21858738963171417,0.10929369481585709,0.037819940948835722,0.039830906247779754,0.083636358380317688,0.029337557032704353,0,False,10,False
SMNDC1,SMNDC1_2,24,supervised_train,Q2,34461385fa43f2f3b16084de17e5ae2a673432bd5c75ae491c7ce0e1e98e21bc,E182::SMNDC1::SMNDC1_2,SMNDC1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::SMNDC1::SMNDC1_2,SEEN_TARGET_EFFECT_AVAILABLE,0.073199825502565943,0.18007795081667072,0.21858738963171417,0.10929369481585709,0.037819940948835722,0.039830906247779754,0.083636358380317688,0.029337557032704353,0,False,10,False
SND1,SND1_1,23,conformal_calibration,Q3,89ea0877025f421cc68a96bfd2e749c203b475514134000a3e37110c156a99c4,E182::SND1::SND1_1,SND1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.075778925319203994,0.18148629418461143,0.2195958754621721,0.10979793773108605,0.034988791925029863,0.033462649279330167,0.083703406155109406,0.045057728886604309,0,False,10,False
SND1,SND1_2,23,conformal_calibration,Q3,89ea0877025f421cc68a96bfd2e749c203b475514134000a3e37110c156a99c4,E182::SND1::SND1_2,SND1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.075778925319203994,0.18148629418461143,0.2195958754621721,0.10979793773108605,0.034988791925029863,0.033462649279330167,0.083703406155109406,0.045057728886604309,0,False,10,False
SRSF1,SRSF1_1,39,supervised_train,Q4_high,273d0a9bf4b1c0563e94c53c75bff9b3fdf0761cd18f63613915075c7cc171fd,E182::SRSF1::SRSF1_1,SRSF1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::SRSF1::SRSF1_1,SEEN_TARGET_EFFECT_AVAILABLE,0.072138341075974763,0.17966477630156377,0.21868706976203972,0.10934353488101986,0.034476480384475275,0.034946297457985831,0.083695091307163239,0.032027442008256912,0,False,10,False
SRSF1,SRSF1_2,29,supervised_train,Q4_high,273d0a9bf4b1c0563e94c53c75bff9b3fdf0761cd18f63613915075c7cc171fd,E182::SRSF1::SRSF1_2,SRSF1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::SRSF1::SRSF1_2,SEEN_TARGET_EFFECT_AVAILABLE,0.072138341075974763,0.17966477630156377,0.21868706976203972,0.10934353488101986,0.034476480384475275,0.034946297457985831,0.083695091307163239,0.032027442008256912,0,False,10,False
SRSF7,SRSF7_1,45,prospective_evaluation,Q4_high,d28d625d1e72e196f228d896650c04d47619d2631a3dbd101ad14c2d2983c75e,E182::SRSF7::SRSF7_1,SRSF7,F4_EVALUATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.074779957088547053,0.17820322797560864,0.21919988814775973,0.10959994407387987,0.033911052067102578,0.038578440420156075,0.083658613264560699,0.043421220034360886,0,False,10,False
SRSF7,SRSF7_2,14,prospective_evaluation,Q4_high,d28d625d1e72e196f228d896650c04d47619d2631a3dbd101ad14c2d2983c75e,E182::SRSF7::SRSF7_2,SRSF7,F4_EVALUATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.074779957088547053,0.17820322797560864,0.21919988814775973,0.10959994407387987,0.033911052067102578,0.038578440420156075,0.083658613264560699,0.043421220034360886,0,False,10,False
SRSF9,SRSF9_1,16,supervised_train,Q2,16a1ef292093035d155b843b0f84c8b10e5d08e9f94ba4165029bfdbaa2d5310,E182::SRSF9::SRSF9_1,SRSF9,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::SRSF9::SRSF9_1,SEEN_TARGET_EFFECT_AVAILABLE,0.075307459279643371,0.17898627558429536,0.21871457314691883,0.10935728657345942,0.04002535036201927,0.044857324279753676,0.083696275949478149,0.033664558082818985,0,False,10,False
SRSF9,SRSF9_2,25,supervised_train,Q2,16a1ef292093035d155b843b0f84c8b10e5d08e9f94ba4165029bfdbaa2d5310,E182::SRSF9::SRSF9_2,SRSF9,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::SRSF9::SRSF9_2,SEEN_TARGET_EFFECT_AVAILABLE,0.075307459279643371,0.17898627558429536,0.21871457314691883,0.10935728657345942,0.04002535036201927,0.044857324279753676,0.083696275949478149,0.033664558082818985,0,False,10,False
TAF15,TAF15_1,9,supervised_train,Q3,2b9d16d7056438a7a023ca3b60c1ed62da61c26896dbb147bbc394951d0eafb6,E182::TAF15::TAF15_1,TAF15,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::TAF15::TAF15_1,SEEN_TARGET_EFFECT_AVAILABLE,0.075821304449425544,0.17642718310314923,0.21872285065342961,0.10936142532671481,0.039143862381778624,0.048120463838658825,0.083689369261264801,0.037806682288646698,0,False,10,False
TAF15,TAF15_2,35,supervised_train,Q3,2b9d16d7056438a7a023ca3b60c1ed62da61c26896dbb147bbc394951d0eafb6,E182::TAF15::TAF15_2,TAF15,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::TAF15::TAF15_2,SEEN_TARGET_EFFECT_AVAILABLE,0.075831863012382497,0.1764108044157566,0.21872285065342961,0.10936142532671481,0.03915751035143096,0.048156467471884422,0.083689369261264801,0.037820771336555481,0,False,10,False
TARDBP,TARDBP_1,15,conformal_calibration,Q3,80960cc216f741cdd2c4dd42fb0a26f8318b154e53395e01b2098c0a772b4ede,E182::TARDBP::TARDBP_1,TARDBP,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.072406745051058888,0.17832956399298464,0.21860953180481288,0.10930476590240644,0.033568911963159788,0.038140742018390371,0.083676934242248535,0.035069927573204041,0,False,10,False
TARDBP,TARDBP_2,38,conformal_calibration,Q3,80960cc216f741cdd2c4dd42fb0a26f8318b154e53395e01b2098c0a772b4ede,E182::TARDBP::TARDBP_2,TARDBP,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.072406745051058888,0.17832956399298464,0.21860953180481288,0.10930476590240644,0.033568911963159788,0.038140742018390371,0.083676934242248535,0.035069927573204041,0,False,10,False
TBRG4,TBRG4_1,34,prospective_evaluation,Q3,a772b5466cb667e7243228ff2965f78fe00b306b7d2e115f67ed4cd0e1b224d1,E182::TBRG4::TBRG4_1,TBRG4,F4_EVALUATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.074142093264929959,0.17883695643229044,0.21871045324479041,0.1093552266223952,0.03238800619107722,0.034798897105388145,0.083685576915740967,0.043506991118192673,0,False,10,False
TBRG4,TBRG4_2,19,prospective_evaluation,Q3,a772b5466cb667e7243228ff2965f78fe00b306b7d2e115f67ed4cd0e1b224d1,E182::TBRG4::TBRG4_2,TBRG4,F4_EVALUATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.074142093264929959,0.17883695643229044,0.21871045324479041,0.1093552266223952,0.03238800619107722,0.034798897105388145,0.083685576915740967,0.043506991118192673,0,False,10,False
TIA1,TIA1_1,13,conformal_calibration,Q2,7a883b50ee173cdeca78f0667eb1d44af36a2a03299e78cfa5d10d3e97169649,E182::TIA1::TIA1_1,TIA1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.073928237344360076,0.18007724011039311,0.21869577976187388,0.10934788988093694,0.033681534459743138,0.034055200517633395,0.083695627748966217,0.040705271065235138,0,False,10,False
TIA1,TIA1_2,23,conformal_calibration,Q2,7a883b50ee173cdeca78f0667eb1d44af36a2a03299e78cfa5d10d3e97169649,E182::TIA1::TIA1_2,TIA1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.073928237344360076,0.18007724011039311,0.21869577976187388,0.10934788988093694,0.033681534459743138,0.034055200517633395,0.083695627748966217,0.040705271065235138,0,False,10,False
TRA2A,TRA2A_1,39,model_validation,Q3,620af7c0835a02bdaa589064670149218a78d992b84f8aa894313f93b6354732,E182::TRA2A::TRA2A_1,TRA2A,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_negative_guide_controls,False,E182::TRA2A::TRA2A_1,SEEN_TARGET_EFFECT_AVAILABLE,0.071461529058490597,0.18124465019198088,0.21858766294253426,0.10929383147126713,0.035360288967813312,0.033368231327672887,0.083672098815441132,0.026679206639528275,0,False,10,False
TRA2A,TRA2A_2,11,model_validation,Q3,620af7c0835a02bdaa589064670149218a78d992b84f8aa894313f93b6354732,E182::TRA2A::TRA2A_2,TRA2A,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_negative_guide_controls,False,E182::TRA2A::TRA2A_2,SEEN_TARGET_EFFECT_AVAILABLE,0.071461529058490597,0.18124465019198088,0.21858766294253426,0.10929383147126713,0.035360288967813312,0.033368231327672887,0.083672098815441132,0.026679206639528275,0,False,10,False
U2AF2,U2AF2_1,17,prospective_evaluation,Q3,ed62584e1b54277a834c9ee4e880ec9976e86aa336f1e0ecf822a88e674399da,E182::U2AF2::U2AF2_1,U2AF2,F4_EVALUATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.071908852616814387,0.17948413181113734,0.21868587761396205,0.10934293880698102,0.03332997223563338,0.035201001301919138,0.083688907325267792,0.03340897336602211,0,False,10,False
U2AF2,U2AF2_2,29,prospective_evaluation,Q3,ed62584e1b54277a834c9ee4e880ec9976e86aa336f1e0ecf822a88e674399da,E182::U2AF2::U2AF2_2,U2AF2,F4_EVALUATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.071908852616814387,0.17948413181113734,0.21868587761396205,0.10934293880698102,0.03332997223563338,0.035201001301919138,0.083688907325267792,0.03340897336602211,0,False,10,False
UCHL5,UCHL5_1,29,supervised_train,Q3,4144cc2e416f426db4ea68b6624ad6b1058308aa90a469905df3329c6460e70e,E182::UCHL5::UCHL5_1,UCHL5,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::UCHL5::UCHL5_1,SEEN_TARGET_EFFECT_AVAILABLE,0.079542107595254458,0.18747584408090914,0.24719518707337418,0.12359759353668709,0.046197340164553638,0.035862613732495496,0.083666533231735229,0.037221170961856842,0,False,10,False
UCHL5,UCHL5_2,27,supervised_train,Q3,4144cc2e416f426db4ea68b6624ad6b1058308aa90a469905df3329c6460e70e,E182::UCHL5::UCHL5_2,UCHL5,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::UCHL5::UCHL5_2,SEEN_TARGET_EFFECT_AVAILABLE,0.079542107595254458,0.18747584408090914,0.24719518707337418,0.12359759353668709,0.046197340164553638,0.035862613732495496,0.083666533231735229,0.037221170961856842,0,False,10,False
UPF1,UPF1_1,54,conformal_calibration,Q4_high,a01fc12d3287c7bdd991330dd9d65506f651bb914d6cfcdd071955748c1b1d49,E182::UPF1::UPF1_1,UPF1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.075226894380308704,0.17810263508877147,0.21868653551216613,0.10934326775608307,0.032426325462115241,0.036242135885756824,0.083663798868656158,0.047070235013961792,0,False,10,False
UPF1,UPF1_2,26,conformal_calibration,Q4_high,a01fc12d3287c7bdd991330dd9d65506f651bb914d6cfcdd071955748c1b1d49,E182::UPF1::UPF1_2,UPF1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.075226894380308704,0.17810263508877147,0.21868653551216613,0.10934326775608307,0.032426325462115241,0.036242135885756824,0.083663798868656158,0.047070235013961792,0,False,10,False
XRN2,XRN2_1,28,prospective_evaluation,Q4_high,eca61876740823d3c27a88e8f081df02fa8fb75c044f614b48502cbf39a0e369,E182::XRN2::XRN2_1,XRN2,F4_EVALUATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.071596196802025225,0.17938464526878181,0.21866261214799065,0.10933130607399533,0.032670301345984587,0.034242057936047648,0.083665467798709869,0.033427871763706207,0,False,10,False
XRN2,XRN2_2,59,prospective_evaluation,Q4_high,eca61876740823d3c27a88e8f081df02fa8fb75c044f614b48502cbf39a0e369,E182::XRN2::XRN2_2,XRN2,F4_EVALUATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.071612187839010411,0.17941200625995346,0.21866261214799065,0.10933130607399533,0.0327468188137491,0.034279144767151506,0.083665467798709869,0.033346537500619888,0,False,10,False
ZC3H10,ZC3H10_1,14,conformal_calibration,Q2,5fa35654ef5fd03c5b1f73d0156bcc8d62c46f21d2d30a6d7aa8259aa5ff0298,E182::ZC3H10::ZC3H10_1,ZC3H10,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.073289049898839123,0.17965326903245299,0.21862031136847768,0.10931015568423884,0.033827180130807377,0.035377362761522119,0.083666309714317322,0.038130853325128555,0,False,10,False
ZC3H10,ZC3H10_2,22,conformal_calibration,Q2,5fa35654ef5fd03c5b1f73d0156bcc8d62c46f21d2d30a6d7aa8259aa5ff0298,E182::ZC3H10::ZC3H10_2,ZC3H10,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.073289049898839123,0.17965326903245299,0.21862031136847768,0.10931015568423884,0.033827180130807377,0.035377362761522119,0.083666309714317322,0.038130853325128555,0,False,10,False
ZNF622,ZNF622_1,34,supervised_train,Q4_high,3c10a2bcb1c713caa8f5cc1c327fd953a11382dc36726f79f46adc756aac3d2a,E182::ZNF622::ZNF622_1,ZNF622,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::ZNF622::ZNF622_1,SEEN_TARGET_EFFECT_AVAILABLE,0.071165877747331394,0.17914371960773254,0.21864654094452288,0.10932327047226144,0.033691559493442408,0.036162378429031312,0.083682768046855927,0.029259465634822845,0,False,10,False
ZNF622,ZNF622_2,46,supervised_train,Q4_high,3c10a2bcb1c713caa8f5cc1c327fd953a11382dc36726f79f46adc756aac3d2a,E182::ZNF622::ZNF622_2,ZNF622,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::ZNF622::ZNF622_2,SEEN_TARGET_EFFECT_AVAILABLE,0.071165877747331394,0.17914371960773254,0.21864654094452288,0.10932327047226144,0.033691559493442408,0.036162378429031312,0.083682768046855927,0.029259465634822845,0,False,10,False
ZRANB2,ZRANB2_1,23,conformal_calibration,Q2,b2a6c45fbe4efb0a71f02d4422d75b6da560a9ff657e12bc219d7e64f4e08b59,E182::ZRANB2::ZRANB2_1,ZRANB2,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.071958503521937472,0.17753691444437947,0.21870627757826488,0.10935313878913244,0.032511869807083565,0.037452303539101867,0.083685830235481262,0.035195045173168182,0,False,10,False
ZRANB2,ZRANB2_2,15,conformal_calibration,Q2,b2a6c45fbe4efb0a71f02d4422d75b6da560a9ff657e12bc219d7e64f4e08b59,E182::ZRANB2::ZRANB2_2,ZRANB2,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.071958503521937472,0.17753691444437947,0.21870627757826488,0.10935313878913244,0.032511869807083565,0.037452303539101867,0.083685830235481262,0.035195045173168182,0,False,10,False
