dataset,estimand,metric,observed,n_valid_draws,bootstrap_median,ci95_low,ci95_high,p_gt_zero
Nadig_two_cellline,fold_macro_perturbation_cluster,delta_rho__safe_minus_disagreement,0.0007196594762985675,3000,0.003048084586681432,-0.08483752091454946,0.08372936964760767,0.5266666666666666
Nadig_two_cellline,fold_macro_perturbation_cluster,delta_rho__safe_minus_magnitude,-0.17161313213695903,3000,-0.1679051264945766,-0.29429130231590916,-0.04525775980188729,0.004333333333333333
Nadig_two_cellline,fold_macro_perturbation_cluster,delta_z__safe_minus_disagreement,0.0007600799473390374,3000,0.003297857634757567,-0.09101134198068232,0.08913430509456242,0.5266666666666666
Nadig_two_cellline,fold_macro_perturbation_cluster,delta_z__safe_minus_magnitude,-0.19151344208610088,3000,-0.18750596950618897,-0.3265220674396131,-0.05100503920406577,0.004333333333333333
Nadig_two_cellline,pooled_context_task_median_sensitivity,rho__safeconf_calibrated_pair_risk,0.2788272667907366,3000,0.2806801267077599,0.10853065112952426,0.42720375328117743,0.9986666666666667
Nadig_two_cellline,pooled_context_task_median_sensitivity,rho__risk_model_disagreement,0.2573311993055368,3000,0.25570046588806505,0.08628842767560954,0.4044439978802037,0.9983333333333333
Nadig_two_cellline,pooled_context_task_median_sensitivity,rho__baseline_predicted_magnitude,0.41632192171011584,3000,0.41358681743771886,0.2756912241484337,0.533441796314547,1.0
Nadig_two_cellline,pooled_context_task_median_sensitivity,delta_rho__safe_minus_disagreement,0.021496067485199832,3000,0.023227831431041304,-0.10428454168728774,0.14763925492397934,0.642
Nadig_two_cellline,pooled_context_task_median_sensitivity,delta_rho__safe_minus_magnitude,-0.13749465491937923,3000,-0.13190627096832702,-0.3164515519242961,0.041381244988377856,0.06666666666666667
Nadig_two_cellline,pooled_context_task_median_sensitivity,delta_z__safe_minus_disagreement,0.023161792033234874,3000,0.025222303110983738,-0.11455306798233103,0.16319551525346288,0.642
Nadig_two_cellline,pooled_context_task_median_sensitivity,delta_z__safe_minus_magnitude,-0.15682447158710094,3000,-0.15189257892629837,-0.3548802349666465,0.050859657694465585,0.06666666666666667
Replogle_two_cellline,fold_macro_perturbation_cluster,rho__safeconf_calibrated_pair_risk,0.1726050128805805,3000,0.17615028974828906,0.06758945118371586,0.2925195962287161,0.9976666666666667
Replogle_two_cellline,fold_macro_perturbation_cluster,rho__risk_model_disagreement,-0.03642304522981139,3000,-0.03663687908914846,-0.1510576644221562,0.07761508396032939,0.269
Replogle_two_cellline,fold_macro_perturbation_cluster,rho__baseline_predicted_magnitude,0.21431670617821097,3000,0.21325781909752503,0.10831992428537054,0.3159335872699186,1.0
Replogle_two_cellline,fold_macro_perturbation_cluster,delta_rho__safe_minus_disagreement,0.20902805811039188,3000,0.21287532247865182,0.10457322516797922,0.3180877740328303,0.9996666666666667
Replogle_two_cellline,fold_macro_perturbation_cluster,delta_rho__safe_minus_magnitude,-0.04171169329763047,3000,-0.03744971872101313,-0.18683639023622722,0.1214950642403484,0.30833333333333335
Replogle_two_cellline,fold_macro_perturbation_cluster,delta_z__safe_minus_disagreement,0.21078959685693088,3000,0.21492958746236845,0.10655210411745913,0.3238493879000171,0.9996666666666667
Replogle_two_cellline,fold_macro_perturbation_cluster,delta_z__safe_minus_magnitude,-0.043341087276354995,3000,-0.039158335312970596,-0.19344124173641583,0.12515130751524328,0.30833333333333335
Replogle_two_cellline,pooled_context_task_median_sensitivity,rho__safeconf_calibrated_pair_risk,-0.26690430312552466,3000,-0.26931734528835405,-0.3526271336024399,-0.18553900932461212,0.0
Replogle_two_cellline,pooled_context_task_median_sensitivity,rho__risk_model_disagreement,0.2582305733577477,3000,0.2612514818052189,0.17708856033112283,0.3403748349696737,1.0
Replogle_two_cellline,pooled_context_task_median_sensitivity,rho__baseline_predicted_magnitude,0.07979981113380819,3000,0.07884744726551779,-0.03780004361409969,0.19764746975969816,0.8996666666666666
Replogle_two_cellline,pooled_context_task_median_sensitivity,delta_rho__safe_minus_disagreement,-0.5251348764832724,3000,-0.5297903861438755,-0.6622885459096404,-0.40221084187768125,0.0
Replogle_two_cellline,pooled_context_task_median_sensitivity,delta_rho__safe_minus_magnitude,-0.34670411425933284,3000,-0.348820521952532,-0.4794640888339678,-0.22047244528707433,0.0
Replogle_two_cellline,pooled_context_task_median_sensitivity,delta_z__safe_minus_disagreement,-0.537739327873777,3000,-0.5428867646906653,-0.6884608662362283,-0.4079003090306001,0.0
Replogle_two_cellline,pooled_context_task_median_sensitivity,delta_z__safe_minus_magnitude,-0.3534975493221534,3000,-0.3559531152993632,-0.4924623735051237,-0.2244670216944331,0.0
Santinha,fold_macro_perturbation_cluster,rho__safeconf_calibrated_pair_risk,0.06459306321087302,3000,0.06862356144869117,-0.0748396798959938,0.20434816013313037,0.824
Santinha,fold_macro_perturbation_cluster,rho__risk_model_disagreement,-0.1268054298642534,3000,-0.12912083939501348,-0.25903017845450227,0.01336038751067499,0.039
Santinha,fold_macro_perturbation_cluster,rho__baseline_predicted_magnitude,-0.08930316742081448,3000,-0.07234001689549771,-0.18323190054282362,0.06845955432713854,0.14633333333333334
Santinha,fold_macro_perturbation_cluster,delta_rho__safe_minus_disagreement,0.1913984930751264,3000,0.19912059917600347,-0.05261396705758156,0.41228998359571506,0.942
Santinha,fold_macro_perturbation_cluster,delta_rho__safe_minus_magnitude,0.1538962306316875,3000,0.14166052306722487,-0.09392987033841088,0.3218342780020198,0.8993333333333333
Santinha,fold_macro_perturbation_cluster,delta_z__safe_minus_disagreement,0.19217484612840052,3000,0.20044134364892618,-0.0528292012052245,0.41956757994113564,0.942
Santinha,fold_macro_perturbation_cluster,delta_z__safe_minus_magnitude,0.1542248310084472,3000,0.1422090038231517,-0.09449999031834634,0.3258915328332042,0.8993333333333333
Santinha,pooled_context_task_median_sensitivity,rho__safeconf_calibrated_pair_risk,0.033213546108892406,3000,0.0368578019335115,-0.17502298836912827,0.22825153317533275,0.643
Santinha,pooled_context_task_median_sensitivity,rho__risk_model_disagreement,0.12622109997632763,3000,0.12478861982208198,-0.02260156824900846,0.29074226874961273,0.9463333333333334
Santinha,pooled_context_task_median_sensitivity,rho__baseline_predicted_magnitude,0.16174544306793973,3000,0.1591964848958377,-0.014062932749876975,0.33360304065827956,0.963
Santinha,pooled_context_task_median_sensitivity,delta_rho__safe_minus_disagreement,-0.09300755386743523,3000,-0.0902656684131996,-0.2775932131460211,0.0860665145335113,0.164
Santinha,pooled_context_task_median_sensitivity,delta_rho__safe_minus_magnitude,-0.12853189695904732,3000,-0.12219033884578209,-0.3627440628087619,0.1098626150504133,0.143
Santinha,pooled_context_task_median_sensitivity,delta_z__safe_minus_disagreement,-0.09367212241339065,3000,-0.09120259461252321,-0.28074268139124486,0.08686753220592966,0.164
Santinha,pooled_context_task_median_sensitivity,delta_z__safe_minus_magnitude,-0.1299527446957935,3000,-0.12404813355134037,-0.3687671538883064,0.11251117775471962,0.143
Shifrut,fold_macro_perturbation_cluster,rho__safeconf_calibrated_pair_risk,0.17268196919359713,3000,0.18605577786912134,0.009821449152146153,0.3735550752515274,0.9813333333333333
Shifrut,fold_macro_perturbation_cluster,rho__risk_model_disagreement,0.05134400483237693,3000,0.0583301232662585,-0.07894938519766112,0.2065820201658953,0.7853333333333333
Shifrut,fold_macro_perturbation_cluster,rho__baseline_predicted_magnitude,0.2086982784657203,3000,0.21634209513538524,0.05803737199665634,0.38685757019377043,0.9973333333333333
Shifrut,fold_macro_perturbation_cluster,delta_rho__safe_minus_disagreement,0.1213379643612202,3000,0.126095316381174,-0.019289790931291448,0.2828497657635659,0.9533333333333334
Shifrut,fold_macro_perturbation_cluster,delta_rho__safe_minus_magnitude,-0.03601630927212318,3000,-0.030110956522961585,-0.20262927502552253,0.1522902062854728,0.36966666666666664
Shifrut,fold_macro_perturbation_cluster,delta_z__safe_minus_disagreement,0.12304055844591273,3000,0.12913229162597128,-0.019303508855013744,0.29512665601699206,0.9533333333333334
Shifrut,fold_macro_perturbation_cluster,delta_z__safe_minus_magnitude,-0.03738020661195915,3000,-0.031697053419736804,-0.21269505341114278,0.16422230895455706,0.36966666666666664
Shifrut,pooled_context_task_median_sensitivity,rho__safeconf_calibrated_pair_risk,0.4707454289732771,3000,0.4673365081588808,0.19527875241485568,0.6721672642928627,0.999
Shifrut,pooled_context_task_median_sensitivity,rho__risk_model_disagreement,0.5330285982184717,3000,0.5309414955273188,0.2921291139033817,0.7087025428604617,1.0
Shifrut,pooled_context_task_median_sensitivity,rho__baseline_predicted_magnitude,0.509915611814346,3000,0.5110459662531943,0.28256423314215323,0.6813682761137196,1.0
Shifrut,pooled_context_task_median_sensitivity,delta_rho__safe_minus_disagreement,-0.062283169245194614,3000,-0.058387656521127373,-0.15800798041075398,0.02125053408036432,0.08966666666666667
Shifrut,pooled_context_task_median_sensitivity,delta_rho__safe_minus_magnitude,-0.03917018284106888,3000,-0.04170185811089738,-0.14412669839298808,0.0500655128927732,0.19633333333333333
Shifrut,pooled_context_task_median_sensitivity,delta_z__safe_minus_disagreement,-0.08333870856078796,3000,-0.07959757383561186,-0.20668270436850278,0.030650323231857183,0.08966666666666667
Shifrut,pooled_context_task_median_sensitivity,delta_z__safe_minus_magnitude,-0.05158817298151841,3000,-0.05615655905884548,-0.18542242769979353,0.07084192565893839,0.19633333333333333
Tian_CRISPRi,fold_macro_perturbation_cluster,rho__safeconf_calibrated_pair_risk,0.13421641615690086,3000,0.13327810597853051,0.08166536965958526,0.18396052581570665,1.0
Tian_CRISPRi,fold_macro_perturbation_cluster,rho__risk_model_disagreement,-0.017868402089713565,3000,-0.01999684662960098,-0.08923352019480973,0.05141615022334018,0.2846666666666667
Tian_CRISPRi,fold_macro_perturbation_cluster,rho__baseline_predicted_magnitude,0.06673836676509522,3000,0.06531821446504196,-0.021677382819533728,0.15819685291635102,0.9266666666666666
Tian_CRISPRi,fold_macro_perturbation_cluster,delta_rho__safe_minus_disagreement,0.15208481824661443,3000,0.15265377508499328,0.07411105720359232,0.23670726387426952,1.0
Tian_CRISPRi,fold_macro_perturbation_cluster,delta_rho__safe_minus_magnitude,0.06747804939180564,3000,0.06678179452626823,-0.019498167755426555,0.15420388187363074,0.9403333333333334
Tian_CRISPRi,fold_macro_perturbation_cluster,delta_z__safe_minus_disagreement,0.15290147167902926,3000,0.1536013137908514,0.07448186575561865,0.23816975043574873,1.0
Tian_CRISPRi,fold_macro_perturbation_cluster,delta_z__safe_minus_magnitude,0.0681934507053565,3000,0.06742838893151179,-0.019712533002311728,0.1553646513410566,0.9403333333333334
Tian_CRISPRi,pooled_context_task_median_sensitivity,rho__safeconf_calibrated_pair_risk,0.21829254506613183,3000,0.21947955326142804,0.12858525437048599,0.30865297903412026,1.0
Tian_CRISPRi,pooled_context_task_median_sensitivity,rho__risk_model_disagreement,0.08452190817398228,3000,0.08376124158455378,-0.015623399213454401,0.17975919751401154,0.9463333333333334
Tian_CRISPRi,pooled_context_task_median_sensitivity,rho__baseline_predicted_magnitude,0.13989481912193388,3000,0.14036281770556425,0.03764478042558962,0.24334514598368076,0.9966666666666667
Tian_CRISPRi,pooled_context_task_median_sensitivity,delta_rho__safe_minus_disagreement,0.13377063689214955,3000,0.13315534117069794,0.00958246914666549,0.2604608059872649,0.982
Tian_CRISPRi,pooled_context_task_median_sensitivity,delta_rho__safe_minus_magnitude,0.07839772594419794,3000,0.07988150585995758,-0.05149154033246884,0.20716694519039927,0.8833333333333333
Tian_CRISPRi,pooled_context_task_median_sensitivity,delta_z__safe_minus_disagreement,0.13713846725912104,3000,0.1369959089039769,0.009864394941547654,0.26803348940945654,0.982
Tian_CRISPRi,pooled_context_task_median_sensitivity,delta_z__safe_minus_magnitude,0.08104422206118286,3000,0.08293062905608331,-0.05393284720779327,0.21529852559107657,0.8833333333333333
