dataset,estimand,analysis,effect,n_independent_perturbation_clusters,rho_safeconf,rho_comparator,delta_rho_safe_minus_comparator,yi_fisher_z,sei,sei_source
Lara_exvivo,fold_macro_perturbation_cluster,score_association,baseline_predicted_magnitude,31,0.38712458896602125,0.147504567044209,0.23962002192181225,0.1485885350075102,0.11635384652521528,perturbation_cluster_bootstrap_fisher_z
Lara_exvivo,fold_macro_perturbation_cluster,safeconf_minus_comparator,safeconf_minus_disagreement,31,0.38712458896602125,0.17609791742784073,0.21102667153818053,0.23046043738532518,0.05561507428355417,paired_perturbation_cluster_bootstrap_delta_fisher_z
Lara_exvivo,fold_macro_perturbation_cluster,safeconf_minus_comparator,safeconf_minus_magnitude,31,0.38712458896602125,0.147504567044209,0.23962002192181225,0.2598247509242133,0.05820840273511088,paired_perturbation_cluster_bootstrap_delta_fisher_z
Lara_exvivo,pooled_context_task_median_sensitivity,score_association,safeconf_calibrated_pair_risk,31,0.31005446166736483,0.31005446166736483,0.0,0.32060566229972143,0.11208763497591848,perturbation_cluster_bootstrap_fisher_z
Lara_exvivo,pooled_context_task_median_sensitivity,score_association,risk_model_disagreement,31,0.31005446166736483,0.3336985595050111,-0.02364409783764626,0.34698452602792207,0.14182649625938837,perturbation_cluster_bootstrap_fisher_z
Lara_exvivo,pooled_context_task_median_sensitivity,score_association,baseline_predicted_magnitude,31,0.31005446166736483,0.2846250523669879,0.02542940930037696,0.2927076795912692,0.13878926098870997,perturbation_cluster_bootstrap_fisher_z
Lara_exvivo,pooled_context_task_median_sensitivity,safeconf_minus_comparator,safeconf_minus_disagreement,31,0.31005446166736483,0.3336985595050111,-0.02364409783764626,-0.02637886372820064,0.11009343536932409,paired_perturbation_cluster_bootstrap_delta_fisher_z
Lara_exvivo,pooled_context_task_median_sensitivity,safeconf_minus_comparator,safeconf_minus_magnitude,31,0.31005446166736483,0.2846250523669879,0.02542940930037696,0.02789798270845223,0.1094506850909898,paired_perturbation_cluster_bootstrap_delta_fisher_z
Liang,fold_macro_perturbation_cluster,score_association,safeconf_calibrated_pair_risk,18,0.21240226395970885,0.21240226395970885,0.0,0.21568577013139645,0.07598536399058153,perturbation_cluster_bootstrap_fisher_z
Liang,fold_macro_perturbation_cluster,score_association,risk_model_disagreement,18,0.21240226395970885,0.07455052105202883,0.13785174290768,0.07468909524833037,0.08205628689505083,perturbation_cluster_bootstrap_fisher_z
Liang,fold_macro_perturbation_cluster,score_association,baseline_predicted_magnitude,18,0.21240226395970885,0.0741984875282581,0.13820377643145076,0.07433510359229924,0.08583953517995574,perturbation_cluster_bootstrap_fisher_z
Liang,fold_macro_perturbation_cluster,safeconf_minus_comparator,safeconf_minus_disagreement,18,0.21240226395970885,0.07455052105202883,0.13785174290768,0.14099667488306608,0.07494181044994777,paired_perturbation_cluster_bootstrap_delta_fisher_z
Liang,fold_macro_perturbation_cluster,safeconf_minus_comparator,safeconf_minus_magnitude,18,0.21240226395970885,0.0741984875282581,0.13820377643145076,0.14135066653909723,0.0752907134493374,paired_perturbation_cluster_bootstrap_delta_fisher_z
Liang,pooled_context_task_median_sensitivity,score_association,safeconf_calibrated_pair_risk,18,0.34363687427718786,0.34363687427718786,0.0,0.35821056032205084,0.13702680786241797,perturbation_cluster_bootstrap_fisher_z
Liang,pooled_context_task_median_sensitivity,score_association,risk_model_disagreement,18,0.34363687427718786,0.09043258096338917,0.2532042933137987,0.09068031848461634,0.1635894270284495,perturbation_cluster_bootstrap_fisher_z
Liang,pooled_context_task_median_sensitivity,score_association,baseline_predicted_magnitude,18,0.34363687427718786,0.11094457640203172,0.23269229787515616,0.11140316242155911,0.16614062191381165,perturbation_cluster_bootstrap_fisher_z
Liang,pooled_context_task_median_sensitivity,safeconf_minus_comparator,safeconf_minus_disagreement,18,0.34363687427718786,0.09043258096338917,0.2532042933137987,0.2675302418374345,0.12426629843247297,paired_perturbation_cluster_bootstrap_delta_fisher_z
Liang,pooled_context_task_median_sensitivity,safeconf_minus_comparator,safeconf_minus_magnitude,18,0.34363687427718786,0.11094457640203172,0.23269229787515616,0.24680739790049172,0.13373157139665312,paired_perturbation_cluster_bootstrap_delta_fisher_z
Nadig_two_cellline,fold_macro_perturbation_cluster,score_association,safeconf_calibrated_pair_risk,96,0.23096595136423118,0.23096595136423118,0.0,0.23520961071828445,0.06980803655799286,perturbation_cluster_bootstrap_fisher_z
Nadig_two_cellline,fold_macro_perturbation_cluster,score_association,risk_model_disagreement,96,0.23096595136423118,0.2302462918879326,0.0007196594762985675,0.2344495307709454,0.07549586679857935,perturbation_cluster_bootstrap_fisher_z
Nadig_two_cellline,fold_macro_perturbation_cluster,score_association,baseline_predicted_magnitude,96,0.23096595136423118,0.4025790835011902,-0.17161313213695903,0.4267230528043853,0.06778933020224977,perturbation_cluster_bootstrap_fisher_z
Nadig_two_cellline,fold_macro_perturbation_cluster,safeconf_minus_comparator,safeconf_minus_disagreement,96,0.23096595136423118,0.2302462918879326,0.0007196594762985675,0.0007600799473390374,0.04592552517494289,paired_perturbation_cluster_bootstrap_delta_fisher_z
Nadig_two_cellline,fold_macro_perturbation_cluster,safeconf_minus_comparator,safeconf_minus_magnitude,96,0.23096595136423118,0.4025790835011902,-0.17161313213695903,-0.19151344208610088,0.07089598084582095,paired_perturbation_cluster_bootstrap_delta_fisher_z
Nadig_two_cellline,pooled_context_task_median_sensitivity,score_association,safeconf_calibrated_pair_risk,96,0.2788272667907366,0.2788272667907366,0.0,0.28641002802193466,0.08795501435666025,perturbation_cluster_bootstrap_fisher_z
Nadig_two_cellline,pooled_context_task_median_sensitivity,score_association,risk_model_disagreement,96,0.2788272667907366,0.2573311993055368,0.021496067485199832,0.2632482359886998,0.08660715306203683,perturbation_cluster_bootstrap_fisher_z
Nadig_two_cellline,pooled_context_task_median_sensitivity,score_association,baseline_predicted_magnitude,96,0.2788272667907366,0.41632192171011584,-0.13749465491937923,0.4432344996090356,0.07957285675317675,perturbation_cluster_bootstrap_fisher_z
Nadig_two_cellline,pooled_context_task_median_sensitivity,safeconf_minus_comparator,safeconf_minus_disagreement,96,0.2788272667907366,0.2573311993055368,0.021496067485199832,0.023161792033234874,0.07023462839541197,paired_perturbation_cluster_bootstrap_delta_fisher_z
Nadig_two_cellline,pooled_context_task_median_sensitivity,safeconf_minus_comparator,safeconf_minus_magnitude,96,0.2788272667907366,0.41632192171011584,-0.13749465491937923,-0.15682447158710094,0.10283975232531821,paired_perturbation_cluster_bootstrap_delta_fisher_z
Replogle_two_cellline,fold_macro_perturbation_cluster,score_association,safeconf_calibrated_pair_risk,128,0.1726050128805805,0.1726050128805805,0.0,0.17435043205959563,0.059759112169363984,perturbation_cluster_bootstrap_fisher_z
Replogle_two_cellline,fold_macro_perturbation_cluster,score_association,risk_model_disagreement,128,0.1726050128805805,-0.03642304522981139,0.20902805811039188,-0.03643916479733525,0.05917515413859075,perturbation_cluster_bootstrap_fisher_z
Replogle_two_cellline,fold_macro_perturbation_cluster,score_association,baseline_predicted_magnitude,128,0.1726050128805805,0.21431670617821097,-0.04171169329763047,0.21769151933595063,0.05659788970497014,perturbation_cluster_bootstrap_fisher_z
Replogle_two_cellline,fold_macro_perturbation_cluster,safeconf_minus_comparator,safeconf_minus_disagreement,128,0.1726050128805805,-0.03642304522981139,0.20902805811039188,0.21078959685693088,0.0550269912735954,paired_perturbation_cluster_bootstrap_delta_fisher_z
Replogle_two_cellline,fold_macro_perturbation_cluster,safeconf_minus_comparator,safeconf_minus_magnitude,128,0.1726050128805805,0.21431670617821097,-0.04171169329763047,-0.043341087276354995,0.08144635438131978,paired_perturbation_cluster_bootstrap_delta_fisher_z
Replogle_two_cellline,pooled_context_task_median_sensitivity,score_association,safeconf_calibrated_pair_risk,128,-0.26690430312552466,-0.26690430312552466,0.0,-0.27352769936734855,0.045518730061714543,perturbation_cluster_bootstrap_fisher_z
Replogle_two_cellline,pooled_context_task_median_sensitivity,score_association,risk_model_disagreement,128,-0.26690430312552466,0.2582305733577477,-0.5251348764832724,0.2642116285064284,0.04460233644181719,perturbation_cluster_bootstrap_fisher_z
Replogle_two_cellline,pooled_context_task_median_sensitivity,score_association,baseline_predicted_magnitude,128,-0.26690430312552466,0.07979981113380819,-0.34670411425933284,0.07996984995480483,0.0622139789054643,perturbation_cluster_bootstrap_fisher_z
Replogle_two_cellline,pooled_context_task_median_sensitivity,safeconf_minus_comparator,safeconf_minus_disagreement,128,-0.26690430312552466,0.2582305733577477,-0.5251348764832724,-0.537739327873777,0.07188473656062279,paired_perturbation_cluster_bootstrap_delta_fisher_z
Replogle_two_cellline,pooled_context_task_median_sensitivity,safeconf_minus_comparator,safeconf_minus_magnitude,128,-0.26690430312552466,0.07979981113380819,-0.34670411425933284,-0.3534975493221534,0.06919987863639962,paired_perturbation_cluster_bootstrap_delta_fisher_z
Santinha,fold_macro_perturbation_cluster,score_association,safeconf_calibrated_pair_risk,23,0.06459306321087302,0.06459306321087302,0.0,0.06468312186779991,0.07330796956205295,perturbation_cluster_bootstrap_fisher_z
Santinha,fold_macro_perturbation_cluster,score_association,risk_model_disagreement,23,0.06459306321087302,-0.1268054298642534,0.1913984930751264,-0.12749172426060063,0.07164067266389433,perturbation_cluster_bootstrap_fisher_z
Santinha,fold_macro_perturbation_cluster,score_association,baseline_predicted_magnitude,23,0.06459306321087302,-0.08930316742081448,0.1538962306316875,-0.08954170914064727,0.06469932507525565,perturbation_cluster_bootstrap_fisher_z
Santinha,fold_macro_perturbation_cluster,safeconf_minus_comparator,safeconf_minus_disagreement,23,0.06459306321087302,-0.1268054298642534,0.1913984930751264,0.19217484612840052,0.1187592490145296,paired_perturbation_cluster_bootstrap_delta_fisher_z
Santinha,fold_macro_perturbation_cluster,safeconf_minus_comparator,safeconf_minus_magnitude,23,0.06459306321087302,-0.08930316742081448,0.1538962306316875,0.1542248310084472,0.10473617468899908,paired_perturbation_cluster_bootstrap_delta_fisher_z
Santinha,pooled_context_task_median_sensitivity,score_association,safeconf_calibrated_pair_risk,23,0.033213546108892406,0.033213546108892406,0.0,0.03322576725871637,0.10292568153413335,perturbation_cluster_bootstrap_fisher_z
Santinha,pooled_context_task_median_sensitivity,score_association,risk_model_disagreement,23,0.033213546108892406,0.12622109997632763,-0.09300755386743523,0.12689788967210702,0.08256851344174974,perturbation_cluster_bootstrap_fisher_z
Santinha,pooled_context_task_median_sensitivity,score_association,baseline_predicted_magnitude,23,0.033213546108892406,0.16174544306793973,-0.12853189695904732,0.16317851195450986,0.09226598826995593,perturbation_cluster_bootstrap_fisher_z
Santinha,pooled_context_task_median_sensitivity,safeconf_minus_comparator,safeconf_minus_disagreement,23,0.033213546108892406,0.12622109997632763,-0.09300755386743523,-0.09367212241339065,0.09471024536728578,paired_perturbation_cluster_bootstrap_delta_fisher_z
Santinha,pooled_context_task_median_sensitivity,safeconf_minus_comparator,safeconf_minus_magnitude,23,0.033213546108892406,0.16174544306793973,-0.12853189695904732,-0.1299527446957935,0.12164134323185889,paired_perturbation_cluster_bootstrap_delta_fisher_z
Shifrut,fold_macro_perturbation_cluster,score_association,safeconf_calibrated_pair_risk,20,0.17268196919359713,0.17268196919359713,0.0,0.17442975258230892,0.09814392152404955,perturbation_cluster_bootstrap_fisher_z
Shifrut,fold_macro_perturbation_cluster,score_association,risk_model_disagreement,20,0.17268196919359713,0.05134400483237693,0.1213379643612202,0.051389194136396185,0.07423235058285915,perturbation_cluster_bootstrap_fisher_z
Shifrut,fold_macro_perturbation_cluster,score_association,baseline_predicted_magnitude,20,0.17268196919359713,0.2086982784657203,-0.03601630927212318,0.21180995919426807,0.0897382571486688,perturbation_cluster_bootstrap_fisher_z
Shifrut,fold_macro_perturbation_cluster,safeconf_minus_comparator,safeconf_minus_disagreement,20,0.17268196919359713,0.05134400483237693,0.1213379643612202,0.12304055844591273,0.07930971849930073,paired_perturbation_cluster_bootstrap_delta_fisher_z
Shifrut,fold_macro_perturbation_cluster,safeconf_minus_comparator,safeconf_minus_magnitude,20,0.17268196919359713,0.2086982784657203,-0.03601630927212318,-0.03738020661195915,0.09654825536061962,paired_perturbation_cluster_bootstrap_delta_fisher_z
Shifrut,pooled_context_task_median_sensitivity,score_association,safeconf_calibrated_pair_risk,20,0.4707454289732771,0.4707454289732771,0.0,0.5110275495025758,0.15216573993925064,perturbation_cluster_bootstrap_fisher_z
Shifrut,pooled_context_task_median_sensitivity,score_association,risk_model_disagreement,20,0.4707454289732771,0.5330285982184717,-0.062283169245194614,0.5943662580633637,0.14698799058024806,perturbation_cluster_bootstrap_fisher_z
Shifrut,pooled_context_task_median_sensitivity,score_association,baseline_predicted_magnitude,20,0.4707454289732771,0.509915611814346,-0.03917018284106888,0.5626157224840942,0.13981406419731454,perturbation_cluster_bootstrap_fisher_z
Shifrut,pooled_context_task_median_sensitivity,safeconf_minus_comparator,safeconf_minus_disagreement,20,0.4707454289732771,0.5330285982184717,-0.062283169245194614,-0.08333870856078796,0.06110708134297939,paired_perturbation_cluster_bootstrap_delta_fisher_z
Shifrut,pooled_context_task_median_sensitivity,safeconf_minus_comparator,safeconf_minus_magnitude,20,0.4707454289732771,0.509915611814346,-0.03917018284106888,-0.05158817298151841,0.06465142442572284,paired_perturbation_cluster_bootstrap_delta_fisher_z
Tian_CRISPRi,fold_macro_perturbation_cluster,score_association,safeconf_calibrated_pair_risk,99,0.13421641615690086,0.13421641615690086,0.0,0.1350311675516915,0.027049592799482006,perturbation_cluster_bootstrap_fisher_z
Tian_CRISPRi,fold_macro_perturbation_cluster,score_association,risk_model_disagreement,99,0.13421641615690086,-0.017868402089713565,0.15208481824661443,-0.017870304127337745,0.036106279025555285,perturbation_cluster_bootstrap_fisher_z
Tian_CRISPRi,fold_macro_perturbation_cluster,score_association,baseline_predicted_magnitude,99,0.13421641615690086,0.06673836676509522,0.06747804939180564,0.06683771684633501,0.04656417135642586,perturbation_cluster_bootstrap_fisher_z
Tian_CRISPRi,fold_macro_perturbation_cluster,safeconf_minus_comparator,safeconf_minus_disagreement,99,0.13421641615690086,-0.017868402089713565,0.15208481824661443,0.15290147167902926,0.04148517242306811,paired_perturbation_cluster_bootstrap_delta_fisher_z
Tian_CRISPRi,fold_macro_perturbation_cluster,safeconf_minus_comparator,safeconf_minus_magnitude,99,0.13421641615690086,0.06673836676509522,0.06747804939180564,0.0681934507053565,0.044376248066163776,paired_perturbation_cluster_bootstrap_delta_fisher_z
Tian_CRISPRi,pooled_context_task_median_sensitivity,score_association,safeconf_calibrated_pair_risk,99,0.21829254506613183,0.21829254506613183,0.0,0.22186251610525165,0.048633262320807724,perturbation_cluster_bootstrap_fisher_z
Tian_CRISPRi,pooled_context_task_median_sensitivity,score_association,risk_model_disagreement,99,0.21829254506613183,0.08452190817398228,0.13377063689214955,0.08472404884613059,0.05076745985930839,perturbation_cluster_bootstrap_fisher_z
Tian_CRISPRi,pooled_context_task_median_sensitivity,score_association,baseline_predicted_magnitude,99,0.21829254506613183,0.13989481912193388,0.07839772594419794,0.1408182940440688,0.052330414475617926,perturbation_cluster_bootstrap_fisher_z
Tian_CRISPRi,pooled_context_task_median_sensitivity,safeconf_minus_comparator,safeconf_minus_disagreement,99,0.21829254506613183,0.08452190817398228,0.13377063689214955,0.13713846725912104,0.06649003461700789,paired_perturbation_cluster_bootstrap_delta_fisher_z
Tian_CRISPRi,pooled_context_task_median_sensitivity,safeconf_minus_comparator,safeconf_minus_magnitude,99,0.21829254506613183,0.13989481912193388,0.07839772594419794,0.08104422206118286,0.06856688946423198,paired_perturbation_cluster_bootstrap_delta_fisher_z
