target,history_mode,fraction,k_sources,method,utility,capture,remaining_relative_error,n_tasks
K562,matched30,1.0,2,magnitude,0.9018854073706725,0.2936596978381688,0.8847458423985822,243.0
K562,matched30,1.0,3,disagreement,0.40471823132532064,0.24293690653141128,0.9482800603756033,243.0
K562,matched30,1.0,3,history_risk,0.6948045148574926,0.27253255710833724,0.9112092197045055,243.0
K562,matched30,1.0,3,m_plus_d,0.8714901077553026,0.29055865956898885,0.8886301326017305,243.0
K562,matched30,1.0,3,m_plus_history,0.9198729788368957,0.2954948548588998,0.8824471663365326,243.0
K562,matched30,1.0,3,magnitude,0.9018854073706725,0.2936596978381688,0.8847458423985822,243.0
RPE1,fraction,0.25,1,disagreement,0.14494868419233337,0.21561596417536866,0.9828426472983334,416.0
RPE1,fraction,0.25,1,history_risk,0.10381039743474162,0.2117297479916005,0.9877121229984764,416.0
RPE1,fraction,0.25,1,m_plus_d,0.5970325181845761,0.25832302979609256,0.9293301795326071,416.0
RPE1,fraction,0.25,1,m_plus_history,0.6275156441255157,0.2612026834399493,0.9257219388222322,416.0
RPE1,fraction,0.25,1,magnitude,0.6084496005895047,0.25940156888730204,0.9279787570568746,416.0
RPE1,fraction,0.25,2,disagreement,0.14494868419233337,0.21561596417536866,0.9828426472983334,416.0
RPE1,fraction,0.25,2,history_risk,0.24012824632603522,0.22460730494042136,0.9715763889903154,416.0
RPE1,fraction,0.25,2,m_plus_d,0.5970325181845761,0.25832302979609256,0.9293301795326071,416.0
RPE1,fraction,0.25,2,m_plus_history,0.6182847720107664,0.26033066937640753,0.9268145829500436,416.0
RPE1,fraction,0.25,2,magnitude,0.6084496005895047,0.25940156888730204,0.9279787570568746,416.0
RPE1,fraction,0.25,3,disagreement,0.14494868419233337,0.21561596417536866,0.9828426472983334,416.0
RPE1,fraction,0.25,3,history_risk,0.2714668732860824,0.22756777531651776,0.9678668839407489,416.0
RPE1,fraction,0.25,3,m_plus_d,0.5970325181845761,0.25832302979609256,0.9293301795326071,416.0
RPE1,fraction,0.25,3,m_plus_history,0.6240656442525242,0.26087677182823293,0.9261303099983588,416.0
RPE1,fraction,0.25,3,magnitude,0.6084496005895047,0.25940156888730204,0.9279787570568746,416.0
RPE1,fraction,0.5,1,disagreement,0.14494868419233337,0.21561596417536866,0.9828426472983334,416.0
RPE1,fraction,0.5,1,history_risk,0.11895837689901123,0.21316073424759882,0.9859190799789124,416.0
RPE1,fraction,0.5,1,m_plus_d,0.5970325181845761,0.25832302979609256,0.9293301795326071,416.0
RPE1,fraction,0.5,1,m_plus_history,0.6310302450155606,0.2615346977248139,0.9253059209231247,416.0
RPE1,fraction,0.5,1,magnitude,0.6084496005895047,0.25940156888730204,0.9279787570568746,416.0
RPE1,fraction,0.5,2,disagreement,0.14494868419233337,0.21561596417536866,0.9828426472983334,416.0
RPE1,fraction,0.5,2,history_risk,0.2570602241745791,0.2262068204167452,0.9695721768272109,416.0
RPE1,fraction,0.5,2,m_plus_d,0.5970325181845761,0.25832302979609256,0.9293301795326071,416.0
RPE1,fraction,0.5,2,m_plus_history,0.6247545787252257,0.2609418534956622,0.9260487618849534,416.0
RPE1,fraction,0.5,2,magnitude,0.6084496005895047,0.25940156888730204,0.9279787570568746,416.0
RPE1,fraction,0.5,3,disagreement,0.14494868419233337,0.21561596417536866,0.9828426472983334,416.0
RPE1,fraction,0.5,3,history_risk,0.24789987487074305,0.22534146844126537,0.9706564732784145,416.0
RPE1,fraction,0.5,3,m_plus_d,0.5970325181845761,0.25832302979609256,0.9293301795326071,416.0
RPE1,fraction,0.5,3,m_plus_history,0.6278313091479051,0.2612325034109629,0.9256845740392755,416.0
RPE1,fraction,0.5,3,magnitude,0.6084496005895047,0.25940156888730204,0.9279787570568746,416.0
RPE1,fraction,1.0,1,disagreement,0.14494868419233337,0.21561596417536866,0.9828426472983334,416.0
RPE1,fraction,1.0,1,history_risk,0.1209133540951572,0.21334541534682225,0.9856876723365119,416.0
RPE1,fraction,1.0,1,m_plus_d,0.5970325181845761,0.25832302979609256,0.9293301795326071,416.0
RPE1,fraction,1.0,1,m_plus_history,0.6297638290531039,0.26141506303419876,0.9254558246318473,416.0
RPE1,fraction,1.0,1,magnitude,0.6084496005895047,0.25940156888730204,0.9279787570568746,416.0
RPE1,fraction,1.0,2,disagreement,0.14494868419233337,0.21561596417536866,0.9828426472983334,416.0
RPE1,fraction,1.0,2,history_risk,0.2799447912998387,0.228368659961614,0.9668633658312308,416.0
RPE1,fraction,1.0,2,m_plus_d,0.5970325181845761,0.25832302979609256,0.9293301795326071,416.0
RPE1,fraction,1.0,2,m_plus_history,0.6278617803113545,0.2612353819345444,0.9256809672145468,416.0
RPE1,fraction,1.0,2,magnitude,0.6084496005895047,0.25940156888730204,0.9279787570568746,416.0
RPE1,fraction,1.0,3,disagreement,0.14494868419233337,0.21561596417536866,0.9828426472983334,416.0
RPE1,fraction,1.0,3,history_risk,0.3010733635699192,0.2303646156993854,0.9643624092441435,416.0
RPE1,fraction,1.0,3,m_plus_d,0.5970325181845761,0.25832302979609256,0.9293301795326071,416.0
RPE1,fraction,1.0,3,m_plus_history,0.6245692275187454,0.2609243438977893,0.9260707016220472,416.0
RPE1,fraction,1.0,3,magnitude,0.6084496005895047,0.25940156888730204,0.9279787570568746,416.0
RPE1,matched30,1.0,1,disagreement,-0.028053338154529994,0.1991612074235102,1.0031125082272527,243.0
RPE1,matched30,1.0,1,history_risk,0.42714249169535684,0.23948113027099985,0.9526086873409642,243.0
RPE1,matched30,1.0,1,m_plus_d,0.5246461982483911,0.24811772504573468,0.9417906846076624,243.0
RPE1,matched30,1.0,1,m_plus_history,0.567778460548107,0.2519382554067789,0.9370051749286223,243.0
RPE1,matched30,1.0,1,magnitude,0.5764762115347141,0.25270867689513554,0.9360401624457838,243.0
RPE1,matched30,1.0,2,disagreement,-0.028053338154529994,0.1991612074235102,1.0031125082272527,243.0
RPE1,matched30,1.0,2,history_risk,0.44422195744785986,0.24099397967835134,0.9507137264853641,243.0
RPE1,matched30,1.0,2,m_plus_d,0.5246461982483911,0.24811772504573468,0.9417906846076624,243.0
RPE1,matched30,1.0,2,m_plus_history,0.572641633325457,0.25236902110874376,0.9364656075802849,243.0
RPE1,matched30,1.0,2,magnitude,0.5764762115347141,0.25270867689513554,0.9360401624457838,243.0
RPE1,matched30,1.0,3,disagreement,-0.028053338154529994,0.1991612074235102,1.0031125082272527,243.0
RPE1,matched30,1.0,3,history_risk,0.35674952642788726,0.23324592611825887,0.960418762645686,243.0
RPE1,matched30,1.0,3,m_plus_d,0.5246461982483911,0.24811772504573468,0.9417906846076624,243.0
RPE1,matched30,1.0,3,m_plus_history,0.5831359566734448,0.2532985777522372,0.935301266011373,243.0
RPE1,matched30,1.0,3,magnitude,0.5764762115347141,0.25270867689513554,0.9360401624457838,243.0
hepg2,fraction,0.25,1,disagreement,0.19836782797055016,0.22173668001853217,0.9728291499768349,405.0
hepg2,fraction,0.25,1,history_risk,0.20668862960992276,0.22264845389125698,0.9716894326359288,405.0
hepg2,fraction,0.25,1,m_plus_d,0.7711496653549382,0.2845007665492359,0.894374041813455,405.0
hepg2,fraction,0.25,1,m_plus_history,0.7420696112625939,0.2813142426194546,0.8983571967256818,405.0
hepg2,fraction,0.25,1,magnitude,0.7962803407888822,0.2872545268547544,0.890931841431557,405.0
hepg2,fraction,0.25,2,disagreement,0.19836782797055016,0.22173668001853217,0.9728291499768349,405.0
hepg2,fraction,0.25,2,history_risk,0.36772676149787925,0.2402946336142631,0.9496317079821711,405.0
hepg2,fraction,0.25,2,m_plus_d,0.7711496653549382,0.2845007665492359,0.894374041813455,405.0
hepg2,fraction,0.25,2,m_plus_history,0.8023006682486297,0.28791422017769963,0.8901072247778755,405.0
hepg2,fraction,0.25,2,magnitude,0.7962803407888822,0.2872545268547544,0.890931841431557,405.0
hepg2,fraction,0.25,3,disagreement,0.19836782797055016,0.22173668001853217,0.9728291499768349,405.0
hepg2,fraction,0.25,3,history_risk,0.3990243988251015,0.243724155099062,0.9453448061261724,405.0
hepg2,fraction,0.25,3,m_plus_d,0.7711496653549382,0.2845007665492359,0.894374041813455,405.0
hepg2,fraction,0.25,3,m_plus_history,0.8158167312044354,0.2893952785659797,0.8882559017925252,405.0
hepg2,fraction,0.25,3,magnitude,0.7962803407888822,0.2872545268547544,0.890931841431557,405.0
hepg2,fraction,0.5,1,disagreement,0.19836782797055016,0.22173668001853217,0.9728291499768349,405.0
hepg2,fraction,0.5,1,history_risk,0.20183345419050494,0.2221164351883986,0.9723544560145018,405.0
hepg2,fraction,0.5,1,m_plus_d,0.7711496653549382,0.2845007665492359,0.894374041813455,405.0
hepg2,fraction,0.5,1,m_plus_history,0.7488372491373788,0.2820558244599703,0.8974302194250371,405.0
hepg2,fraction,0.5,1,magnitude,0.7962803407888822,0.2872545268547544,0.890931841431557,405.0
hepg2,fraction,0.5,2,disagreement,0.19836782797055016,0.22173668001853217,0.9728291499768349,405.0
hepg2,fraction,0.5,2,history_risk,0.3875719939116567,0.24246922750524288,0.9469134656184464,405.0
hepg2,fraction,0.5,2,m_plus_d,0.7711496653549382,0.2845007665492359,0.894374041813455,405.0
hepg2,fraction,0.5,2,m_plus_history,0.8132250778730876,0.2891112912896214,0.8886108858879732,405.0
hepg2,fraction,0.5,2,magnitude,0.7962803407888822,0.2872545268547544,0.890931841431557,405.0
hepg2,fraction,0.5,3,disagreement,0.19836782797055016,0.22173668001853217,0.9728291499768349,405.0
hepg2,fraction,0.5,3,history_risk,0.427448835487219,0.24683883801288217,0.9414514524838973,405.0
hepg2,fraction,0.5,3,m_plus_d,0.7711496653549382,0.2845007665492359,0.894374041813455,405.0
hepg2,fraction,0.5,3,m_plus_history,0.8209282178839828,0.2899553832538669,0.8875557709326664,405.0
hepg2,fraction,0.5,3,magnitude,0.7962803407888822,0.2872545268547544,0.890931841431557,405.0
hepg2,fraction,1.0,1,disagreement,0.19836782797055016,0.22173668001853217,0.9728291499768349,405.0
hepg2,fraction,1.0,1,history_risk,0.22474450443958402,0.22462697418682268,0.9692162822664717,405.0
hepg2,fraction,1.0,1,m_plus_d,0.7711496653549382,0.2845007665492359,0.894374041813455,405.0
hepg2,fraction,1.0,1,m_plus_history,0.757711230204646,0.2830282144332998,0.8962147319583753,405.0
hepg2,fraction,1.0,1,magnitude,0.7962803407888822,0.2872545268547544,0.890931841431557,405.0
hepg2,fraction,1.0,2,disagreement,0.19836782797055016,0.22173668001853217,0.9728291499768349,405.0
hepg2,fraction,1.0,2,history_risk,0.40006331943303985,0.2438379975756897,0.945202503030388,405.0
hepg2,fraction,1.0,2,m_plus_d,0.7711496653549382,0.2845007665492359,0.894374041813455,405.0
hepg2,fraction,1.0,2,m_plus_history,0.8108101929493986,0.28884667387960666,0.8889416576504915,405.0
hepg2,fraction,1.0,2,magnitude,0.7962803407888822,0.2872545268547544,0.890931841431557,405.0
hepg2,fraction,1.0,3,disagreement,0.19836782797055016,0.22173668001853217,0.9728291499768349,405.0
hepg2,fraction,1.0,3,history_risk,0.4424817452341497,0.24848610890483858,0.939392363868952,405.0
hepg2,fraction,1.0,3,m_plus_d,0.7711496653549382,0.2845007665492359,0.894374041813455,405.0
hepg2,fraction,1.0,3,m_plus_history,0.8212304892117209,0.28998850543500404,0.8875143682062449,405.0
hepg2,fraction,1.0,3,magnitude,0.7962803407888822,0.2872545268547544,0.890931841431557,405.0
hepg2,matched30,1.0,1,disagreement,0.29693653981051854,0.2319678997076612,0.9620195895414345,243.0
hepg2,matched30,1.0,1,history_risk,0.4111605176531019,0.24363193290915797,0.9474094860983228,243.0
hepg2,matched30,1.0,1,m_plus_d,0.7751697231690154,0.2808028977011511,0.9008499786526819,243.0
hepg2,matched30,1.0,1,m_plus_history,0.7835450373389378,0.28165814669874395,0.899778713155697,243.0
hepg2,matched30,1.0,1,magnitude,0.8449301994446573,0.2879265203134951,0.8919270905351583,243.0
hepg2,matched30,1.0,2,disagreement,0.29693653981051854,0.2319678997076612,0.9620195895414345,243.0
hepg2,matched30,1.0,2,history_risk,0.5946602724872929,0.2623700934362078,0.9239384912113479,243.0
hepg2,matched30,1.0,2,m_plus_d,0.7751697231690154,0.2808028977011511,0.9008499786526819,243.0
hepg2,matched30,1.0,2,m_plus_history,0.8346426034516307,0.28687599779193124,0.893242951219385,243.0
hepg2,matched30,1.0,2,magnitude,0.8449301994446573,0.2879265203134951,0.8919270905351583,243.0
hepg2,matched30,1.0,3,disagreement,0.29693653981051854,0.2319678997076612,0.9620195895414345,243.0
hepg2,matched30,1.0,3,history_risk,0.6190523573791396,0.26486090222614794,0.9208185606136395,243.0
hepg2,matched30,1.0,3,m_plus_d,0.7751697231690154,0.2808028977011511,0.9008499786526819,243.0
hepg2,matched30,1.0,3,m_plus_history,0.8519599714878826,0.2886443686677534,0.8910279299677111,243.0
hepg2,matched30,1.0,3,magnitude,0.8449301994446573,0.2879265203134951,0.8919270905351583,243.0
jurkat,fraction,0.25,1,disagreement,0.3246387017603692,0.2327785008815834,0.9613102712168257,421.0
jurkat,fraction,0.25,1,history_risk,0.24239901922204918,0.22495620932600438,0.971111416290929,421.0
jurkat,fraction,0.25,1,m_plus_d,0.7187254761202976,0.27026237183165225,0.9143438733895071,421.0
jurkat,fraction,0.25,1,m_plus_history,0.7054249500062655,0.2689972819152597,0.9159290009335584,421.0
jurkat,fraction,0.25,1,magnitude,0.7367456992605274,0.2719763794122845,0.9121962627006793,421.0
jurkat,fraction,0.25,2,disagreement,0.3246387017603692,0.2327785008815834,0.9613102712168257,421.0
jurkat,fraction,0.25,2,history_risk,0.24240075633607408,0.22495637455295991,0.9711112092654878,421.0
jurkat,fraction,0.25,2,m_plus_d,0.7187254761202976,0.27026237183165225,0.9143438733895071,421.0
jurkat,fraction,0.25,2,m_plus_history,0.7176287428791864,0.2701580551939187,0.9144745796528576,421.0
jurkat,fraction,0.25,2,magnitude,0.7367456992605274,0.2719763794122845,0.9121962627006793,421.0
jurkat,fraction,0.25,3,disagreement,0.3246387017603692,0.2327785008815834,0.9613102712168257,421.0
jurkat,fraction,0.25,3,history_risk,0.24628183636895842,0.22532552650771864,0.9706486706555073,421.0
jurkat,fraction,0.25,3,m_plus_d,0.7187254761202976,0.27026237183165225,0.9143438733895071,421.0
jurkat,fraction,0.25,3,m_plus_history,0.724611427598179,0.27082221869779893,0.9136423985959127,421.0
jurkat,fraction,0.25,3,magnitude,0.7367456992605274,0.2719763794122845,0.9121962627006793,421.0
jurkat,fraction,0.5,1,disagreement,0.3246387017603692,0.2327785008815834,0.9613102712168257,421.0
jurkat,fraction,0.5,1,history_risk,0.2381473539519522,0.22455180886733372,0.971618120437061,421.0
jurkat,fraction,0.5,1,m_plus_d,0.7187254761202976,0.27026237183165225,0.9143438733895071,421.0
jurkat,fraction,0.5,1,m_plus_history,0.6997846296455962,0.2684607984444308,0.9166012019490912,421.0
jurkat,fraction,0.5,1,magnitude,0.7367456992605274,0.2719763794122845,0.9121962627006793,421.0
jurkat,fraction,0.5,2,disagreement,0.3246387017603692,0.2327785008815834,0.9613102712168257,421.0
jurkat,fraction,0.5,2,history_risk,0.273589517843079,0.22792291793244746,0.9673942010429751,421.0
jurkat,fraction,0.5,2,m_plus_d,0.7187254761202976,0.27026237183165225,0.9143438733895071,421.0
jurkat,fraction,0.5,2,m_plus_history,0.7227211746284555,0.2706424258120946,0.9138676748009171,421.0
jurkat,fraction,0.5,2,magnitude,0.7367456992605274,0.2719763794122845,0.9121962627006793,421.0
jurkat,fraction,0.5,3,disagreement,0.3246387017603692,0.2327785008815834,0.9613102712168257,421.0
jurkat,fraction,0.5,3,history_risk,0.2820071267689971,0.22872356537157992,0.9663910088647764,421.0
jurkat,fraction,0.5,3,m_plus_d,0.7187254761202976,0.27026237183165225,0.9143438733895071,421.0
jurkat,fraction,0.5,3,m_plus_history,0.7293568371228814,0.2712735820263909,0.9130768510919328,421.0
jurkat,fraction,0.5,3,magnitude,0.7367456992605274,0.2719763794122845,0.9121962627006793,421.0
jurkat,fraction,1.0,1,disagreement,0.3246387017603692,0.2327785008815834,0.9613102712168257,421.0
jurkat,fraction,1.0,1,history_risk,0.2619779249539331,0.22681847221718995,0.9687780452278663,421.0
jurkat,fraction,1.0,1,m_plus_d,0.7187254761202976,0.27026237183165225,0.9143438733895071,421.0
jurkat,fraction,1.0,1,m_plus_history,0.7227401809259133,0.2706442336109031,0.913865409672053,421.0
jurkat,fraction,1.0,1,magnitude,0.7367456992605274,0.2719763794122845,0.9121962627006793,421.0
jurkat,fraction,1.0,2,disagreement,0.3246387017603692,0.2327785008815834,0.9613102712168257,421.0
jurkat,fraction,1.0,2,history_risk,0.3020972201291085,0.23063445027277552,0.9639967155808379,421.0
jurkat,fraction,1.0,2,m_plus_d,0.7187254761202976,0.27026237183165225,0.9143438733895071,421.0
jurkat,fraction,1.0,2,m_plus_history,0.7164695257455129,0.27004779535200374,0.9146127326095429,421.0
jurkat,fraction,1.0,2,magnitude,0.7367456992605274,0.2719763794122845,0.9121962627006793,421.0
jurkat,fraction,1.0,3,disagreement,0.3246387017603692,0.2327785008815834,0.9613102712168257,421.0
jurkat,fraction,1.0,3,history_risk,0.29304506720150447,0.2297734476859475,0.9650755313220718,421.0
jurkat,fraction,1.0,3,m_plus_d,0.7187254761202976,0.27026237183165225,0.9143438733895071,421.0
jurkat,fraction,1.0,3,m_plus_history,0.7389684461062777,0.2721877977123685,0.9119313606044429,421.0
jurkat,fraction,1.0,3,magnitude,0.7367456992605274,0.2719763794122845,0.9121962627006793,421.0
jurkat,matched30,1.0,1,disagreement,0.40547367614638846,0.2425514692499754,0.9487628503724536,243.0
jurkat,matched30,1.0,1,history_risk,0.5055352898960854,0.25264597956237184,0.9361186957028024,243.0
jurkat,matched30,1.0,1,m_plus_d,0.6413642566702321,0.2663488057955528,0.9189548463488695,243.0
jurkat,matched30,1.0,1,m_plus_history,0.7070674796707556,0.2729771404513936,0.9106523446923266,243.0
jurkat,matched30,1.0,1,magnitude,0.6721783272593352,0.269457419995067,0.91506106670721,243.0
jurkat,matched30,1.0,2,disagreement,0.40547367614638846,0.2425514692499754,0.9487628503724536,243.0
jurkat,matched30,1.0,2,history_risk,0.552375415615428,0.25737134940590267,0.9301998046101323,243.0
jurkat,matched30,1.0,2,m_plus_d,0.6413642566702321,0.2663488057955528,0.9189548463488695,243.0
jurkat,matched30,1.0,2,m_plus_history,0.6895622344157104,0.27121115975084126,0.9128643720646679,243.0
jurkat,matched30,1.0,2,magnitude,0.6721783272593352,0.269457419995067,0.91506106670721,243.0
jurkat,matched30,1.0,3,disagreement,0.40547367614638846,0.2425514692499754,0.9487628503724536,243.0
jurkat,matched30,1.0,3,history_risk,0.5712421257780844,0.25927467869633697,0.9278157375092274,243.0
jurkat,matched30,1.0,3,m_plus_d,0.6413642566702321,0.2663488057955528,0.9189548463488695,243.0
jurkat,matched30,1.0,3,m_plus_history,0.6817057613726324,0.27041857561012567,0.913857144983193,243.0
jurkat,matched30,1.0,3,magnitude,0.6721783272593352,0.269457419995067,0.91506106670721,243.0
