target,history_mode,fraction,seed,k_sources,scope,method,budget,spearman,n_tasks,coverage,utility,capture,remaining_relative_error
K562,fraction,0.25,23,2,all,history_risk,0.1,0.486130048154024,580,0.9706896551724138,0.4609575214570911,0.13776252214460058,0.9580416420615551
K562,fraction,0.25,23,2,all,history_risk,0.2,0.486130048154024,580,0.9706896551724138,0.514710468072741,0.2612580034789991,0.9234274956512512
K562,fraction,0.25,23,2,all,history_risk,0.3,0.486130048154024,580,0.9706896551724138,0.5363175995583833,0.3757039163104417,0.8918515481279404
K562,fraction,0.25,23,2,all,m_plus_d,0.1,0.9083987667838475,580,0.9706896551724138,0.9134062892328929,0.17482799090715204,0.9168577878809423
K562,fraction,0.25,23,2,all,m_plus_d,0.2,0.9083987667838475,580,0.9706896551724138,0.9192296462476254,0.3094016468689308,0.8632479414138364
K562,fraction,0.25,23,2,all,m_plus_d,0.3,0.9083987667838475,580,0.9706896551724138,0.9334980490641323,0.43176792676671916,0.8117601046189726
K562,fraction,0.25,23,2,all,m_plus_history,0.1,0.9096770080760986,580,0.9706896551724138,0.9376211863472981,0.17681172161106046,0.9146536426543773
K562,fraction,0.25,23,2,all,m_plus_history,0.2,0.9096770080760986,580,0.9706896551724138,0.9366461590839041,0.3114744642489846,0.8606569196887693
K562,fraction,0.25,23,2,all,m_plus_history,0.3,0.9096770080760986,580,0.9706896551724138,0.9376186173032364,0.43234956561911086,0.8109291919726989
K562,fraction,0.25,23,3,primary,magnitude,0.1,0.8992579621117099,566,1.0,0.9485480829802301,0.17442893552854094,0.9180220481156106
K562,fraction,0.25,23,3,primary,magnitude,0.2,0.8992579621117099,566,1.0,0.9337696931035814,0.309072757502704,0.8651876532156406
K562,fraction,0.25,23,3,primary,magnitude,0.3,0.8992579621117099,566,1.0,0.9284130420476459,0.4280297491015706,0.8175130353750278
K562,fraction,0.25,23,3,primary,disagreement,0.1,0.5338684397879495,566,1.0,0.4711404345877028,0.13732427720882315,0.9592818449897959
K562,fraction,0.25,23,3,primary,disagreement,0.2,0.5338684397879495,566,1.0,0.46874366260095063,0.25545740543170825,0.9323254613399407
K562,fraction,0.25,23,3,primary,disagreement,0.3,0.5338684397879495,566,1.0,0.5270583998901305,0.3728350131521123,0.8964024812017787
K562,fraction,0.25,23,3,primary,history_risk,0.1,0.45483793845531234,566,1.0,0.3908687396613897,0.13108547097475007,0.9662192994661913
K562,fraction,0.25,23,3,primary,history_risk,0.2,0.45483793845531234,566,1.0,0.42871711282249936,0.2508425292359836,0.9381042664876843
K562,fraction,0.25,23,3,primary,history_risk,0.3,0.45483793845531234,566,1.0,0.44713474412146753,0.3618438232843358,0.9121121111643079
K562,fraction,0.25,23,3,primary,m_plus_d,0.1,0.9082345831777897,566,1.0,0.8945595607747561,0.17023288698100375,0.9226879881507895
K562,fraction,0.25,23,3,primary,m_plus_d,0.2,0.9082345831777897,566,1.0,0.9176881784190825,0.30721863318473336,0.8675094106580552
K562,fraction,0.25,23,3,primary,m_plus_d,0.3,0.9082345831777897,566,1.0,0.9288693703822125,0.4280925038807287,0.8174233404128978
K562,fraction,0.25,23,3,primary,m_plus_history,0.1,0.9119089970976645,566,1.0,0.949299818768059,0.17448736127778902,0.9179570796007297
K562,fraction,0.25,23,3,primary,m_plus_history,0.2,0.9119089970976645,566,1.0,0.9371889994516354,0.309466987721368,0.8646939932515614
K562,fraction,0.25,23,3,primary,m_plus_history,0.3,0.9119089970976645,566,1.0,0.9377246003329526,0.429310284934102,0.8156827745638846
K562,fraction,0.25,23,3,all,magnitude,0.1,0.900131032822169,580,1.0,0.9609857583039885,0.17872579205105382,0.9125268977210513
K562,fraction,0.25,23,3,all,magnitude,0.2,0.900131032822169,580,1.0,0.9330814158108366,0.311050208148966,0.8611872398137925
K562,fraction,0.25,23,3,all,magnitude,0.3,0.900131032822169,580,1.0,0.9314668231235753,0.4314812090480798,0.8121697013598861
K562,fraction,0.25,23,3,all,disagreement,0.1,0.5355092797746026,580,1.0,0.4508587715970891,0.13693521323332467,0.9589608741851948
K562,fraction,0.25,23,3,all,disagreement,0.2,0.5355092797746026,580,1.0,0.4826523495050408,0.25744262287074454,0.9281967214115693
K562,fraction,0.25,23,3,all,disagreement,0.3,0.5355092797746026,580,1.0,0.515330005529611,0.37274141225832785,0.8960836967738174
K562,fraction,0.25,23,3,all,history_risk,0.1,0.4600095268641888,580,1.0,0.38760419915206756,0.13175327762860384,0.9647185804126625
K562,fraction,0.25,23,3,all,history_risk,0.2,0.4600095268641888,580,1.0,0.4945304578560676,0.25885628986962184,0.9264296376629727
K562,fraction,0.25,23,3,all,history_risk,0.3,0.4600095268641888,580,1.0,0.461476622717295,0.3651397374506863,0.9069432322133053
K562,fraction,0.25,23,3,all,m_plus_d,0.1,0.9083987667838475,580,1.0,0.9134062892328929,0.17482799090715204,0.9168577878809423
K562,fraction,0.25,23,3,all,m_plus_d,0.2,0.9083987667838475,580,1.0,0.9192296462476254,0.3094016468689308,0.8632479414138364
K562,fraction,0.25,23,3,all,m_plus_d,0.3,0.9083987667838475,580,1.0,0.9334980490641323,0.43176792676671916,0.8117601046189726
K562,fraction,0.25,23,3,all,m_plus_history,0.1,0.9128804468971133,580,1.0,0.947895320858284,0.1776533983685224,0.9137184462571974
K562,fraction,0.25,23,3,all,m_plus_history,0.2,0.9128804468971133,580,1.0,0.9319823248749858,0.31091940040257565,0.8613507494967806
K562,fraction,0.25,23,3,all,m_plus_history,0.3,0.9128804468971133,580,1.0,0.9323346841736508,0.43160371198357567,0.8119946971663206
K562,fraction,0.25,47,1,primary,magnitude,0.1,0.8992579621117099,566,0.8074204946996466,0.9485480829802301,0.17442893552854094,0.9180220481156106
K562,fraction,0.25,47,1,primary,magnitude,0.2,0.8992579621117099,566,0.8074204946996466,0.9337696931035814,0.309072757502704,0.8651876532156406
K562,fraction,0.25,47,1,primary,magnitude,0.3,0.8992579621117099,566,0.8074204946996466,0.9284130420476459,0.4280297491015706,0.8175130353750278
K562,fraction,0.25,47,1,primary,disagreement,0.1,0.5338684397879495,566,0.8074204946996466,0.4711404345877028,0.13732427720882315,0.9592818449897959
K562,fraction,0.25,47,1,primary,disagreement,0.2,0.5338684397879495,566,0.8074204946996466,0.46874366260095063,0.25545740543170825,0.9323254613399407
K562,fraction,0.25,47,1,primary,disagreement,0.3,0.5338684397879495,566,0.8074204946996466,0.5270583998901305,0.3728350131521123,0.8964024812017787
K562,fraction,0.25,47,1,primary,history_risk,0.1,0.23375488974163106,566,0.8074204946996466,0.09387553374892817,0.10800282563849666,0.991886838288037
