dataset_name,dataset_family,predictor_name,score_name,variant_kind,n,aligned_rho,normalized_rmse_rho,magnitude_only_rho,partial_rho_control_magnitude,risk_coverage80_improve_pct,mean_rmse
Frangieh,gene_main,ContextSimBaseline,loo_no_disagreement_confidence,leave_one_out,633,0.4516154117926793,0.25992479378997996,0.7926979925303024,0.3662631606865356,3.1000483194240798,0.058357485009213034
Frangieh,gene_main,ContextSimBaseline,loo_no_support_confidence,leave_one_out,633,0.5430334524042946,-0.18934366538842287,0.7926979925303024,0.08536591247871879,3.444115828523835,0.058357485009213034
Frangieh,gene_main,ContextSimBaseline,protocol_full_confidence,full,633,0.6222815378115581,0.35340924510316185,0.7926979925303024,0.5433298204375797,4.955103573984585,0.058357485009213034
Frangieh,gene_main,ContextSimBaseline,single_context_similarity_confidence,single_feature,633,0.20208420004723013,-0.39800612993326673,0.7926979925303024,-0.2710929880649725,0.8998996630982665,0.058357485009213034
Frangieh,gene_main,ContextSimBaseline,single_negative_disagreement_confidence,single_feature,633,0.625613083776108,0.29271737918836466,0.7926979925303024,0.550025267643323,11.36284190814817,0.058357485009213034
Frangieh,gene_main,ContextSimBaseline,single_support_count_confidence,single_feature,633,0.42290543536160025,0.7117076043892817,0.7926979925303024,0.6891686529478357,1.0203934978219336,0.058357485009213034
Frangieh,gene_main,V0StrongBaseline,loo_no_context_confidence,leave_one_out,633,0.5596253117623469,0.6402163160879873,0.8434842781316608,0.7086641798221053,7.921480403997122,0.05387136494363354
Frangieh,gene_main,V0StrongBaseline,loo_no_disagreement_confidence,leave_one_out,633,0.437881679249064,0.25742725708789116,0.8434842781316608,0.35900303513548726,3.1414200644958297,0.05387136494363354
Frangieh,gene_main,V0StrongBaseline,loo_no_support_confidence,leave_one_out,633,0.5715118810811279,-0.17193678058573375,0.8434842781316608,0.08788773712771222,3.6295235971596562,0.05387136494363354
Frangieh,gene_main,V0StrongBaseline,protocol_full_confidence,full,633,0.599638479634933,0.36139347431422686,0.8434842781316608,0.5290007541552297,4.922225293349072,0.05387136494363354
Frangieh,gene_main,V0StrongBaseline,single_context_similarity_confidence,single_feature,633,0.24868505768570162,-0.39653896145134515,0.8434842781316608,-0.2575309049862709,1.1130257665708752,0.05387136494363354
Frangieh,gene_main,V0StrongBaseline,single_negative_disagreement_confidence,single_feature,633,0.5998967084671236,0.32133999662760143,0.8434842781316608,0.5304422341523475,11.336227485908177,0.05387136494363354
Frangieh,gene_main,V0StrongBaseline,single_support_count_confidence,single_feature,633,0.36177572628562576,0.707383384158621,0.8434842781316608,0.6680003893373507,0.7833961155269565,0.05387136494363354
LaraAstiasoHuntly2023_exvivo,gene_main,ContextSimBaseline,loo_no_context_confidence,leave_one_out,331,0.08010046227204892,0.12235285553088489,0.6663765746865518,0.14319883375772957,-4.761616595440602,1.0263562357650997
LaraAstiasoHuntly2023_exvivo,gene_main,ContextSimBaseline,loo_no_disagreement_confidence,leave_one_out,331,0.5454403182660872,0.21339772874136229,0.6663765746865518,0.3365333559475133,63.89987438018906,1.0263562357650997
LaraAstiasoHuntly2023_exvivo,gene_main,ContextSimBaseline,loo_no_support_confidence,leave_one_out,331,0.5581192112586574,0.2459866381207334,0.6663765746865518,0.38804933979731376,65.22619327684711,1.0263562357650997
LaraAstiasoHuntly2023_exvivo,gene_main,ContextSimBaseline,protocol_full_confidence,full,331,0.5719284719211921,0.2718315172251765,0.6663765746865518,0.4063216028625249,65.17399936022598,1.0263562357650997
LaraAstiasoHuntly2023_exvivo,gene_main,ContextSimBaseline,single_context_similarity_confidence,single_feature,331,0.536924966521158,0.11667844296074316,0.6663765746865518,0.2632666089066605,64.31920094158457,1.0263562357650997
LaraAstiasoHuntly2023_exvivo,gene_main,ContextSimBaseline,single_negative_disagreement_confidence,single_feature,331,-0.001378874465177381,0.06739013179882399,0.6663765746865518,0.10060142043090826,-13.670322379943498,1.0263562357650997
LaraAstiasoHuntly2023_exvivo,gene_main,ContextSimBaseline,single_support_count_confidence,single_feature,331,0.12612666766739944,0.12071964090041774,0.6663765746865518,0.12526507453835786,7.478518146067896,1.0263562357650997
LaraAstiasoHuntly2023_exvivo,gene_main,V0StrongBaseline,loo_no_context_confidence,leave_one_out,331,0.3719929980840693,0.38343729215130234,0.3815974692508016,0.41925106902642506,9.506960809396068,1.4437281231321404
LaraAstiasoHuntly2023_exvivo,gene_main,V0StrongBaseline,loo_no_disagreement_confidence,leave_one_out,331,0.3532021825306749,-0.23220848050486295,0.3815974692508016,0.20617323373221494,39.01019545134019,1.4437281231321404
LaraAstiasoHuntly2023_exvivo,gene_main,V0StrongBaseline,loo_no_support_confidence,leave_one_out,331,0.8074555844912196,0.29734681654384637,0.3815974692508016,0.7701753925238829,47.341951744303735,1.4437281231321404
LaraAstiasoHuntly2023_exvivo,gene_main,V0StrongBaseline,protocol_full_confidence,full,331,0.6514766564196915,0.09379688487539835,0.3815974692508016,0.5808149133505216,49.68327244729825,1.4437281231321404
LaraAstiasoHuntly2023_exvivo,gene_main,V0StrongBaseline,single_context_similarity_confidence,single_feature,331,0.325723639657117,-0.23969485797533274,0.3815974692508016,0.1454905809727724,38.53446794049371,1.4437281231321404
LaraAstiasoHuntly2023_exvivo,gene_main,V0StrongBaseline,single_negative_disagreement_confidence,single_feature,331,0.6028017590824711,0.7729880246059768,0.3815974692508016,0.7037532783764598,6.75655707419664,1.4437281231321404
LaraAstiasoHuntly2023_exvivo,gene_main,V0StrongBaseline,single_support_count_confidence,single_feature,331,0.08539626007563103,-0.03115657855224728,0.3815974692508016,0.0721293892771559,8.41124564820635,1.4437281231321404
LaraAstiasoHuntly2023_invivo,gene_main,ContextSimBaseline,loo_no_context_confidence,leave_one_out,390,0.4415000393468487,0.007297170314678647,0.6973960479582462,0.26211725415203957,16.07823361937613,4.016164262978589
LaraAstiasoHuntly2023_invivo,gene_main,ContextSimBaseline,loo_no_disagreement_confidence,leave_one_out,390,0.2543780380430756,0.45946685558743117,0.6973960479582462,0.41631063170194266,3.667654304336659,4.016164262978589
LaraAstiasoHuntly2023_invivo,gene_main,ContextSimBaseline,loo_no_support_confidence,leave_one_out,390,0.3389260475516266,0.20895611006394113,0.6973960479582462,0.3403627009254125,15.506847660831337,4.016164262978589
LaraAstiasoHuntly2023_invivo,gene_main,ContextSimBaseline,protocol_full_confidence,full,390,0.45280603704025363,0.24817793269262378,0.6973960479582462,0.4226703577855634,12.138843023731711,4.016164262978589
LaraAstiasoHuntly2023_invivo,gene_main,ContextSimBaseline,single_context_similarity_confidence,single_feature,390,-0.09739449951694436,0.45856915029295725,0.6973960479582462,0.2640224337459447,7.195046531443402,4.016164262978589
LaraAstiasoHuntly2023_invivo,gene_main,ContextSimBaseline,single_negative_disagreement_confidence,single_feature,390,0.33073371045616823,-0.08340448301131803,0.6973960479582462,0.13618391294349638,18.12467357674329,4.016164262978589
LaraAstiasoHuntly2023_invivo,gene_main,ContextSimBaseline,single_support_count_confidence,single_feature,390,0.26837240771904564,0.12340643461066216,0.6973960479582462,0.2102167660397035,16.915557160842816,4.016164262978589
LaraAstiasoHuntly2023_invivo,gene_main,V0StrongBaseline,loo_no_context_confidence,leave_one_out,390,0.6501723826637206,0.12514025530942144,0.6368731499271477,0.5695386981811665,22.974237764196943,5.762396618164626
LaraAstiasoHuntly2023_invivo,gene_main,V0StrongBaseline,loo_no_disagreement_confidence,leave_one_out,390,0.04753251205290968,0.12824415351452195,0.6368731499271477,0.1132889501989877,-3.3378990181521666,5.762396618164626
LaraAstiasoHuntly2023_invivo,gene_main,V0StrongBaseline,loo_no_support_confidence,leave_one_out,390,0.39059994831301675,0.21028176486266284,0.6368731499271477,0.3951564791799903,13.121538614142825,5.762396618164626
LaraAstiasoHuntly2023_invivo,gene_main,V0StrongBaseline,protocol_full_confidence,full,390,0.46307521366397497,0.14660886355900785,0.6368731499271477,0.4248126640289337,13.30494935347891,5.762396618164626
LaraAstiasoHuntly2023_invivo,gene_main,V0StrongBaseline,single_context_similarity_confidence,single_feature,390,-0.3119298311843744,0.21462594539044322,0.6368731499271477,-0.0899040035985778,-5.428723734361513,5.762396618164626
LaraAstiasoHuntly2023_invivo,gene_main,V0StrongBaseline,single_negative_disagreement_confidence,single_feature,390,0.6832065350148966,0.2549229322804429,0.6368731499271477,0.6419027165197121,24.42288343479226,5.762396618164626
LaraAstiasoHuntly2023_invivo,gene_main,V0StrongBaseline,single_support_count_confidence,single_feature,390,0.2766544512622961,0.02885610088950824,0.6368731499271477,0.2200281064859166,10.981714944059565,5.762396618164626
McFarlandTsherniak2020,chem_robust,ContextSimBaseline,loo_no_context_confidence,leave_one_out,1163,-0.07562629961058807,-0.09468290916748316,0.7496047148513109,-0.04446118360170847,4.002442716130766,1.5542197188569578
McFarlandTsherniak2020,chem_robust,ContextSimBaseline,loo_no_disagreement_confidence,leave_one_out,1163,-0.15288245073278253,-0.058546932353373035,0.7496047148513109,-0.08430866168934113,-1.5665583755162364,1.5542197188569578
McFarlandTsherniak2020,chem_robust,ContextSimBaseline,loo_no_support_confidence,leave_one_out,1163,0.16814622284716044,-0.04097488173866908,0.7496047148513109,0.10832968962365218,5.584171908839075,1.5542197188569578
McFarlandTsherniak2020,chem_robust,ContextSimBaseline,protocol_full_confidence,full,1163,-0.07562629961058807,-0.09468290916748316,0.7496047148513109,-0.04446118360170847,4.002442716130766,1.5542197188569578
McFarlandTsherniak2020,chem_robust,ContextSimBaseline,single_context_similarity_confidence,single_feature,1163,-0.059892564509003814,0.21928695462073447,0.7496047148513109,0.12489999794202675,1.2079632368667377,1.5542197188569578
McFarlandTsherniak2020,chem_robust,ContextSimBaseline,single_negative_disagreement_confidence,single_feature,1163,0.16814622284716044,-0.04097488173866908,0.7496047148513109,0.10832968962365218,5.584171908839075,1.5542197188569578
McFarlandTsherniak2020,chem_robust,ContextSimBaseline,single_support_count_confidence,single_feature,1163,-0.15288245073278253,-0.058546932353373035,0.7496047148513109,-0.08430866168934113,-1.5665583755162364,1.5542197188569578
McFarlandTsherniak2020,chem_robust,V0StrongBaseline,loo_no_context_confidence,leave_one_out,1163,-0.0962013201340777,-0.1383094088293626,0.8412904400702736,-0.08208591801619479,3.9536028386944886,1.5277314407204745
McFarlandTsherniak2020,chem_robust,V0StrongBaseline,loo_no_disagreement_confidence,leave_one_out,1163,-0.16327005599623753,-0.1035875434451511,0.8412904400702736,-0.10034527303962923,-1.5443453915423653,1.5277314407204745
McFarlandTsherniak2020,chem_robust,V0StrongBaseline,loo_no_support_confidence,leave_one_out,1163,0.13937562179418456,-0.045571430905767166,0.8412904400702736,0.05682050902871485,5.605062183589607,1.5277314407204745
McFarlandTsherniak2020,chem_robust,V0StrongBaseline,protocol_full_confidence,full,1163,-0.0962013201340777,-0.1383094088293626,0.8412904400702736,-0.08208591801619479,3.9536028386944886,1.5277314407204745
McFarlandTsherniak2020,chem_robust,V0StrongBaseline,single_context_similarity_confidence,single_feature,1163,-0.09421334566667683,0.18672354058283602,0.8412904400702736,0.12078542346202216,1.2359755751777195,1.5277314407204745
McFarlandTsherniak2020,chem_robust,V0StrongBaseline,single_negative_disagreement_confidence,single_feature,1163,0.13937562179418456,-0.045571430905767166,0.8412904400702736,0.05682050902871485,5.605062183589607,1.5277314407204745
McFarlandTsherniak2020,chem_robust,V0StrongBaseline,single_support_count_confidence,single_feature,1163,-0.16327005599623753,-0.1035875434451511,0.8412904400702736,-0.10034527303962923,-1.5443453915423653,1.5277314407204745
SantinhaPlatt2023,chem_robust,ContextSimBaseline,loo_no_context_confidence,leave_one_out,283,0.26802443107634605,0.20718499403306537,0.7832064940579496,0.31097915858822894,3.5662191519201,0.4024099312255744
SantinhaPlatt2023,chem_robust,ContextSimBaseline,loo_no_disagreement_confidence,leave_one_out,283,0.12381468523874792,0.08074617097787956,0.7832064940579496,0.10899169406538571,1.0412666171840548,0.4024099312255744
SantinhaPlatt2023,chem_robust,ContextSimBaseline,loo_no_support_confidence,leave_one_out,283,0.25148008568666336,0.23610741964757492,0.7832064940579496,0.33127974072950384,5.080688561814891,0.4024099312255744
SantinhaPlatt2023,chem_robust,ContextSimBaseline,protocol_full_confidence,full,283,0.26802443107634605,0.20718499403306537,0.7832064940579496,0.31097915858822894,3.5662191519201,0.4024099312255744
SantinhaPlatt2023,chem_robust,ContextSimBaseline,single_context_similarity_confidence,single_feature,283,0.14380546384256374,-0.09777657586829276,0.7832064940579496,0.011734109336860537,-7.541931714821003,0.4024099312255744
SantinhaPlatt2023,chem_robust,ContextSimBaseline,single_negative_disagreement_confidence,single_feature,283,0.25148008568666336,0.23610741964757492,0.7832064940579496,0.33127974072950384,5.080688561814891,0.4024099312255744
SantinhaPlatt2023,chem_robust,ContextSimBaseline,single_support_count_confidence,single_feature,283,0.12381468523874792,0.08074617097787956,0.7832064940579496,0.10899169406538571,1.0412666171840548,0.4024099312255744
SantinhaPlatt2023,chem_robust,V0StrongBaseline,loo_no_context_confidence,leave_one_out,283,0.15325121165304736,0.09697407057184093,0.8785620269999819,0.14404434783052714,0.4235404023569829,0.3540013733711617
SantinhaPlatt2023,chem_robust,V0StrongBaseline,loo_no_disagreement_confidence,leave_one_out,283,0.1127757655983751,0.10160195408022925,0.8785620269999819,0.10434173490022866,0.5106066270652839,0.3540013733711617
SantinhaPlatt2023,chem_robust,V0StrongBaseline,loo_no_support_confidence,leave_one_out,283,0.11067207696975022,0.06702874188216283,0.8785620269999819,0.12422725924609221,2.0262578015614854,0.3540013733711617
SantinhaPlatt2023,chem_robust,V0StrongBaseline,protocol_full_confidence,full,283,0.15325121165304736,0.09697407057184093,0.8785620269999819,0.14404434783052714,0.4235404023569829,0.3540013733711617
SantinhaPlatt2023,chem_robust,V0StrongBaseline,single_context_similarity_confidence,single_feature,283,0.16285338830343227,-0.07018368789778534,0.8785620269999819,0.020408428446107407,-8.559135862829558,0.3540013733711617
SantinhaPlatt2023,chem_robust,V0StrongBaseline,single_negative_disagreement_confidence,single_feature,283,0.11067207696975022,0.06702874188216283,0.8785620269999819,0.12422725924609221,2.0262578015614854,0.3540013733711617
SantinhaPlatt2023,chem_robust,V0StrongBaseline,single_support_count_confidence,single_feature,283,0.1127757655983751,0.10160195408022925,0.8785620269999819,0.10434173490022866,0.5106066270652839,0.3540013733711617
SrivatsanTrapnell2020_sciplex3,chem_robust,ContextSimBaseline,loo_no_context_confidence,leave_one_out,564,0.46687004842653956,0.40376650492141886,0.7076452502126582,0.6539194568791431,15.702354246430476,0.060411270899376826
SrivatsanTrapnell2020_sciplex3,chem_robust,ContextSimBaseline,loo_no_disagreement_confidence,leave_one_out,564,0.1914819279591324,0.1550858816653669,0.7076452502126582,0.2920428663199724,0.9660976206390469,0.060411270899376826
SrivatsanTrapnell2020_sciplex3,chem_robust,ContextSimBaseline,loo_no_support_confidence,leave_one_out,564,0.5210035486711829,0.49589373975993395,0.7076452502126582,0.7253609755985527,17.06046183951311,0.060411270899376826
SrivatsanTrapnell2020_sciplex3,chem_robust,ContextSimBaseline,protocol_full_confidence,full,564,0.46687004842653956,0.40376650492141886,0.7076452502126582,0.6539194568791431,15.702354246430476,0.060411270899376826
SrivatsanTrapnell2020_sciplex3,chem_robust,ContextSimBaseline,single_context_similarity_confidence,single_feature,564,0.11279292918670994,-0.2886064910377046,0.7076452502126582,-0.14975059734332685,2.2769999409316606,0.060411270899376826
SrivatsanTrapnell2020_sciplex3,chem_robust,ContextSimBaseline,single_negative_disagreement_confidence,single_feature,564,0.5210035486711829,0.49589373975993395,0.7076452502126582,0.7253609755985527,17.06046183951311,0.060411270899376826
SrivatsanTrapnell2020_sciplex3,chem_robust,ContextSimBaseline,single_support_count_confidence,single_feature,564,0.1914819279591324,0.1550858816653669,0.7076452502126582,0.2920428663199724,0.9660976206390469,0.060411270899376826
SrivatsanTrapnell2020_sciplex3,chem_robust,V0StrongBaseline,loo_no_context_confidence,leave_one_out,564,0.3953793410439074,0.380022226733416,0.7818579555886724,0.6256061294890393,14.34663146473856,0.055874737700885226
SrivatsanTrapnell2020_sciplex3,chem_robust,V0StrongBaseline,loo_no_disagreement_confidence,leave_one_out,564,0.16700718257471986,0.14011342513021977,0.7818579555886724,0.29420275795049095,1.0042637133443888,0.055874737700885226
SrivatsanTrapnell2020_sciplex3,chem_robust,V0StrongBaseline,loo_no_support_confidence,leave_one_out,564,0.42616279828085624,0.4806850489265718,0.7818579555886724,0.6684910438917646,15.576940528016252,0.055874737700885226
SrivatsanTrapnell2020_sciplex3,chem_robust,V0StrongBaseline,protocol_full_confidence,full,564,0.3953793410439074,0.380022226733416,0.7818579555886724,0.6256061294890393,14.34663146473856,0.055874737700885226
SrivatsanTrapnell2020_sciplex3,chem_robust,V0StrongBaseline,single_context_similarity_confidence,single_feature,564,0.1403644472540697,-0.3391986798932696,0.7818579555886724,-0.1610250376732644,2.373036554561598,0.055874737700885226
SrivatsanTrapnell2020_sciplex3,chem_robust,V0StrongBaseline,single_negative_disagreement_confidence,single_feature,564,0.42616279828085624,0.4806850489265718,0.7818579555886724,0.6684910438917646,15.576940528016252,0.055874737700885226
SrivatsanTrapnell2020_sciplex3,chem_robust,V0StrongBaseline,single_support_count_confidence,single_feature,564,0.16700718257471986,0.14011342513021977,0.7818579555886724,0.29420275795049095,1.0042637133443888,0.055874737700885226
