input_batch,pair_group,directional_pair,source_dataset,target_dataset,n_tasks,risk_column,error_column,spearman_risk_vs_error,bootstrap_rho_ci95_low,bootstrap_rho_ci95_high,permutation_p_two_sided,top20_k,top20_error_enrichment,bootstrap_top20_enrichment_ci95_low,bootstrap_top20_enrichment_ci95_high,reporting_label
E55,hard_chemical_cross_dataset,crossPatient_patient -> KaggleCrossCell_celltype,crossPatient_patient,KaggleCrossCell_celltype,24,risk_cross_dataset,error_combined_rmse,0.09786392066870875,-0.2976967397431823,0.48355256194067325,0.6261869065467266,5,0.7426032081450177,0.5611359960324653,1.137234813001278,探索性：样本量较小，需独立复现
E55,hard_chemical_cross_dataset,crossPatient_patient -> KaggleCrossPatient_celltype,crossPatient_patient,KaggleCrossPatient_celltype,38,risk_cross_dataset,error_combined_rmse,0.10679751042407784,-0.2412327744527184,0.4565750704603029,0.519240379810095,8,0.831435641608129,0.6727951289631574,1.0640934269098938,不稳定或无明显排序信号
E55,hard_chemical_cross_dataset,crossPatient_patient -> McFarland_cellline,crossPatient_patient,McFarland_cellline,42,risk_cross_dataset,error_combined_rmse,0.251501681895674,-0.07456697105998993,0.5332031610443846,0.11644177911044477,9,1.280508107010522,0.9441031632676125,1.4272470335779974,不稳定或无明显排序信号
E55,hard_chemical_cross_dataset,crossPatient_patient -> sciplex3_cellline,crossPatient_patient,sciplex3_cellline,27,risk_cross_dataset,error_combined_rmse,-0.4484329579310428,-0.7638367069948272,-0.028682434481342195,0.02448775612193903,6,0.8585508972919174,0.7512254925083921,1.1171907072917737,探索性：样本量较小，需独立复现
E55,hard_chemical_cross_dataset,sciplex3_cellline -> KaggleCrossCell_celltype,sciplex3_cellline,KaggleCrossCell_celltype,24,risk_cross_dataset,error_combined_rmse,0.22499555592992848,-0.18671352114523956,0.5893376701830029,0.29035482258870565,5,1.2988146331706523,0.7777237697905328,1.751711888365603,探索性：样本量较小，需独立复现
E55,hard_chemical_cross_dataset,sciplex3_cellline -> KaggleCrossPatient_celltype,sciplex3_cellline,KaggleCrossPatient_celltype,38,risk_cross_dataset,error_combined_rmse,0.09944752534796822,-0.197670860856909,0.3792118476911836,0.5592203898050975,8,0.8602534663038198,0.6124476356566577,1.3011220005173023,不稳定或无明显排序信号
E55,hard_chemical_cross_dataset,sciplex3_cellline -> McFarland_cellline,sciplex3_cellline,McFarland_cellline,42,risk_cross_dataset,error_combined_rmse,0.0003332251499114595,-0.31073963085476053,0.3166429437653142,0.999000499750125,9,1.0250697890737523,0.7906932366865527,1.2289955728237565,不稳定或无明显排序信号
E55,hard_chemical_cross_dataset,sciplex3_cellline -> crossPatient_patient,sciplex3_cellline,crossPatient_patient,10,risk_cross_dataset,error_combined_rmse,-0.7853351924990065,-0.9805806756909201,-0.23081084734223073,0.008995502248875561,2,0.6758175795593896,0.5835023872720503,1.0853456112148712,探索性：样本量较小，需独立复现
E55,same_system_cross_file,KaggleCrossCell_celltype -> KaggleCrossPatient_celltype,KaggleCrossCell_celltype,KaggleCrossPatient_celltype,38,risk_cross_dataset,error_combined_rmse,-0.16292811029653134,-0.4702018993935785,0.17013623641210998,0.3258370814592704,8,0.9099872141554579,0.707083970349812,1.1138713424771391,不稳定或无明显排序信号
E55,same_system_cross_file,KaggleCrossCell_celltype -> KaggleCrossPatient_donor,KaggleCrossCell_celltype,KaggleCrossPatient_donor,30,risk_cross_dataset,error_combined_rmse,0.8607341490545051,0.715358306287465,0.9325606829082993,0.0004997501249375312,6,1.6100006199911965,1.335291066623308,1.9003662248158002,稳定正信号：可作为主汇报证据
E55,same_system_cross_file,KaggleCrossPatient_celltype -> KaggleCrossCell_celltype,KaggleCrossPatient_celltype,KaggleCrossCell_celltype,24,risk_cross_dataset,error_combined_rmse,0.577391304347826,0.20156772575250836,0.8110096905282901,0.0034982508745627187,5,1.2790477775304296,1.0857405887424105,1.3672516165760988,探索性：样本量较小，需独立复现
E55,same_system_cross_file,KaggleCrossPatient_donor -> KaggleCrossCell_celltype,KaggleCrossPatient_donor,KaggleCrossCell_celltype,24,risk_cross_dataset,error_combined_rmse,0.5878260869565216,0.1892314732378027,0.8319528386781676,0.0034982508745627187,5,1.356130333404261,0.9063005753810244,1.59673394090536,探索性：样本量较小，需独立复现
E55,same_system_cross_file,kangCrossCell_celltype -> kangCrossPatient_celltype,kangCrossCell_celltype,kangCrossPatient_celltype,8,risk_cross_dataset,error_combined_rmse,0.9523809523809524,0.6202531645569621,1.0,0.0009995002498750624,2,1.3080012705326187,1.0636934858171054,1.419100847333838,样本不足：保留记录，不作方向性结论
E55,same_system_cross_file,kangCrossPatient_celltype -> kangCrossCell_celltype,kangCrossPatient_celltype,kangCrossCell_celltype,8,risk_cross_dataset,error_combined_rmse,0.8333333333333335,0.23456790123456786,1.0,0.015992003998001,2,1.3390105998873423,1.044086895876517,1.4792097874096581,样本不足：保留记录，不作方向性结论
E57,dixit_timecourse,Dixit_13d_target -> Dixit_7d_target,Dixit_13d_target,Dixit_7d_target,10,risk_cross_dataset,error_combined_rmse,0.5878787878787878,-0.24532378290239928,0.9875038580246913,0.08245877061469266,2,1.2655787254401203,0.9598529965042,1.3895089356660937,探索性：样本量较小，需独立复现
E57,dixit_timecourse,Dixit_7d_target -> Dixit_13d_target,Dixit_7d_target,Dixit_13d_target,10,risk_cross_dataset,error_combined_rmse,-0.12727272727272726,-0.8239808991381319,0.6397577639751554,0.7231384307846077,2,0.953841422831428,0.4855263901070231,1.237141870529346,探索性：样本量较小，需独立复现
E57,hard_genetic_cross_study,Adamson_global -> Replogle_exp7_global,Adamson_global,Replogle_exp7_global,104,risk_cross_dataset,error_combined_rmse,0.11987830968463391,-0.1527412175798671,0.3620426991622492,0.25987006496751625,21,1.0245035033906817,0.9220680583366988,1.2932600599467776,不稳定或无明显排序信号
E57,hard_genetic_cross_study,Adamson_global -> TianInhibition_batch,Adamson_global,TianInhibition_batch,705,risk_cross_dataset,error_combined_rmse,-0.05675287654025341,-0.13078065328731742,0.01650088699451167,0.12143928035982009,141,0.9947115843640317,0.9632604285736593,1.0249376939975294,不稳定或无明显排序信号
E57,hard_genetic_cross_study,Replogle_exp7_global -> Adamson_global,Replogle_exp7_global,Adamson_global,76,risk_cross_dataset,error_combined_rmse,0.0801619296629538,-0.1499875132558275,0.2754867157381016,0.512743628185907,16,1.169477740842287,0.8683571980527065,1.2758840642793368,不稳定或无明显排序信号
E57,hard_genetic_cross_study,TianInhibition_batch -> Adamson_global,TianInhibition_batch,Adamson_global,76,risk_cross_dataset,error_combined_rmse,0.2967112736021604,0.05832444874850109,0.47602462188241246,0.0069965017491254375,16,1.2118587135201406,0.965726839955555,1.4451537359840791,稳定正信号：可作为主汇报证据
E57,lara_bone_marrow_cross_condition,Lara_exvivo_celltype -> Lara_invivo_celltype,Lara_exvivo_celltype,Lara_invivo_celltype,249,risk_cross_dataset,error_combined_rmse,-0.059028371550719,-0.19350340495024382,0.07525268540751821,0.3498250874562719,50,1.2819230439637517,0.9849813139141047,1.5818024818369907,不稳定或无明显排序信号
E57,lara_bone_marrow_cross_condition,Lara_exvivo_celltype -> Lara_leukemia_celltype,Lara_exvivo_celltype,Lara_leukemia_celltype,147,risk_cross_dataset,error_combined_rmse,0.15913724530525863,-0.004801731671880141,0.32215188462866057,0.051974012993503245,30,1.1515410505511658,0.9241826635504778,1.4202619288401228,不稳定或无明显排序信号
E57,lara_bone_marrow_cross_condition,Lara_invivo_celltype -> Lara_exvivo_celltype,Lara_invivo_celltype,Lara_exvivo_celltype,288,risk_cross_dataset,error_combined_rmse,0.38355831315512967,0.28009136685947533,0.4803057020620765,0.0004997501249375312,58,1.5257798813833408,1.347342747544627,1.7228001900204666,稳定正信号：可作为主汇报证据
E57,lara_bone_marrow_cross_condition,Lara_invivo_celltype -> Lara_leukemia_celltype,Lara_invivo_celltype,Lara_leukemia_celltype,147,risk_cross_dataset,error_combined_rmse,0.20475731668895716,0.01849668609233681,0.3824016050000219,0.013993003498250875,30,1.399040606166146,1.0815283071461441,1.6790762873586154,稳定正信号：可作为主汇报证据
E57,lara_bone_marrow_cross_condition,Lara_leukemia_celltype -> Lara_exvivo_celltype,Lara_leukemia_celltype,Lara_exvivo_celltype,288,risk_cross_dataset,error_combined_rmse,0.5472076204943958,0.45966897342141383,0.6218730271269783,0.0004997501249375312,58,1.888038364647547,1.6479349135966892,2.111252763637429,稳定正信号：可作为主汇报证据
E57,lara_bone_marrow_cross_condition,Lara_leukemia_celltype -> Lara_invivo_celltype,Lara_leukemia_celltype,Lara_invivo_celltype,249,risk_cross_dataset,error_combined_rmse,0.5378725223474543,0.43446532478279354,0.6255494218891944,0.0004997501249375312,50,1.8616774491866284,1.6125426600505968,2.039456899659688,稳定正信号：可作为主汇报证据
E57,replogle_small_cross_experiment,Replogle_exp6_global -> Replogle_exp7_global,Replogle_exp6_global,Replogle_exp7_global,104,risk_cross_dataset,error_combined_rmse,0.09162285705924897,-0.20921791713060345,0.34424259224049397,0.3373313343328336,21,1.041953986915373,0.9274893248192524,1.3220764200429749,不稳定或无明显排序信号
E57,replogle_small_cross_experiment,Replogle_exp6_global -> Replogle_exp8_global,Replogle_exp6_global,Replogle_exp8_global,61,risk_cross_dataset,error_combined_rmse,0.14577444754821098,-0.2714267573713447,0.4292417800236393,0.2863568215892054,13,1.057965118184956,0.9603180300316578,1.2263175117209262,不稳定或无明显排序信号
E57,replogle_small_cross_experiment,Replogle_exp7_global -> Replogle_exp6_global,Replogle_exp7_global,Replogle_exp6_global,69,risk_cross_dataset,error_combined_rmse,0.07098397816214003,-0.2072859762722358,0.3144493746587661,0.5772113943028486,14,1.1396350773482478,0.8748620760499234,1.218207841064696,不稳定或无明显排序信号
E57,replogle_small_cross_experiment,Replogle_exp7_global -> Replogle_exp8_global,Replogle_exp7_global,Replogle_exp8_global,61,risk_cross_dataset,error_combined_rmse,0.1282811317860035,-0.14200794951129772,0.3791348169360088,0.30834582708645675,13,1.1105191880362983,0.9178538186645984,1.4592471755593883,不稳定或无明显排序信号
E57,replogle_small_cross_experiment,Replogle_exp8_global -> Replogle_exp6_global,Replogle_exp8_global,Replogle_exp6_global,69,risk_cross_dataset,error_combined_rmse,-0.12340443359155216,-0.33112234512603395,0.14320397178835423,0.335832083958021,14,1.0047509929235872,0.8568636926518615,1.1616151905699785,不稳定或无明显排序信号
E57,replogle_small_cross_experiment,Replogle_exp8_global -> Replogle_exp7_global,Replogle_exp8_global,Replogle_exp7_global,104,risk_cross_dataset,error_combined_rmse,-0.2003416197561968,-0.38931957856624805,0.0138669360569528,0.04297851074462768,21,0.9247916161621378,0.8501699694480902,1.1837011596214346,不稳定或无明显排序信号
E57,sciplex_series_cross_dataset,SciPlex2_cellline -> SciPlex4_cellline,SciPlex2_cellline,SciPlex4_cellline,14,risk_cross_dataset,error_combined_rmse,-0.655612168542959,-0.8769596889048696,-0.1597082874324641,0.015992003998001,3,0.971238451042824,0.9609362991952087,1.0020858670286756,探索性：样本量较小，需独立复现
E57,sciplex_series_cross_dataset,SciPlex2_cellline -> sciplex3_small_cellline,SciPlex2_cellline,sciplex3_small_cellline,27,risk_cross_dataset,error_combined_rmse,-0.3494282789073061,-0.6613582429223265,0.02128812644719393,0.08095952023988005,6,0.9880625791777962,0.9794587008316196,1.0055804702858397,探索性：样本量较小，需独立复现
E57,sciplex_series_cross_dataset,SciPlex4_cellline -> SciPlex2_cellline,SciPlex4_cellline,SciPlex2_cellline,4,risk_cross_dataset,error_combined_rmse,,,,,0,,,,样本不足：保留记录，不作方向性结论
E57,sciplex_series_cross_dataset,SciPlex4_cellline -> sciplex3_small_cellline,SciPlex4_cellline,sciplex3_small_cellline,27,risk_cross_dataset,error_combined_rmse,-0.30283784171966527,-0.6611403537937575,0.13970656367468923,0.1184407796101949,6,0.7570849391022161,0.5628497671990261,1.2821559121861494,探索性：样本量较小，需独立复现
E57,sciplex_series_cross_dataset,sciplex3_small_cellline -> SciPlex2_cellline,sciplex3_small_cellline,SciPlex2_cellline,4,risk_cross_dataset,error_combined_rmse,,,,,0,,,,样本不足：保留记录，不作方向性结论
E57,sciplex_series_cross_dataset,sciplex3_small_cellline -> SciPlex4_cellline,sciplex3_small_cellline,SciPlex4_cellline,14,risk_cross_dataset,error_combined_rmse,-0.12403473458920847,-0.674340815540574,0.4415937773858253,0.7131434282858571,3,0.9681225693421981,0.934429533366751,1.1622338782038997,探索性：样本量较小，需独立复现
E57,tian_crispra_crispri,TianActivation_batch -> TianInhibition_batch,TianActivation_batch,TianInhibition_batch,705,risk_cross_dataset,error_combined_rmse,0.025109656633986455,-0.052580496587338474,0.10165748367219044,0.5097451274362819,141,1.011610661263511,0.9846632290318913,1.03418726722976,不稳定或无明显排序信号
E57,tian_crispra_crispri,TianInhibition_batch -> TianActivation_batch,TianInhibition_batch,TianActivation_batch,184,risk_cross_dataset,error_combined_rmse,0.10769267923125256,-0.039103959362450896,0.24482045559434945,0.1489255372313843,37,1.0239118441720625,0.9628817977597781,1.2116070855188414,不稳定或无明显排序信号
