setting,gene,diversity_lower_bound,diameter_half_lower_bound,predicted_magnitude,source_effect_magnitude,family_member_mean_systema_pearson_error_inspired_transport_all,family_centroid_systema_pearson_error_inspired_transport_all,family_member_mean_systema_pearson_error_inspired_transport_abs_effect_top20_proxy,family_centroid_systema_pearson_error_inspired_transport_abs_effect_top20_proxy,family_member_mean_systema_pearson_error_inspired_transport_source_top20,family_centroid_systema_pearson_error_inspired_transport_source_top20,family_member_mean_systema_pearson_error_source_train_reference_all,family_centroid_systema_pearson_error_source_train_reference_all,family_centroid_systema_context_stratified_centroid_error,family_member_mean_effect_mse,family_centroid_effect_mse,n_batch_tasks
E190_K562,NEDD8,0.07960969235000001,0.08272945167761496,0.0776973301369857,0.1508099065627899,0.7208020444297432,0.5406414479250229,0.6164224177273361,0.27645720775054367,0.7307333563331356,0.14942200847620118,0.11025164654152424,0.09832784997610429,0.26176789305465775,0.05512565047971363,0.04878794356648626,20
E190_K562,PSMA1,0.06534826977777779,0.0715458050527702,0.06497340364010092,0.1472706795603605,0.9364412848665761,0.9575280514008669,1.036020536781117,1.0632982307843695,0.9535544291783569,1.0387814612126964,0.11382643664360098,0.10804315500019981,0.2775737651963142,0.053855750543756235,0.049585351375823226,18
E190_K562,PSMD12,0.04457058333333333,0.04976988473947237,0.041225880176267715,0.0830706086805141,0.9787317241064759,0.9922110543929413,1.215317971383296,1.2415904101919442,1.038698778534545,1.1524667906959951,0.13849309817405317,0.13463757306035198,0.43672307539954597,0.06702364640452406,0.06503710111140913,30
E190_K562,PSMD4,0.10618777892105263,0.1167023638505228,0.10580456084393906,0.1827299833846176,0.6556884324021559,0.5235180218855288,0.558492947193148,0.3143321226758948,0.5245333832107937,0.3559511214601446,0.11841526632460293,0.09383005901472687,0.10404829948173601,0.05066761574614148,0.03939177002177158,38
E190_K562,QARS,0.08965686334782609,0.09232081049094028,0.08833810444469108,0.1832182694669784,0.70902881171009,0.4057974702605121,0.7196621672605292,0.45584369688338755,0.8882679633693895,0.39029299845646476,0.12973917666246496,0.11394498421394532,0.4908858635680886,0.06457955474400205,0.056541198732303684,46
E190_K562,SAMM50,0.05688402,0.0588150346464009,0.0504786241755537,0.107926359321583,1.0667730078000826,1.1405092282039921,1.1262380755419394,1.3039016048829786,1.0271681410535605,1.0763499344402745,0.16381858996276474,0.1591567779773173,0.5294117647058824,0.08538397818661304,0.08214818648112424,1
E190_K562,SEC61A1,0.075224357875,0.0786545105933464,0.07275438919050768,0.1467651685041042,0.747717668890009,0.579685133103635,0.7905848018268065,0.42440028986405115,0.8076298601549214,0.4418152077805299,0.10710909065884275,0.0956805544462456,0.24023984593837536,0.050892859356321235,0.04523415189393246,16
E190_K562,SEC61B,0.046941569,0.047165531954724796,0.0419975500117165,0.0889587850096694,0.8652847550357694,0.8092241019437617,0.9629661079070055,0.7078508522832674,0.6798881293341221,0.3571435084406634,0.08219424696019711,0.0777278486070051,0.17830882352941174,0.03949723286936155,0.03729370903566675,2
E190_K562,SEC61G,0.04345090075,0.04474511262259395,0.0390610480143067,0.0819943023085083,0.7934239633888671,0.7052912486103735,0.6995301174512384,0.37306113344281244,0.5861617303762187,0.2606289791907245,0.14876588707095809,0.14505472968050098,0.5294117647058824,0.07296535195739937,0.07107737112437594,4
E190_K562,SEC63,0.0409765785,0.0415094785038895,0.03392133204788415,0.0746513664943013,0.9157419878743905,0.9061974952775868,1.129498226346783,1.1336826416728514,0.627664101472664,0.5835756048225182,0.08523795824027838,0.08249960652435667,0.19215686274509808,0.04172625739837582,0.04004717722305062,2
E190_K562,SLC39A7,0.046251942125,0.046873685781730824,0.03916114526966937,0.090283544424246,0.7903798934036981,0.7368792933834343,0.8860417074376286,0.7027574118009781,0.7344652596976209,0.35038699015715574,0.08180722511103147,0.07773797111854525,0.10853174603174603,0.03802918783843387,0.03588993916450914,8
E190_K562,SPCS2,0.0468914235,0.04811969128345026,0.03886220347244613,0.0856041808059484,0.8650394463553818,0.84377583595943,0.9005559716737231,0.7723041047728451,0.6044608776886656,0.37426356684326123,0.07382396880598742,0.0697132361394533,0.11494963369963368,0.03223382364024298,0.03003501300218664,6
E190_K562,SPCS3,0.044531969,0.04474559180231959,0.03634102428495504,0.0851255318665554,0.8534402922635026,0.7897134289822298,0.8812555261944827,0.6555156771809132,0.6466491906036467,0.32388903273583775,0.07797105678193639,0.07441353049998851,0.09365991151705437,0.0354973616143625,0.03351425613020893,14
E190_K562,SRP68,0.03838737193333333,0.03850517018459354,0.03318098766192681,0.0744709623661041,0.8640400831701514,0.8289211757704362,0.8495227853339281,0.7601688082937287,0.6858694161843203,0.6330492572785119,0.12152210648510309,0.11870811764280659,0.38045306001188356,0.05678656624890822,0.05531296362795634,15
E190_K562,SRP72,0.05072064804166667,0.05560397008516297,0.04380729432628681,0.0963999332045769,0.8117904346002386,0.8001471963361667,0.6851080536604502,0.6350219585119657,0.5613836691775237,0.46861135772774026,0.09259178688924051,0.08790048837671594,0.14839476291682174,0.04109330619623531,0.03852071315517403,24
E190_K562,SRPRB,0.048818638733333336,0.04799077796091341,0.044244413914599774,0.0956233904138033,0.7812612431203341,0.7513344072029832,0.7824637851962412,0.7466714571144611,0.6810210417554438,0.6969448694970315,0.09606186598674568,0.09130990928699874,0.19837842440783618,0.0448722596669859,0.042488988549989774,15
E190_K562,TARS,0.053712251714285716,0.05368943984798004,0.048776348058683285,0.1006891724997077,0.9229824571415902,0.8838686185780864,0.8589169753514124,0.7262653783987767,0.787141891360219,0.6261752801756977,0.11881784390106301,0.11394408276257963,0.35717517776341307,0.05661772465901371,0.05373271177996656,7
E190_K562,TIMM44,0.07069663,0.0775694766575422,0.0680070690424764,0.1428245477529656,0.8323582671805045,0.6062555375103282,0.7496793885058874,0.3025593461137197,0.9582776326162931,0.36646235616404943,0.10697121779661573,0.09656698540366138,0.25,0.046723556414529376,0.04172554264810802,1
E190_K562,TMED2,0.041627024,0.04268630938032652,0.03483213822408703,0.0792885602664516,0.8659046252908786,0.843201726157574,0.9215929767663121,0.8923465408607371,0.7418827101891049,0.6673109807623052,0.104071631963941,0.100939248345692,0.26885369532428355,0.05135214682542774,0.04961933164793034,6
E190_K562,TTI1,0.06474839945454545,0.06891925989227325,0.06344325686039781,0.1311511107933231,0.6939157923704369,0.5917070796519156,0.4945272618422466,0.37079482973401084,0.48167726658966165,0.363013948927661,0.11485687127785217,0.1059368821502546,0.2409982174688057,0.050386441456880184,0.04619408257222905,11
E190_K562,UFL1,0.041368744857142856,0.04061199338744723,0.03393424614184997,0.0757965935081453,0.8224552146901326,0.7769815364853486,0.8510975061528401,0.8269568159017814,0.7274313485281682,0.6688846135853631,0.07948659942586914,0.07646056509722675,0.11488959220051656,0.03465317992288559,0.03294179276370151,7
E190_K562,UFM1,0.039117044,0.039621867579487664,0.0311497598685955,0.0713356140363058,0.9077085744907936,0.8976066424996022,0.970463657995707,0.973475578764492,0.5700275568652133,0.49379679980120145,0.10005655464317566,0.09749829426773814,0.31376262626262624,0.04572171048663328,0.04419155649666745,6
E192_RPE1,COPZ1,0.052333352666666666,0.05726463490781782,0.051150334834213634,0.1007268029927856,0.9035982439420263,0.8756385584997962,0.8591753431182937,0.8076565861390553,0.8585202035325902,0.8681202457450375,0.12088419422267212,0.11823058862245088,0.5694444444444445,0.10408961230253876,0.10135080924400146,6
E192_RPE1,DERL2,0.03288768933333334,0.03475064843389408,0.031540616223035854,0.0637135437563204,0.9790969935774819,0.9780413267197307,1.131655519063009,1.195999341784868,1.0180161443578541,1.0793819641168263,0.15625260320229437,0.15531270363423885,0.7777777777777778,0.12450834289117818,0.12342674046585961,6
E192_RPE1,DNAJC19,0.05028441533333333,0.05175622363753979,0.048063011606795235,0.1065294977103855,0.9076381401146513,0.8669396822981758,0.9528539964590875,0.8791064198124549,0.8015493949230191,0.6557757336917476,0.09227678717667104,0.08956317432710255,0.5333333333333333,0.07665648223216492,0.07412795944990754,6
E192_RPE1,EIF2B2,0.055490382888888884,0.05773694310840159,0.05362517792798422,0.1100810221798674,0.8656440740614382,0.7808028883811273,0.7853774633767333,0.6784650039939223,0.8977104745892296,0.825652767306482,0.2151155393858958,0.2119769180917389,1.0,0.18477090403926189,0.18169171948991383,9
E192_RPE1,GBF1,0.034194183,0.0353790928099583,0.0329122496249964,0.0576555219095127,0.8734062701359563,0.8301050163992791,0.6713425958611156,0.578082437017268,0.741608586132657,0.529464634165367,0.3025871132001586,0.30157418919433454,1.0,0.3493817831755577,0.34821254100266275,1
E192_RPE1,GMPPB,0.03890566,0.0409892776085447,0.03715045639431565,0.0752799487747798,0.8388754013708541,0.8239734595484322,0.855049898702744,0.8507301367692603,0.6493274739202024,0.5949795710118678,0.07502716921120617,0.07360763512783458,0.75,0.05898526386577985,0.05747160923557828,2
E192_RPE1,GNPNAT1,0.04895987453333333,0.05148662694984232,0.047326350416125235,0.0991229246850181,0.8473423813959724,0.8359431983547606,0.7815894346451381,0.6734283747173083,0.680713295657359,0.46038393736743044,0.09134811034004597,0.08917769363337066,0.3761904761904762,0.07483652869867292,0.07243945573876108,15
E192_RPE1,HSD17B12,0.04501746433333333,0.04658551040376524,0.04406029281091978,0.0924506568229109,0.8693762852185696,0.8404999897582434,0.7755714558449825,0.7249205587009264,0.7090015713169411,0.6124341142001349,0.08326046021765843,0.08114210057713334,0.2561904761904762,0.06712396287151537,0.06509738572087133,39
E192_RPE1,HSPA5,0.08938108,0.0920191308446125,0.0881440382917691,0.1822139620035957,0.7580999244166948,0.5785477896748025,0.6515163972593215,0.4462618975288126,0.6492524045008669,0.32359783507465,0.2964708804811224,0.28855574455242694,1.0,0.2594982608426073,0.2515092845409207,1
E192_RPE1,HSPA9,0.08392182200000001,0.09439392507202579,0.0813562744043819,0.1699492173336548,0.7916157124613843,0.63328620504367,0.6087762342554525,0.3964699782007941,0.7813302465485674,0.34014254351132167,0.20961206635345747,0.20213929517160945,1.0,0.19349107434788146,0.1864481976048838,2
E192_RPE1,IARS2,0.06487298,0.0684637209005764,0.0633011415065926,0.1376520343980221,0.8242218094614184,0.7540097673750523,0.5686746195947369,0.3956431677764056,0.9581144395594366,0.8872546880481594,0.15844701762683247,0.15364518289489248,0.8,0.12416581616796107,0.11995731270944873,1
E192_RPE1,MANF,0.0400987718,0.042792957316133126,0.03824378384567042,0.0788910100407505,0.8442302661500788,0.8222388061114071,0.8049957084164264,0.7370576785195524,0.5897046163423085,0.430487086907562,0.09813137810083578,0.09661856695052122,0.5466666666666666,0.08198019841393407,0.08037228341268457,15
E192_RPE1,MRPL39,0.04578178725,0.0501693398977655,0.04240486090218553,0.0871339984052157,0.8510433739443941,0.8178671396005537,0.8534028393175319,0.8253725390568871,0.7430053006526209,0.6220384397264128,0.07856435800783959,0.07664373271942794,0.23277777777777778,0.06438621895931625,0.06229024517065145,32
E192_RPE1,SEC61A1,0.06936553333333334,0.07267798056395301,0.06872141191385817,0.1382244574086382,0.859012163065549,0.7868405552074909,0.7835167958207411,0.6049031249810737,0.837066636068165,0.6707455918080764,0.1085388447689104,0.10321406814020284,0.8333333333333334,0.08941136620584965,0.08459978430651836,3
E192_RPE1,SPCS3,0.04454048585714286,0.0457428164452372,0.04206213387478521,0.0861463667883212,0.8586824634119609,0.7946335642302577,0.7855595799414459,0.6153171914585521,0.6537438804879538,0.35235986457652435,0.09229394291867946,0.09037605862935542,0.4833333333333334,0.07380390836423993,0.07182005289262758,7
E192_RPE1,SRP68,0.037469663,0.0381913374994758,0.0367289989080467,0.0746812357239832,0.9455946065536661,0.9424803189808391,0.7927293259025084,0.7673244801531018,0.7079313820438259,0.522592534413564,0.30991614455724625,0.3086882096681862,1.0,0.3185565193192032,0.3171525436700509,1
E192_RPE1,SRP72,0.05296535255555555,0.054057697203381966,0.051826359868707116,0.0981319981939092,1.0456834840867717,1.1020521999531654,0.7511786109028409,0.7510735944089661,0.8831031122549831,0.8088270952730268,0.2663611626321079,0.2642182652292148,0.9722222222222222,0.26566768245916106,0.2628623523263829,9
E192_RPE1,SRPRB,0.048422612692307694,0.049236619692939465,0.04812402853020075,0.09107951796442701,0.8378070101621586,0.8228697860847813,0.8350377972253588,0.8109924117554724,0.7422524474140088,0.5894952544464117,0.13181289851348818,0.12914208644125613,0.7545454545454546,0.11072454672171851,0.10837979497634705,13
E192_RPE1,TMED2,0.043101088,0.04817363772116196,0.04090686414933056,0.0826830563622646,0.8316226010290125,0.7955916872478325,0.744603580558914,0.6337701288134935,0.6074140597920695,0.3640189607689803,0.11764177869949237,0.1159572120572373,0.3888888888888889,0.10193628642609243,0.10007858073314911,3
E192_RPE1,TTI1,0.05833632,0.0607232936209666,0.0582992955190503,0.116267200661415,0.9341475278868431,0.9044710071036667,0.8169391602711625,0.8495741947923322,0.7955187332701867,0.7092879928344824,0.15478777786152584,0.15157823793086656,0.8,0.15945441371618901,0.15605128719664957,1
E192_RPE1,UFL1,0.041380459,0.0435835728425474,0.03889326120619623,0.0795104152259421,0.9051183666561724,0.8811246157591537,0.7791883887294399,0.6953761860257771,0.792032777561054,0.7645565106831946,0.10142732355669361,0.09997833331959745,0.3888888888888889,0.09335843536414179,0.0916460924889816,3
