dataset_name,config_name,aligned_rho,partial_rho_control_magnitude,aurc,excess_aurc,aurc_reduction_vs_random_pct,top5_enrichment,top10_enrichment,top20_enrichment
LaraAstiasoHuntly2023_exvivo,config_E_deeper,0.8180390606061098,0.8237405999219238,0.8255017738567128,0.25456714003985426,48.57489600066819,3.3529411764705888,1.1864095500459138,2.1405917159763317
LaraAstiasoHuntly2023_invivo,config_E_deeper,0.7820181797722409,0.7401247919801447,3.3144781962804726,1.0021732352244968,47.72884265958409,1.0387811634349031,1.5581717451523545,2.733333333333333
McFarlandTsherniak2020,config_E_deeper,0.550977443543635,0.3331987822060646,1.1432811154906666,0.2762712568586748,29.298452384566374,4.009192760700948,3.653225217327782,2.677798449041242
SantinhaPlatt2023,config_E_deeper,0.5776154931371763,0.4014677309319848,0.2731419804463977,0.06198039849346665,26.982902986995033,1.3928571428571428,1.7410714285714286,1.714710743801653
SrivatsanTrapnell2020_sciplex3,config_E_deeper,0.7075234818159567,0.7235284823739248,0.04418128880311262,0.005229971807297812,26.987227032455035,6.035671819262783,5.207756232686981,3.6660662542094133
CuiHacohen2023,config_F_elasticnet,0.5313947414353892,0.41055912984133497,0.16794114270920954,0.04440186050497688,26.63818054695799,3.788359788359788,2.841269841269841,2.207631624894843
Frangieh,config_F_elasticnet,0.4112971400884736,-0.16688734154974447,0.05125219612552527,0.004010184874375815,12.193681789864264,4.9453125,5.25439453125,3.1789323578647157
LaraAstiasoHuntly2023_exvivo,config_F_elasticnet,0.5880985498699862,0.6655422477831369,1.2373675017248698,0.6664328679080113,22.917485489692297,0.0,0.0,1.911242603550296
LaraAstiasoHuntly2023_invivo,config_F_elasticnet,0.5160380607620992,0.6375236085202419,4.995980603182071,2.683675642126095,21.210618168598828,0.0,0.2596952908587258,2.2666666666666666
McFarlandTsherniak2020,config_F_elasticnet,0.3570602322367857,0.23927420625922388,1.362044308637788,0.49503445000579627,15.769936862679598,3.675093363975869,3.3983490393746805,2.5492641234872626
SantinhaPlatt2023,config_F_elasticnet,0.2227645690505287,0.23060449613143472,0.34544786273558054,0.13428628078264948,7.653887311368196,1.3928571428571428,0.6964285714285714,1.1732231404958677
SrivatsanTrapnell2020_sciplex3,config_F_elasticnet,0.4845226541004536,0.5106383386412275,0.047660886135767466,0.008709569139952661,21.236940950947492,2.682520808561237,4.513388734995384,3.091863105959746
