dataset_name,setting,heldout,task_id,context,perturbation,raw_perturbation,n_cells,support_count,context_similarity,predicted_l2,disagreement_rmse,error_v0_rmse,error_contextsim_rmse,error_mean_rmse,risk_disagreement,risk_predicted_magnitude,risk_inverse_support,risk_inverse_context_similarity,risk_safeconf_smoke,n_genes_setting
sciplex3_cell_line_gene3000,leave_context,K562,69,K562,Tanespimycin_1000.0,Tanespimycin_1000.0,137,2,0.39667860118090803,3.8978958026821804,0.0018650497198446417,0.11864863244776377,0.11889828089071966,0.11876986146470149,-0.009815964631588937,-0.37221120384584155,-0.2461829819586668,-0.0,-0.6282101504360973,3000
sciplex3_cell_line_gene3000,leave_context,K562,70,K562,Tanespimycin_10000.0,Tanespimycin_10000.0,89,2,0.39667860118090803,3.9977264031064177,0.0018453219430404596,0.14223512723763973,0.14240295803723638,0.1423160766288854,-0.030163053388097716,-0.3397496165600104,-0.2461829819586668,-0.0,-0.616095651906775,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,71,MCF7,Alvespimycin_10.0,Alvespimycin_10.0,237,2,0.4132874610797919,2.226044492827191,0.0026109953954892655,0.05196662792252012,0.05234670575812583,0.052140672163498734,-1.1719015419218093,-1.0489817148031544,-0.0,-0.0,-2.2208832567249637,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,72,MCF7,Alvespimycin_100.0,Alvespimycin_100.0,87,2,0.4132874610797919,4.12817499337203,0.005093120780463241,0.1050043591819183,0.1053331113416969,0.10513802798800394,-0.05916992703335497,-0.2720999351909483,-0.0,-0.0,-0.3312698622243033,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,73,MCF7,Alvespimycin_1000.0,Alvespimycin_1000.0,71,2,0.4132874610797919,4.704057487811983,0.005635024126522239,0.11398649028311135,0.11420969792626737,0.11406335591610915,0.18376420877784103,-0.036893877036748304,-0.0,-0.0,0.1468703317410927,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,74,MCF7,Belinostat_10.0,Belinostat_10.0,300,2,0.4132874610797919,1.9616034878762472,0.002449271254837549,0.04561991296224403,0.046078648204961686,0.04583349650477766,-1.2444021356803792,-1.1569866064075338,-0.0,-0.0,-2.4013887420879128,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,75,MCF7,Belinostat_100.0,Belinostat_100.0,300,2,0.4132874610797919,2.485680404297957,0.0030297865953347446,0.06136849165343285,0.06188147100220543,0.06160689243741722,-0.9841583235791069,-0.9429393539362898,-0.0,-0.0,-1.9270976775153967,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,76,MCF7,Belinostat_1000.0,Belinostat_1000.0,259,2,0.4132874610797919,4.386944775560086,0.00498110694534299,0.10411931781212916,0.10473017219048933,0.10439548728403103,-0.10938549486798017,-0.16641132505692421,-0.0,-0.0,-0.2757968199249044,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,77,MCF7,Belinostat_10000.0,Belinostat_10000.0,260,2,0.4132874610797919,8.522420850085977,0.00846849310598673,0.19040387331275116,0.19131452540303584,0.19081276819962228,1.4540024216991119,1.5226294696735734,-0.0,-0.0,2.9766318913726852,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,78,MCF7,Dacinostat_10.0,Dacinostat_10.0,300,2,0.4132874610797919,4.398152177923979,0.005147261461168843,0.10737632748676033,0.1071412267002389,0.10722796060248703,-0.0348987731918113,-0.16183391741281286,-0.0,-0.0,-0.19673269060462417,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,79,MCF7,Dacinostat_100.0,Dacinostat_100.0,249,2,0.4132874610797919,6.104377476226338,0.006512581363033707,0.14273001119199533,0.14271144882740486,0.14268357806495224,0.5771712811408247,0.5350348546219251,-0.0,-0.0,1.11220613576275,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,80,MCF7,Dacinostat_1000.0,Dacinostat_1000.0,231,2,0.4132874610797919,8.521718876934473,0.008473804932086167,0.19387995257774798,0.1939952144759617,0.19389130512797975,1.4563837022216084,1.5223427647650383,-0.0,-0.0,2.9787264669866467,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,81,MCF7,Dacinostat_10000.0,Dacinostat_10000.0,243,2,0.4132874610797919,9.558733160607916,0.00928502810801583,0.21442746641007385,0.21475556041083443,0.21454135174411226,1.8200533540658155,1.9458875751514644,-0.0,-0.0,3.7659409292172796,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,82,MCF7,Flavopiridol_10.0,Flavopiridol_10.0,236,2,0.4132874610797919,2.3922251299265924,0.0030606050860337085,0.05985043485628481,0.060341766925033,0.060077116065700854,-0.9703424587031904,-0.9811090272825592,-0.0,-0.0,-1.9514514859857495,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,83,MCF7,Flavopiridol_100.0,Flavopiridol_100.0,121,2,0.4132874610797919,3.8259037587755906,0.004310179960800409,0.10527333953219456,0.10582744922060613,0.10552875477733949,-0.4101606577593324,-0.3955557204757104,-0.0,-0.0,-0.8057163782350428,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,84,MCF7,Givinostat_10.0,Givinostat_10.0,300,2,0.4132874610797919,2.356641421671166,0.0028756400220166746,0.05511388853287252,0.05567527600345102,0.055376630538606336,-1.053261909762178,-0.9956423805865301,-0.0,-0.0,-2.048904290348708,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,85,MCF7,Givinostat_100.0,Givinostat_100.0,300,2,0.4132874610797919,2.7164305019870114,0.0032394397651571835,0.06520000490052738,0.06560885858290287,0.06538469234468691,-0.8901712463608255,-0.848694744280425,-0.0,-0.0,-1.7388659906412505,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,86,MCF7,Givinostat_1000.0,Givinostat_1000.0,284,2,0.4132874610797919,4.2533503873354315,0.004709242353034286,0.0995763928611929,0.10000886246525512,0.09976507935822337,-0.2312618225756669,-0.22097490312922013,-0.0,-0.0,-0.45223672570488704,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,87,MCF7,Givinostat_10000.0,Givinostat_10000.0,300,2,0.4132874610797919,9.11904222929019,0.009335050041107127,0.2006500694489209,0.20053840458928027,0.20053993495709938,1.842478081972583,1.7663058518661168,-0.0,-0.0,3.6087839338386996,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,88,MCF7,Hesperadin_10.0,Hesperadin_10.0,231,2,0.4132874610797919,3.789158439305277,0.004175021509556805,0.07271740533227812,0.07435202146016646,0.07350962097856803,-0.470751908559378,-0.410563507362225,-0.0,-0.0,-0.881315415921603,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,89,MCF7,Hesperadin_100.0,Hesperadin_100.0,128,2,0.4132874610797919,3.5840849182926053,0.0038211011601537986,0.08120959653054263,0.0817474649636825,0.08145657187592409,-0.6294136604262048,-0.4943211054397655,-0.0,-0.0,-1.1237347658659704,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,90,MCF7,Hesperadin_1000.0,Hesperadin_1000.0,132,2,0.4132874610797919,3.8596169214986356,0.0042098901358279,0.09087705716962727,0.09229454385969894,0.09156435104122243,-0.45512037638358316,-0.38178634879215195,-0.0,-0.0,-0.8369067251757352,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,91,MCF7,Hesperadin_10000.0,Hesperadin_10000.0,126,2,0.4132874610797919,4.786852580074654,0.0057373508433330965,0.1188493197681279,0.1191577693634601,0.11896906368989482,0.22963706174992132,-0.003078111713729734,-0.0,-0.0,0.2265589500361916,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,92,MCF7,Quisinostat_10.0,Quisinostat_10.0,237,2,0.4132874610797919,7.323188811198686,0.007305177403602615,0.16748794260878463,0.16790334963997897,0.1676559911575117,0.9324904271902024,1.032830520404913,-0.0,-0.0,1.9653209475951154,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,93,MCF7,Quisinostat_100.0,Quisinostat_100.0,248,2,0.4132874610797919,7.715576465051448,0.007825415751256969,0.18803583132648097,0.1877792207151391,0.1878668293005242,1.1657121895623717,1.1930922998862235,-0.0,-0.0,2.358804489448595,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,94,MCF7,Quisinostat_1000.0,Quisinostat_1000.0,236,2,0.4132874610797919,9.11616308445447,0.008830417740412733,0.20415064384529963,0.20479393383568467,0.2044248669661425,1.6162524777884346,1.7651299308853559,-0.0,-0.0,3.3813824086737903,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,95,MCF7,Quisinostat_10000.0,Quisinostat_10000.0,216,2,0.4132874610797919,9.840364706220665,0.009668345945894368,0.219918242273146,0.21997156955407265,0.2198917756206452,1.9918939384860135,2.060913550649937,-0.0,-0.0,4.052807489135951,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,96,MCF7,TAK901_10.0,TAK901_10.0,278,2,0.4132874610797919,1.7948687545000264,0.002303565960284167,0.04636781658970092,0.046456393483377226,0.046397832447541455,-1.3097215142612009,-1.2250856019030492,-0.0,-0.0,-2.53480711616425,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,97,MCF7,TAK901_100.0,TAK901_100.0,250,2,0.4132874610797919,3.410071870697049,0.0037020626659824796,0.06913721315630894,0.07024087416616763,0.06966664191716626,-0.6827783682105099,-0.5653927622230707,-0.0,-0.0,-1.2481711304335805,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,98,MCF7,TAK901_1000.0,TAK901_1000.0,193,2,0.4132874610797919,3.7805802402257016,0.004522456881433522,0.08066656114577186,0.08072084594025228,0.08066201931899462,-0.31499735854424915,-0.4140670769463831,-0.0,-0.0,-0.7290644354906323,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,99,MCF7,TAK901_10000.0,TAK901_10000.0,71,2,0.4132874610797919,4.461618801313259,0.005138744157116961,0.11184344634264765,0.11147723915399257,0.11163092770199029,-0.038717062771185716,-0.1359124239555983,-0.0,-0.0,-0.17462948672678402,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,100,MCF7,Tanespimycin_10.0,Tanespimycin_10.0,251,2,0.4132874610797919,1.8242353185757938,0.002262886979776901,0.04575029768732423,0.046070347483996146,0.045896657527536876,-1.3279578160797492,-1.2130914992093889,-0.0,-0.0,-2.541049315289138,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,101,MCF7,Tanespimycin_100.0,Tanespimycin_100.0,114,2,0.4132874610797919,2.5376707618245042,0.0030632495651054395,0.08262910256742342,0.08292310401704822,0.08276206265852717,-0.9691569442703419,-0.9217050792814595,-0.0,-0.0,-1.8908620235518014,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,102,MCF7,Tanespimycin_1000.0,Tanespimycin_1000.0,68,2,0.4132874610797919,4.067153876994565,0.004993894671624564,0.10692399778249234,0.10709557780357079,0.10698068646553056,-0.10365278394121297,-0.2970226171371501,-0.0,-0.0,-0.4006754010783631,3000
sciplex3_cell_line_gene3000,leave_context,MCF7,103,MCF7,Tanespimycin_10000.0,Tanespimycin_10000.0,91,2,0.4132874610797919,4.662132507027342,0.005652375827991181,0.11432983824535983,0.11347024037152466,0.11386578197445221,0.19154294022850912,-0.05401717834170641,-0.0,-0.0,0.1375257618868027,3000
sciplex3_cell_line_gene5000,leave_context,A549,0,A549,Alvespimycin_10.0,Alvespimycin_10.0,114,2,0.5691145551216253,1.753901694283927,0.002678754721237449,0.05187475707502179,0.0515483016478898,0.05169443859242101,-0.8616788679369861,-1.100880742908346,-0.2657253920100922,-0.19435038916385816,-2.4226353920192825,5000
sciplex3_cell_line_gene5000,leave_context,A549,1,A549,Alvespimycin_100.0,Alvespimycin_100.0,91,2,0.5691145551216253,3.8206833812654217,0.005707144575575466,0.09950317056739602,0.09870695757215399,0.0990647734918613,0.06421304573537753,-0.33667978486650624,-0.2657253920100922,-0.19435038916385816,-0.7325425203050792,5000
sciplex3_cell_line_gene5000,leave_context,A549,2,A549,Alvespimycin_1000.0,Alvespimycin_1000.0,66,2,0.5691145551216253,4.283820391749165,0.0063090166316922165,0.10842517119682389,0.10734419003341952,0.10783990693473426,0.2482278181483809,-0.16543298635571646,-0.2657253920100922,-0.19435038916385816,-0.3772809493812859,5000
sciplex3_cell_line_gene5000,leave_context,A549,3,A549,Alvespimycin_10000.0,Alvespimycin_10000.0,61,1,0.5260870482998734,6.785555194134901,0.0,0.1301286988531043,0.1301286988531043,0.1301286988531043,-1.6806742596804252,0.7595936600444603,1.7655074728373719,0.2651441774221738,1.1095710506235807,5000
sciplex3_cell_line_gene5000,leave_context,A549,4,A549,Belinostat_10.0,Belinostat_10.0,103,2,0.5691145551216253,1.6314734767334333,0.002370653304972703,0.04894996321301387,0.04857495744182822,0.04874841223050329,-0.9558769810041985,-1.1461490756658734,-0.2657253920100922,-0.19435038916385816,-2.562101837844022,5000
sciplex3_cell_line_gene5000,leave_context,A549,5,A549,Belinostat_100.0,Belinostat_100.0,109,2,0.5691145551216253,2.405487941021239,0.0032487339260596952,0.06119109771122468,0.06081897418185305,0.06098369008934228,-0.6874149316243077,-0.8599540707106749,-0.2657253920100922,-0.19435038916385816,-2.007444783508933,5000
sciplex3_cell_line_gene5000,leave_context,A549,6,A549,Belinostat_1000.0,Belinostat_1000.0,128,2,0.5691145551216253,4.209753140323839,0.0052933867825729645,0.10083967574142484,0.10029521296915696,0.10053297963080206,-0.06228816883287732,-0.19281965465033782,-0.2657253920100922,-0.19435038916385816,-0.7151836046571655,5000
sciplex3_cell_line_gene5000,leave_context,A549,7,A549,Belinostat_10000.0,Belinostat_10000.0,73,2,0.5691145551216253,8.469792680153848,0.009822824799834286,0.17574381731118788,0.1751769239715681,0.17539184707662653,1.3225302447062766,1.382347339590288,-0.2657253920100922,-0.19435038916385816,2.2448018031226145,5000
sciplex3_cell_line_gene5000,leave_context,A549,8,A549,Dacinostat_10.0,Dacinostat_10.0,149,2,0.5691145551216253,4.641635854180722,0.006038758817059613,0.09880314146296888,0.09768005184578592,0.09819679214495514,0.1655999078690451,-0.03312925978663747,-0.2657253920100922,-0.19435038916385816,-0.3276051330915427,5000
sciplex3_cell_line_gene5000,leave_context,A549,9,A549,Dacinostat_100.0,Dacinostat_100.0,115,2,0.5691145551216253,6.191302773613902,0.007849797057960446,0.12779476751455807,0.12667378400574658,0.1271749592289272,0.7193019552456518,0.5398664039238212,-0.2657253920100922,-0.19435038916385816,0.7990925779955228,5000
sciplex3_cell_line_gene5000,leave_context,A549,10,A549,Dacinostat_1000.0,Dacinostat_1000.0,87,2,0.5691145551216253,8.823199388843205,0.010470504707613192,0.16959506112615408,0.16856599968349706,0.16900024447225906,1.5205501886713964,1.513020911482276,-0.2657253920100922,-0.19435038916385816,2.573495318979722,5000
sciplex3_cell_line_gene5000,leave_context,A549,11,A549,Dacinostat_10000.0,Dacinostat_10000.0,71,2,0.5691145551216253,9.867328263015118,0.011419687389788814,0.1885804709404064,0.18764130317573702,0.18802479649202458,1.8107507943712726,1.8990918211421541,-0.2657253920100922,-0.19435038916385816,3.2497668343394768,5000
sciplex3_cell_line_gene5000,leave_context,A549,12,A549,Flavopiridol_10.0,Flavopiridol_10.0,98,2,0.5691145551216253,2.157231345426351,0.003061569049702563,0.06035176136577797,0.060007226787787825,0.060160268326575374,-0.7446382264700228,-0.9517479594357581,-0.2657253920100922,-0.19435038916385816,-2.156461967079731,5000
sciplex3_cell_line_gene5000,leave_context,A549,13,A549,Flavopiridol_100.0,Flavopiridol_100.0,77,2,0.5691145551216253,3.77992438728893,0.005240116843875914,0.09001989031579538,0.09036300384832054,0.09015354599644547,-0.07857477916171923,-0.3517505891231221,-0.2657253920100922,-0.19435038916385816,-0.8904011494587917,5000
sciplex3_cell_line_gene5000,leave_context,A549,14,A549,Flavopiridol_1000.0,Flavopiridol_1000.0,57,1,0.5260870482998734,7.867333787366491,0.0,0.1263258421859303,0.1263258421859303,0.1263258421859303,-1.6806742596804252,1.1595857068794178,1.7655074728373719,0.2651441774221738,1.5095630974585381,5000
sciplex3_cell_line_gene5000,leave_context,A549,15,A549,Flavopiridol_10000.0,Flavopiridol_10000.0,64,0,0.0,3.1231350507918845,0.0,0.06419172041130497,0.06419172041130497,0.06419172041130497,-1.6806742596804252,-0.5946011249800331,5.237922990658275,5.883274487562987,8.845922093560803,5000
sciplex3_cell_line_gene5000,leave_context,A549,16,A549,Givinostat_10.0,Givinostat_10.0,93,2,0.5691145551216253,2.0017956137950055,0.0028616554553455168,0.05866114140995078,0.058302562688120264,0.058464620892809134,-0.8057592806774994,-1.0092209551444102,-0.2657253920100922,-0.19435038916385816,-2.27505601699586,5000
sciplex3_cell_line_gene5000,leave_context,A549,17,A549,Givinostat_100.0,Givinostat_100.0,100,2,0.5691145551216253,2.4708806110209247,0.003404649635302206,0.06353058872690351,0.06316109983696154,0.06332323591787149,-0.6397456745782434,-0.8357748642770922,-0.2657253920100922,-0.19435038916385816,-1.935596320029286,5000
sciplex3_cell_line_gene5000,leave_context,A549,18,A549,Givinostat_1000.0,Givinostat_1000.0,120,2,0.5691145551216253,4.05181972763385,0.005171429685135023,0.09515087381158342,0.09456799269817934,0.09482463350817232,-0.09957500961759047,-0.25121617811710845,-0.2657253920100922,-0.19435038916385816,-0.8108669689086493,5000
sciplex3_cell_line_gene5000,leave_context,A549,19,A549,Givinostat_10000.0,Givinostat_10000.0,92,2,0.5691145551216253,9.615524275286324,0.011107128144892372,0.18478034866141982,0.18308169029935642,0.1838491209916378,1.7151897565548864,1.8059862697076727,-0.2657253920100922,-0.19435038916385816,3.0611002450886087,5000
sciplex3_cell_line_gene5000,leave_context,A549,20,A549,Hesperadin_10.0,Hesperadin_10.0,45,2,0.5691145551216253,2.38407232663748,0.0034240545000812405,0.08770362519050591,0.08729746226002841,0.08748402913621967,-0.6338128824844258,-0.8678725814717342,-0.2657253920100922,-0.19435038916385816,-1.96176124513011,5000
sciplex3_cell_line_gene5000,leave_context,A549,21,A549,Hesperadin_100.0,Hesperadin_100.0,40,2,0.5691145551216253,2.882853253640865,0.004138013301443843,0.0773705455437682,0.0770907269716344,0.07720304370361733,-0.4155290046904463,-0.6834462994556226,-0.2657253920100922,-0.19435038916385816,-1.5590510853200192,5000
sciplex3_cell_line_gene5000,leave_context,A549,22,A549,Hesperadin_1000.0,Hesperadin_1000.0,30,2,0.5691145551216253,2.692139772937393,0.0041816347256240175,0.09056850491620273,0.0907253862266776,0.09062286345392682,-0.40219230570057196,-0.7539633867624798,-0.2657253920100922,-0.19435038916385816,-1.616231473637002,5000
sciplex3_cell_line_gene5000,leave_context,A549,23,A549,Hesperadin_10000.0,Hesperadin_10000.0,38,2,0.5691145551216253,4.551646417179587,0.00647286915512509,0.11307517014299755,0.11215671850600076,0.11257036597738566,0.29832365579755027,-0.0664032211358648,-0.2657253920100922,-0.19435038916385816,-0.2281553465122649,5000
sciplex3_cell_line_gene5000,leave_context,A549,24,A549,Quisinostat_10.0,Quisinostat_10.0,130,2,0.5691145551216253,7.393495452774714,0.008876328059517017,0.14952571078014867,0.14880915373626305,0.14910182402870298,1.0331508317744582,0.9843820501347916,-0.2657253920100922,-0.19435038916385816,1.5574571007352995,5000
sciplex3_cell_line_gene5000,leave_context,A549,25,A549,Quisinostat_100.0,Quisinostat_100.0,94,2,0.5691145551216253,8.463607253609595,0.010171787112285594,0.1559157196691818,0.15517708438512814,0.1554636719725658,1.429221060227352,1.380060252898554,-0.2657253920100922,-0.19435038916385816,2.349205531951956,5000
sciplex3_cell_line_gene5000,leave_context,A549,26,A549,Quisinostat_1000.0,Quisinostat_1000.0,63,2,0.5691145551216253,9.335887612632893,0.01066036166592024,0.1816853849257963,0.1810239464756795,0.18127662097040537,1.5785965535405426,1.7025894732054363,-0.2657253920100922,-0.19435038916385816,2.8211102455720285,5000
sciplex3_cell_line_gene5000,leave_context,A549,27,A549,Quisinostat_10000.0,Quisinostat_10000.0,76,2,0.5691145551216253,10.14734414328067,0.011895543257433508,0.19285000169501657,0.19165335370696893,0.1921605827072138,1.9562377102300894,2.0026288349030947,-0.2657253920100922,-0.19435038916385816,3.498790763959234,5000
sciplex3_cell_line_gene5000,leave_context,A549,28,A549,TAK901_10.0,TAK901_10.0,109,2,0.5691145551216253,1.5505264580484346,0.0025310326916977367,0.0445939475935815,0.0441679602275953,0.04436341849834952,-0.9068430109967598,-1.1760795659635943,-0.2657253920100922,-0.19435038916385816,-2.5429983581343043,5000
sciplex3_cell_line_gene5000,leave_context,A549,29,A549,TAK901_100.0,TAK901_100.0,57,2,0.5691145551216253,2.31344098429205,0.00338260540174873,0.07839607985272619,0.077906105658316,0.07813317363049754,-0.6464854203084806,-0.893988808370856,-0.2657253920100922,-0.19435038916385816,-2.0005500098532867,5000
sciplex3_cell_line_gene5000,leave_context,A549,30,A549,TAK901_1000.0,TAK901_1000.0,54,2,0.5691145551216253,3.1119268625424,0.004690174669616525,0.08525543012426857,0.08387287856407234,0.08453445813520472,-0.24671264668388834,-0.5987453982973949,-0.2657253920100922,-0.19435038916385816,-1.3055338261552336,5000
sciplex3_cell_line_gene5000,leave_context,A549,31,A549,TAK901_10000.0,TAK901_10000.0,73,2,0.5691145551216253,4.690448495759945,0.006319973776382953,0.10098255614331542,0.09993902820570472,0.10041243675375765,0.25157782661956857,-0.015080586482455326,-0.2657253920100922,-0.19435038916385816,-0.22357854103683714,5000
sciplex3_cell_line_gene5000,leave_context,A549,32,A549,Tanespimycin_10.0,Tanespimycin_10.0,110,2,0.5691145551216253,1.518812625440285,0.0023625972450926243,0.045056991794247034,0.044748436424311665,0.04488743777440191,-0.9583400194694542,-1.1878058849139632,-0.2657253920100922,-0.19435038916385816,-2.606221685557368,5000
sciplex3_cell_line_gene5000,leave_context,A549,33,A549,Tanespimycin_100.0,Tanespimycin_100.0,121,2,0.5691145551216253,2.8334767324549133,0.004141431460168308,0.06533439138656706,0.06571643363521569,0.06549296387038898,-0.4144839458721118,-0.7017034695441514,-0.2657253920100922,-0.19435038916385816,-1.5762631965902134,5000
sciplex3_cell_line_gene5000,leave_context,A549,34,A549,Tanespimycin_1000.0,Tanespimycin_1000.0,109,2,0.5691145551216253,3.9319553402812306,0.005811757749367786,0.09624653815482463,0.09560808609086789,0.09588382026240487,0.09619720112381366,-0.2955365242025004,-0.2657253920100922,-0.19435038916385816,-0.659415104252637,5000
sciplex3_cell_line_gene5000,leave_context,A549,35,A549,Tanespimycin_10000.0,Tanespimycin_10000.0,63,2,0.5691145551216253,4.571209338233243,0.00678026282559505,0.10127391746532134,0.09962595568122982,0.10039609397092301,0.39230538453518593,-0.059169751289741314,-0.2657253920100922,-0.19435038916385816,-0.12694014792850578,5000
sciplex3_cell_line_gene5000,leave_context,K562,36,K562,Alvespimycin_10.0,Alvespimycin_10.0,209,2,0.5542293341170622,1.9777919816060576,0.0019022795552116722,0.04863524915461832,0.0482382028360892,0.048427793364435,-0.9330825698192807,-1.0193359521533822,-0.2461829819586668,-0.24618298195867955,-2.4447844858900094,5000
sciplex3_cell_line_gene5000,leave_context,K562,37,K562,Alvespimycin_100.0,Alvespimycin_100.0,131,2,0.5542293341170622,4.141011602355662,0.003676836530328933,0.1009467982851568,0.10046157031532477,0.10068769452834518,-0.010537073627003173,-0.3873646617021979,-0.2461829819586668,-0.24618298195867955,-0.8902676992465475,5000
sciplex3_cell_line_gene5000,leave_context,K562,38,K562,Alvespimycin_1000.0,Alvespimycin_1000.0,115,2,0.5542293341170622,4.488462060989386,0.003953822138013147,0.1124710578640546,0.11192962813977768,0.1121832523257399,0.13346045841181323,-0.2858591499157795,-0.2461829819586668,-0.24618298195867955,-0.6447646554213127,5000
sciplex3_cell_line_gene5000,leave_context,K562,39,K562,Alvespimycin_10000.0,Alvespimycin_10000.0,109,1,0.5260870607137575,6.745695537104945,0.0,0.1301286988531043,0.1301286988531043,0.1301286988531043,-1.92202767598766,0.3735777094152419,4.062019202317979,4.062019202317966,6.5755884380635266,5000
sciplex3_cell_line_gene5000,leave_context,K562,40,K562,Belinostat_10.0,Belinostat_10.0,231,2,0.5542293341170622,2.0768245294515038,0.0017531124281636081,0.044672022979981955,0.04418429307917489,0.04442017947663278,-1.0106306357127635,-0.990404203172265,-0.2461829819586668,-0.24618298195867955,-2.4934008028023746,5000
sciplex3_cell_line_gene5000,leave_context,K562,41,K562,Belinostat_100.0,Belinostat_100.0,164,2,0.5542293341170622,2.8133648695418807,0.00226007485138442,0.05827416438111346,0.05786180921628563,0.05805735619279426,-0.7470742062269317,-0.775228478649679,-0.2461829819586668,-0.24618298195867955,-2.014668648793957,5000
sciplex3_cell_line_gene5000,leave_context,K562,42,K562,Belinostat_1000.0,Belinostat_1000.0,194,2,0.5542293341170622,4.889697814220747,0.003737497662505659,0.0948437714841695,0.09414997653689812,0.09447903105580352,0.020999053456132757,-0.1686405955385275,-0.2461829819586668,-0.24618298195867955,-0.6400075059997411,5000
sciplex3_cell_line_gene5000,leave_context,K562,43,K562,Belinostat_10000.0,Belinostat_10000.0,66,2,0.5542293341170622,10.760373012095636,0.0067125992996904,0.1693996527325231,0.16865681312151834,0.16899531578538884,1.5676761422082082,1.546441010153974,-0.2461829819586668,-0.24618298195867955,2.621751188444836,5000
sciplex3_cell_line_gene5000,leave_context,K562,44,K562,Dacinostat_10.0,Dacinostat_10.0,143,2,0.5542293341170622,4.8125247634093,0.0036052787055655547,0.10670507349588906,0.10633185296607243,0.10650337235906374,-0.04773810457638055,-0.1911862270784562,-0.2461829819586668,-0.24618298195867955,-0.7312902955721832,5000
sciplex3_cell_line_gene5000,leave_context,K562,45,K562,Dacinostat_100.0,Dacinostat_100.0,105,2,0.5542293341170622,6.705274872615166,0.004771765106641503,0.13632745400181542,0.13596360792634724,0.13612474521661666,0.5586874939091483,0.36176906120704555,-0.2461829819586668,-0.24618298195867955,0.42809059119884746,5000
sciplex3_cell_line_gene5000,leave_context,K562,46,K562,Dacinostat_1000.0,Dacinostat_1000.0,100,2,0.5542293341170622,10.68694291957884,0.0064795710156844094,0.17853895283550084,0.17822451695079317,0.17835238094764744,1.4465308665650096,1.5249888608295754,-0.2461829819586668,-0.24618298195867955,2.479153763477239,5000
sciplex3_cell_line_gene5000,leave_context,K562,47,K562,Dacinostat_10000.0,Dacinostat_10000.0,66,2,0.5542293341170622,12.726455257271883,0.007232105833698924,0.19450063933603673,0.194092527728914,0.19426303804912823,1.837753924951901,2.120819830362085,-0.2461829819586668,-0.24618298195867955,3.4662077913966396,5000
sciplex3_cell_line_gene5000,leave_context,K562,48,K562,Flavopiridol_10.0,Flavopiridol_10.0,189,2,0.5542293341170622,2.2551978903864094,0.002216784224992611,0.05570577231024504,0.0552220273372572,0.055453351168041606,-0.769579864239105,-0.9382935242514234,-0.2461829819586668,-0.24618298195867955,-2.2002393524078747,5000
sciplex3_cell_line_gene5000,leave_context,K562,49,K562,Flavopiridol_100.0,Flavopiridol_100.0,118,2,0.5542293341170622,4.452608602042727,0.003652522890687393,0.08464942061919702,0.08460206844251263,0.08460603990956299,-0.023177095368690327,-0.2963335171507655,-0.2461829819586668,-0.24618298195867955,-0.8118765764368021,5000
sciplex3_cell_line_gene5000,leave_context,K562,50,K562,Flavopiridol_1000.0,Flavopiridol_1000.0,18,1,0.5260870607137575,3.610867817484819,0.0,0.1263258421859303,0.1263258421859303,0.1263258421859303,-1.92202767598766,-0.5422429036688662,4.062019202317979,4.062019202317966,5.6597678249794185,5000
sciplex3_cell_line_gene5000,leave_context,K562,51,K562,Givinostat_10.0,Givinostat_10.0,216,2,0.5542293341170622,2.472997617968515,0.0021323587469388654,0.0530642937163658,0.05251881002378352,0.052781489181604885,-0.8134704496835179,-0.8746646751139128,-0.2461829819586668,-0.24618298195867955,-2.180501088714777,5000
