task_id,perturbation,guide_id,target_split,n_guide_cells,centroid_rmse,family_rms_error,family_diversity_lower,family_lower_violation,worst_member_error,worst_member_lower,worst_member_lower_violation,family_radius,family_diameter,hilbert_identity_residual,scGPT_seed3407_rmse,scGPT_seed3408_rmse,scGPT_seed3409_rmse,scGPT_seed3410_rmse,scGPT_seed3411_rmse,GEARS_seed3407_rmse,GEARS_seed3408_rmse,GEARS_seed3409_rmse,GEARS_seed3410_rmse,GEARS_seed3411_rmse
E182::KHDRBS2::KHDRBS2_1,KHDRBS2,KHDRBS2_1,conformal_calibration,8,0.16975532953672048,0.18487247314277666,0.073218572915661903,False,0.26491481568630831,0.1093710660627948,False,0.18016078587383991,0.21874213212558971,1.6479873021779667e-17,0.17358773874939998,0.17496522556991881,0.26491481568630831,0.17574938078529112,0.18275643343847212,0.16602134796486379,0.1736787806051871,0.17723122942244182,0.17306065288957745,0.1657614448627831
E182::KHDRBS2::KHDRBS2_2,KHDRBS2,KHDRBS2_2,conformal_calibration,14,0.14447903314106181,0.16197268423157699,0.073218572915661903,False,0.23767873085832031,0.1093710660627948,False,0.18016078587383991,0.21874213212558971,1.3010426069826053e-17,0.14954758804176782,0.15949912330140023,0.23767873085832031,0.16110791905235552,0.14576665472214348,0.14913481082273533,0.16075393128791077,0.14400573339412465,0.14611816470612518,0.14380892567915127
E182::LIN28B::LIN28B_1,LIN28B,LIN28B_1,conformal_calibration,8,0.18978567801751686,0.20344843636110416,0.073298449350648998,False,0.27913179844643699,0.1092543665804384,False,0.17811885406247999,0.21850873316087691,6.9388939039072284e-18,0.19478161148037901,0.19716606707920953,0.27913179844643699,0.19830545332916893,0.2005857534949394,0.18972163585653867,0.188789312298319,0.18704042573465307,0.19065819074874976,0.19145156061391491
E182::LIN28B::LIN28B_2,LIN28B,LIN28B_2,conformal_calibration,13,0.18769684712999604,0.20150128808459458,0.073298449350648998,False,0.29472768646809538,0.1092543665804384,False,0.17811885406247999,0.21850873316087691,2.0816681711721685e-17,0.1875316841555319,0.17639672696695868,0.29472768646809538,0.17694314991427079,0.21359545968963323,0.18135578316425927,0.1814160812304049,0.18871010376681824,0.18085128112736865,0.20451660449211312
E182::PABPC3::PABPC3_1,PABPC3,PABPC3_1,conformal_calibration,10,0.15208256410329826,0.16864561846006992,0.072885103564073003,False,0.24739326567538761,0.10935759557539571,False,0.1804619055395888,0.21871519115079141,4.3368086899420177e-18,0.15564115863707739,0.16320444457355029,0.24739326567538761,0.16557324975358453,0.15424652178868739,0.14927019316891088,0.15365546703105054,0.15766039616487135,0.16154954988413761,0.15587500166509105
E182::PABPC3::PABPC3_2,PABPC3,PABPC3_2,conformal_calibration,44,0.087440209525740123,0.1138333367843137,0.072885103564073003,False,0.21714625624109718,0.10935759557539571,False,0.1804619055395888,0.21871519115079141,6.0715321659188248e-18,0.093862212751132754,0.10186189553305357,0.21714625624109718,0.10460035090763274,0.099943363628918647,0.083299051802975796,0.090058977120304307,0.095910245293296073,0.098537163382974316,0.091401421413369266
E182::PABPC4::PABPC4_1,PABPC4,PABPC4_1,conformal_calibration,14,0.12575576724738852,0.14491245275738932,0.072007679925013696,False,0.22725613264643871,0.1093182090920104,False,0.18146704064265201,0.2186364181840208,1.7347234759768071e-17,0.12895671350534765,0.13826125824771621,0.22725613264643871,0.13920353239993963,0.12959680115821628,0.13301022187642131,0.13309135001622627,0.13566982788832155,0.13118073247779216,0.12414573161164855
E182::PABPC4::PABPC4_2,PABPC4,PABPC4_2,conformal_calibration,22,0.1308675833250505,0.14940078551112845,0.072071286557152295,False,0.23464928059359369,0.1093182090920104,False,0.1814511966259611,0.2186364181840208,1.3877787807814457e-17,0.13437911904704641,0.14296802372231679,0.23464928059359369,0.14491105722015335,0.13415822758709617,0.13404498242239149,0.1344583940601852,0.14071312349369972,0.1368769260522214,0.12675890974093443
E182::QKI::QKI_1,QKI,QKI_1,conformal_calibration,58,0.082790206472468736,0.10949160603728161,0.071653286769479504,False,0.22578226524276152,0.1093357325971845,False,0.17865017477599751,0.218671465194369,1.3010426069826053e-17,0.088522863093850684,0.08750775992669349,0.22578226524276152,0.090450254780682512,0.10867506461311326,0.083075832178466785,0.080745845890902904,0.081309540785134041,0.081913789384288282,0.081721889338412859
E182::QKI::QKI_2,QKI,QKI_2,conformal_calibration,24,0.11016658973254374,0.13141868587901756,0.071653286769479504,False,0.22480698708390814,0.1093357325971845,False,0.17865017477599751,0.218671465194369,1.0408340855860843e-17,0.11785146996635329,0.12609144310267792,0.22480698708390814,0.12760314445018467,0.1210409938647497,0.10955379847720054,0.11276716815721542,0.10548293503642261,0.11961168140166001,0.10628711110495064
E182::RBFOX2::RBFOX2_1,RBFOX2,RBFOX2_1,conformal_calibration,17,0.13960126479266358,0.15746644834414864,0.072850320674716695,False,0.24726879681213482,0.10932539030169849,False,0.18031954551341631,0.21865078060339699,5.2041704279304213e-18,0.14364308626024092,0.14279001648270268,0.24726879681213482,0.14269892303311049,0.15945202832672353,0.14458489328129967,0.13962835376990795,0.13891625380503425,0.14135250774576461,0.14256781928461162
E182::RBFOX2::RBFOX2_2,RBFOX2,RBFOX2_2,conformal_calibration,19,0.16209437009574176,0.17771256016147075,0.072850320674716695,False,0.27533416585813592,0.10932539030169849,False,0.18031954551341631,0.21865078060339699,1.7347234759768071e-18,0.1645824572908795,0.15378604662031983,0.27533416585813592,0.15367174523246593,0.19184455085448773,0.15700431782145688,0.15428998332246652,0.16308073831058131,0.1674257152358847,0.16052823753435039
E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,75,0.075339705762168946,0.10521177317269026,0.073440084080912002,False,0.21807478006386344,0.10932158424297091,False,0.1804075771640577,0.21864316848594181,8.6736173798840355e-18,0.078241585088538568,0.078646698229016931,0.21807478006386344,0.080716139862091224,0.099702865054668688,0.076720175987764302,0.076702772414343548,0.075528772611480513,0.078309173992139033,0.10377636630999693
E182::RBM15::RBM15_2,RBM15,RBM15_2,conformal_calibration,43,0.086628049412650079,0.11360820115077401,0.073501050493677805,False,0.21627599600099637,0.10932158424297091,False,0.1803998639910942,0.21864316848594181,1.0408340855860843e-17,0.094533891909560269,0.10066136306950783,0.21627599600099637,0.10182116911531261,0.10531350427073449,0.085084567182783274,0.08969738054308822,0.0900843115810636,0.086335444577101947,0.10445611524568753
E182::SF3B1::SF3B1_1,SF3B1,SF3B1_1,conformal_calibration,15,0.12101713234118995,0.14097045054653004,0.0723016016918476,False,0.21798814665794525,0.10931876241939351,False,0.1789017781434866,0.2186375248387871,7.8062556418956319e-18,0.12767034077134878,0.1391710332860647,0.21798814665794525,0.13895184254204287,0.12626678272301115,0.13036918524143137,0.13240613348266481,0.12175635465478032,0.12592275285290935,0.12280057645100609
E182::SF3B1::SF3B1_2,SF3B1,SF3B1_2,conformal_calibration,6,0.1922572694287405,0.20540197164158805,0.072298771124109804,False,0.26540279935411376,0.10931876241939351,False,0.17888509567541719,0.2186375248387871,1.5612511283791264e-17,0.1968882474611437,0.20444317587620911,0.26540279935411376,0.20461368203178762,0.19552927862489783,0.19752737643523235,0.19839084592313852,0.18939557812824429,0.19481706955673722,0.19646942260814246
E182::SND1::SND1_1,SND1,SND1_1,conformal_calibration,23,0.11473999705061898,0.13750531788156248,0.075778925319203896,False,0.21821057910769487,0.109797937731086,False,0.1814862941846114,0.2195958754621721,1.3010426069826053e-17,0.12069074816370723,0.13374703247572886,0.21821057910769487,0.13518165470420565,0.1150520163574083,0.11639628547414957,0.13147921544492411,0.1225975464919023,0.12647342577333212,0.125040516629048
E182::SND1::SND1_2,SND1,SND1_2,conformal_calibration,23,0.13453901691294232,0.15441241075261558,0.075778925319203896,False,0.26043597600429447,0.109797937731086,False,0.1814862941846114,0.2195958754621721,1.3010426069826053e-17,0.13818687791362746,0.13091865479679979,0.26043597600429447,0.13346553100343184,0.16028886866726411,0.13246054406123528,0.13460500019602001,0.12821588498424222,0.13158258090343167,0.14644644410427604
E182::TARDBP::TARDBP_1,TARDBP,TARDBP_1,conformal_calibration,15,0.13198996601952026,0.15054596593307693,0.072406745051058805,False,0.22784973591703783,0.1093047659024064,False,0.17832956399298461,0.2186095318048128,1.5612511283791264e-17,0.13998641273394544,0.15047094878108019,0.22784973591703783,0.15105468245075576,0.13787844728041712,0.13444833128711117,0.13727013488172993,0.13608905940592522,0.13098276472370826,0.13440063421286508
E182::TARDBP::TARDBP_2,TARDBP,TARDBP_2,conformal_calibration,38,0.089130286552089377,0.11483442301743239,0.072406745051058805,False,0.20671521976567117,0.1093047659024064,False,0.17832956399298461,0.2186095318048128,1.214306433183765e-17,0.10070875329165514,0.11417990707359943,0.20671521976567117,0.11466196611472286,0.099389137643357467,0.091993277987821129,0.095510367648168559,0.092794557442264697,0.088268626480079437,0.094584458851327921
E182::TIA1::TIA1_1,TIA1,TIA1_1,conformal_calibration,13,0.13667806879305666,0.15539072934330275,0.073928237344360007,False,0.23350480390774225,0.1093478898809369,False,0.18007724011039311,0.21869577976187379,1.9081958235744878e-17,0.1413028895834203,0.1523644467136516,0.23350480390774225,0.15441467473233805,0.13593317352519885,0.1475070384298989,0.14193754248504484,0.14061371505440773,0.13140017023771525,0.14997442979781322
E182::TIA1::TIA1_2,TIA1,TIA1_2,conformal_calibration,23,0.10164269155762132,0.12568460933591583,0.073928237344360007,False,0.2104208508545479,0.1093478898809369,False,0.18007724011039311,0.21869577976187379,8.6736173798840355e-18,0.10862821526464066,0.12208561820963743,0.2104208508545479,0.12277153648947516,0.10543336023910534,0.11687115177925199,0.11103392665108074,0.10573677085188012,0.095518204990108657,0.12043194607693596
E182::UPF1::UPF1_1,UPF1,UPF1_1,conformal_calibration,54,0.080665752841830668,0.11029981559207355,0.075226894380308704,False,0.21155489096825558,0.109343267756083,False,0.17810263508877139,0.2186865355121661,-1.7347234759768071e-18,0.089935361713888398,0.098226592324300907,0.21155489096825558,0.099159679311197582,0.098821265684372037,0.079571421425935096,0.097414784713319852,0.080630459966039528,0.081460812794902068,0.1030122203479921
E182::UPF1::UPF1_2,UPF1,UPF1_2,conformal_calibration,26,0.1114102678982465,0.13442965979003732,0.075226894380308704,False,0.24276004630207498,0.109343267756083,False,0.17810263508877139,0.2186865355121661,3.4694469519536142e-18,0.11705344021097501,0.11279931257016894,0.24276004630207498,0.11510870076073532,0.13746840023501028,0.10774649458883569,0.11220513184533387,0.10926546078038636,0.10820658012939523,0.12394040416700905
E182::ZC3H10::ZC3H10_1,ZC3H10,ZC3H10_1,conformal_calibration,14,0.14851156571868976,0.16561089936139842,0.073289049898839095,False,0.24575791751914813,0.1093101556842388,False,0.17965326903245291,0.21862031136847759,8.6736173798840355e-19,0.15523321900557643,0.16089728176545245,0.24575791751914813,0.16174875399066982,0.15908337195032521,0.15049676028334755,0.15214863371272377,0.15088201170415055,0.15432644078477845,0.1415512849146148
E182::ZC3H10::ZC3H10_2,ZC3H10,ZC3H10_2,conformal_calibration,22,0.11203712813984666,0.13387906078584114,0.073289049898839095,False,0.2253304331331078,0.1093101556842388,False,0.17965326903245291,0.21862031136847759,-8.6736173798840355e-19,0.11759916945747821,0.12514500526998823,0.2253304331331078,0.12690557753378734,0.12148125854911264,0.11391384154114619,0.12139822428117328,0.11931230548921119,0.11805150888817066,0.11055853263702863
E182::ZRANB2::ZRANB2_1,ZRANB2,ZRANB2_1,conformal_calibration,23,0.11256082219097134,0.13359627585162751,0.071958503521937403,False,0.22859906483349812,0.1093531387891324,False,0.17753691444437941,0.2187062775782648,5.2041704279304213e-18,0.1199797697347175,0.12797530413839059,0.22859906483349812,0.13028362634413496,0.12203994355494419,0.1138842973433957,0.11435518744365354,0.10763720819117094,0.10973918156970622,0.11792592337929607
E182::ZRANB2::ZRANB2_2,ZRANB2,ZRANB2_2,conformal_calibration,15,0.12554740721658705,0.14470721366927158,0.071958503521937403,False,0.23622841138675266,0.1093531387891324,False,0.17753691444437941,0.2187062775782648,8.6736173798840355e-18,0.12810109383054177,0.12768939685498676,0.23622841138675266,0.12700032102464312,0.14541346491732376,0.12487843650394248,0.12658679542202339,0.12887261414424697,0.13031238772363957,0.13565019408037388
