unit,study,objective,tau,n_units,n_true_high,n_certified_high,n_certified_true_high,n_false_certificates,certified_high_coverage,certified_high_recall,certified_high_precision,n_conformal_low,n_correct_conformal_low,n_false_conformal_low,conformal_low_coverage,conformal_low_empirical_precision,false_low_population_rate,n_unknown,unknown_fraction,decision_partition_complete,upper_empirical_coverage,guarantee_scope
target_cluster,E182_GSE225807,family_rms,0.080000000000000002,20,20,0,0,0,0,0,,0,0,0,0,,0,20,1,True,0.80000000000000004,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E182_GSE225807,family_rms,0.10000000000000001,20,20,0,0,0,0,0,,0,0,0,0,,0,20,1,True,0.80000000000000004,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E182_GSE225807,family_rms,0.14999999999999999,20,13,0,0,0,0,0,,0,0,0,0,,0,20,1,True,0.80000000000000004,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E182_GSE225807,family_rms,0.20000000000000001,20,4,0,0,0,0,0,,0,0,0,0,,0,20,1,True,0.80000000000000004,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E182_GSE225807,family_rms,0.29999999999999999,20,1,0,0,0,0,0,,20,19,1,1,0.94999999999999996,0.050000000000000003,0,0,True,0.80000000000000004,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,POOLED_DESCRIPTIVE,family_rms,0.01,737,737,737,737,0,1,1,1,0,0,0,0,,0,0,0,True,0.90366350067842605,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,POOLED_DESCRIPTIVE,family_rms,0.014999999999999999,737,737,737,737,0,1,1,1,0,0,0,0,,0,0,0,True,0.90366350067842605,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,POOLED_DESCRIPTIVE,family_rms,0.02,737,737,628,628,0,0.85210312075983718,0.85210312075983718,1,0,0,0,0,,0,109,0.14789687924016282,True,0.90366350067842605,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,POOLED_DESCRIPTIVE,family_rms,0.025000000000000001,737,737,316,316,0,0.4287652645861601,0.4287652645861601,1,0,0,0,0,,0,421,0.57123473541383984,True,0.90366350067842605,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,POOLED_DESCRIPTIVE,family_rms,0.029999999999999999,737,737,121,121,0,0.16417910447761194,0.16417910447761194,1,0,0,0,0,,0,616,0.83582089552238803,True,0.90366350067842605,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,POOLED_DESCRIPTIVE,family_rms,0.040000000000000001,737,737,43,43,0,0.058344640434192671,0.058344640434192671,1,0,0,0,0,,0,694,0.94165535956580737,True,0.90366350067842605,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,POOLED_DESCRIPTIVE,family_rms,0.050000000000000003,737,737,22,22,0,0.029850746268656716,0.029850746268656716,1,0,0,0,0,,0,715,0.97014925373134331,True,0.90366350067842605,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,POOLED_DESCRIPTIVE,family_rms,0.059999999999999998,737,736,21,21,0,0.028493894165535955,0.028532608695652172,1,0,0,0,0,,0,716,0.97150610583446406,True,0.90366350067842605,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,POOLED_DESCRIPTIVE,family_rms,0.070000000000000007,737,712,20,20,0,0.027137042062415198,0.028089887640449437,1,0,0,0,0,,0,717,0.97286295793758482,True,0.90366350067842605,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,POOLED_DESCRIPTIVE,family_rms,0.080000000000000002,737,653,0,0,0,0,0,,0,0,0,0,,0,737,1,True,0.90366350067842605,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,POOLED_DESCRIPTIVE,family_rms,0.10000000000000001,737,492,0,0,0,0,0,,0,0,0,0,,0,737,1,True,0.90366350067842605,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,POOLED_DESCRIPTIVE,family_rms,0.14999999999999999,737,227,0,0,0,0,0,,32,30,2,0.043419267299864311,0.9375,0.0027137042062415195,705,0.95658073270013566,True,0.90366350067842605,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,POOLED_DESCRIPTIVE,family_rms,0.20000000000000001,737,130,0,0,0,0,0,,320,307,13,0.43419267299864317,0.95937499999999998,0.017639077340569877,417,0.56580732700135683,True,0.90366350067842605,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,POOLED_DESCRIPTIVE,family_rms,0.29999999999999999,737,50,0,0,0,0,0,,687,664,23,0.93215739484396198,0.96652110625909748,0.031207598371777476,50,0.067842605156037988,True,0.90366350067842605,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E176_primary_CD4,worst_member,0.01,640,640,640,640,0,1,1,1,0,0,0,0,,0,0,0,True,0.93125000000000002,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E176_primary_CD4,worst_member,0.014999999999999999,640,640,640,640,0,1,1,1,0,0,0,0,,0,0,0,True,0.93125000000000002,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E176_primary_CD4,worst_member,0.02,640,640,567,567,0,0.88593750000000004,0.88593750000000004,1,0,0,0,0,,0,73,0.1140625,True,0.93125000000000002,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E176_primary_CD4,worst_member,0.025000000000000001,640,640,352,352,0,0.55000000000000004,0.55000000000000004,1,0,0,0,0,,0,288,0.45000000000000001,True,0.93125000000000002,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E176_primary_CD4,worst_member,0.029999999999999999,640,640,125,125,0,0.1953125,0.1953125,1,0,0,0,0,,0,515,0.8046875,True,0.93125000000000002,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E176_primary_CD4,worst_member,0.040000000000000001,640,640,24,24,0,0.037499999999999999,0.037499999999999999,1,0,0,0,0,,0,616,0.96250000000000002,True,0.93125000000000002,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E176_primary_CD4,worst_member,0.050000000000000003,640,640,7,7,0,0.010937499999999999,0.010937499999999999,1,0,0,0,0,,0,633,0.98906249999999996,True,0.93125000000000002,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E176_primary_CD4,worst_member,0.059999999999999998,640,640,3,3,0,0.0046874999999999998,0.0046874999999999998,1,0,0,0,0,,0,637,0.99531250000000004,True,0.93125000000000002,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E176_primary_CD4,worst_member,0.070000000000000007,640,637,2,2,0,0.0031250000000000002,0.0031397174254317113,1,0,0,0,0,,0,638,0.99687499999999996,True,0.93125000000000002,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E176_primary_CD4,worst_member,0.080000000000000002,640,614,2,2,0,0.0031250000000000002,0.0032573289902280132,1,0,0,0,0,,0,638,0.99687499999999996,True,0.93125000000000002,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E176_primary_CD4,worst_member,0.10000000000000001,640,488,0,0,0,0,0,,0,0,0,0,,0,640,1,True,0.93125000000000002,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E176_primary_CD4,worst_member,0.14999999999999999,640,179,0,0,0,0,0,,0,0,0,0,,0,640,1,True,0.93125000000000002,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E176_primary_CD4,worst_member,0.20000000000000001,640,87,0,0,0,0,0,,143,141,2,0.22343750000000001,0.98601398601398604,0.0031250000000000002,497,0.77656250000000004,True,0.93125000000000002,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E176_primary_CD4,worst_member,0.29999999999999999,640,24,0,0,0,0,0,,600,576,24,0.9375,0.95999999999999996,0.037499999999999999,40,0.0625,True,0.93125000000000002,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E177_Sunshine,worst_member,0.01,50,50,50,50,0,1,1,1,0,0,0,0,,0,0,0,True,0.92000000000000004,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E177_Sunshine,worst_member,0.014999999999999999,50,50,50,50,0,1,1,1,0,0,0,0,,0,0,0,True,0.92000000000000004,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E177_Sunshine,worst_member,0.02,50,50,50,50,0,1,1,1,0,0,0,0,,0,0,0,True,0.92000000000000004,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E177_Sunshine,worst_member,0.025000000000000001,50,50,50,50,0,1,1,1,0,0,0,0,,0,0,0,True,0.92000000000000004,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E177_Sunshine,worst_member,0.029999999999999999,50,50,50,50,0,1,1,1,0,0,0,0,,0,0,0,True,0.92000000000000004,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E177_Sunshine,worst_member,0.040000000000000001,50,50,45,45,0,0.90000000000000002,0.90000000000000002,1,0,0,0,0,,0,5,0.10000000000000001,True,0.92000000000000004,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E177_Sunshine,worst_member,0.050000000000000003,50,50,27,27,0,0.54000000000000004,0.54000000000000004,1,0,0,0,0,,0,23,0.46000000000000002,True,0.92000000000000004,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E177_Sunshine,worst_member,0.059999999999999998,50,50,9,9,0,0.17999999999999999,0.17999999999999999,1,0,0,0,0,,0,41,0.81999999999999995,True,0.92000000000000004,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E177_Sunshine,worst_member,0.070000000000000007,50,50,2,2,0,0.040000000000000001,0.040000000000000001,1,0,0,0,0,,0,48,0.95999999999999996,True,0.92000000000000004,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E177_Sunshine,worst_member,0.080000000000000002,50,50,1,1,0,0.02,0.02,1,0,0,0,0,,0,49,0.97999999999999998,True,0.92000000000000004,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E177_Sunshine,worst_member,0.10000000000000001,50,50,0,0,0,0,0,,0,0,0,0,,0,50,1,True,0.92000000000000004,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E177_Sunshine,worst_member,0.14999999999999999,50,50,0,0,0,0,0,,0,0,0,0,,0,50,1,True,0.92000000000000004,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E177_Sunshine,worst_member,0.20000000000000001,50,50,0,0,0,0,0,,0,0,0,0,,0,50,1,True,0.92000000000000004,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E177_Sunshine,worst_member,0.29999999999999999,50,35,0,0,0,0,0,,0,0,0,0,,0,50,1,True,0.92000000000000004,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E180_XuCao,worst_member,0.01,27,27,27,27,0,1,1,1,0,0,0,0,,0,0,0,True,1,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E180_XuCao,worst_member,0.014999999999999999,27,27,27,27,0,1,1,1,0,0,0,0,,0,0,0,True,1,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E180_XuCao,worst_member,0.02,27,27,27,27,0,1,1,1,0,0,0,0,,0,0,0,True,1,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E180_XuCao,worst_member,0.025000000000000001,27,27,9,9,0,0.33333333333333331,0.33333333333333331,1,0,0,0,0,,0,18,0.66666666666666663,True,1,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E180_XuCao,worst_member,0.029999999999999999,27,27,2,2,0,0.07407407407407407,0.07407407407407407,1,0,0,0,0,,0,25,0.92592592592592593,True,1,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E180_XuCao,worst_member,0.040000000000000001,27,27,0,0,0,0,0,,0,0,0,0,,0,27,1,True,1,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E180_XuCao,worst_member,0.050000000000000003,27,27,0,0,0,0,0,,0,0,0,0,,0,27,1,True,1,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E180_XuCao,worst_member,0.059999999999999998,27,27,0,0,0,0,0,,0,0,0,0,,0,27,1,True,1,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E180_XuCao,worst_member,0.070000000000000007,27,25,0,0,0,0,0,,0,0,0,0,,0,27,1,True,1,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E180_XuCao,worst_member,0.080000000000000002,27,23,0,0,0,0,0,,0,0,0,0,,0,27,1,True,1,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E180_XuCao,worst_member,0.10000000000000001,27,14,0,0,0,0,0,,0,0,0,0,,0,27,1,True,1,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E180_XuCao,worst_member,0.14999999999999999,27,6,0,0,0,0,0,,0,0,0,0,,0,27,1,True,1,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E180_XuCao,worst_member,0.20000000000000001,27,1,0,0,0,0,0,,0,0,0,0,,0,27,1,True,1,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E180_XuCao,worst_member,0.29999999999999999,27,0,0,0,0,0,,,27,27,0,1,1,0,0,0,True,1,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E182_GSE225807,worst_member,0.01,20,20,20,20,0,1,1,1,0,0,0,0,,0,0,0,True,0.94999999999999996,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E182_GSE225807,worst_member,0.014999999999999999,20,20,20,20,0,1,1,1,0,0,0,0,,0,0,0,True,0.94999999999999996,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E182_GSE225807,worst_member,0.02,20,20,20,20,0,1,1,1,0,0,0,0,,0,0,0,True,0.94999999999999996,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E182_GSE225807,worst_member,0.025000000000000001,20,20,20,20,0,1,1,1,0,0,0,0,,0,0,0,True,0.94999999999999996,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E182_GSE225807,worst_member,0.029999999999999999,20,20,20,20,0,1,1,1,0,0,0,0,,0,0,0,True,0.94999999999999996,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E182_GSE225807,worst_member,0.040000000000000001,20,20,20,20,0,1,1,1,0,0,0,0,,0,0,0,True,0.94999999999999996,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E182_GSE225807,worst_member,0.050000000000000003,20,20,20,20,0,1,1,1,0,0,0,0,,0,0,0,True,0.94999999999999996,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E182_GSE225807,worst_member,0.059999999999999998,20,20,20,20,0,1,1,1,0,0,0,0,,0,0,0,True,0.94999999999999996,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E182_GSE225807,worst_member,0.070000000000000007,20,20,20,20,0,1,1,1,0,0,0,0,,0,0,0,True,0.94999999999999996,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E182_GSE225807,worst_member,0.080000000000000002,20,20,20,20,0,1,1,1,0,0,0,0,,0,0,0,True,0.94999999999999996,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E182_GSE225807,worst_member,0.10000000000000001,20,20,20,20,0,1,1,1,0,0,0,0,,0,0,0,True,0.94999999999999996,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E182_GSE225807,worst_member,0.14999999999999999,20,20,0,0,0,0,0,,0,0,0,0,,0,20,1,True,0.94999999999999996,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E182_GSE225807,worst_member,0.20000000000000001,20,20,0,0,0,0,0,,0,0,0,0,,0,20,1,True,0.94999999999999996,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,E182_GSE225807,worst_member,0.29999999999999999,20,3,0,0,0,0,0,,0,0,0,0,,0,20,1,True,0.94999999999999996,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,POOLED_DESCRIPTIVE,worst_member,0.01,737,737,737,737,0,1,1,1,0,0,0,0,,0,0,0,True,0.93351424694708274,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,POOLED_DESCRIPTIVE,worst_member,0.014999999999999999,737,737,737,737,0,1,1,1,0,0,0,0,,0,0,0,True,0.93351424694708274,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,POOLED_DESCRIPTIVE,worst_member,0.02,737,737,664,664,0,0.90094979647218454,0.90094979647218454,1,0,0,0,0,,0,73,0.099050203527815461,True,0.93351424694708274,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,POOLED_DESCRIPTIVE,worst_member,0.025000000000000001,737,737,431,431,0,0.58480325644504749,0.58480325644504749,1,0,0,0,0,,0,306,0.41519674355495251,True,0.93351424694708274,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,POOLED_DESCRIPTIVE,worst_member,0.029999999999999999,737,737,197,197,0,0.26729986431478969,0.26729986431478969,1,0,0,0,0,,0,540,0.73270013568521031,True,0.93351424694708274,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,POOLED_DESCRIPTIVE,worst_member,0.040000000000000001,737,737,89,89,0,0.12075983717774763,0.12075983717774763,1,0,0,0,0,,0,648,0.87924016282225237,True,0.93351424694708274,high is deterministic; low and upper coverage are marginal conformal/empirical
target_cluster,POOLED_DESCRIPTIVE,worst_member,0.050000000000000003,737,737,54,54,0,0.073270013568521031,0.073270013568521031,1,0,0,0,0,,0,683,0.92672998643147897,True,0.93351424694708274,high is deterministic; low and upper coverage are marginal conformal/empirical
