batch,gene,n_target_cells,task_id,context_key,family_rms_error,family_worst_error,centroid_error,diversity_lower_bound,diameter_half_lower_bound,predicted_magnitude,source_effect_magnitude,zero_effect_error,source_effect_error,scGPT_family_rms_error,GEARS_family_rms_error,fraction_members_beating_zero,family_rms_lower_violation,family_worst_lower_violation,rms_identity_residual,scGPT_seed3407_rmse,GEARS_seed3407_rmse,scGPT_seed3408_rmse,GEARS_seed3408_rmse,scGPT_seed3409_rmse,GEARS_seed3409_rmse
10,EIF2B2,6,RPE1::10::EIF2B2,TARGET::10,0.35636782452193394,0.35930631733230717,0.35202420867885553,0.05547056,0.0577060100006187,0.053645461158203435,0.11008102217986747,0.35543618759274115,0.3603781002837159,0.3552423514309112,0.3574897543410564,0.3333333333333333,False,False,5.874264963345865e-11,0.3546469053213178,0.35930631733230717,0.35688071632540996,0.3555482487351198,0.3541936075249856,0.3576047909675865
11,EIF2B2,5,RPE1::11::EIF2B2,TARGET::11,0.4666526535946221,0.47171865069644336,0.46333588654215274,0.055538774,0.05782193925379614,0.053573618028450995,0.11008102217986747,0.4693490565620433,0.46581583182727454,0.4690832665424232,0.4642093140639196,0.8333333333333334,False,False,8.081207925059175e-11,0.46811584018751606,0.46646693408847467,0.47171865069644336,0.4615664919537036,0.4674039019959001,0.4645813542305959
13,EIF2B2,7,RPE1::13::EIF2B2,TARGET::13,0.4533230144894779,0.4566482131159723,0.4499182120725175,0.05545591,0.05768138338518652,0.05366577614446462,0.11008102217986747,0.4535849707433662,0.4570105973861477,0.4530665827094232,0.4535793012954409,0.6666666666666666,False,False,1.519251946469069e-10,0.45239206983047303,0.4566482131159723,0.45546413673080555,0.45119879712479655,0.4513333805631333,0.452873715976217
14,EIF2B2,5,RPE1::14::EIF2B2,TARGET::14,0.47771070764356105,0.4818073840343358,0.4744791617817241,0.055471122,0.05770649474806024,0.053646441960931476,0.11008102217986747,0.480262629526772,0.4782238137368578,0.4799096198816986,0.4755016268527662,0.8333333333333334,False,False,8.365227954776344e-11,0.47932934513046027,0.4775661157011046,0.4818073840343358,0.4732535591081548,0.4785862026341582,0.47567537811463967
15,EIF2B2,5,RPE1::15::EIF2B2,TARGET::15,0.45642428741539953,0.4652483077096952,0.4530331504566611,0.05553463,0.05780262339647682,0.05358805849363747,0.11008102217986747,0.4513620400976643,0.46505474695674587,0.45058943455499195,0.4621854841432421,0.3333333333333333,False,False,4.6496828609576824e-10,0.45012047531859456,0.4652483077096952,0.45301288877798673,0.46036547540876976,0.44862389135861674,0.46092722471458714
2,EIF2B2,7,RPE1::2::EIF2B2,TARGET::2,0.3678218658650794,0.3724055458507308,0.36360554436402975,0.05553317,0.0578071468304629,0.05358005109180924,0.11008102217986747,0.3705386890833417,0.36787206707042,0.37054669146680946,0.3650767035294612,0.8333333333333334,False,False,2.8601732093846977e-11,0.3696964955345237,0.36715722505760895,0.3724055458507308,0.3631942479159198,0.36953100313790693,0.36486779626133087
23,EIF2B2,6,RPE1::23::EIF2B2,TARGET::23,0.46695829801536887,0.46940072477303224,0.4636541937076094,0.055451244,0.05765848856165364,0.053703471817244525,0.11008102217986747,0.4682952499912126,0.46910218486381977,0.4679481749939084,0.4659663181933761,0.8333333333333334,False,False,3.330754561048366e-10,0.4675666193317822,0.4675628254597754,0.46940072477303224,0.4637133981277762,0.46687353695576794,0.46661409935506015
33,EIF2B2,5,RPE1::33::EIF2B2,TARGET::33,0.46389950725178203,0.47044281851610514,0.4605624179043286,0.055542886,0.057826680218381235,0.05355763320539814,0.11008102217986747,0.46761360780520483,0.4622718471820724,0.4676768976788262,0.46009110514592777,0.8333333333333334,False,False,2.722764236295916e-10,0.4663546512250743,0.46265155814418496,0.47044281851610514,0.45764509156979144,0.46622090864185406,0.45996302135284584
53,EIF2B2,6,RPE1::53::EIF2B2,TARGET::53,0.3280202359060172,0.33016207859517005,0.3233054844454165,0.05541515,0.05762172158097849,0.053666089451718545,0.11008102217986747,0.3284848729853116,0.33049747837007926,0.3285251215345533,0.3275145719634247,0.6666666666666666,False,False,1.4194498354491714e-10,0.3277457439513001,0.33011670556704675,0.33016207859517005,0.32560409200782225,0.32766140391783216,0.3268062430836921
30,GBF1,5,RPE1::30::GBF1,TARGET::30,0.5910852588041404,0.5983901595448968,0.5900953660376563,0.034194183,0.0353790928099583,0.032912249624996406,0.057655521909512786,0.5952021139944828,0.6105513709782907,0.5942099890666319,0.5879439218535629,0.8333333333333334,False,False,7.520972733487952e-11,0.5931179394185889,0.5845054452846852,0.5983901595448968,0.5889848243886731,0.5910980123629079,0.5903256955325945
14,GMPPB,6,RPE1::14::GMPPB,TARGET::14,0.24035631705097807,0.24930498445077717,0.2371758773510509,0.0389713,0.04111283060306162,0.037098740660975904,0.0752799487747798,0.23274021107132312,0.24731745670315802,0.23274718959586127,0.24773183894656894,0.16666666666666666,False,False,2.7858160223104278e-11,0.232942487164579,0.24780970633620447,0.23231304581861006,0.24607024659049737,0.23298542703434422,0.24930498445077717
44,GMPPB,5,RPE1::44::GMPPB,TARGET::44,0.2453555961971306,0.2503737996535804,0.24226188655135558,0.03884002,0.04086572461402781,0.03720217212765548,0.0752799487747798,0.24076773992033199,0.2501845843428179,0.24076556523270098,0.24986132107366443,0.3333333333333333,False,False,8.330888062735298e-11,0.2406970449233093,0.2503495247338153,0.2409098881780973,0.24885762037480802,0.24068969763716325,0.2503737996535804
12,GNPNAT1,8,RPE1::12::GNPNAT1,TARGET::12,0.2443901949612419,0.25296260537058957,0.23944221224553106,0.048928462,0.051450037424858985,0.04737024693811847,0.09912292468501813,0.23708288790396093,0.2504873924848797,0.23725239099604917,0.2513253623354505,0.16666666666666666,False,False,9.221159252836841e-11,0.23741961562045008,0.25084430964040105,0.2365795016474915,0.25296260537058957,0.23775650699589465,0.2501606800923966
14,GNPNAT1,7,RPE1::14::GNPNAT1,TARGET::14,0.23418585114426735,0.25054904591048494,0.22899118991000117,0.049051482,0.051659043080893446,0.04723737460784147,0.09912292468501813,0.2188485160362145,0.24968462638108438,0.2182106425331476,0.24913879914136372,0.5,False,False,7.019607117797477e-11,0.21871293230560027,0.24826737687170203,0.2182496242344521,0.25054904591048494,0.21766811504672376,0.24859386333413847
15,GNPNAT1,5,RPE1::15::GNPNAT1,TARGET::15,0.28088195149001677,0.28363402849025804,0.27659825989951625,0.04886792,0.05121739497230206,0.04719918728822796,0.09912292468501813,0.2784212154396405,0.2813571320244361,0.27900319203331003,0.28274822754688345,0.16666666666666666,False,False,7.08729186449375e-11,0.2789080228655264,0.28260504952559296,0.27813549015150907,0.28363402849025804,0.2799630464789077,0.2820031992863507
16,GNPNAT1,5,RPE1::16::GNPNAT1,TARGET::16,0.24819264698471669,0.2555255611805099,0.24330837012531872,0.048996195,0.051558495151337966,0.04728875099479105,0.09912292468501813,0.24153665019336565,0.2515991858100663,0.2418930657082596,0.2543362435769232,0.16666666666666666,False,False,8.267613677004348e-11,0.24196741783159023,0.25422426505687545,0.24106111008782669,0.2555255611805099,0.24264804887812008,0.25325379568752177
18,GNPNAT1,7,RPE1::18::GNPNAT1,TARGET::18,0.28274934841949556,0.2931557884979541,0.27846393246133333,0.04904113,0.05164545431568149,0.047277384437467596,0.09912292468501813,0.27350622888609966,0.29085747541118423,0.2733942268605537,0.29180470315369944,0.5,False,False,6.712411182441258e-11,0.27344632015058956,0.29096616522244684,0.27344543251722714,0.2931557884979541,0.27329089862929495,0.2912873644937977
20,GNPNAT1,5,RPE1::20::GNPNAT1,TARGET::20,0.31182132270797336,0.3161049192986253,0.3079545773858953,0.04895422,0.051502785935856416,0.04737778364015506,0.09912292468501813,0.30816253176329655,0.31396163420624074,0.3083371565819931,0.31526698600017034,0.16666666666666666,False,False,8.156295083772136e-12,0.30873150273733535,0.31595568351242576,0.3071317054797338,0.3161049192986253,0.3091445957701062,0.3137347660625138
25,GNPNAT1,10,RPE1::25::GNPNAT1,TARGET::25,0.23119227789879956,0.24089553476131217,0.2259431319024783,0.04898541,0.051567183534596835,0.04735361690754632,0.09912292468501813,0.2233034671899154,0.23981061859723043,0.22239796702963566,0.23966410449034,0.3333333333333333,False,False,3.53212875614517e-11,0.22331806720132338,0.24001869179506502,0.22198811213791858,0.24089553476131217,0.22188484884654208,0.23806935515625877
29,GNPNAT1,6,RPE1::29::GNPNAT1,TARGET::29,0.2925735227053948,0.3047451139378578,0.2884537045905359,0.048925724,0.05141646789892031,0.04736037011212737,0.09912292468501813,0.28101927901293594,0.3041116287475924,0.2808293565196334,0.303864122418651,0.3333333333333333,False,False,3.939376602701827e-12,0.2803661823075842,0.30348784211159147,0.2821975570733279,0.3047451139378578,0.27991914019911246,0.30335747872967067
3,GNPNAT1,8,RPE1::3::GNPNAT1,TARGET::3,0.2572828389895347,0.2739496000663189,0.25257558682754394,0.048990123,0.05152241846543893,0.047305896901970616,0.09912292468501813,0.24185301102972256,0.2720297727634565,0.2414371739004525,0.27220765884888753,0.3333333333333333,False,False,6.738606894707289e-11,0.24127223618868182,0.2718811293930797,0.24255016802659587,0.2739496000663189,0.24048461667619214,0.27078274817909737
31,GNPNAT1,5,RPE1::31::GNPNAT1,TARGET::31,0.26310586348633647,0.2669894622045427,0.25852843462142316,0.048864543,0.05130809544098674,0.04742377464360754,0.09912292468501813,0.26063513513121483,0.26435663967942086,0.26027221272247664,0.2659093192919859,0.3333333333333333,False,False,2.170059548722847e-10,0.2610848260817665,0.2669894622045427,0.2591477113489095,0.2661570351447123,0.2605802207360306,0.2645758076122747
35,GNPNAT1,5,RPE1::35::GNPNAT1,TARGET::35,0.35009014774524094,0.35869850077454957,0.3466609967643866,0.048880108,0.05130850525982693,0.0474466919145253,0.09912292468501813,0.34226455888128887,0.3578795854478599,0.3422589233761738,0.3577499859761726,0.16666666666666666,False,False,1.209003730462399e-10,0.3426378960180666,0.35696049071160185,0.34146323021338393,0.35869850077454957,0.34267425715452715,0.35758880157364825
49,GNPNAT1,6,RPE1::49::GNPNAT1,TARGET::49,0.33903703040806826,0.35550175916112986,0.3354752815003631,0.04901473,0.051611601403350006,0.04731746869103316,0.09912292468501813,0.3243242676746826,0.35432630291327444,0.3236436008004776,0.35376126927172774,0.3333333333333333,False,False,1.8142548574573425e-10,0.32336965596777106,0.3520695556037945,0.32545991943435687,0.35550175916112986,0.3220922964902515,0.3537041619214004
52,GNPNAT1,6,RPE1::52::GNPNAT1,TARGET::52,0.23146837415019259,0.2351952322444391,0.22624474493829336,0.048897073,0.051373297398542746,0.04738501560587622,0.09912292468501813,0.2340825735307688,0.22751393704722928,0.23347757392589077,0.22944158066302478,0.6666666666666666,False,False,5.7472200609698376e-11,0.2351952322444391,0.22970121136824054,0.23079390261115904,0.23068108828622857,0.23441994331957888,0.2279339944248905
53,GNPNAT1,5,RPE1::53::GNPNAT1,TARGET::53,0.19169952182122385,0.19255032422340185,0.1853374325496725,0.04897696,0.05154327355053761,0.04726738257700908,0.09912292468501813,0.1918515455163837,0.1876124108696114,0.19191729166625787,0.1914815043090592,0.5,False,False,6.613667252741706e-11,0.19232131250917045,0.19155905729861597,0.19087594379006304,0.19223063986100297,0.19255032422340185,0.1906515359048432
8,GNPNAT1,5,RPE1::8::GNPNAT1,TARGET::8,0.29664883881705056,0.30899784184206847,0.29256995272617675,0.049024038,0.05161535041450503,0.04728431098158202,0.09912292468501813,0.285517003683453,0.30803314849724706,0.2855233216529308,0.3073719244421747,0.3333333333333333,False,False,3.441501250645018e-11,0.2850492541349032,0.30622175397517865,0.28654522630269635,0.30899784184206847,0.28497273136818,0.30688934640219595
10,HSD17B12,6,RPE1::10::HSD17B12,TARGET::10,0.20695582665484988,0.21554379362170373,0.20200463578751723,0.04499824,0.04654523374504965,0.044101547331732396,0.09245065682291093,0.19994462522730214,0.21564845473411445,0.19923525175673282,0.21439856069996327,0.5,False,False,1.88113483123864e-10,0.19990065660104372,0.21360829589876196,0.19903440170972792,0.21403877556423945,0.19876893885672475,0.21554379362170373
11,HSD17B12,14,RPE1::11::HSD17B12,TARGET::11,0.20070999777011037,0.21185583809732716,0.19558569299947892,0.04506373,0.04667664066562776,0.0440256758714906,0.09245065682291093,0.19153184296366504,0.21172372629631878,0.19086186450535422,0.21009701351350815,0.3333333333333333,False,False,1.052373466148282e-10,0.19063080065809032,0.20831495637513212,0.1925654062545344,0.21010532614950905,0.1893758593957059,0.21185583809732716
12,HSD17B12,8,RPE1::12::HSD17B12,TARGET::12,0.24746281328038008,0.2596202102279513,0.24333367278967122,0.045017418,0.04657062484926863,0.04409487255497466,0.09245065682291093,0.23606536109842075,0.25897612558528244,0.2369032742073823,0.25758984177001687,0.16666666666666666,False,False,2.9075147844892513e-10,0.23671075959246896,0.2555052883549323,0.23580619162145183,0.2576275874458407,0.23818677603233562,0.2596202102279513
13,HSD17B12,6,RPE1::13::HSD17B12,TARGET::13,0.23868567083311001,0.2453592321582492,0.23444553589965736,0.044789955,0.0462820079478513,0.04387404245349313,0.09245065682291093,0.23348300078034598,0.24488815645394874,0.23339453834044274,0.24386202737399498,0.3333333333333333,False,False,8.587551503236313e-11,0.23341328871523884,0.24265802303045114,0.23349600775429913,0.24356107291300194,0.23327426475157106,0.2453592321582492
14,HSD17B12,7,RPE1::14::HSD17B12,TARGET::14,0.20521069994549815,0.21812668841867666,0.20021115023049907,0.045021407,0.04657316893309434,0.04408465294665524,0.09245065682291093,0.1941012319727375,0.21788170102267118,0.1933801058283988,0.2163954653268867,0.3333333333333333,False,False,4.962623090243312e-10,0.1942105920721885,0.21524557360095486,0.19284667967413172,0.2158033435487433,0.19308029432399615,0.21812668841867666
17,HSD17B12,8,RPE1::17::HSD17B12,TARGET::17,0.22311451481881361,0.23155092726288853,0.21853810665316323,0.044957563,0.046438911827679494,0.04417810012775802,0.09245065682291093,0.21583576920729292,0.23156342379607225,0.2154838456746007,0.23049270205139702,0.3333333333333333,False,False,1.0199201205818298e-10,0.21615777383322948,0.22857852313470325,0.21458881746434547,0.23133673279900155,0.21570192273334424,0.23155092726288853
18,HSD17B12,9,RPE1::18::HSD17B12,TARGET::18,0.23936711335255798,0.24733560338256055,0.23510747987810476,0.044956513,0.04644396439538166,0.04418091279910454,0.09245065682291093,0.2323434678380317,0.24739052926471305,0.23230591204865855,0.24622589859052924,0.16666666666666666,False,False,1.7194901752448644e-10,0.2326020326739287,0.2449673513424576,0.23167855663326486,0.24636898239386057,0.2326358766625667,0.24733560338256055
2,HSD17B12,8,RPE1::2::HSD17B12,TARGET::2,0.2290501890909638,0.23735864444175148,0.2245761788345489,0.045050293,0.046650578236373266,0.04404520958651212,0.09245065682291093,0.22202330389548092,0.2360903823497111,0.22185823193695817,0.23602309879971373,0.16666666666666666,False,False,1.813026881403168e-10,0.2222652745007985,0.2342122471926743,0.22125330401517246,0.23648722306879522,0.22205483207539922,0.23735864444175148
20,HSD17B12,8,RPE1::20::HSD17B12,TARGET::20,0.3120207676097088,0.3187641344060015,0.30876384060705675,0.04496499,0.04644302001203603,0.04418829601274385,0.09245065682291093,0.3065087903769771,0.32037355074768115,0.3059009759884918,0.31802281636510293,0.3333333333333333,False,False,3.9907790960747036e-10,0.30554443270008436,0.3173412955975731,0.3077973446840193,0.31796141890364993,0.30435113862705715,0.3187641344060015
21,HSD17B12,7,RPE1::21::HSD17B12,TARGET::21,0.3475492804895202,0.3530920480506147,0.3446121790462657,0.045088228,0.04668199491386298,0.044095951321653976,0.09245065682291093,0.3434827834644281,0.3525969137469088,0.3430289388214546,0.35201157916834663,0.5,False,False,2.2955871925578464e-10,0.3434657851574386,0.3506773532872767,0.34289619952955563,0.35226106100537474,0.3427243927433398,0.3530920480506147
22,HSD17B12,7,RPE1::22::HSD17B12,TARGET::22,0.24116307524297484,0.2516064960171498,0.23691571082535495,0.045061897,0.04667958510835469,0.04402061928906587,0.09245065682291093,0.23154988318071595,0.2522191842158475,0.23171513440739572,0.2502545787949943,0.16666666666666666,False,False,1.0813793610564559e-10,0.2314842468054948,0.24864494250231725,0.23193233856075152,0.25050334599276586,0.23172860063217512,0.2516064960171498
24,HSD17B12,6,RPE1::24::HSD17B12,TARGET::24,0.28179229280824075,0.2856380021270539,0.27818674671041355,0.04493362,0.04640865682537612,0.04419830735127446,0.09245065682291093,0.27736306483692774,0.2872677929523705,0.2780733548715776,0.2854627854602351,0.0,False,False,3.402179926670357e-11,0.27743051768066374,0.28520350321581567,0.27816749198930596,0.2856380021270539,0.2786207571743737,0.28554666718846505
25,HSD17B12,7,RPE1::25::HSD17B12,TARGET::25,0.27141080636566756,0.2747046061488479,0.2676591793325854,0.044970986,0.046457338362306186,0.04418716453758068,0.09245065682291093,0.2685347821250992,0.27546858003854513,0.26871182885964456,0.27408320753929616,0.16666666666666666,False,False,2.4281146537852294e-11,0.2684694792816096,0.2734655759748513,0.2688888049477494,0.27407804013170384,0.26877702687416805,0.2747046061488479
28,HSD17B12,6,RPE1::28::HSD17B12,TARGET::28,0.26179518767456916,0.2675380202767271,0.25789624525553273,0.045013856,0.04659220777662349,0.04408571059704021,0.09245065682291093,0.25740891102104463,0.268601451356452,0.2570112761929255,0.2664932353528125,0.3333333333333333,False,False,3.536236581336283e-10,0.25691659311831083,0.2656532637227455,0.25794273028208187,0.26628496887036546,0.25617142765354267,0.2675380202767271
29,HSD17B12,5,RPE1::29::HSD17B12,TARGET::29,0.26412444196605284,0.2708204848914656,0.26025380721670316,0.045051932,0.04665633586443766,0.04404032273115893,0.09245065682291093,0.2586656961460488,0.27160303673529396,0.2586334399470575,0.2695035907532763,0.16666666666666666,False,False,1.5745099668507123e-11,0.2589180055500351,0.268605386814741,0.2580787924304448,0.26907985324803324,0.2589026304929713,0.2708204848914656
30,HSD17B12,6,RPE1::30::HSD17B12,TARGET::30,0.27244963558531193,0.28105798578660157,0.26869830205973655,0.045055814,0.04666111041490606,0.044028279746971835,0.09245065682291093,0.2644038307673399,0.281645598196312,0.2645213860250961,0.280153608216101,0.3333333333333333,False,False,3.220479438681423e-13,0.2641029635450504,0.2784138429250669,0.2652068176507896,0.28098091266628156,0.26425302176545945,0.28105798578660157
31,HSD17B12,8,RPE1::31::HSD17B12,TARGET::31,0.23775317612745292,0.24217093720454594,0.2334445922801998,0.045057684,0.046671415678330566,0.0440361021419092,0.09245065682291093,0.23376063868851601,0.24222457891220495,0.23379310393995625,0.24164836036585086,0.16666666666666666,False,False,1.2397513571293928e-10,0.23385088104977445,0.2406678744140738,0.23362179809551406,0.2421032870512001,0.23390653525821095,0.24217093720454594
32,HSD17B12,8,RPE1::32::HSD17B12,TARGET::32,0.21517842670543205,0.22793941312273422,0.21040481913037307,0.045072913,0.04668504727137821,0.0440148311111235,0.09245065682291093,0.20413018061053514,0.22791421998235864,0.20363372358696336,0.22613451142397129,0.3333333333333333,False,False,1.0035215020076649e-10,0.20418208891879505,0.22383984046648733,0.20333350855980448,0.22660494596560687,0.20338446107604333,0.22793941312273422
33,HSD17B12,7,RPE1::33::HSD17B12,TARGET::33,0.22662618643044308,0.23411996352895767,0.22210435931638653,0.04504533,0.04664189849502951,0.044040257353538656,0.09245065682291093,0.21958045681368846,0.23482935328241536,0.22009388537039665,0.23297540293896818,0.16666666666666666,False,False,1.4212291760129503e-10,0.21954094825124001,0.23144123449884274,0.22036585153558588,0.23335683571426613,0.22037381570924972,0.23411996352895767
34,HSD17B12,8,RPE1::34::HSD17B12,TARGET::34,0.2923754359220361,0.3006989675090771,0.2889077401983945,0.044896696,0.046503170258891356,0.04376043517113958,0.09245065682291093,0.2855626734992819,0.3017143775079329,0.2853565834562841,0.29922969662010157,0.3333333333333333,False,False,1.8541619628553718e-10,0.2851058966058171,0.29749235982200894,0.2863006446754628,0.29948899947173596,0.28466068879375883,0.3006989675090771
