scope,stratum,predictor,outcome,n_tasks,spearman,inference
hepg2,primary_ge30,predicted_magnitude,family_centroid_rmse,405,0.7766041464573388,descriptive_point_only
hepg2,primary_ge30,predicted_magnitude,worst_seed_error,405,0.7801140212543423,descriptive_point_only
hepg2,primary_ge30,family_disagreement,family_rms_error,405,0.2826184424682206,descriptive_point_only
hepg2,primary_ge30,family_disagreement,family_centroid_rmse,405,0.274612748631185,descriptive_point_only
hepg2,primary_ge30,family_disagreement,worst_seed_error,405,0.28968226871948277,descriptive_point_only
hepg2,primary_ge30,family_radius,family_rms_error,405,0.2669726742789222,descriptive_point_only
hepg2,primary_ge30,family_radius,family_centroid_rmse,405,0.25909126216398326,descriptive_point_only
hepg2,primary_ge30,family_radius,worst_seed_error,405,0.2741972719439432,descriptive_point_only
hepg2,primary_ge30,model_source_gap,family_rms_error,405,0.434586808434538,descriptive_point_only
hepg2,primary_ge30,model_source_gap,family_centroid_rmse,405,0.4333877065867507,descriptive_point_only
hepg2,primary_ge30,model_source_gap,worst_seed_error,405,0.4337513390091062,descriptive_point_only
hepg2,primary_ge30,source_delta_dispersion,family_rms_error,405,0.6254823995549675,descriptive_point_only
hepg2,primary_ge30,source_delta_dispersion,family_centroid_rmse,405,0.6245248940657826,descriptive_point_only
hepg2,primary_ge30,source_delta_dispersion,worst_seed_error,405,0.6260763582472494,descriptive_point_only
hepg2,primary_ge30,negative_log_source_cells,family_rms_error,405,0.20641450920246124,descriptive_point_only
hepg2,primary_ge30,negative_log_source_cells,family_centroid_rmse,405,0.2028326981115129,descriptive_point_only
hepg2,primary_ge30,negative_log_source_cells,worst_seed_error,405,0.2079152100113201,descriptive_point_only
hepg2,primary_ge30,support_context_deficit,family_rms_error,405,0.0932053848155279,descriptive_point_only
hepg2,primary_ge30,support_context_deficit,family_centroid_rmse,405,0.09379473558776649,descriptive_point_only
hepg2,primary_ge30,support_context_deficit,worst_seed_error,405,0.09304728950954212,descriptive_point_only
jurkat,primary_ge30,safeconf_e201_risk,family_rms_error,421,0.4453297352758127,descriptive_point_only
jurkat,primary_ge30,safeconf_e201_risk,family_centroid_rmse,421,0.44072645167308067,descriptive_point_only
jurkat,primary_ge30,safeconf_e201_risk,worst_seed_error,421,0.45071395603529657,descriptive_point_only
jurkat,primary_ge30,predicted_magnitude,family_rms_error,421,0.7094741700532472,descriptive_point_only
jurkat,primary_ge30,predicted_magnitude,family_centroid_rmse,421,0.7095253105013212,descriptive_point_only
jurkat,primary_ge30,predicted_magnitude,worst_seed_error,421,0.7099953844941518,descriptive_point_only
jurkat,primary_ge30,family_disagreement,family_rms_error,421,0.28855547532473375,descriptive_point_only
jurkat,primary_ge30,family_disagreement,family_centroid_rmse,421,0.2806505772598691,descriptive_point_only
jurkat,primary_ge30,family_disagreement,worst_seed_error,421,0.2967919822069837,descriptive_point_only
jurkat,primary_ge30,family_radius,family_rms_error,421,0.2809349052856387,descriptive_point_only
jurkat,primary_ge30,family_radius,family_centroid_rmse,421,0.27327300475863475,descriptive_point_only
jurkat,primary_ge30,family_radius,worst_seed_error,421,0.2894885472735547,descriptive_point_only
jurkat,primary_ge30,model_source_gap,family_rms_error,421,0.2722950643034848,descriptive_point_only
jurkat,primary_ge30,model_source_gap,family_centroid_rmse,421,0.2710746087675313,descriptive_point_only
jurkat,primary_ge30,model_source_gap,worst_seed_error,421,0.27241760839603935,descriptive_point_only
jurkat,primary_ge30,source_delta_dispersion,family_rms_error,421,0.6763835074508696,descriptive_point_only
jurkat,primary_ge30,source_delta_dispersion,family_centroid_rmse,421,0.676802570689413,descriptive_point_only
jurkat,primary_ge30,source_delta_dispersion,worst_seed_error,421,0.6767181307737594,descriptive_point_only
jurkat,primary_ge30,negative_log_source_cells,family_rms_error,421,0.054686651296203745,descriptive_point_only
jurkat,primary_ge30,negative_log_source_cells,family_centroid_rmse,421,0.051092696537606626,descriptive_point_only
jurkat,primary_ge30,negative_log_source_cells,worst_seed_error,421,0.05864301693067057,descriptive_point_only
jurkat,primary_ge30,support_context_deficit,family_rms_error,421,-0.11740150976579393,descriptive_point_only
jurkat,primary_ge30,support_context_deficit,family_centroid_rmse,421,-0.11948979972726084,descriptive_point_only
jurkat,primary_ge30,support_context_deficit,worst_seed_error,421,-0.11517506010547117,descriptive_point_only
