scope,replicate,rho_safeconf,rho_magnitude,rho_disagreement,partial_safeconf_given_magnitude,utility_safeconf,utility_magnitude,delta_utility_safeconf_minus_magnitude,delta_rho_safeconf_minus_magnitude,mean_delta_family_centroid_minus_control,mean_delta_family_centroid_minus_official_general,mean_delta_family_centroid_minus_source
pooled,836,0.4371424417201762,0.5920265236874903,0.23752268908213053,0.2959800155361673,0.33072371220852126,0.5617528765954498,-0.23102916438692855,-0.15488408196731412,-0.00791190445358751,-0.0025726701304320905,-0.00299686075707863
pooled,837,0.4163900307193513,0.6457593276909481,0.28091211938059135,0.251803603994324,0.3226743170148732,0.5961049787893375,-0.27343066177446435,-0.2293692969715968,-0.008832095046960186,-0.0026560985494126473,-0.0029851883513895773
pooled,838,0.43177753267377245,0.6266818158093594,0.26063407550212137,0.26035313978960917,0.3804128742887529,0.637574326280856,-0.25716145199210305,-0.194904283135587,-0.008442467535832434,-0.0026799088804573953,-0.0027666103549198007
pooled,839,0.47130427744717707,0.6585120225936898,0.24075796555518816,0.27283363884442957,0.36264338812607116,0.6602510227373283,-0.2976076346112571,-0.18720774514651273,-0.007796232636680065,-0.0028020438398190075,-0.0032027984627127147
pooled,840,0.3984872994631845,0.6416259847244342,0.1989580903004218,0.24729788490125626,0.3470908448400879,0.6322164363425833,-0.2851255915024954,-0.2431386852612497,-0.00889477558728119,-0.002598194604406283,-0.002861449613574872
pooled,841,0.4320149785482472,0.5850120654275537,0.24243164495521866,0.2844389848957506,0.3432264288487637,0.6008640694409006,-0.25763764059213695,-0.15299708687930647,-0.009163826435440873,-0.0024169276778346588,-0.0028038397755898265
pooled,842,0.40236272790405736,0.6184337458611219,0.2685367465012907,0.2445158398708939,0.2624809996831527,0.5656849857876146,-0.3032039861044619,-0.21607101795706452,-0.008977340180590761,-0.002650365702596758,-0.0030985151183731212
pooled,843,0.3928224480955049,0.6326761134472856,0.18960975614028328,0.23140168215995477,0.2605062655062173,0.5684640692552346,-0.3079578037490173,-0.2398536653517807,-0.00819571723021359,-0.002694051264377285,-0.0028238137021892548
pooled,844,0.4540941548554257,0.6319234833042147,0.2778970943018829,0.2529454726429032,0.394124467135142,0.6215318051053471,-0.22740733797020513,-0.17782932844878896,-0.00795234848412331,-0.0025394416894369857,-0.0028911437188182043
pooled,845,0.41450399861735127,0.6288504382092764,0.21764599725109113,0.23803525595191824,0.3390557902056006,0.5828352363324274,-0.24377944612682678,-0.21434643959192518,-0.008827704910242692,-0.0026239149244262597,-0.003091917001309098
pooled,846,0.3990110880608563,0.6098045253674759,0.204980931930499,0.23959415911198897,0.31474475405589064,0.5831063957820349,-0.2683616417261443,-0.2107934373066196,-0.00885233675887468,-0.00259034796689819,-0.0029564689828684445
pooled,847,0.3747195747147108,0.6194931372556236,0.2215047328867561,0.26470017897817444,0.28169914152456094,0.5689986809489584,-0.2872995394243975,-0.24477356254091281,-0.009045666716171007,-0.002619824300211507,-0.002900179308059518
pooled,848,0.41091377463897755,0.6194556673005565,0.21236113192784764,0.22855291070906564,0.34586141809198584,0.6200474408315462,-0.27418602273956033,-0.2085418926615789,-0.008546051017480098,-0.002453261857449025,-0.00269780944823671
pooled,849,0.4061959482933515,0.5889849972507027,0.19802308327844637,0.25026677093473604,0.31861206006911097,0.6074345971535842,-0.2888225370844732,-0.18278904895735126,-0.007798325925476155,-0.0027123583366007223,-0.0032938444572780355
pooled,850,0.4082513427575452,0.5913229820007451,0.20792604465097525,0.26349305501630776,0.28319125786113086,0.574306327262808,-0.2911150694016771,-0.18307163924319986,-0.008502010007022488,-0.002555842338384692,-0.0027862431446329804
pooled,851,0.4347020343754427,0.6201259306429756,0.2576812569825745,0.29491803591850124,0.3587913823329392,0.6100445758152494,-0.2512531934823102,-0.18542389626753292,-0.008502722044675792,-0.0026229103400620024,-0.002765690543075909
pooled,852,0.3764336913941199,0.6043744066307818,0.2349674844876585,0.23807653283123276,0.2715413183257772,0.5775441008479509,-0.3060027825221737,-0.22794071523666187,-0.009243415092014911,-0.0025517725551255145,-0.002906598662861813
pooled,853,0.4288304213110445,0.5987941693685118,0.22044534543615166,0.2804971399631322,0.3453080339137218,0.6219249729886462,-0.27661693907492446,-0.16996374805746733,-0.007829664735781105,-0.0026349815841031033,-0.0029273163689853897
pooled,854,0.461016406177895,0.6353040456003003,0.28689000245295576,0.30185071356760085,0.3933787120580926,0.6369045857849456,-0.24352587372685297,-0.17428763942240527,-0.008116399619017287,-0.0024947247380439222,-0.0026906792097925584
pooled,855,0.3920290369157596,0.6130057772737664,0.24457079440208748,0.23548362953722582,0.32883326489887416,0.6200422275255754,-0.2912089626267012,-0.2209767403580068,-0.008451328106233464,-0.0025693381801810636,-0.002733173735838371
pooled,856,0.4286080299165115,0.6152631197235424,0.24023890870992257,0.2483882213407127,0.31973573827313684,0.5752826187963975,-0.2555468805232607,-0.18665508980703094,-0.008778549855508352,-0.0025289331532545108,-0.003023856120544376
pooled,857,0.4548754673518905,0.6243689478757549,0.26921272035572397,0.2813030246018094,0.4160860639957445,0.6177293179845911,-0.20164325398884658,-0.16949348052386443,-0.009080357981023404,-0.002395308150342863,-0.002713633819476833
pooled,858,0.42038799702780916,0.6728621600752548,0.2719375284326891,0.2578100908490786,0.2824147645678321,0.6305552962275337,-0.3481405316597016,-0.25247416304744563,-0.008942729902807882,-0.002675041471581956,-0.003169353511456289
pooled,859,0.40621834475801344,0.6566226239876779,0.257535921234994,0.21192883681209657,0.252809158764734,0.6192065321552864,-0.36639737339055245,-0.25040427922966446,-0.008502990431536404,-0.0026173706002819044,-0.0030542848228055862
pooled,860,0.418317622695136,0.6216313667173837,0.2750198950069917,0.26550102217437493,0.3473565028348233,0.5969249572873256,-0.24956845445250236,-0.20331374402224772,-0.008594485626906838,-0.0025354431963881376,-0.0027118538124494378
pooled,861,0.39820473437281884,0.5934366457792848,0.212164937461981,0.25403168742148013,0.2825325269119655,0.611424079273782,-0.32889155236181644,-0.19523191140646595,-0.008460050440664862,-0.0027504341645562223,-0.0030083353790506247
pooled,862,0.39861502698997686,0.6105283544497186,0.18560580983158526,0.23631174032466887,0.28299898372532994,0.5859735777384381,-0.3029745940131081,-0.21191332745974178,-0.007788158518670176,-0.0026226000528416235,-0.0028147318085099265
pooled,863,0.4618782534362357,0.667875970262476,0.3006681160657747,0.2844343112651147,0.3353382607565575,0.6336787405472888,-0.2983404797907313,-0.20599771682624035,-0.008997201516398403,-0.0024993815188343064,-0.0027906732706816143
pooled,864,0.4036176781091888,0.6350974167083503,0.2593543368882375,0.24700157984379065,0.2905493040396662,0.5850269045235309,-0.2944776004838647,-0.2314797385991615,-0.008682281217307936,-0.0026225443992136774,-0.003006726517248108
pooled,865,0.3997981130407492,0.598794810937518,0.2392611707011238,0.2471510131568135,0.32716502749729653,0.5487249915773655,-0.221559964080069,-0.19899669789676877,-0.007876828090994856,-0.002621867528102069,-0.0029315869989840083
pooled,866,0.3919587941520231,0.6361476581149516,0.2775381634590182,0.21859048046048615,0.3160337964316705,0.6291309737209064,-0.3130971772892359,-0.24418886396292844,-0.008108313645172094,-0.0026815294377258055,-0.003110798372472178
pooled,867,0.3939328540366647,0.5907285303207512,0.24960995075053266,0.23328208724045466,0.2862207273398984,0.5614652066873973,-0.2752444793474989,-0.1967956762840865,-0.00849322386665421,-0.002620422982509517,-0.00286983202324233
pooled,868,0.412650963894434,0.6266489961708906,0.22937714334870388,0.2702012990345356,0.35669331595165066,0.6198278338017936,-0.26313451785014297,-0.21399803227645664,-0.00862760460451,-0.0026147321458037274,-0.0027456945587340893
pooled,869,0.3843310815748454,0.6141063476075161,0.26450541625261537,0.22471912661227395,0.25349879998887664,0.6137428806790794,-0.3602440806902028,-0.22977526603267073,-0.009214742804496922,-0.0025191440186248695,-0.00288859826248999
pooled,870,0.3880548615891176,0.6069685913226347,0.24227347293016244,0.23527572335812005,0.2792043536674049,0.5710326909308088,-0.29182833726340385,-0.21891372973351708,-0.007854896992516864,-0.0027012622752202,-0.0030280527485433703
pooled,871,0.3839586049155938,0.5872598000500767,0.25192628220447427,0.24368872182039822,0.2571619594896615,0.5878782819685916,-0.3307163224789301,-0.20330119513448291,-0.009071204546384137,-0.0025612723604949827,-0.002915340691461485
pooled,872,0.356293879927162,0.5798074414813628,0.20617731953184837,0.2144265701968427,0.2624331333366764,0.6056726332463829,-0.3432394999097065,-0.22351356155420077,-0.007975461165684714,-0.0026767200499979806,-0.0031921158224366758
pooled,873,0.4352211873186325,0.6339895682749873,0.24934848651655356,0.27148620912930505,0.36712841643496114,0.6354604675921918,-0.26833205115723063,-0.1987683809563548,-0.00876173634397781,-0.00256828444191842,-0.0027488205545489726
pooled,874,0.43435642276496955,0.6089993911190689,0.2682616407141236,0.27190559372547296,0.31448256239075384,0.5850910284240853,-0.2706084660333315,-0.17464296835409931,-0.009171761653979956,-0.002445688896356472,-0.0025945174425305866
pooled,875,0.4197479120276525,0.614902908403946,0.20929104240820495,0.261290061750398,0.3400578855753505,0.566742746718254,-0.22668486114290348,-0.19515499637629352,-0.008250676672652172,-0.002582731893142887,-0.002970644638892473
pooled,876,0.4026103435628946,0.5965502823377807,0.2674592707768274,0.2517118134921595,0.31002743354937196,0.5270625441306235,-0.21703511058125152,-0.19393993877488613,-0.009500442454062969,-0.0025371467012464946,-0.0028973147612452003
pooled,877,0.38518465594817203,0.6419453237545251,0.2671705327469547,0.21571756445115112,0.29662097706409235,0.5492847604130031,-0.25266378334891076,-0.25676066780635304,-0.00905342838569002,-0.0027207457283371004,-0.0029611534363675864
pooled,878,0.40021703092221517,0.6226006177590917,0.2237630917183899,0.2287455610354576,0.3238210582262622,0.646633599069678,-0.32281254084341576,-0.22238358683687653,-0.009218104596276729,-0.0024221376172000346,-0.0029292627527705826
pooled,879,0.4302731781458021,0.6031978328256594,0.2559172928891448,0.2818116277802455,0.3164658355318114,0.5433780392214123,-0.22691220368960086,-0.1729246546798573,-0.008511321860469217,-0.00252838694884023,-0.003019937427506732
pooled,880,0.4287132041972958,0.636543021419204,0.2550683650009076,0.24016156531172894,0.35626336830251515,0.5987028882408673,-0.2424395199383521,-0.20782981722190824,-0.009337236396148993,-0.0025358214954963225,-0.0029342830480495155
pooled,881,0.4081651646895919,0.6209002845356377,0.2361829493842524,0.274231038430902,0.32485718145210746,0.6347502395000526,-0.30989305804794515,-0.21273511984604582,-0.00842016854145986,-0.0026374423545074436,-0.0029300414022321074
pooled,882,0.39626590907881487,0.6244266018623746,0.22096015983941575,0.25020795501267573,0.3269853993108005,0.5645347691036835,-0.237549369792883,-0.22816069278355977,-0.008398411243974868,-0.0026340488545493284,-0.002953203966232019
pooled,883,0.4083996047145254,0.6019723630838184,0.22247552190920097,0.25943536849257987,0.3346446182317797,0.5833176904475044,-0.24867307221572466,-0.193572758369293,-0.007984514310138796,-0.0025729644944279804,-0.0029066045988170625
pooled,884,0.42472487247910884,0.6347605750612259,0.21081386520767476,0.24076330045896255,0.3202015969257679,0.6116227982954043,-0.29142120136963645,-0.210035702582117,-0.008872759029928665,-0.0026219744711483417,-0.003008880724858033
pooled,885,0.3711325611263259,0.6335849100297174,0.22494960221792726,0.2516423001679305,0.2684953195130579,0.5685380855703217,-0.3000427660572638,-0.2624523489033915,-0.008817002750658439,-0.002614249887827386,-0.0030133804893531404
pooled,886,0.36881403809639957,0.6505284351544877,0.24357289783338043,0.2335302299056855,0.3070971282623415,0.6189792729850713,-0.3118821447227298,-0.2817143970580881,-0.008859066831812505,-0.0026817628927799787,-0.002985186931270469
pooled,887,0.42601230427237036,0.5979626428594851,0.30661510695608407,0.25785976610406697,0.35626129632075954,0.5963248132680818,-0.2400635169473223,-0.17195033858711473,-0.007954453069938154,-0.002536928521795712,-0.0029664753572890656
pooled,888,0.4080042333669851,0.6126580194062581,0.20860478405492452,0.25473956347445403,0.3639976673231908,0.5881234289728027,-0.2241257616496119,-0.20465378603927298,-0.008307738857165781,-0.002546410525735394,-0.0028533516821046103
pooled,889,0.44686962921498147,0.6268572304120881,0.25656745911031403,0.260489105385553,0.3570490920972217,0.6357141560414453,-0.27866506394422363,-0.1799876011971066,-0.008046537510146636,-0.002578485360561926,-0.003037909495153962
pooled,890,0.4410997742824431,0.6226906189368451,0.2563467674127066,0.2846677543469007,0.36439784374185175,0.5391414916594265,-0.17474364791757474,-0.18159084465440195,-0.009220486372758548,-0.002547546380284066,-0.002653980509468651
pooled,891,0.39820055040557634,0.616267859190419,0.23357715692088835,0.26268448473296063,0.32402441432117235,0.5750450232257724,-0.2510206089046001,-0.2180673087848427,-0.008788816291240531,-0.0026446064074406605,-0.002884617386805303
pooled,892,0.43477334159035413,0.6406659392860927,0.2455762332561282,0.22972500159210207,0.3296793061232265,0.6400710946916492,-0.31039178856842276,-0.2058925976957386,-0.008133551892813194,-0.002623826704050189,-0.002988733198359151
pooled,893,0.41167357746360494,0.6456991306949645,0.25020110130218165,0.23792571797883486,0.3349340924929512,0.6062859334906451,-0.2713518409976939,-0.2340255532313596,-0.008895560972642163,-0.002636212961458244,-0.0029549210773194817
pooled,894,0.42904333964484687,0.6215617880613129,0.27060442188702377,0.24496981137860327,0.3632529420593863,0.6135649304261845,-0.25031198836679824,-0.19251844841646604,-0.008121457013282938,-0.002696415141849809,-0.0031270829794460405
pooled,895,0.37676330866785623,0.5953989298672469,0.24266978455862143,0.2302782841665542,0.2987532458303567,0.6086568165313566,-0.30990357070099994,-0.21863562119939062,-0.008424108619471668,-0.0025606374231908224,-0.0029018431149046607
pooled,896,0.42496601808333884,0.5737122667478404,0.23183865716719326,0.2893739108316695,0.31039641482278807,0.5743766137158878,-0.2639801988930997,-0.14874624866450153,-0.00840052913320495,-0.0025939005111529257,-0.0029761879446370335
pooled,897,0.41953447663725757,0.6210772781602204,0.28366376977922175,0.23362129092332162,0.3500975912773003,0.5572309628846414,-0.20713337160734108,-0.20154280152296283,-0.008322430002943148,-0.002537473459480958,-0.002953773362247803
pooled,898,0.479754157459362,0.632074262524672,0.277559831717669,0.3230716093072165,0.41063364748675724,0.6043282410899954,-0.19369459360323815,-0.15232010506531002,-0.008167147401383898,-0.002574045232428491,-0.002821183211061177
pooled,899,0.4098062246038106,0.6131518964775817,0.23161615162923743,0.22338492732630286,0.3405433669752613,0.573304931147895,-0.23276156417263377,-0.20334567187377112,-0.008379853447625615,-0.002495274203487308,-0.0029938971943483206
pooled,900,0.44055574503067124,0.6556863118051869,0.2594190948648961,0.2568218864127316,0.32768933965483915,0.6471830742935085,-0.31949373463866937,-0.21513056677451564,-0.008579723947601219,-0.002625560198903106,-0.0029339229147048815
pooled,901,0.392564911734631,0.6228838464879582,0.22132650255662642,0.22201618135719214,0.3470623652072786,0.5638172955479097,-0.2167549303406311,-0.23031893475332726,-0.008461238319748963,-0.0025387687883143004,-0.0027930404687303914
pooled,902,0.41075088608399246,0.6349605428858045,0.24463520675293862,0.24239018383786343,0.2941764830918055,0.592765147938418,-0.29858866484661245,-0.22420965680181204,-0.0088399384120572,-0.0027567836691701963,-0.003038340328806238
pooled,903,0.40622736020784467,0.6280849322414263,0.2483826155645171,0.25582186067749046,0.3067438307736209,0.5631961445897297,-0.2564523138161088,-0.22185757203358158,-0.008546284697707247,-0.002640690133023047,-0.0027549004855767223
pooled,904,0.39651829171926595,0.622929602762169,0.16890165980565594,0.23044898221590693,0.2708348024091798,0.5676363380030993,-0.29680153559391953,-0.22641131104290307,-0.00890641374485141,-0.0025975773652134096,-0.003008719073779604
pooled,905,0.39787918782130455,0.600676112954804,0.19209419906375078,0.23138324449933748,0.26766820857937934,0.5889977258179973,-0.3213295172386179,-0.2027969251334995,-0.008350522867987127,-0.00265894882455474,-0.0029261906881912813
pooled,906,0.4092650075983036,0.6176205226012813,0.20196245669469967,0.2426713540332224,0.3179596504058274,0.5446045339796867,-0.22664488357385926,-0.20835551500297772,-0.008660041990930203,-0.002542089803585548,-0.0029207713075705124
pooled,907,0.4093301130958569,0.5763456337249959,0.20784855957290072,0.28241806451150603,0.3335266370148488,0.5696346029194012,-0.23610796590455235,-0.16701552062913905,-0.008544038942863574,-0.002449776132168713,-0.0028012959558875337
pooled,908,0.4340631410540051,0.5859004662365687,0.2323865982663473,0.3195195613515973,0.3560104746851032,0.5984722422694362,-0.24246176758433297,-0.15183732518256354,-0.008413804137896738,-0.002528981813295625,-0.0027693848899506524
pooled,909,0.35641339808674993,0.5900281493539808,0.18233904618109725,0.22516875241355094,0.2498297036308222,0.5487381634992342,-0.298908459868412,-0.2336147512672309,-0.008620890346829294,-0.0026999904437489783,-0.0031518097735316252
pooled,910,0.427973830072083,0.6129350449361242,0.2068756264679433,0.2385466441006194,0.3128354098137923,0.5898777458975323,-0.27704233608373996,-0.18496121486404116,-0.008406191048443657,-0.0026166607838230076,-0.003020443978549568
pooled,911,0.40372947131856435,0.5860084040504049,0.27639920061201667,0.26958856319696906,0.38842178980697895,0.5861614392310472,-0.1977396494240683,-0.18227893273184054,-0.008040480721534269,-0.0026445020221644504,-0.0029540726735545965
pooled,912,0.4030665198122427,0.6030327860414864,0.2626993555200307,0.2670411600603959,0.3346692468179955,0.5853613411756564,-0.25069209435766093,-0.19996626622924368,-0.007921351948063971,-0.0026794411114692573,-0.003056229943509661
pooled,913,0.4148798724652926,0.6505031507517305,0.24183485976732377,0.24271127085183808,0.3189255743690509,0.6206006015962066,-0.30167502722715567,-0.23562327828643786,-0.007908624741582462,-0.002497045261760151,-0.002789363760936336
pooled,914,0.39995461301008106,0.6091288228183007,0.2355058498103998,0.23941647534548505,0.303155989719133,0.6192738398195118,-0.3161178501003788,-0.20917420980821966,-0.008832837802161484,-0.0025530986898976435,-0.0027717221447808127
pooled,915,0.411640069195776,0.6166675124321278,0.2376765574300074,0.25665157193179855,0.2920024750673666,0.6011573873452314,-0.3091549122778648,-0.2050274432363518,-0.007557985230155515,-0.002596914180383697,-0.002825474925377392
pooled,916,0.38191225162325093,0.6212532839891474,0.2485717695815848,0.2374124046404442,0.2868602902282469,0.560686473962655,-0.27382618373440815,-0.23934103236589643,-0.008398403285600629,-0.0027074892655749093,-0.0032691203491566683
pooled,917,0.3535064860000995,0.6023172780576648,0.19511218337361774,0.21802140602621262,0.2518262538644977,0.5792650789369471,-0.3274388250724494,-0.2488107920575653,-0.008310328617866064,-0.0026301177796485237,-0.002928704067481228
pooled,918,0.38042523971277586,0.604074172654801,0.2334559861829311,0.22910426807688247,0.31546101081269945,0.5583418825220373,-0.24288087170933786,-0.22364893294202515,-0.007634292118903134,-0.002731014405500553,-0.003091842285664212
pooled,919,0.418685284404807,0.6153251028990459,0.27793572097189395,0.2761281792162013,0.3682279259005122,0.627705220003738,-0.2594772941032258,-0.19663981849423884,-0.008451236789978651,-0.002580388739772648,-0.0026631706625227717
pooled,920,0.4303617369713925,0.6292243027649905,0.23165549109223915,0.2518488434090376,0.38423266775122566,0.5924316861848619,-0.2081990184336362,-0.198862565793598,-0.008207941396843232,-0.002647157417938416,-0.002709962275620931
pooled,921,0.40252096675579496,0.6182185267966374,0.2131393199910302,0.2563332099355055,0.3014082899315288,0.5759037654795991,-0.2744954755480703,-0.2156975600408424,-0.008651714982638462,-0.0026109431618257695,-0.002887506311752512
pooled,922,0.44947000091340567,0.605310574766548,0.22136443442915055,0.2701185097290186,0.3737813984694102,0.5727182695274036,-0.19893687105799335,-0.15584057385314237,-0.008410279297595594,-0.0025969980488455406,-0.0029118195335531517
pooled,923,0.4314162785449103,0.6029864041303893,0.2379187486198109,0.24902200175679365,0.40065036382085395,0.6020808113069027,-0.20143044748604877,-0.17157012558547896,-0.009023290056436522,-0.0025481966046625054,-0.002866942935156618
pooled,924,0.3550676109628671,0.5598198436863514,0.17219674340355187,0.22942225778057318,0.22738952347998587,0.5651969793824037,-0.3378074559024178,-0.2047522327234843,-0.008861897778704799,-0.0026404207765655025,-0.0030720631840393526
pooled,925,0.42491123956076854,0.6015191108937354,0.23542591629202558,0.25438027825579873,0.30065764202946815,0.5973918796707326,-0.29673423764126444,-0.1766078713329669,-0.008654494639433552,-0.0024369864984560485,-0.0026858529647406275
pooled,926,0.41548675786633665,0.6263239061107588,0.24489281519679734,0.23934679362473624,0.32447639335765244,0.5827563931304051,-0.2582799997727526,-0.21083714824442218,-0.008171371771119105,-0.0026296556832161896,-0.0030054027718851824
pooled,927,0.38821539211932254,0.6207919236477722,0.21249069595265785,0.2452912113899361,0.2905972262421426,0.5414423189092905,-0.2508450926671479,-0.2325765315284497,-0.007907411005565168,-0.002740603159302287,-0.0030765930548358545
pooled,928,0.41827505851211366,0.6288801548089277,0.2447856376297962,0.2712140400628223,0.30231044838690596,0.6372736723580422,-0.33496322397113626,-0.210605096296814,-0.007692713185707438,-0.002630584829906744,-0.0027655665623650535
pooled,929,0.36787389821116157,0.6456384685607673,0.2009344937094215,0.21137849253638644,0.29107143663468255,0.6087089147716902,-0.31763747813700766,-0.2777645703496058,-0.009054296042478482,-0.0025521689798643746,-0.002789770678373387
pooled,930,0.39538092189099794,0.6105269483586762,0.22113641008667248,0.2357882938967441,0.29599004346831,0.6057416902735312,-0.3097516468052212,-0.21514602646767822,-0.008596402187533367,-0.002740453217986385,-0.0032051316526458184
pooled,931,0.4426659470175565,0.6416804793712153,0.28490358148486544,0.2634183831894688,0.3728730362034213,0.6669542204113473,-0.294081184207926,-0.1990145323536588,-0.008125226238223529,-0.0026308225715490387,-0.0029012645255859326
pooled,932,0.37915442050329845,0.6258815627265286,0.22679807977273939,0.24217394436480272,0.2989060913458418,0.6245488614848327,-0.3256427701389909,-0.24672714222323017,-0.008506927210198212,-0.002655053824838421,-0.002942555946521714
pooled,933,0.44516477702051216,0.6223642014840972,0.2093048992192993,0.2760562240199128,0.3769468898232746,0.5922928960030456,-0.21534600617977095,-0.17719942446358505,-0.00830544158781416,-0.002477159957616526,-0.002581396449996201
pooled,934,0.38857465119895646,0.6094851494637291,0.22071871521763792,0.2365016890499456,0.31289741446564867,0.6223656781012296,-0.3094682636355809,-0.22091049826477266,-0.008314907169968171,-0.002535703449327439,-0.0028895718235614704
pooled,935,0.3930924651573012,0.5840011562604593,0.2472445536951313,0.20774080024624916,0.3128177454462561,0.5289248520368953,-0.2161071065906392,-0.19090869110315817,-0.009067971785388923,-0.002396841015261341,-0.002951957299797431
pooled,936,0.42719007997992514,0.6258066849041389,0.2389341878005141,0.2784185851865762,0.30854975255848727,0.5970604054054899,-0.2885106528470026,-0.1986166049242138,-0.009669743418778671,-0.002569755846116827,-0.0029154063374272655
pooled,937,0.390188105489207,0.624311967555929,0.21280920290167843,0.2700624557969134,0.2843874977265857,0.5641387272420434,-0.27975122951545767,-0.23412386206672198,-0.00892261737019663,-0.002706611598432585,-0.0028833834057750375
pooled,938,0.3292252539332791,0.5540385774182792,0.23683197453860938,0.2249002490514085,0.20114742229910032,0.5597959978923885,-0.3586485755932882,-0.2248133234850001,-0.007712903531878611,-0.0026798997395167134,-0.003113877794769214
pooled,939,0.3884927862518432,0.6072176698189029,0.1925925260664931,0.26557093613942623,0.27636375936175506,0.5840456918342812,-0.3076819324725262,-0.2187248835670597,-0.008493421756791011,-0.0026510586521072527,-0.0028603605062383925
pooled,940,0.4142900718971724,0.6161785829307053,0.23651766180437148,0.2665030652113609,0.3145206305308033,0.6226944197485839,-0.30817378921778055,-0.2018885110335329,-0.00815503225938386,-0.002551887365525445,-0.002691748014114499
pooled,941,0.39372733212239774,0.6125432637223902,0.25131110894099323,0.24754564822690367,0.3503279056313592,0.5858832519315906,-0.23555534630023145,-0.21881593159999246,-0.008018831941843087,-0.002654530972718079,-0.003077456214871049
pooled,942,0.39655449989945113,0.6252775889313037,0.18578453256469676,0.22438294541247936,0.2719940042798836,0.5875737368159484,-0.31557973253606475,-0.22872308903185257,-0.00922517043804167,-0.002490080525091824,-0.0028187029699315394
pooled,943,0.39274814326840934,0.6050731038511113,0.24315994668477486,0.23348596206200853,0.3250797275173193,0.5835137469289392,-0.2584340194116199,-0.212324960582702,-0.008254005298970263,-0.0026260036554814747,-0.0030131599488679556
pooled,944,0.4273258018685476,0.6470785333697706,0.18860533351960737,0.23018162955964544,0.27845867224665455,0.5823859919510715,-0.303927319704417,-0.21975273150122304,-0.008377491670995421,-0.002627692680493698,-0.002858897849656949
pooled,945,0.41601657694345645,0.6334183011287122,0.2508835352133883,0.22805849074184123,0.29238813438675476,0.5729161436875306,-0.28052800930077587,-0.21740172418525577,-0.008552512316306472,-0.0024534009249247597,-0.0028036502002837796
pooled,946,0.3808215302589313,0.5797475877720212,0.19270443484683908,0.24733529355158118,0.2512482220545672,0.5658299218848875,-0.31458169983032025,-0.1989260575130899,-0.007984610495164846,-0.002550677051394028,-0.0029210378308143626
pooled,947,0.37042848586165017,0.600692209896943,0.24354568328677545,0.21344922678545591,0.2581921101989598,0.5860375536115572,-0.32784544341259736,-0.23026372403529288,-0.007316039096544276,-0.0027706518259719964,-0.0031613085200935466
pooled,948,0.4386033198788912,0.6119866206932699,0.25076201175355894,0.2951951279484948,0.36986475242837874,0.5823466518596355,-0.21248189943125678,-0.17338330081437875,-0.008893108862311934,-0.0027179648958165483,-0.0029418496663887617
pooled,949,0.4277095987270983,0.6077720810795834,0.2614151577066834,0.29512829774193894,0.2974716330772926,0.6176682283519508,-0.3201965952746582,-0.18006248235248506,-0.008143715899280944,-0.0026394561605761176,-0.002664193699688719
pooled,950,0.41498823824247333,0.5815047948210739,0.2166358544906741,0.2778485160386648,0.3401952925090647,0.6071351246798223,-0.2669398321707576,-0.16651655657860054,-0.0078058386485650565,-0.0026192990709252473,-0.002965256778620904
pooled,951,0.4056185124781745,0.6238992564185164,0.25631084857535213,0.2558456424715949,0.2904500932990799,0.6067101445200097,-0.3162600512209298,-0.21828074394034191,-0.00868660988350485,-0.0026652462656672478,-0.002960170538566163
pooled,952,0.4245605571872116,0.6257760506226571,0.26804543001994297,0.24441226048939885,0.3276884158774006,0.5990362263621074,-0.2713478104847068,-0.20121549343544548,-0.0082950360793721,-0.0026811345378049416,-0.0032172158737526933
pooled,953,0.4403530620089689,0.6033042709123446,0.2755516306355074,0.3001877370453366,0.34078362012088015,0.583598937358163,-0.2428153172372829,-0.16295120890337572,-0.00847456858715941,-0.0025421195969970727,-0.002744467938815445
pooled,954,0.4363376188508703,0.6365267131096654,0.23177515037717442,0.23000555031273756,0.34300204740728346,0.6157549200976471,-0.27275287269036363,-0.20018909425879505,-0.008035172784644776,-0.002512749109923003,-0.002870133058584565
pooled,955,0.3968459703247997,0.5819158702723084,0.2503372729172406,0.256375561728934,0.3091309294280516,0.5499570095467542,-0.2408260801187026,-0.18506989994750872,-0.009032248592352908,-0.0026132177294582904,-0.0029319197174414243
pooled,956,0.4238968682112072,0.6289469349497455,0.25477228103900806,0.25022169940097977,0.3264720311068756,0.6206516714703916,-0.29417964036351596,-0.20505006673853832,-0.008365360122343044,-0.002590756111852342,-0.0029532177625636565
pooled,957,0.3539312697022285,0.6038360796188426,0.2490212648177681,0.22005958278765156,0.29839387056212513,0.6078249258072449,-0.30943105524511977,-0.24990480991661407,-0.008027378550156805,-0.002560659651802953,-0.0028000651752169746
pooled,958,0.3970924718547022,0.6061857716041771,0.25783546968794,0.2459035980893081,0.31062356213019776,0.5948414699735122,-0.2842179078433144,-0.20909329974947488,-0.008274779432731631,-0.002487908074513163,-0.0028353701594395334
pooled,959,0.37288760449530695,0.5763089210302238,0.17872779291497934,0.2505882881544059,0.2619819053208887,0.5357302771961238,-0.27374837187523504,-0.20342131653491685,-0.008180922724597759,-0.0027630951000605225,-0.00317850580765424
pooled,960,0.41142689402301197,0.5918386598483076,0.2056791800214428,0.2712896779615529,0.3424520208287452,0.5455952995752381,-0.2031432787464929,-0.18041176582529567,-0.007911513018712164,-0.0025928395054643904,-0.00289551639753656
