task_id,target,condition,analysis_stratum,seed,seed_centroid_rmse
K562::ARL2+ctrl,K562,ARL2+ctrl,primary_ge30,1,0.037207087172764865
K562::ARL2+ctrl,K562,ARL2+ctrl,primary_ge30,2,0.03746777394876389
K562::ARL2+ctrl,K562,ARL2+ctrl,primary_ge30,3,0.03735443945448174
K562::ARL2+ctrl,K562,ARL2+ctrl,primary_ge30,4,0.03737187074063872
K562::ATF4+ctrl,K562,ATF4+ctrl,primary_ge30,1,0.0444695496791288
K562::ATF4+ctrl,K562,ATF4+ctrl,primary_ge30,2,0.04479593681004915
K562::ATF4+ctrl,K562,ATF4+ctrl,primary_ge30,3,0.04418174181357823
K562::ATF4+ctrl,K562,ATF4+ctrl,primary_ge30,4,0.04363208637425611
K562::ATP6V0B+ctrl,K562,ATP6V0B+ctrl,primary_ge30,1,0.03545828947142872
K562::ATP6V0B+ctrl,K562,ATP6V0B+ctrl,primary_ge30,2,0.035976329895828316
K562::ATP6V0B+ctrl,K562,ATP6V0B+ctrl,primary_ge30,3,0.03370068897769247
K562::ATP6V0B+ctrl,K562,ATP6V0B+ctrl,primary_ge30,4,0.034077719727468564
K562::ATP6V1A+ctrl,K562,ATP6V1A+ctrl,primary_ge30,1,0.045386388382931124
K562::ATP6V1A+ctrl,K562,ATP6V1A+ctrl,primary_ge30,2,0.04558362833191591
K562::ATP6V1A+ctrl,K562,ATP6V1A+ctrl,primary_ge30,3,0.042967761430167076
K562::ATP6V1A+ctrl,K562,ATP6V1A+ctrl,primary_ge30,4,0.04353176433811688
K562::ATR+ctrl,K562,ATR+ctrl,primary_ge30,1,0.051741872182694486
K562::ATR+ctrl,K562,ATR+ctrl,primary_ge30,2,0.05412755699578708
K562::ATR+ctrl,K562,ATR+ctrl,primary_ge30,3,0.051420975278306434
K562::ATR+ctrl,K562,ATR+ctrl,primary_ge30,4,0.04975495453614179
K562::ATRIP+ctrl,K562,ATRIP+ctrl,primary_ge30,1,0.05200681061372257
K562::ATRIP+ctrl,K562,ATRIP+ctrl,primary_ge30,2,0.05536378445088866
K562::ATRIP+ctrl,K562,ATRIP+ctrl,primary_ge30,3,0.051263653958368245
K562::ATRIP+ctrl,K562,ATRIP+ctrl,primary_ge30,4,0.04985169915339441
K562::BCAS2+ctrl,K562,BCAS2+ctrl,primary_ge30,1,0.057469084791546374
K562::BCAS2+ctrl,K562,BCAS2+ctrl,primary_ge30,2,0.062394278645959186
K562::BCAS2+ctrl,K562,BCAS2+ctrl,primary_ge30,3,0.06097851784720939
K562::BCAS2+ctrl,K562,BCAS2+ctrl,primary_ge30,4,0.05678855797278482
K562::BDP1+ctrl,K562,BDP1+ctrl,primary_ge30,1,0.05807441748363309
K562::BDP1+ctrl,K562,BDP1+ctrl,primary_ge30,2,0.061207567813268846
K562::BDP1+ctrl,K562,BDP1+ctrl,primary_ge30,3,0.0570867696560979
K562::BDP1+ctrl,K562,BDP1+ctrl,primary_ge30,4,0.05621942119770667
K562::BGLAP+ctrl,K562,BGLAP+ctrl,primary_ge30,1,0.049503044409871
K562::BGLAP+ctrl,K562,BGLAP+ctrl,primary_ge30,2,0.05363320366736473
K562::BGLAP+ctrl,K562,BGLAP+ctrl,primary_ge30,3,0.050972111738061134
K562::BGLAP+ctrl,K562,BGLAP+ctrl,primary_ge30,4,0.04847270859003361
K562::BNIP1+ctrl,K562,BNIP1+ctrl,primary_ge30,1,0.04509040703933487
K562::BNIP1+ctrl,K562,BNIP1+ctrl,primary_ge30,2,0.04587107380701294
K562::BNIP1+ctrl,K562,BNIP1+ctrl,primary_ge30,3,0.04381589307760401
K562::BNIP1+ctrl,K562,BNIP1+ctrl,primary_ge30,4,0.04211961985567653
K562::BRD8+ctrl,K562,BRD8+ctrl,primary_ge30,1,0.04368216966635203
K562::BRD8+ctrl,K562,BRD8+ctrl,primary_ge30,2,0.0447994688705283
K562::BRD8+ctrl,K562,BRD8+ctrl,primary_ge30,3,0.044618528194484114
K562::BRD8+ctrl,K562,BRD8+ctrl,primary_ge30,4,0.04475741198416981
K562::BRIX1+ctrl,K562,BRIX1+ctrl,primary_ge30,1,0.05629077196592519
K562::BRIX1+ctrl,K562,BRIX1+ctrl,primary_ge30,2,0.057904285567130405
K562::BRIX1+ctrl,K562,BRIX1+ctrl,primary_ge30,3,0.055042918070667884
K562::BRIX1+ctrl,K562,BRIX1+ctrl,primary_ge30,4,0.05561479542537191
K562::BUB3+ctrl,K562,BUB3+ctrl,primary_ge30,1,0.03209561360296284
K562::BUB3+ctrl,K562,BUB3+ctrl,primary_ge30,2,0.032433690186778705
K562::BUB3+ctrl,K562,BUB3+ctrl,primary_ge30,3,0.03171966492517203
K562::BUB3+ctrl,K562,BUB3+ctrl,primary_ge30,4,0.03211899003158043
K562::BYSL+ctrl,K562,BYSL+ctrl,primary_ge30,1,0.05399998223982975
K562::BYSL+ctrl,K562,BYSL+ctrl,primary_ge30,2,0.05470281911307986
K562::BYSL+ctrl,K562,BYSL+ctrl,primary_ge30,3,0.05419305427022732
K562::BYSL+ctrl,K562,BYSL+ctrl,primary_ge30,4,0.05294009998145153
K562::CCDC59+ctrl,K562,CCDC59+ctrl,primary_ge30,1,0.034066426260441644
K562::CCDC59+ctrl,K562,CCDC59+ctrl,primary_ge30,2,0.03482973886280452
K562::CCDC59+ctrl,K562,CCDC59+ctrl,primary_ge30,3,0.03431309627862528
K562::CCDC59+ctrl,K562,CCDC59+ctrl,primary_ge30,4,0.03379565810274022
K562::CCDC84+ctrl,K562,CCDC84+ctrl,primary_ge30,1,0.04428872825056861
K562::CCDC84+ctrl,K562,CCDC84+ctrl,primary_ge30,2,0.0425212985676196
K562::CCDC84+ctrl,K562,CCDC84+ctrl,primary_ge30,3,0.04384968046294549
K562::CCDC84+ctrl,K562,CCDC84+ctrl,primary_ge30,4,0.043937440144564036
K562::CCNH+ctrl,K562,CCNH+ctrl,primary_ge30,1,0.042135896052094904
K562::CCNH+ctrl,K562,CCNH+ctrl,primary_ge30,2,0.04235902074119491
K562::CCNH+ctrl,K562,CCNH+ctrl,primary_ge30,3,0.042109574576711
K562::CCNH+ctrl,K562,CCNH+ctrl,primary_ge30,4,0.04108612263104059
K562::CCNK+ctrl,K562,CCNK+ctrl,primary_ge30,1,0.02338446178038561
K562::CCNK+ctrl,K562,CCNK+ctrl,primary_ge30,2,0.02301284554141141
K562::CCNK+ctrl,K562,CCNK+ctrl,primary_ge30,3,0.022248307892892623
K562::CCNK+ctrl,K562,CCNK+ctrl,primary_ge30,4,0.023061944976925115
K562::CCT4+ctrl,K562,CCT4+ctrl,primary_ge30,1,0.0645037444833827
K562::CCT4+ctrl,K562,CCT4+ctrl,primary_ge30,2,0.06861656784088827
K562::CCT4+ctrl,K562,CCT4+ctrl,primary_ge30,3,0.06504315115867537
K562::CCT4+ctrl,K562,CCT4+ctrl,primary_ge30,4,0.06351458751627664
K562::CCT7+ctrl,K562,CCT7+ctrl,primary_ge30,1,0.07209810359318691
K562::CCT7+ctrl,K562,CCT7+ctrl,primary_ge30,2,0.0757064361586264
K562::CCT7+ctrl,K562,CCT7+ctrl,primary_ge30,3,0.07304224644181556
K562::CCT7+ctrl,K562,CCT7+ctrl,primary_ge30,4,0.0717302867963113
K562::CD3EAP+ctrl,K562,CD3EAP+ctrl,primary_ge30,1,0.04770551886604076
K562::CD3EAP+ctrl,K562,CD3EAP+ctrl,primary_ge30,2,0.05048026790067579
K562::CD3EAP+ctrl,K562,CD3EAP+ctrl,primary_ge30,3,0.04741387561026501
K562::CD3EAP+ctrl,K562,CD3EAP+ctrl,primary_ge30,4,0.04694811631042223
K562::CDC5L+ctrl,K562,CDC5L+ctrl,primary_ge30,1,0.07950404274408517
K562::CDC5L+ctrl,K562,CDC5L+ctrl,primary_ge30,2,0.08502393001953648
K562::CDC5L+ctrl,K562,CDC5L+ctrl,primary_ge30,3,0.08059521925640199
K562::CDC5L+ctrl,K562,CDC5L+ctrl,primary_ge30,4,0.07998163191082924
K562::CDC6+ctrl,K562,CDC6+ctrl,primary_ge30,1,0.07796085177754833
K562::CDC6+ctrl,K562,CDC6+ctrl,primary_ge30,2,0.08254951363044896
K562::CDC6+ctrl,K562,CDC6+ctrl,primary_ge30,3,0.07828200142660979
K562::CDC6+ctrl,K562,CDC6+ctrl,primary_ge30,4,0.07619976954707591
K562::CDC73+ctrl,K562,CDC73+ctrl,primary_ge30,1,0.07461706462854983
K562::CDC73+ctrl,K562,CDC73+ctrl,primary_ge30,2,0.07759921754899422
K562::CDC73+ctrl,K562,CDC73+ctrl,primary_ge30,3,0.0749244939413434
K562::CDC73+ctrl,K562,CDC73+ctrl,primary_ge30,4,0.07387752241764095
K562::CDC123+ctrl,K562,CDC123+ctrl,primary_ge30,1,0.05604509483191787
K562::CDC123+ctrl,K562,CDC123+ctrl,primary_ge30,2,0.05800831332333123
K562::CDC123+ctrl,K562,CDC123+ctrl,primary_ge30,3,0.05664384589273218
K562::CDC123+ctrl,K562,CDC123+ctrl,primary_ge30,4,0.05354367822418438
K562::CENPE+ctrl,K562,CENPE+ctrl,primary_ge30,1,0.06468619596249046
K562::CENPE+ctrl,K562,CENPE+ctrl,primary_ge30,2,0.06741453054261916
K562::CENPE+ctrl,K562,CENPE+ctrl,primary_ge30,3,0.06481630556153489
K562::CENPE+ctrl,K562,CENPE+ctrl,primary_ge30,4,0.062633925434306
K562::CENPK+ctrl,K562,CENPK+ctrl,primary_ge30,1,0.051232359590817
K562::CENPK+ctrl,K562,CENPK+ctrl,primary_ge30,2,0.05413488351127639
K562::CENPK+ctrl,K562,CENPK+ctrl,primary_ge30,3,0.0515708272463585
K562::CENPK+ctrl,K562,CENPK+ctrl,primary_ge30,4,0.04929535786269408
K562::CEP192+ctrl,K562,CEP192+ctrl,primary_ge30,1,0.03864701981854455
K562::CEP192+ctrl,K562,CEP192+ctrl,primary_ge30,2,0.040493904916389295
K562::CEP192+ctrl,K562,CEP192+ctrl,primary_ge30,3,0.03836966751191484
K562::CEP192+ctrl,K562,CEP192+ctrl,primary_ge30,4,0.03698769803113144
K562::CHCHD4+ctrl,K562,CHCHD4+ctrl,primary_ge30,1,0.043786153078077816
K562::CHCHD4+ctrl,K562,CHCHD4+ctrl,primary_ge30,2,0.045206585867118586
K562::CHCHD4+ctrl,K562,CHCHD4+ctrl,primary_ge30,3,0.04329988775004967
K562::CHCHD4+ctrl,K562,CHCHD4+ctrl,primary_ge30,4,0.04209459702445425
K562::CHD4+ctrl,K562,CHD4+ctrl,primary_ge30,1,0.055640927776864475
K562::CHD4+ctrl,K562,CHD4+ctrl,primary_ge30,2,0.0563255222990666
K562::CHD4+ctrl,K562,CHD4+ctrl,primary_ge30,3,0.05612854455080268
K562::CHD4+ctrl,K562,CHD4+ctrl,primary_ge30,4,0.055158589423811064
K562::CHEK1+ctrl,K562,CHEK1+ctrl,primary_ge30,1,0.06371217262426762
K562::CHEK1+ctrl,K562,CHEK1+ctrl,primary_ge30,2,0.06583884448817529
K562::CHEK1+ctrl,K562,CHEK1+ctrl,primary_ge30,3,0.06357121014622975
K562::CHEK1+ctrl,K562,CHEK1+ctrl,primary_ge30,4,0.06254006408017083
K562::CHMP1A+ctrl,K562,CHMP1A+ctrl,primary_ge30,1,0.052705108957647455
K562::CHMP1A+ctrl,K562,CHMP1A+ctrl,primary_ge30,2,0.05080631167700245
K562::CHMP1A+ctrl,K562,CHMP1A+ctrl,primary_ge30,3,0.050454804911718776
K562::CHMP1A+ctrl,K562,CHMP1A+ctrl,primary_ge30,4,0.05066486022849824
K562::CHMP2A+ctrl,K562,CHMP2A+ctrl,primary_ge30,1,0.04927515176816166
K562::CHMP2A+ctrl,K562,CHMP2A+ctrl,primary_ge30,2,0.04706450935752145
K562::CHMP2A+ctrl,K562,CHMP2A+ctrl,primary_ge30,3,0.04790210911123234
K562::CHMP2A+ctrl,K562,CHMP2A+ctrl,primary_ge30,4,0.04716644270252393
K562::CINP+ctrl,K562,CINP+ctrl,primary_ge30,1,0.04567044168713989
K562::CINP+ctrl,K562,CINP+ctrl,primary_ge30,2,0.04641607180457198
K562::CINP+ctrl,K562,CINP+ctrl,primary_ge30,3,0.04548389057367431
K562::CINP+ctrl,K562,CINP+ctrl,primary_ge30,4,0.04386097324265191
K562::CKAP5+ctrl,K562,CKAP5+ctrl,primary_ge30,1,0.04148329833196586
K562::CKAP5+ctrl,K562,CKAP5+ctrl,primary_ge30,2,0.04366225898068656
K562::CKAP5+ctrl,K562,CKAP5+ctrl,primary_ge30,3,0.0419578987806846
K562::CKAP5+ctrl,K562,CKAP5+ctrl,primary_ge30,4,0.04089987207187214
K562::CLNS1A+ctrl,K562,CLNS1A+ctrl,primary_ge30,1,0.05112206986627584
K562::CLNS1A+ctrl,K562,CLNS1A+ctrl,primary_ge30,2,0.05255268125080712
K562::CLNS1A+ctrl,K562,CLNS1A+ctrl,primary_ge30,3,0.05164885070372179
K562::CLNS1A+ctrl,K562,CLNS1A+ctrl,primary_ge30,4,0.051234198453287944
K562::CLP1+ctrl,K562,CLP1+ctrl,primary_ge30,1,0.05451198997246961
K562::CLP1+ctrl,K562,CLP1+ctrl,primary_ge30,2,0.05710646631004446
K562::CLP1+ctrl,K562,CLP1+ctrl,primary_ge30,3,0.05472430303992402
K562::CLP1+ctrl,K562,CLP1+ctrl,primary_ge30,4,0.053487867855503204
K562::CMTR1+ctrl,K562,CMTR1+ctrl,primary_ge30,1,0.03364287277366961
K562::CMTR1+ctrl,K562,CMTR1+ctrl,primary_ge30,2,0.034079581028679445
K562::CMTR1+ctrl,K562,CMTR1+ctrl,primary_ge30,3,0.03336149270414055
K562::CMTR1+ctrl,K562,CMTR1+ctrl,primary_ge30,4,0.03371471080017374
K562::CNOT2+ctrl,K562,CNOT2+ctrl,primary_ge30,1,0.05836006195271365
K562::CNOT2+ctrl,K562,CNOT2+ctrl,primary_ge30,2,0.056036749705447635
K562::CNOT2+ctrl,K562,CNOT2+ctrl,primary_ge30,3,0.05503799409265062
K562::CNOT2+ctrl,K562,CNOT2+ctrl,primary_ge30,4,0.05509050358788872
K562::CNOT3+ctrl,K562,CNOT3+ctrl,primary_ge30,1,0.06410746314836173
K562::CNOT3+ctrl,K562,CNOT3+ctrl,primary_ge30,2,0.05955337134848472
K562::CNOT3+ctrl,K562,CNOT3+ctrl,primary_ge30,3,0.059450569539133254
K562::CNOT3+ctrl,K562,CNOT3+ctrl,primary_ge30,4,0.05941574634800945
K562::COPB1+ctrl,K562,COPB1+ctrl,primary_ge30,1,0.10081197841920866
K562::COPB1+ctrl,K562,COPB1+ctrl,primary_ge30,2,0.10367168016258974
K562::COPB1+ctrl,K562,COPB1+ctrl,primary_ge30,3,0.10044387288791383
K562::COPB1+ctrl,K562,COPB1+ctrl,primary_ge30,4,0.09745894921123512
K562::COPS2+ctrl,K562,COPS2+ctrl,primary_ge30,1,0.05409837173242567
K562::COPS2+ctrl,K562,COPS2+ctrl,primary_ge30,2,0.05489769622733074
K562::COPS2+ctrl,K562,COPS2+ctrl,primary_ge30,3,0.05398650204535796
K562::COPS2+ctrl,K562,COPS2+ctrl,primary_ge30,4,0.0542453483680515
K562::COPS4+ctrl,K562,COPS4+ctrl,primary_ge30,1,0.04403226254919063
K562::COPS4+ctrl,K562,COPS4+ctrl,primary_ge30,2,0.04474131176136918
K562::COPS4+ctrl,K562,COPS4+ctrl,primary_ge30,3,0.043109033324195974
K562::COPS4+ctrl,K562,COPS4+ctrl,primary_ge30,4,0.043556325673130086
K562::COX7C+ctrl,K562,COX7C+ctrl,primary_ge30,1,0.027708054649578456
K562::COX7C+ctrl,K562,COX7C+ctrl,primary_ge30,2,0.028462579202592434
K562::COX7C+ctrl,K562,COX7C+ctrl,primary_ge30,3,0.02735977449243421
K562::COX7C+ctrl,K562,COX7C+ctrl,primary_ge30,4,0.026788943629238768
K562::COX11+ctrl,K562,COX11+ctrl,primary_ge30,1,0.029671120539768413
K562::COX11+ctrl,K562,COX11+ctrl,primary_ge30,2,0.030879885964489297
K562::COX11+ctrl,K562,COX11+ctrl,primary_ge30,3,0.029709437802205415
K562::COX11+ctrl,K562,COX11+ctrl,primary_ge30,4,0.029143214900551134
K562::COX17+ctrl,K562,COX17+ctrl,primary_ge30,1,0.024141570614511974
K562::COX17+ctrl,K562,COX17+ctrl,primary_ge30,2,0.023793504016509925
K562::COX17+ctrl,K562,COX17+ctrl,primary_ge30,3,0.024157539821618414
K562::COX17+ctrl,K562,COX17+ctrl,primary_ge30,4,0.024570947939296615
K562::CPSF1+ctrl,K562,CPSF1+ctrl,primary_ge30,1,0.05169545218853076
K562::CPSF1+ctrl,K562,CPSF1+ctrl,primary_ge30,2,0.052802128224428556
K562::CPSF1+ctrl,K562,CPSF1+ctrl,primary_ge30,3,0.05187663245096249
K562::CPSF1+ctrl,K562,CPSF1+ctrl,primary_ge30,4,0.052091624908285186
K562::CPSF3+ctrl,K562,CPSF3+ctrl,primary_ge30,1,0.04860436038825655
K562::CPSF3+ctrl,K562,CPSF3+ctrl,primary_ge30,2,0.049173578165876676
K562::CPSF3+ctrl,K562,CPSF3+ctrl,primary_ge30,3,0.04802145989889041
K562::CPSF3+ctrl,K562,CPSF3+ctrl,primary_ge30,4,0.047409005844608845
K562::CPSF4+ctrl,K562,CPSF4+ctrl,primary_ge30,1,0.059706626489697344
K562::CPSF4+ctrl,K562,CPSF4+ctrl,primary_ge30,2,0.060865676120800696
K562::CPSF4+ctrl,K562,CPSF4+ctrl,primary_ge30,3,0.05995820187769407
K562::CPSF4+ctrl,K562,CPSF4+ctrl,primary_ge30,4,0.05936585530675073
K562::CPSF6+ctrl,K562,CPSF6+ctrl,primary_ge30,1,0.06063976493643414
K562::CPSF6+ctrl,K562,CPSF6+ctrl,primary_ge30,2,0.06309292259494252
K562::CPSF6+ctrl,K562,CPSF6+ctrl,primary_ge30,3,0.06077436725008715
K562::CPSF6+ctrl,K562,CPSF6+ctrl,primary_ge30,4,0.06092879788219697
K562::CSE1L+ctrl,K562,CSE1L+ctrl,primary_ge30,1,0.07998117971029434
K562::CSE1L+ctrl,K562,CSE1L+ctrl,primary_ge30,2,0.08410148111125858
K562::CSE1L+ctrl,K562,CSE1L+ctrl,primary_ge30,3,0.08058442658691553
K562::CSE1L+ctrl,K562,CSE1L+ctrl,primary_ge30,4,0.08058104880910735
K562::CSNK1A1+ctrl,K562,CSNK1A1+ctrl,primary_ge30,1,0.02980871457078658
K562::CSNK1A1+ctrl,K562,CSNK1A1+ctrl,primary_ge30,2,0.029092812385619733
K562::CSNK1A1+ctrl,K562,CSNK1A1+ctrl,primary_ge30,3,0.02880321318239503
K562::CSNK1A1+ctrl,K562,CSNK1A1+ctrl,primary_ge30,4,0.028679898818971546
K562::CSNK2B+ctrl,K562,CSNK2B+ctrl,primary_ge30,1,0.04089737255432512
K562::CSNK2B+ctrl,K562,CSNK2B+ctrl,primary_ge30,2,0.04202834348227155
K562::CSNK2B+ctrl,K562,CSNK2B+ctrl,primary_ge30,3,0.040638979467732
K562::CSNK2B+ctrl,K562,CSNK2B+ctrl,primary_ge30,4,0.04022658951511028
K562::CSTF3+ctrl,K562,CSTF3+ctrl,primary_ge30,1,0.05399620665744042
K562::CSTF3+ctrl,K562,CSTF3+ctrl,primary_ge30,2,0.05463713017585488
K562::CSTF3+ctrl,K562,CSTF3+ctrl,primary_ge30,3,0.05368491108282477
K562::CSTF3+ctrl,K562,CSTF3+ctrl,primary_ge30,4,0.05171460288256124
K562::CTR9+ctrl,K562,CTR9+ctrl,primary_ge30,1,0.07837241049988593
K562::CTR9+ctrl,K562,CTR9+ctrl,primary_ge30,2,0.0779710131295846
K562::CTR9+ctrl,K562,CTR9+ctrl,primary_ge30,3,0.077124128616355
K562::CTR9+ctrl,K562,CTR9+ctrl,primary_ge30,4,0.0770986031629313
K562::CUL2+ctrl,K562,CUL2+ctrl,primary_ge30,1,0.04124650849282779
K562::CUL2+ctrl,K562,CUL2+ctrl,primary_ge30,2,0.040789204175240616
K562::CUL2+ctrl,K562,CUL2+ctrl,primary_ge30,3,0.03965811989010278
K562::CUL2+ctrl,K562,CUL2+ctrl,primary_ge30,4,0.039603970315539014
K562::CUL7+ctrl,K562,CUL7+ctrl,primary_ge30,1,0.06914784116323619
K562::CUL7+ctrl,K562,CUL7+ctrl,primary_ge30,2,0.07296918082957148
K562::CUL7+ctrl,K562,CUL7+ctrl,primary_ge30,3,0.06970405686943228
K562::CUL7+ctrl,K562,CUL7+ctrl,primary_ge30,4,0.0695778211357412
K562::CWC15+ctrl,K562,CWC15+ctrl,primary_ge30,1,0.06122710588378776
K562::CWC15+ctrl,K562,CWC15+ctrl,primary_ge30,2,0.06271410691198415
K562::CWC15+ctrl,K562,CWC15+ctrl,primary_ge30,3,0.060947324423356194
K562::CWC15+ctrl,K562,CWC15+ctrl,primary_ge30,4,0.05995328298420867
K562::CWC22+ctrl,K562,CWC22+ctrl,sensitivity_10_29,1,0.08867007087353627
K562::CWC22+ctrl,K562,CWC22+ctrl,sensitivity_10_29,2,0.09028647936774793
K562::CWC22+ctrl,K562,CWC22+ctrl,sensitivity_10_29,3,0.08577020915655173
K562::CWC22+ctrl,K562,CWC22+ctrl,sensitivity_10_29,4,0.08765082637327419
K562::CWF19L2+ctrl,K562,CWF19L2+ctrl,primary_ge30,1,0.0396361622667913
K562::CWF19L2+ctrl,K562,CWF19L2+ctrl,primary_ge30,2,0.03966650340411583
K562::CWF19L2+ctrl,K562,CWF19L2+ctrl,primary_ge30,3,0.040055825617279765
K562::CWF19L2+ctrl,K562,CWF19L2+ctrl,primary_ge30,4,0.03862014468118521
K562::CXXC1+ctrl,K562,CXXC1+ctrl,primary_ge30,1,0.04205418825310619
K562::CXXC1+ctrl,K562,CXXC1+ctrl,primary_ge30,2,0.04086319694152034
K562::CXXC1+ctrl,K562,CXXC1+ctrl,primary_ge30,3,0.0407143249343925
K562::CXXC1+ctrl,K562,CXXC1+ctrl,primary_ge30,4,0.04092978688450305
K562::CYCS+ctrl,K562,CYCS+ctrl,primary_ge30,1,0.034646994022510494
K562::CYCS+ctrl,K562,CYCS+ctrl,primary_ge30,2,0.035036769271409335
K562::CYCS+ctrl,K562,CYCS+ctrl,primary_ge30,3,0.03364690212884375
K562::CYCS+ctrl,K562,CYCS+ctrl,primary_ge30,4,0.034322270119641035
K562::DAD1+ctrl,K562,DAD1+ctrl,primary_ge30,1,0.04239639549610502
K562::DAD1+ctrl,K562,DAD1+ctrl,primary_ge30,2,0.042616715012999726
K562::DAD1+ctrl,K562,DAD1+ctrl,primary_ge30,3,0.042117370135477575
