dataset,setting,train_fraction,score,budget,n_batches,spearman,review_utility
Cui_direct41,perturbation_unseen_column,0.25,disagreement,0.20000000000000001,6,0.15065876152832672,0.22862656253726921
Cui_direct41,perturbation_unseen_column,0.25,disagreement,0.29999999999999999,6,0.15065876152832672,0.21139098098643713
Cui_direct41,perturbation_unseen_column,0.25,magnitude,0.050000000000000003,6,0.059332454984628906,-0.046479329833262271
Cui_direct41,perturbation_unseen_column,0.25,magnitude,0.10000000000000001,6,0.059332454984628906,0.018505911662793199
Cui_direct41,perturbation_unseen_column,0.25,magnitude,0.20000000000000001,6,0.059332454984628906,0.03176945358349257
Cui_direct41,perturbation_unseen_column,0.25,magnitude,0.29999999999999999,6,0.059332454984628906,0.0075693839340451596
Cui_direct41,perturbation_unseen_column,0.25,safeconf,0.050000000000000003,6,0.12057531840140534,0.16210558269734074
Cui_direct41,perturbation_unseen_column,0.25,safeconf,0.10000000000000001,6,0.12057531840140534,0.15934954514429137
Cui_direct41,perturbation_unseen_column,0.25,safeconf,0.20000000000000001,6,0.12057531840140534,0.2068643877356737
Cui_direct41,perturbation_unseen_column,0.25,safeconf,0.29999999999999999,6,0.12057531840140534,0.24917828078065352
Cui_direct41,perturbation_unseen_column,0.25,safeconf_m,0.050000000000000003,6,0.074251316353630345,0.019651969908668656
Cui_direct41,perturbation_unseen_column,0.25,safeconf_m,0.10000000000000001,6,0.074251316353630345,0.059197305697288864
Cui_direct41,perturbation_unseen_column,0.25,safeconf_m,0.20000000000000001,6,0.074251316353630345,0.030861092731091777
Cui_direct41,perturbation_unseen_column,0.25,safeconf_m,0.29999999999999999,6,0.074251316353630345,0.041021946334175156
Cui_direct41,perturbation_unseen_column,0.5,disagreement,0.050000000000000003,6,0.12700922266139655,0.18788213064562409
Cui_direct41,perturbation_unseen_column,0.5,disagreement,0.10000000000000001,6,0.12700922266139655,0.23627406338921597
Cui_direct41,perturbation_unseen_column,0.5,disagreement,0.20000000000000001,6,0.12700922266139655,0.11866251914630545
Cui_direct41,perturbation_unseen_column,0.5,disagreement,0.29999999999999999,6,0.12700922266139655,0.074426652142084812
Cui_direct41,perturbation_unseen_column,0.5,magnitude,0.050000000000000003,6,0.063548528765920057,-0.10110868310756137
Cui_direct41,perturbation_unseen_column,0.5,magnitude,0.10000000000000001,6,0.063548528765920057,-0.059543829227142964
Cui_direct41,perturbation_unseen_column,0.5,magnitude,0.20000000000000001,6,0.063548528765920057,-0.078782953219633453
Cui_direct41,perturbation_unseen_column,0.5,magnitude,0.29999999999999999,6,0.063548528765920057,-0.10196821235870773
Cui_direct41,perturbation_unseen_column,0.5,safeconf,0.050000000000000003,6,0.12608695652173912,0.11741268703253238
Cui_direct41,perturbation_unseen_column,0.5,safeconf,0.10000000000000001,6,0.12608695652173912,0.079263717546860277
Cui_direct41,perturbation_unseen_column,0.5,safeconf,0.20000000000000001,6,0.12608695652173912,0.070231164859601639
Cui_direct41,perturbation_unseen_column,0.5,safeconf,0.29999999999999999,6,0.12608695652173912,0.10220386959524581
Cui_direct41,perturbation_unseen_column,0.5,safeconf_m,0.050000000000000003,6,0.076412071807949664,0.016025834321702844
Cui_direct41,perturbation_unseen_column,0.5,safeconf_m,0.10000000000000001,6,0.076412071807949664,-0.0068756313632655497
Cui_direct41,perturbation_unseen_column,0.5,safeconf_m,0.20000000000000001,6,0.076412071807949664,-0.067730305949878652
Cui_direct41,perturbation_unseen_column,0.5,safeconf_m,0.29999999999999999,6,0.076412071807949664,-0.089887450787273462
Cui_direct41,perturbation_unseen_column,0.75,disagreement,0.050000000000000003,6,0.074989020641194545,0.10115264158721295
Cui_direct41,perturbation_unseen_column,0.75,disagreement,0.10000000000000001,6,0.074989020641194545,0.14751579951702284
Cui_direct41,perturbation_unseen_column,0.75,disagreement,0.20000000000000001,6,0.074989020641194545,0.05070356804332745
Cui_direct41,perturbation_unseen_column,0.75,disagreement,0.29999999999999999,6,0.074989020641194545,0.0091108106245804347
Cui_direct41,perturbation_unseen_column,0.75,magnitude,0.050000000000000003,6,0.13601229688186209,-0.048208335951820946
Cui_direct41,perturbation_unseen_column,0.75,magnitude,0.10000000000000001,6,0.13601229688186209,-0.011522161426306748
Cui_direct41,perturbation_unseen_column,0.75,magnitude,0.20000000000000001,6,0.13601229688186209,-0.03787648838168612
Cui_direct41,perturbation_unseen_column,0.75,magnitude,0.29999999999999999,6,0.13601229688186209,0.021661352142577559
Cui_direct41,perturbation_unseen_column,0.75,safeconf,0.050000000000000003,6,0.13078612209046989,0.13177548474835407
Cui_direct41,perturbation_unseen_column,0.75,safeconf,0.10000000000000001,6,0.13078612209046989,0.004986250698638125
Cui_direct41,perturbation_unseen_column,0.75,safeconf,0.20000000000000001,6,0.13078612209046989,0.02618748417820238
Cui_direct41,perturbation_unseen_column,0.75,safeconf,0.29999999999999999,6,0.13078612209046989,-0.030927303483238303
Cui_direct41,perturbation_unseen_column,0.75,safeconf_m,0.050000000000000003,6,0.13322424523644474,-0.018301799882533845
Cui_direct41,perturbation_unseen_column,0.75,safeconf_m,0.10000000000000001,6,0.13322424523644474,-0.014935790812042193
Cui_direct41,perturbation_unseen_column,0.75,safeconf_m,0.20000000000000001,6,0.13322424523644474,-0.028946116300607675
Cui_direct41,perturbation_unseen_column,0.75,safeconf_m,0.29999999999999999,6,0.13322424523644474,-0.0079970751302125779
Cui_direct41,perturbation_unseen_column,1,disagreement,0.050000000000000003,6,0.061089152393500212,0.08141314120694132
Cui_direct41,perturbation_unseen_column,1,disagreement,0.10000000000000001,6,0.061089152393500212,0.11105254888336069
Cui_direct41,perturbation_unseen_column,1,disagreement,0.20000000000000001,6,0.061089152393500212,0.042703379442744112
Cui_direct41,perturbation_unseen_column,1,disagreement,0.29999999999999999,6,0.061089152393500212,0.14917859731994373
Cui_direct41,perturbation_unseen_column,1,magnitude,0.050000000000000003,6,0.17918313570487485,0.0092965823123365623
Cui_direct41,perturbation_unseen_column,1,magnitude,0.10000000000000001,6,0.17918313570487485,0.047236006178402318
Cui_direct41,perturbation_unseen_column,1,magnitude,0.20000000000000001,6,0.17918313570487485,0.036723281001507659
Cui_direct41,perturbation_unseen_column,1,magnitude,0.29999999999999999,6,0.17918313570487485,0.041643374007277051
Cui_direct41,perturbation_unseen_column,1,safeconf,0.050000000000000003,6,0.15548967940272287,0.15043805631918214
Cui_direct41,perturbation_unseen_column,1,safeconf,0.10000000000000001,6,0.15548967940272287,0.074491895125942675
Cui_direct41,perturbation_unseen_column,1,safeconf,0.20000000000000001,6,0.15548967940272287,0.01421387214569933
Cui_direct41,perturbation_unseen_column,1,safeconf,0.29999999999999999,6,0.15548967940272287,-0.037299661506996179
Cui_direct41,perturbation_unseen_column,1,safeconf_m,0.050000000000000003,6,0.16937567407054607,0.032500147477654895
Cui_direct41,perturbation_unseen_column,1,safeconf_m,0.10000000000000001,6,0.16937567407054607,0.027720799332422236
Cui_direct41,perturbation_unseen_column,1,safeconf_m,0.20000000000000001,6,0.16937567407054607,0.054083772558451121
Cui_direct41,perturbation_unseen_column,1,safeconf_m,0.29999999999999999,6,0.16937567407054607,0.041643374007277134
Cui_direct41,random_missing_pair,0.25,disagreement,0.050000000000000003,6,0.51274509803921564,0.53756694077712208
Cui_direct41,random_missing_pair,0.25,disagreement,0.10000000000000001,6,0.51274509803921564,0.41871949398943525
Cui_direct41,random_missing_pair,0.25,disagreement,0.20000000000000001,6,0.51274509803921564,0.4331942378293368
Cui_direct41,random_missing_pair,0.25,disagreement,0.29999999999999999,6,0.51274509803921564,0.41648178637193767
Cui_direct41,random_missing_pair,0.25,magnitude,0.050000000000000003,6,0.5151960784313725,0.59023824053981444
Cui_direct41,random_missing_pair,0.25,magnitude,0.10000000000000001,6,0.5151960784313725,0.57400224540478362
Cui_direct41,random_missing_pair,0.25,magnitude,0.20000000000000001,6,0.5151960784313725,0.49851660162087708
Cui_direct41,random_missing_pair,0.25,magnitude,0.29999999999999999,6,0.5151960784313725,0.45779491211551365
Cui_direct41,random_missing_pair,0.25,safeconf,0.050000000000000003,6,0.58039215686274515,0.59023824053981444
Cui_direct41,random_missing_pair,0.25,safeconf,0.10000000000000001,6,0.58039215686274515,0.54679496765272984
Cui_direct41,random_missing_pair,0.25,safeconf,0.20000000000000001,6,0.58039215686274515,0.55094967147374829
Cui_direct41,random_missing_pair,0.25,safeconf,0.29999999999999999,6,0.58039215686274515,0.52599177047242629
Cui_direct41,random_missing_pair,0.25,safeconf_m,0.050000000000000003,6,0.51879235318000816,0.59023824053981444
Cui_direct41,random_missing_pair,0.25,safeconf_m,0.10000000000000001,6,0.51879235318000816,0.57400224540478362
Cui_direct41,random_missing_pair,0.25,safeconf_m,0.20000000000000001,6,0.51879235318000816,0.49851660162087708
Cui_direct41,random_missing_pair,0.25,safeconf_m,0.29999999999999999,6,0.51879235318000816,0.45779491211551365
Cui_direct41,random_missing_pair,0.5,disagreement,0.050000000000000003,6,0.48823529411764705,0.70478574614948519
Cui_direct41,random_missing_pair,0.5,disagreement,0.10000000000000001,6,0.48823529411764705,0.62211435730388331
Cui_direct41,random_missing_pair,0.5,disagreement,0.20000000000000001,6,0.48823529411764705,0.53919595243847729
Cui_direct41,random_missing_pair,0.5,disagreement,0.29999999999999999,6,0.48823529411764705,0.5069037796417496
Cui_direct41,random_missing_pair,0.5,magnitude,0.050000000000000003,6,0.62549019607843137,0.72610195803427702
Cui_direct41,random_missing_pair,0.5,magnitude,0.10000000000000001,6,0.62549019607843137,0.56155931772326662
Cui_direct41,random_missing_pair,0.5,magnitude,0.20000000000000001,6,0.62549019607843137,0.62267330036411073
Cui_direct41,random_missing_pair,0.5,magnitude,0.29999999999999999,6,0.62549019607843137,0.60546466833623203
Cui_direct41,random_missing_pair,0.5,safeconf,0.050000000000000003,6,0.68578431372549009,0.75023734798187147
Cui_direct41,random_missing_pair,0.5,safeconf,0.10000000000000001,6,0.68578431372549009,0.81479865874774393
Cui_direct41,random_missing_pair,0.5,safeconf,0.20000000000000001,6,0.68578431372549009,0.7407733288716537
Cui_direct41,random_missing_pair,0.5,safeconf,0.29999999999999999,6,0.68578431372549009,0.72847849391375918
Cui_direct41,random_missing_pair,0.5,safeconf_m,0.050000000000000003,6,0.63387252010895179,0.72610195803427702
Cui_direct41,random_missing_pair,0.5,safeconf_m,0.10000000000000001,6,0.63387252010895179,0.56105075844578012
Cui_direct41,random_missing_pair,0.5,safeconf_m,0.20000000000000001,6,0.63387252010895179,0.62267330036411084
Cui_direct41,random_missing_pair,0.5,safeconf_m,0.29999999999999999,6,0.63387252010895179,0.69957431083366106
Cui_direct41,random_missing_pair,0.75,disagreement,0.050000000000000003,6,0.57549019607843144,0.55112278881493137
Cui_direct41,random_missing_pair,0.75,disagreement,0.10000000000000001,6,0.57549019607843144,0.66725642914869088
Cui_direct41,random_missing_pair,0.75,disagreement,0.20000000000000001,6,0.57549019607843144,0.76589594863515853
Cui_direct41,random_missing_pair,0.75,disagreement,0.29999999999999999,6,0.57549019607843144,0.68032800235060087
Cui_direct41,random_missing_pair,0.75,magnitude,0.050000000000000003,6,0.62058823529411766,0.62828755654193869
Cui_direct41,random_missing_pair,0.75,magnitude,0.10000000000000001,6,0.62058823529411766,0.52527708804032802
Cui_direct41,random_missing_pair,0.75,magnitude,0.20000000000000001,6,0.62058823529411766,0.72576578254380275
Cui_direct41,random_missing_pair,0.75,magnitude,0.29999999999999999,6,0.62058823529411766,0.8543222255912416
Cui_direct41,random_missing_pair,0.75,safeconf,0.050000000000000003,6,0.68529411764705872,0.74536669507029785
Cui_direct41,random_missing_pair,0.75,safeconf,0.10000000000000001,6,0.68529411764705872,0.72749085582837425
Cui_direct41,random_missing_pair,0.75,safeconf,0.20000000000000001,6,0.68529411764705872,0.79827346303649549
Cui_direct41,random_missing_pair,0.75,safeconf,0.29999999999999999,6,0.68529411764705872,0.84512085174919793
Cui_direct41,random_missing_pair,0.75,safeconf_m,0.050000000000000003,6,0.628091450368367,0.62828755654193869
Cui_direct41,random_missing_pair,0.75,safeconf_m,0.10000000000000001,6,0.628091450368367,0.58917766094557167
Cui_direct41,random_missing_pair,0.75,safeconf_m,0.20000000000000001,6,0.628091450368367,0.72576578254380275
Cui_direct41,random_missing_pair,0.75,safeconf_m,0.29999999999999999,6,0.628091450368367,0.8543222255912416
Cui_direct41,random_missing_pair,1,disagreement,0.050000000000000003,6,0.41715686274509806,0.8501585982071358
Cui_direct41,random_missing_pair,1,disagreement,0.10000000000000001,6,0.41715686274509806,0.68849531485694415
Cui_direct41,random_missing_pair,1,disagreement,0.20000000000000001,6,0.41715686274509806,0.53457890358271443
Cui_direct41,random_missing_pair,1,disagreement,0.29999999999999999,6,0.41715686274509806,0.48606876390710979
Cui_direct41,random_missing_pair,1,magnitude,0.050000000000000003,6,0.57107843137254899,0.59964917035420706
Cui_direct41,random_missing_pair,1,magnitude,0.10000000000000001,6,0.57107843137254899,0.74464154943032568
Cui_direct41,random_missing_pair,1,magnitude,0.20000000000000001,6,0.57107843137254899,0.82602358930116926
