dataset_name,validation_mode,dropped_group,dropped_features,n_features_kept,n,n_task_clusters,n_bootstrap,delta_partial_rho_control_magnitude_point,delta_aurc_reduction_vs_random_pct_point,delta_top10_enrichment_point,delta_partial_rho_control_magnitude_ci_low,delta_partial_rho_control_magnitude_ci_high,delta_aurc_reduction_vs_random_pct_ci_low,delta_aurc_reduction_vs_random_pct_ci_high,delta_top10_enrichment_ci_low,delta_top10_enrichment_ci_high,source_file,source_commit
McFarlandTsherniak2020,lopo,support,perturbation_support_count,13,1163,1163,1000,-0.0097134402604315,-0.3695195491312262,-0.0849587259843667,-0.0250577072014842,0.0067477935612664,-0.9478365047587368,0.1456690339168195,-0.4247936299218349,0.2548761779531014,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
SantinhaPlatt2023,lopo,support,perturbation_support_count,13,273,273,1000,0.0419199285759988,0.4201882656027891,0.0,0.009019723317354,0.0773783569702322,-0.631112752294727,1.705090038409559,-0.6964285714285714,1.0446428571428572,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,lopo,support,perturbation_support_count,13,564,564,1000,0.1320926472006327,2.403780143117018,1.041551246537396,0.0931384802340133,0.1700669225805863,1.1832943773753688,3.644887484313293,0.0,2.083102493074792,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
CuiHacohen2023,lopo,historical,perturbation_effect_stability;perturbation_effect_variance;historical_residual_risk,11,1253,1253,1000,0.009843436411043,-0.4162197604880688,-0.947089947089947,-0.0189434649017548,0.0395311553085414,-1.4291104132415795,0.6512643269927364,-1.6593805114638456,-0.473544973544973,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
Frangieh,lopo,historical,perturbation_effect_stability;perturbation_effect_variance;historical_residual_risk,11,633,633,1000,-0.1500791588785979,-1.089914456100875,-1.236328125,-0.1862627204520035,-0.1114889672615319,-1.380411034196367,-0.7819550007344606,-2.318115234375,-0.154541015625,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,lopo,historical,perturbation_effect_stability;perturbation_effect_variance;historical_residual_risk,11,323,323,1000,0.0097932490551305,-1.569968254868101,0.0,-0.0059228984128541,0.0269195475632733,-3.285766189922182,0.1113722390402039,-0.5932047750229568,0.0,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
LaraAstiasoHuntly2023_invivo,lopo,historical,perturbation_effect_stability;perturbation_effect_variance;historical_residual_risk,11,375,375,1000,-0.0285682612742621,-3.298519642355444,-0.7790858725761776,-0.055957802765638,-0.0022770879437653,-5.540718631774768,-1.2351675109730658,-1.558171745152355,0.0,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
McFarlandTsherniak2020,lopo,historical,perturbation_effect_stability;perturbation_effect_variance;historical_residual_risk,11,1163,1163,1000,0.0670853917407278,3.155990859073558,0.0,0.0261189230376643,0.1092258393435214,1.7131491545656603,4.619711153534963,-0.5097523559062025,0.509752355906202,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
SantinhaPlatt2023,lopo,historical,perturbation_effect_stability;perturbation_effect_variance;historical_residual_risk,11,273,273,1000,-0.0376543683415756,-5.959223993194112,-0.3482142857142856,-0.1127232590889614,0.0394686535313014,-9.564494836162329,-3.0276703057407115,-1.392857142857143,1.3928571428571428,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,lopo,historical,perturbation_effect_stability;perturbation_effect_variance;historical_residual_risk,11,564,564,1000,-0.0023961456117538,-2.1397914188560208,-0.8679593721144974,-0.0309019831610632,0.0250238406943638,-3.4942695907313723,-0.9082994032076126,-2.430286241920591,0.3471837488457989,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
CuiHacohen2023,lopo,disagreement,model_disagreement_rmse;model_disagreement_cosine,12,1253,1253,1000,0.0106584195969695,0.3887411344436273,0.7103174603174609,-0.0002463062375936,0.0209513541668472,-0.055210118285418,0.8314696917174466,0.0789241622574952,1.026014109347443,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
Frangieh,lopo,disagreement,model_disagreement_rmse;model_disagreement_cosine,12,633,633,1000,0.1848012690645972,1.0657010745647746,-0.30908203125,0.1487471138443578,0.2186686630254601,0.8283311288858819,1.2962237486552608,-1.081787109375,0.30908203125,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,lopo,disagreement,model_disagreement_rmse;model_disagreement_cosine,12,323,323,1000,-0.0254373340620646,-3.91579046745288,0.0,-0.0381318542438685,-0.0134568793693138,-5.335135993188365,-2.555404728524916,0.0,0.0,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
LaraAstiasoHuntly2023_invivo,lopo,disagreement,model_disagreement_rmse;model_disagreement_cosine,12,375,375,1000,0.0008879381035894,0.6464274714098579,0.2596952908587255,-0.0146174435961786,0.0182705745311876,-2.035718318372206,2.958518285005803,0.0,1.038781163434903,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
McFarlandTsherniak2020,lopo,disagreement,model_disagreement_rmse;model_disagreement_cosine,12,1163,1163,1000,0.0171281393678013,0.0210024906582901,0.0,-0.000329109816157,0.0354707118077542,-0.7850091974322975,0.8439999179815006,-0.4247936299218353,0.2548761779531014,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
SantinhaPlatt2023,lopo,disagreement,model_disagreement_rmse;model_disagreement_cosine,12,273,273,1000,-0.0220919853349667,-1.584066292389501,-0.3482142857142856,-0.0483218109849039,0.0047991786272474,-3.028883415038409,-0.3516748733182818,-1.0446428571428572,0.3482142857142858,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,lopo,disagreement,model_disagreement_rmse;model_disagreement_cosine,12,564,564,1000,0.0189388940566476,0.2691525273183934,-0.6943674976915988,0.0070947288524545,0.0320827723536235,-0.1981935396364783,0.7751934718203485,-1.5623268698060937,0.1735918744228985,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
CuiHacohen2023,lopo,ood,ood_nearest_distance;ood_mean_k_distance,12,1253,1253,1000,-0.00217336287594,0.0211228823990197,0.2367724867724874,-0.0068605705887535,0.0028362738628927,-0.1994235081058097,0.2574479316605438,-0.2367724867724865,0.3946208112874787,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
Frangieh,lopo,ood,ood_nearest_distance;ood_mean_k_distance,12,633,633,1000,-0.0044141927696786,0.1046230181584668,0.0,-0.0151984066426372,0.006533791980122,0.0139144834851916,0.201940640065381,-0.463623046875,0.772705078125,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,lopo,ood,ood_nearest_distance;ood_mean_k_distance,12,323,323,1000,-0.001271935162459,-0.0512879051754069,0.0,-0.0077905151177734,0.0056046280581915,-0.9302322765961544,0.9476791843817975,0.0,0.0,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
LaraAstiasoHuntly2023_invivo,lopo,ood,ood_nearest_distance;ood_mean_k_distance,12,375,375,1000,0.0073115600730924,0.4838531225791556,-0.2596952908587258,-0.0075704014139796,0.0213764035105313,-0.8334565021217664,1.7875792862726354,-1.038781163434903,0.259695290858726,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
McFarlandTsherniak2020,lopo,ood,ood_nearest_distance;ood_mean_k_distance,12,1163,1163,1000,0.0157530113176734,0.3581389950255342,0.0,0.0042576630735441,0.0277942094916736,-0.1361809034753013,0.8533341315127919,-0.4247936299218349,0.254876177953101,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
SantinhaPlatt2023,lopo,ood,ood_nearest_distance;ood_mean_k_distance,12,273,273,1000,0.0016010399835544,-1.0237226210381642,-0.6964285714285714,-0.0164339504248719,0.0191944486767605,-2.191025722088632,0.2320280058338723,-1.3928571428571428,0.6964285714285712,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,lopo,ood,ood_nearest_distance;ood_mean_k_distance,12,564,564,1000,0.0064138745883006,0.3236037897555484,-0.6943674976915988,-0.0004132687845896,0.0132058966187656,-0.1364613250467518,0.9211519846825288,-0.8679593721144974,0.1735918744229003,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
CuiHacohen2023,lopo,prediction_output,prediction_magnitude_deviation;prediction_l2_norm;prediction_abs_mean;prediction_norm_ratio,10,1253,1253,1000,-0.0018528711569762,-0.2097548718480553,-0.3156966490299817,-0.0133988292737577,0.0092323727373366,-0.5638929184259022,0.1062920012560313,-0.9470899470899464,-0.0789241622574952,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
Frangieh,lopo,prediction_output,prediction_magnitude_deviation;prediction_l2_norm;prediction_abs_mean;prediction_norm_ratio,10,633,633,1000,0.1101542589236839,1.6802951842108396,2.16357421875,0.0584139667555898,0.1724590478297768,0.8705789486260367,2.760570799922295,1.390869140625,3.39990234375,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,lopo,prediction_output,prediction_magnitude_deviation;prediction_l2_norm;prediction_abs_mean;prediction_norm_ratio,10,323,323,1000,-0.0150838687722349,-4.051234871694938,0.0,-0.0338261504360853,0.00262737111302,-5.788430577997791,-2.3092938737398376,-0.593204775022957,0.0,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
LaraAstiasoHuntly2023_invivo,lopo,prediction_output,prediction_magnitude_deviation;prediction_l2_norm;prediction_abs_mean;prediction_norm_ratio,10,375,375,1000,0.0321706212258703,-2.7258959252869417,-1.038781163434903,0.01003942160222,0.0541499812675754,-4.5081094608949,-0.7029794738750668,-2.0775623268698062,-0.2596952908587258,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
McFarlandTsherniak2020,lopo,prediction_output,prediction_magnitude_deviation;prediction_l2_norm;prediction_abs_mean;prediction_norm_ratio,10,1163,1163,1000,0.0097063130343371,-0.2589233677291034,-0.0849587259843667,-0.0045619129077189,0.0240672374031026,-0.8296166815046296,0.2498875517237471,-0.509752355906202,0.254876177953101,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
SantinhaPlatt2023,lopo,prediction_output,prediction_magnitude_deviation;prediction_l2_norm;prediction_abs_mean;prediction_norm_ratio,10,273,273,1000,0.024615650440528,0.8999889790353954,-0.6964285714285714,-0.0057159946073599,0.0524145140176463,-0.2292696083579413,2.0823175922715267,-1.3928571428571428,1.0446428571428572,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,lopo,prediction_output,prediction_magnitude_deviation;prediction_l2_norm;prediction_abs_mean;prediction_norm_ratio,10,564,564,1000,0.1664181773477363,4.8956169112514445,0.694367497691597,0.1267315667899518,0.2074142940470446,3.18261087699506,6.66251715583163,0.0,2.083102493074793,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
CuiHacohen2023,lodo_lopo,context,context_similarity_max;context_similarity_mean,12,1253,1253,1000,0.0338252193466048,1.9121913045903085,-0.2367724867724869,0.0135887590359981,0.0548766703662534,0.6523953275971529,3.307115486790956,-0.4735449735449735,0.3156966490299826,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
Frangieh,lodo_lopo,context,context_similarity_max;context_similarity_mean,12,633,633,1000,-0.139737494588999,0.1500453915012745,-0.30908203125,-0.1908749965006677,-0.0866494642941912,-0.295528474638797,0.6251456274372723,-1.236328125,0.6181640625,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,lodo_lopo,context,context_similarity_max;context_similarity_mean,12,323,323,1000,0.0533032328080461,16.290760886476,0.2966023875114784,0.0249875188631043,0.0812292585549621,10.566067263639896,22.12847545480835,0.0,1.4830119375573922,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
LaraAstiasoHuntly2023_invivo,lodo_lopo,context,context_similarity_max;context_similarity_mean,12,375,375,1000,-0.0521476715955349,-4.820330682217197,-0.2596952908587259,-0.09226694208891,-0.0111461629881238,-10.4281932079026,1.5828735093538897,-0.7790858725761773,0.0,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
McFarlandTsherniak2020,lodo_lopo,context,context_similarity_max;context_similarity_mean,12,1163,1163,1000,0.1166088415805859,-0.1233443496197939,0.6796698078749359,0.0711694751778816,0.1640496561266026,-3.4773689887553605,2.778099650834564,0.0,1.1894221637811386,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
SantinhaPlatt2023,lodo_lopo,context,context_similarity_max;context_similarity_mean,12,273,273,1000,-0.0140776928962445,-4.216190283768976,0.0,-0.0768134677453501,0.0401818650945473,-8.35741994845412,0.3217051991083455,-0.6964285714285715,0.0,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,lodo_lopo,context,context_similarity_max;context_similarity_mean,12,564,564,1000,-0.0357768648839281,-0.1616825927744045,0.6943674976915974,-0.0596053590469908,-0.0096821243838882,-1.4093574253869745,1.2084443438362913,-0.1735918744228994,1.215143120960296,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
CuiHacohen2023,lodo_lopo,support,perturbation_support_count,13,1253,1253,1000,-0.0288279440085102,-1.1647570247388543,-0.1578483245149913,-0.0485287223835961,-0.0104070207091503,-3.075204799936384,0.5064347388442993,-0.5524691358024691,0.3156966490299822,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
Frangieh,lodo_lopo,support,perturbation_support_count,13,633,633,1000,0.1899532944741571,1.5194717913945863,0.92724609375,0.1537915531421707,0.2288598345808595,1.0864563236263127,1.991447354323249,0.154541015625,1.699951171875,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,lodo_lopo,support,perturbation_support_count,13,323,323,1000,0.0041907740466015,0.1168553933668548,0.0,-0.0158261025210292,0.0246254837423533,-2.580004938891311,2.828935871462729,-0.2966023875114785,0.0,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
LaraAstiasoHuntly2023_invivo,lodo_lopo,support,perturbation_support_count,13,375,375,1000,-0.0521909096052336,-8.7207125277627,0.7790858725761772,-0.1021380926983046,-0.0098426856648319,-17.015338804720685,-1.4177560399864386,0.0,1.564664127423817,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
McFarlandTsherniak2020,lodo_lopo,support,perturbation_support_count,13,1163,1163,1000,-0.0274396477400513,-0.1001349361928554,-0.0849587259843671,-0.0505412813424471,-0.0051597185398235,-1.5967140004371123,1.5810868773683682,-0.509752355906202,0.1699174519687338,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
SantinhaPlatt2023,lodo_lopo,support,perturbation_support_count,13,273,273,1000,0.0188589152913568,0.9585250396588672,0.0,-0.018663516156562,0.0538046958319383,-1.9869088977030172,4.374623077083923,-0.6964285714285715,0.0,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,lodo_lopo,support,perturbation_support_count,13,564,564,1000,-0.0273869139301317,-1.311086231810748,0.3471837488457989,-0.0435498205073813,-0.013103902970181,-2.194352252550986,-0.3522284699095973,-0.1779316712834725,0.8679593721144969,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
CuiHacohen2023,lodo_lopo,historical,perturbation_effect_stability;perturbation_effect_variance;historical_residual_risk,11,1253,1253,1000,0.0537839601259645,-0.9555622727657074,0.0,0.0151787203182829,0.0921486983438168,-3.3447125786251872,1.3548210856151757,-0.3946208112874778,0.6313932980599648,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
Frangieh,lodo_lopo,historical,perturbation_effect_stability;perturbation_effect_variance;historical_residual_risk,11,633,633,1000,-0.5413787188153758,-2.6889281980679414,-2.47265625,-0.6093324506451168,-0.4658993603460274,-3.217781698386577,-2.1441149436857225,-3.554443359375,-0.92724609375,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,lodo_lopo,historical,perturbation_effect_stability;perturbation_effect_variance;historical_residual_risk,11,323,323,1000,0.0540836169937817,2.558384582732824,0.2966023875114784,0.0293776206118228,0.0831731346939082,0.1784326994168591,5.050276232003518,0.0,1.483011937557392,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
LaraAstiasoHuntly2023_invivo,lodo_lopo,historical,perturbation_effect_stability;perturbation_effect_variance;historical_residual_risk,11,375,375,1000,0.0285257608770466,0.5385337708971498,0.2596952908587256,-0.0120168552685659,0.0778990605794148,-5.201300983322034,6.726617407150904,-0.5193905817174514,1.298476454293629,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
McFarlandTsherniak2020,lodo_lopo,historical,perturbation_effect_stability;perturbation_effect_variance;historical_residual_risk,11,1163,1163,1000,0.066213792952708,5.801001965938912,0.0849587259843667,0.0377242624474623,0.0979305480711768,2.310270871860393,9.27926739270218,-0.4247936299218353,0.5947110818905688,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
SantinhaPlatt2023,lodo_lopo,historical,perturbation_effect_stability;perturbation_effect_variance;historical_residual_risk,11,273,273,1000,0.0745606833067649,2.1181178250484622,0.3482142857142858,-0.0156923854801221,0.1644942678881521,-5.664574156601705,9.976263365546815,-0.6964285714285715,1.3928571428571428,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,lodo_lopo,historical,perturbation_effect_stability;perturbation_effect_variance;historical_residual_risk,11,564,564,1000,-0.0094960025250734,-1.0413930083057004,-1.041551246537396,-0.0445799989993166,0.0232930807759183,-2.689230617781761,0.4367578417750585,-2.6038781163434908,-0.1735918744228985,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
CuiHacohen2023,lodo_lopo,disagreement,model_disagreement_rmse;model_disagreement_cosine,12,1253,1253,1000,0.0422761015399631,3.2191390051388358,-0.1578483245149913,0.0299285890995902,0.0550423459309701,1.7775267698915431,4.896492839518071,-0.3946208112874778,0.1578483245149908,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
Frangieh,lodo_lopo,disagreement,model_disagreement_rmse;model_disagreement_cosine,12,633,633,1000,0.2200463929394172,0.9223052625167512,0.154541015625,0.1780474435708805,0.2618805457073298,0.6284568165438862,1.2610591838012648,-0.4674865722656248,0.772705078125,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,lodo_lopo,disagreement,model_disagreement_rmse;model_disagreement_cosine,12,323,323,1000,0.0353273381232469,2.636169735870947,0.5932047750229568,0.0188198459665691,0.0544782101869899,0.5218299192552819,5.075639643635259,0.0,1.7796143250688703,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
LaraAstiasoHuntly2023_invivo,lodo_lopo,disagreement,model_disagreement_rmse;model_disagreement_cosine,12,375,375,1000,0.0075337254080264,5.511274892749997,0.2596952908587256,-0.0218625883123882,0.0355057724267091,0.4362684150445851,10.86498619836077,0.0,0.7790858725761773,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
McFarlandTsherniak2020,lodo_lopo,disagreement,model_disagreement_rmse;model_disagreement_cosine,12,1163,1163,1000,-0.0049656533748442,-0.2596105453157893,0.1699174519687338,-0.0314403347452408,0.0197609543165759,-1.7537334766107269,1.186534020910928,-0.3398349039374682,0.3398349039374679,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
SantinhaPlatt2023,lodo_lopo,disagreement,model_disagreement_rmse;model_disagreement_cosine,12,273,273,1000,0.0033063671939463,0.7562666833928269,0.3482142857142858,-0.0218782956397268,0.0276567778930247,-1.2878707579053104,2.666924696554894,0.0,0.6964285714285716,docs/实验结果/E1_E4_preregistered_20260614/E1_group_ablation/E1_GROUP_ABLATION_DELTAS.csv,e8a3594
