fold_id,task_key,model_disagreement_rmse,model_disagreement_cosine
0,ACH-000580||Thymol@5.0uM,0.22088170938975496,0.03577498630646103
0,ACH-000580||Tofacitinib@5.0uM,0.31294397682532415,0.11738878199619651
0,ACH-000580||Triclosan@5.0uM,0.07778343524245494,0.09879418943847373
0,ACH-000580||Trimetrexate@5.0uM,0.13092457849448474,0.10766228277047085
0,ACH-000750||Docetaxel@5.0uM,0.2158010694765122,0.08747022006926297
0,ACH-000750||Fluvoxamine (maleate)@5.0uM,0.2682224254721748,0.05868807174253232
0,ACH-000750||Gallic acid@5.0uM,0.19680469330527486,0.038440046357364865
0,ACH-000750||Quinestrol@5.0uM,0.2513761453313345,0.05872900034789519
0,ACH-000750||Tofacitinib@5.0uM,0.31294397682532415,0.11738878199619651
0,ACH-000750||Tolcapone@5.0uM,0.21582523445728316,0.08088925187554807
0,ACH-000750||Triclosan@5.0uM,0.07778343524245494,0.09879418943847373
0,ACH-000790||Regorafenib@0.05uM,0.16241588070499055,0.32534232353981973
0,ACH-000790||Sulfisoxazole@0.5uM,0.24759750356491605,0.41983360330818364
0,ACH-000853||Adagrasib@0.05uM,0.031663022374721926,0.016089896743231358
0,ACH-000853||Tolcapone@5.0uM,0.21582523445728316,0.08088925187554807
0,ACH-000875||Adagrasib@0.05uM,0.031663022374721926,0.016089896743231358
0,ACH-000916||Belumosudil@5.0uM,0.10136663068600534,0.054432368318791835
0,ACH-000916||Berbamine@0.5uM,0.11324839314258917,0.15690038369154768
0,ACH-000927||Adagrasib@0.05uM,0.031663022374721926,0.016089896743231358
0,ACH-000932||Relugolix@5.0uM,0.14987386048061813,0.05006808037167132
0,ACH-000932||Resveratrol@5.0uM,0.14638810366723728,0.0541776409946112
0,ACH-000932||Saquinavir@5.0uM,0.17301956044074146,0.030966744065235474
0,ACH-000932||Terfenadine@5.0uM,0.28590345993538285,0.06814694164987145
0,ACH-000932||Tofacitinib (citrate)@5.0uM,0.08905847565124002,0.09310244862932449
0,ACH-000958||Pravastatin (sodium)@0.5uM,0.08854851958021709,0.16151952531996927
0,ACH-000958||Terfenadine@0.5uM,0.2243953432576448,0.3883538954397525
1,ACH-000120||Binimetinib@0.05uM,0.21584673754974498,0.2504785025833275
1,ACH-000236||Docetaxel@5.0uM,0.23134561814538826,0.12427898667191983
1,ACH-000236||Fluvoxamine (maleate)@5.0uM,0.32353653720869263,0.12377797982639638
1,ACH-000236||Resveratrol@5.0uM,0.07547786449758453,0.011275605813892087
1,ACH-000236||Selinexor @5.0uM,0.3536210247947586,0.125830033622105
1,ACH-000236||Tofacitinib (citrate)@5.0uM,0.19698957862267794,0.07091196591766746
1,ACH-000311||Norepinephrine (hydrochloride)@5.0uM,0.0913149063100715,0.07194568156657055
1,ACH-000311||Olanzapine@5.0uM,0.08129153144584135,0.06068987923958258
1,ACH-000311||Relugolix@5.0uM,0.07063511500450109,0.08268258898555059
1,ACH-000311||Retinoic acid@5.0uM,0.14129440926905512,0.1957029830643764
1,ACH-000311||Riluzole hydrochloride@5.0uM,0.11797493139000204,0.09109818318619134
1,ACH-000311||Sodium Salicylate@5.0uM,0.10154105349190984,0.07593351043838092
1,ACH-000463||Afatinib@5.0uM,0.17026174292502874,0.09358070451842015
