dataset,geometry,predictor,outcome,budget,n_eligible_tasks,n_gene_clusters,n_selected,high_error_capture,random_expected_capture,selected_mean_error,overall_mean_error,error_lift,oracle_mean_error,oracle_normalized_utility,utility_ci95_lower,utility_ci95_upper,utility_bootstrap_valid
E192_RPE1,absolute_rmse,source_effect_magnitude,family_rms_error,0.3,175,21,53,0.5283018867924528,0.3028571428571429,0.35895710161476463,0.3032676407682781,1.1836313980133408,0.409740228520647,0.5230403620508179,-0.15349494180932616,0.7253992635254498,3000
E192_RPE1,absolute_rmse,source_to_family_centroid_distance,family_rms_error,0.1,175,21,18,0.2777777777777778,0.10285714285714286,0.35775794858030086,0.3032676407682781,1.1796772899145476,0.5090759341929443,0.2647624490991094,-0.1286110050571717,0.7037118859961178,3000
E192_RPE1,absolute_rmse,source_to_family_centroid_distance,family_rms_error,0.2,175,21,35,0.37142857142857144,0.2,0.3352193857534159,0.3032676407682781,1.1053582403457005,0.44794674435717763,0.22084561068284986,-0.19897533413225232,0.6629635945284835,3000
E192_RPE1,absolute_rmse,source_to_family_centroid_distance,family_rms_error,0.3,175,21,53,0.39622641509433965,0.3028571428571429,0.31846006375565217,0.3032676407682781,1.050095760130842,0.409740228520647,0.1426885859363932,-0.29969755184020674,0.6435423840136025,3000
E192_RPE1,cosine,diversity_lower_bound,family_rms_error,0.1,175,21,18,0.1111111111111111,0.10285714285714286,0.9854498752756027,0.9807938257188518,1.0047472255989565,1.0317505910603826,0.09137254936698547,-0.2331619380133102,0.34073161949212916,3000
E192_RPE1,cosine,diversity_lower_bound,family_rms_error,0.2,175,21,35,0.17142857142857143,0.2,0.985290754985352,0.9807938257188518,1.0045849893714454,1.0206161432843137,0.11292485072241132,-0.28116241092006405,0.3610841363523483,3000
E192_RPE1,cosine,diversity_lower_bound,family_rms_error,0.3,175,21,53,0.22641509433962265,0.3028571428571429,0.9817570873842519,0.9807938257188518,1.000982124520099,1.0130599555817446,0.029853647446821875,-0.30695135760149556,0.3551844515954566,3000
E192_RPE1,cosine,raw_predicted_magnitude,family_rms_error,0.1,175,21,18,0.05555555555555555,0.10285714285714286,0.9373322356446341,0.9807938257188518,0.9556873331228778,1.0317505910603826,-0.8529110861516084,-1.444401595549651,0.27411005764899415,3000
E192_RPE1,cosine,raw_predicted_magnitude,family_rms_error,0.2,175,21,35,0.2571428571428571,0.2,0.969791488762745,0.9807938257188518,0.9887822122574611,1.0206161432843137,-0.27628570180579143,-1.030787604308246,0.34954753677050315,3000
E192_RPE1,cosine,raw_predicted_magnitude,family_rms_error,0.3,175,21,53,0.24528301886792453,0.3028571428571429,0.9721627333127963,0.9807938257188518,0.9911998911700638,1.0130599555817446,-0.2674969834538937,-0.8140498431498504,0.28716334326690324,3000
E192_RPE1,cosine,source_effect_magnitude,family_rms_error,0.1,175,21,18,0.0,0.10285714285714286,0.9343712814291408,0.9807938257188518,0.952668396688074,1.0317505910603826,-0.9110182716381253,-1.440140639556597,-0.21074011636070922,3000
E192_RPE1,cosine,source_effect_magnitude,family_rms_error,0.2,175,21,35,0.05714285714285714,0.2,0.9569771705378571,0.9807938257188518,0.9757169605308855,1.0206161432843137,-0.5980730564423731,-1.0545416291046859,0.13718302385220837,3000
E192_RPE1,cosine,source_effect_magnitude,family_rms_error,0.3,175,21,53,0.33962264150943394,0.3028571428571429,0.9748150913449933,0.9807938257188518,0.9939041884062877,1.0130599555817446,-0.18529443720903727,-0.8370098330571992,0.21487494063350165,3000
E192_RPE1,cosine,source_to_family_centroid_distance,family_rms_error,0.1,175,21,18,0.1111111111111111,0.10285714285714286,0.9885350752407293,0.9807938257188518,1.0078928407978136,1.0317505910603826,0.1519179930278701,-0.3038050325415833,0.35276159310394856,3000
E192_RPE1,cosine,source_to_family_centroid_distance,family_rms_error,0.2,175,21,35,0.14285714285714285,0.2,0.9827107622172057,0.9807938257188518,1.0019544744757634,1.0206161432843137,0.04813724101322672,-0.2432779442185087,0.40196202500535927,3000
E192_RPE1,cosine,source_to_family_centroid_distance,family_rms_error,0.3,175,21,53,0.24528301886792453,0.3028571428571429,0.9811460304164837,0.9807938257188518,1.0003591016668298,1.0130599555817446,0.010915616441407275,-0.22832160510272081,0.40608798979623534,3000
E192_RPE1,pearson,diversity_lower_bound,family_rms_error,0.1,175,21,18,0.0,0.10285714285714286,0.9803572583881068,0.9883869637486377,0.9918759497494011,1.044503688047764,-0.1430893456597542,-0.3881865421060859,0.14782376478916276,3000
E192_RPE1,pearson,diversity_lower_bound,family_rms_error,0.2,175,21,35,0.05714285714285714,0.2,0.9828588127150275,0.9883869637486377,0.994406896047431,1.029277603674299,-0.1351935563654729,-0.41965673545709803,0.12485517047331042,3000
E192_RPE1,pearson,diversity_lower_bound,family_rms_error,0.3,175,21,53,0.11320754716981132,0.3028571428571429,0.9810492946961457,0.9883869637486377,0.992576117126573,1.020706806166769,-0.2270329464346518,-0.4446697073432547,0.14710515783919034,3000
E192_RPE1,pearson,raw_predicted_magnitude,family_rms_error,0.1,175,21,18,0.05555555555555555,0.10285714285714286,0.9670827794782427,0.9883869637486377,0.9784455025695655,1.044503688047764,-0.3796405534441822,-1.0245072171535285,0.4727009407196785,3000
E192_RPE1,pearson,raw_predicted_magnitude,family_rms_error,0.2,175,21,35,0.22857142857142856,0.2,0.9934605654218475,0.9883869637486377,1.0051332138719913,1.029277603674299,0.12407733609533987,-0.6694694819172978,0.5480415695019899,3000
E192_RPE1,pearson,raw_predicted_magnitude,family_rms_error,0.3,175,21,53,0.2830188679245283,0.3028571428571429,0.9906145883402147,0.9883869637486377,1.0022537980298003,1.020706806166769,0.06892436425764568,-0.49949346654257504,0.4967639498337877,3000
E192_RPE1,pearson,source_effect_magnitude,family_rms_error,0.1,175,21,18,0.0,0.10285714285714286,0.9628856363105895,0.9883869637486377,0.9741990451378176,1.044503688047764,-0.4544336426715682,-1.043888292493215,-0.023902741611409158,3000
E192_RPE1,pearson,source_effect_magnitude,family_rms_error,0.2,175,21,35,0.02857142857142857,0.2,0.9746930153491001,0.9883869637486377,0.9861451547806734,1.029277603674299,-0.33489200522253876,-0.6951368524700464,0.34209540860473286,3000
E192_RPE1,pearson,source_effect_magnitude,family_rms_error,0.3,175,21,53,0.3018867924528302,0.3028571428571429,0.9903193090379845,0.9883869637486377,1.0019550493483018,1.020706806166769,0.059788202688228,-0.5825654096847209,0.3957226763503554,3000
E192_RPE1,pearson,source_to_family_centroid_distance,family_rms_error,0.1,175,21,18,0.0,0.10285714285714286,0.9829464174800909,0.9883869637486377,0.9944955301232298,1.044503688047764,-0.09695053188682695,-0.3807247278631756,0.1832966379136893,3000
E192_RPE1,pearson,source_to_family_centroid_distance,family_rms_error,0.2,175,21,35,0.05714285714285714,0.2,0.9846839253904364,0.9883869637486377,0.9962534528539745,1.029277603674299,-0.09055955996123737,-0.4955977268568856,0.14917299830589284,3000
E192_RPE1,pearson,source_to_family_centroid_distance,family_rms_error,0.3,175,21,53,0.11320754716981132,0.3028571428571429,0.982283040900764,0.9883869637486377,0.9938243592117774,1.020706806166769,-0.1888599198258887,-0.5162613385045807,0.14429364819402812,3000
