dataset,estimand,metric,observed,n_valid_draws,bootstrap_median,ci95_low,ci95_high,p_gt_zero
Frangieh,pooled_context_task_median_sensitivity,rho__risk_model_disagreement,0.13876960230167815,3000,0.1380022399453609,0.05540351228469651,0.22127739097560425,0.9993333333333333
Frangieh,pooled_context_task_median_sensitivity,rho__baseline_predicted_magnitude,0.1867436789300125,3000,0.1854586595858732,0.10256342191753563,0.26651842407077486,1.0
Frangieh,pooled_context_task_median_sensitivity,delta_rho__safe_minus_disagreement,0.12314592136235389,3000,0.12320849005061213,0.03457232439009457,0.21211401159263374,0.997
Frangieh,pooled_context_task_median_sensitivity,delta_rho__safe_minus_magnitude,0.07517184473401953,3000,0.07519393560842673,-0.010376491127459671,0.1637738642159499,0.9593333333333334
Frangieh,pooled_context_task_median_sensitivity,delta_z__safe_minus_disagreement,0.1284931086229093,3000,0.12830214453132144,0.03627286394599784,0.2215507547519949,0.997
Frangieh,pooled_context_task_median_sensitivity,delta_z__safe_minus_magnitude,0.07920286232580853,3000,0.07933365334487412,-0.010940533775762411,0.17189661194377015,0.9593333333333334
Lara_exvivo,e140_fold_macro_context_task_cluster,rho__safeconf_calibrated_pair_risk,0.38712458896602125,3000,0.38379703418104916,0.27945451770887597,0.4807669898139664,1.0
Lara_exvivo,e140_fold_macro_context_task_cluster,rho__risk_model_disagreement,0.17609791742784073,3000,0.17394916692446433,0.05399892612882953,0.2896419046416914,0.999
Lara_exvivo,e140_fold_macro_context_task_cluster,rho__baseline_predicted_magnitude,0.147504567044209,3000,0.14544019575418338,0.022183748422484276,0.26643097704208,0.9906666666666667
Lara_exvivo,e140_fold_macro_context_task_cluster,delta_rho__safe_minus_disagreement,0.21102667153818053,3000,0.20980100842260835,0.1297626475069527,0.2893374176157203,1.0
Lara_exvivo,e140_fold_macro_context_task_cluster,delta_rho__safe_minus_magnitude,0.23962002192181225,3000,0.23778014746725087,0.1562954259225833,0.32048359180597324,1.0
Lara_exvivo,e140_fold_macro_context_task_cluster,delta_z__safe_minus_disagreement,0.23046043738532518,3000,0.2286608038291743,0.1435325487235699,0.3156169559242363,1.0
Lara_exvivo,e140_fold_macro_context_task_cluster,delta_z__safe_minus_magnitude,0.2598247509242133,3000,0.25853388097846997,0.171426155085249,0.3456250687951231,1.0
Lara_exvivo,e140_fold_macro_perturbation_cluster,rho__safeconf_calibrated_pair_risk,0.38712458896602125,3000,0.3813053437029609,0.21391726673638345,0.5516967118640812,1.0
Lara_exvivo,e140_fold_macro_perturbation_cluster,rho__risk_model_disagreement,0.17609791742784073,3000,0.18108600348471693,-0.013134678921538622,0.39809440538819135,0.9643333333333334
Lara_exvivo,e140_fold_macro_perturbation_cluster,rho__baseline_predicted_magnitude,0.147504567044209,3000,0.1467622617029587,-0.055296328824189125,0.37104692592355437,0.923
Lara_exvivo,e140_fold_macro_perturbation_cluster,delta_rho__safe_minus_disagreement,0.21102667153818053,3000,0.19811453592446815,0.08895344672137404,0.298541995968987,0.9996666666666667
Lara_exvivo,e140_fold_macro_perturbation_cluster,delta_rho__safe_minus_magnitude,0.23962002192181225,3000,0.22804171730594303,0.11845911620112623,0.34272365517988945,1.0
Lara_exvivo,e140_fold_macro_perturbation_cluster,delta_z__safe_minus_disagreement,0.23046043738532518,3000,0.21876790313732078,0.10312678125751357,0.32096706135160197,0.9996666666666667
Lara_exvivo,e140_fold_macro_perturbation_cluster,delta_z__safe_minus_magnitude,0.2598247509242133,3000,0.2503415376742675,0.1308769766841657,0.3651159910983982,1.0
Lara_exvivo,pooled_context_task_median_sensitivity,rho__safeconf_calibrated_pair_risk,0.31005446166736483,3000,0.30905366763876385,0.168956642410705,0.44403337821818595,1.0
Lara_exvivo,pooled_context_task_median_sensitivity,rho__risk_model_disagreement,0.3336985595050111,3000,0.33352296028178663,0.17571685337596757,0.47904564907264563,1.0
Lara_exvivo,pooled_context_task_median_sensitivity,rho__baseline_predicted_magnitude,0.2846250523669879,3000,0.28272148776266676,0.13013507832839644,0.43132837872395613,0.9996666666666667
Lara_exvivo,pooled_context_task_median_sensitivity,delta_rho__safe_minus_disagreement,-0.02364409783764626,3000,-0.019789630178546708,-0.1745154334520492,0.12167746788501514,0.386
Lara_exvivo,pooled_context_task_median_sensitivity,delta_rho__safe_minus_magnitude,0.02542940930037696,3000,0.029666193089574605,-0.1217147312530841,0.17178743917767053,0.6453333333333333
Lara_exvivo,pooled_context_task_median_sensitivity,delta_z__safe_minus_disagreement,-0.02637886372820064,3000,-0.02229596848597465,-0.19639116543208002,0.13449187390149447,0.386
Lara_exvivo,pooled_context_task_median_sensitivity,delta_z__safe_minus_magnitude,0.02789798270845223,3000,0.032543230685895874,-0.1359358510986151,0.1880757288289947,0.6453333333333333
Liang,e140_fold_macro_context_task_cluster,rho__safeconf_calibrated_pair_risk,0.21240226395970885,3000,0.20772531772788788,0.1264968318920248,0.28994479083792324,1.0
Liang,e140_fold_macro_context_task_cluster,rho__risk_model_disagreement,0.07455052105202883,3000,0.07373895558201563,-0.004698873703880234,0.1489794783770272,0.9676666666666667
Liang,e140_fold_macro_context_task_cluster,rho__baseline_predicted_magnitude,0.0741984875282581,3000,0.07213769785259327,-0.009311690657895638,0.15463493682117338,0.957
Liang,e140_fold_macro_context_task_cluster,delta_rho__safe_minus_disagreement,0.13785174290768,3000,0.13520417646507665,0.05639915914985964,0.2133665654665896,0.9996666666666667
Liang,e140_fold_macro_context_task_cluster,delta_rho__safe_minus_magnitude,0.13820377643145076,3000,0.1358238569970394,0.05422489803317769,0.21595029223360537,0.9993333333333333
Liang,e140_fold_macro_context_task_cluster,delta_z__safe_minus_disagreement,0.14099667488306608,3000,0.13871213876338817,0.05726455068976847,0.2195933440735683,0.9996666666666667
Liang,e140_fold_macro_context_task_cluster,delta_z__safe_minus_magnitude,0.14135066653909723,3000,0.13927364324608632,0.05543936490193769,0.2203151223350101,0.9993333333333333
Liang,e140_fold_macro_perturbation_cluster,rho__safeconf_calibrated_pair_risk,0.21240226395970885,3000,0.21558728383725073,0.07395896052949234,0.36656920779708074,0.9983333333333333
Liang,e140_fold_macro_perturbation_cluster,rho__risk_model_disagreement,0.07455052105202883,3000,0.08417523585881195,-0.05969038613446242,0.26094943713000307,0.8736666666666667
Liang,e140_fold_macro_perturbation_cluster,rho__baseline_predicted_magnitude,0.0741984875282581,3000,0.07129746749050428,-0.07262686204275082,0.24807023901927341,0.8273333333333334
Liang,e140_fold_macro_perturbation_cluster,delta_rho__safe_minus_disagreement,0.13785174290768,3000,0.12527241965704536,-0.007254308644050881,0.2742075203498273,0.967
Liang,e140_fold_macro_perturbation_cluster,delta_rho__safe_minus_magnitude,0.13820377643145076,3000,0.13857791681930456,0.0031432474826560055,0.28566515278978016,0.9763333333333334
Liang,e140_fold_macro_perturbation_cluster,delta_z__safe_minus_disagreement,0.14099667488306608,3000,0.12911055054275952,-0.007517913327121512,0.2824467950643843,0.967
Liang,e140_fold_macro_perturbation_cluster,delta_z__safe_minus_magnitude,0.14135066653909723,3000,0.14277938824185826,0.003295705576989363,0.2955218766057555,0.9763333333333334
Liang,pooled_context_task_median_sensitivity,rho__safeconf_calibrated_pair_risk,0.34363687427718786,3000,0.3422341765557717,0.1877095486265047,0.4801687089848548,1.0
Liang,pooled_context_task_median_sensitivity,rho__risk_model_disagreement,0.09043258096338917,3000,0.08788367916199454,-0.0719379801935588,0.2457742140141281,0.8643333333333333
Liang,pooled_context_task_median_sensitivity,rho__baseline_predicted_magnitude,0.11094457640203172,3000,0.10875509007686483,-0.05175127068257615,0.26078594930071736,0.9106666666666666
Liang,pooled_context_task_median_sensitivity,delta_rho__safe_minus_disagreement,0.2532042933137987,3000,0.25255016510576717,0.07213757871604869,0.42472701626267767,0.9983333333333333
Liang,pooled_context_task_median_sensitivity,delta_rho__safe_minus_magnitude,0.23269229787515616,3000,0.23191329229205232,0.05328365405331372,0.41102628156791016,0.9943333333333333
Liang,pooled_context_task_median_sensitivity,delta_z__safe_minus_disagreement,0.2675302418374345,3000,0.26871742131870946,0.07710189361440563,0.4564470509375508,0.9983333333333333
Liang,pooled_context_task_median_sensitivity,delta_z__safe_minus_magnitude,0.24680739790049172,3000,0.2459194140954556,0.05691906401679275,0.44008866106513295,0.9943333333333333
Nadig_two_cellline,e140_fold_macro_context_task_cluster,rho__safeconf_calibrated_pair_risk,0.23096595136423118,3000,0.23194997227973943,0.11585613441573653,0.33725758967398073,1.0
Nadig_two_cellline,e140_fold_macro_context_task_cluster,rho__risk_model_disagreement,0.2302462918879326,3000,0.23023313449486857,0.1050072764417052,0.3539484804759311,1.0
Nadig_two_cellline,e140_fold_macro_context_task_cluster,rho__baseline_predicted_magnitude,0.4025790835011902,3000,0.3999486488045553,0.2920190062218155,0.5015783220239904,1.0
Nadig_two_cellline,e140_fold_macro_context_task_cluster,delta_rho__safe_minus_disagreement,0.0007196594762985675,3000,0.0001797506535781701,-0.08741051988730646,0.08862014506525938,0.5023333333333333
Nadig_two_cellline,e140_fold_macro_context_task_cluster,delta_rho__safe_minus_magnitude,-0.17161313213695903,3000,-0.16832285792690455,-0.2857772631790784,-0.05176781154011796,0.0016666666666666668
Nadig_two_cellline,e140_fold_macro_context_task_cluster,delta_z__safe_minus_disagreement,0.0007600799473390374,3000,0.00019345150170493874,-0.09276609208192924,0.09331734148662672,0.5023333333333333
Nadig_two_cellline,e140_fold_macro_context_task_cluster,delta_z__safe_minus_magnitude,-0.19151344208610088,3000,-0.18822017976936778,-0.318962640631189,-0.05700336728017983,0.0016666666666666668
Nadig_two_cellline,e140_fold_macro_perturbation_cluster,rho__safeconf_calibrated_pair_risk,0.23096595136423118,3000,0.22826063185940682,0.09875256139747002,0.35822032116140573,0.9996666666666667
Nadig_two_cellline,e140_fold_macro_perturbation_cluster,rho__risk_model_disagreement,0.2302462918879326,3000,0.22693021784603556,0.08345599934464602,0.3608348891990863,0.999
Nadig_two_cellline,e140_fold_macro_perturbation_cluster,rho__baseline_predicted_magnitude,0.4025790835011902,3000,0.40093579054102324,0.29054425200394834,0.5081182326744905,1.0
Nadig_two_cellline,e140_fold_macro_perturbation_cluster,delta_rho__safe_minus_disagreement,0.0007196594762985675,3000,0.002928867780525493,-0.0875920886412938,0.08795550730624788,0.5276666666666666
Nadig_two_cellline,e140_fold_macro_perturbation_cluster,delta_rho__safe_minus_magnitude,-0.17161313213695903,3000,-0.1724416087838239,-0.2980112864088766,-0.04679729922451342,0.003
Nadig_two_cellline,e140_fold_macro_perturbation_cluster,delta_z__safe_minus_disagreement,0.0007600799473390374,3000,0.003207057120742901,-0.09458132191425608,0.0914758120328994,0.5276666666666666
Nadig_two_cellline,e140_fold_macro_perturbation_cluster,delta_z__safe_minus_magnitude,-0.19151344208610088,3000,-0.1923497586737937,-0.33264277045607676,-0.05381626475861222,0.003
Nadig_two_cellline,pooled_context_task_median_sensitivity,rho__safeconf_calibrated_pair_risk,0.2788272667907366,3000,0.2790123494104386,0.13929877397634233,0.41122849979298043,0.9996666666666667
Nadig_two_cellline,pooled_context_task_median_sensitivity,rho__risk_model_disagreement,0.2573311993055368,3000,0.2581571328402833,0.11514222446366383,0.39925528786151265,0.9996666666666667
Nadig_two_cellline,pooled_context_task_median_sensitivity,rho__baseline_predicted_magnitude,0.41632192171011584,3000,0.4149800351055547,0.2908304825939524,0.5291534444293479,1.0
Nadig_two_cellline,pooled_context_task_median_sensitivity,delta_rho__safe_minus_disagreement,0.021496067485199832,3000,0.021401455238450037,-0.11240143523031078,0.15654246181356213,0.634
Nadig_two_cellline,pooled_context_task_median_sensitivity,delta_rho__safe_minus_magnitude,-0.13749465491937923,3000,-0.13712301441437771,-0.2935460623413338,0.028649378957035083,0.055
Nadig_two_cellline,pooled_context_task_median_sensitivity,delta_z__safe_minus_disagreement,0.023161792033234874,3000,0.02313537924985487,-0.11985117093736729,0.16882096111348932,0.634
Nadig_two_cellline,pooled_context_task_median_sensitivity,delta_z__safe_minus_magnitude,-0.15682447158710094,3000,-0.15835464222922233,-0.33443199878144936,0.033380567298754424,0.055
Santinha,e140_fold_macro_context_task_cluster,rho__safeconf_calibrated_pair_risk,0.06459306321087302,3000,0.06355133533441262,-0.08780251620520657,0.20389369008977296,0.8136666666666666
Santinha,e140_fold_macro_context_task_cluster,rho__risk_model_disagreement,-0.1268054298642534,3000,-0.12558304159367503,-0.23519417886340624,-0.0038555808165251218,0.02033333333333333
Santinha,e140_fold_macro_context_task_cluster,rho__baseline_predicted_magnitude,-0.08930316742081448,3000,-0.08825162136800963,-0.20388172627750303,0.02630845538311987,0.06766666666666667
Santinha,e140_fold_macro_context_task_cluster,delta_rho__safe_minus_disagreement,0.1913984930751264,3000,0.18893525074158313,-0.006854848471110663,0.38172386327600893,0.9703333333333334
Santinha,e140_fold_macro_context_task_cluster,delta_rho__safe_minus_magnitude,0.1538962306316875,3000,0.15024549220996541,-0.03722231134699573,0.34147349990524073,0.943
Santinha,e140_fold_macro_context_task_cluster,delta_z__safe_minus_disagreement,0.19217484612840052,3000,0.19008916682568106,-0.0069373866949121454,0.38714762780406137,0.9703333333333334
Santinha,e140_fold_macro_context_task_cluster,delta_z__safe_minus_magnitude,0.1542248310084472,3000,0.1509911156239302,-0.03724290206833858,0.3460609644364114,0.943
Santinha,e140_fold_macro_perturbation_cluster,rho__safeconf_calibrated_pair_risk,0.06459306321087302,3000,0.06702299798347622,-0.07107037688839711,0.22160781565899607,0.8296666666666667
Santinha,e140_fold_macro_perturbation_cluster,rho__risk_model_disagreement,-0.1268054298642534,3000,-0.13357025659064997,-0.2635853121838384,0.014211196668036098,0.035
Santinha,e140_fold_macro_perturbation_cluster,rho__baseline_predicted_magnitude,-0.08930316742081448,3000,-0.07643833364027118,-0.1875084308798082,0.06421801639309356,0.13633333333333333
Santinha,e140_fold_macro_perturbation_cluster,delta_rho__safe_minus_disagreement,0.1913984930751264,3000,0.20184396457485962,-0.03965843335251396,0.41824064493213714,0.952
Santinha,e140_fold_macro_perturbation_cluster,delta_rho__safe_minus_magnitude,0.1538962306316875,3000,0.14785600702764282,-0.07622110992908895,0.32162979483528276,0.9003333333333333
Santinha,e140_fold_macro_perturbation_cluster,delta_z__safe_minus_disagreement,0.19217484612840052,3000,0.20333748935724605,-0.03967024675339626,0.42636823038419286,0.952
Santinha,e140_fold_macro_perturbation_cluster,delta_z__safe_minus_magnitude,0.1542248310084472,3000,0.1483027701067911,-0.0762882709734565,0.3258024815126759,0.9003333333333333
Santinha,pooled_context_task_median_sensitivity,rho__safeconf_calibrated_pair_risk,0.033213546108892406,3000,0.02811726362248252,-0.16057959004314554,0.210771233309591,0.6156666666666667
Santinha,pooled_context_task_median_sensitivity,rho__risk_model_disagreement,0.12622109997632763,3000,0.12463124191289,-0.06817644359437994,0.3037614880141894,0.9043333333333333
Santinha,pooled_context_task_median_sensitivity,rho__baseline_predicted_magnitude,0.16174544306793973,3000,0.1593738478889789,-0.02919872367119368,0.3382143504012596,0.947
Santinha,pooled_context_task_median_sensitivity,delta_rho__safe_minus_disagreement,-0.09300755386743523,3000,-0.09427180199639347,-0.2841274160959705,0.09670149122772673,0.16933333333333334
Santinha,pooled_context_task_median_sensitivity,delta_rho__safe_minus_magnitude,-0.12853189695904732,3000,-0.1287881243911974,-0.33992998609874925,0.07832892218342467,0.12566666666666668
Santinha,pooled_context_task_median_sensitivity,delta_z__safe_minus_disagreement,-0.09367212241339065,3000,-0.09591055326715967,-0.29041553259301023,0.09745663474089519,0.16933333333333334
Santinha,pooled_context_task_median_sensitivity,delta_z__safe_minus_magnitude,-0.1299527446957935,3000,-0.13124927733090935,-0.3459074569761383,0.08101865934228651,0.12566666666666668
Shifrut,e140_fold_macro_context_task_cluster,rho__safeconf_calibrated_pair_risk,0.17268196919359713,3000,0.17196703944121,0.00994815496627451,0.3244774937192202,0.985
Shifrut,e140_fold_macro_context_task_cluster,rho__risk_model_disagreement,0.05134400483237693,3000,0.05308621660941553,-0.10114567941577579,0.19943874006576717,0.7483333333333333
Shifrut,e140_fold_macro_context_task_cluster,rho__baseline_predicted_magnitude,0.2086982784657203,3000,0.20436465539195323,0.04798649794588371,0.3732915578952923,0.9933333333333333
Shifrut,e140_fold_macro_context_task_cluster,delta_rho__safe_minus_disagreement,0.1213379643612202,3000,0.12002038226020009,-0.03910564196385047,0.28214732612521454,0.928
Shifrut,e140_fold_macro_context_task_cluster,delta_rho__safe_minus_magnitude,-0.03601630927212318,3000,-0.034697293148923655,-0.19415406492330092,0.11444670848350116,0.3273333333333333
Shifrut,e140_fold_macro_context_task_cluster,delta_z__safe_minus_disagreement,0.12304055844591273,3000,0.12236152706195562,-0.039254678056205056,0.28846130394764663,0.928
Shifrut,e140_fold_macro_context_task_cluster,delta_z__safe_minus_magnitude,-0.03738020661195915,3000,-0.03615368556974091,-0.20421285035409187,0.11841662936059374,0.3273333333333333
Shifrut,e140_fold_macro_perturbation_cluster,rho__safeconf_calibrated_pair_risk,0.17268196919359713,3000,0.18731654568552175,0.01212160838056563,0.37274252839028704,0.9836666666666667
Shifrut,e140_fold_macro_perturbation_cluster,rho__risk_model_disagreement,0.05134400483237693,3000,0.05973156529667148,-0.08233905395283327,0.20121237852538712,0.784
Shifrut,e140_fold_macro_perturbation_cluster,rho__baseline_predicted_magnitude,0.2086982784657203,3000,0.21489680848877912,0.05543181795292137,0.38900241729099255,0.9986666666666667
Shifrut,e140_fold_macro_perturbation_cluster,delta_rho__safe_minus_disagreement,0.1213379643612202,3000,0.12597650853547562,-0.01286124890764707,0.29049905432585316,0.9613333333333334
Shifrut,e140_fold_macro_perturbation_cluster,delta_rho__safe_minus_magnitude,-0.03601630927212318,3000,-0.030079847209948593,-0.2033315700568087,0.14433790026032642,0.378
Shifrut,e140_fold_macro_perturbation_cluster,delta_z__safe_minus_disagreement,0.12304055844591273,3000,0.12873502644820622,-0.013568710652150076,0.3043380919532503,0.9613333333333334
Shifrut,e140_fold_macro_perturbation_cluster,delta_z__safe_minus_magnitude,-0.03738020661195915,3000,-0.0316981673193588,-0.21709853862692202,0.15454227037834253,0.378
Shifrut,pooled_context_task_median_sensitivity,rho__safeconf_calibrated_pair_risk,0.4707454289732771,3000,0.4699631741592373,0.2563551135364451,0.6521016277431958,1.0
Shifrut,pooled_context_task_median_sensitivity,rho__risk_model_disagreement,0.5330285982184717,3000,0.530328436530054,0.3340079371728751,0.6917191286649836,1.0
Shifrut,pooled_context_task_median_sensitivity,rho__baseline_predicted_magnitude,0.509915611814346,3000,0.5094870654430617,0.303354200808104,0.6832384636492635,1.0
Shifrut,pooled_context_task_median_sensitivity,delta_rho__safe_minus_disagreement,-0.062283169245194614,3000,-0.057652840478561285,-0.1655279539481833,0.024538679117225373,0.08466666666666667
Shifrut,pooled_context_task_median_sensitivity,delta_rho__safe_minus_magnitude,-0.03917018284106888,3000,-0.038925245069154485,-0.13017903803352324,0.05358080456037764,0.192
Shifrut,pooled_context_task_median_sensitivity,delta_z__safe_minus_disagreement,-0.08333870856078796,3000,-0.07785736746876562,-0.21719996087517485,0.03435731608864719,0.08466666666666667
Shifrut,pooled_context_task_median_sensitivity,delta_z__safe_minus_magnitude,-0.05158817298151841,3000,-0.05232195303733017,-0.1711560525655655,0.07196053338147959,0.192
Tian_CRISPRi,e140_fold_macro_context_task_cluster,rho__safeconf_calibrated_pair_risk,0.13421641615690086,3000,0.1336622600389557,0.07534176376094957,0.19495230918029835,1.0
Tian_CRISPRi,e140_fold_macro_context_task_cluster,rho__risk_model_disagreement,-0.017868402089713565,3000,-0.016611166747784865,-0.08494076960922659,0.046442083069026925,0.30666666666666664
Tian_CRISPRi,e140_fold_macro_context_task_cluster,rho__baseline_predicted_magnitude,0.06673836676509522,3000,0.06652001806032604,-0.007380760723198531,0.14112595980057677,0.9573333333333334
Tian_CRISPRi,e140_fold_macro_context_task_cluster,delta_rho__safe_minus_disagreement,0.15208481824661443,3000,0.1507635607051671,0.07001943943466725,0.23362086793578837,1.0
Tian_CRISPRi,e140_fold_macro_context_task_cluster,delta_rho__safe_minus_magnitude,0.06747804939180564,3000,0.06633850552379926,-0.020125061998588645,0.15239030348360333,0.934
Tian_CRISPRi,e140_fold_macro_context_task_cluster,delta_z__safe_minus_disagreement,0.15290147167902926,3000,0.1515637450521562,0.07025125316862521,0.2357107324328896,1.0
Tian_CRISPRi,e140_fold_macro_context_task_cluster,delta_z__safe_minus_magnitude,0.0681934507053565,3000,0.06710744751485404,-0.020433893278853598,0.15369452856621513,0.934
Tian_CRISPRi,e140_fold_macro_perturbation_cluster,rho__safeconf_calibrated_pair_risk,0.13421641615690086,3000,0.13245763656919662,0.07926170790911723,0.1855619639251876,1.0
Tian_CRISPRi,e140_fold_macro_perturbation_cluster,rho__risk_model_disagreement,-0.017868402089713565,3000,-0.02080388176771114,-0.08872048121753097,0.04974277985246444,0.291
Tian_CRISPRi,e140_fold_macro_perturbation_cluster,rho__baseline_predicted_magnitude,0.06673836676509522,3000,0.0645622199692154,-0.026223659991246834,0.1563877822425189,0.923
Tian_CRISPRi,e140_fold_macro_perturbation_cluster,delta_rho__safe_minus_disagreement,0.15208481824661443,3000,0.15193510093536958,0.07251416566113583,0.23120996517691314,1.0
Tian_CRISPRi,e140_fold_macro_perturbation_cluster,delta_rho__safe_minus_magnitude,0.06747804939180564,3000,0.06680383045419037,-0.02012806396649528,0.15500132028778477,0.9383333333333334
Tian_CRISPRi,e140_fold_macro_perturbation_cluster,delta_z__safe_minus_disagreement,0.15290147167902926,3000,0.15269339283344985,0.07291443188780203,0.23278370567896145,1.0
Tian_CRISPRi,e140_fold_macro_perturbation_cluster,delta_z__safe_minus_magnitude,0.0681934507053565,3000,0.06748058033041598,-0.020666591125674826,0.15577681852709951,0.9383333333333334
Tian_CRISPRi,pooled_context_task_median_sensitivity,rho__safeconf_calibrated_pair_risk,0.21829254506613183,3000,0.21950157371547613,0.12809679709187255,0.3064087590728451,1.0
Tian_CRISPRi,pooled_context_task_median_sensitivity,rho__risk_model_disagreement,0.08452190817398228,3000,0.08460045048398018,-0.018003513780722964,0.18227438003435353,0.9496666666666667
Tian_CRISPRi,pooled_context_task_median_sensitivity,rho__baseline_predicted_magnitude,0.13989481912193388,3000,0.1389565395572613,0.03660619655975197,0.23854559255189994,0.997
Tian_CRISPRi,pooled_context_task_median_sensitivity,delta_rho__safe_minus_disagreement,0.13377063689214955,3000,0.1337509836729608,-0.00038039744588700753,0.26411762440062914,0.9743333333333334
Tian_CRISPRi,pooled_context_task_median_sensitivity,delta_rho__safe_minus_magnitude,0.07839772594419794,3000,0.08065367966944892,-0.04791697494831426,0.2080578368289184,0.8896666666666667
Tian_CRISPRi,pooled_context_task_median_sensitivity,delta_z__safe_minus_disagreement,0.13713846725912104,3000,0.13758014014862377,-0.00039277381878367553,0.27257723378750204,0.9743333333333334
Tian_CRISPRi,pooled_context_task_median_sensitivity,delta_z__safe_minus_magnitude,0.08104422206118286,3000,0.08350012077572691,-0.04912288496443595,0.21547034719594538,0.8896666666666667
