fold_id,context,perturbation,split,setting,n_cells,predicted_magnitude,model_disagreement,context_novelty,perturbation_novelty,magnitude_percentile,disagreement_percentile,context_novelty_percentile,perturbation_novelty_percentile,safeconf_structural_proxy,e218_transfer_router,test_truth_used_for_features,error_source_rmse,error_ridge_rmse,error_two_predictor_mean_rmse,error_no_change_rmse
Papalexi_holdout_rep3,rep3,MYC,test,context_unseen,40,0.039051227,0.04909346,0.0014337301254272,0.3333333333333333,0.5135135135135135,0.5675675675675675,0.6891891891891891,0.1891891891891892,0.4819819819819819,0.5202702702702703,False,0.07791407823809343,0.08962392038914356,0.0837689993136185,0.0788673690323587
Papalexi_holdout_rep3,rep3,NFKBIA,test,context_unseen,190,0.02147617,0.034449242,0.0014337301254272,0.3333333333333333,0.2162162162162162,0.2972972972972973,0.6891891891891891,0.1891891891891892,0.3918918918918919,0.3141891891891892,False,0.03454361333182059,0.04536762483836127,0.03995561908509093,0.030690410692769968
Papalexi_holdout_rep3,rep3,PDCD1LG2,test,context_unseen,257,0.016524473,0.01800575,0.0014337301254272,0.3333333333333333,0.027027027027027,0.027027027027027,0.6891891891891891,0.1891891891891892,0.3018018018018018,0.1644144144144144,False,0.029764231739445982,0.02984690538874941,0.029805568564097697,0.02459575305146066
Papalexi_holdout_rep3,rep3,POU2F2,test,context_unseen,158,0.022677742,0.03351708,0.0014337301254272,0.3333333333333333,0.2972972972972973,0.2702702702702703,0.6891891891891891,0.1891891891891892,0.3828828828828829,0.3400900900900901,False,0.03353253505853336,0.04120435738487117,0.03736844622170227,0.028077203424077695
Papalexi_holdout_rep3,rep3,SMAD4,test,context_unseen,131,0.059856508,0.057019997,0.0014337301254272,0.3333333333333333,0.8648648648648649,0.6216216216216216,0.6891891891891891,0.1891891891891892,0.5,0.8648648648648649,False,0.03561314954260925,0.07002847867565719,0.052820814109133224,0.08712615636402395
Papalexi_holdout_rep3,rep3,STAT1,test,context_unseen,108,0.07813428,0.109203026,0.0014337301254272,0.3333333333333333,1.0,1.0,0.6891891891891891,0.1891891891891892,0.6261261261261261,1.0,False,0.04413090473593934,0.09786559762495775,0.07099825118044854,0.11953308773823845
Papalexi_holdout_rep3,rep3,STAT2,test,context_unseen,178,0.03234413,0.04313867,0.0014337301254272,0.5,0.4594594594594595,0.4594594594594595,0.6891891891891891,0.4864864864864865,0.545045045045045,0.5022522522522522,False,0.04011211018342065,0.05369324645523072,0.04690267831932569,0.043695389521659064
Papalexi_holdout_rep3,rep3,STAT3,test,context_unseen,165,0.025183868,0.03625018,0.0014337301254272,0.5,0.3513513513513513,0.3783783783783784,0.6891891891891891,0.4864864864864865,0.518018018018018,0.4380630630630631,False,0.04099124746412559,0.043069089365738465,0.042030168414932026,0.028858737566998572
Papalexi_holdout_rep3,rep3,TNFRSF14,test,context_unseen,293,0.018054739,0.028550452,0.0014337301254272,0.3333333333333333,0.054054054054054,0.1621621621621621,0.6891891891891891,0.1891891891891892,0.3468468468468468,0.2139639639639639,False,0.02884395522615523,0.03439309516554296,0.031618525195849095,0.025012235260065924
Papalexi_holdout_rep3,rep1,CUL3,test,perturbation_unseen,136,0.0699349,0.08854757,0.0,1.0,0.945945945945946,0.918918918918919,0.1891891891891892,0.8108108108108109,0.6396396396396397,0.945945945945946,False,0.06607977331487692,0.13301002648326055,0.09954489989906873,0.05643967641273421
Papalexi_holdout_rep3,rep1,ETV7,test,perturbation_unseen,367,0.029659692,0.04321413,0.0,1.0,0.4054054054054054,0.5135135135135135,0.1891891891891892,0.8108108108108109,0.5045045045045046,0.4684684684684684,False,0.025740935008740008,0.05316144345774963,0.039451189233244824,0.02280364012712648
Papalexi_holdout_rep3,rep1,IFNGR2,test,perturbation_unseen,522,0.052178904,0.057355586,0.0,1.0,0.7837837837837838,0.6486486486486487,0.1891891891891892,0.8108108108108109,0.5495495495495496,0.7837837837837838,False,0.0740878390165318,0.07597147496913544,0.07502965699283362,0.10144101616921856
Papalexi_holdout_rep3,rep1,STAT5A,test,perturbation_unseen,288,0.053161748,0.09463862,0.0,1.0,0.8108108108108109,0.972972972972973,0.1891891891891892,0.8108108108108109,0.6576576576576577,0.8310810810810811,False,0.024193478102012334,0.0957688972485308,0.059981187675271566,0.023121168608633967
Papalexi_holdout_rep3,rep1,UBE2L6,test,perturbation_unseen,234,0.042158905,0.07413012,0.0,1.0,0.6216216216216216,0.7837837837837838,0.1891891891891892,0.8108108108108109,0.5945945945945946,0.6418918918918919,False,0.0309098162198279,0.07871507661791395,0.054812446418870925,0.023685650172990666
Papalexi_holdout_rep3,rep2,CUL3,test,perturbation_unseen,69,0.06228648,0.072165094,0.0,1.0,0.8918918918918919,0.7567567567567568,0.1891891891891892,0.8108108108108109,0.5855855855855857,0.8918918918918919,False,0.0796696109599306,0.13341103549866173,0.10654032322929616,0.07105662244533455
Papalexi_holdout_rep3,rep2,ETV7,test,perturbation_unseen,204,0.035743292,0.059789285,0.0,1.0,0.4864864864864865,0.6756756756756757,0.1891891891891892,0.8108108108108109,0.5585585585585586,0.5461711711711712,False,0.025710032625189085,0.06826012383577956,0.046985078230484326,0.02547757989339074
Papalexi_holdout_rep3,rep2,IFNGR2,test,perturbation_unseen,306,0.07046398,0.08845641,0.0,1.0,0.972972972972973,0.8648648648648649,0.1891891891891892,0.8108108108108109,0.6216216216216216,0.972972972972973,False,0.08346616864487064,0.06695062251821797,0.0752083955815443,0.1109816229808469
Papalexi_holdout_rep3,rep2,STAT5A,test,perturbation_unseen,173,0.047953438,0.084019035,0.0,1.0,0.7567567567567568,0.8378378378378378,0.1891891891891892,0.8108108108108109,0.6126126126126126,0.7668918918918919,False,0.02879419500065973,0.09370740944141905,0.06125080222103939,0.02698711198290292
Papalexi_holdout_rep3,rep2,UBE2L6,test,perturbation_unseen,112,0.039093006,0.06746963,0.0,1.0,0.5405405405405406,0.7027027027027027,0.1891891891891892,0.8108108108108109,0.5675675675675675,0.5743243243243243,False,0.04021615294787011,0.06982497438031679,0.05502056366409345,0.03454912447572
Papalexi_holdout_rep3,rep1,STAT2,test,random_pair,300,0.042901713,0.054270335,0.0,0.5,0.6486486486486487,0.5945945945945946,0.1891891891891892,0.4864864864864865,0.4234234234234234,0.6486486486486487,False,0.047054008341100545,0.05692333037105563,0.051988669356078085,0.06313318200151467
Papalexi_holdout_rep3,rep2,CD86,test,random_pair,309,0.0464201,0.09242319,0.0,0.5,0.7297297297297297,0.945945945945946,0.1891891891891892,0.4864864864864865,0.5405405405405405,0.7567567567567568,False,0.027664710779140008,0.08905067748237588,0.05835769413075795,0.021951789217901283
Papalexi_holdout_rep3,rep2,CMTM6,test,random_pair,214,0.040862385,0.08139032,0.0,0.5,0.5945945945945946,0.8108108108108109,0.1891891891891892,0.4864864864864865,0.4954954954954955,0.6216216216216217,False,0.032303455433930796,0.08027408114543277,0.05628876828968178,0.023608743386232034
