draw,delta_spearman,delta_utility_20
126,0.0932377788180796,0.09963665849588677
127,0.09281280001403014,0.0996508058224852
128,0.09265194548262656,0.09544116856797324
129,0.08443575676623838,0.08623362506490895
130,0.09742813473978107,0.09735271300442394
131,0.09377600446223733,0.061841660889767947
132,0.09711540869091928,0.07866279853479441
133,0.10019679388237412,0.07582910287455169
134,0.09644793068709234,0.08727890536981076
135,0.09142334170076072,0.06391549471299096
136,0.09409409081753661,0.08015991993024274
137,0.09160907533961749,0.073627542471001
138,0.0906331560186735,0.08076881110880674
139,0.09760518006135999,0.051696381127071755
140,0.09157482345487211,0.0779547005475123
141,0.09049634601676515,0.10137468853596265
142,0.09380417597735458,0.08303416101925853
143,0.08813809672660133,0.0661891217600118
144,0.08513142129311857,0.09836481116090334
145,0.09269550739447874,0.0878830751836297
146,0.09247972154977557,0.08305548452970812
147,0.08935185430405013,0.08321341607357347
148,0.10226737252273721,0.10691596777855694
149,0.09281467142164779,0.1100268625252041
150,0.09025343011198583,0.08653762805959397
151,0.09589867725423162,0.09973496926815051
152,0.093664355511756,0.09313679735159397
153,0.08047983324240815,0.06671402991830744
154,0.08667460208211164,0.094315851854613
155,0.09839526384806108,0.0746974029757661
156,0.09144741693411151,0.08021639369442823
157,0.10037225557736162,0.10246646543722326
158,0.09318964394072293,0.10195415131677454
159,0.10103601519093719,0.10129399294683072
160,0.09476895709581656,0.07605488268865546
161,0.09644700382914595,0.07442962222250116
162,0.09314844371922781,0.07340923476738703
163,0.09672120104715609,0.09317420161804701
164,0.09573030933455118,0.07905157437441668
165,0.09049146571909261,0.10972521334679808
166,0.09201588964403418,0.068668511296893
167,0.08274611690608924,0.09833243523497437
168,0.09139036107748422,0.10792434053850375
169,0.08245897479323339,0.08175760113634978
170,0.09249561153729202,0.11631110326939076
171,0.08986489678082976,0.07643526195066153
172,0.09016447353611456,0.09864341999552295
173,0.09064170327966325,0.07368959556561683
174,0.10263500071270126,0.08086853411525174
175,0.09084716665614179,0.11458090703136081
176,0.09509589894397807,0.06755106008359668
177,0.10622521508534022,0.09283913052108861
178,0.09091828977377614,0.08015064380904369
179,0.09300189512670354,0.07736106146590216
180,0.09438094376909367,0.09896217551803088
181,0.08762334579598641,0.08949275896414832
182,0.09051694151642176,0.10304487892610414
183,0.09815317722218975,0.06820362461890739
184,0.09994650169153352,0.08064694411041062
185,0.0914407112630462,0.08498171698382284
186,0.09048951609669631,0.10504792615577574
187,0.10599843523637986,0.08973506235286954
188,0.08644121050105191,0.06902573276919721
189,0.08999829660945213,0.08375906826871826
190,0.08668879506034155,0.05653683358878525
191,0.08704628838973583,0.12048870301756531
192,0.09364055336359167,0.07976887140596123
193,0.08738141388512854,0.09211942256350147
194,0.0937754648732112,0.09902096322571041
195,0.09436135280840918,0.11122274963870948
196,0.09598876287918756,0.08289812690403475
197,0.0840809373018857,0.07251927755449095
198,0.08594849010301908,0.07399152823792465
199,0.09812097949628606,0.1270476018494061
200,0.08977388217329019,0.10023752493886062
201,0.09703483500693189,0.09806572235391164
202,0.09015546312417333,0.07631008897251801
203,0.10472478838868804,0.07012800883200754
204,0.09056701850057824,0.07347478812481179
205,0.10029781747912692,0.09105539629465265
206,0.09093442797617979,0.09225960261298394
207,0.09672590413694504,0.07528706613800018
208,0.08993403163058289,0.08249867123841459
209,0.0912432134930884,0.07797583988763512
210,0.09140444713483409,0.09638184259963001
211,0.09191630324126865,0.07603799843045889
212,0.08952278282778803,0.07038009943786827
213,0.09304785013605854,0.09511958328874137
214,0.09563256859949165,0.08115391824623785
215,0.09714326700669984,0.07074533493191815
216,0.08606549567403998,0.08823224902895954
217,0.09503018511907169,0.09582365893494915
218,0.09303639806065356,0.05975928926632712
219,0.09139671971423557,0.0867070338241629
220,0.09392611676194118,0.0592885152513587
221,0.08302472796716287,0.0809247535492521
222,0.08697482999364115,0.10612274928317145
223,0.10191044869317123,0.07533902231508083
224,0.09297488993434977,0.07561125564015314
225,0.08877342250457143,0.0809462696724913
226,0.1001305357882678,0.1118307831149894
227,0.08847019058572636,0.06643966384362388
228,0.1023614011812728,0.0674359953009297
229,0.10003281732316938,0.10418250048182376
230,0.09718717920359832,0.07488606281886379
231,0.10050341027325438,0.06673944753569627
232,0.09291010214550166,0.08390650121029897
233,0.10327664448890661,0.08699295432592524
234,0.09509892906751449,0.10158082543970726
235,0.09749553039160352,0.07644571866634808
236,0.10625529723158378,0.08862769227418488
237,0.08232975017722033,0.10174119872112419
238,0.07830157731353837,0.05767444727734383
239,0.09307874929194415,0.09140110560525216
240,0.09389730471095092,0.1053483355430943
241,0.0868414361219445,0.07222862521973827
242,0.09118447540261432,0.07081127637361362
243,0.09005062732610836,0.11018683322900891
244,0.10520136238245692,0.09110090389129988
245,0.08742146808185047,0.0846431738135709
246,0.08825737282032287,0.08663288278961112
247,0.08646798955749702,0.07223722532523591
248,0.08745634677482683,0.07810965581464291
249,0.09477595323709509,0.09619711487836768
250,0.08685557488764994,0.09120550309080244
251,0.09269359444081282,0.09207166082137497
252,0.0872780976604951,0.07036900972440718
253,0.09136953812092119,0.09294609215887906
254,0.09275249319012813,0.0841226432180242
255,0.09754335167187234,0.07934653743868125
256,0.08690671673766903,0.09868126195157634
257,0.09352118494417117,0.09943764050015025
258,0.09125101676963521,0.08030154232525
259,0.08063415253681716,0.07018597751154121
260,0.08197735032419573,0.057689484900176335
261,0.08444866278854268,0.09373196500355063
262,0.09380069301455607,0.08541558703153629
263,0.09224261930659128,0.10144574886351221
264,0.09093622667227386,0.08905941321045929
265,0.09239765035153258,0.09409529967443542
266,0.09551389674610122,0.08420394120516339
267,0.09036103349952496,0.08119271533864258
268,0.08474008739798755,0.07263269776812586
269,0.08643237240514201,0.10896399443810223
270,0.10681458119725584,0.08823482451844922
271,0.08193732136784992,0.11027876305936213
272,0.08833666998186274,0.09859376202984882
273,0.09170682438447841,0.08471139176945108
274,0.08983604634535569,0.08724929267332371
275,0.0845216045954652,0.08157992840166473
276,0.0861762709251509,0.11001055748552002
277,0.08778053096851235,0.08352563066058905
278,0.10251578137454465,0.1434773324483315
279,0.08915472513538947,0.09260249137385057
280,0.09268053135246146,0.10713951900033114
281,0.09427778994547575,0.09450986545623685
282,0.10071773495050951,0.09523346270025945
283,0.09304921667010757,0.07833131459001708
284,0.09150398865746101,0.07779720895276054
285,0.1001139247428412,0.12389021551876955
286,0.09844576844898634,0.09957979111933624
287,0.08711854586569434,0.10177368752495575
288,0.09617721211114971,0.10067565730167327
289,0.09077942703849828,0.07464653053723025
290,0.10133659915179538,0.09810963510447612
291,0.10866584954026182,0.11331169225783733
292,0.10125259253704044,0.055431225245710536
293,0.0991063807102458,0.08812860823863977
294,0.09200538785450996,0.06411309904470752
295,0.08780152788263129,0.11472801604654537
296,0.08626274444525306,0.08949561967452924
297,0.08865973269139316,0.1126081276568841
298,0.09225367733570156,0.08523528301082062
299,0.08486229416755398,0.08336817973511956
300,0.07507664730903851,0.06659778538758676
301,0.10028955588647348,0.07448401899864965
302,0.10479622326949156,0.12546921481522544
303,0.09092673669777473,0.09210505805000513
304,0.09006468504439236,0.10676699112571042
305,0.07951992415325426,0.09956614927266028
306,0.09823588550315931,0.08574934897882647
307,0.09003033322311338,0.07801079717270398
308,0.09467523718930781,0.08882764911606378
309,0.08619400955868661,0.11356023483083388
310,0.09076418590051905,0.1052349995601749
311,0.08836122917521227,0.0883923534741986
312,0.10526208479090537,0.08807396884532182
313,0.10287267843711134,0.07666182397554289
314,0.1008864763129631,0.0775438755551826
315,0.09750929974394573,0.10371053849827272
316,0.08994304876662285,0.11809442860688202
317,0.0905045744381816,0.10844039023049779
318,0.09207190759701123,0.07763792933648217
319,0.09345930268447922,0.08135332189419597
320,0.09040953283692055,0.1122507428032461
321,0.09390171806689418,0.07838550903530284
322,0.09000510072185053,0.08509897360448371
323,0.09212523212541945,0.06962839279685562
324,0.10825734386164498,0.09577307680150682
325,0.10282447903839098,0.09583545872199117
326,0.0913184507375201,0.10907379910411097
327,0.10261008444631947,0.08942172459703202
328,0.09907685025936253,0.09446920801845049
329,0.09271772187432326,0.086248948280371
330,0.0870856778947634,0.08371196209653231
331,0.09739653853523,0.07315326224766028
332,0.09393390313684413,0.08951913765382735
333,0.0928341727440194,0.11175040578506235
334,0.08667756256326331,0.0957106580566327
335,0.08865556744922232,0.08660387838892403
336,0.09255146318341279,0.08239071021151911
337,0.09763799306629117,0.09797114495472181
338,0.09172137797541824,0.07313659713832987
339,0.08866074146959357,0.1006625109058068
340,0.09238657686683516,0.07468614539467855
341,0.10093812595420881,0.12839643943225776
342,0.0999660026924698,0.11040802108099301
343,0.09820024827719287,0.07315173854436963
344,0.09690940122247171,0.09980507685462037
345,0.09025347536181516,0.08588112018973093
346,0.08807639744352425,0.10928780074387179
347,0.10068100028022786,0.10530188643453708
348,0.08809410513001903,0.12068834071048606
349,0.09572473031833084,0.06671101580981864
350,0.09625869425490619,0.09054484409242924
351,0.08650116914792694,0.0672015352546087
352,0.09537304614521591,0.11630268718493031
353,0.09053361832519768,0.06568693222954824
354,0.08837099541084037,0.0925492962116774
355,0.08591235042516232,0.11031010805943509
356,0.09158262666751715,0.06313209106131401
357,0.09320887992022941,0.11357256817660522
358,0.08553785879610931,0.06242947079847572
359,0.07629652667938636,0.06355209720650057
360,0.09410997898330353,0.09411570671897007
361,0.09661600407145121,0.12972016118925633
362,0.09682535711585971,0.08101028022660395
363,0.09260812690104325,0.1382519016957512
364,0.10609937999454278,0.07216873327996853
365,0.0968050116809922,0.11176023954170455
366,0.09031021159768848,0.07586768063980331
367,0.08523793813760916,0.08598967640770994
368,0.08621696438062976,0.0904480192526812
369,0.0880116800237658,0.08404168610199436
370,0.08584841049292136,0.0858268218732694
371,0.08070668421866523,0.04182220516171453
372,0.0882558928334709,0.08185707376803442
373,0.095852983446029,0.11048843961271615
374,0.10954123295430873,0.06946340122657024
375,0.09296026455562534,0.09638396750831868
376,0.09633107079421466,0.09160463283505871
377,0.08755293151666221,0.07023523048340197
378,0.10165821843519718,0.07320611678396682
379,0.08160316027917314,0.08486910529256142
380,0.09156558973314743,0.062454308450566876
381,0.08798223349423662,0.08074468026163728
382,0.08704830739280967,0.09639616400053941
383,0.09845258143371671,0.08136474807698402
384,0.08728466587649131,0.10768472228572079
385,0.09691860176585954,0.09711998042187364
386,0.08028153964690832,0.0807599249447416
387,0.09135628773713877,0.07419449337955053
388,0.08677388159635213,0.09700571646767131
389,0.09393822983466527,0.0888737996450294
390,0.09760712908257763,0.10594425317243483
391,0.09247040751281443,0.08148415378452356
392,0.09104578730845003,0.09955055145925251
393,0.08503190213723788,0.06309069038744552
394,0.09130362399364422,0.056896596661047405
395,0.08993391157509378,0.08990266287054827
396,0.0875836529046603,0.06972270552510451
397,0.08699303794211444,0.09194967839722668
398,0.08869286654435116,0.09997932286427091
399,0.0868003777539923,0.08128803228234016
400,0.09257098775485662,0.1142180365996931
401,0.08559282377358801,0.09512221992991166
402,0.09430393868851605,0.08698295163900505
403,0.09182933673886384,0.08757203336683927
404,0.08939855586194156,0.08058299395632051
405,0.08959923913851098,0.058247139617369714
406,0.08681194581502938,0.08342589100097375
407,0.09672189511771023,0.08939595960012603
408,0.10511761180056478,0.12668146948961945
409,0.09296002566648931,0.06983503452054707
410,0.0983541225406811,0.09892216025253853
411,0.09326713144757193,0.08610269670378223
412,0.09851462647035392,0.09011846796527478
413,0.09508738312474851,0.07312086986840416
414,0.090730253908757,0.09531742362273521
415,0.09323679816341612,0.08019041824556505
416,0.08836682617836922,0.10703996519640369
417,0.08722148193931045,0.10349427432055847
418,0.09520609555366033,0.08759643641026749
419,0.10067006339869533,0.07771280994366048
420,0.091445469372896,0.1060763238017387
421,0.09016726836931732,0.12223869791967612
422,0.0900297299007472,0.09226229623749549
423,0.09194656223407671,0.08303542144418352
424,0.08879147512085661,0.11095716849190707
425,0.09882438023440765,0.0873451459610528
426,0.0896785943282219,0.08848382653212095
427,0.09515728606031315,0.09282977111943158
428,0.10185369462223337,0.09424025412799764
429,0.08279656305174721,0.08159514664307455
430,0.08384850147253442,0.10086155625610482
431,0.10809383651888238,0.061830899274909146
432,0.08866755631298295,0.06729903838608442
433,0.09544984757421193,0.07263922164093739
434,0.08874476081866278,0.06826565663090434
435,0.09134225397329354,0.07374831687104633
436,0.09487816948819572,0.11482619072581712
437,0.09259490175463969,0.08282603783388831
438,0.10212178470176447,0.11371930359168791
439,0.09188892231726298,0.08669467985719481
440,0.09557781451936376,0.0822914908074569
441,0.09227746162130779,0.05193599620642597
442,0.09243043809048113,0.08139236499516589
443,0.09509172377754471,0.09476009634219851
444,0.09550586964431029,0.08331803002802263
445,0.09743525562888689,0.11030855170097309
446,0.08726183650411701,0.08452117207336085
447,0.08839897217002601,0.07108411306379947
448,0.10444770190436004,0.13141139400142365
449,0.08445601247407064,0.10484635364380557
450,0.09452455567874474,0.0677956595933924
451,0.09917082226094387,0.08136073399889232
452,0.10481488597963395,0.09966124764295425
453,0.09914719735690969,0.08579963726539386
454,0.09362796838300724,0.10623715637510833
455,0.11678178613288337,0.10499080067503885
456,0.08010562357753137,0.081541652987009
457,0.07879370854969414,0.06250400395891598
458,0.09053711354965566,0.10614792536810247
459,0.09775639640357436,0.07356389485529413
460,0.10222824864092395,0.10821871952130735
461,0.09913344856074735,0.07865784155551425
462,0.08210209063025686,0.08652742936587499
463,0.08756662932984438,0.10101618326369699
464,0.0904057516430341,0.09235708198525205
465,0.09279746795654165,0.0636106455624843
466,0.09548947850431222,0.06353233088420396
467,0.08246379845787244,0.0694439207293509
468,0.09715779199893326,0.0694136338986826
469,0.09066440307198542,0.10958375757716976
470,0.09172935504456714,0.10800061088119461
471,0.09188889679111678,0.07629190280636355
472,0.09840228077848545,0.06686644765544325
473,0.09140722175258542,0.09632180033852233
474,0.0979794408319219,0.10319598201594082
475,0.09365607669153131,0.07006636719085901
476,0.0922022434961558,0.091644068191851
477,0.09290714256106325,0.10258705156801551
478,0.0883661569010421,0.09564591149702817
479,0.08328884504792222,0.11090067488614719
480,0.08905464840801036,0.09229677076363918
481,0.0837857328347541,0.07909345195417561
482,0.0903271017314281,0.07250159377460752
483,0.09585591329108512,0.08627797583076091
484,0.07972540050373467,0.0625980656773617
485,0.09592002404037425,0.09816233641034466
486,0.08762020315291652,0.08690959113577934
487,0.09127227907770463,0.07076426113396017
488,0.083143824001223,0.08766655090968123
489,0.08744789257104268,0.06036312646444375
490,0.09019509986566843,0.09878159169865541
491,0.09137810320209772,0.09383299457013028
492,0.09238486781257504,0.06289592439026592
493,0.082913073550412,0.09343521224415285
494,0.09114847892896816,0.11821758036915708
495,0.10099207122150611,0.09221107446574295
496,0.08779910127689416,0.07972259794026282
497,0.08847166101064363,0.10388854687560645
498,0.09759437258659653,0.09828926357647505
499,0.09115388678449166,0.08415003753990224
500,0.09545498194648316,0.08859332433439548
501,0.08387160023083484,0.09446340442900336
502,0.08694981458598428,0.061030013166351926
503,0.0921693538941537,0.08307406960303265
504,0.08956889077282337,0.09708345955665132
505,0.08953050448970368,0.08528970251454115
506,0.09273574156497211,0.09283400970300648
507,0.08797561953625266,0.07634204423197266
508,0.10050934532667788,0.09307938775687663
509,0.09180148173401104,0.0828240147813617
510,0.08013036510425875,0.09530684869345829
511,0.09258931313455487,0.07628995952755768
512,0.08395378775416684,0.08778503474020138
513,0.09292273555742792,0.08433318340620255
514,0.08878020033451806,0.0812945582942608
515,0.08178896435999627,0.07624984086209463
516,0.09542622504019105,0.0811199374580639
517,0.08203663456805288,0.06658233861880969
518,0.09552314772447357,0.08681952496523504
519,0.0839200460155477,0.11666204546183223
520,0.08984243301100525,0.10454651829780504
521,0.09328242599079284,0.0901164663001176
522,0.08690736845688751,0.08371484226708636
523,0.08961709506092541,0.10887117520335354
524,0.09755137956543691,0.09091639665367335
525,0.09819772639712343,0.0883478132917419
526,0.0928361066597162,0.08230466078565768
527,0.09360696358058951,0.09973535310345727
528,0.09182774359448242,0.0753209500366302
529,0.09289031448754925,0.11061100059155182
530,0.09844295058423902,0.11974403955334456
531,0.08292976260785179,0.05543396457589722
532,0.08719893990778671,0.08971727980016575
533,0.08721251495477267,0.08858168301178815
534,0.09293469205342986,0.08110369656990857
535,0.09196258309094718,0.05651391945025286
536,0.10063954663321395,0.1060349159922499
537,0.1034335451375874,0.12309150841567273
538,0.0952948004040739,0.11406662652461963
539,0.08751700471632107,0.1095175444276093
540,0.09593812876536512,0.10275001438304865
541,0.10743012990928935,0.0852297403877329
542,0.09411284937964892,0.08294238134579979
543,0.08525411275194805,0.09697395977033507
544,0.07619175222723529,0.0906995749721432
545,0.09887725620543719,0.07151143090188217
546,0.09278380536462405,0.08962361541288988
547,0.0997210690083149,0.06826669354755843
548,0.09862843928229903,0.06221215987170181
549,0.08773159044866441,0.09523758179457609
550,0.0898760447478425,0.08311056279674611
551,0.09735615961335564,0.10734603203684578
552,0.100752211767551,0.09184313122213361
553,0.09284892874854744,0.109726332203951
554,0.09119426978086864,0.10306897225870293
555,0.09606087101513716,0.08293293804266166
556,0.09396353296513416,0.097019367276174
557,0.0963260468202296,0.08895206610317974
558,0.09724330889010058,0.10738290121143923
559,0.09027820228353212,0.07430770890342031
560,0.10652980518197774,0.11134334167200821
561,0.09247878737307624,0.07368348730703145
562,0.08827280055938691,0.09792751681613521
563,0.09431631256262452,0.08812636597006818
564,0.10359255813220647,0.11766692221381736
565,0.09497521122163288,0.09070468535486875
566,0.09032323990370605,0.07587853924157917
567,0.09137269133599757,0.10912168025594426
568,0.09415546805073727,0.05694059758902115
569,0.08447165429764492,0.07194393313408265
570,0.08798937513575456,0.07819758877881511
571,0.0968220351364435,0.09241838707386096
572,0.09314123247354267,0.11221788440324909
573,0.09582520091385138,0.07400936918123002
574,0.09133443188592827,0.0895190561234438
575,0.0853545096772168,0.1067200177181965
576,0.08797312756352038,0.0751051074706165
577,0.09732463847982609,0.09139738000864128
578,0.09336718569695357,0.10461272418775369
579,0.09334902532800604,0.09325486266253225
580,0.09172552534885337,0.10911636253344725
581,0.09157173993396661,0.09542462012005981
582,0.08796750277186749,0.08211076057163513
583,0.091761439119041,0.07962588500801782
584,0.07784260018792033,0.0918909788567921
585,0.09674187903325215,0.07638171271857186
586,0.08389775674921196,0.06531091999672056
587,0.0954490353381835,0.07712429493936224
588,0.09212652489021511,0.09894375750377771
589,0.09951514026578412,0.10581601427901532
590,0.10224821224892144,0.08281382013644001
591,0.09886806306404139,0.08819007097991127
592,0.10368130574988565,0.09662244689123978
593,0.09307471262464884,0.07688342340084453
594,0.09441863542489282,0.10425732538348509
595,0.08807358497858575,0.0840628702113857
596,0.09860633034534572,0.09938386644685138
597,0.10477586925737126,0.07846079710364495
598,0.09924667927819364,0.09093623648085725
599,0.08906727368341949,0.08165921548240884
600,0.08624678130540198,0.08601438430827346
601,0.09015149991388949,0.09556944103419207
602,0.11027923796919081,0.09492082992356876
603,0.08569128049464003,0.1081850616481922
604,0.08003442408207628,0.09071386470873877
605,0.0856240372103797,0.08841965495629456
606,0.09950828795600264,0.08388316583570254
607,0.09038847520800786,0.07341147476982024
608,0.08947945989096262,0.08241325019196166
609,0.08773153192824401,0.09983063286918925
610,0.09461204000912804,0.053803327155727554
611,0.092004718388222,0.08680163832978871
612,0.09083139426842068,0.07462884188501939
613,0.10640919511442315,0.09820405667566456
614,0.0850981239959836,0.07433390536664863
615,0.09572939410323644,0.0760424872235188
616,0.09169432909449426,0.09651067188087237
617,0.0934590716804038,0.05716814439896756
618,0.09222659088747154,0.07754645284640649
619,0.09127515774919193,0.07936780658270914
620,0.08786562096533956,0.09897045689526951
621,0.09413127996799964,0.08857374558772879
622,0.09350179393035418,0.09485413913780738
623,0.07799850665061736,0.0966090763503118
624,0.09409399003816399,0.09774984514943785
625,0.10066851741216487,0.09143280486171945
626,0.0855658428403896,0.09786605482944633
627,0.09282289912914998,0.11059912439161601
628,0.09868185817752684,0.10743494794633524
629,0.0781661524077667,0.08898719641683339
630,0.09690603886968197,0.08814685169137249
631,0.08172949123454265,0.0874118322354066
632,0.086536018110424,0.0754639988172825
633,0.09605914629312784,0.07581759503196495
634,0.09206702095786146,0.10607976392094964
635,0.09829667568046674,0.10793244126617207
636,0.10521446189767136,0.09892739642114501
637,0.08462388846690316,0.0949686564315474
638,0.08138533648030177,0.08630352603309133
639,0.09069561280122251,0.09735860000875263
640,0.08966103277935722,0.09535473230587144
641,0.09628140141372254,0.08307412939454173
642,0.09496541124689395,0.10074752068731507
643,0.10154383954347268,0.10600402995028924
644,0.1000472942176508,0.10065426053253435
645,0.09879419399184375,0.09398753400529192
646,0.08738736481300813,0.07640324493213413
647,0.09217641068240745,0.06971714782895522
648,0.08439000943424035,0.08769428164418958
649,0.09785070503789672,0.09305707197871227
650,0.08878882798625909,0.10747032345029583
651,0.09265334762789423,0.09610725204473725
652,0.08553598641982063,0.0941144093308065
653,0.09109752668111815,0.08625827300741118
654,0.08725162454675517,0.12795714399118185
655,0.09666478751602503,0.11244597981693705
656,0.10271483733318632,0.06190310381907205
657,0.09127011033174626,0.09960453486006715
658,0.09506371974403971,0.09601166719860477
659,0.09875549467314737,0.08165829815558046
660,0.09200214561419429,0.0940895419021921
661,0.09401523656656563,0.08331383388134805
662,0.09637201681440055,0.09435346619020735
663,0.0974375166728998,0.08198426947792048
664,0.08974218810533408,0.08613088560794258
665,0.10109598430255284,0.08576601663928729
666,0.09651411716775182,0.11326922571013476
667,0.10131278266674237,0.08685317722648311
668,0.09131568701549786,0.06396442279187498
669,0.0953215614841787,0.06687161609276582
670,0.08728284684273058,0.05822567187397332
671,0.09334622954076122,0.13004926482487555
672,0.09121540691436125,0.09963258729853397
673,0.10057344781366484,0.07509162057525387
674,0.09946666993844011,0.07273244838354453
675,0.09027487758138086,0.08143869671928139
676,0.09224016612451136,0.09364838033357481
677,0.09179396387753735,0.09477228049633324
678,0.09673999328825456,0.08125166380264948
679,0.0925288029998167,0.07620877318545405
680,0.10084583254439039,0.08595418069191707
681,0.09642711605066556,0.0924135072597424
682,0.0993304453184084,0.09288420391594632
683,0.09293219258696173,0.09583118096325505
684,0.10170150444476123,0.10715850089459611
685,0.09479937491333468,0.07227012537669397
686,0.09471575150252365,0.09047744772395172
687,0.09236186451866124,0.09497416536928227
688,0.0860525054279444,0.08949365191864334
689,0.09845925257745414,0.08979927543170496
690,0.08874769123672288,0.07774406674651635
691,0.07894234894831675,0.06549533747384362
692,0.09905604293833858,0.09874382399018922
693,0.09402751687446309,0.08484123898146734
694,0.0911617067072149,0.08884528531373048
695,0.08880714639764442,0.0884529887673724
696,0.08040130329604123,0.06707947227663957
697,0.08506922065054079,0.07315237817267328
698,0.0878134206073875,0.07172467110494873
