draw,predictor,delta_spearman,delta_utility_20
94,certificate_priority_q80,0.015086558555154173,-0.1776452243659422
95,context_holdout_router,0.08440972103453204,0.08161560056299211
95,architecture_aware_router,0.07039735065214558,0.06824020778737494
95,historical_nonnegative_router,0.06584576862717295,0.06490227283507055
95,certificate_priority_q80,0.0008207243243133489,-0.1442857843860313
96,context_holdout_router,0.09676699460170235,0.09155741844104148
96,architecture_aware_router,0.08286718490348455,0.08216500015426431
96,historical_nonnegative_router,0.07661861241587953,0.07439735021828975
96,certificate_priority_q80,0.026131608172604404,-0.15114351573309515
97,context_holdout_router,0.08213287206946474,0.06925924806479533
97,architecture_aware_router,0.06467046014455613,0.06080347763604854
97,historical_nonnegative_router,0.05911303037958615,0.05421138196296971
97,certificate_priority_q80,-0.026429810352182392,-0.1832851278325897
98,context_holdout_router,0.08615217830433763,0.06533252433033954
98,architecture_aware_router,0.0695982157817917,0.05944556365996023
98,historical_nonnegative_router,0.06397594808352924,0.057106936062762514
98,certificate_priority_q80,-0.012114089720794086,-0.22981232723513012
99,context_holdout_router,0.08651447217106956,0.06959712432442178
99,architecture_aware_router,0.0829868348765691,0.06538684174463316
99,historical_nonnegative_router,0.0797413054674907,0.04407795791308167
99,certificate_priority_q80,0.0034059486715662945,-0.1954249044382828
100,context_holdout_router,0.0899960733090851,0.10858003626283619
100,architecture_aware_router,0.08191070287098345,0.09532594270721895
100,historical_nonnegative_router,0.0771709202978923,0.0934114098234603
100,certificate_priority_q80,4.590351054445385e-05,-0.18716199823497082
101,context_holdout_router,0.08780319322229568,0.0752074725917613
101,architecture_aware_router,0.07203311060927808,0.07038556106666705
101,historical_nonnegative_router,0.0662804699453522,0.059139890094611625
101,certificate_priority_q80,-0.007958028519985616,-0.21137900595946307
102,context_holdout_router,0.0879562453345718,0.05917641397408624
102,architecture_aware_router,0.07718192886883402,0.04788296200092146
102,historical_nonnegative_router,0.07189045361990754,0.03181749556502689
102,certificate_priority_q80,0.012208369561394372,-0.23046204091356537
103,context_holdout_router,0.09067842718347108,0.08996308210247606
103,architecture_aware_router,0.0731985701093556,0.08293254072091283
103,historical_nonnegative_router,0.06717788378290335,0.07650020069480867
103,certificate_priority_q80,0.009858790787915406,-0.18112309509873004
104,context_holdout_router,0.0849122260597528,0.07165040360588826
104,architecture_aware_router,0.06330583611247875,0.06941678336782087
104,historical_nonnegative_router,0.05597550310345123,0.06968622060899543
104,certificate_priority_q80,0.002313556359160862,-0.21289195888816392
105,context_holdout_router,0.08147564231005922,0.06011926559206482
105,architecture_aware_router,0.07015862426762431,0.04664213990148758
105,historical_nonnegative_router,0.06591384102401876,0.04493158940082875
105,certificate_priority_q80,0.015866843483059223,-0.2167391313511337
106,context_holdout_router,0.08254094128230005,0.07979479185037763
106,architecture_aware_router,0.0688912410482827,0.07027616888748223
106,historical_nonnegative_router,0.06373505754581821,0.07223664082245584
106,certificate_priority_q80,0.015196016953524794,-0.18249806899008952
107,context_holdout_router,0.0870862035167963,0.10069353291092942
107,architecture_aware_router,0.07175852411330552,0.08918115139492222
107,historical_nonnegative_router,0.06645978582964485,0.08323236998616768
107,certificate_priority_q80,-0.0113334390668689,-0.2191860621458142
108,context_holdout_router,0.09509152047479486,0.06902637740601703
108,architecture_aware_router,0.07763496866252484,0.054907662544548486
108,historical_nonnegative_router,0.07195247139562744,0.052115901702160516
108,certificate_priority_q80,0.016538010771781853,-0.16724793371390123
109,context_holdout_router,0.08969176286787395,0.07701627703155223
109,architecture_aware_router,0.0708886728571545,0.056921757303708964
109,historical_nonnegative_router,0.06463529157247283,0.05892707887690818
109,certificate_priority_q80,0.03199976665905235,-0.12463341513191256
110,context_holdout_router,0.09148205107533358,0.0638551807279436
110,architecture_aware_router,0.07860580059447453,0.06595057785136449
110,historical_nonnegative_router,0.0735913859981927,0.05789396691434734
110,certificate_priority_q80,0.03967433586442726,-0.07760770564245628
111,context_holdout_router,0.08311598999373104,0.08774027777136906
111,architecture_aware_router,0.07260297732342946,0.0637654295592035
111,historical_nonnegative_router,0.06808323876760802,0.059707484654481835
111,certificate_priority_q80,0.01011712121795727,-0.2124037881903379
112,context_holdout_router,0.09218037733206019,0.06585592628326031
112,architecture_aware_router,0.08623956240868136,0.05452153551545824
112,historical_nonnegative_router,0.08137487084693651,0.05279992313800552
112,certificate_priority_q80,0.013834926487529042,-0.22840269502450777
113,context_holdout_router,0.09019837322814273,0.03784984693013316
113,architecture_aware_router,0.07757282609369887,0.028617452592512027
113,historical_nonnegative_router,0.07212959284331466,0.016861497310631912
113,certificate_priority_q80,-0.002112887354442594,-0.2665358463493838
114,context_holdout_router,0.08711730225445746,0.05025779578582412
114,architecture_aware_router,0.07134532883551192,0.046701103936571675
114,historical_nonnegative_router,0.06551742158054874,0.04743522390009269
114,certificate_priority_q80,0.03509006832811756,-0.1573948210620213
115,context_holdout_router,0.07908953845091227,0.06864851171398223
115,architecture_aware_router,0.07110200151683055,0.0644109882880084
115,historical_nonnegative_router,0.06747644530880015,0.06276602728394576
115,certificate_priority_q80,-0.005152724580993584,-0.188612364332521
