target,seed_index,budget,method,n_calibration_genes,intercept,predicted_magnitude,family_disagreement,model_source_gap,source_delta_dispersion,negative_log_source_cells,support_context_deficit
K562,1,1.0,ridge_with_history,452,0.02068961597218616,0.037851124045362845,0.009948091505965933,0.000240861356389212,0.011431557462439065,0.00314142460162952,0.004728137078911342
K562,2,0.01,ridge_no_history,5,0.06870015971965081,0.0024744952966893993,0.002110383038759089,0.0,0.0,0.0,0.0
K562,2,0.01,ridge_with_history,5,0.06586145136335177,0.002290405049003422,0.001953380947529731,0.0017531328397472267,0.0,0.0015341845568296437,0.0014966243600566817
K562,2,0.05,ridge_no_history,23,0.05222449992112741,0.006598054250924613,0.0037496232629425585,0.0,0.0,0.0,0.0
K562,2,0.05,ridge_with_history,23,0.04926597306072593,0.006570678770760464,0.003402741175555805,0.0015489238673461196,0.0014657380566555217,0.0007246394122705324,0.0017948437020286364
K562,2,0.1,ridge_no_history,46,0.04362114213083622,0.014000618837421652,0.006021201731592653,0.0,0.0,0.0,0.0
K562,2,0.1,ridge_with_history,46,0.03722290027575604,0.012347779796699244,0.005099839239133206,0.0035705170565479764,0.006038896840050812,0.002399918730173495,0.003736790775818183
K562,2,0.2,ridge_no_history,91,0.037652328961637116,0.021117997456431333,0.010669998682902705,0.0,0.0,0.0,0.0
K562,2,0.2,ridge_with_history,91,0.03136638115646466,0.018780738633856823,0.008796630585477548,0.0025653553768665615,0.009445203668256389,0.002517778956110165,0.0018120337053368523
K562,2,0.5,ridge_no_history,226,0.030827329125691933,0.034994122004044365,0.013045194974640215,0.0,0.0,0.0,0.0
K562,2,0.5,ridge_with_history,226,0.0243312686246058,0.030422652153268125,0.010950336103633225,0.0022385515821161644,0.01204748997586822,0.003417800057292905,0.0014534673454110608
K562,2,1.0,ridge_no_history,452,0.02654814421149081,0.04259357993040551,0.013079958349263399,0.0,0.0,0.0,0.0
K562,2,1.0,ridge_with_history,452,0.02068961597218616,0.037851124045362845,0.009948091505965933,0.000240861356389212,0.011431557462439065,0.00314142460162952,0.004728137078911342
K562,3,0.01,ridge_no_history,5,0.04754600418346062,0.0024736961772495363,0.0013097159183522115,0.0,0.0,0.0,0.0
K562,3,0.01,ridge_with_history,5,0.04646918867726125,0.0023783614448554423,0.0012592402707214565,0.0,0.00218953012499627,0.0,0.0
K562,3,0.05,ridge_no_history,23,0.04664048058040674,0.009750751034135375,0.006985567258068162,0.0,0.0,0.0,0.0
K562,3,0.05,ridge_with_history,23,0.0418282878108509,0.008779710986004573,0.0063853251683658905,0.0014617684181518244,0.006022924475584886,0.003097028981549726,0.0005598650814202823
K562,3,0.1,ridge_no_history,46,0.04104920849091599,0.014722146246384859,0.00911663824090991,0.0,0.0,0.0,0.0
K562,3,0.1,ridge_with_history,46,0.03541662915857684,0.012951560584573604,0.008151011885198307,0.001377103775704148,0.007512459080101856,0.0038309343376823424,0.0008968454011684514
K562,3,0.2,ridge_no_history,91,0.0372946600888117,0.022054522436426003,0.009161083722835316,0.0,0.0,0.0,0.0
K562,3,0.2,ridge_with_history,91,0.03160639141909443,0.019583404517978308,0.007257269934310049,0.0012954273835061754,0.009818783421417322,0.002668606432875223,0.0017603780852339821
K562,3,0.5,ridge_no_history,226,0.02920385298346221,0.03645125746522956,0.013489338628668978,0.0,0.0,0.0,0.0
K562,3,0.5,ridge_with_history,226,0.022771637997619838,0.0312727629610874,0.010707102394460244,0.0,0.012654280653850805,0.0030170191895947883,0.0054732749797490364
K562,3,1.0,ridge_no_history,452,0.02654814421149081,0.04259357993040551,0.013079958349263399,0.0,0.0,0.0,0.0
K562,3,1.0,ridge_with_history,452,0.02068961597218616,0.037851124045362845,0.009948091505965933,0.000240861356389212,0.011431557462439065,0.00314142460162952,0.004728137078911342
K562,4,0.01,ridge_no_history,5,0.06725493757582006,0.0012862593074284934,0.0,0.0,0.0,0.0,0.0
K562,4,0.01,ridge_with_history,5,0.06628707591646626,0.001262787649609225,0.0,0.0,0.0015499391867331972,0.0,0.0
K562,4,0.05,ridge_no_history,23,0.04747384387923486,0.0075643528840047365,0.0036184562934963274,0.0,0.0,0.0,0.0
K562,4,0.05,ridge_with_history,23,0.04495992765932984,0.007117173230781806,0.00339652218123769,0.0,0.0050393758020020815,0.0,0.0
K562,4,0.1,ridge_no_history,46,0.04369116698242883,0.011695217065186635,0.005107250482507045,0.0,0.0,0.0,0.0
K562,4,0.1,ridge_with_history,46,0.039012050928259163,0.010613915212691222,0.004525775040803693,0.0023824148728183625,0.00633492794188028,0.0019163140157694202,0.0
K562,4,0.2,ridge_no_history,91,0.03762148337437039,0.022733500418676177,0.010804655252331449,0.0,0.0,0.0,0.0
K562,4,0.2,ridge_with_history,91,0.03068641683582208,0.020186263757807552,0.00793010926915322,0.003073296702459675,0.011188658348013395,0.003576162334675642,0.0011364141305029779
K562,4,0.5,ridge_no_history,226,0.031057903967843213,0.03422881687923722,0.013018159591585646,0.0,0.0,0.0,0.0
K562,4,0.5,ridge_with_history,226,0.024225949532428587,0.029853135144507544,0.010234804861887029,0.002426330095412842,0.012047599757520469,0.0037489044393598596,0.0022244806057688886
K562,4,1.0,ridge_no_history,452,0.02654814421149081,0.04259357993040551,0.013079958349263399,0.0,0.0,0.0,0.0
K562,4,1.0,ridge_with_history,452,0.02068961597218616,0.037851124045362845,0.009948091505965933,0.000240861356389212,0.011431557462439065,0.00314142460162952,0.004728137078911342
K562,5,0.01,ridge_no_history,5,0.04056579324406474,0.0017512240742930522,0.00022003774031988975,0.0,0.0,0.0,0.0
K562,5,0.01,ridge_with_history,5,0.03980098837194913,0.0017146071570490595,0.00021543689920188426,0.000633262441254029,0.0013377977815879636,0.0,0.0
K562,5,0.05,ridge_no_history,23,0.045136804741345765,0.007515454774576454,0.0067684536841929955,0.0,0.0,0.0,0.0
K562,5,0.05,ridge_with_history,23,0.03859850999437723,0.006592785664738558,0.005804401080686183,0.0050653545627331814,0.005064399328096194,0.0038585072573604903,0.0013632184962168166
K562,5,0.1,ridge_no_history,46,0.040856662990826624,0.014560311873230002,0.008124389454132446,0.0,0.0,0.0,0.0
K562,5,0.1,ridge_with_history,46,0.03348026227410168,0.0126924979122419,0.006271651041818468,0.005341722559787926,0.008307287577440531,0.0035326172435195553,0.0008524686321531747
K562,5,0.2,ridge_no_history,91,0.036996768098545824,0.021209123164635604,0.010590461315751896,0.0,0.0,0.0,0.0
K562,5,0.2,ridge_with_history,91,0.02971560083902964,0.019194070330366072,0.007407895485652099,0.004112057677118464,0.01083139053688783,0.0027487805877654333,0.0016702499616729983
K562,5,0.5,ridge_no_history,226,0.029482963336709543,0.03526260425161113,0.012554030356921403,0.0,0.0,0.0,0.0
K562,5,0.5,ridge_with_history,226,0.022694985562146715,0.03022729790418004,0.009477198256955734,0.0014552899579275739,0.013102719564877323,0.003067648199379141,0.004070756917572056
K562,5,1.0,ridge_no_history,452,0.02654814421149081,0.04259357993040551,0.013079958349263399,0.0,0.0,0.0,0.0
K562,5,1.0,ridge_with_history,452,0.02068961597218616,0.037851124045362845,0.009948091505965933,0.000240861356389212,0.011431557462439065,0.00314142460162952,0.004728137078911342
K562,6,0.01,ridge_no_history,5,0.0512412044549682,0.0006186233188074108,0.00019627986621124438,0.0,0.0,0.0,0.0
K562,6,0.01,ridge_with_history,5,0.049715391433196525,0.0005792373921952475,0.0001837833046187319,0.0013803247013044024,0.0011046313537271062,0.0,0.0
K562,6,0.05,ridge_no_history,23,0.04794671483600068,0.010203803983707838,0.005531566009597679,0.0,0.0,0.0,0.0
K562,6,0.05,ridge_with_history,23,0.04474547300361847,0.00961687501748442,0.005011321696131931,0.0006952859110688203,0.00613860542975764,0.00012337328510845418,0.0
K562,6,0.1,ridge_no_history,46,0.04416527291198146,0.01485420383272331,0.007457896460400991,0.0,0.0,0.0,0.0
K562,6,0.1,ridge_with_history,46,0.03966385642374762,0.013186135590954473,0.006502926795532766,0.0008322651349810427,0.008888296986429562,0.001234376727851389,0.0
K562,6,0.2,ridge_no_history,91,0.03818802805588323,0.02214303683828931,0.01147535727911311,0.0,0.0,0.0,0.0
K562,6,0.2,ridge_with_history,91,0.03306192619387917,0.01955154330308672,0.008969474346476379,0.0008145293714652909,0.01135586319541556,0.002792591237568247,0.0
K562,6,0.5,ridge_no_history,226,0.03132829608106144,0.03389595662869095,0.013255468304349916,0.0,0.0,0.0,0.0
K562,6,0.5,ridge_with_history,226,0.026356288173013998,0.029865096357622557,0.011108867090212301,0.0,0.010529855970263503,0.003990567547003339,0.0013175744027223279
K562,6,1.0,ridge_no_history,452,0.02654814421149081,0.04259357993040551,0.013079958349263399,0.0,0.0,0.0,0.0
K562,6,1.0,ridge_with_history,452,0.02068961597218616,0.037851124045362845,0.009948091505965933,0.000240861356389212,0.011431557462439065,0.00314142460162952,0.004728137078911342
K562,7,0.01,ridge_no_history,5,0.06320137668803809,0.002286878134350985,0.0014722492755822158,0.0,0.0,0.0,0.0
K562,7,0.01,ridge_with_history,5,0.06134312257850065,0.0021912837693165784,0.001410707415280338,0.0009630257247817516,0.0024811532003874873,0.00045254552054202734,0.0
K562,7,0.05,ridge_no_history,23,0.0503816268462937,0.006547581307866123,0.0038287521242270665,0.0,0.0,0.0,0.0
K562,7,0.05,ridge_with_history,23,0.044392107980950064,0.006186562895438925,0.003454953614320626,0.0023818297004006765,0.004427069593002378,0.0027351204818078737,0.0019904435981256898
K562,7,0.1,ridge_no_history,46,0.044883324872358854,0.016981692297294272,0.009785026643619701,0.0,0.0,0.0,0.0
K562,7,0.1,ridge_with_history,46,0.0360613173516547,0.015308664632084591,0.0077531304740779535,0.001815858285737392,0.009077542419369694,0.005640632285500998,0.005053016610998475
K562,7,0.2,ridge_no_history,91,0.03758437210515658,0.023168962538056122,0.013627700127433032,0.0,0.0,0.0,0.0
K562,7,0.2,ridge_with_history,91,0.029357562068282557,0.020898391715690738,0.010382440804623845,0.0006263082952593867,0.010545818566479738,0.005727067442869937,0.005347097639285735
K562,7,0.5,ridge_no_history,226,0.02924584911390407,0.03657868602488582,0.015011915849207155,0.0,0.0,0.0,0.0
K562,7,0.5,ridge_with_history,226,0.02156863727628884,0.031675534386946355,0.011308619076206458,0.0007138347339831048,0.013220978795568477,0.003982781918532995,0.005341745519347359
K562,7,1.0,ridge_no_history,452,0.02654814421149081,0.04259357993040551,0.013079958349263399,0.0,0.0,0.0,0.0
K562,7,1.0,ridge_with_history,452,0.02068961597218616,0.037851124045362845,0.009948091505965933,0.000240861356389212,0.011431557462439065,0.00314142460162952,0.004728137078911342
K562,8,0.01,ridge_no_history,5,0.05998640550363134,0.004175944661075004,0.0029550724139882903,0.0,0.0,0.0,0.0
K562,8,0.01,ridge_with_history,5,0.055022600119934456,0.003854156423241278,0.0026406074051406833,0.001459106301037393,0.002540085787315457,0.0026879800411719083,0.0023217173790830445
K562,8,0.05,ridge_no_history,23,0.0480902430836249,0.005507178856870464,0.004952542145708974,0.0,0.0,0.0,0.0
K562,8,0.05,ridge_with_history,23,0.04233554483839653,0.004659009919688298,0.003609602865839583,0.0028177051288443117,0.003754882394975792,0.004712603447366615,0.003944187776056761
K562,8,0.1,ridge_no_history,46,0.04384066578822617,0.011197056622780963,0.00947397888992417,0.0,0.0,0.0,0.0
K562,8,0.1,ridge_with_history,46,0.035478495705152796,0.009287374716265265,0.007293682061316814,0.004775575594892593,0.006817261640025323,0.007097753276202576,0.004176280454679053
K562,8,0.2,ridge_no_history,91,0.037027655783042145,0.020102514175182964,0.013897306243069405,0.0,0.0,0.0,0.0
K562,8,0.2,ridge_with_history,91,0.02976115474154511,0.017751747193923775,0.01107551332066947,0.0020884889055278436,0.011969662917749055,0.00451348909710231,0.002878850055447253
K562,8,0.5,ridge_no_history,226,0.029601886421102497,0.03592026211174959,0.015170462162034666,0.0,0.0,0.0,0.0
K562,8,0.5,ridge_with_history,226,0.0230367175275399,0.03150652100056684,0.011377469221535534,0.0,0.012026939369865338,0.0034517625203035604,0.00642563286575496
K562,8,1.0,ridge_no_history,452,0.02654814421149081,0.04259357993040551,0.013079958349263399,0.0,0.0,0.0,0.0
K562,8,1.0,ridge_with_history,452,0.02068961597218616,0.037851124045362845,0.009948091505965933,0.000240861356389212,0.011431557462439065,0.00314142460162952,0.004728137078911342
K562,9,0.01,ridge_no_history,5,0.05229261424220143,0.004469181674190836,0.0013408819245633165,0.0,0.0,0.0,0.0
K562,9,0.01,ridge_with_history,5,0.051217183795174995,0.0043504974888896675,0.0012722758795730717,0.0,0.002715836584904106,0.0,0.0
K562,9,0.05,ridge_no_history,23,0.04849809376883672,0.009416265998835535,0.002991302321819998,0.0,0.0,0.0,0.0
K562,9,0.05,ridge_with_history,23,0.04559708356698182,0.008395771292133362,0.002671063257146882,0.0,0.007012412573890811,0.00013852838674202907,0.0
K562,9,0.1,ridge_no_history,46,0.0462614165234624,0.013340853058699883,0.004289229422491264,0.0,0.0,0.0,0.0
K562,9,0.1,ridge_with_history,46,0.04261346383246685,0.01122081748037858,0.003651687273393699,0.0007260569234839138,0.009102159196906249,1.8120323795192575e-05,0.0
K562,9,0.2,ridge_no_history,91,0.03889532858895001,0.021016990551752712,0.008928572052717793,0.0,0.0,0.0,0.0
K562,9,0.2,ridge_with_history,91,0.03429949999519211,0.017452572077098893,0.007405277591684276,0.00177198513667553,0.011732737659327851,0.0007092328708906668,0.0
K562,9,0.5,ridge_no_history,226,0.030587765589303074,0.03376196898993107,0.013269437452934844,0.0,0.0,0.0,0.0
K562,9,0.5,ridge_with_history,226,0.024822286890449553,0.02997255179182724,0.011246844694180434,0.0,0.01070941767738712,0.0022168041763765503,0.004189122270363896
K562,9,1.0,ridge_no_history,452,0.02654814421149081,0.04259357993040551,0.013079958349263399,0.0,0.0,0.0,0.0
K562,9,1.0,ridge_with_history,452,0.02068961597218616,0.037851124045362845,0.009948091505965933,0.000240861356389212,0.011431557462439065,0.00314142460162952,0.004728137078911342
K562,10,0.01,ridge_no_history,5,0.04594896427418279,0.002163418043876261,0.0011683066936883655,0.0,0.0,0.0,0.0
K562,10,0.01,ridge_with_history,5,0.04477346090852011,0.0020868526565724914,0.0011269592274670138,0.0,0.001174216965385251,0.00045292258436455634,0.0016798704344944456
K562,10,0.05,ridge_no_history,23,0.04543437392883873,0.007791867749328696,0.006686995902749522,0.0,0.0,0.0,0.0
K562,10,0.05,ridge_with_history,23,0.04030633678294697,0.006832250375280985,0.005695681700853436,0.0024606189504333075,0.006158687723452256,0.00347964142042505,0.0006403790317313236
K562,10,0.1,ridge_no_history,46,0.04158208405984214,0.018799551642246868,0.010463046659957176,0.0,0.0,0.0,0.0
K562,10,0.1,ridge_with_history,46,0.03554016935789533,0.01631289644304279,0.008891193220551532,0.00029036741552604845,0.011358521749940521,0.0035634986575147406,0.0018875896782139538
K562,10,0.2,ridge_no_history,91,0.03743083206096273,0.02673877272890303,0.014423979752555235,0.0,0.0,0.0,0.0
K562,10,0.2,ridge_with_history,91,0.031030975151273295,0.02230956014922962,0.010959421491224098,0.00204512350845238,0.013593856854611031,0.004546004801390185,0.0006412924851155665
K562,10,0.5,ridge_no_history,226,0.028938942088120357,0.03785145134401757,0.01398153734892438,0.0,0.0,0.0,0.0
K562,10,0.5,ridge_with_history,226,0.021866764507972536,0.03139401517830495,0.010374347769864591,0.0023698285045042973,0.014173083381237926,0.0035839034858786123,0.004396582564282245
K562,10,1.0,ridge_no_history,452,0.02654814421149081,0.04259357993040551,0.013079958349263399,0.0,0.0,0.0,0.0
K562,10,1.0,ridge_with_history,452,0.02068961597218616,0.037851124045362845,0.009948091505965933,0.000240861356389212,0.011431557462439065,0.00314142460162952,0.004728137078911342
K562,11,0.01,ridge_no_history,5,0.04443150196682728,0.0014671232058784491,0.00046923969299478795,0.0,0.0,0.0,0.0
K562,11,0.01,ridge_with_history,5,0.04376158226374258,0.0014231819724913497,0.00045518567845684115,0.0,0.001638917789271128,0.0,0.0
K562,11,0.05,ridge_no_history,23,0.04588831729049929,0.01175131532011621,0.005623034972460667,0.0,0.0,0.0,0.0
K562,11,0.05,ridge_with_history,23,0.03899898085812345,0.010592511263307569,0.005044918628719866,0.00478131898903912,0.00670221262224505,0.0032903026046207937,0.0
K562,11,0.1,ridge_no_history,46,0.04287883537941296,0.01613201515423505,0.0080836384340267,0.0,0.0,0.0,0.0
K562,11,0.1,ridge_with_history,46,0.035785971951440856,0.014043894224761771,0.007235825769960857,0.004127734576136824,0.00845438281402281,0.004151360545092184,0.0
K562,11,0.2,ridge_no_history,91,0.03596604331006474,0.024224816649498795,0.011366632345220985,0.0,0.0,0.0,0.0
K562,11,0.2,ridge_with_history,91,0.028292779324912865,0.02029265817496267,0.009372620557381223,0.004237720261978284,0.011316218015851235,0.004658278877667845,0.0012183689391021375
K562,11,0.5,ridge_no_history,226,0.029565771311164998,0.03532566347722535,0.013600733330964324,0.0,0.0,0.0,0.0
K562,11,0.5,ridge_with_history,226,0.023560740365450777,0.030800186808855257,0.011288691139675103,0.001203290219455961,0.012178572017551553,0.002344111582639687,0.0029205614104335026
K562,11,1.0,ridge_no_history,452,0.02654814421149081,0.04259357993040551,0.013079958349263399,0.0,0.0,0.0,0.0
K562,11,1.0,ridge_with_history,452,0.02068961597218616,0.037851124045362845,0.009948091505965933,0.000240861356389212,0.011431557462439065,0.00314142460162952,0.004728137078911342
K562,12,0.01,ridge_no_history,5,0.04413459676266499,0.0010365470294107604,0.0014925255738827883,0.0,0.0,0.0,0.0
K562,12,0.01,ridge_with_history,5,0.04266406845400009,0.0010005121747082737,0.001440638934233466,0.0010426837703608005,0.0006807928646396203,0.00047723332901291135,0.0004889329990980419
K562,12,0.05,ridge_no_history,23,0.045679605399007436,0.009342622594692334,0.006338258752402496,0.0,0.0,0.0,0.0
K562,12,0.05,ridge_with_history,23,0.04327955921339863,0.008903923139784721,0.00612965585309361,0.0,0.004953845993286814,0.00045733818508525756,0.0
K562,12,0.1,ridge_no_history,46,0.04559016768282914,0.0157793801617166,0.007895829826876853,0.0,0.0,0.0,0.0
K562,12,0.1,ridge_with_history,46,0.041504797114327086,0.014598878337452199,0.007350374974314596,0.0,0.008019885134654202,0.0010419081126174917,0.0
K562,12,0.2,ridge_no_history,91,0.03682831886405652,0.024370959921041154,0.011376967845595897,0.0,0.0,0.0,0.0
K562,12,0.2,ridge_with_history,91,0.030922110349265577,0.021379671150418483,0.009318952760510597,0.0012129364363378874,0.011702555786618683,0.0032518282494076443,0.00040186480121922284
K562,12,0.5,ridge_no_history,226,0.030149273525187023,0.034690079537553924,0.013515693013865597,0.0,0.0,0.0,0.0
K562,12,0.5,ridge_with_history,226,0.0229528830168887,0.030724488817440155,0.010388864744583328,0.001961202839441449,0.01240707217745788,0.0036538289352891712,0.00305345212873818
K562,12,1.0,ridge_no_history,452,0.02654814421149081,0.04259357993040551,0.013079958349263399,0.0,0.0,0.0,0.0
K562,12,1.0,ridge_with_history,452,0.02068961597218616,0.037851124045362845,0.009948091505965933,0.000240861356389212,0.011431557462439065,0.00314142460162952,0.004728137078911342
K562,13,0.01,ridge_no_history,5,0.060363336537137775,0.00259751336016379,0.0023590778923539054,0.0,0.0,0.0,0.0
K562,13,0.01,ridge_with_history,5,0.05763212191410228,0.002505431914305091,0.002275448946858302,0.0012050609352973814,0.001321631278839068,0.0011560355681070025,0.0007309094786195597
K562,13,0.05,ridge_no_history,23,0.04996056456462957,0.007171727676278154,0.005714482083502473,0.0,0.0,0.0,0.0
K562,13,0.05,ridge_with_history,23,0.0448414716697458,0.00656217549767662,0.004911709548062956,0.004381725139773807,0.005071837843196544,0.0028366323002728955,0.0
K562,13,0.1,ridge_no_history,46,0.046456653345086474,0.013929963633613603,0.008312537414207056,0.0,0.0,0.0,0.0
K562,13,0.1,ridge_with_history,46,0.04153552484795303,0.012996565600298219,0.007379564409269575,0.0019258442583692647,0.006222206351693214,0.002517634735800565,0.0005058579720164383
K562,13,0.2,ridge_no_history,91,0.03795905928083418,0.022170809743405333,0.01283770613180524,0.0,0.0,0.0,0.0
K562,13,0.2,ridge_with_history,91,0.03205811853346608,0.019976033709233346,0.009934578402058587,0.0025440284025577665,0.010163140870454692,0.003590187066498902,0.0005149504543271831
K562,13,0.5,ridge_no_history,226,0.029178283178371456,0.03698585340152719,0.014715118694938552,0.0,0.0,0.0,0.0
K562,13,0.5,ridge_with_history,226,0.02221472364255051,0.03249550436778769,0.011388896850873994,0.0,0.012246924703198173,0.004786215699419868,0.004348537761900698
K562,13,1.0,ridge_no_history,452,0.02654814421149081,0.04259357993040551,0.013079958349263399,0.0,0.0,0.0,0.0
K562,13,1.0,ridge_with_history,452,0.02068961597218616,0.037851124045362845,0.009948091505965933,0.000240861356389212,0.011431557462439065,0.00314142460162952,0.004728137078911342
K562,14,0.01,ridge_no_history,5,0.05864855446989288,0.0,0.0,0.0,0.0,0.0,0.0
K562,14,0.01,ridge_with_history,5,0.05864855446989288,0.0,0.0,0.0,0.0,0.0,0.0
K562,14,0.05,ridge_no_history,23,0.04996077700909342,0.0028848052252058646,0.0010627664862644826,0.0,0.0,0.0,0.0
K562,14,0.05,ridge_with_history,23,0.04996077700909342,0.0028848052252058638,0.001062766486264482,0.0,0.0,0.0,0.0
K562,14,0.1,ridge_no_history,46,0.044977707644611724,0.01180891522445081,0.005471653836964732,0.0,0.0,0.0,0.0
K562,14,0.1,ridge_with_history,46,0.04022891111532884,0.010259153914773701,0.004306564245671609,0.002717053186218791,0.007171997486363237,0.0020632598949479708,0.0
K562,14,0.2,ridge_no_history,91,0.04036008436806218,0.020353893697270618,0.008823076525201855,0.0,0.0,0.0,0.0
K562,14,0.2,ridge_with_history,91,0.03457078474420955,0.01811404540659327,0.0063370597559191,0.0028697650189004544,0.010848678015931616,0.002421104600777526,0.0
K562,14,0.5,ridge_no_history,226,0.03069846250567756,0.03571088055863023,0.012440723659704677,0.0,0.0,0.0,0.0
K562,14,0.5,ridge_with_history,226,0.024955295328199633,0.031149530814897766,0.00955166315380969,0.0,0.012071993511417875,0.0033217023306171766,0.0036081804162744033
K562,14,1.0,ridge_no_history,452,0.02654814421149081,0.04259357993040551,0.013079958349263399,0.0,0.0,0.0,0.0
K562,14,1.0,ridge_with_history,452,0.02068961597218616,0.037851124045362845,0.009948091505965933,0.000240861356389212,0.011431557462439065,0.00314142460162952,0.004728137078911342
K562,15,0.01,ridge_no_history,5,0.07134395600422538,0.0018452112990110182,0.002148226614659905,0.0,0.0,0.0,0.0
K562,15,0.01,ridge_with_history,5,0.0699490809240004,0.001809378471991129,0.002106509423396288,0.0,0.0010433162324610598,0.0003915682949030229,0.0010205894240156814
K562,15,0.05,ridge_no_history,23,0.052349456491345994,0.0055463170900749694,0.00563407687156168,0.0,0.0,0.0,0.0
K562,15,0.05,ridge_with_history,23,0.04784488679191099,0.005263894739017498,0.005042204666161318,0.0,0.0036284880076455956,0.0033288723889150105,0.0029142212683010696
K562,15,0.1,ridge_no_history,46,0.04585307027348217,0.01438780297043714,0.008451293653912511,0.0,0.0,0.0,0.0
K562,15,0.1,ridge_with_history,46,0.03941670338259703,0.012910413716457082,0.007321641720475565,0.0,0.009399065275236292,0.003250275949532557,0.00290261353701916
K562,15,0.2,ridge_no_history,91,0.03696170749086981,0.024525891420707404,0.013085755684547324,0.0,0.0,0.0,0.0
K562,15,0.2,ridge_with_history,91,0.029847534113018565,0.021763163826452134,0.009396573697081112,0.0,0.012793449092191229,0.00397641462911968,0.004050436270767208
K562,15,0.5,ridge_no_history,226,0.030833606512330976,0.03484065359701426,0.012219976335426989,0.0,0.0,0.0,0.0
K562,15,0.5,ridge_with_history,226,0.024794345584932882,0.029632366983618326,0.009079877462281883,0.00023010724641980964,0.013813721789895579,0.0029554859558709365,0.003839949110666636
K562,15,1.0,ridge_no_history,452,0.02654814421149081,0.04259357993040551,0.013079958349263399,0.0,0.0,0.0,0.0
K562,15,1.0,ridge_with_history,452,0.02068961597218616,0.037851124045362845,0.009948091505965933,0.000240861356389212,0.011431557462439065,0.00314142460162952,0.004728137078911342
RPE1,0,0.01,ridge_no_history,4,0.08017149162200692,0.0015865798044234628,0.0,0.0,0.0,0.0,0.0
RPE1,0,0.01,ridge_with_history,4,0.07979216640564235,0.0015925980524251868,0.0,0.0,0.00022132943744585288,0.0,0.00037939817689121747
RPE1,0,0.05,ridge_no_history,17,0.07090785802314252,0.006429029869892122,0.0,0.0,0.0,0.0,0.0
