e172_global_target_rank,panel_id,panel_target_rank,ensembl_core,perturbed_gene_name,n_identity_complete_guides,eligible_guide_ids,expression_axis_id_unique,expression_axis_gene_name,target_name_matches_expression_axis,expression_axis_name_unique,scgpt_token,in_scgpt_vocabulary,eligible_target,target_selection_sha256,column_unseen_sha256,e172_selection_sha256,e172_column_unseen_sha256,target_stratum,perturbation_support_contexts_pretruth,excluded_all_e168_and_e170_targets,selection_used_expression_abundance_effect_error_or_e171_validation
411,Q03,11,ENSG00000102349,KLF8,2,KLF8-1+KLF8-2,True,KLF8,True,True,KLF8,True,True,8f93ed4f8e5cdc9354e6f243fb211c02446f54d9323d2bd8a125e7d7815513b0,e4ca67ee89058b63dfd930aa610993506afb439bd24e3232f0738fc1c8faff4c,17d660a2f1029007cb5725363c1a189a50dcdbee2fe37aaea465b4eccfdd07c3,63c9308813435d8829ab397f100f30de5293b3f767d460affcd7cdd3cc9f925f,DONOR_UNSEEN_ONLY,6,True,False
412,Q03,12,ENSG00000124181,PLCG1,2,PLCG1-1+PLCG1-2,True,PLCG1,True,True,PLCG1,True,True,5d22ae2478c1da793554c7d3b97183c2cb27f93d81bc0c3437323c16c4e203fe,cf60e884eb59b709f7021ae6c687602389c9b9e28374aec831b9f7dbecc5ef17,17f18d6eb863a362140ffc292d0d2b190ea2e62a86924e10bd65b0e57a260a94,1f5685c495505863cd6164571a4ec247499950f7a469d944bfc50ba78d0aef19,COLUMN_UNSEEN,0,True,False
413,Q03,13,ENSG00000162836,ACP6,2,ACP6-1+ACP6-2,True,ACP6,True,True,ACP6,True,True,d70af16d400299f317c1ee6544058ab2d12d8ff68ddb578c67fe74e9ac052ffa,c9331591d787384bda3976b67a19305f6804435bf949bb14144db932d46f9879,17f947e2f2843243d927ee243b85019d83c4c67da1c6e183cbd731eef2b105e0,762bc9901974b2220d819db6a260f3fb239c6157b4266566fd0e8a2c96ecfb54,DONOR_UNSEEN_ONLY,6,True,False
414,Q03,14,ENSG00000130066,SAT1,2,SAT1-1+SAT1-2,True,SAT1,True,True,SAT1,True,True,698b77a39b868614e1f3bb9d4853186e93421f7908f726fe2ec93e8ff3d77ca1,8601841abcc9d8c0ffc08c58c2f06de46b71172450669694aaa550edd3d85cff,17fffec867b05190139e2b69bb52a8657e7c15fc3a922868e3655722d621acf6,b85403fb8ec015f48baeb8acd577cbaf3f23fddaa65cfb7109fbfebdcea6aa29,DONOR_UNSEEN_ONLY,6,True,False
415,Q03,15,ENSG00000145332,KLHL8,2,KLHL8-1+KLHL8-2,True,KLHL8,True,True,KLHL8,True,True,08db203101c77ff22bd3648655c16b04dedcf70d8ff6df1c78a1bfd7a94bc1f8,bdf41d75eddd4f59f39c8427c580f766c025c8a5c7ed61a1196f9f7d0f341661,180fdbd358c3db894006cb4b7ff207db0ae2910c4d5d12761c3c73eb52e97d4d,d10b8f216246b60f1315e56bd0ce386b0db2379d0c416db9560646233c39b8e0,DONOR_UNSEEN_ONLY,6,True,False
416,Q03,16,ENSG00000165424,ZCCHC24,2,ZCCHC24-1+ZCCHC24-2,True,ZCCHC24,True,True,ZCCHC24,True,True,9bbc2326882616fc18194fac663f1ad852a44e6152fc0c3a3febbb1f1853eaa1,643a5c6bfad99b3527f6ce91f467a28b2079b4f66aa2bc591dc369272cc43f79,183b819e5a4455f8bc231c00d4be9a3e6b348b965581e2edfc9fc94ac367e3f7,43010215f0d76c7bc0d944b3731a46238dbb709cf15297a365e2d84347998ea5,DONOR_UNSEEN_ONLY,6,True,False
417,Q03,17,ENSG00000136161,RCBTB2,2,RCBTB2-1+RCBTB2-2,True,RCBTB2,True,True,RCBTB2,True,True,0daa3023d3dd1999498938552f029cc2fee3125257ee8270cdfc74f71b937b55,9cb014f1e1940501eaa089725c82afa1bf9bfa5c4122148a26ec58406475e236,18462a4ac16f5a0d18608e1a14b4a2efa0b5d16bc28fdc1d5106eb27a6866fee,3b9bedf43e0fcd43e6fe127e192fd2ca48289761b2393d3538c2df76877d1a6a,DONOR_UNSEEN_ONLY,6,True,False
418,Q03,18,ENSG00000204947,ZNF425,2,ZNF425-1+ZNF425-2,True,ZNF425,True,True,ZNF425,True,True,71c6137eedc9b78309a513436148bd8a4b68084c8f698f1928e880fc68f07d87,00ebb0b84e6bb7877acef599b7feac7c7d269b17cc5f44826c9edfd67f28c62e,18505d90548db38c2c0155162a3a478185e83755af71ba5437ebcf518537c4be,023efda82b7be42dc585f3144086735a9135105d0b3c2a8b2bedf3ee64d5aa97,COLUMN_UNSEEN,0,True,False
419,Q03,19,ENSG00000175040,CHST2,2,CHST2-1+CHST2-2,True,CHST2,True,True,CHST2,True,True,9ff97a67b5d4cb95bb117fed6ec88d10d019441f33623ec143ef5728beb8709a,62d06fe55fc9e54199b05add5596c1f817ad2d904f60b83bef2836232d3d9775,1854c9ea41f65a16f35ea03e06e673f99c2bf1226a3cf91287f509a19ddc320e,c07b3602f1f1eba4efbdf161906d8318980cc2031c8e6f1cdc10f76a945aeb52,DONOR_UNSEEN_ONLY,6,True,False
420,Q03,20,ENSG00000122674,CCZ1,2,CCZ1-1+CCZ1-2,True,CCZ1,True,True,CCZ1,True,True,da33bc3e8b69163bc71b902db15dff522b9d2c3ceac3feacb52784b02bb58117,d7668e3bf2aa8abe0842b9424d598b915d50b073089d23aed2f00b78350bf3e5,186938e607b11190bcf0f1bdb22fc6a7d5313d6662b5e2c0e26560f2dc9e224b,18e87e692830b52fc8cb9ee472f98f1de7630d4da70e7f3a4449b43b59c42c9d,COLUMN_UNSEEN,0,True,False
421,Q03,21,ENSG00000196510,ANAPC7,2,ANAPC7-1+ANAPC7-2,True,ANAPC7,True,True,ANAPC7,True,True,7d4c389bd3dc86d9fee26df381b7ffe594d810aa3ade9efa4406b704c30cee8d,9be5d1d95b77b10a2e353dfd51b1db4d0531acc81d5aca9ce4d3f17103b43496,187ff88e4e541d64b900fdbf19a84c165e7b14f604ba650d3459d1b36d2a257e,df38a14a6114e54bb25f3f4e915979a6d42e06b3a67143715ecb26204c98bcf3,DONOR_UNSEEN_ONLY,6,True,False
422,Q03,22,ENSG00000147050,KDM6A,2,KDM6A-1+KDM6A-2,True,KDM6A,True,True,KDM6A,True,True,8a1380eb75e6baa40c5b24f37915e5fd2445cfa98ca8e2238b5199e111a3c90f,df1832848cbf5ac8825c1bac62fdf61f529ea375d4f81dd6713138de4781a5ef,18804b789cbf2ef9cfd0f4303d01fe3e2ccbd7b9c0db4c00b41737b9db5a9566,2b83c19a90d31fd308f5466e0f30b971592112434be267feebeaf2f89b86d14b,COLUMN_UNSEEN,0,True,False
423,Q03,23,ENSG00000146828,SLC12A9,2,SLC12A9-1+SLC12A9-2,True,SLC12A9,True,True,SLC12A9,True,True,7a1de49c3f63dae7a0531a904680d548d98d066d0e52af98097a5bf61115def0,9c00aed90eb5d8b1dc980a4a69e836df7db75b9b52d1823b5b84f41480b29f1f,1885fe9ddc3034ef59ab529d370abfb070506162e48b765ab3295c161f6b845c,5fe9cd1713bcb248e3a5587ff34996298dd6fac2c92b9769559ec0fcc0fe3af7,DONOR_UNSEEN_ONLY,6,True,False
424,Q03,24,ENSG00000143067,ZNF697,2,ZNF697-1+ZNF697-2,True,ZNF697,True,True,ZNF697,True,True,9c7796e004b9f0a338da63d416626aec6dae9de5241293bb3c155da8d2c61039,550e140ee5d634173870560385bfeebdcb04c230b7defb24ee67b39725c48aa9,1892faacb6c175cc51e504cc739e085eb5ccfded5a075107e7058d08324f41d5,c8d3d6c0687b0038d1efb25b93b3aa492bd532e2c6fb2bd357f727f55a9493b8,DONOR_UNSEEN_ONLY,6,True,False
425,Q03,25,ENSG00000163629,PTPN13,2,PTPN13-1+PTPN13-2,True,PTPN13,True,True,PTPN13,True,True,7114a98c534406441285cfa32e5d12c82d902ddeb58d25315127d192919b061d,4efab6e77e0173f0984b6e3469190b460817f0aea38b200f18e84ee40fbee4a3,189767a6754518c7b1a0476b4815af6c727d3d0210f34a4db91f5e0ba86e9880,d6dbe92daffdf64a4aec70a0812f0aadf411a64bbdc2c449270501880411374a,DONOR_UNSEEN_ONLY,6,True,False
426,Q03,26,ENSG00000166503,HDGFL3,2,HDGFL3-1+HDGFL3-2,True,HDGFL3,True,True,HDGFL3,True,True,8d7588427a2e09f00add3f62819b2abba69bb75699e2fbddfaf5e93783784002,5b2a0fe30c9bac68f8df52775593fc94f933f3064c11155229ff00ead7ba6503,18a0ec28ee2cea2b45ed36a47d266ac95f2233ca082e5a3b0e98f129616c73d1,c6f9230ae1335b9505398b7dd67b0d907f68d920a6f5727c211b98f41624b98e,DONOR_UNSEEN_ONLY,6,True,False
427,Q03,27,ENSG00000129636,ITFG1,2,ITFG1-1+ITFG1-2,True,ITFG1,True,True,ITFG1,True,True,beca4c0150554c613f43114e06fdfebd019aece54aad9432dd68f4c4863a3ed5,41d3b0fe9d4ff9fdc1291a6f58bd5189e33d22d1250c3e968b44d80eaebefbe2,18a18d942a0cbef2a772718fd261bbd4ddd6ffc58d9049d3936e79c903a29997,c5924561b8b24d1be70b96bf7f4681b703d1e17e3bebfae1d113426b37c58aaf,DONOR_UNSEEN_ONLY,6,True,False
428,Q03,28,ENSG00000091138,SLC26A3,2,SLC26A3-1+SLC26A3-2,True,SLC26A3,True,True,SLC26A3,True,True,15d8dad3b81e42aa6d44d05593cb0bbb19c1e4900c17719021254b01b31ea7d8,2162d156c4a71ecadc5f905e610dec758a5f94bdf936dea21407600a6b324dc0,18a754e03a86de4baf09793ed3d90a79ddd15d386f687b51a95cf5e473610bac,6deb0f67e22d5caef5cd62049d44d4d0f4274876481bf171ff54350a68269435,DONOR_UNSEEN_ONLY,6,True,False
429,Q03,29,ENSG00000161996,WDR90,2,WDR90-1+WDR90-2,True,WDR90,True,True,WDR90,True,True,58f5783d70e04fa4113b42f259008672c93dcf564d7468920471c7a9f3e92fc5,709ae4305c1859100348579e9e7bc6fd53c0b949bb07d5d1559406623e8904df,18ba7c32969d724b542ce5e9bb9f73f271bc90881825ac9a4596ccc3ddf1ea77,94c28abddb55f3bb12dbdd7740de14a66d80c3b409479efc2afefe12f13a888f,DONOR_UNSEEN_ONLY,6,True,False
430,Q03,30,ENSG00000170464,DNAJC18,2,DNAJC18-1+DNAJC18-2,True,DNAJC18,True,True,DNAJC18,True,True,14abfdab2df39ef8a093880d018eecced25252704b5099b99fb52777ca3b00cd,f4d9b6ba7f1c261b017afa01a0b89699591f82d635cb7b460ba358a7b77b8118,18bdfa303f171d6d8ac0238d9dd824b9cd3437cff205d5e6a740304e42831d63,b58cbdc26918125a99566004a448c3087ae5b2077f621630a7c5722462baf0ec,DONOR_UNSEEN_ONLY,6,True,False
431,Q03,31,ENSG00000165506,DNAAF2,2,DNAAF2-1+DNAAF2-2,True,DNAAF2,True,True,DNAAF2,True,True,12387b34fa546809f52bef8675c9cd3a29e09dc04871a3299583cfec56772f10,fee9e59b63e387da64d90d5d8d8cdb7a21dbd95e9e9cd1106ef57906f703ce9d,18ccd489c4549c7a051bce86b103bf0d883c9b9a47e7c50f638c61af20e68bb8,840d2f85ec09d5001a93a9efe8771557d7a1fd6a91358f4533f0898f07631e03,DONOR_UNSEEN_ONLY,6,True,False
432,Q03,32,ENSG00000080371,RAB21,2,RAB21-1+RAB21-2,True,RAB21,True,True,RAB21,True,True,4a161c22a3d102f5ef7f814b0de54cd257b9056764b428cf1c2507b5c40dd120,482cdd3337e8c3e65327b265236e2a07623fcf15594adf98d1f95b7ccc3c7157,18d6c0846999398d82043974fb850abc50f6ee5ee436cc4c79077fb8409642fa,9a0442ba1077a4e8ef4be4740fe811b0d574d7f63797a3489fc3467c721e3b30,DONOR_UNSEEN_ONLY,6,True,False
433,Q03,33,ENSG00000137504,CREBZF,2,CREBZF-1+CREBZF-2,True,CREBZF,True,True,CREBZF,True,True,a9ff974adb55fc8005a2f57d3c13de9008db38a422d9057373ad1c9a61a561b5,a2d9b8d45c84dd8293db866d4815081918542ac7727a0b2969f678cbd3b7c4bf,18e367365512f2cac2ba311946ed6d33cb234f02de18133aa18d9bcdd0689765,feca1ca2e2d080792222fde89e7f0ea4b5af506833546ecc34c8b26975abb4a8,DONOR_UNSEEN_ONLY,6,True,False
434,Q03,34,ENSG00000132334,PTPRE,2,PTPRE-1+PTPRE-2,True,PTPRE,True,True,PTPRE,True,True,d2640f450a191d1fa5db69b421b8bce2110206b4ea914c244744e676e2918bfa,d12873f31d6bc7f40977586d427d110c081b3587568cf7d4b1c3723021c872cb,18ea1488b64f9c341b29485b92f43858bdf95a25b452fcb07f2143cc4c117ede,e268dc98596fd7be31bdd5de56457900ed403c58de1fe105f802be79966d8638,DONOR_UNSEEN_ONLY,6,True,False
435,Q03,35,ENSG00000008869,HEATR5B,2,HEATR5B-1+HEATR5B-2,True,HEATR5B,True,True,HEATR5B,True,True,22b37a78cfa10d909a9aa85f8054408f50ff048caa2d53d0926549357c3bd578,6f5d75596e9f51c6fcc37fc320f2bab1cea707bc596708225da71febb564b1ca,1905dd1797c6a16294d3d61ab4648cecebf4cb0272430c64eaef9dd6b98d3146,dd7a047f0d56d20dbe76bcbd48a66555f68e513888814b4273cad1b58ed689a2,DONOR_UNSEEN_ONLY,6,True,False
436,Q03,36,ENSG00000160908,ZNF394,2,ZNF394-1+ZNF394-2,True,ZNF394,True,True,ZNF394,True,True,52751bd10e37dcb8810ca70838a3131714159b6b4891de0304d438c50f3ff571,4d1b1fdf73ccc5eebf702b18549416e108a231affe0ce984438c7d5ad1ef9793,1910dd9fe123e1bf94940fbb4f5b13a3bc9f6e11e1ac59c8fb6ad05823139a56,4475f0f5bb412ee78736ff1ed0ef77774c1f1e148c33489ac128785e41fdfe68,DONOR_UNSEEN_ONLY,6,True,False
437,Q03,37,ENSG00000189190,ZNF600,2,ZNF600-1+ZNF600-2,True,ZNF600,True,True,ZNF600,True,True,2e5b5df43d8814597e5c69cd656f5c6b42060a52078ef5081e5bfe28a2d0135d,d404b97994068cda64fc668e621f1d31c5ce24cd9483c347a982104d699636ad,192c71727f7abc2003c5a37114890e294a3ec0bcd4b34af86ee34eae900dacd7,4d65741c270e5852a07cd926248c230623eb5377dc0fda80d78701735e2087cd,DONOR_UNSEEN_ONLY,6,True,False
438,Q03,38,ENSG00000106089,STX1A,2,STX1A-1+STX1A-2,True,STX1A,True,True,STX1A,True,True,596671961da0801755387a61c6e39bf88e6c9bf17c2272717301e4e0c73d26af,b330e07b06ab5dc55d97aa845a2fa73380d4ac291d37e92b5411f58cb95f95af,1932038c9ffd78b6f6465673067ec2e7b5c3e102fa60982b96199114aede8d49,3f02dd44a7dc31d9fd6c58957e074f214fa7c20034c864a0c9c4009dccc421eb,DONOR_UNSEEN_ONLY,6,True,False
439,Q03,39,ENSG00000137055,PLAA,2,PLAA-1+PLAA-2,True,PLAA,True,True,PLAA,True,True,be85cbfd3331bd578559cd42aaa486eacba55bd9540006814b9bc8111eabcc0b,b5535dba97d4e5c956e277460a125276a0fe90da030ee583472b3660fab01bbe,19407796326f5b981697be9e8a54b8adffffa53364a20cfc67ae1c5b450f08e0,c36e9f12b536d6b06fde67b5a2a6a1a92d67c7c58b4f9682fd7ccfaaffe8e181,DONOR_UNSEEN_ONLY,6,True,False
440,Q03,40,ENSG00000104774,MAN2B1,2,MAN2B1-1+MAN2B1-2,True,MAN2B1,True,True,MAN2B1,True,True,5157711fd6c7f2b9add458546fda1be5f07379b98e173308c5a77533c8b2f5e1,ee0ff2b3f85a0c6b528a4922c8bfa21632441d99f892f926580d3004e93fdaf7,19894214f838894d243800436b1bc74d663629d4d9c86a6336095f53473c5698,b33f515ea7a62e81e8f218488bc963696071a4b370b5e83c85afc5d81a884445,DONOR_UNSEEN_ONLY,6,True,False
441,Q03,41,ENSG00000196417,ZNF765,2,ZNF765-1+ZNF765-2,True,ZNF765,True,True,ZNF765,True,True,368b8faeea73e69216dd08f22938d4992c02cac937cc5ca8093651d74d6ff5fc,68912db77aa90e352ae397448369f59744b4a4d2e911741e058aa16387c6001d,1998c3ffa4352746bfb3ca8c48e17354c3ff10b0e764040047fc165ac5e29d7b,0100ecb2728d02426561609cad9929704d246b2bbd7f00905183f9291ed75d0e,COLUMN_UNSEEN,0,True,False
442,Q03,42,ENSG00000079257,LXN,2,LXN-1+LXN-2,True,LXN,True,True,LXN,True,True,0a3b1f38f58580eea432c56e1ffd488424aa0160410d24c6c6344f27ca5ebba4,3150cb74465896693609440f9b63caf5032832e0f064f138a33d6185e5690c05,199cd230e1b6c34ba206bc923273c10f5e08436c9f7f1349b030392cd0fa271d,8c3e7d5a064a81c714425b3a73004184f32e5db3750f7fa82437f61a1f6b4dcd,DONOR_UNSEEN_ONLY,6,True,False
443,Q03,43,ENSG00000170035,UBE2E3,2,UBE2E3-1+UBE2E3-2,True,UBE2E3,True,True,UBE2E3,True,True,159d3201c00b425c4fea693875999328af78eef44bb1492ff990794fa95c43f3,7100a2ee24f7018bdb18c7fd3fc4f74d395011e9d5360611d309e4f1f3b4983f,19c1ec64366b1659aa32850bd0200c7e4c3d66a87100e78b8d03b1b5490c0a0a,ea1163b86311d63cec930cdd7435808e8fa78040f9ba44259f88fbfa716f4efa,DONOR_UNSEEN_ONLY,6,True,False
444,Q03,44,ENSG00000068831,RASGRP2,2,RASGRP2-1+RASGRP2-2,True,RASGRP2,True,True,RASGRP2,True,True,9e7498c6775c3f87b8c86b9405a839b3d82f2152c468e7a5c6c605bfdbdfcd94,3fa351a66a401d57318343ff92e6ffc017ef30e8cf995b3cbf25c52c87a915d2,19d9eedb74ae9e48f14cab08375a78de797f194e20a7c489abf74063b17f2ad6,b3b3a01fff6b074f7c3397db4f73dc7013012023a8170a43eb97ca69ba6f11d5,DONOR_UNSEEN_ONLY,6,True,False
445,Q03,45,ENSG00000101236,RNF24,2,RNF24-1+RNF24-2,True,RNF24,True,True,RNF24,True,True,a5112c54fc9b746d7ed5529bc7ecefa80e7910106992233eddf348c3e0984460,75b951d16ae18bcf933148c1c5647c8628af123c602a8cec27fb36690ae70a6c,19e98f5ebae1137572c77685365007b7cfdbb33fcd4eba2d31e3632fafd3eceb,3daccac1498d95fe22727c1f11caa1b76057aae7f0f49e97d78308c708fb3542,DONOR_UNSEEN_ONLY,6,True,False
446,Q03,46,ENSG00000173976,RAX2,2,RAX2-1+RAX2-2,True,RAX2,True,True,RAX2,True,True,3a9bc7c76723c443c1d47e6bf2462efa7590fa1b2442491661f66e497fdf2fc8,eadf70e2aeb856a16065c84b91a57c2af0a12325ac11c43a65f78b5c6e73e883,19ebf0b849bec0cc56e2d6a949cb9c44b1b8d2bb7e54747bee2c8d5d5b7defc2,56983eb26366881d52fac7a62c488ec032237da9dd0c46ac5c4aadc82522bcf2,DONOR_UNSEEN_ONLY,6,True,False
447,Q03,47,ENSG00000135766,EGLN1,2,EGLN1-1+EGLN1-2,True,EGLN1,True,True,EGLN1,True,True,85897f75144db3c74e594073df0c8b0427a4eabcfef9625c7b121dbe7b318973,db8641480831435be08bd83489c9667c63df9c51dde7be9efde0018a44ab61ce,1a02d747a368f55b59e7065604388bf7d018dd8973b8583f93d228b4d0710372,2ade3afb8ab7805d88d5c0cb5a6335f17fb84fce9adf5394aa503c38d2933c4e,COLUMN_UNSEEN,0,True,False
448,Q03,48,ENSG00000137992,DBT,2,DBT-1+DBT-2,True,DBT,True,True,DBT,True,True,3b5eac01a14eece33805f5e8bee44cf7cd937918564aafd631fc755dae834f8f,f31406e447c872f55cdba0cee6a41841ab8a15a324d1112a73efd6a6ea95426c,1a0541a037118f545493aad5c65e86dbbfec933834c757df3432c8a1f091a520,5b35d4c6d8b644daeb8f5df7a90dfd73addb1e2752cfe4485b806a767d5bb877,DONOR_UNSEEN_ONLY,6,True,False
449,Q03,49,ENSG00000105127,AKAP8,2,AKAP8-1+AKAP8-2,True,AKAP8,True,True,AKAP8,True,True,6d2afae2e270038820d51fdd9d8ad397f6bf619dd49086db4aae43933bd9b4ba,f313cb64ba84e00ec5e2caa2de02c94fe80a93cd6f07ba1360c023fd72edc64d,1a0cdc035baa5f62b457ea1b2fbdd54b0c35c0f107173a80947dd7db4c39b3be,c0081839739e08b0848f584412cfcaf009685febda0d7280ff48d5c153bf7797,DONOR_UNSEEN_ONLY,6,True,False
450,Q03,50,ENSG00000197696,NMB,2,NMB-1+NMB-2,True,NMB,True,True,NMB,True,True,d8037273dfa19e732b0e64e93df30aa4fe0ba96b1711f3ba5e9b432a9eeb001b,2a1ee0fe2e3d03f088179251206d80d9ce0fa153cdc23e74a0c2a7d9cda847e8,1a1597b21ac13a175b0a14f39704d1eed09266d75f7b05f0496efe3fcbd6dafc,b546be9513f33514a3584e476fd9caf0fb1acfb1044a1ae4dd491e0463918a7d,DONOR_UNSEEN_ONLY,6,True,False
451,Q03,51,ENSG00000134256,CD101,2,CD101-1+CD101-2,True,CD101,True,True,CD101,True,True,c1bf032ae2ec61964db5382567788f64edb7dc8565be83e5d1260e63dae1a679,3ae558ef70664bfd6b9c5d4a98ecf00b933f9e4f9e2fbb3de1777d90fefd5131,1a3a0a63d425b189acc065173638e04d7fcaf7dca4b4ea58ab0352860f925399,9b2069050fafa3eaffe8a64c7bafa57e44e7b153bf88e9ea743d5185b2d2a89a,DONOR_UNSEEN_ONLY,6,True,False
452,Q03,52,ENSG00000180875,GREM2,2,GREM2-1+GREM2-2,True,GREM2,True,True,GREM2,True,True,3a3fe5359af239ab9ca716df0558955d78ec47da954298041a7bc21736bc629f,8a2ef31d133e83c527c6e409c1b9c5692cbb8fce01003a6e9e69b44244ce2b4c,1a4079831f8a179fdc0b846a545de694ffe175de2bdc7e6f94679d1365e08434,c762ecd1c12159a1b64aa05cdcebdd616ecc41bc78031ff205e00dfcc2ec3481,DONOR_UNSEEN_ONLY,6,True,False
