outer_heldout_study,setting,rule,n_tasks,spearman,utility_20,capture_20,remaining_error_80
Cui_direct41,context_unseen_row,scenario_c,768,0.6244245483032334,0.6330741577229071,0.2380208786923488,0.1128861650015985
Cui_direct41,perturbation_unseen_column,scenario_c,1080,0.12402036767032301,-0.013195998455676714,0.1991209979947162,0.10457804905044978
Cui_direct41,random_missing_pair,scenario_c,384,0.5997194963089487,0.6276551099515039,0.23802541829634377,0.1087031205039086
Cui_direct41,context_and_perturbation_unseen,scenario_d,216,0.14073346142485746,-0.046014549485215814,0.20132449298684105,0.11515274455376329
Cui_direct41,context_unseen_row,scenario_d,768,0.630256690735666,0.6480044109615476,0.23890526982858543,0.11275514366395367
Cui_direct41,perturbation_unseen_column,scenario_d,1080,0.12402036767032301,-0.013195998455676714,0.1991209979947162,0.10457804905044978
Cui_direct41,random_missing_pair,scenario_d,384,0.6156063090746761,0.6216081526145354,0.23766409147590323,0.10875466730592372
Cui_direct41,context_and_perturbation_unseen,anchored_evidence,216,0.14966773381712692,-0.02369714099397912,0.2024784283844268,0.11498637056720311
Cui_direct41,context_unseen_row,anchored_evidence,768,0.6401136425997441,0.6382671831258974,0.23832848671233672,0.11284059329401605
Cui_direct41,perturbation_unseen_column,anchored_evidence,1080,0.11940537707883557,-0.029181025800979615,0.19805621527757414,0.10471708740573507
Cui_direct41,random_missing_pair,anchored_evidence,384,0.6371308802575887,0.6077501860491207,0.23683602957339225,0.10887279842858148
Frangieh,context_and_perturbation_unseen,magnitude,360,0.31337597177613113,0.21692711552011898,0.21115954959577507,0.04355528251080132
Frangieh,context_unseen_row,magnitude,1908,0.6080926311661795,0.7093112678208676,0.2417979439553276,0.04447154216539267
Frangieh,perturbation_unseen_column,magnitude,720,0.4126641978962101,0.2905565861632316,0.21850311372401807,0.038834080183592884
Frangieh,random_missing_pair,magnitude,360,0.6138126043744978,0.6363011942397162,0.2380072007482461,0.03952888816421553
Frangieh,context_and_perturbation_unseen,fixed_80m_20s,360,0.3201320466901163,0.23596314949198188,0.21213883503322034,0.043501211939414176
Frangieh,context_unseen_row,fixed_80m_20s,1908,0.6142331224340211,0.7136037859537948,0.24204962264910632,0.044456780216973656
Frangieh,perturbation_unseen_column,fixed_80m_20s,720,0.4270196927647532,0.3230509750572801,0.22057240900669758,0.03873125292945751
Frangieh,random_missing_pair,fixed_80m_20s,360,0.6147469526008208,0.6601077752766719,0.23942920264419115,0.0394551208609427
Frangieh,context_and_perturbation_unseen,one_sided_s0.25,360,0.31340142079294997,0.21692711552011898,0.21115954959577507,0.04355528251080132
Frangieh,context_unseen_row,one_sided_s0.25,1908,0.6126057470019401,0.7095408166615794,0.2418114028506892,0.044470752748076
Frangieh,perturbation_unseen_column,one_sided_s0.25,720,0.42592998152670924,0.29195020432758695,0.21859186158454127,0.038829670132072266
Frangieh,random_missing_pair,one_sided_s0.25,360,0.6121759194354767,0.6363011942397162,0.2380072007482461,0.03952888816421553
Frangieh,context_and_perturbation_unseen,one_sided_s0.50,360,0.31397045402933355,0.2240501196824033,0.2115259838150719,0.04353505009759923
Frangieh,context_unseen_row,one_sided_s0.50,1908,0.6163411390294375,0.7088760632611862,0.24177242706484162,0.04447303883169965
Frangieh,perturbation_unseen_column,one_sided_s0.50,720,0.43589647883619775,0.31892606524472333,0.22030972807293903,0.038744306049211946
Frangieh,random_missing_pair,one_sided_s0.50,360,0.6064387182917846,0.6363011942397162,0.2380072007482461,0.03952888816421553
Frangieh,context_and_perturbation_unseen,one_sided_s0.75,360,0.3110682476211796,0.21816536357731076,0.2112232497495017,0.043551765350658064
Frangieh,context_unseen_row,one_sided_s0.75,1908,0.6188754314512561,0.7083591487425825,0.24174211936041062,0.044474816498147274
Frangieh,perturbation_unseen_column,one_sided_s0.75,720,0.4432709236649983,0.32878917673999514,0.2209378269781456,0.038713094609120036
Frangieh,random_missing_pair,one_sided_s0.75,360,0.5992875542165031,0.6363011942397162,0.2380072007482461,0.03952888816421553
Frangieh,context_and_perturbation_unseen,one_sided_s1.00,360,0.3073600620482714,0.2127842980436902,0.21094642742806635,0.04356704990459953
Frangieh,context_unseen_row,one_sided_s1.00,1908,0.6202899883919987,0.6998105900884656,0.24124090072623525,0.0445042149486607
Frangieh,perturbation_unseen_column,one_sided_s1.00,720,0.44671868456987207,0.3486314478252823,0.22220141491907636,0.03865030449916713
Frangieh,random_missing_pair,one_sided_s1.00,360,0.5912840393709025,0.6401970279682399,0.23823990459344116,0.039516816495977804
Frangieh,context_and_perturbation_unseen,scenario_a,360,0.31337597177613113,0.21692711552011898,0.21115954959577507,0.04355528251080132
Frangieh,context_unseen_row,scenario_a,1908,0.6126057470019401,0.7095408166615794,0.2418114028506892,0.044470752748076
Frangieh,perturbation_unseen_column,scenario_a,720,0.4432709236649983,0.32878917673999514,0.2209378269781456,0.038713094609120036
Frangieh,random_missing_pair,scenario_a,360,0.6121759194354767,0.6363011942397162,0.2380072007482461,0.03952888816421553
Frangieh,context_and_perturbation_unseen,scenario_b,360,0.31340142079294997,0.21692711552011898,0.21115954959577507,0.04355528251080132
Frangieh,context_unseen_row,scenario_b,1908,0.6163411390294375,0.7088760632611862,0.24177242706484162,0.04447303883169965
Frangieh,perturbation_unseen_column,scenario_b,720,0.43589647883619775,0.31892606524472333,0.22030972807293903,0.038744306049211946
Frangieh,random_missing_pair,scenario_b,360,0.6064387182917846,0.6363011942397162,0.2380072007482461,0.03952888816421553
Frangieh,context_and_perturbation_unseen,scenario_c,360,0.31337597177613113,0.21692711552011898,0.21115954959577507,0.04355528251080132
Frangieh,context_unseen_row,scenario_c,1908,0.6126057470019401,0.7095408166615794,0.2418114028506892,0.044470752748076
Frangieh,perturbation_unseen_column,scenario_c,720,0.44671868456987207,0.3486314478252823,0.22220141491907636,0.03865030449916713
Frangieh,random_missing_pair,scenario_c,360,0.6121759194354767,0.6363011942397162,0.2380072007482461,0.03952888816421553
Frangieh,context_and_perturbation_unseen,scenario_d,360,0.31337597177613113,0.21692711552011898,0.21115954959577507,0.04355528251080132
Frangieh,context_unseen_row,scenario_d,1908,0.6163411390294375,0.7088760632611862,0.24177242706484162,0.04447303883169965
Frangieh,perturbation_unseen_column,scenario_d,720,0.44671868456987207,0.3486314478252823,0.22220141491907636,0.03865030449916713
Frangieh,random_missing_pair,scenario_d,360,0.6064387182917846,0.6363011942397162,0.2380072007482461,0.03952888816421553
Frangieh,context_and_perturbation_unseen,anchored_evidence,360,0.30913435047905286,0.23156644862544334,0.21191265214566254,0.04351370047186917
Frangieh,context_unseen_row,anchored_evidence,1908,0.6174150892559517,0.6991497406005487,0.24120215383437532,0.04450648760674886
Frangieh,perturbation_unseen_column,anchored_evidence,720,0.4563815515815724,0.31499318861604264,0.2200592761231693,0.03875675148728124
Frangieh,random_missing_pair,anchored_evidence,360,0.5476581796760952,0.6368878494534467,0.2380422425219849,0.03952707034867113
Lara_exvivo,context_and_perturbation_unseen,magnitude,140,0.1331768957297718,0.10740122865536873,0.21156736223093434,0.07834106294409428
Lara_exvivo,context_unseen_row,magnitude,480,0.3163952456522257,0.45045470126434056,0.24736086353343645,0.06615208750073663
Lara_exvivo,perturbation_unseen_column,magnitude,560,0.2402000854523021,0.12242596604130093,0.21177190268515614,0.07747381992341616
Lara_exvivo,random_missing_pair,magnitude,200,0.25903163404241936,0.2549212537152817,0.22638890161256986,0.06933801333315193
Lara_exvivo,context_and_perturbation_unseen,fixed_80m_20s,140,0.13380158966597466,0.06748818876874184,0.20726863496415585,0.07876819754920031
Lara_exvivo,context_unseen_row,fixed_80m_20s,480,0.3635566465026248,0.4549334813366597,0.2478317630294479,0.06611069849615941
Lara_exvivo,perturbation_unseen_column,fixed_80m_20s,560,0.24851136671769394,0.12437500183982245,0.2119593127623806,0.07745539965316166
Lara_exvivo,random_missing_pair,fixed_80m_20s,200,0.32680906248475106,0.27577790697089355,0.22854793763921885,0.06914450102559248
Lara_exvivo,context_and_perturbation_unseen,one_sided_s0.25,140,0.14342669329094682,0.10740122865536873,0.21156736223093434,0.07834106294409428
Lara_exvivo,context_unseen_row,one_sided_s0.25,480,0.3578624714186317,0.45045470126434056,0.24736086353343645,0.06615208750073663
Lara_exvivo,perturbation_unseen_column,one_sided_s0.25,560,0.24247826345951284,0.12348692128192523,0.21187391913027628,0.07746379287195049
Lara_exvivo,random_missing_pair,one_sided_s0.25,200,0.2996689496378304,0.2549212537152817,0.22638890161256986,0.06933801333315193
Lara_exvivo,context_and_perturbation_unseen,one_sided_s0.50,140,0.14803574796726457,0.06224335614598345,0.2067037542868338,0.07882432580997754
Lara_exvivo,context_unseen_row,one_sided_s0.50,480,0.4038693861568392,0.40585681450477484,0.2426718361511693,0.06656422252621688
Lara_exvivo,perturbation_unseen_column,one_sided_s0.50,560,0.24201744144344606,0.12445852813442762,0.21196734425638092,0.07745461024902597
Lara_exvivo,random_missing_pair,one_sided_s0.50,200,0.3370376869194731,0.26074532214492785,0.2269917966891273,0.06928397643147875
Lara_exvivo,context_and_perturbation_unseen,one_sided_s0.75,140,0.1607230015089538,0.06224335614598345,0.2067037542868338,0.07882432580997754
Lara_exvivo,context_unseen_row,one_sided_s0.75,480,0.4445598821733694,0.398915858173111,0.24194206313582994,0.0666283648303137
Lara_exvivo,perturbation_unseen_column,one_sided_s0.75,560,0.23456267728734875,0.11909085822299063,0.2114512144688311,0.0775053399126271
Lara_exvivo,random_missing_pair,one_sided_s0.75,200,0.3630763698048987,0.24088937217880022,0.22493635132141596,0.06946820400862833
Lara_exvivo,context_and_perturbation_unseen,one_sided_s1.00,140,0.16204119713998086,0.06501896109776771,0.20700269339851088,0.07879462231136211
Lara_exvivo,context_unseen_row,one_sided_s1.00,480,0.4677236863678701,0.420415789370337,0.24420256858632708,0.06642968109582281
Lara_exvivo,perturbation_unseen_column,one_sided_s1.00,560,0.22214205250373115,0.11106186619924469,0.21067918451620204,0.07758122163992054
Lara_exvivo,random_missing_pair,one_sided_s1.00,200,0.388106359181968,0.2289752505079102,0.22370302699089759,0.06957874567362232
Lara_exvivo,context_and_perturbation_unseen,scenario_a,140,0.1331768957297718,0.10740122865536873,0.21156736223093434,0.07834106294409428
Lara_exvivo,context_unseen_row,scenario_a,480,0.3578624714186317,0.45045470126434056,0.24736086353343645,0.06615208750073663
Lara_exvivo,perturbation_unseen_column,scenario_a,560,0.23456267728734875,0.11909085822299063,0.2114512144688311,0.0775053399126271
Lara_exvivo,random_missing_pair,scenario_a,200,0.2996689496378304,0.2549212537152817,0.22638890161256986,0.06933801333315193
Lara_exvivo,context_and_perturbation_unseen,scenario_b,140,0.14342669329094682,0.10740122865536873,0.21156736223093434,0.07834106294409428
Lara_exvivo,context_unseen_row,scenario_b,480,0.4038693861568392,0.40585681450477484,0.2426718361511693,0.06656422252621688
Lara_exvivo,perturbation_unseen_column,scenario_b,560,0.24201744144344606,0.12445852813442762,0.21196734425638092,0.07745461024902597
Lara_exvivo,random_missing_pair,scenario_b,200,0.3370376869194731,0.26074532214492785,0.2269917966891273,0.06928397643147875
Lara_exvivo,context_and_perturbation_unseen,scenario_c,140,0.1331768957297718,0.10740122865536873,0.21156736223093434,0.07834106294409428
Lara_exvivo,context_unseen_row,scenario_c,480,0.3578624714186317,0.45045470126434056,0.24736086353343645,0.06615208750073663
Lara_exvivo,perturbation_unseen_column,scenario_c,560,0.22214205250373115,0.11106186619924469,0.21067918451620204,0.07758122163992054
Lara_exvivo,random_missing_pair,scenario_c,200,0.2996689496378304,0.2549212537152817,0.22638890161256986,0.06933801333315193
Lara_exvivo,context_and_perturbation_unseen,scenario_d,140,0.1331768957297718,0.10740122865536873,0.21156736223093434,0.07834106294409428
Lara_exvivo,context_unseen_row,scenario_d,480,0.4038693861568392,0.40585681450477484,0.2426718361511693,0.06656422252621688
Lara_exvivo,perturbation_unseen_column,scenario_d,560,0.22214205250373115,0.11106186619924469,0.21067918451620204,0.07758122163992054
Lara_exvivo,random_missing_pair,scenario_d,200,0.3370376869194731,0.26074532214492785,0.2269917966891273,0.06928397643147875
Lara_exvivo,context_and_perturbation_unseen,anchored_evidence,140,0.14537255476020783,0.06224335614598312,0.20670375428683374,0.07882432580997756
Lara_exvivo,context_unseen_row,anchored_evidence,480,0.4771494454271999,0.42345936104521964,0.24452257009223602,0.0664015550436504
Lara_exvivo,perturbation_unseen_column,anchored_evidence,560,0.20354955638163105,0.12445852813442762,0.21196734425638092,0.07745461024902597
Lara_exvivo,random_missing_pair,anchored_evidence,200,0.3991750458579778,0.24088937217880022,0.22493635132141596,0.06946820400862833
Santinha,context_and_perturbation_unseen,magnitude,100,0.06222015055199939,-0.007156674276433322,0.19922549218027102,0.0476075146970593
Santinha,context_unseen_row,magnitude,360,0.48392310445615083,0.4975357144708947,0.23955105441040483,0.04570675586581895
Santinha,perturbation_unseen_column,magnitude,400,0.3588825039647449,0.5272804466259052,0.25290344857916014,0.03961991440542601
Santinha,random_missing_pair,magnitude,160,0.1430387240067907,0.09775011780425438,0.2080051518119886,0.04697833603841564
Santinha,context_and_perturbation_unseen,fixed_80m_20s,100,0.07112995541779207,-0.007156674276433052,0.19922549218027105,0.0476075146970593
Santinha,context_unseen_row,fixed_80m_20s,360,0.48425617585987285,0.47460873577052465,0.23772849945470917,0.045816300464302726
Santinha,perturbation_unseen_column,fixed_80m_20s,400,0.3439577880990505,0.5336555428491395,0.25354307892652317,0.039585993622944224
Santinha,random_missing_pair,fixed_80m_20s,160,0.15679414077031426,0.16302614951421934,0.21335086959995947,0.04666124694726259
Santinha,context_and_perturbation_unseen,one_sided_s0.25,100,0.053371548832837075,-0.007156674276433322,0.19922549218027102,0.0476075146970593
Santinha,context_unseen_row,one_sided_s0.25,360,0.48247223719030435,0.44783966969614664,0.2356005219889118,0.045944202471506844
Santinha,perturbation_unseen_column,one_sided_s0.25,400,0.34707047278960607,0.5272804466259052,0.25290344857916014,0.03961991440542601
Santinha,random_missing_pair,one_sided_s0.25,160,0.14467385332975616,0.10784974090015621,0.20883225072442635,0.04692927545331915
Santinha,context_and_perturbation_unseen,one_sided_s0.50,100,0.054571378807546256,-0.007156674276433322,0.19922549218027102,0.0476075146970593
Santinha,context_unseen_row,one_sided_s0.50,360,0.47670634913393933,0.44783966969614664,0.2356005219889118,0.045944202471506844
Santinha,perturbation_unseen_column,one_sided_s0.50,400,0.32983969401683116,0.5358194639127066,0.2537601908779493,0.03957447977387674
Santinha,random_missing_pair,one_sided_s0.50,160,0.14636634544216004,0.10784974090015621,0.20883225072442635,0.04692927545331915
Santinha,context_and_perturbation_unseen,one_sided_s0.75,100,0.04602386402416372,-0.007156674276433322,0.19922549218027102,0.0476075146970593
Santinha,context_unseen_row,one_sided_s0.75,360,0.46311616082834084,0.40873274246278873,0.23249175981999867,0.04613105450716749
Santinha,perturbation_unseen_column,one_sided_s0.75,400,0.30975510958978997,0.5069891929110373,0.25086757316526903,0.03972788065086654
Santinha,random_missing_pair,one_sided_s0.75,160,0.14918381607412587,0.14755843647599745,0.21208415612854253,0.04673638391470722
Santinha,context_and_perturbation_unseen,one_sided_s1.00,100,0.0321895065269122,0.03094551399057154,0.20334897770185723,0.0473623659121579
Santinha,context_unseen_row,one_sided_s1.00,360,0.439334147761744,0.3677723097737142,0.22923565527344944,0.04632676255100904
Santinha,perturbation_unseen_column,one_sided_s1.00,400,0.28377858080202895,0.47211133960583385,0.24736818544723285,0.03991345966551507
Santinha,random_missing_pair,one_sided_s1.00,160,0.14031253065719332,0.19910376188471124,0.2163054109399321,0.04648599399425894
Santinha,context_and_perturbation_unseen,scenario_a,100,0.06222015055199939,-0.007156674276433322,0.19922549218027102,0.0476075146970593
Santinha,context_unseen_row,scenario_a,360,0.48247223719030435,0.44783966969614664,0.2356005219889118,0.045944202471506844
Santinha,perturbation_unseen_column,scenario_a,400,0.30975510958978997,0.5069891929110373,0.25086757316526903,0.03972788065086654
Santinha,random_missing_pair,scenario_a,160,0.14467385332975616,0.10784974090015621,0.20883225072442635,0.04692927545331915
Santinha,context_and_perturbation_unseen,scenario_b,100,0.053371548832837075,-0.007156674276433322,0.19922549218027102,0.0476075146970593
Santinha,context_unseen_row,scenario_b,360,0.47670634913393933,0.44783966969614664,0.2356005219889118,0.045944202471506844
Santinha,perturbation_unseen_column,scenario_b,400,0.32983969401683116,0.5358194639127066,0.2537601908779493,0.03957447977387674
Santinha,random_missing_pair,scenario_b,160,0.14636634544216004,0.10784974090015621,0.20883225072442635,0.04692927545331915
Santinha,context_and_perturbation_unseen,scenario_c,100,0.06222015055199939,-0.007156674276433322,0.19922549218027102,0.0476075146970593
Santinha,context_unseen_row,scenario_c,360,0.48247223719030435,0.44783966969614664,0.2356005219889118,0.045944202471506844
Santinha,perturbation_unseen_column,scenario_c,400,0.28377858080202895,0.47211133960583385,0.24736818544723285,0.03991345966551507
Santinha,random_missing_pair,scenario_c,160,0.14467385332975616,0.10784974090015621,0.20883225072442635,0.04692927545331915
Santinha,context_and_perturbation_unseen,scenario_d,100,0.06222015055199939,-0.007156674276433322,0.19922549218027102,0.0476075146970593
Santinha,context_unseen_row,scenario_d,360,0.47670634913393933,0.44783966969614664,0.2356005219889118,0.045944202471506844
Santinha,perturbation_unseen_column,scenario_d,400,0.28377858080202895,0.47211133960583385,0.24736818544723285,0.03991345966551507
Santinha,random_missing_pair,scenario_d,160,0.14636634544216004,0.10784974090015621,0.20883225072442635,0.04692927545331915
Santinha,context_and_perturbation_unseen,anchored_evidence,100,0.046663064776625685,-0.007156674276433322,0.19922549218027102,0.0476075146970593
Santinha,context_unseen_row,anchored_evidence,360,0.45544439253522945,0.4214890597385989,0.2335058092318856,0.046070105104615476
Santinha,perturbation_unseen_column,anchored_evidence,400,0.3158892063953131,0.5317816945343693,0.253355070744919,0.039595964045172134
Santinha,random_missing_pair,anchored_evidence,160,0.13278691086038574,0.1074759447374334,0.20880163904746318,0.04693109122983634
