draw,endpoint,delta_MH_vs_M
151,excess_error,0.13636447005176328
152,absolute_error,0.05041366595210839
152,excess_error,0.033337689546515406
153,absolute_error,-0.017724344501386026
153,excess_error,0.05953490537408852
154,absolute_error,-0.13672350236037478
154,excess_error,0.05951073507170226
155,absolute_error,0.07172228663603905
155,excess_error,0.009953161479904927
156,absolute_error,0.019521863827120668
156,excess_error,0.024022357832395945
157,absolute_error,-0.0632908750492119
157,excess_error,-0.00879194608555367
158,absolute_error,-0.0037389719859771244
158,excess_error,0.02360914259130602
159,absolute_error,0.048935192737464425
159,excess_error,0.021960627853793418
160,absolute_error,-0.04886283635906652
160,excess_error,0.09442035671814335
161,absolute_error,0.06152894059818344
161,excess_error,0.0255750848409655
162,absolute_error,-0.07185707262134573
162,excess_error,0.07219350189476026
163,absolute_error,-0.004911480094137377
163,excess_error,-0.029982170658679495
164,absolute_error,0.0
164,excess_error,0.0
165,absolute_error,-0.04834058765045442
165,excess_error,-0.008674894537713928
166,absolute_error,0.0
166,excess_error,0.0
167,absolute_error,0.010730344662348257
167,excess_error,0.028742032884391432
168,absolute_error,-0.1250979520388826
168,excess_error,-0.017882034679151282
169,absolute_error,-0.017391140038260432
169,excess_error,0.06577977303063093
170,absolute_error,-0.010355791996414542
170,excess_error,0.15848381598463473
171,absolute_error,-0.014152933476368035
171,excess_error,0.08133924864186978
172,absolute_error,-0.046884252946084115
172,excess_error,0.0631414860575564
173,absolute_error,-0.03998828463629038
173,excess_error,0.10663739411587585
174,absolute_error,-0.028774275400556392
174,excess_error,-0.030869577085914
175,absolute_error,-0.003681998664389163
175,excess_error,0.01747245264930288
176,absolute_error,0.0011645030946695113
176,excess_error,0.12105296415463138
177,absolute_error,0.0
177,excess_error,0.0
178,absolute_error,0.029538575346257055
178,excess_error,0.004723483606980361
179,absolute_error,0.0
179,excess_error,0.0
180,absolute_error,0.05526592171501893
180,excess_error,0.06732949645165139
181,absolute_error,-0.06441407352346715
181,excess_error,0.07387500154594208
182,absolute_error,0.030428978542660624
182,excess_error,0.006826119897515604
183,absolute_error,0.0
183,excess_error,0.0
184,absolute_error,-0.02236290908355465
184,excess_error,0.08628324518888224
185,absolute_error,-0.02549404425769237
185,excess_error,0.027838328208747747
186,absolute_error,-0.008086654811857375
186,excess_error,-0.023337816091774634
187,absolute_error,0.0016412309007524106
187,excess_error,0.10982736982095091
188,absolute_error,-0.024454455585321555
188,excess_error,-0.0025233141397768776
189,absolute_error,0.0
189,excess_error,0.0
190,absolute_error,-0.0170753298191898
190,excess_error,0.06159314521661308
191,absolute_error,0.049880922771386005
191,excess_error,0.06155826360024754
192,absolute_error,0.1379516258775609
192,excess_error,0.02803442522098597
193,absolute_error,-0.0036457954825823034
193,excess_error,0.023610587419638285
194,absolute_error,-0.003114950425203822
194,excess_error,0.10385221258827045
195,absolute_error,0.05352652538704605
195,excess_error,0.10455428670445
196,absolute_error,-0.09635613394375783
196,excess_error,0.21220862212618044
197,absolute_error,0.0
197,excess_error,0.0
198,absolute_error,-0.06606603300113154
198,excess_error,0.10270603061273298
199,absolute_error,0.0
199,excess_error,0.0
200,absolute_error,-0.008891509904715322
200,excess_error,0.0301324828915005
201,absolute_error,0.05609456786775273
201,excess_error,0.07498211634389655
202,absolute_error,0.0
202,excess_error,0.0
203,absolute_error,-0.027407296013511072
203,excess_error,0.015013990080514506
204,absolute_error,0.15543684793851759
204,excess_error,0.10479898974012883
205,absolute_error,0.12157747149401366
205,excess_error,0.0901163023296194
206,absolute_error,-0.02141367028608234
206,excess_error,0.19494343412947016
207,absolute_error,0.05864081403658746
207,excess_error,0.032745427623779855
208,absolute_error,-0.07843546188768147
208,excess_error,0.07821980794786422
209,absolute_error,-0.0019890626651861256
209,excess_error,-0.03268756995235021
210,absolute_error,0.06088213551162706
210,excess_error,0.07483341855152341
211,absolute_error,0.0
211,excess_error,0.0
212,absolute_error,-0.015072836651291888
212,excess_error,0.14142096297208817
213,absolute_error,0.06914084939013283
213,excess_error,0.06751802237461361
214,absolute_error,0.003495068989278738
214,excess_error,0.08597311304495177
215,absolute_error,0.06671398903956396
215,excess_error,0.040724947056390536
216,absolute_error,0.084572030767743
216,excess_error,0.04265142623523584
217,absolute_error,0.07198613058943301
217,excess_error,0.13535840139101535
218,absolute_error,-0.022687065224163038
218,excess_error,0.07332625293981306
219,absolute_error,0.07598051060442336
219,excess_error,-0.10530845398030567
220,absolute_error,0.03001042699663481
220,excess_error,0.07090567904103236
221,absolute_error,0.0
221,excess_error,0.0
222,absolute_error,-0.049680474687270014
222,excess_error,-0.008163400966665613
223,absolute_error,0.0014140884905254002
223,excess_error,0.09700146932034973
224,absolute_error,-0.06809872026751307
224,excess_error,0.12355925101124307
225,absolute_error,-0.0009980799836364796
225,excess_error,-0.02937806051984107
226,absolute_error,-0.004751484648786985
226,excess_error,-0.00044866039397468694
227,absolute_error,-0.053634895882509734
227,excess_error,0.20922104487074833
228,absolute_error,-0.008364743332416347
228,excess_error,-0.05567634011155451
229,absolute_error,-0.047612172168910116
229,excess_error,0.10785664903425493
230,absolute_error,-0.08388839527131473
230,excess_error,0.0092877400390871
231,absolute_error,0.0
231,excess_error,0.0
232,absolute_error,0.023895571679721138
232,excess_error,-0.11794719248491951
233,absolute_error,0.0
233,excess_error,0.0
234,absolute_error,0.2364565701836716
234,excess_error,0.2962657225214219
235,absolute_error,0.030618554253002216
235,excess_error,0.02495968871472105
236,absolute_error,-0.10206975130392067
236,excess_error,0.10462835140260644
237,absolute_error,-0.061689971518602824
237,excess_error,-0.008454581318800836
238,absolute_error,0.04255542883668042
238,excess_error,0.03851892144577349
239,absolute_error,-0.04332668254753171
239,excess_error,0.047306836283921606
240,absolute_error,-0.12150733000755723
240,excess_error,0.14963755253282965
241,absolute_error,-0.13691100099874057
241,excess_error,0.03400222072377686
242,absolute_error,-0.022768754396685388
242,excess_error,0.030138714350449992
243,absolute_error,-0.06221842621622693
243,excess_error,0.021008321841657816
244,absolute_error,-0.005879501064888415
244,excess_error,0.030672473334510463
245,absolute_error,0.08063345361686092
245,excess_error,0.045288404348913014
246,absolute_error,-0.010812915845378584
246,excess_error,0.1272766850393265
247,absolute_error,0.05077459327915836
247,excess_error,0.04440109843488045
248,absolute_error,-0.07316263242725829
248,excess_error,0.04764680000519963
249,absolute_error,-0.12858426472641066
249,excess_error,0.08040191314959169
250,absolute_error,0.051444132521871855
250,excess_error,0.05115205293692847
251,absolute_error,0.08681945982820882
251,excess_error,0.060696210052239505
252,absolute_error,-0.05241422239114642
252,excess_error,0.06857336512624135
253,absolute_error,-0.05331386596500791
253,excess_error,0.08255795919911584
254,absolute_error,0.0
254,excess_error,0.0
255,absolute_error,0.13463895453700142
255,excess_error,0.11175405298743553
256,absolute_error,0.1040476751168032
256,excess_error,0.09476515046356476
257,absolute_error,0.012576659701196924
257,excess_error,0.004324397154503323
258,absolute_error,-0.08580129882692407
258,excess_error,-0.01962344758358463
259,absolute_error,0.04210068234818107
259,excess_error,-0.027830229713251154
260,absolute_error,0.0
260,excess_error,0.0
261,absolute_error,-0.016504277696129256
261,excess_error,0.05068420940750658
262,absolute_error,-0.11815683355609514
262,excess_error,0.0837439621828366
263,absolute_error,-0.05357278365066864
263,excess_error,-0.0066771330048226215
264,absolute_error,0.04949269104049494
264,excess_error,0.04369900961942028
265,absolute_error,-0.0018075248316075988
265,excess_error,0.09482398247564598
266,absolute_error,-0.03096129004936099
266,excess_error,0.11304926617995392
267,absolute_error,-0.037921997225399816
267,excess_error,-0.03717019076979864
268,absolute_error,0.060605554824603156
268,excess_error,0.06014191473158692
269,absolute_error,0.0
269,excess_error,0.0
270,absolute_error,-0.1165855248377398
270,excess_error,0.19294356241809335
271,absolute_error,0.036619430610989864
271,excess_error,0.016805098860043322
272,absolute_error,-0.061984532930818424
272,excess_error,0.10798963279659073
273,absolute_error,-0.017177180477234665
273,excess_error,0.06272389830511725
274,absolute_error,0.042617083073808334
274,excess_error,0.044587038613150685
275,absolute_error,0.09330506619553422
275,excess_error,0.04867096709681558
276,absolute_error,-0.020384233239328187
276,excess_error,0.03751476926215976
277,absolute_error,-0.0035399755379649234
277,excess_error,-0.028138726984732233
278,absolute_error,-0.0017322090122331214
278,excess_error,-0.025746803580412325
279,absolute_error,-0.04573743223291493
279,excess_error,-0.00559558906729316
280,absolute_error,0.0
280,excess_error,0.0
281,absolute_error,0.038430443762626734
281,excess_error,0.026417344345095618
282,absolute_error,0.0
282,excess_error,0.0
283,absolute_error,-0.12170472983690497
283,excess_error,0.08578697303838567
284,absolute_error,-0.144533716357714
284,excess_error,0.12502169924307643
285,absolute_error,-0.013969467251374578
285,excess_error,-0.06372273131095023
286,absolute_error,0.04957500379695208
286,excess_error,0.08179943892817583
287,absolute_error,-0.011680128768393718
287,excess_error,0.023407947515985583
288,absolute_error,0.0
288,excess_error,0.0
289,absolute_error,-0.008749088905697144
289,excess_error,0.17557719351436796
290,absolute_error,-0.06391839334367551
290,excess_error,0.019223299686593344
291,absolute_error,0.06631020867157092
291,excess_error,0.034250259610837164
292,absolute_error,0.06143007616134941
292,excess_error,0.07933474706992755
293,absolute_error,-0.09440773760745899
293,excess_error,0.11031010578063953
294,absolute_error,0.0
294,excess_error,0.0
295,absolute_error,0.015929831236721516
295,excess_error,0.0073759072411822444
296,absolute_error,-0.04008664496797469
296,excess_error,-0.0438743485264512
297,absolute_error,-0.0009676017348636545
297,excess_error,-0.024805319492945843
298,absolute_error,-0.002462664495395628
298,excess_error,-0.025323286454217532
299,absolute_error,-0.025076302507562452
299,excess_error,-0.1215903370747197
300,absolute_error,0.055647264315512326
300,excess_error,0.06548490132061598
301,absolute_error,-0.01823409336421311
301,excess_error,0.04690908275652794
302,absolute_error,-0.016487582698538117
302,excess_error,0.07710859298489744
303,absolute_error,0.0
303,excess_error,0.0
304,absolute_error,-0.026077413412157635
304,excess_error,0.033829067593098894
305,absolute_error,-0.01884935606048004
305,excess_error,0.017110116156731036
306,absolute_error,-0.07221525615957498
306,excess_error,0.14608896350716177
307,absolute_error,0.10222736393742977
307,excess_error,0.03166531487628921
308,absolute_error,-0.0021539838241651176
308,excess_error,-0.026175176913241026
309,absolute_error,-0.0011905945533967177
309,excess_error,-0.027889439407062212
310,absolute_error,-0.0078802976703787
310,excess_error,0.28143115694509896
311,absolute_error,0.1215993167249357
311,excess_error,0.08196090650942083
312,absolute_error,-0.03282630297735454
312,excess_error,0.1174104475348636
313,absolute_error,0.0013566070771677153
313,excess_error,0.10402040964571406
314,absolute_error,0.0980422044228948
314,excess_error,0.04036474279534228
315,absolute_error,-0.013126253200336512
315,excess_error,0.06673099666130035
316,absolute_error,-0.03540397736245822
316,excess_error,0.0030328083835273077
317,absolute_error,-0.022280384233409743
317,excess_error,0.0278661324689324
318,absolute_error,0.013673908802725971
318,excess_error,0.1247602621562961
319,absolute_error,-0.05806515387783149
319,excess_error,-0.0070782870728812505
320,absolute_error,0.05928679839009887
320,excess_error,0.047841906373843
321,absolute_error,-0.0038966983640989607
321,excess_error,-0.03075434755542359
322,absolute_error,0.0
322,excess_error,0.0
323,absolute_error,0.035947883249318725
323,excess_error,0.04564671893353241
324,absolute_error,-0.016274806115044792
324,excess_error,0.08775830362137965
325,absolute_error,-0.06638915927382956
325,excess_error,0.05886774085504406
326,absolute_error,0.0
326,excess_error,0.0
327,absolute_error,-0.06865807808523754
327,excess_error,0.10578304616075065
328,absolute_error,0.0
328,excess_error,0.0
329,absolute_error,0.06268637152221854
329,excess_error,0.03431724586819229
330,absolute_error,0.033072962825032116
330,excess_error,0.017149116220683557
331,absolute_error,-0.07079345773933013
331,excess_error,0.16292149057129351
332,absolute_error,-0.04629598838279385
332,excess_error,0.15217190251719656
333,absolute_error,0.0
333,excess_error,0.0
334,absolute_error,0.04600994168361563
334,excess_error,0.029581994498703912
335,absolute_error,0.0
335,excess_error,0.0
336,absolute_error,0.02914954206889011
336,excess_error,0.172379841290592
337,absolute_error,0.0010319609311612466
337,excess_error,0.18486083978254836
338,absolute_error,-0.0025919764371879817
338,excess_error,0.019710085953673583
339,absolute_error,0.0658376041317269
339,excess_error,0.07261120446581602
340,absolute_error,-0.03746018110227387
340,excess_error,-0.025518228292568022
341,absolute_error,-0.05073480052333581
341,excess_error,-0.007864628626211224
342,absolute_error,-0.02330330098131774
342,excess_error,0.028863125113405674
343,absolute_error,-0.013909179930688598
343,excess_error,0.036326854095745896
344,absolute_error,-0.029292912892393996
344,excess_error,0.003722303912351488
345,absolute_error,0.10050751783950171
345,excess_error,0.10507769693328824
346,absolute_error,0.050967840784437925
346,excess_error,0.053185449178226055
347,absolute_error,-0.025150380368970725
347,excess_error,-0.033436098865274634
348,absolute_error,0.0
348,excess_error,0.0
349,absolute_error,0.0
349,excess_error,0.0
350,absolute_error,-0.007706695106916484
350,excess_error,-0.008726785511836444
351,absolute_error,0.03924621801209627
351,excess_error,0.16796890584572713
352,absolute_error,-0.06844125588679775
352,excess_error,0.049957249636546776
353,absolute_error,-0.09900341033514592
353,excess_error,0.15450712474162703
354,absolute_error,0.12637075032472417
354,excess_error,0.1547036433206715
355,absolute_error,-0.051701929905867396
355,excess_error,0.05124934825445948
356,absolute_error,0.09935543714753989
356,excess_error,0.14477807760987305
357,absolute_error,-0.014437101688757536
357,excess_error,0.07454482358368959
358,absolute_error,0.18635893187741254
358,excess_error,0.1869868401336594
359,absolute_error,0.06891154540449525
359,excess_error,0.04907692250132141
360,absolute_error,-0.011331942772493853
360,excess_error,0.007280607585428783
361,absolute_error,-0.004079421703701236
361,excess_error,0.022359724271610794
362,absolute_error,-0.012772918289514434
362,excess_error,-0.06316694966893058
363,absolute_error,0.01931447585132643
363,excess_error,-0.012882228413940572
364,absolute_error,-0.0466916018932102
364,excess_error,0.10024521902985264
365,absolute_error,-0.04894784410660382
365,excess_error,0.13304108591426844
366,absolute_error,-0.06935760347321332
366,excess_error,0.1674712190197484
367,absolute_error,-0.009172754758214574
367,excess_error,-0.06567341041163599
368,absolute_error,0.08277360891142242
368,excess_error,0.2906346448898656
369,absolute_error,-0.09119147469803002
369,excess_error,0.1719912082596769
370,absolute_error,0.08704817347524332
370,excess_error,0.013320933896600273
371,absolute_error,0.0015352005503904919
371,excess_error,0.0849877008849969
372,absolute_error,0.0037174549595481166
372,excess_error,0.06221000040507292
373,absolute_error,0.1619210057328821
373,excess_error,0.08437432941971204
374,absolute_error,-0.08682185163846426
374,excess_error,-0.01049167140852698
375,absolute_error,-0.08453959521094592
375,excess_error,-0.004085977409498504
376,absolute_error,0.05996558898119577
376,excess_error,0.014983853422540817
377,absolute_error,0.042847258095096485
377,excess_error,0.084266947133283
378,absolute_error,0.0
378,excess_error,0.0
379,absolute_error,-0.040336489441546663
379,excess_error,0.024394197850184086
380,absolute_error,0.14444383576252634
380,excess_error,0.058514732215831436
381,absolute_error,-0.0032226964239523205
381,excess_error,-0.04202257162836245
382,absolute_error,-0.015775065437704773
382,excess_error,0.05714483452256367
383,absolute_error,0.0
383,excess_error,0.0
384,absolute_error,0.11133725528498502
384,excess_error,0.19257010126824542
385,absolute_error,-0.011085995028155859
385,excess_error,-0.016709155661425612
386,absolute_error,-0.014728910015920516
386,excess_error,0.06490010537365073
387,absolute_error,0.0
387,excess_error,0.0
388,absolute_error,0.052703159725435024
388,excess_error,0.08037353904391079
389,absolute_error,0.058972472184034716
389,excess_error,-0.026355467803666675
390,absolute_error,0.0367192447704711
390,excess_error,0.15422347838025774
391,absolute_error,0.10431417141525143
391,excess_error,0.09633355931137255
392,absolute_error,-0.007178995173687808
392,excess_error,-0.013754026070876946
393,absolute_error,0.0
393,excess_error,0.0
394,absolute_error,-0.001139688642357517
394,excess_error,-0.02427109832783194
395,absolute_error,-0.003713784166122358
395,excess_error,0.023829415814050514
396,absolute_error,-0.025749077496607507
396,excess_error,0.0392622696485951
397,absolute_error,0.0483064072483075
397,excess_error,0.06575859202086821
398,absolute_error,-0.0037338061408066945
398,excess_error,0.029153628048307588
399,absolute_error,-0.08970174840702463
399,excess_error,0.11119445914807051
400,absolute_error,-0.0635003336012641
400,excess_error,0.07759382466010437
401,absolute_error,-0.0010577513877815027
401,excess_error,-0.022155102007039896
402,absolute_error,-0.01937948768139668
402,excess_error,-0.0155823677805362
403,absolute_error,0.019019461239370393
403,excess_error,0.03099748732259423
404,absolute_error,-0.00115970831730714
404,excess_error,-0.02989333488319581
405,absolute_error,0.09703748885819344
405,excess_error,0.05100130362030995
406,absolute_error,0.08026285325014745
406,excess_error,0.06636482583083202
407,absolute_error,0.001278750251944638
407,excess_error,0.08547408244508092
408,absolute_error,-0.11023604517880523
408,excess_error,0.03137929767903687
409,absolute_error,-0.05111868467020138
409,excess_error,0.11541297133686716
410,absolute_error,0.0
410,excess_error,0.0
411,absolute_error,-0.06784983429988527
411,excess_error,0.18912415169764318
412,absolute_error,-0.041384738577508975
412,excess_error,0.06861333699638492
413,absolute_error,0.0
413,excess_error,0.0
414,absolute_error,-0.004329609746791552
414,excess_error,-0.037455096924519454
415,absolute_error,0.0
415,excess_error,0.0
416,absolute_error,-0.06069336348626615
416,excess_error,-0.009015734697387057
417,absolute_error,-0.012200234811903443
417,excess_error,0.0238670174530768
418,absolute_error,0.014211593472729845
418,excess_error,-0.041479173752112034
419,absolute_error,-0.015348035017727479
419,excess_error,-0.09207950771821267
420,absolute_error,0.05434610648390874
420,excess_error,0.07407465081243568
421,absolute_error,0.0
421,excess_error,0.0
422,absolute_error,-0.01633026742431869
422,excess_error,0.2096043452011541
423,absolute_error,-0.005523209684083552
423,excess_error,0.03245981143301093
424,absolute_error,-0.011047526198373769
424,excess_error,-0.032873887384033317
425,absolute_error,0.04578651880610191
425,excess_error,-0.012281848656675708
426,absolute_error,0.09892088293520397
426,excess_error,0.01079959015514308
427,absolute_error,-0.012829948555718129
427,excess_error,0.08593652406208684
428,absolute_error,0.0
428,excess_error,0.0
429,absolute_error,-0.06368685156822465
429,excess_error,-0.03265010832853747
430,absolute_error,0.027906086568481415
430,excess_error,0.04563301548275976
431,absolute_error,0.0
431,excess_error,0.0
432,absolute_error,-0.012157519487692104
