dataset,train_fraction,fold_id,score,n_tasks,spearman
Lara_exvivo,1.0,Lara_exvivo_context_holdout_4_HSC,safeconf_frozen_pair_risk,69,0.44895871392035075
Lara_exvivo,1.0,Lara_exvivo_context_holdout_4_HSC,baseline_predicted_magnitude,69,0.042784070149799056
Lara_exvivo,1.0,Lara_exvivo_context_holdout_4_HSC,risk_model_disagreement,69,0.2387650712458897
Lara_exvivo,1.0,Lara_exvivo_context_holdout_5_MkP,safeconf_frozen_pair_risk,69,0.15520643039824628
Lara_exvivo,1.0,Lara_exvivo_context_holdout_5_MkP,baseline_predicted_magnitude,69,0.14278407014979905
Lara_exvivo,1.0,Lara_exvivo_context_holdout_5_MkP,risk_model_disagreement,69,0.01081476068688345
Santinha,0.25,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,safeconf_frozen_pair_risk,51,0.20199095022624433
Santinha,0.25,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,baseline_predicted_magnitude,51,0.4152036199095022
Santinha,0.25,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,risk_model_disagreement,51,0.3402714932126697
Santinha,0.25,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,safeconf_frozen_pair_risk,51,0.6842533936651582
Santinha,0.25,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,baseline_predicted_magnitude,51,0.23131221719457012
Santinha,0.25,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,risk_model_disagreement,51,0.393393665158371
Santinha,0.25,Santinha_context_holdout_3_Neurons_L_2_3,safeconf_frozen_pair_risk,51,0.33719457013574655
Santinha,0.25,Santinha_context_holdout_3_Neurons_L_2_3,baseline_predicted_magnitude,51,0.3343891402714932
Santinha,0.25,Santinha_context_holdout_3_Neurons_L_2_3,risk_model_disagreement,51,0.3946606334841629
Santinha,0.25,Santinha_context_holdout_4_Neurons_L_5,safeconf_frozen_pair_risk,51,0.35846153846153844
Santinha,0.25,Santinha_context_holdout_4_Neurons_L_5,baseline_predicted_magnitude,51,0.5860633484162896
Santinha,0.25,Santinha_context_holdout_4_Neurons_L_5,risk_model_disagreement,51,0.40579185520361993
Santinha,0.25,Santinha_context_holdout_5_Neurons_L_6,safeconf_frozen_pair_risk,51,0.12855494471490925
Santinha,0.25,Santinha_context_holdout_5_Neurons_L_6,baseline_predicted_magnitude,51,0.2908597285067873
Santinha,0.25,Santinha_context_holdout_5_Neurons_L_6,risk_model_disagreement,51,0.08751131221719456
Santinha,0.5,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,safeconf_frozen_pair_risk,51,0.2395475113122172
Santinha,0.5,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,baseline_predicted_magnitude,51,0.30606334841628957
Santinha,0.5,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,risk_model_disagreement,51,0.3963800904977376
Santinha,0.5,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,safeconf_frozen_pair_risk,51,0.5735746606334842
Santinha,0.5,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,baseline_predicted_magnitude,51,0.29366515837104074
Santinha,0.5,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,risk_model_disagreement,51,0.40470588235294114
Santinha,0.5,Santinha_context_holdout_3_Neurons_L_2_3,safeconf_frozen_pair_risk,51,0.20027149321266965
Santinha,0.5,Santinha_context_holdout_3_Neurons_L_2_3,baseline_predicted_magnitude,51,0.48099547511312213
Santinha,0.5,Santinha_context_holdout_3_Neurons_L_2_3,risk_model_disagreement,51,0.3007239819004525
Santinha,0.5,Santinha_context_holdout_4_Neurons_L_5,safeconf_frozen_pair_risk,51,0.46524886877828053
Santinha,0.5,Santinha_context_holdout_4_Neurons_L_5,baseline_predicted_magnitude,51,0.5838914027149321
Santinha,0.5,Santinha_context_holdout_4_Neurons_L_5,risk_model_disagreement,51,0.5041628959276018
Santinha,0.5,Santinha_context_holdout_5_Neurons_L_6,safeconf_frozen_pair_risk,51,0.4146606334841629
Santinha,0.5,Santinha_context_holdout_5_Neurons_L_6,baseline_predicted_magnitude,51,0.4105882352941176
Santinha,0.5,Santinha_context_holdout_5_Neurons_L_6,risk_model_disagreement,51,0.3909502262443439
Santinha,0.75,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,safeconf_frozen_pair_risk,51,0.08072398190045249
Santinha,0.75,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,baseline_predicted_magnitude,51,0.2726696832579185
Santinha,0.75,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,risk_model_disagreement,51,0.11239819004524887
Santinha,0.75,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,safeconf_frozen_pair_risk,51,0.6162895927601809
Santinha,0.75,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,baseline_predicted_magnitude,51,0.24180995475113118
Santinha,0.75,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,risk_model_disagreement,51,0.4902262443438914
Santinha,0.75,Santinha_context_holdout_3_Neurons_L_2_3,safeconf_frozen_pair_risk,51,0.10398190045248867
Santinha,0.75,Santinha_context_holdout_3_Neurons_L_2_3,baseline_predicted_magnitude,51,0.42298642533936653
Santinha,0.75,Santinha_context_holdout_3_Neurons_L_2_3,risk_model_disagreement,51,0.20778280542986424
Santinha,0.75,Santinha_context_holdout_4_Neurons_L_5,safeconf_frozen_pair_risk,51,0.40660633484162895
Santinha,0.75,Santinha_context_holdout_4_Neurons_L_5,baseline_predicted_magnitude,51,0.6033484162895927
Santinha,0.75,Santinha_context_holdout_4_Neurons_L_5,risk_model_disagreement,51,0.4450678733031674
Santinha,0.75,Santinha_context_holdout_5_Neurons_L_6,safeconf_frozen_pair_risk,51,0.4098642533936651
Santinha,0.75,Santinha_context_holdout_5_Neurons_L_6,baseline_predicted_magnitude,51,0.46977375565610857
Santinha,0.75,Santinha_context_holdout_5_Neurons_L_6,risk_model_disagreement,51,0.38742081447963805
Santinha,1.0,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,safeconf_frozen_pair_risk,51,0.22633484162895925
Santinha,1.0,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,baseline_predicted_magnitude,51,0.1855203619909502
Santinha,1.0,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,risk_model_disagreement,51,0.21918552036199093
Santinha,1.0,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,safeconf_frozen_pair_risk,51,0.46262443438914025
Santinha,1.0,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,baseline_predicted_magnitude,51,0.23710407239819
Santinha,1.0,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,risk_model_disagreement,51,0.4284162895927602
Santinha,1.0,Santinha_context_holdout_3_Neurons_L_2_3,safeconf_frozen_pair_risk,51,0.30633484162895924
Santinha,1.0,Santinha_context_holdout_3_Neurons_L_2_3,baseline_predicted_magnitude,51,0.44597285067873305
Santinha,1.0,Santinha_context_holdout_3_Neurons_L_2_3,risk_model_disagreement,51,0.30380090497737555
Santinha,1.0,Santinha_context_holdout_4_Neurons_L_5,safeconf_frozen_pair_risk,51,0.43565610859728504
Santinha,1.0,Santinha_context_holdout_4_Neurons_L_5,baseline_predicted_magnitude,51,0.5683257918552036
Santinha,1.0,Santinha_context_holdout_4_Neurons_L_5,risk_model_disagreement,51,0.42144796380090493
Santinha,1.0,Santinha_context_holdout_5_Neurons_L_6,safeconf_frozen_pair_risk,51,0.352579185520362
Santinha,1.0,Santinha_context_holdout_5_Neurons_L_6,baseline_predicted_magnitude,51,0.48733031674208144
Santinha,1.0,Santinha_context_holdout_5_Neurons_L_6,risk_model_disagreement,51,0.3375565610859728
