fold_id,setting,score,n_tasks,spearman,mean_error,risk_coverage80_improve_pct,accepted_q80_fraction,accepted_q80_mean_error
frangieh_context_holdout_2_Control,context_and_perturbation_unseen,baseline_predicted_magnitude,30,-0.0028921023359288096,0.05583056094265019,-0.30338982526290675,0.0,
frangieh_context_holdout_2_Control,context_unseen_row,safeconf_calibrated_pair_risk,159,0.19810723668497732,0.05847879790628508,0.7505690529954689,0.0,
frangieh_context_holdout_2_Control,context_unseen_row,safeconf_frozen_pair_risk,159,0.1791407929304992,0.05847879790628508,0.8212563535564629,0.0,
frangieh_context_holdout_2_Control,context_unseen_row,risk_model_disagreement,159,0.2031197754955816,0.05847879790628508,1.3598371033639265,0.0,
frangieh_context_holdout_2_Control,context_unseen_row,baseline_predicted_magnitude,159,0.1962891091473609,0.05847879790628508,1.632049948058063,0.0,
frangieh_context_holdout_2_Control,perturbation_unseen_column,safeconf_calibrated_pair_risk,60,0.20005557099194227,0.05094589139225401,5.881189646612016,0.15,0.04836958725435325
frangieh_context_holdout_2_Control,perturbation_unseen_column,safeconf_frozen_pair_risk,60,0.22006112809113648,0.05094589139225401,6.490610084580602,0.15,0.04836958725435325
frangieh_context_holdout_2_Control,perturbation_unseen_column,risk_model_disagreement,60,0.22006112809113648,0.05094589139225401,6.490610084580602,0.15,0.04836958725435325
frangieh_context_holdout_2_Control,perturbation_unseen_column,baseline_predicted_magnitude,60,0.18438455126424008,0.05094589139225401,5.88118964661203,0.15,0.04836958725435325
frangieh_context_holdout_2_Control,random_missing_pair,safeconf_calibrated_pair_risk,30,0.22580645161290322,0.0492788574088668,-0.7793415276761755,0.9,0.049347108879289274
frangieh_context_holdout_2_Control,random_missing_pair,safeconf_frozen_pair_risk,30,0.2453837597330367,0.0492788574088668,-0.347290459753176,0.9,0.049347108879289274
frangieh_context_holdout_2_Control,random_missing_pair,risk_model_disagreement,30,0.24983314794215797,0.0492788574088668,4.445309490683156,0.9,0.049347108879289274
frangieh_context_holdout_2_Control,random_missing_pair,baseline_predicted_magnitude,30,0.25739710789766407,0.0492788574088668,3.8585028556033336,0.9,0.049347108879289274
frangieh_context_holdout_2_Control,all_test_settings_pooled,safeconf_calibrated_pair_risk,279,0.4420089734663882,0.0555848204343372,1.0868317271754948,0.12903225806451613,0.049102728473055274
frangieh_context_holdout_2_Control,all_test_settings_pooled,safeconf_frozen_pair_risk,279,0.41914873631049077,0.0555848204343372,1.1283480165594402,0.12903225806451613,0.049102728473055274
frangieh_context_holdout_2_Control,all_test_settings_pooled,risk_model_disagreement,279,0.16859618296146495,0.0555848204343372,2.4196459266534003,0.12903225806451613,0.049102728473055274
frangieh_context_holdout_2_Control,all_test_settings_pooled,baseline_predicted_magnitude,279,0.21103835825348938,0.0555848204343372,2.652327638852432,0.12903225806451613,0.049102728473055274
frangieh_context_holdout_3_IFNγ,context_and_perturbation_unseen,safeconf_calibrated_pair_risk,30,,0.05477054144348799,-1.6557069916679117,0.0,
frangieh_context_holdout_3_IFNγ,context_and_perturbation_unseen,safeconf_frozen_pair_risk,30,0.09944382647385984,0.05477054144348799,5.061671246388815,0.0,
frangieh_context_holdout_3_IFNγ,context_and_perturbation_unseen,risk_model_disagreement,30,0.09944382647385984,0.05477054144348799,5.061671246388815,0.0,
frangieh_context_holdout_3_IFNγ,context_and_perturbation_unseen,baseline_predicted_magnitude,30,0.09810901001112346,0.05477054144348799,5.061671246388815,0.0,
frangieh_context_holdout_3_IFNγ,context_unseen_row,safeconf_calibrated_pair_risk,159,0.009624959896083984,0.056735675781718675,1.5526898558292037,0.0,
frangieh_context_holdout_3_IFNγ,context_unseen_row,safeconf_frozen_pair_risk,159,0.1357774062574636,0.056735675781718675,1.5261388176708357,0.0,
frangieh_context_holdout_3_IFNγ,context_unseen_row,risk_model_disagreement,159,0.20360938619536664,0.056735675781718675,1.8950138262751766,0.0,
frangieh_context_holdout_3_IFNγ,context_unseen_row,baseline_predicted_magnitude,159,0.2086816336278959,0.056735675781718675,2.106194564274628,0.0,
frangieh_context_holdout_3_IFNγ,perturbation_unseen_column,safeconf_calibrated_pair_risk,60,,0.05118265829833927,0.6621295549086693,0.0,
frangieh_context_holdout_3_IFNγ,perturbation_unseen_column,safeconf_frozen_pair_risk,60,0.07001944984717978,0.05118265829833927,2.140460537129617,0.0,
frangieh_context_holdout_3_IFNγ,perturbation_unseen_column,risk_model_disagreement,60,0.07001944984717978,0.05118265829833927,2.140460537129617,0.0,
frangieh_context_holdout_3_IFNγ,perturbation_unseen_column,baseline_predicted_magnitude,60,0.09552653514865242,0.05118265829833927,1.8236359286298507,0.0,
frangieh_context_holdout_3_IFNγ,random_missing_pair,safeconf_calibrated_pair_risk,30,-0.011329066016295181,0.050890607430695664,-0.7053297267865279,0.8666666666666667,0.05129411304513761
frangieh_context_holdout_3_IFNγ,random_missing_pair,safeconf_frozen_pair_risk,30,-0.17908787541713014,0.050890607430695664,-2.3172122645757853,0.8666666666666667,0.05129411304513761
frangieh_context_holdout_3_IFNγ,random_missing_pair,risk_model_disagreement,30,-0.2565072302558398,0.050890607430695664,-2.567809240965171,0.8666666666666667,0.05129411304513761
frangieh_context_holdout_3_IFNγ,random_missing_pair,baseline_predicted_magnitude,30,-0.23648498331479423,0.050890607430695664,-2.567809240965171,0.8666666666666667,0.05129411304513761
frangieh_context_holdout_3_IFNγ,all_test_settings_pooled,safeconf_calibrated_pair_risk,279,0.24482850562956407,0.05470167173268508,0.6049682500678653,0.0931899641577061,0.05129411304513761
frangieh_context_holdout_3_IFNγ,all_test_settings_pooled,safeconf_frozen_pair_risk,279,0.2215131120909724,0.05470167173268508,1.7705885670532915,0.0931899641577061,0.05129411304513761
frangieh_context_holdout_3_IFNγ,all_test_settings_pooled,risk_model_disagreement,279,0.15397175347279782,0.05470167173268508,2.392076424609842,0.0931899641577061,0.05129411304513761
frangieh_context_holdout_3_IFNγ,all_test_settings_pooled,baseline_predicted_magnitude,279,0.12323763109328206,0.05470167173268508,2.1709256939364043,0.0931899641577061,0.05129411304513761
