dataset,gene,n_tasks,mean_safeconf_risk,mean_gears_excess_error,mean_gears_error,mean_scgpt_error,safeconf_percentile,gears_excess_percentile,top20_safeconf_risk,top20_gears_excess_error,top20_overlap
Frangieh,DDX39A,3,0.06607257523063194,0.0038986787849558022,0.060907008864470265,0.05700833007951447,0.8359788359788359,0.5238095238095238,True,False,False
Frangieh,DLL3,5,0.06442412377359075,0.006676675296405958,0.05174751878095459,0.04507084348454864,0.5026455026455027,0.9047619047619048,False,True,False
Frangieh,DNMT1,3,0.06438420144019706,0.002248167339207264,0.0810426447096938,0.07879447737048655,0.4973544973544973,0.2275132275132275,False,False,False
Frangieh,E2F1,4,0.062034957008292854,0.00443855259596395,0.062218915996190775,0.057780363400226825,0.1693121693121693,0.5978835978835979,False,False,False
Frangieh,EEA1,5,0.06593025072791639,0.0027999056463687997,0.05516412029285188,0.052364214646483075,0.8042328042328042,0.3544973544973545,True,False,False
Frangieh,EIF3K,5,0.0630849589719804,0.002015795933192621,0.06255948280167131,0.0605436868684787,0.32275132275132273,0.17989417989417988,False,False,False
Frangieh,EMP1,3,0.06482322335162259,0.0049468374181805,0.05095553257445473,0.04600869515627423,0.6455026455026455,0.6984126984126984,False,False,False
Frangieh,ENPP1,4,0.06460896850924228,0.0077260447394378266,0.05357367963213365,0.045847634892695825,0.5661375661375662,0.9365079365079365,False,True,False
Frangieh,EVA1A,3,0.06448832562285721,0.004963125664171002,0.05357348473806844,0.048610359073897436,0.5132275132275133,0.708994708994709,False,False,False
Frangieh,FBL,3,0.06579317880283776,0.005040452532941266,0.0741600079052466,0.06911955537230534,0.7883597883597884,0.7142857142857143,False,False,False
Frangieh,FBXO32,5,0.06188175232812622,0.0030340205184020987,0.0475714971730214,0.0445374766546193,0.15343915343915343,0.38095238095238093,False,False,False
Frangieh,FGFR1,7,0.062187469881203224,0.002328294908323328,0.045511402300781385,0.04318310739245806,0.19576719576719576,0.26455026455026454,False,False,False
Frangieh,FKBP4,5,0.06311983046881736,0.0016390982247469598,0.060255322103325536,0.05861622387857858,0.3333333333333333,0.10052910052910052,False,False,False
Frangieh,FMN1,3,0.07003879762008053,0.01966989971954657,0.06027145535108643,0.040601555631539867,0.9629629629629629,0.9947089947089947,True,True,True
Frangieh,FOS,3,0.06593657110751854,0.0051543518754011974,0.053709099986617,0.0485547481112158,0.8095238095238095,0.7301587301587301,True,False,False
Frangieh,FRZB,6,0.06304419830374103,0.002142537485130651,0.05195192636768625,0.049809388882555594,0.31216931216931215,0.20105820105820105,False,False,False
Frangieh,FSTL3,4,0.06086515536159965,0.0031728184265483496,0.0469798097210671,0.043806991294518746,0.06878306878306878,0.4021164021164021,False,False,False
Frangieh,GAA,4,0.06423735673184185,0.007904732612047875,0.0567183954409087,0.04881366282886082,0.4656084656084656,0.9417989417989417,False,True,False
Frangieh,GPATCH4,5,0.06332644168385373,0.003197676759526681,0.053800119072729725,0.05060244231320303,0.36507936507936506,0.4074074074074074,False,False,False
Frangieh,GPNMB,5,0.06594108082753358,0.0058897214908133376,0.05215551604948192,0.04626579455866858,0.8148148148148148,0.8201058201058201,True,True,True
Frangieh,GRN,5,0.06219346842716206,0.0019537800372630395,0.05195779416720938,0.05000401412994634,0.20105820105820105,0.15873015873015872,False,False,False
Frangieh,GSN,8,0.06312955248503022,0.0021490462515666737,0.048205718778115574,0.0460566725265489,0.3386243386243386,0.20634920634920634,False,False,False
Frangieh,HLA-A,4,0.06225182552390092,0.005181705161514725,0.04829371466784435,0.043112009506329624,0.2222222222222222,0.7354497354497355,False,False,False
Frangieh,HLA-B,3,0.0647158527510389,0.0041792885928938,0.05882882404047607,0.05464953544758227,0.6137566137566137,0.5608465608465608,False,False,False
Frangieh,HLA-C,5,0.06304061213411885,0.002220286930231877,0.06303918444509649,0.0608188975148646,0.30687830687830686,0.21693121693121692,False,False,False
Frangieh,HLA-DRB5,4,0.0626282849446661,0.0058736590207544015,0.0457968413696854,0.039923182348931,0.25925925925925924,0.8148148148148148,False,True,False
Frangieh,HLA-E,5,0.063174646703768,0.002459250720341541,0.05594490564326504,0.053485654922923495,0.3544973544973545,0.291005291005291,False,False,False
Frangieh,HLA-F,6,0.06402849234055429,0.0017378346622721312,0.04989965154982038,0.04816181688754825,0.42857142857142855,0.1164021164021164,False,False,False
Frangieh,HNRNPA1,6,0.06466673409424496,0.001299057291980948,0.059064350953885715,0.05776529366190477,0.5925925925925926,0.06878306878306878,False,False,False
Frangieh,HSPA1A,3,0.06481683441209793,0.003652610230853869,0.061922218703509835,0.058269608472655963,0.6349206349206349,0.47619047619047616,False,False,False
Frangieh,IDH2,6,0.06057667565319389,0.0024133608297114847,0.047557370038665,0.04514400920895351,0.05291005291005291,0.2804232804232804,False,False,False
Frangieh,IFNGR1,3,0.08362592276218568,0.008890526035165235,0.1103045259762732,0.10141399994110796,1.0,0.9576719576719577,True,True,True
Frangieh,IFNGR2,3,0.0731276864167929,0.0015125281161177926,0.098413285968739,0.0969007578526212,0.9788359788359788,0.09523809523809523,True,False,False
Frangieh,IRF3,3,0.0660015939808699,0.005726564625020268,0.05130149825443927,0.045574933629419,0.8253968253968254,0.8042328042328042,True,True,True
Frangieh,IRF4,3,0.06587538077236672,0.006349655875755335,0.0565548357928174,0.05020517991706206,0.798941798941799,0.8677248677248677,False,True,False
Frangieh,ISYNA1,3,0.06431290227433237,0.0038990314349756014,0.055581042419473266,0.05168201098449767,0.48148148148148145,0.5291005291005291,False,False,False
Frangieh,ITGA3,6,0.06451036570563874,0.0024882329997914982,0.05212843023217668,0.049640197232385185,0.5291005291005291,0.2962962962962963,False,False,False
Frangieh,JAK1,4,0.0688112760961685,-5.222908682579741e-06,0.10970166802470993,0.1097068909333925,0.9576719576719577,0.026455026455026454,True,False,False
Frangieh,JAK2,7,0.07681840566335706,0.007195294862405317,0.09834287461249228,0.09114757975008696,0.9947089947089947,0.9206349206349206,True,True,True
Frangieh,JMJD7,5,0.059205218844772325,0.0030603190157869804,0.04650597303999206,0.04344565402420508,0.010582010582010581,0.3862433862433862,False,False,False
Frangieh,KCNN4,5,0.06667613303406815,0.004415464232453062,0.04921066775082194,0.044795203518368874,0.8888888888888888,0.5925925925925926,True,False,False
Frangieh,KDR,6,0.062212073407354684,0.004322266977810733,0.04738723642148875,0.04306496944367802,0.20634920634920634,0.582010582010582,False,False,False
Frangieh,KLF4,3,0.06521028416033296,0.006395085161830502,0.05329971051861313,0.04690462535678264,0.7301587301587301,0.8783068783068783,False,True,False
Frangieh,LAMP2,3,0.064174704432756,0.004950973557462999,0.05343077288356717,0.04847979932610417,0.4444444444444444,0.7037037037037037,False,False,False
Frangieh,LCP1,3,0.06398640818185773,0.004638602808690902,0.049734272522333804,0.0450956697136429,0.42328042328042326,0.6402116402116402,False,False,False
Frangieh,LGALS3,6,0.06305654249110036,0.0010812162735281336,0.05571125710612262,0.054630040832594484,0.31746031746031744,0.0582010582010582,False,False,False
Frangieh,LGALS3BP,3,0.06456397207580962,0.004940473566891136,0.056548691777545235,0.051608218210654096,0.5502645502645502,0.6931216931216931,False,False,False
Frangieh,LRPAP1,3,0.065135900053459,0.005418408197985933,0.058838071130091096,0.05341966293210517,0.708994708994709,0.7724867724867724,False,False,False
Frangieh,LY96,3,0.06497268877353969,0.005968601463034365,0.054857215443353265,0.04888861398031891,0.6931216931216931,0.8253968253968254,False,True,False
Frangieh,MC1R,5,0.0648546725141984,0.006381873891110582,0.05476126604347392,0.04837939215236334,0.6666666666666666,0.873015873015873,False,True,False
Frangieh,MDH2,4,0.061799555758281825,0.0027924348474596475,0.0583842712848244,0.05559183643736475,0.14285714285714285,0.3492063492063492,False,False,False
Frangieh,MFGE8,4,0.06198689898703075,0.006080057123918075,0.04580636516621,0.03972630804229192,0.164021164021164,0.8412698412698413,False,True,False
Frangieh,MIA,4,0.06299917971646804,0.0040804120192046486,0.053187811211459025,0.049107399192254375,0.2962962962962963,0.5555555555555556,False,False,False
Frangieh,MRPL47,5,0.06299737097760312,0.0013238878593191407,0.06642870442121808,0.06510481656189894,0.291005291005291,0.07936507936507936,False,False,False
Frangieh,MT2A,6,0.061370298442052475,0.0019429990795776012,0.05537528160904857,0.053432282529470965,0.10052910052910052,0.15343915343915343,False,False,False
Frangieh,NDUFA13,3,0.06462244015710077,0.0021883485686557008,0.06596495567164977,0.06377660710299406,0.5714285714285714,0.21164021164021163,False,False,False
Frangieh,NGFR,3,0.06652071646774514,0.01759324015197053,0.06891081739826056,0.05131757724629004,0.8783068783068783,0.9841269841269841,True,True,True
Frangieh,NME1,7,0.06407378840817438,0.0018423830743533865,0.05005080921304459,0.0482084261386912,0.43915343915343913,0.13227513227513227,False,False,False
Frangieh,NMRK1,4,0.06223772264597548,0.005461266435582502,0.04997029568053528,0.04450902924495277,0.21693121693121692,0.7777777777777778,False,False,False
Frangieh,NOLC1,6,0.06137077058653895,0.0018175859354945163,0.07424216046704597,0.07242457453155147,0.10582010582010581,0.12698412698412698,False,False,False
Frangieh,NONO,7,0.06484676257029384,0.002310530057143629,0.06149047393522494,0.05917994387808131,0.6507936507936508,0.24867724867724866,False,False,False
Frangieh,NPC1,5,0.06263392023130043,0.0032524130695425605,0.05629252124550934,0.053040108175966785,0.26455026455026454,0.41798941798941797,False,False,False
Frangieh,NPC2,6,0.06046673687849068,0.0013069780238864671,0.05525235862193697,0.053945380598050506,0.037037037037037035,0.07407407407407407,False,False,False
Frangieh,NSG1,5,0.06350383107407288,0.0018427056926216601,0.0475946793686185,0.045751973675996836,0.3862433862433862,0.13756613756613756,False,False,False
Frangieh,NT5E,3,0.0643374145015745,0.005590564498431,0.050193724463592465,0.044603159965161475,0.48677248677248675,0.7883597883597884,False,False,False
Frangieh,P2RX4,5,0.06552802078929176,0.007102534108771738,0.07090894782275532,0.06380641371398359,0.7671957671957672,0.9153439153439153,False,True,False
Frangieh,PAICS,3,0.06484905246823316,0.0019609573273985568,0.08196903532736603,0.08000807799996747,0.656084656084656,0.164021164021164,False,False,False
Frangieh,PET100,5,0.06778909520595171,-0.000333416643824018,0.070177080634337,0.07051049727816103,0.9365079365079365,0.010582010582010581,True,False,False
Frangieh,PFDN4,3,0.06453861308344193,0.0044934930190457315,0.0507054433932199,0.046211950374174166,0.5343915343915344,0.6190476190476191,False,False,False
Frangieh,PFN1,5,0.06330946371790139,0.0010817128130473793,0.0774355892401752,0.07635387642712782,0.35978835978835977,0.06349206349206349,False,False,False
Frangieh,PIK3IP1,3,0.06466227968499523,0.006440513904743134,0.058221070184181566,0.05178055627943843,0.582010582010582,0.8888888888888888,False,True,False
Frangieh,PPIA,3,0.06583615579978114,0.006275092010156233,0.0565230715027191,0.05024797949256287,0.7936507936507936,0.8624338624338624,False,True,False
Frangieh,PROS1,5,0.06227523973506618,0.002244722374091962,0.05338623475886138,0.05114151238476942,0.2275132275132275,0.2222222222222222,False,False,False
Frangieh,PSAP,4,0.0640735531254869,0.006616717154076648,0.0516828072321675,0.04506609007809085,0.43386243386243384,0.8994708994708994,False,True,False
Frangieh,PTMA,7,0.06386636440896819,0.00345675767637823,0.060404226732938694,0.05694746905656046,0.4126984126984127,0.4603174603174603,False,False,False
Frangieh,PUF60,5,0.06089457970430666,0.0014464023122434,0.07690563851097036,0.07545923619872696,0.07936507936507936,0.08994708994708994,False,False,False
Frangieh,PYGB,5,0.06273008598249076,0.00248928918640568,0.05197384952623148,0.0494845603398258,0.2698412698412698,0.30158730158730157,False,False,False
Frangieh,RAB27A,5,0.06787504815058606,0.006193302395102522,0.0525139361443405,0.046320633749237984,0.9470899470899471,0.8571428571428571,True,True,True
Frangieh,RB1,4,0.06376659591931665,0.008431352503612403,0.05239996075401713,0.043968608250404724,0.4021164021164021,0.9523809523809523,False,True,False
Frangieh,RBP7,4,0.06261667696165152,0.004009136066265176,0.04884310979958105,0.04483397373331587,0.25396825396825395,0.544973544973545,False,False,False
Frangieh,RNASEH2A,3,0.06476316413276803,0.0030230581991678024,0.07958862974403584,0.07656557154486804,0.6243386243386243,0.37566137566137564,False,False,False
Frangieh,RNF213,6,0.06425127846930127,0.002569645519360316,0.04879677730850813,0.046227131789147814,0.4708994708994709,0.32275132275132273,False,False,False
Frangieh,RPSA,3,0.06453915530011523,0.0038382114414065006,0.06146544076396183,0.05762722932255534,0.5396825396825397,0.5026455026455027,False,False,False
Frangieh,RTP4,7,0.06450097139510584,0.0020255326193335,0.044125485653445894,0.0420999530341124,0.5185185185185185,0.18518518518518517,False,False,False
Frangieh,S100A6,4,0.0648495028885414,0.004816345225922926,0.052450653586900625,0.0476343083609777,0.6613756613756614,0.6825396825396826,False,False,False
Frangieh,S100B,4,0.0648169199950134,0.006684041472830899,0.052991718002948246,0.04630767653011735,0.6402116402116402,0.91005291005291,False,True,False
Frangieh,SAT1,7,0.06622715822831347,0.0038394308569460003,0.05082328632311078,0.046983855466164785,0.8518518518518519,0.5079365079365079,True,False,False
Frangieh,SCARB2,3,0.06418192287774906,0.003932217291856869,0.056495414306007796,0.05256319701415093,0.4497354497354497,0.5343915343915344,False,False,False
Frangieh,SDC3,6,0.061700792566930646,0.001966924466311417,0.049444405961830584,0.04747748149551917,0.13227513227513227,0.1693121693121693,False,False,False
Frangieh,SDCBP,4,0.061675348191218254,0.0030075950275388983,0.05627847069709215,0.053270875669553255,0.12169312169312169,0.37037037037037035,False,False,False
Frangieh,SEC11C,3,0.06466381655842666,0.0045800037752965666,0.05534019986608707,0.0507601960907905,0.5873015873015873,0.6296296296296297,False,False,False
Frangieh,SERPINA3,5,0.06335297071358181,0.0025290105297374214,0.052729913275368245,0.05020090274563081,0.37037037037037035,0.31216931216931215,False,False,False
Frangieh,SERPINE2,7,0.06473886167217355,0.0005122126155492128,0.05436794528234617,0.053855732666796954,0.6190476190476191,0.037037037037037035,False,False,False
Frangieh,SERPINF1,4,0.06168695566525667,0.0030991529953447016,0.05096620275287205,0.04786704975752735,0.12698412698412698,0.3915343915343915,False,False,False
Frangieh,SET,5,0.06299996599682008,0.0016805969114090601,0.06521442663771772,0.06353382972630865,0.30158730158730157,0.1111111111111111,False,False,False
Frangieh,SGK1,6,0.062114091151229484,0.003408858593181116,0.046372281093631416,0.0429634225004503,0.18518518518518517,0.4497354497354497,False,False,False
Frangieh,SHMT2,5,0.06314160224461193,0.00205004313681114,0.054721144609625606,0.052671101472814466,0.3492063492063492,0.19047619047619047,False,False,False
Frangieh,SLC19A1,3,0.07625567746714167,0.021382949024281502,0.07299760532355366,0.051614656299272164,0.9894179894179894,1.0,True,True,True
Frangieh,SLC22A18,7,0.06186878921908149,0.002132792983280172,0.0438929663523378,0.04176017336905763,0.14814814814814814,0.19576719576719576,False,False,False
Frangieh,SLC25A13,5,0.07104679406991202,0.01084000417598788,0.05618335180374538,0.045343347627757505,0.9735449735449735,0.9629629629629629,True,True,True
Frangieh,SLC26A2,3,0.06595121179681186,0.007588117714559001,0.05168145005740726,0.04409333234284827,0.8201058201058201,0.9312169312169312,True,True,True
Frangieh,SLC5A3,3,0.06784896016779803,0.015642230028020235,0.06128839726033314,0.0456461672323129,0.9417989417989417,0.9788359788359788,True,True,True
Frangieh,SLIRP,5,0.06644940339302655,0.001645255846402159,0.05647357559845806,0.0548283197520559,0.8624338624338624,0.10582010582010581,True,False,False
Frangieh,SMAD3,3,0.06528853195187886,0.005980686658545266,0.04995927745022407,0.0439785907916788,0.7354497354497355,0.8306878306878307,False,True,False
Frangieh,SMAD4,5,0.06603669422909346,0.0019671962044143414,0.05452015011793786,0.05255295391352353,0.8306878306878307,0.1746031746031746,True,False,False
Frangieh,SOX4,3,0.06490172160672743,0.006140039228399466,0.05150508696473224,0.045365047736332764,0.6825396825396826,0.8465608465608465,False,True,False
Frangieh,SP100,5,0.0665715252614464,0.0046979963890837985,0.05309585001091194,0.04839785362182814,0.8835978835978836,0.6666666666666666,True,False,False
Frangieh,SPESP1,3,0.0645022390084725,0.005470195422314465,0.05008902888261,0.04461883346029553,0.5238095238095238,0.783068783068783,False,False,False
Frangieh,SPINT1,4,0.0620644320235257,0.005819491108890875,0.054143646549324104,0.048324155440433225,0.17989417989417988,0.8095238095238095,False,True,False
Frangieh,SSR2,3,0.06463860615680721,0.0036722150009112337,0.06264772548641673,0.0589755104855055,0.5767195767195767,0.48148148148148145,False,False,False
Frangieh,ST6GALNAC2,5,0.06363848489613685,0.0022712424452577206,0.05634875285496051,0.05407751040970278,0.3915343915343915,0.23809523809523808,False,False,False
Frangieh,STAT1,7,0.0637311803883399,0.0013650661127902872,0.11633559874984234,0.11497053263705205,0.3968253968253968,0.08465608465608465,False,False,False
Frangieh,STAT3,4,0.06256325471273927,0.0033287273087371765,0.05645439717748872,0.05312566986875155,0.24867724867724866,0.43915343915343913,False,False,False
Frangieh,STOM,4,0.06025755880440897,0.0038348123633329505,0.051548732587666846,0.0477139202243339,0.031746031746031744,0.49206349206349204,False,False,False
Frangieh,STX7,4,0.061734170875249274,0.0038492445351714505,0.05052982963510855,0.0466805850999371,0.13756613756613756,0.5132275132275133,False,False,False
Frangieh,TAPBP,3,0.0647872287586405,0.0038631183313773687,0.05399498455956777,0.0501318662281904,0.6296296296296297,0.5185185185185185,False,False,False
Frangieh,TAPBPL,4,0.06081351903680205,0.0035163370181403985,0.048767030232321304,0.045250693214180904,0.06349206349206349,0.4656084656084656,False,False,False
Frangieh,TFAP2A,5,0.06714458298111842,0.0046018349347503595,0.051930881168929646,0.04732904623417928,0.91005291005291,0.6349206349206349,True,False,False
Frangieh,TGFB1,6,0.07547886767780339,0.019650964616677504,0.06853689533768345,0.04888593072100595,0.9841269841269841,0.9894179894179894,True,True,True
Frangieh,TIMM50,4,0.0621655649255941,0.004054406778114103,0.06293048255134881,0.0588760757732347,0.19047619047619047,0.5502645502645502,False,False,False
Frangieh,TIMP1,5,0.05878820270685784,0.002672323820734962,0.04911482099855526,0.0464424971778203,0.005291005291005291,0.3386243386243386,False,False,False
Frangieh,TIMP2,6,0.0606852525981478,0.0009717305204384174,0.05587771142955198,0.05490598090911356,0.0582010582010582,0.047619047619047616,False,False,False
Frangieh,TIMP3,3,0.06421178003858637,0.004787148669636966,0.0525570860190628,0.047769937349425834,0.455026455026455,0.6772486772486772,False,False,False
Frangieh,TM4SF1,7,0.06436960614844116,0.0019229999931917418,0.04953004500996535,0.04760704501677361,0.49206349206349204,0.14285714285714285,False,False,False
Frangieh,TOP1MT,3,0.06516587888312236,0.0046783840490096,0.05621634608881693,0.05153796203980734,0.7195767195767195,0.6613756613756614,False,False,False
Frangieh,TP53,5,0.06722127952775998,0.00539325090182532,0.05115934575078538,0.04576609484896006,0.9153439153439153,0.7566137566137566,True,False,False
Frangieh,TPP1,7,0.06571171551831376,0.006074713377743243,0.05087036227042046,0.04479564889267722,0.783068783068783,0.8359788359788359,False,True,False
Frangieh,TRIM22,3,0.06551381633482757,0.005224190060460233,0.05295983086651074,0.0477356408060505,0.7619047619047619,0.746031746031746,False,False,False
Frangieh,TSC22D3,5,0.06004956333173008,0.004664778422717282,0.04727533469366764,0.04261055627095036,0.026455026455026454,0.656084656084656,False,False,False
Frangieh,TTLL1,3,0.06455276369482976,0.005697522495518903,0.047122099781376804,0.041424577285857904,0.544973544973545,0.798941798941799,False,False,False
Frangieh,TXNDC17,3,0.06490856440271532,0.0027899353949546713,0.06422940024856164,0.06143946485360696,0.6878306878306878,0.3439153439153439,False,False,False
Frangieh,UBC,6,0.06087577022956122,0.0019355176137740477,0.06601939440185965,0.0640838767880856,0.07407407407407407,0.14814814814814814,False,False,False
Frangieh,UCN2,3,0.0687711601519353,0.008166430494539934,0.05971439870453507,0.05154796820999513,0.9523809523809523,0.9470899470899471,True,True,True
Frangieh,UQCRFS1,3,0.0674175429897024,0.004472123003395699,0.06894696761958351,0.0644748446161878,0.9312169312169312,0.6137566137566137,True,False,False
Frangieh,UQCRH,3,0.06673686288428243,0.003837649303082294,0.07536229620745649,0.0715246469043742,0.8941798941798942,0.4973544973544973,True,False,False
Frangieh,VAT1,4,0.0614980789874999,0.0022979187838147747,0.055852363430476976,0.0535544446466622,0.1111111111111111,0.24338624338624337,False,False,False
