panel_id,culture_condition,outcome,score_name,n_tasks,aurc_tie_average,aurc_best_legal_tie_order,aurc_worst_legal_tie_order
H02,Rest,pair_max_rmse,disagreement_pair_lower,160,0.10436527133388784,0.10436527133388784,0.10436527133388784
H02,Stim8hr,ensemble_rmse,fixed_safeconf,160,0.10115353537318651,0.10115353537318651,0.10115353537318651
H02,Stim8hr,ensemble_rmse,magnitude,160,0.099452197154009048,0.099449332422270539,0.099455061885747556
H02,Stim8hr,ensemble_rmse,disagreement_pair_lower,160,0.1011983101954862,0.1011983101954862,0.1011983101954862
H02,Stim8hr,pair_mean_rmse,fixed_safeconf,160,0.10242170606035217,0.10242170606035217,0.10242170606035217
H02,Stim8hr,pair_mean_rmse,magnitude,160,0.10070466036368057,0.10070171205524561,0.10070760867211555
H02,Stim8hr,pair_mean_rmse,disagreement_pair_lower,160,0.1024103998751727,0.1024103998751727,0.1024103998751727
H02,Stim8hr,pair_max_rmse,fixed_safeconf,160,0.10541196897425109,0.10541196897425109,0.10541196897425109
H02,Stim8hr,pair_max_rmse,magnitude,160,0.10362497861042981,0.10362249167563856,0.10362746554522109
H02,Stim8hr,pair_max_rmse,disagreement_pair_lower,160,0.10528889578776887,0.10528889578776887,0.10528889578776887
H02,Stim48hr,ensemble_rmse,fixed_safeconf,160,0.095836810009980317,0.095836810009980317,0.095836810009980317
H02,Stim48hr,ensemble_rmse,magnitude,160,0.092392194689719209,0.092392194689719209,0.092392194689719209
H02,Stim48hr,ensemble_rmse,disagreement_pair_lower,160,0.095478507619156883,0.095478507619156883,0.095478507619156883
H02,Stim48hr,pair_mean_rmse,fixed_safeconf,160,0.097209576924007599,0.097209576924007599,0.097209576924007599
H02,Stim48hr,pair_mean_rmse,magnitude,160,0.093761447016198138,0.093761447016198138,0.093761447016198138
H02,Stim48hr,pair_mean_rmse,disagreement_pair_lower,160,0.096779563072203451,0.096779563072203451,0.096779563072203451
H02,Stim48hr,pair_max_rmse,fixed_safeconf,160,0.099584542544750687,0.099584542544750687,0.099584542544750687
H02,Stim48hr,pair_max_rmse,magnitude,160,0.096180143633312204,0.096180143633312204,0.096180143633312204
H02,Stim48hr,pair_max_rmse,disagreement_pair_lower,160,0.09908764828153506,0.09908764828153506,0.09908764828153506
H03,Rest,ensemble_rmse,fixed_safeconf,160,0.13805221262056605,0.13805221262056605,0.13805221262056605
H03,Rest,ensemble_rmse,magnitude,160,0.13877246033516211,0.13877246033516211,0.13877246033516211
H03,Rest,ensemble_rmse,disagreement_pair_lower,160,0.13955143581876539,0.13955143581876539,0.13955143581876539
H03,Rest,pair_mean_rmse,fixed_safeconf,160,0.13855774076706029,0.13855774076706029,0.13855774076706029
H03,Rest,pair_mean_rmse,magnitude,160,0.13929213438566393,0.13929213438566393,0.13929213438566393
H03,Rest,pair_mean_rmse,disagreement_pair_lower,160,0.14003652053223395,0.14003652053223395,0.14003652053223395
H03,Rest,pair_max_rmse,fixed_safeconf,160,0.14015454705775826,0.14015454705775826,0.14015454705775826
H03,Rest,pair_max_rmse,magnitude,160,0.14080042440932042,0.14080042440932042,0.14080042440932042
H03,Rest,pair_max_rmse,disagreement_pair_lower,160,0.14151810492265626,0.14151810492265626,0.14151810492265626
H03,Stim8hr,ensemble_rmse,fixed_safeconf,160,0.1287505841372987,0.1287505841372987,0.1287505841372987
H03,Stim8hr,ensemble_rmse,magnitude,160,0.1293901766980779,0.1293901766980779,0.1293901766980779
H03,Stim8hr,ensemble_rmse,disagreement_pair_lower,160,0.13052759451254259,0.13052759451254259,0.13052759451254259
H03,Stim8hr,pair_mean_rmse,fixed_safeconf,160,0.12920557824178064,0.12920557824178064,0.12920557824178064
H03,Stim8hr,pair_mean_rmse,magnitude,160,0.1298558260554149,0.1298558260554149,0.1298558260554149
H03,Stim8hr,pair_mean_rmse,disagreement_pair_lower,160,0.13096002225781742,0.13096002225781742,0.13096002225781742
H03,Stim8hr,pair_max_rmse,fixed_safeconf,160,0.13142876903153983,0.13142876903153983,0.13142876903153983
H03,Stim8hr,pair_max_rmse,magnitude,160,0.13190115800032673,0.13190115800032673,0.13190115800032673
H03,Stim8hr,pair_max_rmse,disagreement_pair_lower,160,0.13316156169620819,0.13316156169620819,0.13316156169620819
H03,Stim48hr,ensemble_rmse,fixed_safeconf,160,0.1301336103162154,0.1301336103162154,0.1301336103162154
H03,Stim48hr,ensemble_rmse,magnitude,160,0.12784182072598377,0.12784182072598377,0.12784182072598377
H03,Stim48hr,ensemble_rmse,disagreement_pair_lower,160,0.13093100060398002,0.13093100060398002,0.13093100060398002
H03,Stim48hr,pair_mean_rmse,fixed_safeconf,160,0.13061771185197707,0.13061771185197707,0.13061771185197707
H03,Stim48hr,pair_mean_rmse,magnitude,160,0.12834240918497239,0.12834240918497239,0.12834240918497239
H03,Stim48hr,pair_mean_rmse,disagreement_pair_lower,160,0.13139196845662368,0.13139196845662368,0.13139196845662368
H03,Stim48hr,pair_max_rmse,fixed_safeconf,160,0.13243153433541341,0.13243153433541341,0.13243153433541341
H03,Stim48hr,pair_max_rmse,magnitude,160,0.13003323396062522,0.13003323396062522,0.13003323396062522
H03,Stim48hr,pair_max_rmse,disagreement_pair_lower,160,0.13318739676778299,0.13318739676778299,0.13318739676778299
H04,Rest,ensemble_rmse,fixed_safeconf,160,0.12126156681165721,0.12126156681165721,0.12126156681165721
H04,Rest,ensemble_rmse,magnitude,160,0.12328403038337758,0.12328403038337758,0.12328403038337758
H04,Rest,ensemble_rmse,disagreement_pair_lower,160,0.1234080539340128,0.1234080539340128,0.1234080539340128
H04,Rest,pair_mean_rmse,fixed_safeconf,160,0.12218002682416722,0.12218002682416722,0.12218002682416722
H04,Rest,pair_mean_rmse,magnitude,160,0.12415948772567596,0.12415948772567596,0.12415948772567596
H04,Rest,pair_mean_rmse,disagreement_pair_lower,160,0.12427888436925741,0.12427888436925741,0.12427888436925741
H04,Rest,pair_max_rmse,fixed_safeconf,160,0.12430983699367723,0.12430983699367723,0.12430983699367723
H04,Rest,pair_max_rmse,magnitude,160,0.12622756940475049,0.12622756940475049,0.12622756940475049
H04,Rest,pair_max_rmse,disagreement_pair_lower,160,0.12637579877346905,0.12637579877346905,0.12637579877346905
H04,Stim8hr,ensemble_rmse,fixed_safeconf,160,0.12435646677023698,0.12435646677023698,0.12435646677023698
H04,Stim8hr,ensemble_rmse,magnitude,160,0.1254261390555812,0.1254261390555812,0.1254261390555812
H04,Stim8hr,ensemble_rmse,disagreement_pair_lower,160,0.12516312445125735,0.12512565427003036,0.12520059463248434
H04,Stim8hr,pair_mean_rmse,fixed_safeconf,160,0.12513026090144735,0.12513026090144735,0.12513026090144735
H04,Stim8hr,pair_mean_rmse,magnitude,160,0.12616491925915177,0.12616491925915177,0.12616491925915177
H04,Stim8hr,pair_mean_rmse,disagreement_pair_lower,160,0.1258982965875409,0.12586095323222155,0.12593563994286022
H04,Stim8hr,pair_max_rmse,fixed_safeconf,160,0.12835232942685493,0.12835232942685493,0.12835232942685493
H04,Stim8hr,pair_max_rmse,magnitude,160,0.12930968243567545,0.12930968243567545,0.12930968243567545
H04,Stim8hr,pair_max_rmse,disagreement_pair_lower,160,0.12906183972954116,0.12902548421014076,0.12909819524894153
H04,Stim48hr,ensemble_rmse,fixed_safeconf,160,0.12238898512481738,0.12238898512481738,0.12238898512481738
H04,Stim48hr,ensemble_rmse,magnitude,160,0.12401754316372876,0.12401754316372876,0.12401754316372876
H04,Stim48hr,ensemble_rmse,disagreement_pair_lower,160,0.1236931293390615,0.1236931293390615,0.1236931293390615
H04,Stim48hr,pair_mean_rmse,fixed_safeconf,160,0.12319110824543097,0.12319110824543097,0.12319110824543097
H04,Stim48hr,pair_mean_rmse,magnitude,160,0.12478620444505188,0.12478620444505188,0.12478620444505188
H04,Stim48hr,pair_mean_rmse,disagreement_pair_lower,160,0.12446105823318787,0.12446105823318787,0.12446105823318787
H04,Stim48hr,pair_max_rmse,fixed_safeconf,160,0.12582182571381426,0.12582182571381426,0.12582182571381426
H04,Stim48hr,pair_max_rmse,magnitude,160,0.12740184835955246,0.12740184835955246,0.12740184835955246
H04,Stim48hr,pair_max_rmse,disagreement_pair_lower,160,0.1270343213943271,0.1270343213943271,0.1270343213943271
