condition,cell_type,treatment,family_disagreement,model_source_gap,source_delta_dispersion,negative_log_source_cells,support_context_deficit,predicted_magnitude,architecture_balanced_lower_bound,latent_family_disagreement,n_source_contexts,n_source_cells,safeconf,magnitude_percentile_rank,safeconf_percentile_rank,safeconf_m_4to1,task_id,latent_centroid_error,linear_error,no_change_error,registered_family_rms_error,registered_family_centroid_error,family_identity_residual,family_identity_tolerance,family_lower_tightness
MAFB,hap1,IFNG,0.0090058476509275,0.1693682436943345,0.0419639943791028,-3.49650756146648,27.0,0.1651259687920893,0.202705544909246,0.0090058476509275,2,32,-0.0292665593451349,0.3809523809523809,0.4285714285714285,0.3904761904761905,MAFB|hap1|IFNG,0.16710002990051964,0.4283124751250132,0.02107556664534493,0.3251577322103699,0.25424006924867393,6.766574106586987e-11,1.0572755081619064e-11,0.6234068109999612
MAFB,ht29,IFNG,0.0090057053552347,0.1418226672601168,0.0419639943791028,-3.49650756146648,27.0,0.1360628756896469,0.1974321523031363,0.0090057053552347,2,32,-0.1455016532671313,0.238095238095238,0.3333333333333333,0.2571428571428571,MAFB|ht29|IFNG,0.13327403636825988,0.43181581640667327,0.016318673732545946,0.31961537103039594,0.25134544096057376,-5.581643480745413e-11,1.021539854547141e-11,0.6177179516324333
MAFB,k562,IFNG,0.009005846184455,0.1818960050133974,0.0419639943791028,-3.49650756146648,27.0,0.1778291740398118,0.2022571706404388,0.009005846184455,2,32,-0.1487566616674124,0.2857142857142857,0.2857142857142857,0.2857142857142857,MAFB|k562|IFNG,0.17654284278644575,0.43240927538283136,0.01801642701536963,0.33032276794199567,0.2611611912647368,1.2256951009703698e-10,1.0911313102086152e-11,0.6123016342487023
MAFB,mcf7,IFNG,0.0090056248730764,0.1786681179054075,0.0419639943791028,-3.49650756146648,27.0,0.1748028330292388,0.2037764404446471,0.0090056248730764,2,32,-0.4017586181995794,0.2857142857142857,0.238095238095238,0.2761904761904762,MAFB|mcf7|IFNG,0.17112889048515806,0.4299283655425535,0.022415041939825724,0.3272648758545036,0.2560809663456111,-3.6729189134554474e-11,1.0710229900479283e-11,0.6226651727062903
MAFF,hap1,IFNG,0.0090058881115271,0.1680056203810111,0.0437206652328994,-3.49650756146648,27.0,0.1651254028184199,0.2032050596448937,0.0090058881115271,2,32,0.0194525329587095,0.0476190476190476,0.5238095238095238,0.1428571428571428,MAFF|hap1|IFNG,0.16497850571546238,0.42906132583215084,0.021901758222872988,0.325109700480951,0.2537794731485908,8.995253847343676e-11,1.0569631734681367e-11,0.625035362969122
MAFF,ht29,IFNG,0.0090059565178832,0.1386470927512563,0.0437206652328994,-3.49650756146648,27.0,0.1360632630916732,0.1978552861696865,0.0090059565178832,2,32,0.3143334552213918,0.7142857142857143,0.8095238095238095,0.7333333333333333,MAFF|ht29|IFNG,0.1335285407266224,0.4324731185947805,0.016927715051984815,0.3201124620726896,0.25164513534596117,-3.4336519738609184e-11,1.0247198840857567e-11,0.6180805485940704
MAFF,k562,IFNG,0.009006088112947,0.1807021625984493,0.0437206652328994,-3.49650756146648,27.0,0.1778294368704309,0.2027124260509945,0.009006088112947,2,32,0.2626613889909451,0.5238095238095238,0.7142857142857143,0.5619047619047619,MAFF|k562|IFNG,0.1755313583903122,0.43317428497726695,0.017526469959883523,0.33055432879256996,0.2611012000372938,-5.288838811345897e-11,1.0926616433639485e-11,0.6132499513512678
MAFF,mcf7,IFNG,0.0090058959208775,0.182236771086546,0.0437206652328994,-3.49650756146648,27.0,0.1748026742987178,0.2041841186024906,0.0090058959208775,2,32,0.3854726656994954,0.1428571428571428,0.8095238095238095,0.2761904761904762,MAFF|mcf7|IFNG,0.17013450398741556,0.43054718432646333,0.019577470254283684,0.32741238029419967,0.25594474483298146,7.281766856159777e-11,1.0719886676991363e-11,0.6236298041601815
MAP3K7,hap1,TGFB,0.0090065774359847,0.1688816039242576,0.0512491656060632,-4.859812404361672,21.0,0.165075766866441,0.2005854635380728,0.0090065774359847,8,128,-0.0004752531377648,0.2631578947368421,0.4210526315789473,0.2947368421052631,MAP3K7|hap1|TGFB,0.16507133856650014,0.42359742743775,0.01992491463109597,0.3215310605409113,0.25129205084187656,-1.0653667531501654e-10,1.0338222299909982e-11,0.6238447483133611
MAP3K7,ht29,TGFB,0.0090066944529841,0.134188016295908,0.0512491656060632,-4.859812404361672,21.0,0.1325898128602187,0.1950578005415855,0.0090066944529841,8,128,-0.1065353395572644,1.0,0.3157894736842105,0.8631578947368421,MAP3K7|ht29|TGFB,0.1319652089952994,0.42669845389133165,0.017525978214785767,0.3158856656160543,0.24846772055149377,3.3521484199550144e-11,9.978375374169767e-12,0.6174949412825529
MAP3K7,k562,TGFB,0.0090063622916914,0.170557810521175,0.0512491656060632,-4.859812404361672,21.0,0.166887996136214,0.1987798726103855,0.0090063622916914,8,128,-0.1363388573879266,0.0526315789473684,0.2631578947368421,0.0947368421052631,MAP3K7|k562|TGFB,0.16850062688488984,0.4285051284250598,0.02107096292268582,0.32564568238263736,0.25793734247043665,5.874110919901199e-11,1.0604511045445354e-11,0.6104176513441899
MAP3K7,mcf7,TGFB,0.0090063246547078,0.1719071421967312,0.0512491656060632,-4.859812404361672,21.0,0.1702492812139078,0.2009646129617356,0.0090063246547078,8,128,-0.194090954999295,1.0,0.3157894736842105,0.8631578947368421,MAP3K7|mcf7|TGFB,0.1750294896963707,0.4261885510590392,0.022020690521333548,0.32584744682209893,0.25649519086342404,1.556040019057292e-12,1.0617655860048059e-11,0.6167444763544677
MAPK1,hap1,TGFB,0.0090065745913883,0.170362837964376,0.0516679156997056,-4.174387269895637,25.0,0.165075805768155,0.2015688019538706,0.0090065745913883,4,64,0.4808537464519007,0.4210526315789473,0.8947368421052632,0.5157894736842106,MAPK1|hap1|TGFB,0.16482144127817497,0.4257886614184914,0.02085510942852022,0.322911141092589,0.25227291398551427,-1.01434763366548e-11,1.042716050518614e-11,0.6242237454918732
MAPK1,ht29,TGFB,0.0090067834946286,0.1359754894700677,0.0516679156997056,-4.174387269895637,25.0,0.1325893573779287,0.1961083329030261,0.0090067834946286,4,64,0.5352565535618894,0.3157894736842105,0.9473684210526316,0.4421052631578947,MAPK1|ht29|TGFB,0.13122855458000005,0.4290052145884725,0.0254446149408089,0.3172912934750783,0.24942992346010232,-3.622837446703997e-11,1.0067376495131664e-11,0.6180703250794668
MAPK1,k562,TGFB,0.0090065512760507,0.1725563008041931,0.0516679156997056,-4.174387269895637,25.0,0.1668885460705357,0.1996021718155807,0.0090065512760507,4,64,0.7084134956000272,0.5789473684210527,1.0,0.6631578947368421,MAPK1|k562|TGFB,0.1677486633571248,0.43164183197781875,0.03155254298720448,0.3275174828441664,0.2596664681828873,-1.2349223726948466e-10,1.0726770169207106e-11,0.6094397467952939
MAPK1,mcf7,TGFB,0.0090064856650755,0.1740747023740593,0.0516679156997056,-4.174387269895637,25.0,0.1702480512870322,0.2019394677184125,0.0090064856650755,4,64,0.6637301120656324,0.5263157894736842,1.0,0.6210526315789474,MAPK1|mcf7|TGFB,0.18131335304354967,0.42807170368580705,0.03214343670435977,0.3287864293674539,0.25946284397521524,1.1009708422715647e-10,1.0810051613619976e-11,0.6141964803928196
MAPK14,hap1,TGFB,0.0090065070900364,0.1652306412493021,0.0535224606926608,-5.41610040220442,15.0,0.1650759759358261,0.2001687510401458,0.0090065070900364,14,224,-0.875252714711357,0.631578947368421,0.1052631578947368,0.5263157894736842,MAPK14|hap1|TGFB,0.16305663233591722,0.4225751863256348,0.02084770819801541,0.32034229397383535,0.2501032917077043,-1.0758175600367181e-10,1.026191854160009e-11,0.6248589549542747
MAPK14,ht29,TGFB,0.0090065100007044,0.1313786814071869,0.0535224606926608,-5.41610040220442,15.0,0.1325893645614882,0.1946699468453719,0.0090065100007044,14,224,-0.9649823911518028,0.3684210526315789,0.0526315789473684,0.3052631578947368,MAPK14|ht29|TGFB,0.13015746621498436,0.42542257112414605,0.019479646032342524,0.31464777709033376,0.24719796804368924,1.8179631411374686e-11,9.900322362788837e-12,0.6186916324200923
MAPK14,k562,TGFB,0.0090061113648605,0.1649748849657407,0.0535224606926608,-5.41610040220442,15.0,0.1668884199080846,0.1982764670018208,0.0090061113648605,14,224,-1.350594433184144,0.3684210526315789,0.0526315789473684,0.3052631578947368,MAPK14|k562|TGFB,0.16700780499919876,0.42823231733027634,0.028560907707369756,0.32508124721262005,0.2576126158889897,5.742029768329715e-11,1.056778172893126e-11,0.609928959919788
MAPK14,mcf7,TGFB,0.009006227690543,0.1701675553915414,0.0535224606926608,-5.41610040220442,15.0,0.170248987140598,0.2005169383344266,0.009006227690543,14,224,-0.8580751351850647,0.9473684210526316,0.1578947368421052,0.7894736842105263,MAPK14|mcf7|TGFB,0.17490961568410351,0.42470177197743253,0.020578293477373374,0.32484310129410615,0.25556994744996153,-1.4021543648379264e-10,1.0552304059858835e-11,0.6172731929217816
MTOR,hap1,INS,0.0090061156367718,0.1600649310595384,0.0549572139563178,-4.859812404361672,21.0,0.1606197480094222,0.1994759318841109,0.0090061156367718,8,128,-0.7323148234458339,0.3125,0.125,0.275,MTOR|hap1|INS,0.15976964548489322,0.4240042256034087,0.02567129621786692,0.32045829140995685,0.2508044437003784,1.524980836054013e-10,1.0269351653338883e-11,0.6224708089357088
MTOR,ht29,INS,0.009005870396069,0.1306438728157499,0.0549572139563178,-4.859812404361672,21.0,0.1291024172706,0.194127634851375,0.009005870396069,8,128,-0.8400606174889343,0.4375,0.125,0.375,MTOR|ht29|INS,0.13050506578130433,0.4258188296002088,0.018932904672250735,0.3149875819284508,0.24805571586104863,-1.5193624136600192e-11,9.92171767843261e-12,0.6163025020315596
MTOR,k562,INS,0.0090059390613689,0.1663494425231462,0.0549572139563178,-4.859812404361672,21.0,0.1650564788013517,0.1985225233105556,0.0090059390613689,8,128,-0.7704227369471073,0.5,0.125,0.425,MTOR|k562|INS,0.1663620867241984,0.4297790588083068,0.03139981932933799,0.3259351854493166,0.2585005857649232,1.1481898765097753e-11,1.0623374511388042e-11,0.6090858924509277
MTOR,mcf7,INS,0.0090060629576829,0.185325150317747,0.0549572139563178,-4.859812404361672,21.0,0.1829265738880193,0.2029790842200201,0.0090060629576829,8,128,-0.4378139774441102,0.5625,0.125,0.475,MTOR|mcf7|INS,0.1818500869053643,0.42549084131028647,0.021615810286446893,0.32725603074383647,0.2567021639307316,6.069261065944076e-11,1.0709650965821084e-11,0.6202455116217689
MYC,hap1,TGFB,0.0090065525022845,0.1629934994148788,0.051684270800512,-5.54907608489522,13.0,0.1650761256804492,0.1999395645836977,0.0090065525022845,16,256,-1.1284877057909308,0.7894736842105263,0.0526315789473684,0.6421052631578947,MYC|hap1|TGFB,0.16491649530380892,0.42172980528535736,0.020515641454444854,0.32026129728496155,0.25018287109807885,6.184995571256735e-11,1.0256729853864652e-11,0.6243013635387726
MYC,ht29,TGFB,0.0090065951785761,0.1334625390351455,0.051684270800512,-5.54907608489522,13.0,0.1325895914554386,0.1943180197238367,0.0090065951785761,16,256,-0.8297432064651545,0.7368421052631579,0.1052631578947368,0.6105263157894737,MYC|ht29|TGFB,0.1320707335229295,0.42447730086527646,0.017077829828392486,0.3144079963676702,0.2471697706233411,-1.1945553574088663e-10,9.885238829938845e-12,0.6180441399989086
MYC,k562,TGFB,0.0090063204802897,0.1661918000988048,0.051684270800512,-5.54907608489522,13.0,0.1668886221050204,0.1979113384569624,0.0090063204802897,16,256,-1.0552198056120674,0.6842105263157895,0.1052631578947368,0.5684210526315789,MYC|k562|TGFB,0.16799917991659702,0.42656734031094,0.02057342725892697,0.3242410631622652,0.2568333489886521,-1.9570595144458025e-12,1.0513226704255312e-11,0.6103833256860451
MYC,mcf7,TGFB,0.0090062456628243,0.1705707362063041,0.051684270800512,-5.54907608489522,13.0,0.1702480322792206,0.200303408021512,0.0090062456628243,16,256,-0.955482850993696,0.4736842105263157,0.0526315789473684,0.3894736842105263,MYC|mcf7|TGFB,0.17682729018833143,0.42433860353195474,0.022187801779653897,0.32512478640034276,0.2560950435889465,1.1601173494080186e-10,1.0570612673186852e-11,0.6160816289622049
NFKB1,hap1,IFNG,0.0090058236847392,0.1658307837775553,0.0521860523010108,-5.771441123130016,9.0,0.165125431416009,0.1991455611201624,0.0090058236847392,20,320,-1.3419748000452092,0.0952380952380952,0.0476190476190476,0.0857142857142857,NFKB1|hap1|IFNG,0.16745882424669384,0.4203709003301859,0.025430597362993534,0.32002754297305164,0.25051681319321034,5.502220901121291e-11,1.024176282613684e-11,0.622276318063448
NFKB1,ht29,IFNG,0.0090055792530422,0.1361067018460816,0.0521860523010108,-5.771441123130016,9.0,0.1360627029269392,0.1937629570031843,0.0090055792530422,20,320,-1.7489702263905886,0.0952380952380952,0.0476190476190476,0.0857142857142857,NFKB1|ht29|IFNG,0.13178833591627284,0.4247221670950222,0.01993607723840797,0.31451405784412495,0.2477398011455702,3.3130373444656414e-12,9.891909258157758e-12,0.6160708946727412
NFKB1,k562,IFNG,0.0090058351756508,0.1789391926130289,0.0521860523010108,-5.771441123130016,9.0,0.1778290894822021,0.198932163884886,0.0090058351756508,20,320,-1.424802959195223,0.1904761904761904,0.0476190476190476,0.1619047619047619,NFKB1|k562|IFNG,0.17613737695996773,0.4247927535979665,0.020763379896345604,0.32523404199044986,0.2572997790082268,-3.615980431748156e-11,1.0577718210560552e-11,0.6116584926578118
NFKB1,mcf7,IFNG,0.0090059356372333,0.1757967595568655,0.0521860523010108,-5.771441123130016,9.0,0.1748026363627703,0.2003065376862421,0.0090059356372333,20,320,-1.103476478546322,0.0952380952380952,0.0476190476190476,0.0857142857142857,NFKB1|mcf7|IFNG,0.16960822512250442,0.423222232484832,0.019186728524473194,0.32246326533060576,0.25270506214068683,1.6298330740571743e-11,1.0398255748767666e-11,0.6211762988905966
NRAS,hap1,TGFB,0.0090065442885421,0.1696049580181149,0.0426159392538415,-3.49650756146648,27.0,0.1650757799569148,0.2038318807547261,0.0090065442885421,2,32,0.2696681587728439,0.3157894736842105,0.6842105263157895,0.3894736842105263,NRAS|hap1|TGFB,0.16477416547118492,0.4307598377078273,0.024234446453591636,0.3261791541690092,0.2546476094870647,-1.5075232728811727e-11,1.0639284062948553e-11,0.6249077482404378
NRAS,ht29,TGFB,0.0090065821889257,0.1399453919402093,0.0426159392538415,-3.49650756146648,27.0,0.1325892676961505,0.19848422157442,0.0090065821889257,2,32,0.3605365101344586,0.2105263157894736,0.8421052631578947,0.3368421052631579,NRAS|ht29|TGFB,0.13096531260460115,0.43326144011225476,0.019936798665959033,0.32011600015970126,0.25115387196319766,-5.786392198725565e-11,1.0247425361610978e-11,0.620038428180407
NRAS,k562,TGFB,0.009006319870287,0.1727188107137044,0.0426159392538415,-3.49650756146648,27.0,0.1668883782737759,0.2018064367636266,0.009006319870287,2,32,0.2715034728833079,0.3157894736842105,0.5263157894736842,0.3578947368421052,NRAS|k562|TGFB,0.16918763183999783,0.43549331735519925,0.02569045952480384,0.3304239685814793,0.2616374611421369,2.09996256494982e-11,1.0917999901313445e-11,0.6107499938033797
NRAS,mcf7,TGFB,0.0090060434854734,0.1738723614218791,0.0426159392538415,-3.49650756146648,27.0,0.1702478194349317,0.2042839322357615,0.0090060434854734,2,32,-0.1213407106078058,0.3157894736842105,0.4210526315789473,0.3368421052631579,NRAS|mcf7|TGFB,0.17701603164021182,0.43256430740257373,0.03100217728787476,0.3305508011755372,0.2598690193254497,-1.7086623782525123e-11,1.0926383217487615e-11,0.6180107006525681
