draw,attempt,delta_macro_spearman,delta_utility_20
60,60,0.02277354067194899,-1.1390442808436545
61,61,0.025624360192181186,-1.0405933715170201
62,62,0.020303658942641068,-0.935825310537397
63,63,-0.014785215181921968,-0.7563378957571504
64,64,-0.003346643025244917,-1.1518497570580337
65,65,-0.011463373633700279,-0.8267254439382621
66,66,-0.02321041228314466,-0.9859554588148538
67,67,-0.021670407054949346,-1.1134956136088312
68,68,-0.011754927459676462,-0.9733244590795465
69,69,0.012178391638457117,-1.0271071517832684
70,70,0.020531314574669834,-0.9379168848135814
71,71,-0.006536820648981631,-1.0297045505140683
72,72,-0.02290273308190871,-1.1383738148330644
73,73,0.0023229884613280294,-0.8636155136078848
74,74,-0.03414145531895048,-1.0781006142317733
75,75,-0.002110511029253935,-1.0608586228648615
76,76,0.03336697650245292,-1.09222702324067
77,77,0.012750457686263754,-1.168387592962551
78,78,0.004048282910643795,-1.0465036106918233
79,79,-0.010314230933801218,-0.9338336584257737
80,80,-0.0224041181032449,-1.1081249431623224
81,81,-0.0179678643358564,-1.0937371876498743
82,82,-0.010746953277374877,-0.9227959603971817
83,83,-0.0031850565774421517,-1.070832846796674
84,84,-0.07344383307628646,-0.7833679377738922
85,85,-0.04313964172280689,-0.7676198962866927
86,86,-0.0320008113638534,-0.9831649891457098
87,87,-0.008476041618852674,-1.0373590727781243
88,88,-0.06828499964903566,-0.8985126238590124
89,89,0.0011314149797320306,-1.062887556977355
90,90,0.007057663534787994,-0.9858732072451751
91,91,-0.013892764325839246,-0.9258036175758358
92,92,-0.012657210963338633,-0.9576609048922979
93,93,0.005787044841472518,-1.143366671820492
94,94,0.022278692028321972,-1.0606344376661911
95,95,-0.00720345747453237,-0.8541566779375612
96,96,-0.01804264745938414,-0.9908659820391111
97,97,0.02202684741689867,-0.8284928425087682
98,98,0.016607597206566065,-1.1220436272645387
99,99,-0.0014114282617124357,-1.1560491984892025
100,100,0.01155030123866271,-1.0084598065715313
101,101,-0.018006546277920598,-0.9595257182542525
102,102,-0.0002020106528485971,-1.0482771970744518
103,103,0.027415114452268467,-0.8357200825337712
104,104,-0.002102473970960264,-0.9004383404983363
105,105,0.013861625722236794,-0.7963654264674598
106,106,0.005851400616893973,-1.0817027669678796
107,107,0.019126766170053558,-1.1590949507039847
108,108,0.020373489310798597,-0.9600301650909214
109,109,-0.04448747028823087,-0.9147069853443237
110,110,0.009299814517916068,-0.8816546092380275
111,111,-0.0062550298311246436,-1.2713743750908009
112,112,-0.02291315643122696,-1.0164722276892564
113,113,0.04001080965896652,-0.8195574214950705
114,114,-0.011258286928693906,-0.9707445782109184
115,115,0.010379587382532265,-1.0481364434592801
116,116,0.03298960616569746,-1.0255023564407038
117,117,-0.020190659283497475,-0.9203933324577365
118,118,-0.027086571520808927,-0.8427787034209498
119,119,0.007033637580207253,-1.0587852035560332
120,120,-0.047496777683725205,-0.8928077279381049
121,121,-0.02401980622209133,-0.9163407530508509
122,122,0.020134204520622215,-1.1036927953748779
123,123,0.009241124979551804,-1.128173282165355
124,124,-0.002180154737190642,-1.0360719348089855
125,125,-0.019217217664050962,-1.0187295030142982
126,126,0.010153437920946327,-1.0427856683383827
127,127,-0.0007570830490018499,-0.9734149365371968
128,128,-0.023809510989072857,-0.8945117402208346
129,129,-0.04413063254658217,-1.2031302974846965
130,130,-0.005179355141809713,-0.8435695355091019
131,131,0.0009478730697026344,-1.1406256708734863
132,132,-0.025106576784309408,-0.6605188508478822
133,133,0.02995209104858787,-0.9902551130935938
134,134,0.026210727952584438,-0.6210272786224748
135,135,-0.046852475508439725,-0.8669221602604398
136,136,-0.04842948253213945,-1.0171248425662545
137,137,-0.01875461069081397,-0.6996778409433065
138,138,-0.003962663537369071,-1.0374748586012494
139,139,-0.00867516493884796,-1.0373384156898153
140,140,0.03509552965053121,-1.094170725100796
141,141,0.018263595789177856,-1.038670517304113
142,142,0.025992708586223476,-1.1282553749644322
143,143,0.011976264274977354,-0.9209249420458088
144,144,-0.03752728137939666,-1.1921471715914476
145,145,-5.083789383264481e-05,-0.9959103248218065
146,146,-0.004558043003413673,-0.9497453214090439
147,147,0.011032054542524962,-1.171934727439952
148,148,0.007564006013262528,-0.7987746048765069
149,149,0.008427388047291165,-0.9641914597271164
150,150,-0.007315712523127016,-1.0698509875576392
151,151,0.009903000826102293,-0.8178386057765911
152,152,0.006709606294371104,-1.0055726495182509
153,153,0.03504052124027101,-1.0818965147738053
154,154,0.018429631488157648,-1.0027640172146666
155,155,0.021910435400461066,-1.0226701073879882
156,156,0.010875553842181071,-0.8642546883080537
157,157,0.020572631926357908,-1.0191524399783747
158,158,-0.03421277688642325,-0.8667915780795756
159,159,0.008627619097953343,-1.051674980127523
160,160,0.0066694543597901074,-0.8862911794592858
161,161,0.010567639471242736,-1.0784407044660946
162,162,0.01650042742836797,-1.2415370158462025
163,163,0.027919845694863228,-0.7990800672634099
164,164,0.02278156585645041,-0.9518301500754307
165,165,0.05851771554909343,-0.8866538174416291
166,166,-0.0009129705658537657,-0.8923411438997214
167,167,-0.02423262112371822,-1.089154142540298
168,168,0.004671416719652904,-1.0226915534677588
169,169,-0.012441471043693267,-1.037600945244939
170,170,-0.02026654672059139,-0.8910653318164784
171,171,0.03646375691309374,-1.0421355524908504
172,172,0.007922324983357043,-0.9705719859382456
173,173,0.011000626964969347,-0.7401402343801395
174,174,0.00369539586164366,-1.09236214318817
175,175,0.008215043099918908,-0.9258319014724068
176,176,0.011307952702701678,-0.9819418540407092
177,177,-0.001278276919277196,-0.9498004051101118
178,178,-0.008946663247554665,-1.0257357489531707
179,179,-0.00029824991231407194,-0.9717312420495648
180,180,-0.006056029117478975,-0.7625155925317133
181,181,-0.011218571150538238,-1.0851156187429556
182,182,-0.0070129211215082116,-0.9687215377171406
183,183,0.03307429343729564,-0.9256241354163408
184,184,0.0240021750772159,-1.0960938051040217
185,185,-0.008791640377757173,-0.9684918436610443
186,186,-0.006908992380937673,-1.0394982238405372
187,187,0.024410074492462103,-0.8631036419833178
188,188,-0.02493464101251476,-1.197014194789405
189,189,0.0338407594724202,-0.8970999516333895
190,190,-0.013914846820857404,-0.8185835423359207
191,191,0.0017728802510537517,-0.9908669986202204
192,192,0.014690065033924796,-1.1091774952295976
193,193,-0.009735579071188237,-1.0710982586561506
194,194,0.005941926501461109,-1.0077114753267025
195,195,-0.027904380221528743,-1.177037617677905
196,196,0.007228260884317401,-1.0838708920655808
197,197,0.013002051480977881,-0.8543184849680748
198,198,-0.018911835781716263,-0.8813892358840912
199,199,0.023373149658629765,-0.9887953928204706
200,200,-0.029654257812827656,-1.1586865169941245
201,201,0.026887510524426242,-0.9309170614920063
202,202,0.03774960025915529,-1.018195438970108
203,203,-0.009252746672371255,-0.9007201132856373
204,204,0.018054825926515333,-1.2039700579503334
205,205,0.010611827234613444,-0.7975889679397647
206,206,0.006417699029962615,-1.1437728632199444
207,207,-0.0040200134616032515,-0.9363343889623911
208,208,0.021861875346464665,-0.9760873706004741
209,209,-0.0010799469012601898,-1.0826337862257092
210,210,0.009905568736219728,-0.7692572967612111
211,211,0.0013650807843947187,-0.9277534716834733
212,212,0.03820252057389918,-0.876072268561247
213,213,-0.008555866365890893,-0.9276513988395941
214,214,-0.047173712624151966,-0.8231597254974884
215,215,0.007593551018181641,-1.0900107177060023
216,216,-0.014875500361874718,-0.8395323420325479
217,217,-0.002994178424611518,-1.0188754094181738
218,218,-0.0029562599767787587,-0.8565781357686972
219,219,-0.015014173083203089,-0.8162886446699054
220,220,-0.028176743378793,-1.0418849372658296
221,221,0.01293541830038501,-0.8103550866182795
222,222,7.123458389773907e-05,-1.108588297412898
223,223,0.00697256050359071,-0.7998554215351527
224,224,0.0025095176344746423,-0.807471281952048
225,225,0.01194553928081682,-1.002248735104418
226,226,-0.017269259501764805,-1.0552562551533236
227,227,0.02186530491263796,-0.9646188318327222
228,228,0.024224394683378482,-1.0310680150880127
229,229,-0.02063891463262666,-0.8047652832467653
230,230,-0.004313423389208926,-1.0217252167073947
231,231,0.023097071470303453,-1.1426936646066144
232,232,0.005858661429920989,-1.2888870555518386
233,233,0.0014194662865793795,-1.071955044641497
234,234,-0.0029671831388241865,-0.8969990235065985
235,235,0.0240530478496159,-0.8323348194344524
236,236,0.024640368452314116,-1.1370516300644746
237,237,0.005450891380744172,-0.7644051040627707
238,238,-0.0020799243216743646,-0.8247498405211278
239,239,0.006311036097562568,-1.1386657645593
240,240,0.038393684423288665,-1.0656714951264843
241,241,0.00017441981175705945,-1.078342673850863
242,242,0.008439536464530318,-0.9791238637339476
243,243,0.00594085638369353,-0.852034357437246
244,244,0.0019355699273250968,-0.9786047966606054
245,245,0.02190027008928342,-1.130788960163299
246,246,0.005217802255965298,-0.9146900830021203
247,247,-0.004064715759803383,-1.0001196219184476
248,248,-0.0024258556609733604,-0.8267714564749704
249,249,0.026816874116396446,-0.9782869568661049
250,250,0.02406780997892033,-1.1213510311761323
251,251,0.04374771842167042,-0.888031529248732
252,252,-0.04553390121988623,-0.909909077169989
253,253,0.03747877529247441,-0.9763783718193605
254,254,0.02484652144627355,-0.9804017091051626
255,255,0.0441858570799401,-1.0162548277957149
256,256,0.052500330501391634,-0.9534884129663224
257,257,0.0013164745308691405,-0.8356245929949337
258,258,0.02164470411004421,-0.9629041001111897
259,259,-0.0035144977741450867,-1.0079754985671001
260,260,-0.04800487380495906,-0.8992462695180247
261,261,-0.06006432855526721,-0.9710094119235239
262,262,-0.0005676300774659915,-0.9361780151639405
263,263,0.008948579001373497,-0.885571196978809
264,264,-0.001032475773191311,-0.8299671064096371
265,265,-0.02141417255715914,-0.9888245110421
266,266,0.024132499565212316,-0.9022151685455003
267,267,0.00888507870228572,-0.8215421884227857
268,268,0.04361697748178432,-0.9015868121533008
269,269,0.001790284792798818,-1.1936030754308102
270,270,-0.026238919274751332,-0.8291248430387098
271,271,-0.008330723790597627,-1.086149703857858
272,272,0.018071534412529164,-0.9228500809148251
273,273,-0.015893149144890588,-0.8098634776804496
274,274,-0.02897799392881308,-1.1492025391802176
275,275,-0.017251323833285967,-0.9878473591063133
276,276,-0.01786914660711865,-0.9828968291768858
277,277,-0.014737710540333071,-0.9438118668211607
278,278,-0.004516414968733465,-1.3497927051549077
279,279,0.004471160827811599,-1.085198078782382
280,280,-0.03338716900117838,-0.9225187002869559
281,281,0.019279280069501924,-0.9793462022711156
282,282,-0.008339184774184133,-0.9756453585962184
283,283,-0.0025703532442960227,-1.1672031302846415
284,284,-0.004146995889794896,-0.8639547948088745
285,285,-0.019907355746022613,-0.9567615121607397
286,286,-0.021414965458250904,-0.9240515885646787
287,287,-0.016956579873207193,-0.9570587550280345
288,288,0.006718195607945818,-1.3049757864617306
289,289,0.008252436063306098,-0.9237470146299199
290,290,0.006418747149482783,-1.1137727276647003
291,291,0.011980554171721364,-0.7512219509568091
292,292,0.04226349927910732,-0.8989014256253249
293,293,-0.01881712326395938,-1.0102600374567765
294,294,0.014331521289701324,-0.9270462457054217
295,295,-0.019139551311718545,-0.9435840106906197
296,296,0.01939275303068208,-0.9299714322633555
297,297,-0.008967530703879817,-0.9734500495258666
298,298,0.040489611415612886,-1.0643266192918994
299,299,0.037339125293518904,-0.932635529230459
300,300,-0.00980535581198351,-1.2380063207342478
301,301,0.011223238927490345,-1.0649469584931068
302,302,-0.024105812317604836,-1.114374057278586
303,303,-0.016202265075592116,-0.9158713040530385
304,304,-0.06402311944669767,-0.9416291527729268
305,305,-0.018375943018666446,-1.0118263573387871
306,306,0.010169159004374956,-1.1170724052649923
307,307,-0.0045223410305106,-1.0489167633453804
308,308,0.003619858192695098,-0.9300932456839984
309,309,-0.014279416152658417,-0.7495333189238144
310,310,-0.025682395449396454,-0.8927009474963172
311,311,-0.028724273083373567,-0.7715956527052499
312,312,-0.032512312627691387,-0.9234789063055399
313,313,0.013435258681075715,-0.9191275836501313
314,314,0.022864109312494506,-1.1946852610885825
315,315,0.007285331118747157,-1.1371363958891
316,316,-0.021374916564566734,-0.9175827036083628
317,317,-0.00798324554174188,-0.9800115770205919
318,318,-0.008079458337537794,-1.1763404481835933
319,319,0.046223988537187524,-1.0916379761127462
320,320,-0.009627133594145708,-0.8688921497213528
321,321,-0.01751505174833676,-0.8759589293438638
322,322,-0.057287906137994386,-0.9662550196897554
323,323,0.02718205032908724,-1.0995916160743704
324,324,-0.04518122459910715,-0.95688369489937
325,325,0.0014168848473508893,-0.9250846122862528
326,326,-0.030498191189377022,-0.8905410374454061
327,327,0.015685451750577818,-1.0698291276437832
328,328,0.0017628031414507125,-0.8758610673233019
329,329,-0.008596979683047817,-1.0818314523810064
330,330,-0.03327049026306844,-0.9479891584130944
331,331,-0.044818136389973715,-0.7492916198123196
332,332,-0.001325349625067515,-1.0000147681198828
333,333,-0.008438214001691719,-0.8579458927739707
334,334,-0.04743596682509928,-0.6482602676003695
335,335,0.012021836895353327,-0.8766402226310819
336,336,0.016168005700009806,-0.8528552072847794
337,337,0.005469835226103517,-0.8408872007932524
338,338,-0.015101122573137657,-0.9557029880462959
339,339,-0.051811279418088725,-0.8760003097700783
340,340,-0.03284815190371905,-0.6912492330591528
341,341,-0.018256356295070553,-1.0080254576370244
342,342,0.009826587303939094,-1.1491298494703646
343,343,0.035661929434876574,-0.8334325787364998
344,344,-0.018132127183118935,-1.1969158491803285
345,345,-2.1778683367487672e-05,-0.9608097768774587
346,346,-0.010615438016794973,-1.0967471945116816
347,347,-0.005705909912470969,-0.9171435127473365
348,348,-0.006943012467702644,-1.0481071241491604
349,349,0.022140921206322328,-1.0915801647838557
350,350,0.022467028443074973,-0.9196956099026966
351,351,-0.03386939987899774,-0.8821267574440812
352,352,-0.0025931935222644475,-1.0210191798776593
353,353,0.0027055705248338405,-0.8685287056806172
354,354,0.009777565322316759,-0.9872578032021166
355,355,-0.027596751237776468,-1.1879969255578406
356,356,0.01248887104755761,-1.1732734268933211
357,357,0.005948487865206006,-1.092324473274235
358,358,-0.025827040487052394,-1.1304841947183417
359,359,0.013926388698092571,-1.1010353450026313
360,360,-0.01136077517916722,-0.9159509449567054
361,361,-0.015356660104695493,-1.0504269581056653
362,362,-0.046509883626930745,-1.032406261191267
363,363,0.058667778854846794,-1.1052179069732162
364,364,0.006449681582572159,-0.8968236691633369
365,365,-0.007385822185928911,-0.869754653710806
366,366,0.002661424991213573,-1.1317499637245698
367,367,-0.019901724413443317,-0.8326823754415199
368,368,-0.016604723152691223,-0.8795290441694917
369,369,0.00684561952064656,-1.2322229270357732
370,370,0.005143705129011184,-1.1423632670528243
371,371,-0.05489215965215402,-1.0024176563964955
372,372,-0.0010179674296778018,-0.8242058227151547
373,373,0.023504285547841376,-0.717579076691629
374,374,-0.053397502353419335,-0.9242690469640812
375,375,-0.03838539001571033,-1.030257170321687
376,376,-0.00028874701438963424,-0.8417453337297627
377,377,0.043420135235302595,-0.812600430315719
378,378,0.09034920941808176,-1.0977161947676064
379,379,0.003473512834494423,-0.9410355384436659
380,380,-0.00526685349928252,-1.08475501849381
381,381,0.04416060896952005,-0.9929153916222434
382,382,0.012311710395578643,-1.047243058108909
383,383,-0.0070860789162536745,-0.7724375745329887
384,384,-0.05218796061042101,-0.8388000531414126
385,385,-0.03430150959605477,-0.9186856919202022
386,386,0.0034270401267202655,-1.0110101021963365
387,387,0.007238232050296397,-1.0080979440931874
388,388,-0.007613530421251763,-0.949687306518227
389,389,-0.026185840084785472,-0.9771129662871882
390,390,0.033448687531408366,-1.1001260997329734
391,391,-0.04978742237784764,-1.0136443378087865
392,392,0.012757944609067498,-1.1263345901852535
393,393,0.04267109676621579,-1.2052511833357302
394,394,0.05788389538563547,-1.0300879212256795
395,395,-0.013388760938890513,-0.8367678675996492
396,396,-0.04623573125641405,-0.9215417282863504
397,397,-0.0025763538449604384,-1.0514727619567927
398,398,-0.002889334466904453,-1.0000279153500922
399,399,0.0016775144579565622,-1.1791430213613892
400,400,-0.00031082891326658646,-0.9256561339431256
401,401,0.036286144124366454,-0.8803735680137378
402,402,-0.0009486522721019602,-1.082428714770374
403,403,0.021198990560782408,-1.0672579563045135
404,404,-0.03345225163356908,-0.8312498628797753
405,405,-0.025184471948547775,-1.23701587177524
406,406,-0.028685291815551284,-1.1241352719080666
407,407,0.025676225380808184,-1.0313148350802894
408,408,0.028862119041467044,-0.9631694362245901
409,409,-0.00843173969251032,-0.8261019069930673
410,410,0.011353844850508277,-0.8270946628443263
411,411,-0.026439896389846507,-1.0102761459300964
412,412,0.034398990291751974,-0.9142784221902905
413,413,0.01672236860708732,-0.8546542142720788
414,414,0.030287163876793838,-1.0164979723027379
415,415,-0.02424444988714811,-1.16492949419401
416,416,0.007061799622881559,-0.9328185599075532
417,417,0.0401639792758262,-1.2131839611145916
418,418,0.034879618827987235,-1.1241180850807875
419,419,-0.0237714572404492,-1.0618244047326801
420,420,0.01814642964109789,-0.8289941824374382
421,421,-0.03955926970749172,-0.9090199729853514
422,422,0.027826080405198267,-0.8273651186410081
423,423,0.0389409980583492,-0.7733044528128122
424,424,0.03049818675778059,-0.8771614541623681
425,425,-0.02329506554701436,-1.0928082434480706
426,426,0.06396946329831517,-1.1291821566796683
427,427,0.003657838538244945,-1.1578563004264182
428,428,-0.008779333851240384,-0.8779756538082664
429,429,-0.0007148773725197816,-0.8980280171530658
430,430,-0.021603109748319305,-0.7893887175593304
431,431,-0.05031069785413662,-0.9007494094096405
432,432,0.007921125739780108,-0.8523998240620355
433,433,0.03395155087639353,-1.2178434356470276
434,434,0.003644381126562145,-0.9520008073385837
435,435,0.01672439589330065,-0.9922719549290313
436,436,0.007067562783155113,-0.9664356059862718
437,437,0.012327891876032584,-1.4320741066324685
438,438,0.015104377103734495,-1.1741187246153832
439,439,0.07682967140634873,-0.9577837447004282
440,440,0.051110838092249714,-0.9879468646903137
441,441,-0.013674683038136348,-0.9255254723851168
442,442,-0.02160081014740367,-0.8763574646436417
443,443,0.009770599807442534,-1.216352906379529
444,444,0.021788209576232058,-0.9889181705321697
445,445,-0.0038940201903983618,-1.0017031502009177
446,446,0.0332237186142023,-1.1630197419022223
447,447,0.011289585607069826,-1.036372449196239
448,448,-0.01644437863548804,-1.0573496177090265
449,449,-0.008478607449179137,-0.773668286325868
450,450,-0.0004699403069086949,-1.109101586338595
451,451,0.008489560896055567,-1.1818070104073701
452,452,-0.009789655152473486,-0.7734745375732497
453,453,0.02439143502633208,-1.1300893379467587
454,454,0.0011736700480993074,-1.1100991698129032
455,455,-0.05619794734256764,-0.856664632873354
456,456,0.04141773395076122,-0.9809340906487248
457,457,0.007067869555068967,-0.8859614316686549
458,458,0.0038388260165474683,-1.0106362817762278
459,459,0.0034063789650900875,-1.1597591105844651
460,460,0.016957965812861617,-0.9180839984373361
461,461,-0.019986633045858515,-0.8822172804515428
462,462,-0.020967425330108792,-0.9402043088013269
463,463,0.016543026910209577,-0.9633536423479706
464,464,-0.009360802296778901,-0.8413916222045403
465,465,0.03418434067749468,-0.9638843522917617
466,466,-0.002577406485245742,-1.0048817222532842
467,467,0.0005752864476522013,-1.0978916599553652
468,468,0.08083795667347396,-1.373724963740783
469,469,0.011700538885119141,-0.9088289885607909
470,470,-0.050921915468186515,-0.7661761825843819
471,471,0.022548196327815996,-0.9956285495862631
472,472,-0.01740555350386532,-1.0813974831386077
473,473,-0.01027458507454355,-0.9157184662332426
474,474,-0.012551097856234969,-0.8030470781096503
475,475,0.050442615336371774,-1.1025058055004944
476,476,0.0036117204828859176,-0.9254657678431143
477,477,0.021803095298401694,-0.9220883077478533
478,478,0.003967080932636516,-0.9002958925064639
479,479,-0.0014807293194611555,-1.0589943477367278
480,480,-0.012426950479734453,-1.0210993704288227
481,481,-0.047731165532829606,-0.8775119479265334
482,482,-0.015790632017398776,-0.9754187041437646
483,483,-0.0112518310702421,-0.8767881968733029
484,484,-0.01280164363834678,-1.0228517465174143
485,485,-0.017809103403544052,-0.9967417933392936
486,486,-0.018174375593677045,-1.080500833161007
487,487,0.015969734535262833,-1.0320912766806964
488,488,-0.001061392732391031,-0.8373274070120599
489,489,-0.00762400437729259,-0.9275876246653643
490,490,-0.026610629701199758,-1.0113312554264278
491,491,-0.03912152195608527,-1.0449025509245022
492,492,0.019888072126938716,-0.8918393160497509
493,493,0.04325458936526863,-0.8812680442707627
494,494,-0.023455317324017816,-1.0069679086196783
495,495,-0.006245859315371312,-1.2265265751109378
496,496,0.010389955405016782,-1.002643478736848
497,497,0.010038872931148612,-0.8106630315055932
498,498,-0.013101635752690244,-0.9856754666719868
499,499,0.028075896793994182,-0.9945082472488751
500,500,-0.023015076250403742,-0.9873716279765002
501,501,0.013988713024048319,-1.0379127511898474
502,502,0.03162800227575327,-0.7767655963361324
503,503,-0.012885601036560973,-0.9142260143326919
504,504,0.014207836011239094,-0.96338935618252
505,505,-0.01504718229139516,-1.1463705843310572
506,506,-0.0025315711164659582,-0.942402930476439
507,507,0.0017603069532503568,-0.9602539824894991
508,508,0.04486546097286671,-1.02078930485844
509,509,-0.045281340852450946,-0.8928692923778553
510,510,-0.03949478018348904,-0.83036492659833
511,511,-0.00436698038356792,-0.9358151789745918
512,512,0.020726836320347317,-1.25010153521494
513,513,-0.015915816426448445,-0.9082090923707372
514,514,-0.008084121666049708,-0.9144666812617187
515,515,-0.006047961533564475,-1.0133378883023427
516,516,-0.02772091522079556,-0.748003834714095
517,517,0.007892637761949872,-1.1487781983199092
518,518,0.0077992746310667545,-1.0541226876182463
519,519,-0.03735072441540487,-0.8713223431976672
520,520,0.002767736110318178,-0.9710812366034104
521,521,0.018540220379228478,-1.0557933595821787
522,522,-0.03220961033468706,-1.027390318202265
523,523,0.027256791324636463,-1.1232193357233615
524,524,0.013277423343637025,-1.0378913595574317
525,525,0.015052516639682184,-1.0359842370561754
526,526,0.02355014641464495,-1.038614274600429
527,527,-0.028312669851337187,-1.1813179780188796
528,528,0.004911810978590572,-0.9652837263245279
529,529,-0.027021756837945127,-1.1641593733284217
530,530,-0.010902447609726182,-1.050043734432651
531,531,0.004920901544130801,-1.086635160466431
532,532,0.0036229963969110403,-1.0725112346425456
533,533,-0.0010633974121340359,-0.7683142843026858
534,534,0.023070238298980285,-1.0704936287145381
535,535,0.00936701384931972,-1.104644409899417
536,536,0.005617749973177419,-1.097064494382576
537,537,0.0007875938122724468,-0.958267302927302
538,538,0.01703242241376858,-0.6900354956656712
539,539,0.002207999519634067,-1.125662617910046
540,540,-0.012438748546590167,-1.32274026405056
541,541,-0.018108946664328288,-1.1658977102581047
542,542,-0.03174468687034087,-1.0853061646673512
543,543,-0.032328433762863505,-1.0202631641629516
544,544,-0.003534541210000304,-1.1881621275753953
545,545,-0.015188341943569737,-0.9317252798970931
546,546,-0.019633835630674695,-1.0762213970395682
547,547,-0.0143306402414854,-1.0030703609052531
548,548,-0.00701710311680917,-1.0172757919003028
549,549,0.00739198127271766,-0.8648152428680856
550,550,-0.012164023545632723,-1.0622798695281601
551,551,0.022265165460656527,-1.0688534246640664
552,552,-0.007528221304540728,-0.7709598807265508
553,553,-0.018266238005524044,-0.931956426462321
554,554,0.009863283303400916,-1.0815379525757043
555,555,-0.02109680724289933,-1.0752753634296488
556,556,-0.002088894542209563,-0.9621198088032914
557,557,0.01317654801062107,-1.0194505631193385
558,558,-0.015815614785057275,-1.136080103435007
559,559,-0.002711987351018793,-0.9173794524286006
560,560,-0.018172930181974082,-0.9381651124407525
561,561,0.025748408248226717,-1.1573250678618872
562,562,-0.007355314478611381,-1.0455686384055352
563,563,0.012276910448351053,-0.985261895901865
564,564,0.06041670125528294,-0.9432395468412277
565,565,0.03390296913097091,-1.0110029167177863
566,566,0.018134715913307453,-1.1481783516438802
567,567,0.010530113121362789,-1.099080863819498
568,568,0.017144129039059097,-0.8139184767284211
569,569,0.011033523470855393,-1.1350338997308043
570,570,0.005389154148364012,-0.7377181678851651
571,571,0.005536693712003797,-1.0793437393686014
572,572,0.03071773040032071,-0.957933206217309
573,573,-0.0019807881893365298,-0.9704236497820751
574,574,-0.01734415331946096,-0.8307563112635127
575,575,0.013154401989935671,-1.282268792514932
576,576,0.01811159224664033,-0.9046544347135408
577,577,-0.002656855906901519,-0.9446487828277275
578,578,0.027759082914180194,-1.1844125850423026
579,579,0.032268267016004736,-0.8542899475010434
580,580,0.012292300016406552,-0.8759782761536574
581,581,-0.006932592720661837,-0.9185668881673734
582,582,0.026937092373702374,-1.0683658558634015
583,583,-0.008601355371410283,-0.8832638017432392
584,584,0.0371743727406225,-1.1843493836989782
585,585,-0.027211649723465372,-0.9271109011589675
586,586,-0.05125662335705748,-1.056362592950827
587,587,-0.02726529113359301,-0.8593030047791639
588,588,0.009701504948516413,-0.7969221829812274
589,589,-0.007039696945374541,-0.8691557104098311
590,590,-0.021950011732956118,-1.145733231032225
591,591,0.010623434803735565,-0.8120949355037848
592,592,-0.007343883543763932,-0.956186725006732
593,593,0.0035921857546913974,-1.047606979576874
